sequence,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFXgBdmB5mBi?iBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBRhBunB/?rBasB0pB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBamBRiBW?sB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFUgBRhBunB/?rBasBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFNlBUhB3iBq?pBxrBzrB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFOlBdmBRiBC?nB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Jex/IvhFXhBiiBTkBe?qB9rBcsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFRgB3iBmlBq?rBUnBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB/pBq?rBTnBOqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB2pBq?rBTnBXqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFamBRiBXlBu?rBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeXAJvhFdmBRiB2pBS?sBzrB0pB
IZTOSLJ,O,O,O,X,O,O,X,X,X,X,X,X
IZTOSJL,O,O,O,X,X,O,X,X,X,X,X,X
IZLTJSO,O,X,O,X,O,X,O,X,X,X,O,X
IZLTJOS,O,X,O,X,O,O,O,X,X,X,O,X
IZLTSJO,O,X,X,X,O,X,O,X,X,X,O,X
IZLTSOJ,O,X,O,X,O,X,O,X,X,X,X,X
IZLTOJS,O,X,O,X,O,O,O,X,X,X,X,X
IZLTOSJ,O,X,O,X,O,X,X,X,X,X,X,X
IZLJTSO,O,X,O,X,O,X,O,X,X,X,O,X
IZLJTOS,O,X,O,X,O,X,O,X,X,X,O,X
IZLJSTO,O,X,O,X,O,X,O,X,X,X,O,X
IZLJSOT,X,X,X,X,X,X,X,X,X,X,O,X
IZLJOTS,O,X,O,X,X,X,O,X,X,X,O,X
IZLJOST,O,X,X,X,X,X,O,X,X,X,O,X
IZLSTJO,O,X,X,X,O,O,X,X,X,X,O,X
IZLSTOJ,O,X,O,X,O,O,X,X,X,X,X,X
IZLSJTO,O,X,X,X,O,O,X,X,X,X,O,X
IZLSJOT,X,X,X,X,X,O,X,X,X,X,O,X
IZLSOTJ,O,X,X,X,X,O,X,X,X,X,X,X
IZLSOJT,O,X,X,X,X,O,X,X,X,X,X,X
IZLOTJS,O,X,O,X,X,O,O,X,X,X,X,X
IZLOTSJ,O,X,O,X,X,X,X,X,X,X,X,X
IZLOJTS,O,X,O,X,X,X,O,X,X,X,X,X
IZLOJST,O,X,X,X,X,X,O,X,X,X,X,X
IZLOSTJ,O,X,X,X,X,O,X,X,X,X,X,X
IZLOSJT,O,X,X,X,X,O,X,X,X,X,X,X
IZJTLSO,O,X,O,X,O,X,O,X,X,X,O,X
IZJTLOS,O,O,O,X,O,O,O,X,X,X,O,X
IZJTSLO,O,O,O,X,O,O,O,X,X,X,O,X
IZJTSOL,O,O,O,X,X,O,O,X,X,X,O,X
IZJTOLS,O,O,O,X,X,O,O,X,X,X,O,X
IZJTOSL,O,O,O,X,X,O,O,X,X,X,O,X
IZJLTSO,O,X,O,X,X,X,O,X,X,X,O,X
IZJLTOS,O,X,O,X,X,X,O,X,X,X,O,X
IZJLSTO,O,X,O,X,X,X,O,X,X,X,O,X
IZJLSOT,X,X,X,X,X,X,X,X,X,X,O,X
IZJLOTS,O,X,O,X,X,X,O,X,X,X,O,X
IZJLOST,O,X,X,X,X,X,O,X,X,X,O,X
IZJSTLO,O,O,O,X,O,O,O,X,X,X,O,X
IZJSTOL,O,O,O,X,X,O,O,X,X,X,O,X
IZJSLTO,O,O,O,X,X,O,O,X,X,X,O,X
IZJSLOT,X,O,X,X,X,O,X,X,X,X,O,X
IZJSOTL,X,O,O,X,X,O,X,X,X,X,O,X
IZJSOLT,X,O,X,X,X,O,X,X,X,X,O,X
IZJOTLS,O,O,O,X,X,O,O,X,X,X,O,X
IZJOTSL,O,O,O,X,X,O,O,X,X,X,O,X
IZJOLTS,O,X,O,X,X,X,O,X,X,X,O,X
IZJOLST,O,X,X,X,X,X,O,X,X,X,O,X
IZJOSTL,O,O,O,X,X,O,O,X,X,X,O,X
IZJOSLT,O,O,X,X,X,O,O,X,X,X,O,X
IZSTLJO,O,O,X,X,O,O,X,X,X,X,O,X
IZSTLOJ,O,O,O,X,O,O,X,X,X,X,X,X
IZSTJLO,O,O,O,X,O,O,X,X,X,X,O,X
IZSTJOL,O,O,O,X,X,O,X,X,X,X,O,X
IZSTOLJ,O,O,O,X,O,O,X,X,X,X,X,X
IZSTOJL,O,O,O,X,X,O,X,X,X,X,X,X
IZSLTJO,O,O,X,X,O,O,X,X,X,X,O,X
IZSLTOJ,O,O,O,X,O,O,X,X,X,X,X,X
IZSLJTO,O,O,X,X,O,O,X,X,X,X,O,X
IZSLJOT,X,O,X,X,X,O,X,X,X,X,O,X
IZSLOTJ,O,O,X,X,X,O,X,X,X,X,X,X
IZSLOJT,O,O,X,X,X,O,X,X,X,X,X,X
IZSJTLO,O,O,O,X,O,O,X,X,X,X,O,X
IZSJTOL,O,O,O,X,X,O,X,X,X,X,O,X
IZSJLTO,O,O,O,X,X,O,X,X,X,X,O,X
IZSJLOT,X,O,X,X,X,O,X,X,X,X,O,X
IZSJOTL,X,O,O,X,X,O,X,X,X,X,O,X
IZSJOLT,X,O,X,X,X,O,X,X,X,X,O,X
IZSOTLJ,O,O,O,X,O,O,X,X,X,X,X,X
IZSOTJL,O,O,O,X,X,O,X,X,X,X,X,X
IZSOLTJ,O,O,X,X,X,O,X,X,X,X,X,X
IZSOLJT,O,O,X,X,X,O,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,O,X,X,X,X,X,X
IZSOJLT,O,O,X,X,X,O,X,X,X,X,X,X
IZOTLJS,O,O,O,X,O,O,O,X,X,X,X,X
IZOTLSJ,O,X,O,X,O,X,X,X,X,X,X,X
IZOTJLS,O,O,O,X,X,O,O,X,X,X,X,X
IZOTJSL,O,O,O,X,X,O,O,X,X,X,X,X
IZOTSLJ,O,O,O,X,O,O,X,X,X,X,X,X
IZOTSJL,O,O,O,X,X,O,X,X,X,X,X,X
IZOLTJS,O,X,O,X,X,O,O,X,X,X,X,X
IZOLTSJ,O,X,O,X,X,X,X,X,X,X,X,X
IZOLJTS,O,X,O,X,X,X,O,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,O,X,X,X,X,X
IZOLSTJ,O,X,X,X,X,O,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,O,X,X,X,X,X,X
IZOJTLS,O,O,O,X,X,O,O,X,X,X,X,X
IZOJTSL,O,O,O,X,X,O,O,X,X,X,X,X
IZOJLTS,O,X,O,X,X,X,O,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,O,X,X,X,X,X
IZOJSTL,O,O,O,X,X,O,O,X,X,X,X,X
IZOJSLT,O,O,X,X,X,O,O,X,X,X,X,X
IZOSTLJ,O,O,O,X,O,O,X,X,X,X,X,X
IZOSTJL,O,O,O,X,X,O,X,X,X,X,X,X
IZOSLTJ,O,O,X,X,X,O,X,X,X,X,X,X
IZOSLJT,O,O,X,X,X,O,X,X,X,X,X,X
IZOSJTL,O,O,O,X,X,O,X,X,X,X,X,X
IZOSJLT,O,O,X,X,X,O,X,X,X,X,X,X
IOTLJSZ,O,X,X,X,O,X,X,O,X,X,X,X
IOTLJZS,O,X,X,X,O,X,X,O,X,X,X,X
IOTLSJZ,O,X,X,X,O,X,X,O,X,X,X,X
IOTLSZJ,O,X,X,X,O,X,X,X,X,X,X,X
IOTLZJS,O,X,O,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,O,X,O,X,X,X,X,X,X,X
IOTJLSZ,O,X,X,X,X,X,O,O,X,X,X,X
IOTJLZS,O,X,O,X,X,X,O,O,X,X,X,X
IOTJSLZ,O,X,X,O,X,X,O,O,X,X,X,X
IOTJSZL,O,X,X,O,X,X,O,X,X,X,X,X
IOTJZLS,O,X,O,O,X,O,O,O,X,X,X,X
IOTJZSL,O,X,O,O,X,O,O,X,X,X,X,X
IOTSLJZ,O,X,X,O,O,X,X,O,X,X,X,X
IOTSLZJ,O,X,X,O,O,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,O,X,X,X,O,X,X,X,X
IOTSJZL,O,X,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,X,O,O,X,X,X,X,X,X,X
IOTSZJL,O,X,X,O,X,X,X,X,X,X,X,X
IOTZLJS,O,X,O,O,O,O,O,X,X,X,X,X
IOTZLSJ,O,X,O,X,O,X,X,X,X,X,X,X
IOTZJLS,O,X,O,O,X,O,O,O,X,X,X,X
IOTZJSL,O,X,O,O,X,O,O,X,X,X,X,X
IOTZSLJ,O,X,O,O,O,X,X,X,X,X,X,X
IOTZSJL,O,X,O,O,X,O,X,X,X,X,X,X
IOLTJSZ,O,X,X,X,O,X,X,O,O,O,X,X
IOLTJZS,O,X,X,X,O,X,X,O,X,O,X,X
IOLTSJZ,O,X,X,X,O,X,X,O,O,O,X,X
IOLTSZJ,O,X,X,X,O,X,X,X,O,X,X,X
IOLTZJS,O,X,O,X,O,X,X,X,X,O,X,X
IOLTZSJ,O,X,O,X,O,X,X,X,O,X,X,X
IOLJTSZ,O,X,X,X,O,X,X,O,O,O,X,X
IOLJTZS,O,X,X,X,O,X,X,O,X,O,X,X
IOLJSTZ,X,X,X,X,O,X,X,O,O,O,X,X
IOLJSZT,X,X,X,X,X,X,X,X,O,O,X,X
IOLJZTS,O,X,X,X,X,X,X,X,X,O,X,X
IOLJZST,O,X,X,X,X,X,X,X,X,O,X,X
IOLSTJZ,X,X,X,X,O,X,X,O,O,O,X,X
IOLSTZJ,X,X,X,X,O,X,X,X,O,X,X,X
IOLSJTZ,X,X,X,X,O,X,X,O,O,O,X,X
IOLSJZT,X,X,X,X,X,X,X,X,O,O,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,O,X,X,X
IOLSZJT,X,X,X,X,X,X,X,X,O,X,X,X
IOLZTJS,O,X,O,X,X,X,X,X,X,O,X,X
IOLZTSJ,O,X,O,X,X,X,X,X,O,X,X,X
IOLZJTS,O,X,X,X,X,X,X,X,X,O,X,X
IOLZJST,O,X,X,X,X,X,X,X,X,O,X,X
IOLZSTJ,O,X,X,X,X,X,X,X,O,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,O,X,X,X
IOJTLSZ,O,X,X,X,X,X,O,O,X,X,X,X
IOJTLZS,O,X,O,X,X,X,O,O,X,X,X,X
IOJTSLZ,O,X,X,O,X,X,O,O,X,X,X,X
IOJTSZL,O,X,X,O,X,X,O,X,X,X,X,X
IOJTZLS,O,X,O,O,X,X,O,O,X,X,X,X
IOJTZSL,O,X,O,O,X,X,O,X,X,X,X,X
IOJLTSZ,O,X,X,X,X,X,O,O,X,O,X,X
IOJLTZS,O,X,O,X,X,X,O,O,X,O,X,X
IOJLSTZ,X,X,X,X,X,X,O,O,X,O,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,O,X,X
IOJLZTS,O,X,O,X,X,X,O,X,X,O,X,X
IOJLZST,O,X,X,X,X,X,O,X,X,O,X,X
IOJSTLZ,O,X,X,O,X,X,O,O,X,X,X,X
IOJSTZL,O,X,X,O,X,X,O,X,X,X,X,X
IOJSLTZ,X,X,X,O,X,X,O,O,X,X,X,X
IOJSLZT,X,X,X,O,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,O,X,X,O,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,O,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,O,X,X,X,X,X
IOJZTSL,O,X,O,X,X,X,O,X,X,X,X,X
IOJZLTS,O,X,O,X,X,X,O,X,X,O,X,X
IOJZLST,O,X,X,X,X,X,O,X,X,O,X,X
IOJZSTL,O,X,O,X,X,X,O,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,O,X,X,X,X,X
IOSTLJZ,O,X,X,O,O,X,X,O,X,X,X,X
IOSTLZJ,O,X,X,O,O,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,O,X,X,X,O,X,X,X,X
IOSTJZL,O,X,X,O,X,O,X,X,X,X,X,X
IOSTZLJ,O,X,X,O,O,O,X,X,X,X,X,X
IOSTZJL,O,X,X,O,X,O,X,X,X,X,X,X
IOSLTJZ,X,X,X,O,O,O,X,O,O,X,X,X
IOSLTZJ,X,X,X,O,O,O,X,X,O,X,X,X
IOSLJTZ,X,X,X,O,O,X,X,O,O,X,X,X
IOSLJZT,X,X,X,O,X,X,X,X,O,X,X,X
IOSLZTJ,X,X,X,O,X,O,X,X,O,X,X,X
IOSLZJT,X,X,X,O,X,O,X,X,O,X,X,X
IOSJTLZ,O,X,X,O,X,X,X,O,X,X,X,X
IOSJTZL,O,X,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,O,X,X,X,O,X,X,X,X
IOSJLZT,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,O,O,O,X,X,X,X,X,X
IOSZTJL,O,X,X,O,X,O,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,O,X,X,O,X,X,X
IOSZLJT,O,X,X,X,X,O,X,X,O,X,X,X
IOSZJTL,O,X,X,O,X,O,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,O,X,X,X,X,X,X
IOZTLJS,O,X,O,X,O,O,O,X,X,X,X,X
IOZTLSJ,O,X,O,X,O,X,X,X,X,X,X,X
IOZTJLS,O,X,O,X,X,O,O,X,X,X,X,X
IOZTJSL,O,X,O,X,X,O,O,X,X,X,X,X
IOZTSLJ,O,X,O,X,O,O,X,X,X,X,X,X
IOZTSJL,O,X,O,X,X,O,X,X,X,X,X,X
IOZLTJS,O,X,O,X,X,O,O,X,X,X,X,X
IOZLTSJ,O,X,O,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,O,X,X,X,O,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,O,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,O,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,O,O,X,X,X,X,X
IOZJTSL,O,X,O,X,X,O,O,X,X,X,X,X
IOZJLTS,O,X,O,X,X,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,O,X,X,X,X,X
IOZJSTL,O,X,O,X,X,O,O,X,X,X,X,X
IOZJSLT,O,X,X,X,X,O,O,X,X,X,X,X
IOZSTLJ,O,X,O,X,O,O,X,X,X,X,X,X
IOZSTJL,O,X,O,X,X,O,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,O,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,O,X,X,X,X,X,X
IOZSJTL,O,X,O,X,X,O,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,O,X,X,X,X,X,X
LTIJSZO,O,X,O,X,O,X,X,O,X,X,X,X
LTIJSOZ,X,X,X,X,O,X,X,O,X,X,X,O
LTIJZSO,O,X,O,X,O,X,X,O,X,X,X,X
LTIJZOS,O,O,O,X,O,O,X,X,X,O,X,X
LTIJOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LTIJOZS,X,X,O,X,O,X,X,X,X,O,X,O
LTISJZO,O,X,X,X,O,X,X,O,X,X,X,X
LTISJOZ,X,X,X,X,O,X,X,O,X,X,X,O
LTISZJO,O,X,X,X,O,X,X,X,X,X,O,X
LTISZOJ,O,X,O,X,O,X,X,X,O,X,X,X
LTISOJZ,X,X,X,X,O,X,X,X,O,X,X,X
LTISOZJ,X,X,X,X,O,X,X,X,O,X,X,X
LTIZJSO,O,X,O,X,O,X,X,X,X,X,O,X
LTIZJOS,O,O,O,X,O,O,X,X,X,X,O,X
LTIZSJO,O,X,X,X,O,X,X,X,X,X,O,X
LTIZSOJ,O,X,O,X,O,X,X,X,X,X,X,X
LTIZOJS,O,O,O,X,O,O,X,X,X,X,X,X
LTIZOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,O,X,X,X,O,O,X,X
LTIOJZS,O,X,X,X,O,X,X,X,X,O,X,X
LTIOSJZ,O,X,X,X,O,X,X,X,O,O,X,X
LTIOSZJ,O,X,X,X,O,X,X,X,O,X,X,X
LTIOZJS,O,X,O,X,O,X,X,X,X,O,X,X
LTIOZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LTJISZO,O,X,O,X,O,X,O,O,X,X,X,X
LTJISOZ,X,X,X,X,O,X,X,O,X,X,X,O
LTJIZSO,O,X,O,X,O,X,O,O,X,X,X,X
LTJIZOS,O,O,O,X,O,O,O,X,X,O,X,X
LTJIOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LTJIOZS,X,X,O,X,O,X,X,X,X,O,X,O
LTJSIZO,O,O,O,O,O,O,O,O,X,X,X,X
LTJSIOZ,X,O,X,O,O,O,X,O,X,X,X,O
LTJSZIO,O,O,O,O,O,O,O,O,X,X,O,X
LTJSZOI,O,O,O,O,O,O,O,O,O,O,O,O
LTJSOIZ,X,O,X,O,O,O,O,O,O,O,X,O
LTJSOZI,X,O,X,O,O,O,O,O,O,O,X,O
LTJZISO,O,X,O,O,O,X,O,O,X,X,O,X
LTJZIOS,O,O,O,X,O,O,O,X,X,O,O,X
LTJZSIO,O,O,O,O,O,O,O,O,X,X,O,X
LTJZSOI,O,O,O,O,O,O,O,O,X,O,O,O
LTJZOIS,O,O,O,X,O,O,O,X,X,O,O,O
LTJZOSI,O,O,O,X,O,O,O,X,X,O,O,O
LTJOISZ,X,X,X,X,O,X,O,O,O,O,X,O
LTJOIZS,X,X,O,X,O,X,O,X,X,O,X,O
LTJOSIZ,X,X,X,X,O,X,O,O,O,O,X,O
LTJOSZI,X,X,X,X,O,X,O,O,O,O,X,O
LTJOZIS,X,X,O,X,O,X,O,X,X,O,X,O
LTJOZSI,X,X,O,X,O,X,O,X,X,O,X,O
LTSIJZO,O,O,X,O,O,O,X,O,X,X,X,X
LTSIJOZ,X,O,X,O,O,O,X,O,X,X,X,O
LTSIZJO,O,O,X,O,O,O,O,X,X,X,O,X
LTSIZOJ,O,O,O,O,O,O,O,X,O,X,X,X
LTSIOJZ,X,O,X,O,O,O,X,X,O,X,X,X
LTSIOZJ,X,O,X,O,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,O,O,O,O,O,X,X,X,X
LTSJIOZ,X,O,X,O,O,O,X,O,X,X,X,O
LTSJZIO,O,O,O,O,O,O,O,O,X,X,O,X
LTSJZOI,O,O,O,O,O,O,O,O,O,O,O,O
LTSJOIZ,X,O,X,O,O,O,O,O,O,O,X,O
LTSJOZI,X,O,X,O,O,O,O,O,O,O,X,O
LTSZIJO,O,O,X,O,O,O,O,X,X,X,O,X
LTSZIOJ,O,O,O,O,O,O,O,X,O,X,X,X
LTSZJIO,O,O,O,O,O,O,O,O,X,X,O,X
LTSZJOI,O,O,O,O,O,O,O,O,O,X,O,O
LTSZOIJ,O,O,O,O,X,O,O,X,O,X,X,X
LTSZOJI,O,O,O,O,O,O,O,X,O,X,O,X
LTSOIJZ,X,O,X,O,O,O,X,O,O,O,X,X
LTSOIZJ,X,O,X,O,O,O,X,X,O,X,X,X
LTSOJIZ,X,O,X,O,O,O,X,O,O,O,X,O
LTSOJZI,X,O,X,O,O,O,X,O,O,O,X,O
LTSOZIJ,X,O,X,O,X,O,X,X,O,X,X,X
LTSOZJI,X,O,X,O,O,O,X,O,O,X,O,X
LTZIJSO,O,X,O,O,O,X,O,X,X,X,O,X
LTZIJOS,O,O,O,X,O,O,O,X,X,X,O,X
LTZISJO,O,X,X,X,O,X,O,X,X,X,O,X
LTZISOJ,O,X,O,X,O,X,O,X,X,X,X,X
LTZIOJS,O,O,O,X,O,O,O,X,X,X,X,X
LTZIOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LTZJISO,O,X,O,O,O,X,O,O,X,X,O,X
LTZJIOS,O,O,O,X,O,O,O,X,X,O,O,X
LTZJSIO,O,O,O,O,O,O,O,O,X,X,O,X
LTZJSOI,O,O,O,O,O,O,O,O,X,O,O,O
LTZJOIS,O,O,O,X,O,O,O,X,X,O,O,O
LTZJOSI,O,O,O,X,O,O,O,X,X,O,O,O
LTZSIJO,O,O,X,O,O,O,O,X,X,X,O,X
LTZSIOJ,O,O,O,O,O,O,O,X,O,X,X,X
LTZSJIO,O,O,O,O,O,O,O,O,X,X,O,X
LTZSJOI,O,O,O,O,O,O,O,O,O,X,O,O
LTZSOIJ,O,O,O,O,X,O,O,X,O,X,X,X
LTZSOJI,O,O,O,O,O,O,O,X,O,X,O,X
LTZOIJS,O,O,O,X,O,O,O,X,X,O,X,X
LTZOISJ,O,X,O,X,O,X,X,X,O,X,X,X
LTZOJIS,O,O,O,X,O,O,O,X,X,O,O,X
LTZOJSI,O,O,O,X,O,O,O,X,X,O,O,X
LTZOSIJ,O,O,O,X,X,O,O,X,O,X,X,X
LTZOSJI,O,O,O,X,O,O,O,X,O,X,O,X
LTOIJSZ,O,X,X,X,O,X,X,O,O,O,X,X
LTOIJZS,O,X,X,X,O,X,X,O,X,O,X,X
LTOISJZ,O,X,X,X,O,X,X,O,O,O,X,X
LTOISZJ,O,X,X,X,O,X,X,X,O,X,X,X
LTOIZJS,O,X,O,X,O,X,X,X,X,O,X,X
LTOIZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LTOJISZ,O,X,X,X,O,X,O,O,O,O,X,O
LTOJIZS,O,X,O,X,O,X,O,O,X,O,X,O
LTOJSIZ,O,X,X,X,O,X,O,O,O,O,X,O
LTOJSZI,O,X,X,X,O,X,O,O,O,O,X,O
LTOJZIS,O,X,O,X,O,X,O,O,X,O,X,O
LTOJZSI,O,X,O,X,O,X,O,O,X,O,X,O
LTOSIJZ,O,X,X,X,O,X,X,O,O,O,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,O,X,X,X
LTOSJIZ,O,X,X,X,O,X,X,O,O,O,X,O
LTOSJZI,O,X,X,X,O,X,X,O,O,O,X,O
LTOSZIJ,O,X,X,X,X,X,X,X,O,X,X,X
LTOSZJI,O,X,X,X,O,X,X,O,O,X,O,X
LTOZIJS,O,X,O,X,O,X,O,X,X,O,X,X
LTOZISJ,O,X,O,X,O,X,X,X,O,X,X,X
LTOZJIS,O,X,O,X,O,X,O,O,X,O,O,X
LTOZJSI,O,X,O,X,O,X,O,O,X,O,O,X
LTOZSIJ,O,X,O,X,X,X,X,X,O,X,X,X
LTOZSJI,O,X,O,X,O,X,O,O,O,X,O,X
LITJSZO,O,X,O,X,O,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,O,X,X,O,X,X,X,O
LITJZSO,O,X,O,X,O,X,X,O,X,X,X,X
LITJZOS,O,X,O,X,O,O,X,X,X,O,X,X
LITJOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LITJOZS,X,X,O,X,O,X,X,X,X,O,X,O
LITSJZO,O,X,X,X,O,X,X,O,X,X,X,X
LITSJOZ,X,X,X,X,O,X,X,O,X,X,X,O
LITSZJO,O,X,X,X,O,X,X,X,X,X,O,X
LITSZOJ,O,X,O,X,O,X,X,X,O,X,X,X
LITSOJZ,X,X,X,X,O,X,X,X,O,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,O,X,X,X
LITZJSO,O,X,O,X,O,X,X,X,X,X,O,X
LITZJOS,O,X,O,X,O,O,X,X,X,X,O,X
LITZSJO,O,X,X,X,O,X,X,X,X,X,O,X
LITZSOJ,O,X,O,X,O,X,X,X,X,X,X,X
LITZOJS,O,X,O,X,O,O,X,X,X,X,X,X
LITZOSJ,O,X,O,X,O,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,O,X,X,X,O,O,X,X
LITOJZS,O,X,X,X,O,X,X,X,X,O,X,X
LITOSJZ,O,X,X,X,O,X,X,X,O,O,X,X
LITOSZJ,O,X,X,X,O,X,X,X,O,X,X,X
LITOZJS,O,X,O,X,O,X,X,X,X,O,X,X
LITOZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LIJTSZO,O,X,O,X,O,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,X,O,X,X,X,O
LIJTZSO,O,X,O,X,O,X,X,O,X,X,X,X
LIJTZOS,O,X,O,X,O,X,X,X,X,O,X,X
LIJTOSZ,X,X,X,X,O,X,X,O,X,O,X,O
LIJTOZS,X,X,O,X,O,X,X,X,X,O,X,O
LIJSTZO,X,X,O,X,O,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,O,X,X,O,X,X,X,O
LIJSZTO,X,X,O,X,O,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,O,X,O,X,X,X,X,X,X,X
LIJZTOS,O,X,O,X,O,X,X,X,X,O,X,X
LIJZSTO,O,X,O,X,O,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,O,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,O,X,X
LIJOTZS,X,X,O,X,O,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,O,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,X,X
LISTJZO,X,X,X,X,O,O,X,O,X,X,X,X
LISTJOZ,X,X,X,X,O,O,X,O,X,X,X,X
LISTZJO,X,X,X,X,O,O,X,X,X,X,O,X
LISTZOJ,X,X,O,X,O,O,X,X,O,X,X,X
LISTOJZ,X,X,X,X,O,O,X,X,O,X,X,X
LISTOZJ,X,X,X,X,O,O,X,X,O,X,X,X
LISJTZO,X,X,X,X,O,O,X,O,X,X,X,X
LISJTOZ,X,X,X,X,O,O,X,O,X,X,X,X
LISJZTO,X,X,X,X,O,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,O,X,X,X,X,O,X
LISZTOJ,X,X,O,X,O,O,X,X,O,X,X,X
LISZJTO,X,X,X,X,O,O,X,X,X,X,O,X
LISZJOT,X,X,X,X,X,O,X,X,X,X,O,X
LISZOTJ,X,X,X,X,X,O,X,X,O,X,X,X
LISZOJT,X,X,X,X,X,O,X,X,O,X,X,X
LISOTJZ,X,X,X,X,O,O,X,O,O,X,X,X
LISOTZJ,X,X,X,X,O,O,X,X,O,X,X,X
LISOJTZ,X,X,X,X,O,X,X,O,O,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,O,X,X,X
LISOZTJ,X,X,X,X,X,O,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,O,X,X,X
LIZTJSO,O,X,O,X,O,X,X,X,X,X,O,X
LIZTJOS,O,X,O,X,O,O,X,X,X,X,O,X
LIZTSJO,O,X,X,X,O,X,X,X,X,X,O,X
LIZTSOJ,O,X,O,X,O,X,X,X,X,X,X,X
