sequence,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFumBcnBTjByqBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBOnBXjBStBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JeGBJvhFxiBilBXnBToBUr?B1xB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemBCiBTjBXnBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBxiBesBCoBFr?BXtB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhFGjBTlBlnBirBXt?B0rB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBiiB+oB3nBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFFiB6oB0mBznBmq?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemB6oBRnB3rBzs?BFsB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhF+oBilBfsBlnBUr?BzsB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFihB+oBRnBFrBXs?BzsB
IZOSJLT,X,X,X,O,X,X,X,O,O,X,X
IOTLJSZ,O,X,O,X,X,X,X,O,X,X,X
IOTLJZS,O,X,O,X,X,X,X,O,X,X,X
IOTLSJZ,O,X,O,X,X,O,X,O,X,X,X
IOTLSZJ,O,X,O,O,X,O,X,O,O,X,X
IOTLZJS,O,X,O,O,X,X,X,O,O,X,X
IOTLZSJ,O,X,O,O,X,X,X,O,X,X,X
IOTJLSZ,O,X,O,X,X,X,X,O,X,X,X
IOTJLZS,O,X,O,X,X,X,X,O,X,X,X
IOTJSLZ,X,X,O,X,X,X,X,O,X,X,X
IOTJSZL,X,X,O,O,X,X,X,O,X,X,X
IOTJZLS,O,X,O,O,X,X,X,O,X,X,X
IOTJZSL,O,X,O,O,X,X,X,O,X,X,X
IOTSLJZ,O,X,O,X,X,O,X,O,X,X,X
IOTSLZJ,O,X,O,O,X,O,X,O,O,X,X
IOTSJLZ,X,X,O,X,X,O,X,O,X,X,X
IOTSJZL,X,X,O,O,X,O,X,O,X,X,X
IOTSZLJ,O,X,O,O,X,X,X,O,O,X,X
IOTSZJL,O,X,O,O,X,O,X,O,O,X,X
IOTZLJS,O,X,O,O,X,X,X,O,O,X,X
IOTZLSJ,O,X,O,O,X,X,X,O,X,X,X
IOTZJLS,O,X,O,O,X,X,X,O,O,X,X
IOTZJSL,O,X,O,O,X,X,X,O,X,X,X
IOTZSLJ,O,X,O,O,X,X,X,O,X,X,X
IOTZSJL,O,X,O,O,X,X,X,O,X,X,X
IOLTJSZ,O,X,O,X,X,X,X,O,X,X,X
IOLTJZS,O,X,O,X,X,X,X,O,X,X,X
IOLTSJZ,O,X,O,X,X,O,X,O,X,X,X
IOLTSZJ,O,X,O,X,X,O,X,O,O,X,X
IOLTZJS,O,X,O,X,X,X,X,O,O,X,X
IOLTZSJ,O,X,O,X,X,X,X,O,X,X,X
IOLJTSZ,X,X,O,X,X,X,X,O,X,X,X
IOLJTZS,X,X,O,X,X,X,X,O,X,X,X
IOLJSTZ,X,X,O,X,X,O,X,O,X,X,X
IOLJSZT,O,O,X,X,X,O,X,O,O,X,X
IOLJZTS,O,O,O,X,X,X,X,O,O,X,X
IOLJZST,O,O,X,X,X,X,X,O,O,X,X
IOLSTJZ,O,X,X,X,X,O,X,O,X,X,X
IOLSTZJ,O,X,X,X,X,O,X,O,O,X,X
IOLSJTZ,X,X,O,X,X,O,X,O,X,X,X
IOLSJZT,O,O,X,X,X,O,X,O,O,X,X
IOLSZTJ,O,O,X,X,X,O,X,O,O,X,X
IOLSZJT,O,O,X,X,X,O,X,O,O,X,X
IOLZTJS,O,O,X,X,X,X,X,O,O,X,X
IOLZTSJ,O,O,X,X,X,X,X,O,X,X,X
IOLZJTS,O,O,O,X,X,X,X,O,O,X,X
IOLZJST,O,O,X,X,X,X,X,O,O,X,X
IOLZSTJ,O,O,X,X,X,O,X,O,O,X,X
IOLZSJT,O,O,X,X,X,O,X,O,O,X,X
IOJTLSZ,X,X,O,X,X,X,X,O,X,X,X
IOJTLZS,X,X,O,X,X,X,X,O,X,X,X
IOJTSLZ,X,X,O,X,X,X,X,O,X,X,X
IOJTSZL,X,X,O,X,X,X,X,O,X,X,X
IOJTZLS,X,X,O,X,X,X,X,O,X,X,X
IOJTZSL,X,X,O,X,X,X,X,O,X,X,X
IOJLTSZ,X,X,O,X,X,X,X,O,X,X,X
IOJLTZS,X,X,O,X,X,X,X,O,X,X,X
IOJLSTZ,X,X,O,X,X,O,X,O,X,X,X
IOJLSZT,O,O,X,X,X,O,X,O,O,X,X
IOJLZTS,O,O,O,X,X,X,X,O,O,X,X
IOJLZST,O,O,X,X,X,X,X,O,O,X,X
IOJSTLZ,X,X,X,X,X,O,X,O,X,X,X
IOJSTZL,X,X,X,X,X,O,X,O,X,X,X
IOJSLTZ,X,X,X,X,X,O,X,O,X,X,X
IOJSLZT,X,X,X,X,X,O,O,O,O,X,X
IOJSZTL,X,X,X,X,X,O,O,O,O,X,X
IOJSZLT,X,X,X,X,X,O,O,O,O,X,X
IOJZTLS,O,O,X,X,X,X,O,O,O,X,X
IOJZTSL,O,O,X,X,X,X,O,O,X,X,X
IOJZLTS,O,O,X,X,X,X,X,O,O,X,X
IOJZLST,O,O,X,X,X,X,X,O,O,X,X
IOJZSTL,X,X,X,X,X,X,O,O,X,X,X
IOJZSLT,X,X,X,X,X,X,O,O,O,X,X
IOSTLJZ,X,X,O,X,X,O,X,O,X,X,X
IOSTLZJ,X,X,O,O,X,O,X,O,O,X,X
IOSTJLZ,X,X,O,X,X,O,X,O,X,X,X
IOSTJZL,X,X,O,O,X,O,X,O,X,X,X
IOSTZLJ,X,X,O,O,X,X,X,O,O,X,X
IOSTZJL,X,X,O,O,X,O,X,O,O,X,X
IOSLTJZ,X,X,X,X,X,O,X,O,X,X,X
IOSLTZJ,X,X,X,X,X,O,X,O,O,X,X
IOSLJTZ,X,X,O,X,X,O,X,O,X,X,X
IOSLJZT,X,X,X,X,X,O,X,O,O,X,X
IOSLZTJ,X,X,X,X,X,O,X,O,O,X,X
IOSLZJT,X,X,X,X,X,O,X,O,O,X,X
IOSJTLZ,X,X,X,X,X,O,X,O,X,X,X
IOSJTZL,X,X,X,X,X,O,X,O,X,X,X
IOSJLTZ,X,X,X,X,X,O,X,O,X,X,X
IOSJLZT,X,X,X,X,X,O,X,O,O,X,X
IOSJZTL,X,X,X,X,X,O,X,O,O,X,X
IOSJZLT,X,X,X,X,X,O,X,O,O,X,X
IOSZTLJ,X,X,X,O,X,X,X,O,O,X,X
IOSZTJL,X,X,X,O,X,O,X,O,O,X,X
IOSZLTJ,X,X,X,X,X,O,X,O,O,X,X
IOSZLJT,X,X,X,X,X,O,X,O,O,X,X
IOSZJTL,X,X,X,O,X,O,X,O,O,X,X
IOSZJLT,X,X,X,O,X,O,X,O,O,X,X
IOZTLJS,O,O,O,O,X,X,O,O,O,X,X
IOZTLSJ,O,O,O,O,X,X,X,O,X,X,X
IOZTJLS,O,O,O,O,X,X,O,O,O,X,X
IOZTJSL,O,O,O,O,X,X,O,O,X,X,X
IOZTSLJ,O,O,O,O,X,X,X,O,X,X,X
IOZTSJL,O,O,O,O,X,X,O,O,X,X,X
IOZLTJS,O,O,X,X,X,X,X,O,O,X,X
IOZLTSJ,O,O,X,X,X,X,X,O,X,X,X
IOZLJTS,O,O,O,X,X,X,X,O,O,X,X
IOZLJST,O,O,X,X,X,X,X,O,O,X,X
IOZLSTJ,O,O,X,X,X,O,X,O,O,X,X
IOZLSJT,O,O,X,X,X,O,X,O,O,X,X
IOZJTLS,O,O,X,O,X,X,O,O,O,X,X
IOZJTSL,O,O,X,O,X,X,O,O,X,X,X
IOZJLTS,O,O,X,X,X,X,X,O,O,X,X
IOZJLST,O,O,X,X,X,X,X,O,O,X,X
IOZJSTL,X,X,X,O,X,X,O,O,O,X,X
IOZJSLT,X,X,X,O,X,X,O,O,O,X,X
IOZSTLJ,X,X,X,O,X,X,X,O,O,X,X
IOZSTJL,X,X,X,O,X,O,X,O,O,X,X
IOZSLTJ,X,X,X,X,X,O,X,O,O,X,X
IOZSLJT,X,X,X,X,X,O,X,O,O,X,X
IOZSJTL,X,X,X,O,X,O,X,O,O,X,X
IOZSJLT,X,X,X,O,X,O,X,O,O,X,X
LTIJSZO,O,X,X,X,X,X,X,O,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,O,X,X,X
LTIJZSO,O,X,X,X,X,X,X,O,X,O,X
LTIJZOS,O,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,O,X,O,X,X,X,X,O,X,X,X
LTIJOZS,O,X,O,X,X,X,X,O,X,X,X
LTISJZO,O,X,O,X,X,X,X,X,X,X,X
LTISJOZ,O,X,O,X,X,X,X,X,X,X,X
LTISZJO,O,X,O,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,O,X,X,X,X,X,X,X,X
LTISOZJ,O,X,O,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,X,X,O,X,O,X
LTIZJOS,O,X,O,X,X,X,X,X,X,X,X
LTIZSJO,O,X,O,X,X,X,X,O,X,O,X
LTIZSOJ,O,X,O,X,X,X,X,O,X,X,X
LTIZOJS,O,X,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,O,X,X,X,X,O,X,X,X
LTIOJSZ,O,X,O,X,X,X,X,O,X,X,X
LTIOJZS,O,X,O,X,X,X,X,O,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,O,X,X,X
LTIOSZJ,O,X,O,X,X,X,X,O,X,X,X
LTIOZJS,O,X,O,X,X,X,X,O,X,X,X
LTIOZSJ,O,X,O,X,X,X,X,O,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,X,X
LTJISOZ,X,X,X,X,X,X,X,O,X,X,X
LTJIZSO,X,X,X,X,X,X,X,O,X,O,X
LTJIZOS,X,X,X,X,X,X,X,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,X,O,X,X,X
LTJIOZS,X,X,O,X,X,X,X,O,X,X,X
LTJSIZO,X,X,O,X,X,X,X,O,X,O,X
LTJSIOZ,X,X,O,X,X,X,X,O,X,X,X
LTJSZIO,O,X,O,X,X,X,X,O,X,O,X
LTJSZOI,O,X,O,X,X,X,X,O,X,O,X
LTJSOIZ,X,X,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,O,X,X,X,X,X,X,O,X
LTJZISO,O,X,X,X,X,X,X,O,X,O,X
LTJZIOS,O,X,O,X,X,X,X,X,X,X,X
LTJZSIO,O,X,O,X,X,X,X,O,X,O,X
LTJZSOI,O,X,O,X,X,X,X,O,X,O,X
LTJZOIS,O,X,O,X,X,X,X,X,X,X,X
LTJZOSI,O,X,O,X,X,X,X,O,X,X,X
LTJOISZ,X,X,O,X,X,X,X,X,X,X,X
LTJOIZS,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,X,X,X,X
LTJOSZI,O,X,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,O,X,X,X,X,X,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,X,X
LTSIJZO,O,X,O,X,X,O,X,X,X,X,X
LTSIJOZ,O,X,O,X,X,O,X,X,X,X,X
LTSIZJO,O,X,O,O,X,O,X,X,X,X,X
LTSIZOJ,O,X,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,X,X,O,X,X,X,X,X
LTSIOZJ,O,X,O,O,X,X,X,X,X,X,X
LTSJIZO,X,O,O,X,X,O,X,X,X,O,X
LTSJIOZ,X,X,O,X,X,O,X,X,X,X,X
LTSJZIO,O,O,O,X,X,O,X,X,X,O,X
LTSJZOI,O,O,O,X,X,X,X,X,X,O,X
LTSJOIZ,X,X,O,X,X,O,X,X,X,X,X
LTSJOZI,O,X,O,X,X,X,X,X,X,O,X
LTSZIJO,O,O,O,O,X,O,X,X,X,X,X
LTSZIOJ,O,O,O,O,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,O,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,O,X,X,X,X,X
LTSOIZJ,O,X,O,O,X,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,X,O,X,X,X,X,X
LTSOJZI,O,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,O,X,X,X,X,X,X,X
LTSOZJI,O,X,O,O,X,X,X,X,X,X,X
LTZIJSO,O,O,X,O,X,X,X,X,X,O,X
LTZIJOS,O,O,O,O,X,X,X,X,X,X,X
LTZISJO,O,O,O,O,X,X,X,X,X,O,X
LTZISOJ,O,O,O,O,X,X,X,X,X,X,X
LTZIOJS,O,O,O,O,X,X,X,X,X,X,X
LTZIOSJ,O,O,O,O,X,X,X,X,X,X,X
LTZJISO,O,X,X,X,X,X,X,X,X,O,X
LTZJIOS,O,X,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,O,O,X,X,X,X,X,O,X
LTZJSOI,O,O,O,O,X,X,X,X,X,O,X
LTZJOIS,O,X,O,X,X,X,X,X,O,X,X
LTZJOSI,O,O,O,O,X,X,X,X,O,X,X
LTZSIJO,O,O,O,O,X,X,X,X,X,O,X
LTZSIOJ,O,O,O,O,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,X,X,X,X,X,O,X
LTZSJOI,O,O,O,O,X,X,X,X,X,O,X
LTZSOIJ,O,O,O,O,X,X,X,X,X,X,X
LTZSOJI,O,O,O,O,X,X,X,X,X,X,X
LTZOIJS,O,X,O,O,X,X,X,X,O,X,X
LTZOISJ,O,O,O,O,X,X,X,X,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,O,X,X
LTZOJSI,O,O,O,O,X,X,X,X,O,X,X
LTZOSIJ,O,O,O,O,X,X,X,X,O,X,X
LTZOSJI,O,O,O,O,X,X,X,X,O,X,X
LTOIJSZ,X,X,O,X,X,X,X,X,X,X,X
LTOIJZS,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,X,O,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,X,X,O,X,X
LTOIZJS,O,X,O,X,X,X,X,X,O,X,X
LTOIZSJ,O,X,O,X,X,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,O,X,X,X,X,O,X,X
LTOSJIZ,X,X,O,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,O,O,X,X,X,X,O,X,X
LTOSZJI,O,X,O,O,X,X,X,X,O,X,X
LTOZIJS,O,X,O,O,X,X,X,X,O,X,X
LTOZISJ,O,X,O,O,X,X,X,X,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,O,X,X
LTOZJSI,O,X,O,O,X,X,X,X,O,X,X
LTOZSIJ,O,X,O,O,X,X,X,X,O,X,X
LTOZSJI,O,X,O,O,X,X,X,X,O,X,X
LITJSZO,O,O,X,X,X,X,X,O,X,X,X
LITJSOZ,O,X,X,X,X,X,X,O,X,X,X
LITJZSO,O,O,X,X,X,X,X,O,X,O,X
LITJZOS,O,O,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,O,X,X,X,X,O,X,X,X
LITJOZS,O,X,O,X,X,X,X,O,X,X,X
LITSJZO,O,O,O,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,X,X,X,X,X,X,X,X
LITSOZJ,O,X,O,O,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,X,X,X,O,X,O,X
LITZJOS,O,O,O,O,X,X,X,X,X,X,X
LITZSJO,O,O,O,O,X,X,X,O,X,O,X
LITZSOJ,O,O,O,O,X,X,X,O,X,X,X
LITZOJS,O,O,O,O,X,X,X,X,X,X,X
LITZOSJ,O,O,O,O,X,X,X,O,X,X,X
LITOJSZ,O,X,O,X,X,X,X,O,X,X,X
LITOJZS,O,X,O,X,X,X,X,O,X,X,X
LITOSJZ,O,X,O,X,X,X,X,O,X,X,X
LITOSZJ,O,X,O,O,X,X,X,O,X,X,X
LITOZJS,O,X,O,O,X,X,X,O,X,X,X
LITOZSJ,O,X,O,O,X,X,X,O,X,X,X
LIJTSZO,O,O,X,X,X,X,X,O,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,O,X,X,X
LIJTZSO,O,O,X,X,X,X,X,O,X,O,X
LIJTZOS,O,O,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,O,X,X,X,X,O,X,X,X
LIJTOZS,O,X,O,X,X,X,X,O,X,X,X
LIJSTZO,O,O,X,X,X,X,O,O,X,O,X
LIJSTOZ,O,X,X,X,X,X,X,O,X,X,X
LIJSZTO,O,O,X,X,X,X,O,O,X,O,X
LIJSZOT,O,O,X,X,X,X,O,O,X,O,X
LIJSOTZ,X,X,X,X,X,X,X,O,X,X,X
LIJSOZT,O,O,X,X,X,X,O,O,X,X,X
LIJZTSO,O,O,X,X,X,X,O,O,X,O,X
LIJZTOS,O,O,O,X,X,X,O,O,X,X,X
LIJZSTO,O,O,X,X,X,X,O,O,X,O,X
LIJZSOT,O,O,X,X,X,X,O,O,X,O,X
LIJZOTS,O,O,X,X,X,X,X,O,X,X,X
LIJZOST,O,O,X,X,X,X,X,O,X,O,X
LIJOTSZ,X,X,O,X,X,X,X,O,X,X,X
LIJOTZS,X,X,O,X,X,X,X,O,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,O,X,X,X
LIJOSZT,O,O,X,X,X,X,X,O,X,X,X
LIJOZTS,O,O,O,X,X,X,X,O,X,X,X
LIJOZST,O,O,X,X,X,X,X,O,X,O,X
LISTJZO,O,O,X,X,X,O,X,X,X,X,X
LISTJOZ,O,X,X,X,X,O,X,X,X,X,X
LISTZJO,O,O,X,O,X,O,X,X,X,X,X
LISTZOJ,O,O,X,O,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,O,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,X,X,O,X,O,X
LISJTOZ,O,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,O,X,X,X,X,X,O,X,O,X
LISJZOT,O,O,X,X,X,X,X,O,X,O,X
LISJOTZ,X,X,X,X,X,X,X,O,X,X,X
LISJOZT,O,O,X,X,X,X,X,O,X,X,X
LISZTJO,O,O,X,O,X,X,X,O,X,O,X
LISZTOJ,O,O,X,O,X,X,X,O,X,X,X
LISZJTO,O,O,X,O,X,X,X,O,X,O,X
LISZJOT,O,O,X,O,X,X,X,X,X,O,X
LISZOTJ,O,O,X,X,X,X,X,O,X,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,O,X
LISOTJZ,O,X,X,X,X,X,X,O,X,X,X
LISOTZJ,O,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,X,X,X
LISOJZT,O,O,X,X,X,X,X,O,X,X,X
LISOZTJ,O,O,X,X,X,X,X,O,X,X,X
LISOZJT,O,O,X,X,X,X,X,O,X,X,X
LIZTJSO,O,O,X,O,X,X,O,O,X,O,X
LIZTJOS,O,O,O,O,X,X,O,X,X,X,X
LIZTSJO,O,O,O,O,X,X,X,O,X,O,X
LIZTSOJ,O,O,O,O,X,X,X,O,X,X,X
LIZTOJS,O,O,O,O,X,X,O,O,X,X,X
LIZTOSJ,O,O,O,O,X,X,X,O,X,X,X
LIZJTSO,O,O,X,O,X,X,O,O,X,O,X
LIZJTOS,O,O,O,O,X,X,O,O,X,X,X
LIZJSTO,O,O,X,O,X,X,O,O,X,O,X
LIZJSOT,O,O,X,O,X,X,O,O,X,O,X
LIZJOTS,O,O,X,X,X,X,X,O,O,X,X
LIZJOST,O,O,X,X,X,X,X,O,O,O,X
LIZSTJO,O,O,X,O,X,X,X,O,X,O,X
LIZSTOJ,O,O,X,O,X,X,X,O,X,X,X
LIZSJTO,O,O,X,O,X,X,X,O,X,O,X
LIZSJOT,O,O,X,O,X,X,X,X,X,O,X
LIZSOTJ,O,O,X,X,X,X,X,O,X,X,X
LIZSOJT,O,O,X,X,X,X,X,O,X,O,X
LIZOTJS,O,O,X,X,X,X,X,O,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,O,X,X,X
LIZOJTS,O,O,X,X,X,X,X,O,O,X,X
LIZOJST,O,O,X,X,X,X,X,O,O,O,X
LIZOSTJ,O,O,X,X,X,X,X,O,O,X,X
LIZOSJT,O,O,X,X,X,X,X,O,O,O,X
LIOTJSZ,O,X,O,X,X,X,X,O,X,X,X
LIOTJZS,O,X,O,X,X,X,X,O,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,O,X,X,X
LIOTSZJ,O,X,O,X,X,X,X,O,O,X,X
LIOTZJS,O,X,O,X,X,X,X,O,O,X,X
LIOTZSJ,O,X,O,X,X,X,X,O,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,O,X,X,X
LIOJTZS,X,X,O,X,X,X,X,O,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,O,X,X,X
LIOJSZT,O,O,X,X,X,X,X,O,O,X,X
LIOJZTS,O,O,O,X,X,X,X,O,O,X,X
LIOJZST,O,O,X,X,X,X,X,O,O,O,X
LIOSTJZ,O,X,X,X,X,X,X,O,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,O,O,X,X
LIOSJTZ,X,X,O,X,X,X,X,O,X,X,X
LIOSJZT,O,O,X,X,X,X,X,O,O,X,X
LIOSZTJ,O,O,X,X,X,X,X,O,O,X,X
LIOSZJT,O,O,X,X,X,X,X,O,O,X,X
LIOZTJS,O,O,X,X,X,X,X,O,O,X,X
LIOZTSJ,O,O,X,X,X,X,X,O,X,X,X
LIOZJTS,O,O,O,X,X,X,X,O,O,X,X
LIOZJST,O,O,X,X,X,X,X,O,O,O,X
LIOZSTJ,O,O,X,X,X,X,X,O,O,X,X
LIOZSJT,O,O,X,X,X,X,X,O,O,O,X
LJTISZO,X,X,X,X,X,X,X,O,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,O,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,O,X,X,X
LJTIOZS,X,X,O,X,X,X,X,O,X,X,X
LJTSIZO,X,X,O,X,X,X,X,O,X,O,X
LJTSIOZ,X,X,O,X,X,X,X,O,X,X,X
LJTSZIO,O,X,O,X,X,X,X,O,X,O,X
LJTSZOI,O,X,O,X,X,X,X,O,X,O,X
LJTSOIZ,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,O,X
LJTZISO,O,X,X,X,X,X,X,O,X,O,X
LJTZIOS,O,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,X,X,X,O,X,O,X
LJTZSOI,O,X,O,X,X,X,X,O,X,O,X
LJTZOIS,O,X,O,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,O,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,O,X,X,X
LJITSOZ,O,X,X,X,X,X,X,O,X,X,X
LJITZSO,O,X,X,X,X,X,X,O,X,O,X
LJITZOS,O,X,X,X,X,X,X,O,X,X,X
LJITOSZ,O,X,O,X,X,X,X,O,X,X,X
LJITOZS,O,X,O,X,X,X,X,O,X,X,X
LJISTZO,O,X,X,X,X,X,O,O,X,O,X
LJISTOZ,O,X,X,X,X,X,X,O,X,X,X
LJISZTO,O,X,X,X,X,X,O,O,X,O,X
LJISZOT,O,X,X,X,X,X,O,O,X,O,X
LJISOTZ,X,X,X,X,X,X,X,O,X,X,X
LJISOZT,O,X,X,X,X,X,O,O,X,X,X
LJIZTSO,O,X,X,X,X,X,O,O,X,O,X
LJIZTOS,O,X,O,X,O,X,O,O,X,X,X
LJIZSTO,O,X,X,X,X,X,O,O,X,O,X
LJIZSOT,O,X,X,X,X,X,O,O,X,O,X
LJIZOTS,O,X,X,X,X,X,X,O,X,X,X
LJIZOST,O,X,X,X,X,X,X,O,X,O,X
LJIOTSZ,X,X,O,X,X,X,X,O,X,X,X
LJIOTZS,X,X,O,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,O,X,X,X
LJIOSZT,O,X,X,X,X,X,X,O,X,X,X
LJIOZTS,O,X,O,X,X,X,X,O,X,X,X
LJIOZST,O,X,X,X,X,X,X,O,X,O,X
LJSTIZO,X,O,X,X,O,O,O,O,X,O,X
LJSTIOZ,X,X,X,X,X,O,X,O,X,X,X
LJSTZIO,O,O,X,X,O,O,O,O,X,O,X
LJSTZOI,O,O,X,X,O,X,O,O,X,O,X
LJSTOIZ,X,X,O,X,X,O,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,O,X
LJSITZO,O,O,X,X,O,X,O,O,X,O,X
LJSITOZ,O,X,X,X,X,X,X,O,X,X,X
LJSIZTO,O,O,X,X,O,X,O,O,X,O,X
LJSIZOT,O,O,X,X,O,X,O,O,X,O,X
LJSIOTZ,X,X,X,X,X,X,X,O,X,X,X
LJSIOZT,O,O,X,X,O,X,O,O,X,X,X
LJSZTIO,X,O,X,X,O,X,O,O,X,O,O
LJSZTOI,X,O,O,X,O,X,O,O,X,O,O
LJSZITO,X,O,X,X,O,X,O,O,X,O,X
LJSZIOT,X,O,X,X,O,X,O,O,X,O,X
LJSZOTI,X,O,X,X,O,X,O,O,X,O,X
LJSZOIT,X,O,X,X,O,X,O,X,X,O,X
LJSOTIZ,X,X,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,O,X
LJSOITZ,X,X,O,X,X,X,X,O,X,X,X
LJSOIZT,X,O,X,X,O,X,O,O,X,X,X
LJSOZTI,X,O,X,X,O,X,O,O,X,X,X
LJSOZIT,X,O,X,X,O,X,O,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,O,X,O,O
LJZTIOS,X,X,O,X,O,X,X,O,X,X,X
LJZTSIO,X,O,O,X,O,X,O,O,X,O,O
LJZTSOI,X,O,O,X,O,X,O,O,X,O,O
LJZTOIS,X,X,O,X,O,X,X,X,O,X,X
LJZTOSI,X,O,O,X,O,X,O,O,O,X,O
LJZITSO,X,O,X,X,X,X,O,O,X,O,X
LJZITOS,X,O,O,X,O,X,O,O,X,X,X
LJZISTO,X,O,X,X,X,X,O,O,X,O,X
LJZISOT,X,O,X,X,X,X,O,O,X,O,X
LJZIOTS,X,O,X,X,X,X,X,O,O,X,X
LJZIOST,X,O,X,X,X,X,X,O,O,O,X
LJZSTIO,X,O,X,X,O,X,O,O,X,O,O
