sequence,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFChBliB5oB8sB3r?BmrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmB3iB5oB8sBlm?BywB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFVnBaoB5oBGsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmBxhB/sBUoB1w?B6tB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFmiB5oBCnBlsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFynB5oBGmBFnB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhF0hBxiB1sB6tBWx?BfrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFRhBfsBStBUrBls?BGtB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFFiBGmBxsB6tB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWoBRmB8rB6tB3s?BFrB
IOZTLSJ,O,O,X,X,O,X,X,X,X,X
IOZTJLS,O,X,X,X,O,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,X,X,X,X
IOZTSJL,O,O,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,X,X,X
IOZLJTS,O,O,O,X,X,X,X,X,X,X
IOZLJST,O,O,O,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,X,X,X,X,X
IOZJTSL,O,O,X,X,X,X,X,X,X,X
IOZJLTS,O,O,O,X,X,X,X,X,X,X
IOZJLST,O,O,O,X,X,X,X,X,O,X
IOZJSTL,O,O,X,X,X,X,X,X,O,X
IOZJSLT,O,O,X,X,X,O,X,X,O,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X
IOZSTJL,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,O,X,X,X,X,X,X,X,X
IOZSLJT,O,O,X,X,X,O,X,X,X,X
IOZSJTL,O,O,X,X,X,X,X,X,X,O
IOZSJLT,O,O,X,X,X,O,X,X,X,O
LTIJSZO,X,X,O,X,O,X,O,X,X,X
LTIJSOZ,X,X,O,X,O,X,O,X,X,X
LTIJZSO,X,O,O,X,O,X,O,X,X,X
LTIJZOS,X,O,O,X,O,X,O,X,X,X
LTIJOSZ,X,X,O,X,O,X,O,X,X,X
LTIJOZS,X,O,O,X,O,X,O,X,X,X
LTISJZO,X,X,X,X,O,X,X,X,X,X
LTISJOZ,X,X,X,X,O,X,X,X,X,X
LTISZJO,O,X,X,X,O,X,X,X,X,X
LTISZOJ,O,X,X,X,O,X,X,X,X,X
LTISOJZ,X,X,X,X,O,X,X,X,X,X
LTISOZJ,O,X,X,X,O,X,X,X,X,X
LTIZJSO,X,O,X,X,O,X,X,X,X,X
LTIZJOS,O,O,X,X,O,X,X,X,X,X
LTIZSJO,O,O,X,X,O,X,X,X,X,X
LTIZSOJ,O,O,X,X,O,X,X,X,X,X
LTIZOJS,O,O,X,X,O,X,X,X,X,X
LTIZOSJ,O,O,X,X,O,X,X,X,X,X
LTIOJSZ,X,X,O,X,O,X,O,X,X,X
LTIOJZS,X,O,O,X,O,X,O,X,X,X
LTIOSJZ,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,O,X,X,X,O,X,X,X,X,X
LTIOZJS,O,O,X,X,O,X,X,X,X,X
LTIOZSJ,O,O,X,X,O,X,X,X,X,X
LTJISZO,X,X,O,O,O,X,O,X,X,X
LTJISOZ,X,X,O,O,O,X,O,X,X,X
LTJIZSO,X,O,O,X,O,X,O,X,X,X
LTJIZOS,X,O,O,X,O,X,O,X,X,X
LTJIOSZ,X,X,O,O,O,X,O,X,X,X
LTJIOZS,X,O,O,X,O,X,O,X,X,X
LTJSIZO,X,X,O,O,O,X,O,X,X,X
LTJSIOZ,X,X,O,O,O,X,O,X,X,X
LTJSZIO,X,X,X,O,X,X,O,X,X,X
LTJSZOI,X,X,X,O,X,X,O,X,X,X
LTJSOIZ,X,X,O,O,O,X,O,X,X,X
LTJSOZI,X,X,X,O,X,X,O,X,X,X
LTJZISO,X,O,O,X,O,X,O,X,X,X
LTJZIOS,X,O,O,X,O,X,O,X,X,X
LTJZSIO,X,O,X,X,X,X,O,X,X,X
LTJZSOI,X,O,X,X,X,X,O,X,X,X
LTJZOIS,X,O,O,X,O,X,O,X,X,X
LTJZOSI,X,O,X,X,X,X,O,X,X,X
LTJOISZ,X,X,O,O,O,X,O,X,X,X
LTJOIZS,X,O,O,X,O,X,O,X,X,X
LTJOSIZ,X,X,O,O,O,X,O,X,X,X
LTJOSZI,X,X,X,O,X,X,O,X,X,X
LTJOZIS,X,O,O,X,O,X,O,X,X,X
LTJOZSI,X,O,X,X,X,X,O,X,X,X
LTSIJZO,X,X,X,O,O,X,X,X,X,X
LTSIJOZ,X,X,X,O,O,X,X,X,X,X
LTSIZJO,O,X,X,O,O,X,X,O,X,X
LTSIZOJ,O,X,X,O,O,X,X,O,X,X
LTSIOJZ,X,X,X,O,O,X,X,X,X,X
LTSIOZJ,O,X,X,O,O,X,X,O,X,X
LTSJIZO,X,X,X,O,O,X,O,X,X,X
LTSJIOZ,X,X,X,O,O,X,O,X,X,X
LTSJZIO,X,X,X,O,X,X,O,O,X,X
LTSJZOI,X,X,X,O,X,X,O,O,X,X
LTSJOIZ,X,X,X,O,O,X,O,X,X,X
LTSJOZI,X,X,X,O,X,X,O,O,X,X
LTSZIJO,O,X,X,O,X,X,X,O,X,X
LTSZIOJ,O,X,X,O,X,X,X,O,X,X
LTSZJIO,O,X,X,O,X,X,X,O,X,X
LTSZJOI,O,X,X,O,X,X,X,O,X,X
LTSZOIJ,O,X,X,O,X,X,X,O,X,X
LTSZOJI,O,X,X,O,X,X,X,O,X,X
LTSOIJZ,X,X,X,O,O,X,X,X,X,X
LTSOIZJ,O,X,X,O,O,X,X,O,X,X
LTSOJIZ,X,X,X,O,O,X,O,X,X,X
LTSOJZI,X,X,X,O,X,X,O,O,X,X
LTSOZIJ,O,X,X,O,X,X,X,O,X,X
LTSOZJI,O,X,X,O,X,X,X,O,X,X
LTZIJSO,X,O,X,X,O,X,X,X,X,X
LTZIJOS,O,O,X,X,O,X,X,X,X,X
LTZISJO,O,O,X,X,O,X,X,X,X,X
LTZISOJ,O,O,X,X,O,X,X,X,X,X
LTZIOJS,O,O,X,X,O,X,X,X,X,X
LTZIOSJ,O,O,X,X,O,X,X,X,X,X
LTZJISO,X,O,X,X,O,X,O,X,X,X
LTZJIOS,O,O,X,X,O,X,O,X,X,X
LTZJSIO,X,O,X,X,X,X,O,X,X,X
LTZJSOI,X,O,X,X,X,X,O,X,X,X
LTZJOIS,O,O,X,X,O,X,O,X,X,X
LTZJOSI,X,O,X,X,X,X,O,X,X,X
LTZSIJO,O,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,X,O,X,X,X,X,X
LTZOISJ,O,O,X,X,O,X,X,X,X,X
LTZOJIS,O,O,X,X,O,X,O,X,X,X
LTZOJSI,X,O,X,X,X,X,O,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,O,X,O,X,X,X
LTOIJZS,X,O,O,X,O,X,O,X,X,X
LTOISJZ,X,X,X,X,O,X,X,X,X,X
LTOISZJ,O,X,X,X,O,X,X,X,X,X
LTOIZJS,O,O,X,X,O,X,X,X,X,X
LTOIZSJ,O,O,X,X,O,X,X,X,X,X
LTOJISZ,X,X,O,O,O,X,O,X,X,X
LTOJIZS,X,O,O,X,O,X,O,X,X,X
LTOJSIZ,X,X,O,O,O,X,O,X,X,X
LTOJSZI,X,X,X,O,X,X,O,X,X,X
LTOJZIS,X,O,O,X,O,X,O,X,X,X
LTOJZSI,X,O,X,X,X,X,O,X,X,X
LTOSIJZ,X,X,X,O,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,O,X,X,O,X,X
LTOSJIZ,X,X,X,O,O,X,O,X,X,X
LTOSJZI,X,X,X,O,X,X,O,O,X,X
LTOSZIJ,O,X,X,O,X,X,X,O,X,X
LTOSZJI,O,X,X,O,X,X,X,O,X,X
LTOZIJS,O,O,X,X,O,X,X,X,X,X
LTOZISJ,O,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,X,X,O,X,O,X,X,X
LTOZJSI,X,O,X,X,X,X,O,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,O,X,O,X,X,X
LITJSOZ,X,X,O,X,O,X,O,X,X,X
LITJZSO,X,O,O,X,O,X,O,X,X,X
LITJZOS,X,O,O,X,O,X,O,X,X,X
LITJOSZ,X,X,O,X,O,X,O,X,X,X
LITJOZS,X,O,O,X,O,X,O,X,X,X
LITSJZO,X,X,X,X,O,X,X,X,X,X
LITSJOZ,X,X,X,X,O,X,X,X,X,X
LITSZJO,O,X,X,X,O,X,X,X,X,X
LITSZOJ,O,X,X,X,O,X,X,X,X,X
LITSOJZ,X,X,X,X,O,X,X,X,X,X
LITSOZJ,O,X,X,X,O,X,X,X,X,X
LITZJSO,X,O,X,X,O,X,X,X,X,X
LITZJOS,O,O,X,X,O,X,X,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,X,X
LITZSOJ,O,O,X,X,O,X,X,X,X,X
LITZOJS,O,O,X,X,O,X,X,X,X,X
LITZOSJ,O,O,X,X,O,X,X,X,X,X
LITOJSZ,X,X,O,X,O,X,O,X,X,X
LITOJZS,X,O,O,X,O,X,O,X,X,X
LITOSJZ,X,X,X,X,O,X,X,X,X,X
LITOSZJ,O,X,X,X,O,X,X,X,X,X
LITOZJS,O,O,X,X,O,X,X,X,X,X
LITOZSJ,O,O,X,X,O,X,X,X,X,X
LIJTSZO,X,X,O,X,X,X,X,X,O,X
LIJTSOZ,X,X,O,X,X,X,X,X,O,X
LIJTZSO,X,O,O,X,X,X,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,O,X
LIJTOZS,X,O,O,X,X,X,X,X,X,X
LIJSTZO,X,X,O,X,X,X,X,X,O,X
LIJSTOZ,X,X,O,X,X,O,X,X,O,X
LIJSZTO,O,O,O,X,X,X,X,X,O,X
LIJSZOT,O,O,O,X,X,O,X,X,O,X
LIJSOTZ,X,X,O,X,X,O,X,X,O,X
LIJSOZT,O,O,O,X,X,O,X,X,O,X
LIJZTSO,X,O,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X
LIJZSTO,O,O,O,X,X,X,X,X,O,X
LIJZSOT,O,O,O,X,X,X,X,X,O,X
LIJZOTS,O,O,O,X,X,X,X,X,X,X
LIJZOST,O,O,O,X,X,X,X,X,O,X
LIJOTSZ,X,X,O,X,X,X,X,X,O,X
LIJOTZS,X,O,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X,X,O,X
LIJOSZT,O,O,O,X,X,O,X,X,O,X
LIJOZTS,O,O,O,X,X,X,X,X,X,X
LIJOZST,O,O,O,X,X,X,X,X,O,X
LISTJZO,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,O,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,O,X,X
LISTZOJ,O,X,X,X,X,X,X,O,X,X
LISTOJZ,X,X,X,X,X,O,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,O,X,X
LISJTZO,X,X,O,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,O,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,O,X,X,X,X
LISJOTZ,X,X,O,X,X,O,X,X,X,O
LISJOZT,O,O,O,X,X,O,X,X,X,O
LISZTJO,O,O,X,X,X,X,X,O,X,X
LISZTOJ,O,O,X,X,X,X,X,O,X,X
LISZJTO,O,O,X,X,X,X,X,O,X,X
LISZJOT,O,O,X,X,X,O,X,O,X,X
LISZOTJ,O,O,X,X,X,X,X,O,X,X
LISZOJT,O,O,X,X,X,O,X,O,X,X
LISOTJZ,X,X,X,X,X,O,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,O,X,X
LISOJTZ,X,X,O,X,X,O,X,X,X,O
LISOJZT,O,O,O,X,X,O,X,X,X,O
LISOZTJ,O,O,X,X,X,X,X,O,X,X
LISOZJT,O,O,X,X,X,O,X,O,X,X
LIZTJSO,X,O,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,X
LIZJSTO,O,O,O,X,X,X,X,X,X,X
LIZJSOT,O,O,O,X,X,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,X,X,X,X
LIZJOST,O,O,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,X
LIZOJTS,O,O,O,X,X,X,X,X,X,X
LIZOJST,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,O,X,O,X,X,X
LIOTJZS,X,O,O,X,O,X,O,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,X,X,O,X,X,X,X,X
LIOTZJS,O,O,X,X,O,X,X,X,X,X
LIOTZSJ,O,O,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,O,X
LIOJTZS,X,O,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,O,X,X,O,X
LIOJSZT,O,O,O,X,X,O,X,X,O,X
LIOJZTS,O,O,O,X,X,X,X,X,X,X
LIOJZST,O,O,O,X,X,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,O,X,X
LIOSJTZ,X,X,O,X,X,O,X,X,X,O
LIOSJZT,O,O,O,X,X,O,X,X,X,O
LIOSZTJ,O,O,X,X,X,X,X,O,X,X
LIOSZJT,O,O,X,X,X,O,X,O,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X
LJTISZO,X,X,O,O,X,X,O,X,X,X
LJTISOZ,X,X,O,O,X,X,O,X,X,X
LJTIZSO,X,O,O,X,X,X,O,X,X,X
LJTIZOS,X,O,O,X,X,X,O,X,X,X
LJTIOSZ,X,X,O,O,X,X,O,X,X,X
LJTIOZS,X,O,O,X,X,X,O,X,X,X
LJTSIZO,X,X,O,O,X,X,O,X,X,X
LJTSIOZ,X,X,O,O,X,X,O,X,X,X
LJTSZIO,X,X,X,O,X,X,O,X,X,X
LJTSZOI,X,X,X,O,X,X,O,X,X,X
LJTSOIZ,X,X,O,O,X,X,O,X,X,X
LJTSOZI,X,X,X,O,X,X,O,X,X,X
LJTZISO,X,O,O,X,X,X,O,X,X,X
LJTZIOS,X,O,O,X,X,X,O,X,X,X
LJTZSIO,X,O,X,X,X,X,O,X,X,X
LJTZSOI,X,O,X,X,X,X,O,X,X,X
LJTZOIS,X,O,O,X,X,X,O,X,X,X
LJTZOSI,X,O,X,X,X,X,O,X,X,X
LJTOISZ,X,X,O,O,X,X,O,X,X,X
LJTOIZS,X,O,O,X,X,X,O,X,X,X
LJTOSIZ,X,X,O,O,X,X,O,X,X,X
LJTOSZI,X,X,X,O,X,X,O,X,X,X
LJTOZIS,X,O,O,X,X,X,O,X,X,X
LJTOZSI,X,O,X,X,X,X,O,X,X,X
LJITSZO,X,X,O,O,X,X,X,X,O,X
LJITSOZ,X,X,O,O,X,X,X,X,O,X
LJITZSO,X,O,O,X,X,X,X,X,X,X
LJITZOS,X,O,O,X,X,X,X,X,X,X
LJITOSZ,X,X,O,O,X,X,X,X,O,X
LJITOZS,X,O,O,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,X,O,X
LJISTOZ,X,X,O,X,X,O,X,X,O,X
LJISZTO,O,O,O,X,X,X,X,X,O,X
LJISZOT,O,O,O,X,X,O,X,X,O,X
LJISOTZ,X,X,O,X,X,O,X,X,O,X
LJISOZT,O,O,O,X,X,O,X,X,O,X
LJIZTSO,X,O,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X,O,X
LJIZSOT,O,O,O,X,X,X,X,X,O,X
LJIZOTS,O,O,O,X,X,X,X,X,X,X
LJIZOST,O,O,O,X,X,X,X,X,O,X
LJIOTSZ,X,X,O,O,X,X,X,X,O,X
LJIOTZS,X,O,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,X,O,X,X,O,X
LJIOSZT,O,O,O,X,X,O,X,X,O,X
LJIOZTS,O,O,O,X,X,X,X,X,X,X
LJIOZST,O,O,O,X,X,X,X,X,O,X
LJSTIZO,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,O,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,X,X
LJSTZOI,X,X,X,X,X,X,X,O,X,X
LJSTOIZ,X,X,O,X,X,O,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,O,X,X
LJSITZO,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,O,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,O,X,X,X,X
LJSIOTZ,X,X,O,X,X,O,X,X,X,X
LJSIOZT,O,O,O,X,X,O,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,O,X,X
LJSZTOI,O,O,X,X,X,X,X,O,X,X
LJSZITO,O,O,X,X,X,X,X,O,X,X
LJSZIOT,O,O,X,X,X,O,X,O,X,X
LJSZOTI,O,O,X,X,X,X,X,O,X,X
LJSZOIT,O,O,X,X,X,O,X,O,X,X
LJSOTIZ,X,X,O,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,O,X,X
LJSOITZ,X,X,O,X,X,O,X,X,X,X
LJSOIZT,O,O,O,X,X,O,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,O,X,X
LJSOZIT,O,O,X,X,X,O,X,O,X,X
LJZTISO,X,O,O,X,X,X,X,X,X,X
LJZTIOS,O,O,O,X,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,X,X,X
LJZTSOI,X,O,X,X,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,X,X
LJZITSO,X,O,O,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,X,X,X,X,X
LJZIOTS,O,O,O,X,X,X,X,X,X,X
LJZIOST,O,O,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,O,X,X,X
LJOTIZS,X,O,O,X,X,X,O,X,X,X
LJOTSIZ,X,X,O,O,X,X,O,X,X,X
LJOTSZI,X,X,X,O,X,X,O,X,X,X
LJOTZIS,X,O,O,X,X,X,O,X,X,X
LJOTZSI,X,O,X,X,X,X,O,X,X,X
LJOITSZ,X,X,O,O,X,X,X,X,O,X
LJOITZS,X,O,O,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,O,X,X,O,X
LJOISZT,O,O,O,X,X,O,X,X,O,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,O,X
LJOSTIZ,X,X,O,X,X,O,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,O,X,X
LJOSITZ,X,X,O,X,X,O,X,X,X,X
LJOSIZT,O,O,O,X,X,O,X,X,X,X
LJOSZTI,O,O,X,X,X,X,X,O,X,X
LJOSZIT,O,O,X,X,X,O,X,O,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,X,X,X,X
LJOZSTI,O,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,O,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,O,X,X
LSTIZOJ,O,X,X,X,X,X,X,O,X,X
LSTIOJZ,X,X,X,X,X,O,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,O,X,X
LSTJIZO,X,X,X,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,X,X,O,O,X,X,X
LSTJZIO,X,X,X,X,X,X,O,O,X,X
LSTJZOI,X,X,X,X,X,X,O,O,X,X
LSTJOIZ,X,X,X,X,X,O,O,X,X,X
LSTJOZI,X,X,X,X,X,X,O,O,X,X
LSTZIJO,O,X,X,X,X,X,X,O,X,X
LSTZIOJ,O,X,X,X,X,X,X,O,X,X
LSTZJIO,O,X,X,X,X,X,X,O,X,X
LSTZJOI,O,X,X,X,X,X,X,O,X,X
LSTZOIJ,O,X,X,X,X,X,X,O,X,X
LSTZOJI,O,X,X,X,X,X,X,O,X,X
LSTOIJZ,X,X,X,X,X,O,X,X,X,X
LSTOIZJ,O,X,X,X,X,X,X,O,X,X
LSTOJIZ,X,X,X,X,X,O,O,X,X,X
LSTOJZI,X,X,X,X,X,X,O,O,X,X
LSTOZIJ,O,X,X,X,X,X,X,O,X,X
LSTOZJI,O,X,X,X,X,X,X,O,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,O,X,X
LSITZOJ,O,X,X,X,X,X,X,O,X,X
LSITOJZ,X,X,X,X,X,O,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,O,X,X
LSIJTZO,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,X,O,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,O,X,X,X,X
LSIJOTZ,X,X,O,X,X,O,X,X,X,O
LSIJOZT,O,O,O,X,X,O,X,X,X,O
LSIZTJO,O,O,X,X,X,X,X,O,X,X
LSIZTOJ,O,O,X,X,X,X,X,O,X,X
LSIZJTO,O,O,X,X,X,X,X,O,X,X
LSIZJOT,O,O,X,X,X,O,X,O,X,X
LSIZOTJ,O,O,X,X,X,X,X,O,X,X
LSIZOJT,O,O,X,X,X,O,X,O,X,X
LSIOTJZ,X,X,X,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,O,X,X
LSIOJTZ,X,X,O,X,X,O,X,X,X,O
LSIOJZT,O,O,O,X,X,O,X,X,X,O
LSIOZTJ,O,O,X,X,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,O,X,O,X,X
LSJTIZO,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,O,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,O,X,X
LSJTZOI,X,X,X,X,X,X,X,O,X,X
LSJTOIZ,X,X,O,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,O,X,X
LSJITZO,X,X,O,X,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,O,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,O,X,X,X,X
LSJIOTZ,X,X,O,X,X,O,X,X,X,O
LSJIOZT,O,O,O,X,X,O,X,X,X,O
LSJZTIO,O,O,X,X,X,X,X,O,X,X
LSJZTOI,O,O,X,X,X,X,X,O,X,X
LSJZITO,O,O,X,X,X,X,X,O,X,X
LSJZIOT,O,O,X,X,X,O,X,O,X,X
LSJZOTI,O,O,X,X,X,X,X,O,X,X
LSJZOIT,O,O,X,X,X,O,X,O,X,X
LSJOTIZ,X,X,O,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,O,X,X
LSJOITZ,X,X,O,X,X,O,X,X,X,O
LSJOIZT,O,O,O,X,X,O,X,X,X,O
LSJOZTI,O,O,X,X,X,X,X,O,X,X
LSJOZIT,O,O,X,X,X,O,X,O,X,X
LSZTIJO,O,O,X,X,X,X,X,O,X,X
LSZTIOJ,O,O,X,X,X,X,X,O,X,X
LSZTJIO,O,O,X,X,X,X,X,O,X,X
LSZTJOI,O,O,X,X,X,X,X,O,X,X
LSZTOIJ,O,O,X,X,X,X,X,O,X,X
LSZTOJI,O,O,X,X,X,X,X,O,X,X
LSZITJO,O,O,X,X,X,X,X,O,X,X
LSZITOJ,O,O,X,X,X,X,X,O,X,X
LSZIJTO,O,O,X,X,X,X,X,O,X,X
LSZIJOT,O,O,X,X,X,O,X,O,X,X
LSZIOTJ,O,O,X,X,X,X,X,O,X,X
LSZIOJT,O,O,X,X,X,O,X,O,X,X
LSZJTIO,O,O,X,X,X,X,X,O,X,X
LSZJTOI,O,O,X,X,X,X,X,O,X,X
LSZJITO,O,O,X,X,X,X,X,O,X,X
LSZJIOT,O,O,X,X,X,O,X,O,X,X
LSZJOTI,O,O,X,X,X,X,X,O,X,X
LSZJOIT,O,O,X,X,X,O,X,O,X,X
LSZOTIJ,O,O,X,X,X,X,X,O,X,X
LSZOTJI,O,O,X,X,X,X,X,O,X,X
LSZOITJ,O,O,X,X,X,X,X,O,X,X
LSZOIJT,O,O,X,X,X,O,X,O,X,X
LSZOJTI,O,O,X,X,X,X,X,O,X,X
LSZOJIT,O,O,X,X,X,O,X,O,X,X
LSOTIJZ,X,X,X,X,X,O,X,X,X,X
