sequence,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFOnB6oB/qBznB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8JeFCJvhFXjBxlBStBmlB0q?BzrB,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFKnBziB+oB/qB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8Je0AJvhFlhBziB+oB/qBxr?BywB,v115@9gB8HeB8HeB8HeC8DeC8Je3BJvhFziB+oB0lBVsBil?BRwB,v115@9gB8HeB8HeB8HeC8DeC8Je3AJvhF1mBxiBcsBToB2q?BSwB,v115@9gB8HeB8HeB8HeC8DeC8JeUBJvhFFiBTjBWtBxqByw?B/qB,v115@9gB8HeB8HeB8HeC8DeC8JeiAJvhFTjBGmBlqBxsBcs?B3rB,v115@9gB8HeB8HeB8HeC8DeC8JefIJvhF6oBTlBlmBmlBUn?BRwB,v115@9gB8HeB8HeB8HeC8DeC8JeTAJvhFUjBxmBStBlqB3r?BmrB,v115@9gB8HeB8HeB8HeC8DeC8JeXBJvhFxiB2qBToBCsBFs?B0qB
IZOSLJT,O,O,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,X,O,O,X,X
IOTLJZS,X,X,X,X,X,X,X,O,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,O,O,X,X
IOTLSZJ,X,O,X,X,X,X,X,X,O,X,X
IOTLZJS,X,O,X,X,X,X,X,O,X,X,X
IOTLZSJ,X,O,X,X,X,X,X,X,O,X,X
IOTJLSZ,X,O,X,O,O,X,X,O,O,X,X
IOTJLZS,X,X,X,X,O,X,X,O,X,X,X
IOTJSLZ,X,X,X,O,O,X,X,O,O,X,X
IOTJSZL,X,X,X,O,O,X,X,O,X,X,X
IOTJZLS,X,X,X,X,O,X,X,O,X,X,X
IOTJZSL,X,X,X,O,O,X,X,O,X,X,X
IOTSLJZ,X,O,X,X,X,X,X,O,O,X,X
IOTSLZJ,X,O,X,X,X,X,X,X,O,X,X
IOTSJLZ,X,X,X,O,O,X,X,O,O,X,X
IOTSJZL,X,X,X,O,O,X,X,O,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,O,X,X
IOTSZJL,X,X,X,O,O,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,O,X,O,X,X,X
IOTZLSJ,X,O,X,X,X,O,X,X,O,X,X
IOTZJLS,X,O,X,X,O,O,X,O,X,X,X
IOTZJSL,X,X,X,X,O,O,X,O,X,X,X
IOTZSLJ,X,O,X,X,X,O,X,X,O,X,X
IOTZSJL,X,X,X,X,O,O,X,X,X,X,X
IOLTJSZ,X,O,X,X,X,X,O,O,O,X,X
IOLTJZS,X,X,X,X,X,X,O,O,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,O,O,X,X
IOLTSZJ,X,O,X,X,X,O,X,X,O,X,X
IOLTZJS,X,O,X,X,X,O,X,O,X,X,X
IOLTZSJ,X,O,X,X,X,O,X,X,O,X,X
IOLJTSZ,X,O,X,X,X,X,O,X,O,X,O
IOLJTZS,X,X,X,X,X,X,O,X,X,X,O
IOLJSTZ,O,O,X,X,X,X,O,X,O,X,X
IOLJSZT,O,X,X,X,X,X,O,X,X,X,X
IOLJZTS,X,X,X,X,X,X,O,X,X,X,X
IOLJZST,O,X,X,X,X,X,O,X,X,X,X
IOLSTJZ,O,O,X,X,X,X,X,X,O,X,X
IOLSTZJ,X,O,X,X,X,X,X,X,O,X,X
IOLSJTZ,O,O,X,X,X,X,X,X,O,X,X
IOLSJZT,O,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,X,O,X,X
IOLSZJT,O,O,X,X,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,O,X,X,X,X,X
IOLZTSJ,X,O,X,X,X,O,X,X,O,X,X
IOLZJTS,X,O,X,X,X,O,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,X,O,X,X,O,X,X
IOLZSJT,O,O,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,O,X,O,O,X,O,O,O,X,X
IOJTLZS,X,X,X,X,O,X,O,O,X,X,X
IOJTSLZ,X,X,X,O,O,X,X,O,O,X,X
IOJTSZL,X,X,X,O,O,X,X,O,X,X,X
IOJTZLS,X,X,X,X,O,X,X,O,X,X,X
IOJTZSL,X,X,X,O,O,X,X,O,X,X,X
IOJLTSZ,X,O,X,O,O,X,O,X,O,X,O
IOJLTZS,X,X,X,X,O,X,O,X,X,X,O
IOJLSTZ,O,O,X,O,X,X,O,X,O,X,X
IOJLSZT,O,X,X,O,X,X,O,X,X,X,X
IOJLZTS,X,X,X,X,X,X,O,X,X,X,X
IOJLZST,O,X,X,X,X,X,O,X,X,X,X
IOJSTLZ,O,X,X,O,O,X,X,X,O,X,X
IOJSTZL,X,X,X,O,O,X,X,X,X,X,X
IOJSLTZ,O,X,X,O,X,X,O,X,O,X,O
IOJSLZT,O,X,X,O,X,X,O,X,X,X,X
IOJSZTL,O,X,X,O,X,X,X,X,X,X,X
IOJSZLT,O,X,X,O,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,O,O,X,X,X,X,X
IOJZTSL,X,X,X,O,O,O,X,X,X,X,X
IOJZLTS,X,X,X,X,X,O,O,X,X,X,X
IOJZLST,O,X,X,X,X,X,O,X,X,X,X
IOJZSTL,O,X,X,O,X,X,X,X,X,X,X
IOJZSLT,O,X,X,O,X,X,X,X,X,X,X
IOSTLJZ,O,O,X,X,X,X,X,O,O,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,O,X,X
IOSTJLZ,O,X,X,O,X,X,X,O,O,X,X
IOSTJZL,X,X,X,O,X,X,X,O,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,O,X,X
IOSTZJL,X,X,X,O,X,X,X,X,X,X,X
IOSLTJZ,O,O,X,X,X,X,X,X,O,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,O,X,X
IOSLJTZ,O,O,X,X,X,X,X,X,O,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,O,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,X,O,X,X,X,X,O,X,X
IOSJTZL,X,X,X,O,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,O,X,X,X,X,O,X,X
IOSJLZT,O,X,X,O,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,X,X,X,X,X,X,X
IOSJZLT,O,X,X,O,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,O,X,X,O,X,X
IOSZTJL,O,X,X,O,X,O,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,O,X,X,O,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,O,X,X,X,X,X,X,X
IOSZJLT,O,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,O,X,O,X,X,X
IOZTLSJ,X,O,X,X,X,O,X,X,O,X,X
IOZTJLS,X,O,X,X,O,O,X,O,X,X,X
IOZTJSL,X,X,X,X,O,O,X,O,X,X,X
IOZTSLJ,X,O,X,X,X,O,X,X,O,X,X
IOZTSJL,X,X,X,X,O,O,X,X,X,X,X
IOZLTJS,X,O,X,X,X,O,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,O,X,X,O,X,X
IOZLJTS,X,O,X,X,X,O,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,O,X,X,O,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,O,O,X,X,X,X,X
IOZJTSL,X,X,X,X,O,O,X,X,X,X,X
IOZJLTS,X,O,X,X,X,O,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,X,O,X,X,O,X,X
IOZSTJL,O,X,X,X,O,O,X,X,X,X,X
IOZSLTJ,O,O,X,X,X,O,X,X,O,X,X
IOZSLJT,O,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,O,X,O,O,X,X,X
LTIJSOZ,X,X,X,X,O,X,O,O,O,X,X
LTIJZSO,X,X,X,X,O,X,O,O,X,X,X
LTIJZOS,X,X,X,X,O,X,O,O,X,X,X
LTIJOSZ,X,X,X,X,O,X,O,O,O,X,X
LTIJOZS,X,X,X,X,O,X,O,O,X,X,X
LTISJZO,X,X,X,X,O,X,O,O,X,X,X
LTISJOZ,X,X,X,X,O,X,O,O,O,X,X
LTISZJO,X,X,X,X,O,X,X,X,X,X,X
LTISZOJ,X,X,X,X,X,O,X,X,O,X,X
LTISOJZ,X,X,X,X,X,X,X,O,O,X,X
LTISOZJ,X,X,X,X,X,O,X,X,O,X,X
LTIZJSO,X,X,X,X,O,X,O,O,X,X,X
LTIZJOS,X,X,X,X,O,X,O,O,X,X,X
LTIZSJO,X,X,X,X,O,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,O,X,X,O,X,X
LTIZOJS,X,X,X,X,X,O,X,O,X,O,X
LTIZOSJ,X,X,X,X,X,O,X,X,O,O,X
LTIOJSZ,X,X,X,X,X,X,O,O,O,X,X
LTIOJZS,X,X,X,X,X,X,O,O,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,O,X,X
LTIOSZJ,X,X,X,X,X,O,X,X,O,X,X
LTIOZJS,X,X,X,X,X,O,X,O,X,O,X
LTIOZSJ,X,X,X,X,X,O,X,X,O,O,X
LTJISZO,X,X,X,X,O,X,O,O,X,X,X
LTJISOZ,X,X,X,X,O,X,O,O,X,X,X
LTJIZSO,X,X,X,X,O,X,O,O,X,X,X
LTJIZOS,X,X,X,X,O,X,O,O,X,X,X
LTJIOSZ,X,X,X,X,O,X,O,O,X,X,X
LTJIOZS,X,X,X,X,O,X,O,O,X,X,X
LTJSIZO,X,X,X,X,O,X,O,O,X,X,X
LTJSIOZ,X,X,O,X,O,X,O,O,X,X,X
LTJSZIO,X,X,O,X,X,X,X,X,X,X,X
LTJSZOI,X,X,O,X,X,O,X,X,X,X,X
LTJSOIZ,X,X,O,X,O,X,O,X,X,X,O
LTJSOZI,X,X,O,X,X,O,X,X,X,X,O
LTJZISO,X,X,X,X,X,X,O,O,X,X,X
LTJZIOS,X,X,X,X,X,X,O,O,X,X,X
LTJZSIO,X,X,O,X,X,X,X,X,X,X,X
LTJZSOI,X,X,O,X,X,O,X,X,X,X,X
LTJZOIS,X,X,X,X,X,O,O,X,X,X,X
LTJZOSI,X,X,O,X,X,O,X,X,X,X,X
LTJOISZ,X,X,X,X,O,X,O,O,X,X,O
LTJOIZS,X,X,X,X,O,X,O,O,X,X,O
LTJOSIZ,X,X,O,X,O,X,O,X,X,X,O
LTJOSZI,X,X,O,X,X,O,X,X,X,X,O
LTJOZIS,X,X,X,X,X,O,O,X,X,X,O
LTJOZSI,X,X,O,X,X,O,X,X,X,X,O
LTSIJZO,X,X,X,X,O,X,O,O,X,X,X
LTSIJOZ,X,X,O,X,O,X,O,O,O,X,X
LTSIZJO,O,O,X,X,O,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,O,X,X,O,O,X
LTSIOJZ,O,O,X,X,X,X,X,O,O,X,X
LTSIOZJ,X,O,X,X,X,O,X,X,O,O,X
LTSJIZO,X,X,X,X,O,X,O,O,X,X,X
LTSJIOZ,X,X,O,X,O,X,O,O,X,X,X
LTSJZIO,X,O,O,X,X,X,X,X,X,X,X
LTSJZOI,X,X,O,X,X,O,X,X,X,X,X
LTSJOIZ,X,O,O,X,O,X,O,X,X,X,X
LTSJOZI,X,O,O,X,X,O,X,X,X,X,X
LTSZIJO,O,O,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,O,X,X,X,X,X
LTSZJIO,O,O,O,X,X,X,X,X,X,X,X
LTSZJOI,X,X,O,X,X,O,X,X,X,X,X
LTSZOIJ,O,O,X,X,X,O,X,X,X,X,X
LTSZOJI,O,O,X,X,X,O,X,X,X,X,X
LTSOIJZ,O,O,X,X,X,X,X,X,O,X,X
LTSOIZJ,X,O,X,X,X,O,X,X,O,O,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,O,X,X,X,O,X,X,X,X,X
LTSOZJI,O,O,X,X,X,O,X,X,X,X,X
LTZIJSO,X,O,X,X,X,X,O,O,X,X,X
LTZIJOS,X,X,X,X,X,X,O,O,X,X,X
LTZISJO,X,O,X,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,O,X,X,X,X,X
LTZIOJS,X,X,X,X,X,O,X,O,X,X,X
LTZIOSJ,X,O,X,X,X,O,X,X,X,X,X
LTZJISO,X,X,X,X,X,X,O,O,X,X,X
LTZJIOS,X,X,X,X,X,X,O,O,X,X,X
LTZJSIO,O,X,O,X,X,X,X,X,X,X,X
LTZJSOI,X,X,O,X,X,O,X,X,X,X,X
LTZJOIS,X,X,X,X,X,O,O,X,X,X,X
LTZJOSI,X,X,O,X,X,O,X,X,X,X,X
LTZSIJO,O,O,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,O,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,X,X,X,X
LTZSJOI,X,X,O,X,X,O,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,O,X,X,X,X,X
LTZSOJI,O,O,X,X,X,O,X,X,X,X,X
LTZOIJS,X,O,X,X,X,O,X,X,X,X,X
LTZOISJ,X,O,X,X,X,O,X,X,X,X,X
LTZOJIS,X,O,X,X,X,O,X,X,X,X,X
LTZOJSI,O,O,X,X,X,O,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,O,X,X,X,X,X
LTZOSJI,O,O,X,X,X,O,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,O,O,X,X,X
LTOIJZS,X,X,X,X,X,X,O,O,X,X,X
LTOISJZ,X,O,X,X,X,X,X,O,X,X,X
LTOISZJ,X,O,X,X,X,O,X,X,X,X,X
LTOIZJS,X,O,X,X,X,O,X,O,X,O,X
LTOIZSJ,X,O,X,X,X,O,X,X,X,O,X
LTOJISZ,X,O,X,X,X,X,O,O,X,X,O
LTOJIZS,X,X,X,X,X,X,O,O,X,X,O
LTOJSIZ,O,O,X,X,X,X,O,X,X,X,O
LTOJSZI,O,O,X,X,X,O,X,X,X,X,O
LTOJZIS,X,O,X,X,X,O,O,X,X,X,O
LTOJZSI,O,O,X,X,X,O,X,X,X,X,O
LTOSIJZ,O,O,X,X,X,X,X,X,O,X,X
LTOSIZJ,X,O,X,X,X,O,X,X,O,O,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,O,X,X,X,X,X
LTOSZJI,O,O,X,X,X,O,X,X,X,X,X
LTOZIJS,X,O,X,X,X,O,X,X,X,X,X
LTOZISJ,X,O,X,X,X,O,X,X,X,X,X
LTOZJIS,X,O,X,X,X,O,X,X,X,X,X
LTOZJSI,O,O,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,O,X,X,X,X,X
LTOZSJI,O,O,X,X,X,O,X,X,X,X,X
LITJSZO,X,X,X,O,O,X,O,O,X,X,X
LITJSOZ,X,X,X,O,O,X,O,O,O,X,X
LITJZSO,X,X,X,X,O,X,O,O,X,X,X
LITJZOS,X,X,X,X,O,X,O,O,X,X,X
LITJOSZ,X,X,X,O,O,X,O,O,O,X,X
LITJOZS,X,X,X,X,O,X,O,O,X,X,X
LITSJZO,X,X,X,O,O,X,O,O,X,X,X
LITSJOZ,X,X,X,O,O,X,O,O,O,X,X
LITSZJO,X,X,X,O,O,X,X,X,X,X,X
LITSZOJ,X,X,X,X,X,O,X,X,O,X,X
LITSOJZ,X,X,X,X,X,X,X,O,O,X,X
LITSOZJ,X,X,X,X,X,O,X,X,O,X,X
LITZJSO,X,X,X,X,O,X,O,O,X,X,X
LITZJOS,X,X,X,X,O,X,O,O,X,X,X
LITZSJO,X,X,X,X,O,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,O,X,X,O,X,X
LITZOJS,X,X,X,X,X,O,X,O,X,X,X
LITZOSJ,X,X,X,X,X,O,X,X,O,X,X
LITOJSZ,X,X,X,X,X,X,O,O,O,X,X
LITOJZS,X,X,X,X,X,X,O,O,X,X,X
LITOSJZ,X,X,X,X,X,X,X,O,O,X,X
LITOSZJ,X,X,X,X,X,O,X,X,O,X,X
LITOZJS,X,X,X,X,X,O,X,O,X,X,X
LITOZSJ,X,X,X,X,X,O,X,X,O,X,X
LIJTSZO,X,X,X,O,O,X,O,X,X,X,X
LIJTSOZ,X,X,X,O,O,X,O,X,O,X,X
LIJTZSO,X,X,X,X,O,X,O,X,X,X,X
LIJTZOS,X,X,X,X,O,X,O,X,X,X,X
LIJTOSZ,X,X,X,O,O,X,O,X,O,X,X
LIJTOZS,X,X,X,X,O,X,O,X,X,X,X
LIJSTZO,X,X,X,O,X,X,O,X,X,X,X
LIJSTOZ,X,X,O,O,X,X,O,X,O,X,X
LIJSZTO,X,X,O,O,X,X,O,X,X,X,X
LIJSZOT,X,X,O,O,X,X,O,X,X,X,X
LIJSOTZ,X,X,O,O,X,X,O,X,O,X,O
LIJSOZT,X,X,O,O,X,X,O,X,X,X,X
LIJZTSO,X,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,X,X,X,O,X,O,X,X,X,X
LIJZSTO,X,X,O,X,X,X,O,X,X,X,X
LIJZSOT,X,X,O,X,X,X,O,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X
LIJZOST,X,X,O,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,O,O,X,O,X,O,X,O
LIJOTZS,X,X,X,X,O,X,O,X,X,X,O
LIJOSTZ,X,X,O,O,X,X,O,X,O,X,X
LIJOSZT,X,X,O,O,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,X,X,X
LISTJZO,X,X,X,O,X,X,O,X,X,X,X
LISTJOZ,X,X,O,O,X,X,O,X,O,X,X
LISTZJO,O,O,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,O,X,X
LISTOJZ,O,O,X,X,X,X,X,X,O,X,X
LISTOZJ,X,O,X,X,X,X,X,X,O,X,X
LISJTZO,X,X,X,O,X,X,O,X,X,X,X
LISJTOZ,X,X,O,O,X,X,O,X,O,X,X
LISJZTO,O,X,O,O,X,X,O,X,X,X,X
LISJZOT,O,X,O,O,X,X,O,X,X,X,X
LISJOTZ,O,X,O,O,X,X,O,X,O,X,X
LISJOZT,O,X,O,O,X,X,O,X,X,X,X
LISZTJO,O,O,O,O,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,O,X,X
LISZJTO,O,O,O,O,X,X,X,X,X,X,X
LISZJOT,O,X,O,O,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,O,X,X
LISZOJT,O,O,O,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,O,X,X
LISOTZJ,X,O,X,X,X,X,X,X,O,X,X
LISOJTZ,O,O,O,X,X,X,X,X,O,X,X
LISOJZT,O,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,O,X,X
LISOZJT,O,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,O,X,O,X,X,X,X
LIZTJOS,X,X,X,X,O,X,O,X,X,X,X
LIZTSJO,X,O,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,O,X,X,O,X,X
LIZTOJS,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,O,X,X,O,X,X
LIZJTSO,X,O,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,X,X,O,X,O,X,X,X,X
LIZJSTO,O,O,O,X,X,X,O,X,X,X,X
LIZJSOT,O,X,O,X,X,X,O,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,X,X,X
LIZJOST,X,X,O,X,X,X,O,X,X,X,X
LIZSTJO,O,O,O,X,O,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,O,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,O,X,X
LIZSOJT,O,O,O,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,O,X,X,X,O,X,X,O,X,X
LIZOJTS,X,O,X,X,X,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,O,X,X,O,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,X,O,O,O,X,X
LIOTJZS,X,X,X,X,X,X,O,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,O,O,X,X
LIOTSZJ,X,O,X,X,X,O,X,X,O,X,X
LIOTZJS,X,O,X,X,X,O,X,O,X,X,X
LIOTZSJ,X,O,X,X,X,O,X,X,O,X,X
LIOJTSZ,X,O,X,X,X,X,O,X,O,X,O
LIOJTZS,X,X,X,X,X,X,O,X,X,X,O
LIOJSTZ,O,O,X,X,X,X,O,X,O,X,X
LIOJSZT,O,X,X,X,X,X,O,X,X,X,X
LIOJZTS,X,X,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,O,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,O,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,O,X,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,O,X,X
LIOZJTS,X,O,X,X,X,O,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,O,X,X,O,X,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,O,X,O,X,X,X,X
LJTISOZ,X,X,X,X,O,X,O,X,X,X,X
LJTIZSO,X,X,X,X,O,X,O,X,X,X,X
LJTIZOS,X,X,X,X,O,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,O,X,X,X,X
LJTIOZS,X,X,X,X,O,X,O,X,X,X,X
LJTSIZO,X,X,X,X,O,X,O,X,X,X,X
LJTSIOZ,X,X,O,X,O,X,O,X,X,X,X
LJTSZIO,X,X,O,X,X,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X,X,X
LJTSOIZ,X,X,O,X,O,X,O,X,X,X,O
LJTSOZI,X,X,O,X,X,O,X,X,X,X,O
LJTZISO,X,X,X,X,X,X,O,X,X,X,X
LJTZIOS,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,X,X,O,X,X,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,O,X,X,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,O,X,X,X,O
LJTOIZS,X,X,X,X,O,X,O,X,X,X,O
LJTOSIZ,X,X,O,X,O,X,O,X,X,X,O
LJTOSZI,X,X,O,X,X,O,X,X,X,X,O
LJTOZIS,X,X,X,X,X,O,O,X,X,X,O
LJTOZSI,X,X,O,X,X,O,X,X,X,X,O
LJITSZO,X,X,X,O,O,X,O,X,X,X,X
LJITSOZ,X,X,X,O,O,X,O,X,O,X,X
LJITZSO,X,X,X,X,O,X,O,X,X,X,X
LJITZOS,X,X,X,X,O,X,O,X,X,X,X
LJITOSZ,X,X,X,O,O,X,O,X,O,X,X
LJITOZS,X,X,X,X,O,X,O,X,X,X,X
LJISTZO,X,X,X,O,X,X,O,X,X,X,X
LJISTOZ,X,X,O,O,X,X,O,X,O,X,X
LJISZTO,X,X,O,O,X,X,O,X,X,X,X
LJISZOT,X,X,O,O,X,X,O,X,X,X,X
LJISOTZ,X,X,O,O,X,X,O,X,O,X,O
LJISOZT,X,X,O,O,X,X,O,X,X,X,X
LJIZTSO,X,X,X,X,O,X,O,X,X,X,X
LJIZTOS,X,X,X,X,O,X,O,X,X,X,X
LJIZSTO,X,X,O,X,X,X,O,X,X,X,X
LJIZSOT,X,X,O,X,X,X,O,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,X,X
LJIZOST,X,X,O,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,O,O,X,O,X,O,X,O
LJIOTZS,X,X,X,X,O,X,O,X,X,X,O
LJIOSTZ,X,X,O,O,X,X,O,X,O,X,X
LJIOSZT,X,X,O,O,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,O,X,X,X,O,X,X,X,X
LJSTIZO,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,O,X,X,X,X
LJSTZIO,X,O,O,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,X,X,O,X,X,X,O
LJSTOZI,X,O,O,X,X,X,X,X,X,X,O
LJSITZO,X,X,X,O,X,X,O,X,X,X,X
LJSITOZ,X,X,O,O,X,X,O,X,O,X,X
LJSIZTO,O,X,O,O,X,X,O,X,X,X,X
LJSIZOT,O,X,O,O,X,X,O,X,X,X,X
LJSIOTZ,O,X,O,O,X,X,O,X,O,X,O
LJSIOZT,O,X,O,O,X,X,O,X,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,X,X,X,X,X
LJSZIOT,O,X,O,O,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X,O
LJSZOIT,O,O,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,O,X,X,X,O
LJSOTZI,O,O,O,X,X,X,X,X,X,X,O
LJSOITZ,O,O,O,O,X,X,O,X,O,X,O
LJSOIZT,O,X,O,O,X,X,O,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X,O
LJSOZIT,O,O,O,O,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,O,X,X,X,X
LJZTIOS,X,X,X,X,X,X,O,X,X,X,X
LJZTSIO,O,X,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,O,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,O,X,X,X,X
LJZTOSI,X,X,O,X,X,O,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,O,X,X,X,X
LJZITOS,X,X,X,X,X,X,O,X,X,X,X
LJZISTO,O,O,O,X,X,X,O,X,X,X,X
LJZISOT,O,X,O,X,X,X,O,X,X,X,X
LJZIOTS,X,X,X,X,X,X,O,X,X,X,X
