sequence,v115@KhA8FeA8BeB8DeF8CeB8Je/EJvhFalBRhBGjBznBUs?BlrB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBxiBXoBUs?BCsB,v115@KhA8FeA8BeB8DeF8CeB8Jem/IvhFFhBXiBTjB0kBRs?BSxB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBSoBRsB8r?B3sB,v115@KhA8FeA8BeB8DeF8CeB8JeRBJvhF3iBcoBlkB6rBmk?BTsB,v115@KhA8FeA8BeB8DeF8CeB8Jei/IvhFRhBcoBzkBlmBXs?BusB
ZJLSOTI,X,O,X,X,X,X
ZJLSOIT,O,O,X,X,X,X
ZJLOTIS,X,X,O,O,O,X
ZJLOTSI,X,O,X,X,O,X
ZJLOITS,X,X,O,O,O,X
ZJLOIST,X,X,O,O,O,X
ZJLOSTI,X,O,X,X,O,X
ZJLOSIT,X,O,X,X,O,X
ZJSTILO,O,O,O,X,X,X
ZJSTIOL,X,O,O,X,X,O
ZJSTLIO,O,O,X,X,O,X
ZJSTLOI,X,O,X,X,O,X
ZJSTOIL,X,O,O,X,X,O
ZJSTOLI,X,O,X,X,X,O
ZJSITLO,O,O,O,X,X,X
ZJSITOL,X,O,O,X,X,X
ZJSILTO,O,O,O,X,X,X
ZJSILOT,O,O,O,X,X,X
ZJSIOTL,O,O,O,X,X,X
ZJSIOLT,O,O,O,X,X,X
ZJSLTIO,O,O,X,X,O,X
ZJSLTOI,X,O,X,X,O,X
ZJSLITO,O,O,X,X,O,X
ZJSLIOT,O,O,X,X,X,X
ZJSLOTI,O,O,X,X,X,X
ZJSLOIT,O,O,X,X,X,X
ZJSOTIL,O,O,O,X,X,O
ZJSOTLI,O,O,X,X,X,O
ZJSOITL,O,O,O,X,X,X
ZJSOILT,O,O,O,X,X,X
ZJSOLTI,O,O,X,X,X,O
ZJSOLIT,O,O,X,X,X,X
ZJOTILS,X,X,O,O,X,X
ZJOTISL,O,O,O,O,X,X
ZJOTLIS,X,X,O,O,O,X
ZJOTLSI,X,O,X,X,O,X
ZJOTSIL,O,O,O,X,X,X
ZJOTSLI,O,O,X,X,O,X
ZJOITLS,X,X,O,O,X,X
ZJOITSL,O,O,O,O,X,X
ZJOILTS,X,X,O,O,X,X
ZJOILST,O,X,O,O,X,X
ZJOISTL,O,O,O,O,X,X
ZJOISLT,O,O,O,O,X,X
ZJOLTIS,X,X,O,O,O,X
ZJOLTSI,X,O,X,X,O,X
ZJOLITS,X,X,O,O,O,X
ZJOLIST,O,X,O,O,O,X
ZJOLSTI,O,O,X,X,O,O
ZJOLSIT,O,O,X,X,O,X
ZJOSTIL,O,O,O,X,X,O
ZJOSTLI,O,O,X,X,O,O
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,X,X,O,O
ZJOSLIT,O,O,X,X,O,X
ZSTILJO,O,O,O,X,O,X
ZSTILOJ,O,X,O,X,O,O
ZSTIJLO,O,O,O,X,X,X
ZSTIJOL,X,O,O,X,X,O
ZSTIOLJ,O,X,O,X,X,O
ZSTIOJL,O,O,O,X,X,O
ZSTLIJO,O,O,X,X,O,X
ZSTLIOJ,O,X,X,X,O,O
ZSTLJIO,O,O,X,X,O,X
ZSTLJOI,X,O,X,X,O,X
ZSTLOIJ,O,X,X,X,O,O
ZSTLOJI,O,X,X,X,O,O
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,X,O,O,X,X,O
ZSTJLIO,O,O,X,X,O,X
ZSTJLOI,X,O,X,X,O,X
ZSTJOIL,X,O,O,X,X,O
ZSTJOLI,X,O,X,X,X,O
ZSTOILJ,O,X,O,X,O,O
ZSTOIJL,O,O,O,X,X,O
ZSTOLIJ,O,X,X,X,O,O
ZSTOLJI,O,X,X,X,O,O
ZSTOJIL,O,O,O,X,X,O
ZSTOJLI,O,O,X,X,O,O
ZSITLJO,O,O,O,X,O,X
ZSITLOJ,O,X,O,X,O,O
ZSITJLO,O,O,O,X,X,X
ZSITJOL,X,O,O,X,X,O
ZSITOLJ,O,X,O,X,X,O
ZSITOJL,O,O,O,X,X,O
ZSILTJO,O,O,O,X,O,X
ZSILTOJ,O,X,O,X,O,X
ZSILJTO,O,O,O,X,O,X
ZSILJOT,O,O,O,X,X,X
ZSILOTJ,O,X,O,X,O,X
ZSILOJT,O,O,O,X,X,X
ZSIJTLO,O,O,O,X,X,X
ZSIJTOL,X,O,O,X,X,X
ZSIJLTO,O,O,O,X,X,X
ZSIJLOT,O,O,O,X,X,X
ZSIJOTL,O,O,O,X,X,X
ZSIJOLT,O,O,O,X,X,X
ZSIOTLJ,O,X,O,X,X,O
ZSIOTJL,O,O,O,X,X,O
ZSIOLTJ,O,X,O,X,X,O
ZSIOLJT,O,O,O,X,X,X
ZSIOJTL,O,O,O,X,X,X
ZSIOJLT,O,O,O,X,X,X
ZSLTIJO,O,O,X,X,O,X
ZSLTIOJ,O,X,X,X,O,O
ZSLTJIO,O,O,X,X,O,X
ZSLTJOI,X,O,X,X,O,X
ZSLTOIJ,O,X,X,X,O,O
ZSLTOJI,O,X,X,X,O,O
ZSLITJO,O,O,X,X,O,X
ZSLITOJ,O,X,X,X,O,X
ZSLIJTO,O,O,X,X,O,X
ZSLIJOT,O,O,X,X,X,X
ZSLIOTJ,O,X,X,X,O,X
ZSLIOJT,O,O,X,X,X,X
ZSLJTIO,O,O,X,X,O,X
ZSLJTOI,X,O,X,X,O,X
ZSLJITO,O,O,X,X,O,X
ZSLJIOT,O,O,X,X,X,X
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,X,X,X,X
ZSLOTIJ,O,X,X,X,O,O
ZSLOTJI,O,X,X,X,O,O
ZSLOITJ,O,X,X,X,O,O
ZSLOIJT,O,O,X,X,O,X
ZSLOJTI,O,O,X,X,O,O
ZSLOJIT,O,O,X,X,O,X
ZSJTILO,O,O,O,X,X,X
ZSJTIOL,X,O,O,X,X,O
ZSJTLIO,O,O,X,X,O,X
ZSJTLOI,X,O,X,X,O,X
ZSJTOIL,X,O,O,X,X,O
ZSJTOLI,X,O,X,X,X,O
ZSJITLO,O,O,O,X,X,X
ZSJITOL,X,O,O,X,X,X
ZSJILTO,O,O,O,X,X,X
ZSJILOT,O,O,O,X,X,X
ZSJIOTL,O,O,O,X,X,X
ZSJIOLT,O,O,O,X,X,X
ZSJLTIO,O,O,X,X,O,X
ZSJLTOI,X,O,X,X,O,X
ZSJLITO,O,O,X,X,O,X
ZSJLIOT,O,O,X,X,X,X
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,X,X,X,X
ZSJOTIL,O,O,O,X,X,O
ZSJOTLI,O,O,X,X,X,O
ZSJOITL,O,O,O,X,X,X
ZSJOILT,O,O,O,X,X,X
ZSJOLTI,O,O,X,X,X,O
ZSJOLIT,O,O,X,X,X,X
ZSOTILJ,O,X,O,X,O,O
ZSOTIJL,O,O,O,X,X,O
ZSOTLIJ,O,X,X,X,O,O
ZSOTLJI,O,X,X,X,O,O
ZSOTJIL,O,O,O,X,X,O
ZSOTJLI,O,O,X,X,O,O
ZSOITLJ,O,X,O,X,O,O
ZSOITJL,O,O,O,X,X,O
ZSOILTJ,O,X,O,X,O,O
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,O,O,X,X,X
ZSOIJLT,O,O,O,X,X,X
ZSOLTIJ,O,X,X,X,O,O
ZSOLTJI,O,X,X,X,O,O
ZSOLITJ,O,X,X,X,O,O
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,O,X,X,O,O
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,O,O,O,X,X,O
ZSOJTLI,O,O,X,X,O,O
ZSOJITL,O,O,O,X,X,X
ZSOJILT,O,O,O,X,X,X
ZSOJLTI,O,O,X,X,O,O
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,X,X,O,X,O,X
ZOTILSJ,X,X,O,X,O,O
ZOTIJLS,X,X,O,X,X,X
ZOTIJSL,O,X,O,X,X,X
ZOTISLJ,O,X,O,X,O,O
ZOTISJL,O,X,O,X,X,O
ZOTLIJS,X,X,O,X,O,X
ZOTLISJ,X,X,O,X,O,O
ZOTLJIS,X,X,O,X,O,X
ZOTLJSI,X,X,X,X,O,X
ZOTLSIJ,X,X,X,X,O,O
ZOTLSJI,X,X,X,X,O,O
ZOTJILS,X,X,O,X,X,X
ZOTJISL,O,O,O,X,X,X
ZOTJLIS,X,X,O,X,O,X
ZOTJLSI,X,O,X,X,O,X
ZOTJSIL,O,O,O,X,X,X
ZOTJSLI,O,O,X,X,O,X
ZOTSILJ,O,X,O,X,O,O
ZOTSIJL,O,O,O,X,X,O
ZOTSLIJ,O,X,X,X,O,O
ZOTSLJI,O,X,X,X,O,O
ZOTSJIL,O,O,O,X,X,O
ZOTSJLI,O,O,X,X,O,O
ZOITLJS,X,X,O,X,O,X
ZOITLSJ,X,X,O,X,O,O
ZOITJLS,X,X,O,X,X,X
ZOITJSL,O,X,O,X,X,X
ZOITSLJ,O,X,O,X,O,O
ZOITSJL,O,X,O,X,X,O
ZOILTJS,X,X,O,X,O,X
ZOILTSJ,X,X,O,X,O,O
ZOILJTS,X,X,O,O,O,X
ZOILJST,O,X,O,O,O,X
ZOILSTJ,O,X,O,X,O,O
ZOILSJT,O,X,O,X,O,X
ZOIJTLS,X,X,O,O,X,X
ZOIJTSL,O,O,O,O,X,X
ZOIJLTS,X,X,O,O,X,X
ZOIJLST,O,X,O,O,X,X
ZOIJSTL,O,O,O,O,X,X
ZOIJSLT,O,O,O,O,X,X
ZOISTLJ,O,X,O,X,O,O
ZOISTJL,O,O,O,X,X,O
ZOISLTJ,O,X,O,X,O,O
ZOISLJT,O,O,O,X,O,X
ZOISJTL,O,O,O,X,X,X
ZOISJLT,O,O,O,X,X,X
ZOLTIJS,X,X,O,X,O,X
ZOLTISJ,X,X,O,X,O,O
ZOLTJIS,X,X,O,X,O,X
ZOLTJSI,X,X,X,X,O,X
ZOLTSIJ,X,X,X,X,O,O
ZOLTSJI,X,X,X,X,O,O
ZOLITJS,X,X,O,X,O,X
ZOLITSJ,X,X,O,X,O,O
ZOLIJTS,X,X,O,O,O,X
ZOLIJST,O,X,O,O,O,X
ZOLISTJ,O,X,O,X,O,O
ZOLISJT,O,X,O,X,O,X
ZOLJTIS,X,X,O,O,O,X
ZOLJTSI,X,O,X,X,O,X
ZOLJITS,X,X,O,O,O,X
ZOLJIST,O,X,O,O,O,X
ZOLJSTI,O,O,X,X,O,O
ZOLJSIT,O,O,X,X,O,X
ZOLSTIJ,O,X,X,X,O,O
ZOLSTJI,O,X,X,X,O,O
ZOLSITJ,O,X,X,X,O,O
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,O,X,X,O,O
ZOLSJIT,O,O,X,X,O,X
ZOJTILS,X,X,O,O,X,X
ZOJTISL,O,O,O,O,X,X
ZOJTLIS,X,X,O,O,O,X
ZOJTLSI,X,O,X,X,O,X
ZOJTSIL,O,O,O,X,X,X
ZOJTSLI,O,O,X,X,O,X
ZOJITLS,X,X,O,O,X,X
ZOJITSL,O,O,O,O,X,X
ZOJILTS,X,X,O,O,X,X
ZOJILST,O,X,O,O,X,X
ZOJISTL,O,O,O,O,X,X
ZOJISLT,O,O,O,O,X,X
ZOJLTIS,X,X,O,O,O,X
ZOJLTSI,X,O,X,X,O,X
ZOJLITS,X,X,O,O,O,X
ZOJLIST,O,X,O,O,O,X
ZOJLSTI,O,O,X,X,O,O
ZOJLSIT,O,O,X,X,O,X
ZOJSTIL,O,O,O,X,X,O
ZOJSTLI,O,O,X,X,O,O
ZOJSITL,O,O,O,X,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,X,X,O,O
ZOJSLIT,O,O,X,X,O,X
ZOSTILJ,O,X,O,X,O,O
ZOSTIJL,O,O,O,X,X,O
ZOSTLIJ,O,X,X,X,O,O
ZOSTLJI,O,X,X,X,O,O
ZOSTJIL,O,O,O,X,X,O
ZOSTJLI,O,O,X,X,O,O
ZOSITLJ,O,X,O,X,O,O
ZOSITJL,O,O,O,X,X,O
ZOSILTJ,O,X,O,X,O,O
ZOSILJT,O,O,O,X,O,X
ZOSIJTL,O,O,O,X,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,O,X,X,X,O,O
ZOSLTJI,O,X,X,X,O,O
ZOSLITJ,O,X,X,X,O,O
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,O,X,X,O,O
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,O,O,O,X,X,O
ZOSJTLI,O,O,X,X,O,O
ZOSJITL,O,O,O,X,X,X
ZOSJILT,O,O,O,X,X,X
ZOSJLTI,O,O,X,X,O,O
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,X,X,X,O,X,O
OTILJZS,X,X,X,O,O,X
OTILSJZ,X,X,X,X,X,O
OTILSZJ,X,X,O,X,O,O
OTILZJS,X,X,O,X,O,X
OTILZSJ,X,X,O,X,O,O
OTIJLSZ,X,X,X,O,X,O
OTIJLZS,X,X,X,O,X,X
OTIJSLZ,O,X,X,O,X,O
OTIJSZL,X,X,O,O,X,O
OTIJZLS,X,X,O,O,X,X
OTIJZSL,X,X,O,O,X,X
OTISLJZ,O,X,X,X,X,O
OTISLZJ,X,X,O,X,X,O
OTISJLZ,O,X,X,X,X,O
OTISJZL,X,X,O,X,X,O
OTISZLJ,X,X,O,X,X,O
OTISZJL,X,X,O,X,X,O
OTIZLJS,X,X,O,X,O,X
OTIZLSJ,X,X,O,X,O,O
OTIZJLS,X,X,O,X,X,X
OTIZJSL,X,X,O,X,X,X
OTIZSLJ,X,X,O,X,O,O
OTIZSJL,X,X,O,X,X,O
OTLIJSZ,X,X,X,O,X,O
OTLIJZS,X,X,X,O,O,X
OTLISJZ,X,X,X,X,X,O
OTLISZJ,X,X,O,X,O,O
OTLIZJS,X,X,O,X,O,X
OTLIZSJ,X,X,O,X,O,O
OTLJISZ,X,X,X,O,X,O
OTLJIZS,X,X,X,O,O,X
OTLJSIZ,X,X,X,O,X,O
OTLJSZI,X,X,X,X,X,O
OTLJZIS,X,X,X,O,O,X
OTLJZSI,X,X,X,X,O,X
OTLSIJZ,X,X,X,X,X,O
OTLSIZJ,X,X,X,X,O,O
OTLSJIZ,X,X,X,X,X,O
OTLSJZI,X,X,X,X,X,O
OTLSZIJ,X,X,X,X,O,O
OTLSZJI,X,X,X,X,O,O
OTLZIJS,X,X,O,X,O,X
OTLZISJ,X,X,O,X,O,O
OTLZJIS,X,X,O,X,O,X
OTLZJSI,X,X,X,X,O,X
OTLZSIJ,X,X,X,X,O,O
OTLZSJI,X,X,X,X,O,O
OTJILSZ,X,X,X,O,X,O
OTJILZS,X,X,X,O,X,X
OTJISLZ,O,O,X,O,X,O
OTJISZL,X,O,O,O,X,O
OTJIZLS,X,X,O,O,X,X
OTJIZSL,X,O,O,O,X,X
OTJLISZ,X,X,X,O,X,O
OTJLIZS,X,X,X,O,O,X
OTJLSIZ,X,O,X,O,X,O
OTJLSZI,X,O,X,X,X,O
OTJLZIS,X,X,X,O,O,X
OTJLZSI,X,O,X,X,O,X
OTJSILZ,O,O,X,O,X,O
OTJSIZL,X,O,X,O,X,O
OTJSLIZ,O,O,X,O,X,O
OTJSLZI,O,O,X,X,X,O
OTJSZIL,O,O,X,X,X,O
OTJSZLI,O,O,X,X,X,O
OTJZILS,X,X,O,O,X,X
OTJZISL,O,O,O,O,X,X
OTJZLIS,X,X,O,O,O,X
OTJZLSI,X,O,X,X,O,X
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,X,X,O,X
OTSILJZ,O,X,X,X,X,O
OTSILZJ,X,X,O,X,X,O
OTSIJLZ,O,O,X,X,X,O
OTSIJZL,X,O,O,X,X,O
OTSIZLJ,X,X,O,X,X,O
OTSIZJL,X,O,O,X,X,O
OTSLIJZ,O,X,X,X,X,O
OTSLIZJ,X,X,X,X,O,O
OTSLJIZ,O,X,X,X,X,O
OTSLJZI,O,X,X,X,X,O
OTSLZIJ,O,X,X,X,O,O
OTSLZJI,O,X,X,X,O,O
OTSJILZ,O,O,X,X,X,O
OTSJIZL,X,O,X,X,X,O
OTSJLIZ,O,O,X,X,X,O
OTSJLZI,O,O,X,X,X,O
OTSJZIL,O,O,X,X,X,O
OTSJZLI,O,O,X,X,X,O
OTSZILJ,O,X,O,X,O,O
OTSZIJL,O,O,O,X,X,O
OTSZLIJ,O,X,X,X,O,O
OTSZLJI,O,X,X,X,O,O
OTSZJIL,O,O,O,X,X,O
OTSZJLI,O,O,X,X,O,O
OTZILJS,X,X,O,X,O,X
OTZILSJ,X,X,O,X,O,O
OTZIJLS,X,X,O,X,X,X
OTZIJSL,O,X,O,X,X,X
OTZISLJ,O,X,O,X,O,O
OTZISJL,O,X,O,X,X,O
OTZLIJS,X,X,O,X,O,X
OTZLISJ,X,X,O,X,O,O
OTZLJIS,X,X,O,X,O,X
OTZLJSI,X,X,X,X,O,X
OTZLSIJ,X,X,X,X,O,O
OTZLSJI,X,X,X,X,O,O
OTZJILS,X,X,O,X,X,X
OTZJISL,O,O,O,X,X,X
OTZJLIS,X,X,O,X,O,X
OTZJLSI,X,O,X,X,O,X
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,X,X,O,X
OTZSILJ,O,X,O,X,O,O
OTZSIJL,O,O,O,X,X,O
OTZSLIJ,O,X,X,X,O,O
OTZSLJI,O,X,X,X,O,O
OTZSJIL,O,O,O,X,X,O
OTZSJLI,O,O,X,X,O,O
OITLJSZ,X,X,X,O,X,O
OITLJZS,X,X,X,O,O,X
OITLSJZ,X,X,X,X,X,O
OITLSZJ,X,X,O,X,O,O
OITLZJS,X,X,O,X,O,X
OITLZSJ,X,X,O,X,O,O
OITJLSZ,X,X,X,O,X,O
OITJLZS,X,X,X,O,X,X
OITJSLZ,O,X,X,O,X,O
OITJSZL,X,X,O,O,X,O
OITJZLS,X,X,O,O,X,X
OITJZSL,X,X,O,O,X,X
OITSLJZ,O,X,X,X,X,O
OITSLZJ,X,X,O,X,X,O
OITSJLZ,O,X,X,X,X,O
OITSJZL,X,X,O,X,X,O
OITSZLJ,X,X,O,X,X,O
OITSZJL,X,X,O,X,X,O
OITZLJS,X,X,O,X,O,X
OITZLSJ,X,X,O,X,O,O
OITZJLS,X,X,O,X,X,X
OITZJSL,X,X,O,X,X,X
OITZSLJ,X,X,O,X,O,O
OITZSJL,X,X,O,X,X,O
OILTJSZ,X,X,X,O,X,O
OILTJZS,X,X,X,O,O,X
OILTSJZ,X,X,X,X,X,O
OILTSZJ,X,X,O,X,O,O
OILTZJS,X,X,O,X,O,X
OILTZSJ,X,X,O,X,O,O
OILJTSZ,X,X,X,O,X,O
OILJTZS,X,X,X,O,O,X
OILJSTZ,O,X,X,O,X,X
OILJSZT,O,X,X,O,X,X
OILJZTS,X,X,X,O,O,X
OILJZST,X,X,X,O,O,X
OILSTJZ,O,X,X,X,X,O
OILSTZJ,X,X,O,X,O,O
OILSJTZ,O,X,X,O,X,X
OILSJZT,O,X,X,O,X,X
OILSZTJ,X,X,O,X,O,O
OILSZJT,O,X,O,X,O,X
OILZTJS,X,X,O,X,O,X
OILZTSJ,X,X,O,X,O,O
OILZJTS,X,X,O,O,O,X
OILZJST,X,X,O,O,O,X
OILZSTJ,X,X,O,X,O,O
OILZSJT,X,X,O,X,O,X
OIJTLSZ,X,X,X,O,X,O
OIJTLZS,X,X,X,O,X,X
OIJTSLZ,O,O,X,O,X,O
OIJTSZL,X,O,O,O,X,O
OIJTZLS,X,X,O,O,X,X
OIJTZSL,X,O,O,O,X,X
OIJLTSZ,X,X,X,O,X,O
OIJLTZS,X,X,X,O,X,X
OIJLSTZ,O,X,X,O,X,X
OIJLSZT,O,X,X,O,X,X
OIJLZTS,X,X,X,O,X,X
OIJLZST,X,X,X,O,X,X
OIJSTLZ,O,O,X,O,X,X
OIJSTZL,X,O,O,O,X,X
OIJSLTZ,O,O,X,O,X,X
OIJSLZT,O,O,X,O,X,X
OIJSZTL,O,O,O,O,X,X
OIJSZLT,O,O,O,O,X,X
OIJZTLS,X,X,O,O,X,X
OIJZTSL,O,O,O,O,X,X
OIJZLTS,X,X,O,O,X,X
OIJZLST,O,X,O,O,X,X
OIJZSTL,O,O,O,O,X,X
OIJZSLT,O,O,O,O,X,X
OISTLJZ,O,X,X,X,X,O
OISTLZJ,X,X,O,X,X,O
OISTJLZ,O,O,X,X,X,O
OISTJZL,X,O,O,X,X,O
OISTZLJ,X,X,O,X,X,O
OISTZJL,X,O,O,X,X,O
OISLTJZ,O,X,X,X,X,O
OISLTZJ,X,X,O,X,X,O
OISLJTZ,O,O,X,O,X,X
OISLJZT,O,O,X,O,X,X
OISLZTJ,O,X,O,X,X,O
OISLZJT,O,O,O,X,X,X
OISJTLZ,O,O,X,O,X,X
OISJTZL,X,O,O,O,X,X
OISJLTZ,O,O,X,O,X,X
OISJLZT,O,O,X,O,X,X
OISJZTL,O,O,O,O,X,X
OISJZLT,O,O,O,O,X,X
OISZTLJ,O,X,O,X,X,O
OISZTJL,O,O,O,X,X,O
OISZLTJ,O,X,O,X,X,O
OISZLJT,O,O,O,X,X,X
OISZJTL,O,O,O,X,X,X
OISZJLT,O,O,O,X,X,X
OIZTLJS,X,X,O,X,O,X
OIZTLSJ,X,X,O,X,O,O
OIZTJLS,X,X,O,X,X,X
OIZTJSL,O,X,O,X,X,X
OIZTSLJ,O,X,O,X,O,O
OIZTSJL,O,X,O,X,X,O
OIZLTJS,X,X,O,X,O,X
OIZLTSJ,X,X,O,X,O,O
OIZLJTS,X,X,O,O,O,X
OIZLJST,O,X,O,O,O,X
OIZLSTJ,O,X,O,X,O,O
OIZLSJT,O,X,O,X,O,X
OIZJTLS,X,X,O,O,X,X
OIZJTSL,O,O,O,O,X,X
OIZJLTS,X,X,O,O,X,X
OIZJLST,O,X,O,O,X,X
OIZJSTL,O,O,O,O,X,X
OIZJSLT,O,O,O,O,X,X
OIZSTLJ,O,X,O,X,O,O
OIZSTJL,O,O,O,X,X,O
OIZSLTJ,O,X,O,X,O,O
OIZSLJT,O,O,O,X,O,X
OIZSJTL,O,O,O,X,X,X
OIZSJLT,O,O,O,X,X,X
OLTIJSZ,X,X,X,O,X,O
OLTIJZS,X,X,X,O,O,X
OLTISJZ,X,X,X,X,X,O
OLTISZJ,X,X,O,X,O,O
OLTIZJS,X,X,O,X,O,X
OLTIZSJ,X,X,O,X,O,O
OLTJISZ,X,X,X,O,X,O
OLTJIZS,X,X,X,O,O,X
OLTJSIZ,X,X,X,O,X,O
OLTJSZI,X,X,X,X,X,O
OLTJZIS,X,X,X,O,O,X
OLTJZSI,X,X,X,X,O,X
OLTSIJZ,X,X,X,X,X,O
OLTSIZJ,X,X,X,X,O,O
OLTSJIZ,X,X,X,X,X,O
OLTSJZI,X,X,X,X,X,O
OLTSZIJ,X,X,X,X,O,O
OLTSZJI,X,X,X,X,O,O
OLTZIJS,X,X,O,X,O,X
OLTZISJ,X,X,O,X,O,O
OLTZJIS,X,X,O,X,O,X
OLTZJSI,X,X,X,X,O,X
OLTZSIJ,X,X,X,X,O,O
OLTZSJI,X,X,X,X,O,O
OLITJSZ,X,X,X,O,X,O
OLITJZS,X,X,X,O,O,X
OLITSJZ,X,X,X,X,X,O
OLITSZJ,X,X,O,X,O,O
OLITZJS,X,X,O,X,O,X
OLITZSJ,X,X,O,X,O,O
OLIJTSZ,X,X,X,O,X,O
OLIJTZS,X,X,X,O,O,X
OLIJSTZ,O,X,X,O,X,X
OLIJSZT,O,X,X,O,X,X
OLIJZTS,X,X,X,O,O,X
OLIJZST,X,X,X,O,O,X
OLISTJZ,O,X,X,X,X,O
OLISTZJ,X,X,O,X,O,O
OLISJTZ,O,X,X,O,X,X
OLISJZT,O,X,X,O,X,X
OLISZTJ,X,X,O,X,O,O
OLISZJT,O,X,O,X,O,X
OLIZTJS,X,X,O,X,O,X
OLIZTSJ,X,X,O,X,O,O
OLIZJTS,X,X,O,O,O,X
OLIZJST,X,X,O,O,O,X
OLIZSTJ,X,X,O,X,O,O
OLIZSJT,X,X,O,X,O,X
OLJTISZ,X,X,X,O,X,O
OLJTIZS,X,X,X,O,O,X
OLJTSIZ,X,O,X,O,X,O
OLJTSZI,X,O,X,X,X,O
OLJTZIS,X,X,X,O,O,X
OLJTZSI,X,O,X,X,O,X
OLJITSZ,X,X,X,O,X,O
OLJITZS,X,X,X,O,O,X
OLJISTZ,O,X,X,O,X,X
OLJISZT,O,X,X,O,X,X
OLJIZTS,X,X,X,O,O,X
OLJIZST,X,X,X,O,O,X
OLJSTIZ,O,O,X,O,X,O
OLJSTZI,O,O,X,X,X,O
OLJSITZ,O,O,X,O,X,X
OLJSIZT,O,O,X,O,X,X
OLJSZTI,O,O,X,X,X,O
OLJSZIT,O,O,X,X,X,X
OLJZTIS,X,X,X,O,O,X
OLJZTSI,X,O,X,X,O,X
OLJZITS,X,X,X,O,O,X
OLJZIST,O,X,X,O,O,X
OLJZSTI,O,O,X,X,O,O
OLJZSIT,O,O,X,X,O,X
OLSTIJZ,O,X,X,X,X,O
OLSTIZJ,X,X,X,X,O,O
OLSTJIZ,O,X,X,X,X,O
OLSTJZI,O,X,X,X,X,O
OLSTZIJ,O,X,X,X,O,O
OLSTZJI,O,X,X,X,O,O
OLSITJZ,O,X,X,X,X,O
OLSITZJ,X,X,X,X,O,O
OLSIJTZ,O,O,X,O,X,X
OLSIJZT,O,O,X,O,X,X
OLSIZTJ,O,X,X,X,O,O
OLSIZJT,O,O,X,X,O,X
OLSJTIZ,O,O,X,O,X,O
OLSJTZI,O,O,X,X,X,O
OLSJITZ,O,O,X,O,X,X
OLSJIZT,O,O,X,O,X,X
OLSJZTI,O,O,X,X,X,O
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,X,X,X,O,O
OLSZTJI,O,X,X,X,O,O
OLSZITJ,O,X,X,X,O,O
OLSZIJT,O,O,X,X,O,X
OLSZJTI,O,O,X,X,O,O
OLSZJIT,O,O,X,X,O,X
OLZTIJS,X,X,O,X,O,X
OLZTISJ,X,X,O,X,O,O
OLZTJIS,X,X,O,X,O,X
OLZTJSI,X,X,X,X,O,X
OLZTSIJ,X,X,X,X,O,O
OLZTSJI,X,X,X,X,O,O
OLZITJS,X,X,O,X,O,X
OLZITSJ,X,X,O,X,O,O
OLZIJTS,X,X,O,O,O,X
OLZIJST,O,X,O,O,O,X
OLZISTJ,O,X,O,X,O,O
OLZISJT,O,X,O,X,O,X
OLZJTIS,X,X,O,O,O,X
OLZJTSI,X,O,X,X,O,X
OLZJITS,X,X,O,O,O,X
OLZJIST,O,X,O,O,O,X
OLZJSTI,O,O,X,X,O,O
OLZJSIT,O,O,X,X,O,X
OLZSTIJ,O,X,X,X,O,O
OLZSTJI,O,X,X,X,O,O
OLZSITJ,O,X,X,X,O,O
OLZSIJT,O,O,X,X,O,X
OLZSJTI,O,O,X,X,O,O
OLZSJIT,O,O,X,X,O,X
OJTILSZ,X,X,X,O,X,O
OJTILZS,X,X,X,O,X,X
OJTISLZ,O,O,X,O,X,O
OJTISZL,X,O,O,O,X,O
OJTIZLS,X,X,O,O,X,X
OJTIZSL,X,O,O,O,X,X
OJTLISZ,X,X,X,O,X,O
OJTLIZS,X,X,X,O,O,X
OJTLSIZ,X,O,X,O,X,O
OJTLSZI,X,O,X,X,X,O
OJTLZIS,X,X,X,O,O,X
OJTLZSI,X,O,X,X,O,X
OJTSILZ,O,O,X,O,X,O
OJTSIZL,X,O,X,O,X,O
OJTSLIZ,O,O,X,O,X,O
OJTSLZI,O,O,X,X,X,O
OJTSZIL,O,O,X,X,X,O
