sequence,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFxhBXjBimBc?tBFqBGsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFfnBxiBUmBG?oBFqBzsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhF0hBxiB2rBC?oBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFRhBCjB3mBT?oBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBfnBxiBu?sBctBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFfnBxiBqsBT?oBUmBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBGjBRnBU?nBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFziB+oBRmB3?mBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFOmB8mBCjBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFihB3mBFqBx?sBusBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFzhBWoBUmBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBc?tB6sBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeXBJvhFliBzmBRqBC?tBOqBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeUCJvhFTjBxlBmlBS?sBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhF0iBmlBzmBS?tBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBS?tBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTBJvhFFjBSqBctBx?rBOqB/sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je1GJvhFTjBXlBWtBR?rBiqB0sB
TJSOZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TJZILSO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TJZILOS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJZISLO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TJZISOL,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJZIOLS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,X,X
TJZIOSL,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TJZLISO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TJZLIOS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJZLSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TJZLOIS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJZLOSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJZSILO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZSOLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJZOILS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJZOISL,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TJZOLIS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJZOLSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJZOSIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
TJZOSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TJOILSZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TJOILZS,O,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOISLZ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X
TJOISZL,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOIZLS,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOIZSL,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
TJOLISZ,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
TJOLIZS,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X
TJOLSIZ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
TJOLSZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJOLZIS,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOLZSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJOSILZ,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TJOSIZL,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJOSLIZ,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TJOSLZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
TJOSZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJOSZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TJOZILS,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOZISL,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
TJOZLIS,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOZLSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJOZSIL,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
TJOZSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSILJZO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TSILJOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSILZJO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSILZOJ,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TSILOJZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSILOZJ,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSIJLZO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TSIJLOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSIJZLO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TSIJZOL,X,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O
TSIJOLZ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TSIJOZL,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
TSIZLJO,X,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSIZLOJ,X,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TSIZJLO,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSIZJOL,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O
TSIZOLJ,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSIZOJL,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
TSIOLJZ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIOLZJ,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X
TSIOJLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TSIOJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
TSIOZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TSIOZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TSLIJZO,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TSLIJOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLIZJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TSLIZOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSLIOJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSLIOZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSLJIZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLJZIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSLJOIZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
TSLJOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSLZIJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TSLZIOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSLZOIJ,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TSLZOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSLOIJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSLOIZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSLOJIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
TSLOJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSLOZIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSJILZO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJILOZ,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJIZLO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJIZOL,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X
TSJIOLZ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
TSJIOZL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
TSJLIZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSJLZIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSJLOIZ,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
TSJLOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSJZILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSJZLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSJZOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSJZOLI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSJOILZ,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TSJOIZL,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
TSJOLIZ,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TSJOLZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
TSJOZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TSJOZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSZILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSZILOJ,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TSZIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSZIJOL,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TSZIOLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSZIOJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSZLIJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TSZLOJI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSZJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZJOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSZJOLI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSZOILJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSZOIJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSZOLIJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOILJZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOILZJ,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSOIJLZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOIJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TSOIZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TSOIZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TSOLIJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSOLIZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TSOLJIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
TSOLJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSOLZIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSOLZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSOJILZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X
TSOJIZL,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
TSOJLIZ,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X
TSOJLZI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
TSOJZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOJZLI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSOZILJ,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X
TSOZIJL,O,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
TSOZLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOZLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TSOZJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOZJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TZILJSO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZILJOS,O,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZILSJO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZILSOJ,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TZILOJS,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZILOSJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TZIJLSO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZIJLOS,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIJSLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZIJSOL,O,O,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TZIJOLS,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIJOSL,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZISLJO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
TZISLOJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZISJLO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
TZISJOL,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TZISOLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZISOJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZIOLJS,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZIOLSJ,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TZIOJLS,O,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIOJSL,O,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIOSLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZIOSJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZLIJSO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZLIJOS,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X
TZLISJO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TZLISOJ,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TZLIOJS,O,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X
TZLIOSJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TZLJISO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZLJIOS,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZLJSIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TZLJOIS,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZLJOSI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZLSIJO,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TZLSIOJ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZLSJIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
TZLSOIJ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLSOJI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TZLOIJS,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TZLOISJ,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLOJIS,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZLOJSI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZLOSIJ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLOSJI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TZJILSO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZJILOS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZJISLO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZJISOL,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZJIOLS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,X,X
TZJIOSL,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TZJLISO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZJLIOS,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TZJLSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TZJLOIS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZJLOSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZJSILO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZJSLIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TZJSOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZJSOLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZJOILS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZJOISL,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TZJOLIS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZJOLSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZJOSIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
TZJOSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TZSILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZSILOJ,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TZSIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZSIJOL,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TZSIOLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZSIOJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZSLIJO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TZSLOJI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZSJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSJOIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZSJOLI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TZSOILJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZSOIJL,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZSOLIJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZSOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TZSOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TZSOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TZOILJS,O,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X
TZOILSJ,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZOIJLS,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,X,X,X
TZOIJSL,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X
TZOISLJ,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TZOISJL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TZOLIJS,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TZOLISJ,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZOLJIS,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZOLJSI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZOLSIJ,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOLSJI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TZOJILS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZOJISL,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TZOJLIS,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TZOJLSI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TZOJSIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
TZOJSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TZOSILJ,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TZOSIJL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TZOSLIJ,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZOSLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TZOSJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TZOSJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TOILJSZ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
TOILJZS,O,O,X,O,X,O,O,O,O,X,O,X,O,X,O,O,X,X
TOILSJZ,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
TOILSZJ,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
TOILZJS,O,O,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,X
TOILZSJ,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
