sequence,v115@QhC8EeF8DeC8JeT/IvhFOlBxhBXjBdsBUrBCrB,v115@QhC8EeF8DeC8JeT/IvhF0gBxhBXjB2qBdsBSwB,v115@QhC8EeF8DeC8JeT/IvhF9mBOnBXjB0lBilBRwB,v115@QhC8EeF8DeC8JeT/IvhFNlBGhBxiB8qB3rBisB,v115@QhC8EeF8DeC8JeT/IvhFxgBXjByqBtrBOsB0qB,v115@QhC8EeF8DeC8JeT/IvhFKlBxhBXjBcrBesBtqB,v115@QhC8EeF8DeC8Jei/IvhFXjBUlBRmB9rBOsBzqB
JLSOTZI,O,O,X,X,O,O,X
JLSOITZ,O,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,O,X
JLSOZTI,O,O,X,X,X,O,X
JLSOZIT,O,O,X,X,X,O,X
JLZTISO,O,O,X,X,X,O,X
JLZTIOS,O,O,X,X,X,O,X
JLZTSIO,O,O,X,X,X,O,X
JLZTSOI,O,O,X,X,X,O,X
JLZTOIS,O,O,X,X,X,O,X
JLZTOSI,O,O,X,X,X,O,X
JLZITSO,X,X,X,X,X,O,X
JLZITOS,X,X,X,X,X,O,X
JLZISTO,X,X,X,X,X,O,O
JLZISOT,X,O,X,X,X,O,O
JLZIOTS,X,X,X,X,X,O,X
JLZIOST,X,O,X,X,X,O,X
JLZSTIO,O,O,X,X,X,O,X
JLZSTOI,O,O,X,X,X,O,X
JLZSITO,X,X,X,X,X,O,O
JLZSIOT,O,O,X,X,X,O,O
JLZSOTI,O,O,X,X,X,O,X
JLZSOIT,O,O,X,X,X,O,X
JLZOTIS,O,O,X,X,X,O,X
JLZOTSI,O,O,X,X,X,O,X
JLZOITS,X,X,X,X,X,O,X
JLZOIST,X,O,X,X,X,O,X
JLZOSTI,O,O,X,X,X,O,X
JLZOSIT,O,O,X,X,X,O,X
JLOTISZ,O,O,X,X,O,X,X
JLOTIZS,X,O,X,X,O,X,X
JLOTSIZ,O,O,X,X,O,X,X
JLOTSZI,O,O,X,X,O,O,X
JLOTZIS,O,O,X,X,O,O,X
JLOTZSI,O,O,X,X,O,O,X
JLOITSZ,X,X,X,X,O,X,X
JLOITZS,X,X,X,X,O,X,X
JLOISTZ,X,X,X,X,X,X,X
JLOISZT,X,X,X,X,X,O,X
JLOIZTS,X,X,X,X,X,O,X
JLOIZST,X,X,X,X,X,O,X
JLOSTIZ,O,O,X,X,O,X,X
JLOSTZI,O,O,X,X,O,O,X
JLOSITZ,O,X,X,X,X,X,X
JLOSIZT,O,O,X,X,X,O,X
JLOSZTI,O,O,X,X,X,O,X
JLOSZIT,O,O,X,X,X,O,X
JLOZTIS,O,O,X,X,X,O,X
JLOZTSI,O,O,X,X,X,O,X
JLOZITS,X,X,X,X,X,O,X
JLOZIST,X,O,X,X,X,O,X
JLOZSTI,O,O,X,X,X,O,X
JLOZSIT,O,O,X,X,X,O,X
JSTILZO,X,O,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X
JSTIZLO,O,O,X,O,X,X,X
JSTIZOL,O,O,X,O,X,X,X
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,O,O,X,O,X,X,X
JSTLIZO,X,O,X,X,O,X,X
JSTLIOZ,O,O,X,X,O,X,X
JSTLZIO,O,O,X,X,O,O,X
JSTLZOI,O,O,X,X,O,O,X
JSTLOIZ,O,O,X,X,O,X,X
JSTLOZI,O,O,X,X,O,O,X
JSTZILO,O,O,X,O,X,X,X
JSTZIOL,O,O,X,O,X,X,X
JSTZLIO,O,O,X,O,X,O,X
JSTZLOI,O,O,X,O,X,O,X
JSTZOIL,O,O,X,O,X,X,X
JSTZOLI,O,O,X,O,X,O,X
JSTOILZ,O,O,O,X,X,X,X
JSTOIZL,O,O,O,O,X,X,X
JSTOLIZ,O,O,X,X,O,X,X
JSTOLZI,O,O,X,X,O,O,X
JSTOZIL,O,O,X,O,X,X,X
JSTOZLI,O,O,X,O,X,O,X
JSITLZO,X,O,O,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,O,O,O,X,X,X,X
JSITOZL,O,O,O,O,X,X,X
JSILTZO,X,X,O,X,X,X,X
JSILTOZ,X,X,O,X,X,X,X
JSILZTO,X,X,O,O,X,O,X
JSILZOT,X,O,O,X,X,O,X
JSILOTZ,O,X,O,X,X,X,X
JSILOZT,O,O,O,X,X,O,X
JSIZTLO,O,O,O,O,X,X,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,X,X,O,O,X,O,X
JSIZLOT,O,O,O,X,X,O,X
JSIZOTL,O,O,O,O,X,X,X
JSIZOLT,O,O,O,X,X,O,X
JSIOTLZ,O,O,O,X,X,X,X
JSIOTZL,O,O,O,O,X,X,X
JSIOLTZ,O,X,O,X,X,X,X
JSIOLZT,O,O,O,X,X,O,X
JSIOZTL,O,O,O,O,X,X,X
JSIOZLT,O,O,O,X,X,O,X
JSLTIZO,X,O,X,X,O,X,X
JSLTIOZ,O,O,X,X,O,X,X
JSLTZIO,O,O,X,X,O,O,X
JSLTZOI,O,O,X,X,O,O,X
JSLTOIZ,O,O,X,X,O,X,X
JSLTOZI,O,O,X,X,O,O,X
JSLITZO,X,X,X,X,X,X,X
JSLITOZ,X,X,X,X,X,X,X
JSLIZTO,X,X,X,O,X,O,X
JSLIZOT,X,O,X,X,X,O,X
JSLIOTZ,O,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,O,X
JSLZTIO,O,O,X,O,X,O,X
JSLZTOI,O,O,X,O,X,O,X
JSLZITO,X,X,X,O,X,O,O
JSLZIOT,O,O,X,X,X,O,O
JSLZOTI,O,O,X,X,X,O,X
JSLZOIT,O,O,X,X,X,O,X
JSLOTIZ,O,O,X,X,O,X,X
JSLOTZI,O,O,X,X,O,O,X
JSLOITZ,O,X,O,X,X,X,X
JSLOIZT,O,O,O,X,X,O,X
JSLOZTI,O,O,X,X,X,O,X
JSLOZIT,O,O,X,X,X,O,X
JSZTILO,O,O,X,O,X,X,X
JSZTIOL,O,O,X,O,X,X,X
JSZTLIO,O,O,X,O,X,O,X
JSZTLOI,O,O,X,O,X,O,X
JSZTOIL,O,O,X,O,X,X,X
JSZTOLI,O,O,X,O,X,O,X
JSZITLO,O,O,X,O,X,X,X
JSZITOL,O,O,X,O,X,X,X
JSZILTO,X,X,X,O,X,O,O
JSZILOT,O,O,X,X,X,O,O
JSZIOTL,O,O,X,O,X,X,X
JSZIOLT,O,O,X,X,X,O,X
JSZLTIO,O,O,X,O,X,O,X
JSZLTOI,O,O,X,O,X,O,X
JSZLITO,X,X,X,O,X,O,O
JSZLIOT,O,O,X,X,X,O,O
JSZLOTI,O,O,X,X,X,O,X
JSZLOIT,O,O,X,X,X,O,X
JSZOTIL,O,O,X,O,X,X,X
JSZOTLI,O,O,X,O,X,O,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,X,X,O,X
JSZOLTI,O,O,X,X,X,O,X
JSZOLIT,O,O,X,X,X,O,X
JSOTILZ,O,O,O,X,X,X,X
JSOTIZL,O,O,O,O,X,X,X
JSOTLIZ,O,O,X,X,O,X,X
JSOTLZI,O,O,X,X,O,O,X
JSOTZIL,O,O,X,O,X,X,X
JSOTZLI,O,O,X,O,X,O,X
JSOITLZ,O,O,O,X,X,X,X
JSOITZL,O,O,O,O,X,X,X
JSOILTZ,O,X,O,X,X,X,X
JSOILZT,O,O,O,X,X,O,X
JSOIZTL,O,O,O,O,X,X,X
JSOIZLT,O,O,O,X,X,O,X
JSOLTIZ,O,O,X,X,O,X,X
JSOLTZI,O,O,X,X,O,O,X
JSOLITZ,O,X,O,X,X,X,X
JSOLIZT,O,O,O,X,X,O,X
JSOLZTI,O,O,X,X,X,O,X
JSOLZIT,O,O,X,X,X,O,X
JSOZTIL,O,O,X,O,X,X,X
JSOZTLI,O,O,X,O,X,O,X
JSOZITL,O,O,O,O,X,X,X
JSOZILT,O,O,O,X,X,O,X
JSOZLTI,O,O,X,X,X,O,X
JSOZLIT,O,O,X,X,X,O,X
JZTILSO,O,O,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X
JZTISLO,O,O,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X
JZTLISO,O,O,X,X,X,O,X
JZTLIOS,O,O,X,X,X,O,X
JZTLSIO,O,O,X,X,X,O,X
JZTLSOI,O,O,X,X,X,O,X
JZTLOIS,O,O,X,X,X,O,X
JZTLOSI,O,O,X,X,X,O,X
JZTSILO,O,O,X,O,X,X,X
JZTSIOL,O,O,X,O,X,X,X
JZTSLIO,O,O,X,O,X,O,X
JZTSLOI,O,O,X,O,X,O,X
JZTSOIL,O,O,X,O,X,X,X
JZTSOLI,O,O,X,O,X,O,X
JZTOILS,O,O,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X
JZTOLIS,O,O,X,X,X,O,X
JZTOLSI,O,O,X,X,X,O,X
JZTOSIL,O,O,X,O,X,X,X
JZTOSLI,O,O,X,O,X,O,X
JZITLSO,O,O,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X
JZILTSO,X,X,X,X,X,O,X
JZILTOS,X,X,X,X,X,O,X
JZILSTO,X,X,X,X,X,O,O
JZILSOT,X,O,X,X,X,O,O
JZILOTS,X,X,X,X,X,O,X
JZILOST,X,O,X,X,X,O,X
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X
JZISLTO,X,X,X,X,X,O,O
JZISLOT,O,O,X,X,X,O,O
JZISOTL,O,O,X,X,X,X,X
JZISOLT,O,O,X,X,X,O,X
JZIOTLS,O,O,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X
JZIOLTS,X,X,X,X,X,O,X
JZIOLST,X,O,X,X,X,O,X
JZIOSTL,O,O,X,X,X,X,X
JZIOSLT,O,O,X,X,X,O,X
JZLTISO,O,O,X,X,X,O,X
JZLTIOS,O,O,X,X,X,O,X
JZLTSIO,O,O,X,X,X,O,X
JZLTSOI,O,O,X,X,X,O,X
JZLTOIS,O,O,X,X,X,O,X
JZLTOSI,O,O,X,X,X,O,X
JZLITSO,X,X,X,X,X,O,X
JZLITOS,X,X,X,X,X,O,X
JZLISTO,X,X,X,X,X,O,O
JZLISOT,X,O,X,X,X,O,O
JZLIOTS,X,X,X,X,X,O,X
JZLIOST,X,O,X,X,X,O,X
JZLSTIO,O,O,X,X,X,O,X
JZLSTOI,O,O,X,X,X,O,X
JZLSITO,X,X,X,X,X,O,O
JZLSIOT,O,O,X,X,X,O,O
JZLSOTI,O,O,X,X,X,O,X
JZLSOIT,O,O,X,X,X,O,X
JZLOTIS,O,O,X,X,X,O,X
JZLOTSI,O,O,X,X,X,O,X
JZLOITS,X,X,X,X,X,O,X
JZLOIST,X,O,X,X,X,O,X
JZLOSTI,O,O,X,X,X,O,X
JZLOSIT,O,O,X,X,X,O,X
JZSTILO,O,O,X,O,X,X,X
JZSTIOL,O,O,X,O,X,X,X
JZSTLIO,O,O,X,O,X,O,X
JZSTLOI,O,O,X,O,X,O,X
JZSTOIL,O,O,X,O,X,X,X
JZSTOLI,O,O,X,O,X,O,X
JZSITLO,O,O,X,O,X,X,X
JZSITOL,O,O,X,O,X,X,X
JZSILTO,X,X,X,O,X,O,O
JZSILOT,O,O,X,X,X,O,O
JZSIOTL,O,O,X,O,X,X,X
JZSIOLT,O,O,X,X,X,O,X
JZSLTIO,O,O,X,O,X,O,X
JZSLTOI,O,O,X,O,X,O,X
JZSLITO,X,X,X,O,X,O,O
JZSLIOT,O,O,X,X,X,O,O
JZSLOTI,O,O,X,X,X,O,X
JZSLOIT,O,O,X,X,X,O,X
JZSOTIL,O,O,X,O,X,X,X
JZSOTLI,O,O,X,O,X,O,X
JZSOITL,O,O,X,O,X,X,X
JZSOILT,O,O,X,X,X,O,X
JZSOLTI,O,O,X,X,X,O,X
JZSOLIT,O,O,X,X,X,O,X
JZOTILS,O,O,X,X,X,X,X
JZOTISL,O,O,X,X,X,X,X
JZOTLIS,O,O,X,X,X,O,X
JZOTLSI,O,O,X,X,X,O,X
JZOTSIL,O,O,X,O,X,X,X
JZOTSLI,O,O,X,O,X,O,X
JZOITLS,O,O,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X
JZOILTS,X,X,X,X,X,O,X
JZOILST,X,O,X,X,X,O,X
JZOISTL,O,O,X,X,X,X,X
JZOISLT,O,O,X,X,X,O,X
JZOLTIS,O,O,X,X,X,O,X
JZOLTSI,O,O,X,X,X,O,X
JZOLITS,X,X,X,X,X,O,X
JZOLIST,X,O,X,X,X,O,X
JZOLSTI,O,O,X,X,X,O,X
JZOLSIT,O,O,X,X,X,O,X
JZOSTIL,O,O,X,O,X,X,X
JZOSTLI,O,O,X,O,X,O,X
JZOSITL,O,O,X,O,X,X,X
JZOSILT,O,O,X,X,X,O,X
JZOSLTI,O,O,X,X,X,O,X
JZOSLIT,O,O,X,X,X,O,X
JOTILSZ,O,O,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X
JOTIZLS,O,O,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X
JOTLIZS,X,O,X,X,O,X,X
JOTLSIZ,O,O,X,X,O,X,X
JOTLSZI,O,O,X,X,O,O,X
JOTLZIS,O,O,X,X,O,O,X
JOTLZSI,O,O,X,X,O,O,X
JOTSILZ,O,O,X,X,X,X,X
JOTSIZL,O,O,X,O,X,X,X
JOTSLIZ,O,O,X,X,O,X,X
JOTSLZI,O,O,X,X,O,O,X
JOTSZIL,O,O,X,O,X,X,X
JOTSZLI,O,O,X,O,X,O,X
JOTZILS,O,O,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X
JOTZLIS,O,O,X,X,X,O,X
JOTZLSI,O,O,X,X,X,O,X
JOTZSIL,O,O,X,O,X,X,X
JOTZSLI,O,O,X,O,X,O,X
JOITLSZ,O,O,O,X,X,X,X
JOITLZS,X,O,O,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X
JOITSZL,O,O,O,O,X,X,X
JOITZLS,O,O,O,X,X,X,X
JOITZSL,O,O,O,X,X,X,X
JOILTSZ,X,X,O,X,X,X,X
JOILTZS,X,X,O,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X
JOILSZT,X,X,O,X,X,O,X
JOILZTS,X,X,O,X,X,O,X
JOILZST,X,X,O,X,X,O,X
JOISTLZ,O,O,O,X,X,X,X
JOISTZL,O,O,O,O,X,X,X
JOISLTZ,O,X,O,X,X,X,X
JOISLZT,O,O,O,X,X,O,X
JOISZTL,O,O,O,O,X,X,X
JOISZLT,O,O,O,X,X,O,X
JOIZTLS,O,O,O,X,X,X,X
JOIZTSL,O,O,O,X,X,X,X
JOIZLTS,X,X,O,X,X,O,X
JOIZLST,X,O,O,X,X,O,X
JOIZSTL,O,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,O,X
JOLTISZ,O,O,X,X,O,X,X
JOLTIZS,X,O,X,X,O,X,X
JOLTSIZ,O,O,X,X,O,X,X
JOLTSZI,O,O,X,X,O,O,X
JOLTZIS,O,O,X,X,O,O,X
JOLTZSI,O,O,X,X,O,O,X
JOLITSZ,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,O,X,X
JOLISTZ,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,X,O,X
JOLIZTS,X,X,X,X,X,O,X
JOLIZST,X,X,X,X,X,O,X
JOLSTIZ,O,O,X,X,O,X,X
JOLSTZI,O,O,X,X,O,O,X
JOLSITZ,O,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,O,X
JOLSZTI,O,O,X,X,X,O,X
JOLSZIT,O,O,X,X,X,O,X
JOLZTIS,O,O,X,X,X,O,X
JOLZTSI,O,O,X,X,X,O,X
JOLZITS,X,X,X,X,X,O,X
JOLZIST,X,O,X,X,X,O,X
JOLZSTI,O,O,X,X,X,O,X
JOLZSIT,O,O,X,X,X,O,X
JOSTILZ,O,O,O,X,X,X,X
JOSTIZL,O,O,O,O,X,X,X
JOSTLIZ,O,O,X,X,O,X,X
JOSTLZI,O,O,X,X,O,O,X
JOSTZIL,O,O,X,O,X,X,X
JOSTZLI,O,O,X,O,X,O,X
JOSITLZ,O,O,O,X,X,X,X
JOSITZL,O,O,O,O,X,X,X
JOSILTZ,O,X,O,X,X,X,X
JOSILZT,O,O,O,X,X,O,X
JOSIZTL,O,O,O,O,X,X,X
JOSIZLT,O,O,O,X,X,O,X
JOSLTIZ,O,O,X,X,O,X,X
JOSLTZI,O,O,X,X,O,O,X
JOSLITZ,O,X,O,X,X,X,X
JOSLIZT,O,O,O,X,X,O,X
JOSLZTI,O,O,X,X,X,O,X
JOSLZIT,O,O,X,X,X,O,X
JOSZTIL,O,O,X,O,X,X,X
JOSZTLI,O,O,X,O,X,O,X
JOSZITL,O,O,O,O,X,X,X
JOSZILT,O,O,O,X,X,O,X
JOSZLTI,O,O,X,X,X,O,X
JOSZLIT,O,O,X,X,X,O,X
JOZTILS,O,O,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X
JOZTLIS,O,O,X,X,X,O,X
JOZTLSI,O,O,X,X,X,O,X
JOZTSIL,O,O,X,O,X,X,X
JOZTSLI,O,O,X,O,X,O,X
JOZITLS,O,O,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X
JOZILTS,X,X,X,X,X,O,X
JOZILST,X,O,X,X,X,O,X
JOZISTL,O,O,X,X,X,X,X
JOZISLT,O,O,X,X,X,O,X
JOZLTIS,O,O,X,X,X,O,X
JOZLTSI,O,O,X,X,X,O,X
JOZLITS,X,X,X,X,X,O,X
JOZLIST,X,O,X,X,X,O,X
JOZLSTI,O,O,X,X,X,O,X
JOZLSIT,O,O,X,X,X,O,X
JOZSTIL,O,O,X,O,X,X,X
JOZSTLI,O,O,X,O,X,O,X
JOZSITL,O,O,X,O,X,X,X
JOZSILT,O,O,X,X,X,O,X
JOZSLTI,O,O,X,X,X,O,X
JOZSLIT,O,O,X,X,X,O,X
STILJZO,X,O,O,X,O,X,X
STILJOZ,O,O,O,X,O,X,X
STILZJO,O,X,O,O,O,X,X
STILZOJ,O,X,O,O,O,X,X
STILOJZ,O,O,O,X,O,X,X
STILOZJ,O,X,O,O,O,X,X
STIJLZO,X,O,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X,X
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,X,X,X
STIJOLZ,O,O,O,X,X,X,X
STIJOZL,O,O,O,O,X,X,X
STIZLJO,O,X,O,O,X,X,X
STIZLOJ,O,X,O,O,X,X,X
STIZJLO,O,O,O,O,X,X,X
STIZJOL,O,O,O,O,X,X,X
STIZOLJ,O,X,O,O,X,X,X
STIZOJL,O,O,O,O,X,X,X
STIOLJZ,O,O,O,X,O,X,X
STIOLZJ,O,X,O,O,O,X,X
STIOJLZ,O,O,O,X,X,X,X
STIOJZL,O,O,O,O,X,X,X
STIOZLJ,O,X,O,O,X,X,X
STIOZJL,O,O,O,O,X,X,X
STLIJZO,X,O,X,X,O,X,X
STLIJOZ,O,O,X,X,O,X,X
STLIZJO,O,X,X,O,O,X,X
STLIZOJ,O,X,X,O,O,X,X
STLIOJZ,O,O,X,X,O,X,X
STLIOZJ,O,X,X,O,O,X,X
STLJIZO,X,O,X,X,O,X,X
STLJIOZ,O,O,X,X,O,X,X
STLJZIO,O,O,X,X,O,O,X
STLJZOI,O,O,X,X,O,O,X
STLJOIZ,O,O,X,X,O,X,X
STLJOZI,O,O,X,X,O,O,X
STLZIJO,O,X,X,O,O,X,O
STLZIOJ,O,X,X,O,O,X,O
STLZJIO,O,X,X,O,O,X,X
STLZJOI,O,X,X,O,O,X,X
STLZOIJ,O,X,X,O,O,X,X
STLZOJI,O,X,X,O,O,X,X
STLOIJZ,O,O,X,X,O,X,X
STLOIZJ,O,X,X,O,O,X,X
STLOJIZ,O,O,X,X,O,X,X
STLOJZI,O,O,X,X,O,O,X
STLOZIJ,O,X,X,O,O,X,X
STLOZJI,O,X,X,O,O,X,X
STJILZO,X,O,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X
STJIZOL,O,O,X,O,X,X,X
STJIOLZ,O,O,X,X,X,X,X
STJIOZL,O,O,X,O,X,X,X
STJLIZO,X,O,X,X,O,X,X
STJLIOZ,O,O,X,X,O,X,X
STJLZIO,O,O,X,X,O,O,X
STJLZOI,O,O,X,X,O,O,X
STJLOIZ,O,O,X,X,O,X,X
STJLOZI,O,O,X,X,O,O,X
STJZILO,O,O,X,O,X,X,X
STJZIOL,O,O,X,O,X,X,X
STJZLIO,O,O,X,O,X,O,X
STJZLOI,O,O,X,O,X,O,X
STJZOIL,O,O,X,O,X,X,X
STJZOLI,O,O,X,O,X,O,X
STJOILZ,O,O,O,X,X,X,X
STJOIZL,O,O,O,O,X,X,X
STJOLIZ,O,O,X,X,O,X,X
STJOLZI,O,O,X,X,O,O,X
STJOZIL,O,O,X,O,X,X,X
STJOZLI,O,O,X,O,X,O,X
STZILJO,O,X,X,O,X,X,O
STZILOJ,O,X,X,O,X,X,O
STZIJLO,O,O,X,O,X,X,X
STZIJOL,O,O,X,O,X,X,X
STZIOLJ,O,X,X,O,X,X,X
STZIOJL,O,O,X,O,X,X,X
STZLIJO,O,X,X,O,O,X,O
STZLIOJ,O,X,X,O,O,X,O
STZLJIO,O,X,X,O,O,X,X
STZLJOI,O,X,X,O,O,X,X
STZLOIJ,O,X,X,O,O,X,X
STZLOJI,O,X,X,O,O,X,X
STZJILO,O,O,X,O,X,X,X
STZJIOL,O,O,X,O,X,X,X
STZJLIO,O,O,X,O,X,X,X
STZJLOI,O,O,X,O,X,X,X
STZJOIL,O,O,X,O,X,X,X
STZJOLI,O,O,X,O,X,X,X
STZOILJ,O,X,X,O,X,X,X
STZOIJL,O,O,X,O,X,X,X
STZOLIJ,O,X,X,O,O,X,X
STZOLJI,O,X,X,O,O,X,X
STZOJIL,O,O,X,O,X,X,X
STZOJLI,O,O,X,O,X,X,X
STOILJZ,O,O,O,X,O,X,X
STOILZJ,O,X,O,O,O,X,X
STOIJLZ,O,O,O,X,X,X,X
STOIJZL,O,O,O,O,X,X,X
STOIZLJ,O,X,O,O,X,X,X
STOIZJL,O,O,O,O,X,X,X
STOLIJZ,O,O,X,X,O,X,X
STOLIZJ,O,X,X,O,O,X,X
STOLJIZ,O,O,X,X,O,X,X
STOLJZI,O,O,X,X,O,O,X
STOLZIJ,O,X,X,O,O,X,X
STOLZJI,O,X,X,O,O,X,X
STOJILZ,O,O,O,X,X,X,X
STOJIZL,O,O,O,O,X,X,X
STOJLIZ,O,O,X,X,O,X,X
STOJLZI,O,O,X,X,O,O,X
STOJZIL,O,O,X,O,X,X,X
STOJZLI,O,O,X,O,X,O,X
STOZILJ,O,X,X,O,X,X,X
STOZIJL,O,O,X,O,X,X,X
STOZLIJ,O,X,X,O,O,X,X
STOZLJI,O,X,X,O,O,X,X
STOZJIL,O,O,X,O,X,X,X
STOZJLI,O,O,X,O,X,X,X
SITLJZO,X,O,O,X,O,X,X
SITLJOZ,O,O,O,X,O,X,X
SITLZJO,O,X,O,O,O,X,X
SITLZOJ,O,X,O,O,O,X,X
SITLOJZ,O,O,O,X,O,X,X
SITLOZJ,O,X,O,O,O,X,X
SITJLZO,X,O,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,X,X,X
SITJOLZ,O,O,O,X,X,X,X
SITJOZL,O,O,O,O,X,X,X
SITZLJO,O,X,O,O,X,X,X
SITZLOJ,O,X,O,O,X,X,X
SITZJLO,O,O,O,O,X,X,X
SITZJOL,O,O,O,O,X,X,X
SITZOLJ,O,X,O,O,X,X,X
SITZOJL,O,O,O,O,X,X,X
SITOLJZ,O,O,O,X,O,X,X
SITOLZJ,O,X,O,O,O,X,X
SITOJLZ,O,O,O,X,X,X,X
SITOJZL,O,O,O,O,X,X,X
SITOZLJ,O,X,O,O,X,X,X
SITOZJL,O,O,O,O,X,X,X
SILTJZO,X,O,O,X,O,X,X
SILTJOZ,O,O,O,X,O,X,X
SILTZJO,O,X,O,O,O,X,X
SILTZOJ,O,X,O,O,O,X,X
SILTOJZ,O,O,O,X,O,X,X
SILTOZJ,O,X,O,O,O,X,X
SILJTZO,X,X,O,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X
SILJZTO,X,X,O,O,X,O,X
SILJZOT,X,O,O,X,X,O,X
SILJOTZ,O,X,O,X,X,X,X
SILJOZT,O,O,O,X,X,O,X
SILZTJO,X,X,O,O,X,X,O
SILZTOJ,X,X,O,O,X,X,O
SILZJTO,X,X,O,O,X,X,O
SILZJOT,O,X,O,X,X,X,O
SILZOTJ,X,X,O,O,X,X,O
SILZOJT,O,X,O,X,X,X,O
SILOTJZ,O,O,O,X,O,X,X
SILOTZJ,O,X,O,O,O,X,X
SILOJTZ,O,X,O,X,X,X,X
SILOJZT,O,O,O,X,X,O,X
SILOZTJ,X,X,O,O,X,X,X
SILOZJT,O,X,O,X,X,X,X
SIJTLZO,X,O,O,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X
SIJTZLO,O,O,O,O,X,X,X
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,O,O,O,X,X,X,X
SIJTOZL,O,O,O,O,X,X,X
SIJLTZO,X,X,O,X,X,X,X
SIJLTOZ,X,X,O,X,X,X,X
SIJLZTO,X,X,O,O,X,O,X
SIJLZOT,X,O,O,X,X,O,X
SIJLOTZ,O,X,O,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X
SIJZTLO,O,O,O,O,X,X,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,X,X,O,O,X,O,X
SIJZLOT,O,O,O,X,X,O,X
SIJZOTL,O,O,O,O,X,X,X
SIJZOLT,O,O,O,X,X,O,X
SIJOTLZ,O,O,O,X,X,X,X
SIJOTZL,O,O,O,O,X,X,X
SIJOLTZ,O,X,O,X,X,X,X
SIJOLZT,O,O,O,X,X,O,X
SIJOZTL,O,O,O,O,X,X,X
SIJOZLT,O,O,O,X,X,O,X
SIZTLJO,O,X,O,O,X,X,O
SIZTLOJ,O,X,O,O,X,X,O
SIZTJLO,O,O,O,O,X,X,X
SIZTJOL,O,O,O,O,X,X,X
SIZTOLJ,O,X,O,O,X,X,X
SIZTOJL,O,O,O,O,X,X,X
SIZLTJO,X,X,O,O,X,X,O
SIZLTOJ,X,X,O,O,X,X,O
SIZLJTO,X,X,O,O,X,X,O
SIZLJOT,O,X,O,X,X,X,O
SIZLOTJ,X,X,O,O,X,X,O
SIZLOJT,O,X,O,X,X,X,O
SIZJTLO,O,X,O,O,X,X,X
SIZJTOL,O,O,O,O,X,X,X
SIZJLTO,X,X,O,O,X,X,O
SIZJLOT,O,O,O,X,X,X,O
SIZJOTL,O,O,O,O,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X
SIZOTJL,O,O,O,O,X,X,X
SIZOLTJ,X,X,O,O,X,X,O
SIZOLJT,O,X,O,X,X,X,O
SIZOJTL,O,O,O,O,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,X
SIOTLZJ,O,X,O,O,O,X,X
SIOTJLZ,O,O,O,X,X,X,X
