sequence,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFmiB5oB?XlBlmBcsBTrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhF8mBziB?5oBilBXsBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBihB?ziB5oBFsB3rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeGAJvhF/mBFiB?8nB5oBzkBywB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFXiB8nB?5oBilBzrBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFziB5oB?XlBFsBOrB8rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFThBOnB?8nB5oBXlB1wB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBThB?5oBlnB3rBisB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeWFJvhFxiBlmB?csB6tBXlBTrB
SOJIZLT,O,O,X,O,O,X,X,O,X
SOJLTIZ,X,O,X,X,X,O,X,X,X
SOJLTZI,X,O,X,X,X,X,X,X,X
SOJLITZ,X,O,X,X,X,O,X,X,X
SOJLIZT,O,O,X,O,O,X,X,X,X
SOJLZTI,O,O,X,O,O,X,X,X,X
SOJLZIT,O,O,X,O,O,X,X,X,X
SOJZTIL,O,X,X,O,X,X,X,O,X
SOJZTLI,O,X,X,O,X,X,X,O,X
SOJZITL,O,X,X,O,X,X,X,O,X
SOJZILT,O,O,X,O,O,X,X,O,X
SOJZLTI,O,O,X,O,O,X,X,O,X
SOJZLIT,O,O,X,O,O,X,X,O,X
SOZTILJ,O,O,O,O,O,O,O,O,X
SOZTIJL,O,X,O,O,X,O,O,O,X
SOZTLIJ,O,O,O,O,O,O,O,O,X
SOZTLJI,O,O,O,O,O,X,O,O,X
SOZTJIL,O,X,O,O,X,X,O,O,X
SOZTJLI,O,X,O,O,X,X,O,O,X
SOZITLJ,O,O,O,O,O,O,O,O,X
SOZITJL,O,X,O,O,X,O,O,O,X
SOZILTJ,O,O,X,O,O,O,O,O,X
SOZILJT,O,O,O,O,O,X,X,O,X
SOZIJTL,O,X,O,O,X,X,X,O,X
SOZIJLT,O,O,O,O,O,X,X,O,X
SOZLTIJ,O,O,X,O,O,O,O,O,X
SOZLTJI,O,O,X,O,O,X,O,O,X
SOZLITJ,O,O,X,O,O,O,O,O,X
SOZLIJT,O,O,O,O,O,X,X,O,X
SOZLJTI,O,O,X,O,O,X,X,O,X
SOZLJIT,O,O,O,O,O,X,X,O,X
SOZJTIL,O,X,O,O,X,X,X,O,X
SOZJTLI,O,X,O,O,X,X,X,O,X
SOZJITL,O,X,O,O,X,X,X,O,X
SOZJILT,O,O,O,O,O,X,X,O,X
SOZJLTI,O,O,X,O,O,X,X,O,X
SOZJLIT,O,O,O,O,O,X,X,O,X
ZTILJSO,O,X,O,O,X,X,O,O,O
ZTILJOS,X,X,O,X,O,X,O,X,O
ZTILSJO,O,X,O,O,X,X,O,O,O
ZTILSOJ,O,X,O,O,X,X,O,O,X
ZTILOJS,X,X,O,O,O,X,O,X,O
ZTILOSJ,X,X,O,O,O,X,O,X,X
ZTIJLSO,O,X,O,O,X,X,O,O,O
ZTIJLOS,X,X,O,X,O,X,O,X,O
ZTIJSLO,O,X,O,O,X,X,O,O,X
ZTIJSOL,O,X,O,O,X,X,O,O,X
ZTIJOLS,X,X,O,X,O,X,O,X,X
ZTIJOSL,O,X,O,X,X,X,O,O,X
ZTISLJO,O,X,O,O,X,O,O,O,X
ZTISLOJ,O,X,O,O,X,O,O,O,X
ZTISJLO,O,X,O,O,X,O,O,O,X
ZTISJOL,O,X,O,O,X,O,O,O,X
ZTISOLJ,O,X,O,O,X,O,O,O,X
ZTISOJL,O,X,O,O,X,O,O,O,X
ZTIOLJS,X,X,O,O,O,X,O,X,X
ZTIOLSJ,X,X,O,O,O,X,O,X,X
ZTIOJLS,X,X,O,O,O,X,O,X,X
ZTIOJSL,O,X,O,O,X,X,O,O,X
ZTIOSLJ,O,X,O,O,O,O,O,O,X
ZTIOSJL,O,X,O,O,X,O,O,O,X
ZTLIJSO,O,X,O,O,X,X,O,O,O
ZTLIJOS,X,X,O,X,O,X,O,X,O
ZTLISJO,O,X,O,O,X,X,O,O,O
ZTLISOJ,O,X,O,O,X,X,O,O,X
ZTLIOJS,X,X,O,O,O,X,O,X,O
ZTLIOSJ,X,X,O,O,O,X,O,X,X
ZTLJISO,O,X,O,O,X,X,O,O,O
ZTLJIOS,X,X,O,X,O,X,O,X,O
ZTLJSIO,O,X,O,O,X,X,O,O,O
ZTLJSOI,O,X,O,O,X,X,O,O,O
ZTLJOIS,X,X,O,X,O,X,O,X,O
ZTLJOSI,X,X,O,X,O,X,O,X,O
ZTLSIJO,O,X,O,O,X,X,O,O,O
ZTLSIOJ,O,X,O,O,X,X,O,O,X
ZTLSJIO,O,X,O,O,X,X,O,O,O
ZTLSJOI,O,X,O,O,X,X,O,O,O
ZTLSOIJ,O,X,O,O,X,X,O,O,X
ZTLSOJI,O,X,O,O,X,X,O,O,X
ZTLOIJS,X,X,O,O,O,X,O,X,O
ZTLOISJ,X,X,O,O,O,X,O,X,X
ZTLOJIS,X,X,O,O,O,X,O,X,O
ZTLOJSI,X,X,O,O,O,X,O,X,O
ZTLOSIJ,X,X,O,O,O,X,O,X,X
ZTLOSJI,X,X,O,O,O,X,O,X,X
ZTJILSO,O,X,O,O,X,X,O,O,O
ZTJILOS,X,X,O,X,O,X,O,X,O
ZTJISLO,O,X,O,O,X,X,O,O,X
ZTJISOL,O,X,O,O,X,X,O,O,X
ZTJIOLS,X,X,O,X,O,X,O,X,X
ZTJIOSL,O,X,O,X,X,X,O,O,X
ZTJLISO,O,X,O,O,X,X,O,O,O
ZTJLIOS,X,X,O,X,O,X,O,X,O
ZTJLSIO,O,X,O,O,X,X,O,O,O
ZTJLSOI,O,X,O,O,X,X,O,O,O
ZTJLOIS,X,X,O,X,O,X,O,X,O
ZTJLOSI,X,X,O,X,O,X,O,X,O
ZTJSILO,O,X,O,O,X,X,O,O,X
ZTJSIOL,O,X,O,O,X,X,O,O,X
ZTJSLIO,O,X,O,O,X,X,O,O,O
ZTJSLOI,O,X,O,X,X,X,O,O,O
ZTJSOIL,O,X,O,O,X,X,O,O,X
ZTJSOLI,O,X,O,X,X,X,O,O,X
ZTJOILS,X,X,O,X,O,X,O,X,X
ZTJOISL,O,X,O,X,X,X,O,O,X
ZTJOLIS,X,X,O,X,O,X,O,X,O
ZTJOLSI,X,X,O,X,O,X,O,X,O
ZTJOSIL,O,X,O,X,X,X,O,O,X
ZTJOSLI,O,X,O,X,X,X,O,O,X
ZTSILJO,O,X,O,O,X,O,O,O,X
ZTSILOJ,O,X,O,O,X,O,O,O,X
ZTSIJLO,O,X,O,O,X,O,O,O,X
ZTSIJOL,O,X,O,O,X,O,O,O,X
ZTSIOLJ,O,X,O,O,X,O,O,O,X
ZTSIOJL,O,X,O,O,X,O,O,O,X
ZTSLIJO,O,X,O,O,X,O,O,O,O
ZTSLIOJ,O,X,O,O,X,O,O,O,X
ZTSLJIO,O,X,O,O,X,X,O,O,O
ZTSLJOI,O,X,O,X,X,X,O,O,O
ZTSLOIJ,O,X,O,O,X,O,O,O,X
ZTSLOJI,O,X,O,O,X,X,O,O,X
ZTSJILO,O,X,O,O,X,X,O,O,X
ZTSJIOL,O,X,O,O,X,X,O,O,X
ZTSJLIO,O,X,O,O,X,X,O,O,O
ZTSJLOI,O,X,O,X,X,X,O,O,O
ZTSJOIL,O,X,O,O,X,X,O,O,X
ZTSJOLI,O,X,O,O,X,X,O,O,X
ZTSOILJ,O,X,O,O,X,O,O,O,X
ZTSOIJL,O,X,O,O,X,O,O,O,X
ZTSOLIJ,O,X,O,O,X,O,O,O,X
ZTSOLJI,O,X,O,O,X,X,O,O,X
ZTSOJIL,O,X,O,O,X,X,O,O,X
ZTSOJLI,O,X,O,O,X,X,O,O,X
ZTOILJS,X,X,O,O,O,X,O,X,X
ZTOILSJ,X,X,O,O,O,X,O,X,X
ZTOIJLS,X,X,O,O,O,X,O,X,X
ZTOIJSL,O,X,O,O,X,X,O,O,X
ZTOISLJ,O,X,O,O,O,O,O,O,X
ZTOISJL,O,X,O,O,X,O,O,O,X
ZTOLIJS,X,X,O,O,O,X,O,X,O
ZTOLISJ,X,X,O,O,O,X,O,X,X
ZTOLJIS,X,X,O,O,O,X,O,X,O
ZTOLJSI,X,X,O,O,O,X,O,X,O
ZTOLSIJ,X,X,O,O,O,X,O,X,X
ZTOLSJI,X,X,O,O,O,X,O,X,X
ZTOJILS,X,X,O,O,O,X,O,X,X
ZTOJISL,O,X,O,O,X,X,O,O,X
ZTOJLIS,X,X,O,O,O,X,O,X,O
ZTOJLSI,X,X,O,O,O,X,O,X,O
ZTOJSIL,O,X,O,O,X,X,O,O,X
ZTOJSLI,O,X,O,O,X,X,O,O,X
ZTOSILJ,O,X,O,O,O,O,O,O,X
ZTOSIJL,O,X,O,O,X,O,O,O,X
ZTOSLIJ,O,X,O,O,O,O,O,O,X
ZTOSLJI,O,X,O,O,O,X,O,O,X
ZTOSJIL,O,X,O,O,X,X,O,O,X
ZTOSJLI,O,X,O,O,X,X,O,O,X
ZITLJSO,O,X,O,O,X,X,O,O,O
ZITLJOS,X,X,O,X,O,X,O,X,O
ZITLSJO,O,X,O,O,X,X,O,O,O
ZITLSOJ,O,X,O,O,X,X,O,O,X
ZITLOJS,X,X,O,O,O,X,O,X,O
ZITLOSJ,X,X,O,O,O,X,O,X,X
ZITJLSO,O,X,O,O,X,X,O,O,O
ZITJLOS,X,X,O,X,O,X,O,X,O
ZITJSLO,O,X,O,O,X,X,O,O,X
ZITJSOL,O,X,O,O,X,X,O,O,X
ZITJOLS,X,X,O,X,O,X,O,X,X
ZITJOSL,O,X,O,X,X,X,O,O,X
ZITSLJO,O,X,O,O,X,O,O,O,X
ZITSLOJ,O,X,O,O,X,O,O,O,X
ZITSJLO,O,X,O,O,X,O,O,O,X
ZITSJOL,O,X,O,O,X,O,O,O,X
ZITSOLJ,O,X,O,O,X,O,O,O,X
ZITSOJL,O,X,O,O,X,O,O,O,X
ZITOLJS,X,X,O,O,O,X,O,X,X
ZITOLSJ,X,X,O,O,O,X,O,X,X
ZITOJLS,X,X,O,O,O,X,O,X,X
ZITOJSL,O,X,O,O,X,X,O,O,X
ZITOSLJ,O,X,O,O,O,O,O,O,X
ZITOSJL,O,X,O,O,X,O,O,O,X
ZILTJSO,O,X,O,O,X,X,O,O,O
ZILTJOS,X,X,O,X,O,X,O,X,O
ZILTSJO,O,X,O,O,X,X,O,O,O
ZILTSOJ,O,X,O,O,X,X,O,O,X
ZILTOJS,X,X,O,O,O,X,O,X,O
ZILTOSJ,X,X,O,O,O,X,O,X,X
ZILJTSO,O,X,O,O,X,X,X,O,O
ZILJTOS,X,X,O,X,O,X,X,X,O
ZILJSTO,O,O,O,O,X,X,X,O,O
ZILJSOT,O,O,O,O,O,X,X,O,X
ZILJOTS,X,X,O,O,O,X,X,X,O
ZILJOST,X,O,O,O,O,X,X,O,X
ZILSTJO,O,O,O,O,X,X,O,O,O
ZILSTOJ,O,O,O,O,X,X,O,O,X
ZILSJTO,O,O,O,O,X,X,O,O,O
ZILSJOT,O,O,O,O,O,X,X,O,X
ZILSOTJ,O,O,X,O,O,X,O,O,X
ZILSOJT,O,O,O,O,O,X,X,O,X
ZILOTJS,X,X,O,O,O,X,X,X,O
ZILOTSJ,X,X,O,O,O,X,X,X,X
ZILOJTS,X,X,O,O,O,X,X,X,O
ZILOJST,X,O,O,O,O,X,X,O,X
ZILOSTJ,X,O,X,O,O,X,X,O,X
ZILOSJT,X,O,O,O,O,X,X,O,X
ZIJTLSO,O,X,O,O,X,X,O,O,O
ZIJTLOS,X,X,O,X,O,X,O,X,O
ZIJTSLO,O,X,O,O,X,X,O,O,X
ZIJTSOL,O,X,O,O,X,X,O,O,X
ZIJTOLS,X,X,O,X,O,X,O,X,X
ZIJTOSL,O,X,O,X,X,X,O,O,X
ZIJLTSO,O,X,O,O,X,X,X,O,O
ZIJLTOS,X,X,O,X,O,X,X,X,O
ZIJLSTO,O,O,O,O,X,X,X,O,O
ZIJLSOT,O,O,O,O,O,X,X,O,X
ZIJLOTS,X,X,O,O,O,X,X,X,O
ZIJLOST,X,O,O,O,O,X,X,O,X
ZIJSTLO,O,X,O,O,X,X,O,O,X
ZIJSTOL,O,X,O,O,X,X,O,O,X
ZIJSLTO,O,O,O,O,X,X,O,O,X
ZIJSLOT,O,O,O,O,O,X,X,O,X
ZIJSOTL,O,X,O,O,X,X,X,O,X
ZIJSOLT,O,O,O,O,O,X,X,O,X
ZIJOTLS,X,X,O,O,O,X,X,X,X
ZIJOTSL,O,X,O,O,X,X,X,O,X
ZIJOLTS,X,X,O,O,O,X,X,X,X
ZIJOLST,X,O,O,O,O,X,X,O,X
ZIJOSTL,O,X,O,O,X,X,X,O,X
ZIJOSLT,O,O,O,O,O,X,X,O,X
ZISTLJO,O,O,O,O,X,O,O,O,X
ZISTLOJ,O,O,O,O,X,O,O,O,X
ZISTJLO,O,X,O,O,X,O,O,O,X
ZISTJOL,O,X,O,O,X,O,O,O,X
ZISTOLJ,O,O,O,O,X,O,O,O,X
ZISTOJL,O,X,O,O,X,O,O,O,X
ZISLTJO,O,O,O,O,X,O,O,O,X
ZISLTOJ,O,O,O,O,X,O,O,O,X
ZISLJTO,O,O,O,O,X,X,O,O,X
ZISLJOT,O,O,O,O,O,X,X,O,X
ZISLOTJ,O,O,X,O,O,O,O,O,X
ZISLOJT,O,O,O,O,O,X,X,O,X
ZISJTLO,O,X,O,O,X,X,O,O,X
ZISJTOL,O,X,O,O,X,X,O,O,X
ZISJLTO,O,O,O,O,X,X,O,O,X
ZISJLOT,O,O,O,O,O,X,X,O,X
ZISJOTL,O,X,O,O,X,X,X,O,X
ZISJOLT,O,O,O,O,O,X,X,O,X
ZISOTLJ,O,O,O,O,O,O,O,O,X
ZISOTJL,O,X,O,O,X,O,O,O,X
ZISOLTJ,O,O,X,O,O,O,O,O,X
ZISOLJT,O,O,O,O,O,X,X,O,X
ZISOJTL,O,X,O,O,X,X,X,O,X
ZISOJLT,O,O,O,O,O,X,X,O,X
ZIOTLJS,X,X,O,O,O,X,O,X,X
ZIOTLSJ,X,X,O,O,O,X,O,X,X
ZIOTJLS,X,X,O,O,O,X,O,X,X
ZIOTJSL,O,X,O,O,X,X,O,O,X
ZIOTSLJ,O,X,O,O,O,O,O,O,X
ZIOTSJL,O,X,O,O,X,O,O,O,X
ZIOLTJS,X,X,O,O,O,X,X,X,X
ZIOLTSJ,X,X,O,O,O,X,X,X,X
ZIOLJTS,X,X,O,O,O,X,X,X,X
ZIOLJST,X,O,O,O,O,X,X,O,X
ZIOLSTJ,X,O,X,O,O,X,X,O,X
ZIOLSJT,X,O,O,O,O,X,X,O,X
ZIOJTLS,X,X,O,O,O,X,X,X,X
ZIOJTSL,O,X,O,O,X,X,X,O,X
ZIOJLTS,X,X,O,O,O,X,X,X,X
ZIOJLST,X,O,O,O,O,X,X,O,X
ZIOJSTL,O,X,O,O,X,X,X,O,X
ZIOJSLT,O,O,O,O,O,X,X,O,X
ZIOSTLJ,O,O,O,O,O,O,O,O,X
ZIOSTJL,O,X,O,O,X,O,O,O,X
ZIOSLTJ,O,O,X,O,O,O,O,O,X
ZIOSLJT,O,O,O,O,O,X,X,O,X
ZIOSJTL,O,X,O,O,X,X,X,O,X
ZIOSJLT,O,O,O,O,O,X,X,O,X
ZLTIJSO,O,X,O,O,X,X,O,O,O
ZLTIJOS,X,X,O,X,O,X,O,X,O
ZLTISJO,O,X,O,O,X,X,O,O,O
ZLTISOJ,O,X,O,O,X,X,O,O,X
ZLTIOJS,X,X,O,O,O,X,O,X,O
ZLTIOSJ,X,X,O,O,O,X,O,X,X
ZLTJISO,O,X,O,O,X,X,O,O,O
ZLTJIOS,X,X,O,X,O,X,O,X,O
ZLTJSIO,O,X,O,O,X,X,O,O,O
ZLTJSOI,O,X,O,O,X,X,O,O,O
ZLTJOIS,X,X,O,X,O,X,O,X,O
ZLTJOSI,X,X,O,X,O,X,O,X,O
ZLTSIJO,O,X,O,O,X,X,O,O,O
ZLTSIOJ,O,X,O,O,X,X,O,O,X
ZLTSJIO,O,X,O,O,X,X,O,O,O
ZLTSJOI,O,X,O,O,X,X,O,O,O
ZLTSOIJ,O,X,O,O,X,X,O,O,X
ZLTSOJI,O,X,O,O,X,X,O,O,X
ZLTOIJS,X,X,O,O,O,X,O,X,O
ZLTOISJ,X,X,O,O,O,X,O,X,X
ZLTOJIS,X,X,O,O,O,X,O,X,O
ZLTOJSI,X,X,O,O,O,X,O,X,O
ZLTOSIJ,X,X,O,O,O,X,O,X,X
ZLTOSJI,X,X,O,O,O,X,O,X,X
ZLITJSO,O,X,O,O,X,X,O,O,O
ZLITJOS,X,X,O,X,O,X,O,X,O
ZLITSJO,O,X,O,O,X,X,O,O,O
ZLITSOJ,O,X,O,O,X,X,O,O,X
ZLITOJS,X,X,O,O,O,X,O,X,O
ZLITOSJ,X,X,O,O,O,X,O,X,X
ZLIJTSO,O,X,O,O,X,X,X,O,O
ZLIJTOS,X,X,O,X,O,X,X,X,O
ZLIJSTO,O,O,O,O,X,X,X,O,O
ZLIJSOT,O,O,O,O,O,X,X,O,X
ZLIJOTS,X,X,O,O,O,X,X,X,O
ZLIJOST,X,O,O,O,O,X,X,O,X
ZLISTJO,O,O,O,O,X,X,O,O,O
ZLISTOJ,O,O,O,O,X,X,O,O,X
ZLISJTO,O,O,O,O,X,X,O,O,O
ZLISJOT,O,O,O,O,O,X,X,O,X
ZLISOTJ,O,O,X,O,O,X,O,O,X
ZLISOJT,O,O,O,O,O,X,X,O,X
ZLIOTJS,X,X,O,O,O,X,X,X,O
ZLIOTSJ,X,X,O,O,O,X,X,X,X
ZLIOJTS,X,X,O,O,O,X,X,X,O
ZLIOJST,X,O,O,O,O,X,X,O,X
ZLIOSTJ,X,O,X,O,O,X,X,O,X
ZLIOSJT,X,O,O,O,O,X,X,O,X
ZLJTISO,O,X,O,O,X,X,X,O,O
ZLJTIOS,X,X,O,X,O,X,X,X,O
ZLJTSIO,O,X,O,O,X,X,X,O,O
ZLJTSOI,O,X,O,O,X,X,X,O,O
ZLJTOIS,X,X,O,X,O,X,X,X,O
ZLJTOSI,X,X,O,X,O,X,X,X,O
ZLJITSO,O,X,O,O,X,X,X,O,O
ZLJITOS,X,X,O,X,O,X,X,X,O
ZLJISTO,O,O,O,O,X,X,X,O,O
ZLJISOT,O,O,O,O,O,X,X,O,X
ZLJIOTS,X,X,O,O,O,X,X,X,O
ZLJIOST,X,O,O,O,O,X,X,O,X
ZLJSTIO,O,O,O,O,X,X,X,O,O
ZLJSTOI,O,O,O,O,X,X,X,O,O
ZLJSITO,O,O,O,O,X,X,X,O,O
ZLJSIOT,O,O,O,O,O,X,X,O,X
ZLJSOTI,O,O,X,O,O,X,X,O,X
ZLJSOIT,O,O,O,O,O,X,X,O,X
ZLJOTIS,X,X,O,O,O,X,X,X,O
ZLJOTSI,X,X,O,O,O,X,X,X,O
ZLJOITS,X,X,O,O,O,X,X,X,O
ZLJOIST,X,O,O,O,O,X,X,O,X
ZLJOSTI,X,O,X,O,O,X,X,O,X
ZLJOSIT,X,O,O,O,O,X,X,O,X
ZLSTIJO,O,O,O,O,X,X,O,O,O
ZLSTIOJ,O,O,O,O,X,X,O,O,X
ZLSTJIO,O,O,O,O,X,X,O,O,O
ZLSTJOI,O,O,O,O,X,X,O,O,O
ZLSTOIJ,O,O,O,O,X,X,O,O,X
ZLSTOJI,O,O,O,O,X,X,O,O,X
ZLSITJO,O,O,O,O,X,X,O,O,O
ZLSITOJ,O,O,O,O,X,X,O,O,X
ZLSIJTO,O,O,O,O,X,X,O,O,O
ZLSIJOT,O,O,O,O,O,X,X,O,X
ZLSIOTJ,O,O,X,O,O,X,O,O,X
ZLSIOJT,O,O,O,O,O,X,X,O,X
ZLSJTIO,O,O,O,O,X,X,O,O,O
ZLSJTOI,O,O,O,O,X,X,O,O,O
ZLSJITO,O,O,O,O,X,X,O,O,O
ZLSJIOT,O,O,O,O,O,X,X,O,X
ZLSJOTI,O,O,X,O,O,X,X,O,X
ZLSJOIT,O,O,O,O,O,X,X,O,X
ZLSOTIJ,O,O,X,O,O,X,O,O,X
ZLSOTJI,O,O,X,O,O,X,O,O,X
ZLSOITJ,O,O,X,O,O,X,O,O,X
ZLSOIJT,O,O,O,O,O,X,X,O,X
ZLSOJTI,O,O,X,O,O,X,X,O,X
ZLSOJIT,O,O,O,O,O,X,X,O,X
ZLOTIJS,X,X,O,O,O,X,X,X,O
ZLOTISJ,X,X,O,O,O,X,X,X,X
ZLOTJIS,X,X,O,O,O,X,X,X,O
ZLOTJSI,X,X,O,O,O,X,X,X,O
ZLOTSIJ,X,X,O,O,O,X,X,X,X
ZLOTSJI,X,X,O,O,O,X,X,X,X
ZLOITJS,X,X,O,O,O,X,X,X,O
ZLOITSJ,X,X,O,O,O,X,X,X,X
ZLOIJTS,X,X,O,O,O,X,X,X,O
ZLOIJST,X,O,O,O,O,X,X,O,X
ZLOISTJ,X,O,X,O,O,X,X,O,X
ZLOISJT,X,O,O,O,O,X,X,O,X
ZLOJTIS,X,X,O,O,O,X,X,X,O
ZLOJTSI,X,X,O,O,O,X,X,X,O
ZLOJITS,X,X,O,O,O,X,X,X,O
ZLOJIST,X,O,O,O,O,X,X,O,X
ZLOJSTI,X,O,X,O,O,X,X,O,X
ZLOJSIT,X,O,O,O,O,X,X,O,X
ZLOSTIJ,X,O,X,O,O,X,X,O,X
ZLOSTJI,X,O,X,O,O,X,X,O,X
ZLOSITJ,X,O,X,O,O,X,X,O,X
ZLOSIJT,X,O,O,O,O,X,X,O,X
ZLOSJTI,X,O,X,O,O,X,X,O,X
ZLOSJIT,X,O,O,O,O,X,X,O,X
ZJTILSO,O,X,O,O,X,X,O,O,O
ZJTILOS,X,X,O,X,O,X,O,X,O
ZJTISLO,O,X,O,O,X,X,O,O,X
ZJTISOL,O,X,O,O,X,X,O,O,X
ZJTIOLS,X,X,O,X,O,X,O,X,X
ZJTIOSL,O,X,O,X,X,X,O,O,X
ZJTLISO,O,X,O,O,X,X,O,O,O
ZJTLIOS,X,X,O,X,O,X,O,X,O
ZJTLSIO,O,X,O,O,X,X,O,O,O
ZJTLSOI,O,X,O,O,X,X,O,O,O
ZJTLOIS,X,X,O,X,O,X,O,X,O
ZJTLOSI,X,X,O,X,O,X,O,X,O
ZJTSILO,O,X,O,O,X,X,O,O,X
ZJTSIOL,O,X,O,O,X,X,O,O,X
ZJTSLIO,O,X,O,O,X,X,O,O,O
ZJTSLOI,O,X,O,X,X,X,O,O,O
ZJTSOIL,O,X,O,O,X,X,O,O,X
ZJTSOLI,O,X,O,X,X,X,O,O,X
ZJTOILS,X,X,O,X,O,X,O,X,X
ZJTOISL,O,X,O,X,X,X,O,O,X
ZJTOLIS,X,X,O,X,O,X,O,X,O
ZJTOLSI,X,X,O,X,O,X,O,X,O
ZJTOSIL,O,X,O,X,X,X,O,O,X
ZJTOSLI,O,X,O,X,X,X,O,O,X
ZJITLSO,O,X,O,O,X,X,O,O,O
ZJITLOS,X,X,O,X,O,X,O,X,O
ZJITSLO,O,X,O,O,X,X,O,O,X
ZJITSOL,O,X,O,O,X,X,O,O,X
ZJITOLS,X,X,O,X,O,X,O,X,X
ZJITOSL,O,X,O,X,X,X,O,O,X
ZJILTSO,O,X,O,O,X,X,X,O,O
ZJILTOS,X,X,O,X,O,X,X,X,O
ZJILSTO,O,O,O,O,X,X,X,O,O
ZJILSOT,O,O,O,O,O,X,X,O,X
ZJILOTS,X,X,O,O,O,X,X,X,O
ZJILOST,X,O,O,O,O,X,X,O,X
ZJISTLO,O,X,O,O,X,X,O,O,X
ZJISTOL,O,X,O,O,X,X,O,O,X
ZJISLTO,O,O,O,O,X,X,O,O,X
ZJISLOT,O,O,O,O,O,X,X,O,X
ZJISOTL,O,X,O,O,X,X,X,O,X
ZJISOLT,O,O,O,O,O,X,X,O,X
ZJIOTLS,X,X,O,O,O,X,X,X,X
ZJIOTSL,O,X,O,O,X,X,X,O,X
ZJIOLTS,X,X,O,O,O,X,X,X,X
ZJIOLST,X,O,O,O,O,X,X,O,X
ZJIOSTL,O,X,O,O,X,X,X,O,X
ZJIOSLT,O,O,O,O,O,X,X,O,X
ZJLTISO,O,X,O,O,X,X,X,O,O
ZJLTIOS,X,X,O,X,O,X,X,X,O
ZJLTSIO,O,X,O,O,X,X,X,O,O
ZJLTSOI,O,X,O,O,X,X,X,O,O
ZJLTOIS,X,X,O,X,O,X,X,X,O
ZJLTOSI,X,X,O,X,O,X,X,X,O
ZJLITSO,O,X,O,O,X,X,X,O,O
ZJLITOS,X,X,O,X,O,X,X,X,O
ZJLISTO,O,O,O,O,X,X,X,O,O
ZJLISOT,O,O,O,O,O,X,X,O,X
ZJLIOTS,X,X,O,O,O,X,X,X,O
ZJLIOST,X,O,O,O,O,X,X,O,X
ZJLSTIO,O,O,O,O,X,X,X,O,O
ZJLSTOI,O,O,O,O,X,X,X,O,O
ZJLSITO,O,O,O,O,X,X,X,O,O
ZJLSIOT,O,O,O,O,O,X,X,O,X
ZJLSOTI,O,O,X,O,O,X,X,O,X
ZJLSOIT,O,O,O,O,O,X,X,O,X
ZJLOTIS,X,X,O,O,O,X,X,X,O
ZJLOTSI,X,X,O,O,O,X,X,X,O
ZJLOITS,X,X,O,O,O,X,X,X,O
ZJLOIST,X,O,O,O,O,X,X,O,X
ZJLOSTI,X,O,X,O,O,X,X,O,X
ZJLOSIT,X,O,O,O,O,X,X,O,X
ZJSTILO,O,X,O,O,X,X,O,O,X
ZJSTIOL,O,X,O,O,X,X,O,O,X
ZJSTLIO,O,X,O,O,X,X,O,O,O
ZJSTLOI,O,X,O,X,X,X,O,O,O
ZJSTOIL,O,X,O,O,X,X,O,O,X
ZJSTOLI,O,X,O,O,X,X,O,O,X
ZJSITLO,O,X,O,O,X,X,O,O,X
ZJSITOL,O,X,O,O,X,X,O,O,X
ZJSILTO,O,O,O,O,X,X,O,O,X
ZJSILOT,O,O,O,O,O,X,X,O,X
ZJSIOTL,O,X,O,O,X,X,X,O,X
ZJSIOLT,O,O,O,O,O,X,X,O,X
ZJSLTIO,O,O,O,O,X,X,O,O,O
ZJSLTOI,O,O,O,O,X,X,O,O,O
ZJSLITO,O,O,O,O,X,X,O,O,O
ZJSLIOT,O,O,O,O,O,X,X,O,X
ZJSLOTI,O,O,X,O,O,X,X,O,X
ZJSLOIT,O,O,O,O,O,X,X,O,X
ZJSOTIL,O,X,O,O,X,X,X,O,X
ZJSOTLI,O,X,O,O,X,X,X,O,X
ZJSOITL,O,X,O,O,X,X,X,O,X
ZJSOILT,O,O,O,O,O,X,X,O,X
ZJSOLTI,O,O,X,O,O,X,X,O,X
ZJSOLIT,O,O,O,O,O,X,X,O,X
ZJOTILS,X,X,O,O,O,X,X,X,X
ZJOTISL,O,X,O,O,X,X,X,O,X
ZJOTLIS,X,X,O,O,O,X,X,X,O
ZJOTLSI,X,X,O,O,O,X,X,X,O
ZJOTSIL,O,X,O,O,X,X,X,O,X
ZJOTSLI,O,X,O,O,X,X,X,O,X
ZJOITLS,X,X,O,O,O,X,X,X,X
ZJOITSL,O,X,O,O,X,X,X,O,X
ZJOILTS,X,X,O,O,O,X,X,X,X
ZJOILST,X,O,O,O,O,X,X,O,X
ZJOISTL,O,X,O,O,X,X,X,O,X
ZJOISLT,O,O,O,O,O,X,X,O,X
