sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
LOTJISZ,O,O,O,O,O,X,X,X,O
LOTJIZS,O,O,O,O,O,X,O,X,O
LOTJSIZ,O,O,O,O,O,X,X,X,O
LOTJSZI,O,O,X,O,O,X,X,X,O
LOTJZIS,O,O,O,O,O,X,O,X,O
LOTJZSI,O,O,O,O,X,X,O,X,O
LOTSIJZ,O,O,O,O,O,X,X,X,X
LOTSIZJ,O,O,O,O,O,O,X,O,X
LOTSJIZ,O,O,O,O,O,X,X,X,X
LOTSJZI,O,O,X,O,O,X,X,X,X
LOTSZIJ,O,O,O,O,O,O,X,O,X
LOTSZJI,O,O,O,O,O,O,X,O,X
LOTZIJS,O,O,O,X,O,X,O,X,X
LOTZISJ,O,O,O,X,O,O,O,O,X
LOTZJIS,O,O,O,X,O,X,O,X,X
LOTZJSI,O,O,O,X,X,X,O,X,X
LOTZSIJ,O,O,O,X,O,O,O,O,X
LOTZSJI,O,O,O,X,O,O,O,O,X
LOITJSZ,O,O,O,O,O,X,X,X,O
LOITJZS,O,O,O,O,O,X,O,X,O
LOITSJZ,O,O,O,O,O,X,X,X,X
LOITSZJ,O,O,O,O,O,O,X,O,X
LOITZJS,O,O,O,X,O,X,O,X,X
LOITZSJ,O,O,O,X,O,O,O,O,X
LOIJTSZ,O,O,O,O,O,X,X,X,O
LOIJTZS,O,O,O,O,O,X,O,X,O
LOIJSTZ,O,O,X,O,O,X,X,X,O
LOIJSZT,O,O,X,O,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,O,X,O
LOIJZST,O,X,X,X,X,X,X,X,X
LOISTJZ,O,O,O,O,O,X,X,X,X
LOISTZJ,O,O,O,O,O,O,X,O,X
LOISJTZ,O,X,X,O,O,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,X
LOISZTJ,O,O,O,O,O,O,X,O,X
LOISZJT,O,X,X,O,X,X,X,X,X
LOIZTJS,O,X,O,X,O,X,O,X,X
LOIZTSJ,O,O,O,X,O,O,O,O,X
LOIZJTS,O,X,O,X,X,X,O,X,X
LOIZJST,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,O,X,O,O,X,O,X
LOIZSJT,O,X,X,X,X,X,X,X,X
LOJTISZ,O,O,O,O,O,X,X,X,O
LOJTIZS,O,O,O,O,O,X,O,X,O
LOJTSIZ,O,O,O,O,O,X,X,X,O
LOJTSZI,O,O,X,O,O,X,X,X,O
LOJTZIS,O,O,O,O,O,X,O,X,O
LOJTZSI,O,O,O,O,X,X,O,X,O
LOJITSZ,O,O,O,O,O,X,X,X,O
LOJITZS,O,O,O,O,O,X,O,X,O
LOJISTZ,O,O,X,O,O,X,X,X,O
LOJISZT,O,O,X,O,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,O,X,O
LOJIZST,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,X,O,O,X,X,X,O
LOJSTZI,O,O,X,O,O,X,X,X,O
LOJSITZ,O,O,X,O,O,X,X,X,O
LOJSIZT,O,O,X,O,X,X,X,X,X
LOJSZTI,O,O,X,O,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,O,X,O
LOJZTSI,O,X,O,X,X,X,O,X,O
LOJZITS,O,X,O,X,X,X,O,X,O
LOJZIST,O,X,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,O,X,X,X,X
LOSTIZJ,O,O,O,O,O,O,X,O,X
LOSTJIZ,O,O,O,O,O,X,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X,X
LOSTZIJ,O,O,O,O,O,O,X,O,X
LOSTZJI,O,O,O,O,O,O,X,O,X
LOSITJZ,O,O,O,O,O,X,X,X,X
LOSITZJ,O,O,O,O,O,O,X,O,X
LOSIJTZ,O,X,X,O,O,X,X,X,X
LOSIJZT,O,X,X,O,X,X,X,X,X
LOSIZTJ,O,O,O,O,O,O,X,O,X
LOSIZJT,O,X,X,O,X,X,X,X,X
LOSJTIZ,O,X,X,O,O,X,X,X,X
LOSJTZI,O,X,X,O,O,X,X,X,X
LOSJITZ,O,X,X,O,O,X,X,X,X
LOSJIZT,O,X,X,O,X,X,X,X,X
LOSJZTI,O,X,X,O,X,X,X,X,X
LOSJZIT,O,X,X,O,X,X,X,X,X
LOSZTIJ,O,O,O,O,O,O,X,O,X
LOSZTJI,O,O,O,O,O,O,X,O,X
LOSZITJ,O,O,O,O,O,O,X,O,X
LOSZIJT,O,X,X,O,X,X,X,X,X
LOSZJTI,O,X,X,O,X,X,X,X,X
LOSZJIT,O,X,X,O,X,X,X,X,X
LOZTIJS,O,X,O,X,O,X,O,X,X
LOZTISJ,O,O,O,X,O,O,O,O,X
LOZTJIS,O,X,O,X,O,X,O,X,X
LOZTJSI,O,X,O,X,X,X,O,X,X
LOZTSIJ,O,O,O,X,O,O,O,O,X
LOZTSJI,O,O,O,X,O,O,O,O,X
LOZITJS,O,X,O,X,O,X,O,X,X
LOZITSJ,O,O,O,X,O,O,O,O,X
LOZIJTS,O,X,O,X,X,X,O,X,X
LOZIJST,O,X,X,X,X,X,X,X,X
LOZISTJ,O,O,O,X,O,O,X,O,X
LOZISJT,O,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,X,X,O,X,X
LOZJTSI,O,X,O,X,X,X,O,X,X
LOZJITS,O,X,O,X,X,X,O,X,X
LOZJIST,O,X,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,X,O,O,X,O,X
LOZSTJI,O,O,O,X,O,O,X,O,X
LOZSITJ,O,O,O,X,O,O,X,O,X
LOZSIJT,O,X,X,X,X,X,X,X,X
LOZSJTI,O,X,X,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X,X
JTILSZO,O,O,X,O,O,X,X,X,O
JTILSOZ,O,O,O,O,O,X,X,X,O
JTILZSO,O,O,O,O,X,X,O,X,O
JTILZOS,O,O,O,O,O,X,O,X,O
JTILOSZ,O,O,O,O,O,X,X,X,O
JTILOZS,O,O,O,O,O,X,O,X,O
JTISLZO,O,O,X,O,O,X,X,X,O
JTISLOZ,O,O,X,O,O,X,X,X,O
JTISZLO,O,O,X,O,O,O,O,O,X
JTISZOL,O,O,X,O,X,O,O,O,O
JTISOLZ,O,O,X,O,O,X,X,X,O
JTISOZL,O,O,X,O,X,O,O,O,O
JTIZLSO,O,O,O,O,X,X,O,X,O
JTIZLOS,O,O,O,O,X,X,O,X,O
JTIZSLO,O,O,O,O,X,O,O,O,X
JTIZSOL,O,O,X,O,X,O,O,O,O
JTIZOLS,O,O,O,O,X,X,O,X,O
JTIZOSL,O,O,X,O,X,O,O,O,O
JTIOLSZ,O,O,O,O,O,X,X,X,O
JTIOLZS,O,O,O,O,O,X,O,X,O
JTIOSLZ,O,O,X,O,O,X,X,X,O
JTIOSZL,O,O,X,O,X,O,O,O,O
JTIOZLS,O,O,O,O,X,X,O,X,O
JTIOZSL,O,O,X,O,X,O,O,O,O
JTLISZO,O,O,X,O,O,X,X,X,O
JTLISOZ,O,O,O,O,O,X,X,X,O
JTLIZSO,O,O,O,O,X,X,O,X,O
JTLIZOS,O,O,O,O,O,X,O,X,O
JTLIOSZ,O,O,O,O,O,X,X,X,O
JTLIOZS,O,O,O,O,O,X,O,X,O
JTLSIZO,O,O,X,O,O,X,X,X,O
JTLSIOZ,O,O,O,O,O,X,X,X,O
JTLSZIO,O,O,X,O,O,X,X,X,O
JTLSZOI,O,O,X,O,O,X,X,X,O
JTLSOIZ,O,O,O,O,O,X,X,X,O
JTLSOZI,O,O,X,O,O,X,X,X,O
JTLZISO,O,O,O,O,X,X,O,X,O
JTLZIOS,O,O,O,O,O,X,O,X,O
JTLZSIO,O,O,O,O,X,X,O,X,O
JTLZSOI,O,O,O,O,X,X,O,X,O
JTLZOIS,O,O,O,O,O,X,O,X,O
JTLZOSI,O,O,O,O,X,X,O,X,O
JTLOISZ,O,O,O,O,O,X,X,X,O
JTLOIZS,O,O,O,O,O,X,O,X,O
JTLOSIZ,O,O,O,O,O,X,X,X,O
JTLOSZI,O,O,X,O,O,X,X,X,O
JTLOZIS,O,O,O,O,O,X,O,X,O
JTLOZSI,O,O,O,O,X,X,O,X,O
JTSILZO,O,O,X,O,O,X,X,X,O
JTSILOZ,O,O,X,O,O,X,X,X,O
JTSIZLO,O,O,X,O,O,O,O,O,X
JTSIZOL,O,O,X,O,X,O,O,O,O
JTSIOLZ,O,O,X,O,O,X,X,X,O
JTSIOZL,O,O,X,O,X,O,O,O,O
JTSLIZO,O,O,X,O,O,X,X,X,O
JTSLIOZ,O,O,X,O,O,X,X,X,O
JTSLZIO,O,O,X,O,O,X,X,X,O
JTSLZOI,O,O,X,O,O,X,X,X,O
JTSLOIZ,O,O,X,O,O,X,X,X,O
JTSLOZI,O,O,X,O,O,X,X,X,O
JTSZILO,O,O,X,O,O,O,O,O,X
JTSZIOL,O,O,X,O,X,O,O,O,O
JTSZLIO,O,O,X,O,O,O,O,O,X
JTSZLOI,O,O,X,O,O,O,O,O,X
JTSZOIL,O,O,X,O,X,O,O,O,O
JTSZOLI,O,O,X,O,X,O,O,O,X
JTSOILZ,O,O,X,O,O,X,X,X,O
JTSOIZL,O,O,X,O,X,O,O,O,O
JTSOLIZ,O,O,X,O,O,X,X,X,O
JTSOLZI,O,O,X,O,O,X,X,X,O
JTSOZIL,O,O,X,O,X,O,O,O,O
JTSOZLI,O,O,X,O,X,O,O,O,X
JTZILSO,O,O,O,O,X,X,O,X,O
JTZILOS,O,O,O,O,X,X,O,X,O
JTZISLO,O,O,O,O,X,O,O,O,X
JTZISOL,O,O,X,O,X,O,O,O,O
JTZIOLS,O,O,O,O,X,X,O,X,O
JTZIOSL,O,O,X,O,X,O,O,O,O
JTZLISO,O,O,O,O,X,X,O,X,O
JTZLIOS,O,O,O,O,X,X,O,X,O
JTZLSIO,O,O,O,O,X,X,O,X,O
JTZLSOI,O,O,O,O,X,X,O,X,O
JTZLOIS,O,O,O,O,X,X,O,X,O
JTZLOSI,O,O,O,O,X,X,O,X,O
JTZSILO,O,O,O,O,X,O,O,O,X
JTZSIOL,O,O,X,O,X,O,O,O,O
JTZSLIO,O,O,O,O,X,O,O,O,X
JTZSLOI,O,O,O,O,X,O,O,O,X
JTZSOIL,O,O,X,O,X,O,O,O,O
JTZSOLI,O,O,X,O,X,O,O,O,X
JTZOILS,O,O,O,O,X,X,O,X,O
JTZOISL,O,O,X,O,X,O,O,O,O
JTZOLIS,O,O,O,O,X,X,O,X,O
JTZOLSI,O,O,O,O,X,X,O,X,O
JTZOSIL,O,O,X,O,X,O,O,O,O
JTZOSLI,O,O,X,O,X,O,O,O,X
JTOILSZ,O,O,O,O,O,X,X,X,O
JTOILZS,O,O,O,O,O,X,O,X,O
JTOISLZ,O,O,X,O,O,X,X,X,O
JTOISZL,O,O,X,O,X,O,O,O,O
JTOIZLS,O,O,O,O,X,X,O,X,O
JTOIZSL,O,O,X,O,X,O,O,O,O
JTOLISZ,O,O,O,O,O,X,X,X,O
JTOLIZS,O,O,O,O,O,X,O,X,O
JTOLSIZ,O,O,O,O,O,X,X,X,O
JTOLSZI,O,O,X,O,O,X,X,X,O
JTOLZIS,O,O,O,O,O,X,O,X,O
JTOLZSI,O,O,O,O,X,X,O,X,O
JTOSILZ,O,O,X,O,O,X,X,X,O
JTOSIZL,O,O,X,O,X,O,O,O,O
JTOSLIZ,O,O,X,O,O,X,X,X,O
JTOSLZI,O,O,X,O,O,X,X,X,O
JTOSZIL,O,O,X,O,X,O,O,O,O
JTOSZLI,O,O,X,O,X,O,O,O,X
JTOZILS,O,O,O,O,X,X,O,X,O
JTOZISL,O,O,X,O,X,O,O,O,O
JTOZLIS,O,O,O,O,X,X,O,X,O
JTOZLSI,O,O,O,O,X,X,O,X,O
JTOZSIL,O,O,X,O,X,O,O,O,O
JTOZSLI,O,O,X,O,X,O,O,O,X
JITLSZO,O,O,X,O,O,X,X,X,O
JITLSOZ,O,O,O,O,O,X,X,X,O
JITLZSO,O,O,O,O,X,X,O,X,O
JITLZOS,O,O,O,O,O,X,O,X,O
JITLOSZ,O,O,O,O,O,X,X,X,O
JITLOZS,O,O,O,O,O,X,O,X,O
JITSLZO,O,O,X,O,O,X,X,X,O
JITSLOZ,O,O,X,O,O,X,X,X,O
JITSZLO,O,O,X,O,O,O,O,O,X
JITSZOL,O,O,X,O,X,O,O,O,O
JITSOLZ,O,O,X,O,O,X,X,X,O
JITSOZL,O,O,X,O,X,O,O,O,O
JITZLSO,O,O,O,O,X,X,O,X,O
JITZLOS,O,O,O,O,X,X,O,X,O
JITZSLO,O,O,O,O,X,O,O,O,X
JITZSOL,O,O,X,O,X,O,O,O,O
JITZOLS,O,O,O,O,X,X,O,X,O
JITZOSL,O,O,X,O,X,O,O,O,O
JITOLSZ,O,O,O,O,O,X,X,X,O
JITOLZS,O,O,O,O,O,X,O,X,O
JITOSLZ,O,O,X,O,O,X,X,X,O
JITOSZL,O,O,X,O,X,O,O,O,O
JITOZLS,O,O,O,O,X,X,O,X,O
JITOZSL,O,O,X,O,X,O,O,O,O
JILTSZO,O,O,X,O,O,X,X,X,O
JILTSOZ,O,O,O,O,O,X,X,X,O
JILTZSO,O,O,O,O,X,X,O,X,O
JILTZOS,O,O,O,O,O,X,O,X,O
JILTOSZ,O,O,O,O,O,X,X,X,O
JILTOZS,O,O,O,O,O,X,O,X,O
JILSTZO,O,O,X,O,O,X,X,X,O
JILSTOZ,O,O,X,O,O,X,X,X,O
JILSZTO,O,O,X,O,X,X,X,X,O
JILSZOT,O,O,X,O,X,X,X,X,X
JILSOTZ,O,O,X,O,O,X,X,X,O
JILSOZT,O,O,X,O,X,X,X,X,X
JILZTSO,O,O,O,X,X,X,O,X,O
JILZTOS,O,O,O,X,X,X,O,X,O
JILZSTO,O,O,X,X,X,X,X,X,O
JILZSOT,O,O,X,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,O,X,O
JILZOST,O,X,X,X,X,X,X,X,X
JILOTSZ,O,O,O,O,O,X,X,X,O
JILOTZS,O,O,O,O,O,X,O,X,O
JILOSTZ,O,O,X,O,O,X,X,X,O
JILOSZT,O,O,X,O,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,O,X,O
JILOZST,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,O,O,X,X,X,O
JISTLOZ,O,O,X,O,O,X,X,X,O
JISTZLO,O,O,X,O,O,O,O,O,X
JISTZOL,O,O,X,O,X,O,O,O,O
JISTOLZ,O,O,X,O,O,X,X,X,O
JISTOZL,O,O,X,O,X,O,O,O,O
JISLTZO,O,O,X,O,O,X,X,X,O
JISLTOZ,O,O,X,O,O,X,X,X,O
JISLZTO,X,O,X,O,X,X,X,O,O
JISLZOT,X,O,X,O,X,X,X,X,X
JISLOTZ,O,O,X,O,O,X,X,X,O
JISLOZT,X,O,X,O,X,X,X,X,X
JISZTLO,X,O,X,O,X,O,O,O,X
JISZTOL,X,O,X,O,X,O,O,O,X
JISZLTO,X,O,X,O,X,X,X,O,X
JISZLOT,X,O,X,O,X,X,X,X,X
JISZOTL,X,O,X,O,X,O,O,O,X
JISZOLT,X,O,X,O,X,X,X,X,X
JISOTLZ,O,O,X,O,O,X,X,X,O
JISOTZL,O,O,X,O,X,O,O,O,O
JISOLTZ,O,O,X,O,O,X,X,X,O
JISOLZT,X,O,X,O,X,X,X,X,X
JISOZTL,X,O,X,O,X,O,O,O,X
JISOZLT,X,O,X,O,X,X,X,X,X
JIZTLSO,O,O,O,O,X,X,O,X,O
JIZTLOS,O,O,O,O,X,X,O,X,O
JIZTSLO,O,O,O,O,X,O,O,O,X
JIZTSOL,O,O,X,O,X,O,O,O,O
JIZTOLS,O,O,O,O,X,X,O,X,O
JIZTOSL,O,O,X,O,X,O,O,O,O
JIZLTSO,O,O,O,X,X,X,O,X,O
JIZLTOS,O,O,O,X,X,X,O,X,O
JIZLSTO,O,O,X,X,X,X,X,X,O
JIZLSOT,O,O,X,X,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,O,X,O
JIZLOST,O,X,X,X,X,X,X,X,X
JIZSTLO,X,O,X,O,X,O,O,O,X
JIZSTOL,X,O,X,O,X,O,O,O,X
JIZSLTO,X,O,X,O,X,X,X,O,X
JIZSLOT,X,O,X,O,X,X,X,X,X
JIZSOTL,X,O,X,O,X,O,O,O,X
JIZSOLT,X,O,X,O,X,X,X,X,X
JIZOTLS,O,O,O,O,X,X,O,X,O
JIZOTSL,O,O,X,O,X,O,O,O,O
JIZOLTS,O,X,O,X,X,X,O,X,O
JIZOLST,O,X,X,X,X,X,X,X,X
JIZOSTL,X,O,X,O,X,O,O,O,X
JIZOSLT,X,O,X,O,X,X,X,X,X
JIOTLSZ,O,O,O,O,O,X,X,X,O
JIOTLZS,O,O,O,O,O,X,O,X,O
JIOTSLZ,O,O,X,O,O,X,X,X,O
JIOTSZL,O,O,X,O,X,O,O,O,O
JIOTZLS,O,O,O,O,X,X,O,X,O
JIOTZSL,O,O,X,O,X,O,O,O,O
JIOLTSZ,O,O,O,O,O,X,X,X,O
JIOLTZS,O,O,O,O,O,X,O,X,O
JIOLSTZ,O,O,X,O,O,X,X,X,O
JIOLSZT,O,O,X,O,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,O,X,O
JIOLZST,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,O,X,X,X,O
JIOSTZL,O,O,X,O,X,O,O,O,O
JIOSLTZ,O,O,X,O,O,X,X,X,O
JIOSLZT,X,O,X,O,X,X,X,X,X
JIOSZTL,X,O,X,O,X,O,O,O,X
JIOSZLT,X,O,X,O,X,X,X,X,X
JIOZTLS,O,O,O,O,X,X,O,X,O
JIOZTSL,O,O,X,O,X,O,O,O,O
JIOZLTS,O,X,O,X,X,X,O,X,O
JIOZLST,O,X,X,X,X,X,X,X,X
JIOZSTL,X,O,X,O,X,O,O,O,X
JIOZSLT,X,O,X,O,X,X,X,X,X
JLTISZO,O,O,X,O,O,X,X,X,O
JLTISOZ,O,O,O,O,O,X,X,X,O
JLTIZSO,O,O,O,O,X,X,O,X,O
JLTIZOS,O,O,O,O,O,X,O,X,O
JLTIOSZ,O,O,O,O,O,X,X,X,O
JLTIOZS,O,O,O,O,O,X,O,X,O
JLTSIZO,O,O,X,O,O,X,X,X,O
JLTSIOZ,O,O,O,O,O,X,X,X,O
JLTSZIO,O,O,X,O,O,X,X,X,O
JLTSZOI,O,O,X,O,O,X,X,X,O
JLTSOIZ,O,O,O,O,O,X,X,X,O
JLTSOZI,O,O,X,O,O,X,X,X,O
JLTZISO,O,O,O,O,X,X,O,X,O
JLTZIOS,O,O,O,O,O,X,O,X,O
JLTZSIO,O,O,O,O,X,X,O,X,O
JLTZSOI,O,O,O,O,X,X,O,X,O
JLTZOIS,O,O,O,O,O,X,O,X,O
JLTZOSI,O,O,O,O,X,X,O,X,O
JLTOISZ,O,O,O,O,O,X,X,X,O
JLTOIZS,O,O,O,O,O,X,O,X,O
JLTOSIZ,O,O,O,O,O,X,X,X,O
JLTOSZI,O,O,X,O,O,X,X,X,O
JLTOZIS,O,O,O,O,O,X,O,X,O
JLTOZSI,O,O,O,O,X,X,O,X,O
JLITSZO,O,O,X,O,O,X,X,X,O
JLITSOZ,O,O,O,O,O,X,X,X,O
JLITZSO,O,O,O,O,X,X,O,X,O
JLITZOS,O,O,O,O,O,X,O,X,O
JLITOSZ,O,O,O,O,O,X,X,X,O
JLITOZS,O,O,O,O,O,X,O,X,O
JLISTZO,O,O,X,O,O,X,X,X,O
JLISTOZ,O,O,X,O,O,X,X,X,O
JLISZTO,O,O,X,O,X,X,X,X,O
JLISZOT,O,O,X,O,X,X,X,X,X
JLISOTZ,O,O,X,O,O,X,X,X,O
JLISOZT,O,O,X,O,X,X,X,X,X
JLIZTSO,O,O,O,X,X,X,O,X,O
JLIZTOS,O,O,O,X,X,X,O,X,O
JLIZSTO,O,O,X,X,X,X,X,X,O
JLIZSOT,O,O,X,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,O,X,O
JLIZOST,O,X,X,X,X,X,X,X,X
JLIOTSZ,O,O,O,O,O,X,X,X,O
JLIOTZS,O,O,O,O,O,X,O,X,O
JLIOSTZ,O,O,X,O,O,X,X,X,O
JLIOSZT,O,O,X,O,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,O,X,O
JLIOZST,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,O,X,X,X,O
JLSTIOZ,O,O,X,O,O,X,X,X,O
JLSTZIO,O,O,X,O,O,X,X,X,O
JLSTZOI,O,O,X,O,O,X,X,X,O
JLSTOIZ,O,O,X,O,O,X,X,X,O
JLSTOZI,O,O,X,O,O,X,X,X,O
JLSITZO,O,O,X,O,O,X,X,X,O
JLSITOZ,O,O,X,O,O,X,X,X,O
JLSIZTO,O,O,X,O,X,X,X,X,O
JLSIZOT,O,O,X,O,X,X,X,X,X
JLSIOTZ,O,O,X,O,O,X,X,X,O
JLSIOZT,O,O,X,O,X,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X,O
JLSZTOI,O,O,X,O,X,X,X,X,O
JLSZITO,O,O,X,O,X,X,X,X,O
JLSZIOT,O,O,X,O,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X,X
JLSOTIZ,O,O,X,O,O,X,X,X,O
JLSOTZI,O,O,X,O,O,X,X,X,O
JLSOITZ,O,O,X,O,O,X,X,X,O
JLSOIZT,O,O,X,O,X,X,X,X,X
JLSOZTI,O,O,X,O,X,X,X,X,X
JLSOZIT,O,O,X,O,X,X,X,X,X
JLZTISO,O,O,O,X,X,X,O,X,O
JLZTIOS,O,O,O,X,X,X,O,X,O
JLZTSIO,O,O,O,X,X,X,O,X,O
JLZTSOI,O,O,O,X,X,X,O,X,O
JLZTOIS,O,O,O,X,X,X,O,X,O
JLZTOSI,O,O,O,X,X,X,O,X,O
JLZITSO,O,O,O,X,X,X,O,X,O
JLZITOS,O,O,O,X,X,X,O,X,O
JLZISTO,O,O,X,X,X,X,X,X,O
JLZISOT,O,O,X,X,X,X,X,X,X
JLZIOTS,O,X,O,X,X,X,O,X,O
JLZIOST,O,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X,X,O
JLZSTOI,O,O,X,X,X,X,X,X,O
JLZSITO,O,O,X,X,X,X,X,X,O
JLZSIOT,O,O,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,O,X,O
JLZOTSI,O,X,O,X,X,X,O,X,O
JLZOITS,O,X,O,X,X,X,O,X,O
JLZOIST,O,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X
JLOTISZ,O,O,O,O,O,X,X,X,O
JLOTIZS,O,O,O,O,O,X,O,X,O
JLOTSIZ,O,O,O,O,O,X,X,X,O
JLOTSZI,O,O,X,O,O,X,X,X,O
JLOTZIS,O,O,O,O,O,X,O,X,O
JLOTZSI,O,O,O,O,X,X,O,X,O
JLOITSZ,O,O,O,O,O,X,X,X,O
JLOITZS,O,O,O,O,O,X,O,X,O
JLOISTZ,O,O,X,O,O,X,X,X,O
JLOISZT,O,O,X,O,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,O,X,O
JLOIZST,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,X,O,O,X,X,X,O
JLOSTZI,O,O,X,O,O,X,X,X,O
JLOSITZ,O,O,X,O,O,X,X,X,O
JLOSIZT,O,O,X,O,X,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,O,X,O
JLOZTSI,O,X,O,X,X,X,O,X,O
JLOZITS,O,X,O,X,X,X,O,X,O
JLOZIST,O,X,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,O,X,X,X,O
JSTILOZ,O,O,X,O,O,X,X,X,O
JSTIZLO,O,O,X,O,O,O,O,O,X
JSTIZOL,O,O,X,O,X,O,O,O,O
JSTIOLZ,O,O,X,O,O,X,X,X,O
JSTIOZL,O,O,X,O,X,O,O,O,O
JSTLIZO,O,O,X,O,O,X,X,X,O
JSTLIOZ,O,O,X,O,O,X,X,X,O
JSTLZIO,O,O,X,O,O,X,X,X,O
JSTLZOI,O,O,X,O,O,X,X,X,O
JSTLOIZ,O,O,X,O,O,X,X,X,O
JSTLOZI,O,O,X,O,O,X,X,X,O
JSTZILO,O,O,X,O,O,O,O,O,X
JSTZIOL,O,O,X,O,X,O,O,O,O
JSTZLIO,O,O,X,O,O,O,O,O,X
JSTZLOI,O,O,X,O,O,O,O,O,X
JSTZOIL,O,O,X,O,X,O,O,O,O
JSTZOLI,O,O,X,O,X,O,O,O,X
JSTOILZ,O,O,X,O,O,X,X,X,O
JSTOIZL,O,O,X,O,X,O,O,O,O
JSTOLIZ,O,O,X,O,O,X,X,X,O
JSTOLZI,O,O,X,O,O,X,X,X,O
JSTOZIL,O,O,X,O,X,O,O,O,O
JSTOZLI,O,O,X,O,X,O,O,O,X
JSITLZO,O,O,X,O,O,X,X,X,O
JSITLOZ,O,O,X,O,O,X,X,X,O
JSITZLO,O,O,X,O,O,O,O,O,X
JSITZOL,O,O,X,O,X,O,O,O,O
JSITOLZ,O,O,X,O,O,X,X,X,O
JSITOZL,O,O,X,O,X,O,O,O,O
JSILTZO,O,O,X,O,O,X,X,X,O
JSILTOZ,O,O,X,O,O,X,X,X,O
JSILZTO,X,O,X,O,X,X,X,O,O
JSILZOT,X,O,X,O,X,X,X,X,X
JSILOTZ,O,O,X,O,O,X,X,X,O
JSILOZT,X,O,X,O,X,X,X,X,X
JSIZTLO,X,O,X,O,X,O,O,O,X
JSIZTOL,X,O,X,O,X,O,O,O,X
JSIZLTO,X,O,X,O,X,X,X,O,X
JSIZLOT,X,O,X,O,X,X,X,X,X
JSIZOTL,X,O,X,O,X,O,O,O,X
JSIZOLT,X,O,X,O,X,X,X,X,X
JSIOTLZ,O,O,X,O,O,X,X,X,O
JSIOTZL,O,O,X,O,X,O,O,O,O
JSIOLTZ,O,O,X,O,O,X,X,X,O
JSIOLZT,X,O,X,O,X,X,X,X,X
JSIOZTL,X,O,X,O,X,O,O,O,X
JSIOZLT,X,O,X,O,X,X,X,X,X
