sequence,v115@QhC8BeG8GeB8Jei/IvhFzgBFiBXjBUlBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFigBUiBFjB3lBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFChBxiB0qBeqBlrB3sB,v115@QhC8BeG8GeB8JeT/IvhFOlBFjBCmB/sB0rBRvB,v115@QhC8BeG8GeB8Je2EJvhF8lBzhBXjBFlBSxBRvB,v115@QhC8BeG8GeB8JeRAJvhFFjB0qB/pBurBiqBTsB,v115@QhC8BeG8GeB8Je2EJvhFChBxiB0qBlrB3sBzpB,v115@QhC8BeG8GeB8Jex/IvhF8lBzhBXjB2vBlpBSxB
JTZSOLI,O,O,X,X,O,O,O,X
JTZOILS,X,X,X,X,X,O,X,X
JTZOISL,X,O,X,X,X,O,X,X
JTZOLIS,O,X,X,X,X,O,X,X
JTZOLSI,O,X,X,X,X,O,O,X
JTZOSIL,X,O,X,X,O,O,O,X
JTZOSLI,O,O,X,X,O,O,O,X
JTOILSZ,O,X,X,O,X,X,X,X
JTOILZS,X,X,X,O,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X
JTOISZL,X,O,X,X,O,X,X,X
JTOIZLS,X,X,X,O,X,X,X,X
JTOIZSL,X,O,X,X,O,X,X,X
JTOLISZ,X,X,X,O,X,X,X,X
JTOLIZS,X,X,X,O,X,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,X
JTOLSZI,O,X,X,O,X,X,X,X
JTOLZIS,X,X,X,O,X,X,X,X
JTOLZSI,X,X,X,O,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X
JTOSIZL,X,O,X,X,O,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X
JTOSZIL,X,O,X,X,O,X,X,O
JTOSZLI,X,O,X,X,O,X,X,O
JTOZILS,X,X,X,X,X,X,X,O
JTOZISL,X,O,X,X,X,X,X,O
JTOZLIS,X,X,X,X,X,X,X,O
JTOZLSI,X,X,X,X,X,X,X,O
JTOZSIL,X,O,X,X,O,X,X,O
JTOZSLI,X,O,X,X,O,X,X,O
JITLSZO,O,X,X,O,X,X,X,X
JITLSOZ,O,X,X,O,X,X,X,X
JITLZSO,O,X,X,O,X,X,X,X
JITLZOS,O,X,X,O,X,X,X,X
JITLOSZ,O,X,X,O,X,X,X,X
JITLOZS,X,X,X,O,X,X,X,X
JITSLZO,O,O,X,O,X,X,X,X
JITSLOZ,O,O,X,O,X,X,X,X
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,O,O,X,X,O,X,X,X
JITSOLZ,O,O,X,O,X,X,X,X
JITSOZL,X,O,X,X,O,X,X,X
JITZLSO,O,X,X,O,X,X,X,X
JITZLOS,O,X,X,O,X,X,X,X
JITZSLO,O,O,X,X,X,X,O,X
JITZSOL,O,O,X,X,O,X,O,X
JITZOLS,O,X,X,O,X,X,X,X
JITZOSL,O,O,X,X,O,X,X,X
JITOLSZ,O,X,X,O,X,X,X,X
JITOLZS,X,X,X,O,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X
JITOSZL,X,O,X,X,O,X,X,X
JITOZLS,X,X,X,O,X,X,X,X
JITOZSL,X,O,X,X,O,X,X,X
JILTSZO,O,X,X,O,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,X
JILTZSO,O,X,X,O,X,X,X,X
JILTZOS,O,X,X,O,X,X,X,X
JILTOSZ,O,X,X,O,X,X,X,X
JILTOZS,X,X,X,O,X,X,X,X
JILSTZO,O,X,X,O,X,X,X,X
JILSTOZ,O,X,X,O,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X
JILSZOT,O,X,X,O,O,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X
JILSOZT,X,X,X,O,O,X,X,X
JILZTSO,O,X,X,O,X,X,X,X
JILZTOS,O,X,X,O,X,X,X,X
JILZSTO,O,X,X,O,X,X,O,X
JILZSOT,O,X,X,O,O,X,X,X
JILZOTS,O,X,X,O,X,X,X,X
JILZOST,O,X,X,O,O,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X
JILOTZS,X,X,X,O,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X
JILOSZT,X,X,X,O,O,X,X,X
JILOZTS,X,X,X,O,X,X,X,X
JILOZST,X,X,X,O,O,X,X,X
JISTLZO,O,O,X,O,X,X,X,X
JISTLOZ,O,O,X,O,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X
JISTOZL,X,O,X,X,O,X,X,X
JISLTZO,O,O,X,O,X,X,X,X
JISLTOZ,O,O,X,O,X,X,X,X
JISLZTO,O,O,X,O,X,X,X,X
JISLZOT,O,O,X,O,O,X,X,X
JISLOTZ,O,O,X,O,X,X,X,X
JISLOZT,X,O,X,O,O,X,X,X
JISZTLO,O,O,X,X,X,X,O,X
JISZTOL,O,O,X,X,O,X,O,X
JISZLTO,O,O,X,X,X,X,O,X
JISZLOT,O,O,X,X,O,X,X,X
JISZOTL,O,O,X,X,O,X,O,X
JISZOLT,O,O,X,X,O,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X
JISOTZL,X,O,X,X,O,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X
JISOLZT,X,O,X,O,O,X,X,X
JISOZTL,X,O,X,X,O,X,X,O
JISOZLT,X,O,X,X,O,X,X,X
JIZTLSO,O,X,O,O,X,X,O,X
JIZTLOS,O,X,O,O,X,X,X,X
JIZTSLO,O,O,O,X,X,X,O,X
JIZTSOL,O,O,O,X,O,X,O,X
JIZTOLS,O,X,O,O,X,X,X,X
JIZTOSL,O,O,O,X,O,X,X,X
JIZLTSO,O,X,O,O,X,X,O,X
JIZLTOS,O,X,O,O,X,X,X,X
JIZLSTO,O,X,O,O,X,X,O,X
JIZLSOT,O,X,O,O,O,X,X,X
JIZLOTS,O,X,O,O,X,X,X,X
JIZLOST,O,X,O,O,O,X,X,X
JIZSTLO,O,O,O,X,X,X,O,X
JIZSTOL,O,O,O,X,O,X,O,X
JIZSLTO,O,O,O,X,X,X,O,X
JIZSLOT,O,O,O,X,O,X,X,X
JIZSOTL,O,O,O,X,O,X,O,X
JIZSOLT,O,O,O,X,O,X,X,X
JIZOTLS,O,X,O,O,X,X,X,X
JIZOTSL,O,O,O,X,O,X,X,X
JIZOLTS,O,X,O,O,X,X,X,X
JIZOLST,O,X,O,O,O,X,X,X
JIZOSTL,O,O,O,X,O,X,O,X
JIZOSLT,O,O,O,X,O,X,X,X
JIOTLSZ,O,X,X,O,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X
JIOTSZL,X,O,X,X,O,X,X,X
JIOTZLS,X,X,X,O,X,X,X,X
JIOTZSL,X,O,X,X,O,X,X,X
JIOLTSZ,O,X,X,O,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X
JIOLSZT,X,X,X,O,O,X,X,X
JIOLZTS,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,O,O,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X
JIOSTZL,X,O,X,X,O,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X
JIOSLZT,X,O,X,O,O,X,X,X
JIOSZTL,X,O,X,X,O,X,X,O
JIOSZLT,X,O,X,X,O,X,X,X
JIOZTLS,X,X,O,O,X,X,X,O
JIOZTSL,X,O,O,X,O,X,X,O
JIOZLTS,X,X,O,O,X,X,X,X
JIOZLST,X,X,O,O,O,X,X,X
JIOZSTL,X,O,O,X,O,X,O,O
JIOZSLT,X,O,O,X,O,X,X,X
JLTISZO,O,X,X,O,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,X
JLTIZSO,O,X,X,O,X,X,X,X
JLTIZOS,O,X,X,O,X,X,X,X
JLTIOSZ,O,X,X,O,X,X,X,X
JLTIOZS,X,X,X,O,X,X,X,X
JLTSIZO,O,X,X,O,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,X,X
JLTSZIO,O,X,X,O,X,X,X,X
JLTSZOI,O,X,X,O,X,X,X,X
JLTSOIZ,O,X,X,O,X,X,X,X
JLTSOZI,O,X,X,O,X,X,X,X
JLTZISO,O,X,X,O,X,X,X,X
JLTZIOS,O,X,X,O,X,X,X,X
JLTZSIO,O,X,X,O,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,X
JLTZOSI,O,X,X,O,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X
JLTOIZS,X,X,X,O,X,X,X,X
JLTOSIZ,O,X,X,O,X,X,X,X
JLTOSZI,O,X,X,O,X,X,X,X
JLTOZIS,X,X,X,O,X,X,X,X
JLTOZSI,X,X,X,O,X,X,X,X
JLITSZO,O,X,X,O,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,X
JLITZSO,O,X,X,O,X,X,X,X
JLITZOS,O,X,X,O,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X
JLITOZS,X,X,X,O,X,X,X,X
JLISTZO,O,X,X,O,X,X,X,X
JLISTOZ,O,X,X,O,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X
JLISZOT,O,X,X,O,O,X,X,X
JLISOTZ,O,X,X,O,X,X,X,X
JLISOZT,X,X,X,O,O,X,X,X
JLIZTSO,O,X,X,O,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X
JLIZSTO,O,X,X,O,X,X,O,X
JLIZSOT,O,X,X,O,O,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X
JLIZOST,O,X,X,O,O,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X
JLIOTZS,X,X,X,O,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X
JLIOSZT,X,X,X,O,O,X,X,X
JLIOZTS,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,O,O,X,X,X
JLSTIZO,O,X,X,O,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,X
JLSTZIO,O,X,X,O,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,X,X
JLSTOZI,O,X,X,O,X,X,X,X
JLSITZO,O,X,X,O,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X
JLSIZOT,O,X,X,O,O,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X
JLSIOZT,X,X,X,O,O,X,X,X
JLSZTIO,O,X,X,O,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X
JLSZITO,O,X,X,O,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X
JLSZOTI,O,X,X,O,O,X,X,X
JLSZOIT,X,X,X,X,O,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,X
JLSOTZI,O,X,X,O,X,X,X,X
JLSOITZ,X,X,X,O,X,X,X,X
JLSOIZT,X,X,X,O,O,X,X,X
JLSOZTI,X,X,X,O,O,X,X,O
JLSOZIT,X,X,X,X,O,X,X,X
JLZTISO,O,X,X,O,X,X,O,X
JLZTIOS,O,X,X,O,X,X,X,X
JLZTSIO,O,X,X,O,X,X,O,X
JLZTSOI,O,X,X,O,X,X,O,X
JLZTOIS,O,X,X,O,X,X,X,X
JLZTOSI,O,X,X,O,X,X,O,X
JLZITSO,O,X,X,O,X,X,O,X
JLZITOS,O,X,X,O,X,X,X,X
JLZISTO,O,X,X,O,X,X,O,X
JLZISOT,O,X,X,O,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,X
JLZSTIO,O,X,X,O,X,X,O,X
JLZSTOI,O,X,X,O,X,X,O,X
JLZSITO,O,X,X,O,X,X,O,X
JLZSIOT,O,X,X,O,X,X,X,X
JLZSOTI,O,X,X,O,O,X,X,X
JLZSOIT,X,X,X,X,O,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X
JLZOTSI,O,X,X,O,X,X,O,X
JLZOITS,X,X,X,O,X,X,X,X
JLZOIST,X,X,X,O,X,X,X,X
JLZOSTI,O,X,X,O,O,X,X,X
JLZOSIT,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X
JLOTIZS,X,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X
JLOTZIS,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,O,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X
JLOISZT,X,X,X,O,O,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X
JLOIZST,X,X,X,O,O,X,X,X
JLOSTIZ,O,X,X,O,X,X,X,X
JLOSTZI,O,X,X,O,X,X,X,X
JLOSITZ,X,X,X,O,X,X,X,X
JLOSIZT,X,X,X,O,O,X,X,X
JLOSZTI,X,X,X,O,O,X,X,O
JLOSZIT,X,X,X,X,O,X,X,X
JLOZTIS,X,X,X,O,X,X,X,O
JLOZTSI,X,X,X,O,X,X,X,O
JLOZITS,X,X,X,O,X,X,X,X
JLOZIST,X,X,X,O,X,X,X,X
JLOZSTI,X,X,X,O,O,X,X,O
JLOZSIT,X,X,X,X,O,X,X,X
JSTILZO,O,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X
JSTIOZL,X,O,X,X,O,X,X,X
JSTLIZO,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X
JSTZIOL,X,O,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X,X
JSTZOIL,X,O,X,X,O,X,X,X
JSTZOLI,O,O,X,X,O,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X
JSTOIZL,X,O,X,X,O,X,X,X
JSTOLIZ,O,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X
JSTOZIL,X,O,X,X,O,X,X,O
JSTOZLI,X,O,X,X,O,X,X,O
JSITLZO,O,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X
JSITZOL,O,O,X,X,O,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X
JSITOZL,X,O,X,X,O,X,X,X
JSILTZO,O,O,X,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,X,X
JSILZOT,O,O,X,X,O,X,X,X
JSILOTZ,O,O,X,X,X,X,X,X
JSILOZT,X,O,X,X,O,X,X,X
JSIZTLO,O,O,X,X,X,X,O,X
JSIZTOL,O,O,X,X,O,X,O,X
JSIZLTO,O,O,X,X,X,X,O,X
JSIZLOT,O,O,X,X,O,X,X,X
JSIZOTL,O,O,X,X,O,X,O,X
JSIZOLT,O,O,X,X,O,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X
JSIOTZL,X,O,X,X,O,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X
JSIOLZT,X,O,X,X,O,X,X,X
JSIOZTL,X,O,X,X,O,X,X,O
JSIOZLT,X,O,X,X,O,X,X,X
JSLTIZO,O,O,X,X,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X,X
JSLTZIO,O,O,X,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X
JSLIZOT,O,O,X,X,O,X,X,X
JSLIOTZ,O,O,X,X,X,X,X,X
JSLIOZT,X,O,X,X,O,X,X,X
JSLZTIO,O,O,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X
JSLZOTI,O,O,X,X,O,X,X,X
JSLZOIT,X,O,X,X,O,X,X,X
JSLOTIZ,O,O,X,X,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X
JSLOIZT,X,O,X,X,O,X,X,X
JSLOZTI,X,O,X,X,O,X,X,O
JSLOZIT,X,O,X,X,O,X,X,X
JSZTILO,O,O,X,X,X,X,O,X
JSZTIOL,X,O,X,X,X,X,O,X
JSZTLIO,O,O,X,X,X,X,O,X
JSZTLOI,O,O,X,X,X,X,O,X
JSZTOIL,X,O,X,X,O,X,O,X
JSZTOLI,O,O,X,X,O,X,O,X
JSZITLO,O,O,X,X,X,X,O,X
JSZITOL,O,O,X,X,O,X,O,X
JSZILTO,O,O,X,X,X,X,O,X
JSZILOT,O,O,X,X,O,X,X,X
JSZIOTL,O,O,X,X,O,X,O,X
JSZIOLT,O,O,X,X,O,X,X,X
JSZLTIO,O,O,X,X,X,X,O,X
JSZLTOI,O,O,X,X,X,X,O,X
JSZLITO,O,O,X,X,X,X,O,X
JSZLIOT,O,O,X,X,X,X,X,X
JSZLOTI,O,O,X,X,O,X,X,X
JSZLOIT,X,O,X,X,O,X,X,X
JSZOTIL,X,O,X,X,O,X,O,O
JSZOTLI,O,O,X,X,O,X,O,O
JSZOITL,X,O,X,X,O,X,O,O
JSZOILT,X,O,X,X,O,X,X,X
JSZOLTI,O,O,X,X,O,X,X,O
JSZOLIT,X,O,X,X,O,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X
JSOTIZL,X,O,X,X,O,X,X,X
JSOTLIZ,O,O,X,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X,X
JSOTZIL,X,O,X,X,O,X,X,O
JSOTZLI,X,O,X,X,O,X,X,O
JSOITLZ,O,O,X,X,X,X,X,X
JSOITZL,X,O,X,X,O,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X
JSOILZT,X,O,X,X,O,X,X,X
JSOIZTL,X,O,X,X,O,X,X,O
JSOIZLT,X,O,X,X,O,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X
JSOLITZ,X,O,X,X,X,X,X,X
JSOLIZT,X,O,X,X,O,X,X,X
JSOLZTI,X,O,X,X,O,X,X,O
JSOLZIT,X,O,X,X,O,X,X,X
JSOZTIL,X,O,X,X,O,X,X,O
JSOZTLI,X,O,X,X,O,X,X,O
JSOZITL,X,O,X,X,O,X,X,O
JSOZILT,X,O,X,X,O,X,X,X
JSOZLTI,X,O,X,X,O,X,X,O
JSOZLIT,X,O,X,X,O,X,X,X
JZTILSO,O,X,O,X,X,O,O,X
JZTILOS,O,X,O,X,X,X,X,X
JZTISLO,O,O,O,X,X,O,O,X
JZTISOL,X,O,O,X,X,O,O,X
JZTIOLS,X,X,O,X,X,X,X,X
JZTIOSL,X,O,O,X,X,X,X,X
JZTLISO,O,X,O,X,X,O,O,X
JZTLIOS,O,X,O,X,X,X,X,X
JZTLSIO,O,X,O,X,X,O,O,X
JZTLSOI,O,X,O,X,X,O,O,X
JZTLOIS,O,X,O,X,X,O,X,X
JZTLOSI,O,X,O,X,X,O,O,X
JZTSILO,O,O,O,X,X,O,O,X
JZTSIOL,X,O,O,X,X,O,O,X
JZTSLIO,O,O,O,X,X,O,O,X
JZTSLOI,O,O,O,X,X,O,O,X
JZTSOIL,X,O,O,X,O,O,O,X
JZTSOLI,O,O,O,X,O,O,O,X
JZTOILS,X,X,O,X,X,O,X,X
JZTOISL,X,O,O,X,X,O,X,X
JZTOLIS,O,X,O,X,X,O,X,X
JZTOLSI,O,X,O,X,X,O,O,X
JZTOSIL,X,O,O,X,O,O,O,X
JZTOSLI,O,O,O,X,O,O,O,X
JZITLSO,O,X,O,X,X,O,O,X
JZITLOS,O,X,O,X,X,X,X,X
JZITSLO,O,O,O,X,X,O,O,X
JZITSOL,O,O,O,X,O,O,O,X
JZITOLS,O,X,O,X,X,X,X,X
JZITOSL,O,O,O,X,O,X,X,X
JZILTSO,O,X,O,X,X,O,O,X
JZILTOS,O,X,O,X,X,X,X,X
JZILSTO,O,X,O,X,X,O,O,X
JZILSOT,O,X,O,X,O,O,X,X
JZILOTS,O,X,O,X,X,X,X,X
JZILOST,O,X,O,X,O,X,X,X
JZISTLO,O,O,O,X,X,O,O,X
JZISTOL,O,O,O,X,O,O,O,X
JZISLTO,O,O,O,X,X,O,O,X
JZISLOT,O,O,O,X,O,O,X,X
JZISOTL,O,O,O,X,O,O,O,X
JZISOLT,O,O,O,X,O,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X
JZIOTSL,O,O,O,X,O,X,X,X
JZIOLTS,O,X,O,X,X,X,X,X
JZIOLST,O,X,O,X,O,X,X,X
JZIOSTL,O,O,O,X,O,X,O,X
JZIOSLT,O,O,O,X,O,X,X,X
JZLTISO,O,X,O,X,X,O,O,X
JZLTIOS,O,X,O,X,X,X,X,X
JZLTSIO,O,X,O,X,X,O,O,X
JZLTSOI,O,X,O,X,X,O,O,X
JZLTOIS,O,X,O,X,X,O,X,X
JZLTOSI,O,X,O,X,X,O,O,X
JZLITSO,O,X,O,X,X,O,O,X
JZLITOS,O,X,O,X,X,X,X,X
JZLISTO,O,X,O,X,X,O,O,X
JZLISOT,O,X,O,X,X,O,X,X
JZLIOTS,O,X,O,X,X,X,X,X
JZLIOST,O,X,O,X,X,X,X,X
JZLSTIO,O,X,O,X,X,O,O,X
JZLSTOI,O,X,O,X,X,O,O,X
JZLSITO,O,X,O,X,X,O,O,X
JZLSIOT,O,X,O,X,X,O,X,X
JZLSOTI,O,X,O,X,O,O,X,X
JZLSOIT,X,X,O,X,O,O,X,X
JZLOTIS,O,X,O,X,X,O,X,X
JZLOTSI,O,X,O,X,X,O,O,X
JZLOITS,X,X,O,X,X,O,X,X
JZLOIST,X,X,O,X,X,O,X,X
JZLOSTI,O,X,O,X,O,O,X,X
JZLOSIT,X,X,O,X,O,O,X,X
JZSTILO,O,O,O,X,X,O,O,X
JZSTIOL,X,O,O,X,X,O,O,X
JZSTLIO,O,O,O,X,X,O,O,X
JZSTLOI,O,O,O,X,X,O,O,X
JZSTOIL,X,O,O,X,O,O,O,X
JZSTOLI,O,O,O,X,O,O,O,X
JZSITLO,O,O,O,X,X,O,O,X
JZSITOL,O,O,O,X,O,O,O,X
JZSILTO,O,O,O,X,X,O,O,X
JZSILOT,O,O,O,X,O,O,X,X
JZSIOTL,O,O,O,X,O,O,O,X
JZSIOLT,O,O,O,X,O,O,X,X
JZSLTIO,O,O,O,X,X,O,O,X
JZSLTOI,O,O,O,X,X,O,O,X
JZSLITO,O,O,O,X,X,O,O,X
JZSLIOT,O,O,O,X,X,O,X,X
JZSLOTI,O,O,O,X,O,O,X,X
JZSLOIT,X,X,O,X,O,O,X,X
JZSOTIL,X,O,O,X,O,O,O,O
JZSOTLI,O,O,O,X,O,O,O,O
JZSOITL,X,O,O,X,O,O,O,O
JZSOILT,X,O,O,X,O,O,X,X
JZSOLTI,O,O,O,X,O,O,X,O
JZSOLIT,X,X,O,X,O,O,X,X
JZOTILS,X,X,O,X,X,O,X,O
JZOTISL,X,O,O,X,X,O,X,O
JZOTLIS,O,X,O,X,X,O,X,O
JZOTLSI,O,X,O,X,X,O,O,O
JZOTSIL,X,O,O,X,O,O,O,O
JZOTSLI,O,O,O,X,O,O,O,O
JZOITLS,X,X,O,X,X,O,X,O
JZOITSL,X,O,O,X,O,O,X,O
JZOILTS,X,X,O,X,X,O,X,X
JZOILST,X,X,O,X,O,O,X,X
JZOISTL,X,O,O,X,O,O,O,O
JZOISLT,X,O,O,X,O,O,X,X
JZOLTIS,O,X,O,X,X,O,X,O
JZOLTSI,O,X,O,X,X,O,O,O
JZOLITS,X,X,O,X,X,O,X,X
JZOLIST,X,X,O,X,X,O,X,X
JZOLSTI,O,X,O,X,O,O,X,O
JZOLSIT,X,X,O,X,O,O,X,X
JZOSTIL,X,O,O,X,O,O,O,O
JZOSTLI,O,O,O,X,O,O,O,O
JZOSITL,X,O,O,X,O,O,O,O
JZOSILT,X,O,O,X,O,O,X,X
JZOSLTI,O,O,O,X,O,O,X,O
JZOSLIT,X,X,O,X,O,O,X,X
JOTILSZ,O,X,X,O,X,X,X,X
JOTILZS,X,X,X,O,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X
JOTISZL,X,O,X,X,O,X,X,X
JOTIZLS,X,X,X,O,X,X,X,X
JOTIZSL,X,O,X,X,O,X,X,X
JOTLISZ,X,X,X,O,X,X,X,X
JOTLIZS,X,X,X,O,X,X,X,X
JOTLSIZ,O,X,X,O,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X
JOTLZIS,X,X,X,O,X,X,X,X
JOTLZSI,X,X,X,O,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X
JOTSIZL,X,O,X,X,O,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,X
JOTSZIL,X,O,X,X,O,X,X,O
JOTSZLI,X,O,X,X,O,X,X,O
JOTZILS,X,X,X,X,X,X,X,O
JOTZISL,X,O,X,X,X,X,X,O
JOTZLIS,X,X,X,X,X,X,X,O
JOTZLSI,X,X,X,X,X,X,X,O
JOTZSIL,X,O,X,X,O,X,X,O
JOTZSLI,X,O,X,X,O,X,X,O
JOITLSZ,O,X,X,O,X,X,X,X
JOITLZS,X,X,X,O,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X
JOITSZL,X,O,X,X,O,X,X,X
JOITZLS,X,X,X,O,X,X,X,X
JOITZSL,X,O,X,X,O,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X
JOILTZS,X,X,X,O,X,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X
JOILSZT,X,X,X,O,O,X,X,X
JOILZTS,X,X,X,O,X,X,X,X
JOILZST,X,X,X,O,O,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X
JOISTZL,X,O,X,X,O,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X
JOISLZT,X,O,X,O,O,X,X,X
JOISZTL,X,O,X,X,O,X,X,O
JOISZLT,X,O,X,X,O,X,X,X
JOIZTLS,X,X,O,O,X,X,X,O
JOIZTSL,X,O,O,X,O,X,X,O
JOIZLTS,X,X,O,O,X,X,X,X
JOIZLST,X,X,O,O,O,X,X,X
JOIZSTL,X,O,O,X,O,X,O,O
JOIZSLT,X,O,O,X,O,X,X,X
JOLTISZ,X,X,X,O,X,X,X,X
JOLTIZS,X,X,X,O,X,X,X,X
JOLTSIZ,O,X,X,O,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X
JOLTZIS,X,X,X,O,X,X,X,X
JOLTZSI,X,X,X,O,X,X,X,X
JOLITSZ,X,X,X,O,X,X,X,X
JOLITZS,X,X,X,O,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,O,O,X,X,X
JOLIZTS,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,O,O,X,X,X
JOLSTIZ,O,X,X,O,X,X,X,X
JOLSTZI,O,X,X,O,X,X,X,X
JOLSITZ,X,X,X,O,X,X,X,X
JOLSIZT,X,X,X,O,O,X,X,X
JOLSZTI,X,X,X,O,O,X,X,O
