sequence,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBCjBTlB/rB8s?B+tB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB3iB5oB9rBet?BUsB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhFxhBXjByqBurB9t?B0sB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB5oB9rBet?B3sB,v115@9gB8HeB8HeB8HeE8AeA8MeOFJvhF8lBRiBSoB9rB/s?BTtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBGjBTlB/rBCt?BUtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBunBcoBTlB/r?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhF2mBXjB9tBxqB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB9rBxsBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBTlB/rBGoBUt?BCtB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhF0iBTlBxrBXtBtr?B6tB,v115@9gB8HeB8HeB8HeE8AeA8Me2FJvhFRiBcoB9rBTnB3l?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBSoBTlB/rBUo?BWyB,v115@9gB8HeB8HeB8HeE8AeA8MeNFJvhF3hB5nB8rBOtBzl?B6tB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhFdoB5oBTlB3mB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB9rBxnBUnBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFXjBTlBimB+tB8r?BtsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBRnBctB9rB/s?BGtB
ZLTJSOI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTJOIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLTJOSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTSIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZLTSIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
ZLTSJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZLTSJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTSOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X
ZLTSOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLTOIJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
ZLTOISJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZLTOJIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLTOJSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTOSIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X
ZLTOSJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLITJSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZLITJOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLITSJO,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZLITSOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X
ZLITOJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O
ZLITOSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,O
ZLIJTSO,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLIJSTO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLIJSOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
ZLIJOST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISTJO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLISTOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLISJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLISJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
ZLISOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLIOTJS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
ZLIOTSJ,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O
ZLIOJTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
ZLIOJST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
ZLIOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLJTISO,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLJTIOS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLJTSIO,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZLJTSOI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTOIS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJTOSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLJITSO,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLJITOS,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLJISTO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLJISOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJIOTS,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O
ZLJIOST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSTIO,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLJSTOI,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSITO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
ZLJSOIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOTSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLJOITS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZLJOIST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
ZLJOSIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLSTIOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZLSTJIO,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLSTJOI,X,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLSTOIJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X
ZLSTOJI,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLSITJO,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLSITOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZLSIJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLSIJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
ZLSIOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLSJTIO,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLSJTOI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJITO,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLSJIOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJOIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X
ZLSOTJI,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLSOITJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O
ZLSOIJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLSOJTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZLSOJIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLOTIJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
ZLOTISJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZLOTJIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLOTJSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLOTSIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X
ZLOTSJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOITJS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZLOITSJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O
ZLOIJTS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZLOIJST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O
ZLOISJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLOJTIS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOJTSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLOJITS,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZLOJIST,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
ZLOJSIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X
ZLOSTJI,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZLOSITJ,X,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O
ZLOSIJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZLOSJTI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZLOSJIT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJTILSO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTILOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTISLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTISOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJTIOLS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJTLISO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLIOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLSOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJTLOIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJTSILO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTSIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJTSLIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTSLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJTSOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZJTSOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJTOILS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJTOLIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJTOSIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZJTOSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJITLSO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJITLOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJITSLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJITSOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJITOLS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJITOSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJILTSO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJILTOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJILSTO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJILSOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJILOST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJISTOL,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJISLTO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJISLOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJISOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJIOTLS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJIOLTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJIOLST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJIOSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLTISO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTIOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTSOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJLTOIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJLITSO,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLITOS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLISTO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLISOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJLIOST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJLSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLSIOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJLSOIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJLOITS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLOIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJLOSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSTIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJSTLIO,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSTLOI,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJSTOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZJSTOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJSITLO,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSITOL,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJSILTO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJSILOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJSIOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJSLIOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJSLOIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
ZJSOTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJSOITL,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
ZJSOILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJSOLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
ZJSOLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOTILS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJOTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJOTSIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZJOTSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJOITLS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOITSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZJOILTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X
ZJOISLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOLTIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJOLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJOLSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
ZJOSTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZJOSITL,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
ZJOSILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOSLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
ZJOSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSTILJO,X,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSTILOJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZSTIJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSTIJOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZSTIOLJ,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
ZSTIOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSTLIJO,X,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSTLIOJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZSTLJIO,X,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSTLJOI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTLOIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X
ZSTLOJI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSTJILO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSTJIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZSTJLIO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSTJLOI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZSTJOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZSTJOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZSTOILJ,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSTOIJL,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,X,X,X
ZSTOLIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSTOLJI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSTOJIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
ZSTOJLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZSITLJO,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSITLOJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZSITJLO,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSITJOL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZSITOLJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
ZSITOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSILTJO,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSILTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSILJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSILJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
ZSILOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSIJTLO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSIJTOL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZSIJLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSIJLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSIJOLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSIOTLJ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
ZSIOTJL,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSIOLTJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZSIOLJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSIOJTL,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSIOJLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSLTIJO,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSLTIOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSLTJIO,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSLTJOI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTOIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X
ZSLTOJI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSLITJO,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSLITOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSLIJTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
ZSLIOJT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
ZSLJTIO,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
