sequence,v115@EhB8IeA8AeA8EeC8AeB8DeC8KeT/IvhFigBUiB5oBF?qBXrBGrB,v115@EhB8IeA8AeA8EeC8AeB8DeC8KeT/IvhF/lBVnB5oBK?rBGmBUqB,v115@EhB8IeA8AeA8EeC8AeB8DeC8Ke/EJvhFVmBUiB5oBK?qBGlBTrB,v115@EhB8IeA8AeA8EeC8AeB8DeC8Ke/EJvhFzgBUiB5oB+?rBlqBaqB
SZLJOIT,X,O,O,X
SZLOTIJ,O,O,O,X
SZLOTJI,O,O,O,X
SZLOITJ,O,O,O,X
SZLOIJT,X,O,O,X
SZLOJTI,X,O,O,X
SZLOJIT,X,O,O,X
SZJTILO,O,O,X,O
SZJTIOL,O,O,X,O
SZJTLIO,O,O,X,O
SZJTLOI,O,O,X,O
SZJTOIL,O,O,X,O
SZJTOLI,O,O,X,O
SZJITLO,O,O,X,O
SZJITOL,O,O,X,O
SZJILTO,X,O,X,O
SZJILOT,X,O,O,X
SZJIOTL,O,O,O,O
SZJIOLT,X,O,O,X
SZJLTIO,X,O,X,O
SZJLTOI,X,O,X,O
SZJLITO,X,O,X,O
SZJLIOT,X,O,O,X
SZJLOTI,X,O,O,X
SZJLOIT,X,O,O,X
SZJOTIL,O,O,O,O
SZJOTLI,O,O,O,O
SZJOITL,O,O,O,O
SZJOILT,X,O,O,X
SZJOLTI,X,O,O,X
SZJOLIT,X,O,O,X
SZOTILJ,O,O,O,X
SZOTIJL,O,O,O,X
SZOTLIJ,O,O,O,X
SZOTLJI,O,O,O,X
SZOTJIL,O,O,O,X
SZOTJLI,O,O,O,X
SZOITLJ,O,O,O,X
SZOITJL,O,O,O,X
SZOILTJ,O,O,O,X
SZOILJT,X,O,O,X
SZOIJTL,O,O,O,O
SZOIJLT,X,O,O,X
SZOLTIJ,O,O,O,X
SZOLTJI,O,O,O,X
SZOLITJ,O,O,O,X
SZOLIJT,X,O,O,X
SZOLJTI,X,O,O,X
SZOLJIT,X,O,O,X
SZOJTIL,O,O,O,O
SZOJTLI,O,O,O,O
SZOJITL,O,O,O,O
SZOJILT,X,O,O,X
SZOJLTI,X,O,O,X
SZOJLIT,X,O,O,X
SOTILJZ,O,X,O,O
SOTILZJ,O,O,O,X
SOTIJLZ,O,X,O,O
SOTIJZL,O,X,O,O
SOTIZLJ,O,O,O,X
SOTIZJL,O,O,O,O
SOTLIJZ,O,X,O,O
SOTLIZJ,O,O,O,X
SOTLJIZ,O,X,O,O
SOTLJZI,O,X,O,O
SOTLZIJ,O,O,O,X
SOTLZJI,O,O,O,X
SOTJILZ,O,X,O,O
SOTJIZL,O,X,O,O
SOTJLIZ,O,X,O,O
SOTJLZI,O,X,O,O
SOTJZIL,O,X,O,O
SOTJZLI,O,X,O,O
SOTZILJ,O,O,O,X
SOTZIJL,O,O,O,O
SOTZLIJ,O,O,O,X
SOTZLJI,O,O,O,X
SOTZJIL,O,O,O,O
SOTZJLI,O,O,O,O
SOITLJZ,O,X,O,O
SOITLZJ,O,O,O,X
SOITJLZ,O,X,O,O
SOITJZL,O,X,O,O
SOITZLJ,O,O,O,X
SOITZJL,O,O,O,O
SOILTJZ,O,X,O,X
SOILTZJ,O,O,O,X
SOILJTZ,X,X,O,X
SOILJZT,X,X,O,X
SOILZTJ,O,O,O,X
SOILZJT,X,O,O,X
SOIJTLZ,O,X,O,O
SOIJTZL,O,X,O,O
SOIJLTZ,X,X,O,X
SOIJLZT,X,X,O,X
SOIJZTL,O,X,O,O
SOIJZLT,X,X,O,X
SOIZTLJ,O,O,O,X
SOIZTJL,O,O,O,X
SOIZLTJ,O,O,O,X
SOIZLJT,X,O,O,X
SOIZJTL,O,O,O,O
SOIZJLT,X,O,O,X
SOLTIJZ,O,X,O,X
SOLTIZJ,O,O,O,X
SOLTJIZ,O,X,O,X
SOLTJZI,O,X,O,X
SOLTZIJ,O,O,O,X
SOLTZJI,O,O,O,X
SOLITJZ,O,X,O,X
SOLITZJ,O,O,O,X
SOLIJTZ,X,X,O,X
SOLIJZT,X,X,O,X
SOLIZTJ,O,O,O,X
SOLIZJT,X,O,O,X
SOLJTIZ,X,X,O,X
SOLJTZI,X,X,O,X
SOLJITZ,X,X,O,X
SOLJIZT,X,X,O,X
SOLJZTI,X,X,O,X
SOLJZIT,X,X,O,X
SOLZTIJ,O,O,O,X
SOLZTJI,O,O,O,X
SOLZITJ,O,O,O,X
SOLZIJT,X,O,O,X
SOLZJTI,X,O,O,X
SOLZJIT,X,O,O,X
SOJTILZ,O,X,O,O
SOJTIZL,O,X,O,O
SOJTLIZ,O,X,O,O
SOJTLZI,O,X,O,O
SOJTZIL,O,X,O,O
SOJTZLI,O,X,O,O
SOJITLZ,O,X,O,O
SOJITZL,O,X,O,O
SOJILTZ,X,X,O,X
SOJILZT,X,X,O,X
SOJIZTL,O,X,O,O
SOJIZLT,X,X,O,X
SOJLTIZ,X,X,O,X
SOJLTZI,X,X,O,X
SOJLITZ,X,X,O,X
SOJLIZT,X,X,O,X
SOJLZTI,X,X,O,X
SOJLZIT,X,X,O,X
SOJZTIL,O,X,O,O
SOJZTLI,O,X,O,O
SOJZITL,O,X,O,O
SOJZILT,X,X,O,X
SOJZLTI,X,X,O,X
SOJZLIT,X,X,O,X
SOZTILJ,O,O,O,X
SOZTIJL,O,O,O,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,O,O,X
SOZTJIL,O,O,O,X
SOZTJLI,O,O,O,X
SOZITLJ,O,O,O,X
SOZITJL,O,O,O,X
SOZILTJ,O,O,O,X
SOZILJT,X,O,O,X
SOZIJTL,O,O,O,O
SOZIJLT,X,O,O,X
SOZLTIJ,O,O,O,X
SOZLTJI,O,O,O,X
SOZLITJ,O,O,O,X
SOZLIJT,X,O,O,X
SOZLJTI,X,O,O,X
SOZLJIT,X,O,O,X
SOZJTIL,O,O,O,O
SOZJTLI,O,O,O,O
SOZJITL,O,O,O,O
SOZJILT,X,O,O,X
SOZJLTI,X,O,O,X
SOZJLIT,X,O,O,X
ZTILJSO,X,O,X,X
ZTILJOS,O,O,X,X
ZTILSJO,O,O,X,X
ZTILSOJ,O,O,O,X
ZTILOJS,O,O,O,X
ZTILOSJ,O,O,O,X
ZTIJLSO,X,O,X,O
ZTIJLOS,O,O,X,O
ZTIJSLO,O,O,X,O
ZTIJSOL,O,O,X,O
ZTIJOLS,O,O,X,O
ZTIJOSL,O,O,X,O
ZTISLJO,O,O,X,X
ZTISLOJ,O,O,O,X
ZTISJLO,O,O,X,O
ZTISJOL,O,O,X,O
ZTISOLJ,O,O,O,X
ZTISOJL,O,O,O,O
ZTIOLJS,O,O,O,X
ZTIOLSJ,O,O,O,X
ZTIOJLS,O,O,O,O
ZTIOJSL,O,O,O,O
ZTIOSLJ,O,O,O,X
ZTIOSJL,O,O,O,O
ZTLIJSO,X,O,X,X
ZTLIJOS,O,O,X,X
ZTLISJO,O,O,X,X
ZTLISOJ,O,O,O,X
ZTLIOJS,O,O,O,X
ZTLIOSJ,O,O,O,X
ZTLJISO,X,O,X,X
ZTLJIOS,O,O,X,X
ZTLJSIO,X,O,X,X
ZTLJSOI,X,O,X,X
ZTLJOIS,O,O,X,X
ZTLJOSI,X,O,X,X
ZTLSIJO,O,O,X,X
ZTLSIOJ,O,O,O,X
ZTLSJIO,O,O,X,X
ZTLSJOI,O,O,X,X
ZTLSOIJ,O,O,O,X
ZTLSOJI,O,O,O,X
ZTLOIJS,O,O,O,X
ZTLOISJ,O,O,O,X
ZTLOJIS,O,O,O,X
ZTLOJSI,X,O,O,X
ZTLOSIJ,O,O,O,X
ZTLOSJI,O,O,O,X
ZTJILSO,X,O,X,O
ZTJILOS,O,O,X,O
ZTJISLO,O,O,X,O
ZTJISOL,O,O,X,O
ZTJIOLS,O,O,X,O
ZTJIOSL,O,O,X,O
ZTJLISO,X,O,X,O
ZTJLIOS,O,O,X,O
ZTJLSIO,X,O,X,O
ZTJLSOI,X,O,X,O
ZTJLOIS,O,O,X,O
ZTJLOSI,X,O,X,O
ZTJSILO,O,O,X,O
ZTJSIOL,O,O,X,O
ZTJSLIO,O,O,X,O
ZTJSLOI,O,O,X,O
ZTJSOIL,O,O,X,O
ZTJSOLI,O,O,X,O
ZTJOILS,O,O,X,O
ZTJOISL,O,O,X,O
ZTJOLIS,O,O,X,O
ZTJOLSI,X,O,X,O
ZTJOSIL,O,O,X,O
ZTJOSLI,O,O,X,O
ZTSILJO,O,O,X,X
ZTSILOJ,O,O,O,X
ZTSIJLO,O,O,X,O
ZTSIJOL,O,O,X,O
ZTSIOLJ,O,O,O,X
ZTSIOJL,O,O,O,O
ZTSLIJO,O,O,X,X
ZTSLIOJ,O,O,O,X
ZTSLJIO,O,O,X,X
ZTSLJOI,O,O,X,X
ZTSLOIJ,O,O,O,X
ZTSLOJI,O,O,O,X
ZTSJILO,O,O,X,O
ZTSJIOL,O,O,X,O
ZTSJLIO,O,O,X,O
ZTSJLOI,O,O,X,O
ZTSJOIL,O,O,X,O
ZTSJOLI,O,O,X,O
ZTSOILJ,O,O,O,X
ZTSOIJL,O,O,O,O
ZTSOLIJ,O,O,O,X
ZTSOLJI,O,O,O,X
ZTSOJIL,O,O,O,O
ZTSOJLI,O,O,O,O
ZTOILJS,O,O,O,X
ZTOILSJ,O,O,O,X
ZTOIJLS,O,O,O,O
ZTOIJSL,O,O,O,O
ZTOISLJ,O,O,O,X
ZTOISJL,O,O,O,O
ZTOLIJS,O,O,O,X
ZTOLISJ,O,O,O,X
ZTOLJIS,O,O,O,X
ZTOLJSI,X,O,O,X
ZTOLSIJ,O,O,O,X
ZTOLSJI,O,O,O,X
ZTOJILS,O,O,O,O
ZTOJISL,O,O,O,O
ZTOJLIS,O,O,O,O
ZTOJLSI,X,O,O,O
ZTOJSIL,O,O,O,O
ZTOJSLI,O,O,O,O
ZTOSILJ,O,O,O,X
ZTOSIJL,O,O,O,O
ZTOSLIJ,O,O,O,X
ZTOSLJI,O,O,O,X
ZTOSJIL,O,O,O,O
ZTOSJLI,O,O,O,O
ZITLJSO,X,O,X,X
ZITLJOS,O,O,X,X
ZITLSJO,O,O,X,X
ZITLSOJ,O,O,O,X
ZITLOJS,O,O,O,X
ZITLOSJ,O,O,O,X
ZITJLSO,X,O,X,O
ZITJLOS,O,O,X,O
ZITJSLO,O,O,X,O
ZITJSOL,O,O,X,O
ZITJOLS,O,O,X,O
ZITJOSL,O,O,X,O
ZITSLJO,O,O,X,X
ZITSLOJ,O,O,O,X
ZITSJLO,O,O,X,O
ZITSJOL,O,O,X,O
ZITSOLJ,O,O,O,X
ZITSOJL,O,O,O,O
ZITOLJS,O,O,O,X
ZITOLSJ,O,O,O,X
ZITOJLS,O,O,O,O
ZITOJSL,O,O,O,O
ZITOSLJ,O,O,O,X
ZITOSJL,O,O,O,O
ZILTJSO,X,O,X,X
ZILTJOS,O,O,X,X
ZILTSJO,O,O,X,X
ZILTSOJ,O,O,O,X
ZILTOJS,O,O,O,X
ZILTOSJ,O,O,O,X
ZILJTSO,X,O,X,O
ZILJTOS,X,O,X,O
ZILJSTO,X,O,X,O
ZILJSOT,X,O,O,X
ZILJOTS,X,O,O,X
ZILJOST,X,O,O,X
ZILSTJO,O,O,X,X
ZILSTOJ,O,O,O,X
ZILSJTO,X,O,X,O
ZILSJOT,X,O,O,X
ZILSOTJ,O,O,O,X
ZILSOJT,X,O,O,X
ZILOTJS,O,O,O,X
ZILOTSJ,O,O,O,X
ZILOJTS,X,O,O,X
ZILOJST,X,O,O,X
ZILOSTJ,O,O,O,X
ZILOSJT,X,O,O,X
ZIJTLSO,X,O,X,O
ZIJTLOS,O,O,X,O
ZIJTSLO,O,O,X,O
ZIJTSOL,O,O,X,O
ZIJTOLS,O,O,X,O
ZIJTOSL,O,O,X,O
ZIJLTSO,X,O,X,O
ZIJLTOS,X,O,X,O
ZIJLSTO,X,O,X,O
ZIJLSOT,X,O,O,X
ZIJLOTS,X,O,O,X
ZIJLOST,X,O,O,X
ZIJSTLO,O,O,X,O
ZIJSTOL,O,O,X,O
ZIJSLTO,X,O,X,O
ZIJSLOT,X,O,O,X
ZIJSOTL,O,O,O,O
ZIJSOLT,X,O,O,X
ZIJOTLS,O,O,O,O
ZIJOTSL,O,O,O,O
ZIJOLTS,X,O,O,X
ZIJOLST,X,O,O,X
ZIJOSTL,O,O,O,O
ZIJOSLT,X,O,O,X
ZISTLJO,O,O,X,X
ZISTLOJ,O,O,O,X
ZISTJLO,O,O,X,O
ZISTJOL,O,O,X,O
ZISTOLJ,O,O,O,X
ZISTOJL,O,O,O,O
ZISLTJO,O,O,X,X
ZISLTOJ,O,O,O,X
ZISLJTO,X,O,X,O
ZISLJOT,X,O,O,X
ZISLOTJ,O,O,O,X
ZISLOJT,X,O,O,X
ZISJTLO,O,O,X,O
ZISJTOL,O,O,X,O
ZISJLTO,X,O,X,O
ZISJLOT,X,O,O,X
ZISJOTL,O,O,O,O
ZISJOLT,X,O,O,X
ZISOTLJ,O,O,O,X
ZISOTJL,O,O,O,X
ZISOLTJ,O,O,O,X
ZISOLJT,X,O,O,X
ZISOJTL,O,O,O,O
ZISOJLT,X,O,O,X
ZIOTLJS,O,O,O,X
ZIOTLSJ,O,O,O,X
ZIOTJLS,O,O,O,X
ZIOTJSL,O,O,O,X
ZIOTSLJ,O,O,O,X
ZIOTSJL,O,O,O,X
ZIOLTJS,O,O,O,X
ZIOLTSJ,O,O,O,X
ZIOLJTS,X,O,O,X
ZIOLJST,X,O,O,X
ZIOLSTJ,O,O,O,X
ZIOLSJT,X,O,O,X
ZIOJTLS,O,O,O,O
ZIOJTSL,O,O,O,O
ZIOJLTS,X,O,O,X
ZIOJLST,X,O,O,X
ZIOJSTL,O,O,O,O
ZIOJSLT,X,O,O,X
ZIOSTLJ,O,O,O,X
ZIOSTJL,O,O,O,X
ZIOSLTJ,O,O,O,X
ZIOSLJT,X,O,O,X
ZIOSJTL,O,O,O,O
ZIOSJLT,X,O,O,X
ZLTIJSO,X,O,X,X
ZLTIJOS,O,O,X,X
ZLTISJO,O,O,X,X
ZLTISOJ,O,O,O,X
ZLTIOJS,O,O,O,X
ZLTIOSJ,O,O,O,X
ZLTJISO,X,O,X,X
ZLTJIOS,O,O,X,X
ZLTJSIO,X,O,X,X
ZLTJSOI,X,O,X,X
ZLTJOIS,O,O,X,X
ZLTJOSI,X,O,X,X
ZLTSIJO,O,O,X,X
ZLTSIOJ,O,O,O,X
ZLTSJIO,O,O,X,X
ZLTSJOI,O,O,X,X
ZLTSOIJ,O,O,O,X
ZLTSOJI,O,O,O,X
ZLTOIJS,O,O,O,X
ZLTOISJ,O,O,O,X
ZLTOJIS,O,O,O,X
ZLTOJSI,X,O,O,X
ZLTOSIJ,O,O,O,X
ZLTOSJI,O,O,O,X
ZLITJSO,X,O,X,X
ZLITJOS,O,O,X,X
ZLITSJO,O,O,X,X
ZLITSOJ,O,O,O,X
ZLITOJS,O,O,O,X
ZLITOSJ,O,O,O,X
ZLIJTSO,X,O,X,O
ZLIJTOS,X,O,X,O
ZLIJSTO,X,O,X,O
ZLIJSOT,X,O,O,X
ZLIJOTS,X,O,O,X
ZLIJOST,X,O,O,X
ZLISTJO,O,O,X,X
ZLISTOJ,O,O,O,X
ZLISJTO,X,O,X,O
ZLISJOT,X,O,O,X
ZLISOTJ,O,O,O,X
ZLISOJT,X,O,O,X
ZLIOTJS,O,O,O,X
ZLIOTSJ,O,O,O,X
ZLIOJTS,X,O,O,X
ZLIOJST,X,O,O,X
ZLIOSTJ,O,O,O,X
ZLIOSJT,X,O,O,X
ZLJTISO,X,O,X,O
ZLJTIOS,X,O,X,O
ZLJTSIO,X,O,X,O
ZLJTSOI,X,O,X,O
ZLJTOIS,X,O,X,O
ZLJTOSI,X,O,X,O
ZLJITSO,X,O,X,O
ZLJITOS,X,O,X,O
ZLJISTO,X,O,X,O
ZLJISOT,X,O,O,X
ZLJIOTS,X,O,O,X
ZLJIOST,X,O,O,X
ZLJSTIO,X,O,X,O
ZLJSTOI,X,O,X,O
ZLJSITO,X,O,X,O
ZLJSIOT,X,O,O,X
ZLJSOTI,X,O,O,X
ZLJSOIT,X,O,O,X
ZLJOTIS,X,O,O,X
ZLJOTSI,X,O,O,X
ZLJOITS,X,O,O,X
ZLJOIST,X,O,O,X
ZLJOSTI,X,O,O,X
ZLJOSIT,X,O,O,X
ZLSTIJO,O,O,X,X
ZLSTIOJ,O,O,O,X
ZLSTJIO,O,O,X,X
ZLSTJOI,O,O,X,X
ZLSTOIJ,O,O,O,X
ZLSTOJI,O,O,O,X
ZLSITJO,O,O,X,X
ZLSITOJ,O,O,O,X
ZLSIJTO,X,O,X,O
ZLSIJOT,X,O,O,X
ZLSIOTJ,O,O,O,X
ZLSIOJT,X,O,O,X
ZLSJTIO,X,O,X,O
ZLSJTOI,X,O,X,O
ZLSJITO,X,O,X,O
ZLSJIOT,X,O,O,X
ZLSJOTI,X,O,O,X
ZLSJOIT,X,O,O,X
ZLSOTIJ,O,O,O,X
ZLSOTJI,O,O,O,X
ZLSOITJ,O,O,O,X
ZLSOIJT,X,O,O,X
ZLSOJTI,X,O,O,X
ZLSOJIT,X,O,O,X
ZLOTIJS,O,O,O,X
ZLOTISJ,O,O,O,X
ZLOTJIS,O,O,O,X
ZLOTJSI,X,O,O,X
ZLOTSIJ,O,O,O,X
ZLOTSJI,O,O,O,X
ZLOITJS,O,O,O,X
ZLOITSJ,O,O,O,X
ZLOIJTS,X,O,O,X
ZLOIJST,X,O,O,X
ZLOISTJ,O,O,O,X
ZLOISJT,X,O,O,X
ZLOJTIS,X,O,O,X
ZLOJTSI,X,O,O,X
ZLOJITS,X,O,O,X
ZLOJIST,X,O,O,X
ZLOJSTI,X,O,O,X
ZLOJSIT,X,O,O,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,O,O,O,X
ZLOSITJ,O,O,O,X
ZLOSIJT,X,O,O,X
ZLOSJTI,X,O,O,X
ZLOSJIT,X,O,O,X
ZJTILSO,X,O,X,O
ZJTILOS,O,O,X,O
ZJTISLO,O,O,X,O
ZJTISOL,O,O,X,O
ZJTIOLS,O,O,X,O
ZJTIOSL,O,O,X,O
ZJTLISO,X,O,X,O
ZJTLIOS,O,O,X,O
ZJTLSIO,X,O,X,O
ZJTLSOI,X,O,X,O
ZJTLOIS,O,O,X,O
ZJTLOSI,X,O,X,O
ZJTSILO,O,O,X,O
ZJTSIOL,O,O,X,O
ZJTSLIO,O,O,X,O
ZJTSLOI,O,O,X,O
ZJTSOIL,O,O,X,O
ZJTSOLI,O,O,X,O
ZJTOILS,O,O,X,O
ZJTOISL,O,O,X,O
ZJTOLIS,O,O,X,O
ZJTOLSI,X,O,X,O
ZJTOSIL,O,O,X,O
ZJTOSLI,O,O,X,O
ZJITLSO,X,O,X,O
ZJITLOS,O,O,X,O
ZJITSLO,O,O,X,O
ZJITSOL,O,O,X,O
ZJITOLS,O,O,X,O
ZJITOSL,O,O,X,O
ZJILTSO,X,O,X,O
ZJILTOS,X,O,X,O
ZJILSTO,X,O,X,O
ZJILSOT,X,O,O,X
ZJILOTS,X,O,O,X
ZJILOST,X,O,O,X
ZJISTLO,O,O,X,O
ZJISTOL,O,O,X,O
ZJISLTO,X,O,X,O
ZJISLOT,X,O,O,X
ZJISOTL,O,O,O,O
ZJISOLT,X,O,O,X
ZJIOTLS,O,O,O,O
ZJIOTSL,O,O,O,O
ZJIOLTS,X,O,O,X
ZJIOLST,X,O,O,X
ZJIOSTL,O,O,O,O
ZJIOSLT,X,O,O,X
ZJLTISO,X,O,X,O
ZJLTIOS,X,O,X,O
ZJLTSIO,X,O,X,O
ZJLTSOI,X,O,X,O
ZJLTOIS,X,O,X,O
ZJLTOSI,X,O,X,O
ZJLITSO,X,O,X,O
ZJLITOS,X,O,X,O
ZJLISTO,X,O,X,O
ZJLISOT,X,O,O,X
ZJLIOTS,X,O,O,X
ZJLIOST,X,O,O,X
ZJLSTIO,X,O,X,O
ZJLSTOI,X,O,X,O
ZJLSITO,X,O,X,O
ZJLSIOT,X,O,O,X
ZJLSOTI,X,O,O,X
ZJLSOIT,X,O,O,X
ZJLOTIS,X,O,O,X
ZJLOTSI,X,O,O,X
ZJLOITS,X,O,O,X
ZJLOIST,X,O,O,X
ZJLOSTI,X,O,O,X
ZJLOSIT,X,O,O,X
ZJSTILO,O,O,X,O
ZJSTIOL,O,O,X,O
ZJSTLIO,O,O,X,O
ZJSTLOI,O,O,X,O
ZJSTOIL,O,O,X,O
ZJSTOLI,O,O,X,O
ZJSITLO,O,O,X,O
ZJSITOL,O,O,X,O
ZJSILTO,X,O,X,O
ZJSILOT,X,O,O,X
ZJSIOTL,O,O,O,O
ZJSIOLT,X,O,O,X
ZJSLTIO,X,O,X,O
ZJSLTOI,X,O,X,O
ZJSLITO,X,O,X,O
ZJSLIOT,X,O,O,X
ZJSLOTI,X,O,O,X
ZJSLOIT,X,O,O,X
ZJSOTIL,O,O,O,O
ZJSOTLI,O,O,O,O
ZJSOITL,O,O,O,O
ZJSOILT,X,O,O,X
ZJSOLTI,X,O,O,X
ZJSOLIT,X,O,O,X
ZJOTILS,O,O,O,O
ZJOTISL,O,O,O,O
ZJOTLIS,O,O,O,O
ZJOTLSI,X,O,O,O
ZJOTSIL,O,O,O,O
ZJOTSLI,O,O,O,O
ZJOITLS,O,O,O,O
ZJOITSL,O,O,O,O
ZJOILTS,X,O,O,X
ZJOILST,X,O,O,X
ZJOISTL,O,O,O,O
ZJOISLT,X,O,O,X
ZJOLTIS,X,O,O,X
ZJOLTSI,X,O,O,X
ZJOLITS,X,O,O,X
ZJOLIST,X,O,O,X
ZJOLSTI,X,O,O,X
ZJOLSIT,X,O,O,X
ZJOSTIL,O,O,O,O
ZJOSTLI,O,O,O,O
ZJOSITL,O,O,O,O
ZJOSILT,X,O,O,X
ZJOSLTI,X,O,O,X
ZJOSLIT,X,O,O,X
ZSTILJO,O,O,X,X
ZSTILOJ,O,O,O,X
ZSTIJLO,O,O,X,O
ZSTIJOL,O,O,X,O
ZSTIOLJ,O,O,O,X
ZSTIOJL,O,O,O,O
ZSTLIJO,O,O,X,X
ZSTLIOJ,O,O,O,X
ZSTLJIO,O,O,X,X
ZSTLJOI,O,O,X,X
ZSTLOIJ,O,O,O,X
ZSTLOJI,O,O,O,X
ZSTJILO,O,O,X,O
ZSTJIOL,O,O,X,O
ZSTJLIO,O,O,X,O
ZSTJLOI,O,O,X,O
ZSTJOIL,O,O,X,O
ZSTJOLI,O,O,X,O
ZSTOILJ,O,O,O,X
ZSTOIJL,O,O,O,O
ZSTOLIJ,O,O,O,X
ZSTOLJI,O,O,O,X
ZSTOJIL,O,O,O,O
ZSTOJLI,O,O,O,O
ZSITLJO,O,O,X,X
ZSITLOJ,O,O,O,X
ZSITJLO,O,O,X,O
ZSITJOL,O,O,X,O
ZSITOLJ,O,O,O,X
ZSITOJL,O,O,O,O
ZSILTJO,O,O,X,X
ZSILTOJ,O,O,O,X
ZSILJTO,X,O,X,O
ZSILJOT,X,O,O,X
ZSILOTJ,O,O,O,X
ZSILOJT,X,O,O,X
ZSIJTLO,O,O,X,O
ZSIJTOL,O,O,X,O
ZSIJLTO,X,O,X,O
ZSIJLOT,X,O,O,X
ZSIJOTL,O,O,O,O
ZSIJOLT,X,O,O,X
ZSIOTLJ,O,O,O,X
ZSIOTJL,O,O,O,X
ZSIOLTJ,O,O,O,X
ZSIOLJT,X,O,O,X
ZSIOJTL,O,O,O,O
ZSIOJLT,X,O,O,X
ZSLTIJO,O,O,X,X
ZSLTIOJ,O,O,O,X
ZSLTJIO,O,O,X,X
ZSLTJOI,O,O,X,X
ZSLTOIJ,O,O,O,X
ZSLTOJI,O,O,O,X
ZSLITJO,O,O,X,X
ZSLITOJ,O,O,O,X
ZSLIJTO,X,O,X,O
ZSLIJOT,X,O,O,X
ZSLIOTJ,O,O,O,X
ZSLIOJT,X,O,O,X
ZSLJTIO,X,O,X,O
ZSLJTOI,X,O,X,O
ZSLJITO,X,O,X,O
ZSLJIOT,X,O,O,X
ZSLJOTI,X,O,O,X
ZSLJOIT,X,O,O,X
ZSLOTIJ,O,O,O,X
ZSLOTJI,O,O,O,X
ZSLOITJ,O,O,O,X
ZSLOIJT,X,O,O,X
ZSLOJTI,X,O,O,X
ZSLOJIT,X,O,O,X
ZSJTILO,O,O,X,O
ZSJTIOL,O,O,X,O
ZSJTLIO,O,O,X,O
ZSJTLOI,O,O,X,O
ZSJTOIL,O,O,X,O
ZSJTOLI,O,O,X,O
ZSJITLO,O,O,X,O
ZSJITOL,O,O,X,O
ZSJILTO,X,O,X,O
ZSJILOT,X,O,O,X
ZSJIOTL,O,O,O,O
ZSJIOLT,X,O,O,X
ZSJLTIO,X,O,X,O
ZSJLTOI,X,O,X,O
ZSJLITO,X,O,X,O
ZSJLIOT,X,O,O,X
ZSJLOTI,X,O,O,X
ZSJLOIT,X,O,O,X
ZSJOTIL,O,O,O,O
ZSJOTLI,O,O,O,O
ZSJOITL,O,O,O,O
ZSJOILT,X,O,O,X
ZSJOLTI,X,O,O,X
ZSJOLIT,X,O,O,X
ZSOTILJ,O,O,O,X
ZSOTIJL,O,O,O,X
ZSOTLIJ,O,O,O,X
ZSOTLJI,O,O,O,X
ZSOTJIL,O,O,O,X
ZSOTJLI,O,O,O,X
ZSOITLJ,O,O,O,X
ZSOITJL,O,O,O,X
ZSOILTJ,O,O,O,X
ZSOILJT,X,O,O,X
ZSOIJTL,O,O,O,O
ZSOIJLT,X,O,O,X
ZSOLTIJ,O,O,O,X
ZSOLTJI,O,O,O,X
ZSOLITJ,O,O,O,X
ZSOLIJT,X,O,O,X
ZSOLJTI,X,O,O,X
ZSOLJIT,X,O,O,X
ZSOJTIL,O,O,O,O
ZSOJTLI,O,O,O,O
ZSOJITL,O,O,O,O
ZSOJILT,X,O,O,X
ZSOJLTI,X,O,O,X
ZSOJLIT,X,O,O,X
ZOTILJS,O,O,O,X
ZOTILSJ,O,O,O,X
ZOTIJLS,O,O,O,X
ZOTIJSL,O,O,O,X
ZOTISLJ,O,O,O,X
ZOTISJL,O,O,O,X
ZOTLIJS,O,O,O,X
ZOTLISJ,O,O,O,X
ZOTLJIS,O,O,O,X
ZOTLJSI,X,O,O,X
ZOTLSIJ,O,O,O,X
ZOTLSJI,O,O,O,X
ZOTJILS,O,O,O,X
ZOTJISL,O,O,O,X
ZOTJLIS,O,O,O,X
ZOTJLSI,X,O,O,X
ZOTJSIL,O,O,O,X
ZOTJSLI,O,O,O,X
ZOTSILJ,O,O,O,X
ZOTSIJL,O,O,O,X
ZOTSLIJ,O,O,O,X
ZOTSLJI,O,O,O,X
ZOTSJIL,O,O,O,X
ZOTSJLI,O,O,O,X
ZOITLJS,O,O,O,X
ZOITLSJ,O,O,O,X
ZOITJLS,O,O,O,X
ZOITJSL,O,O,O,X
ZOITSLJ,O,O,O,X
ZOITSJL,O,O,O,X
ZOILTJS,O,O,O,X
ZOILTSJ,O,O,O,X
ZOILJTS,X,O,O,X
ZOILJST,X,O,O,X
ZOILSTJ,O,O,O,X
ZOILSJT,X,O,O,X
ZOIJTLS,O,O,O,O
ZOIJTSL,O,O,O,O
ZOIJLTS,X,O,O,X
ZOIJLST,X,O,O,X
ZOIJSTL,O,O,O,O
ZOIJSLT,X,O,O,X
ZOISTLJ,O,O,O,X
ZOISTJL,O,O,O,X
ZOISLTJ,O,O,O,X
ZOISLJT,X,O,O,X
ZOISJTL,O,O,O,O
ZOISJLT,X,O,O,X
ZOLTIJS,O,O,O,X
ZOLTISJ,O,O,O,X
ZOLTJIS,O,O,O,X
ZOLTJSI,X,O,O,X
ZOLTSIJ,O,O,O,X
ZOLTSJI,O,O,O,X
ZOLITJS,O,O,O,X
