sequence,v115@EhC8HeB8HeC8EeD8JeT/IvhF/lBamBUiBWsBlpBxvB,v115@EhC8HeB8HeC8EeD8Je0/IvhF6lBThB/nB2pBlrBRvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFihBTkB0lBGnBVvB3rB,v115@EhC8HeB8HeC8EeD8JeT/IvhFmgBqmB/nB0lBlpBxvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFThB/nBmkBqqB0pBlrB,v115@EhC8HeB8HeC8EeD8Jei/IvhFRhBFlBTnB0pBGrBXrB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGgBThB/nBUlBlrBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFlgBUiBzkBXmBCsBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFqmB/nBRlBzpBUrBlqB,v115@EhC8HeB8HeC8EeD8JeKEJvhFRhBFlB8qBGnB3rBzpB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGhB/nBRlB0qBlrBzpB
IOTLZJS,X,X,O,X,X,X,X,O,X,X,X
IOTLZSJ,X,X,O,O,X,X,X,O,X,X,X
IOTJLSZ,O,X,O,X,X,X,X,O,X,X,X
IOTJLZS,O,X,O,X,X,X,X,O,X,X,X
IOTJSLZ,O,X,O,O,X,X,X,O,O,X,X
IOTJSZL,O,X,O,O,X,X,X,O,X,X,X
IOTJZLS,O,X,O,X,X,O,X,O,X,X,X
IOTJZSL,O,X,O,O,X,O,X,O,O,X,X
IOTSLJZ,O,X,O,O,X,X,X,O,O,X,X
IOTSLZJ,O,X,O,O,X,X,X,O,X,X,X
IOTSJLZ,O,X,O,O,X,X,X,O,O,X,X
IOTSJZL,O,X,O,O,X,X,X,O,X,X,X
IOTSZLJ,O,X,O,O,X,X,X,O,X,X,X
IOTSZJL,O,X,O,O,X,X,X,O,X,X,X
IOTZLJS,X,X,O,X,X,O,X,O,X,X,X
IOTZLSJ,X,X,O,O,X,O,X,O,X,X,X
IOTZJLS,O,X,O,X,X,O,X,O,X,X,X
IOTZJSL,O,X,O,O,X,O,X,O,O,X,X
IOTZSLJ,O,X,O,O,X,O,X,O,O,X,X
IOTZSJL,O,X,O,O,X,X,X,O,O,X,X
IOLTJSZ,X,X,O,X,X,X,X,O,X,X,X
IOLTJZS,X,X,O,X,X,X,X,O,X,X,X
IOLTSJZ,X,X,O,X,X,X,X,O,X,X,X
IOLTSZJ,X,X,O,X,X,X,X,O,X,X,X
IOLTZJS,X,X,O,X,X,X,X,O,X,X,X
IOLTZSJ,X,X,O,X,X,X,X,O,X,X,X
IOLJTSZ,X,X,O,X,X,X,X,O,X,X,X
IOLJTZS,X,X,O,X,X,X,X,O,X,X,X
IOLJSTZ,O,O,O,X,X,X,X,O,O,X,X
IOLJSZT,O,O,X,X,X,X,X,O,O,X,X
IOLJZTS,X,X,O,X,X,O,X,O,X,X,X
IOLJZST,O,O,X,X,X,O,X,O,O,X,X
IOLSTJZ,O,O,X,X,X,X,O,O,O,X,X
IOLSTZJ,O,O,X,X,X,X,O,O,X,X,X
IOLSJTZ,O,O,X,X,X,X,X,O,O,X,X
IOLSJZT,O,O,X,X,X,X,X,O,O,X,X
IOLSZTJ,X,X,X,X,X,X,O,O,X,X,X
IOLSZJT,X,X,X,X,X,X,O,O,O,X,X
IOLZTJS,X,X,X,X,X,O,X,O,X,X,X
IOLZTSJ,X,X,X,X,X,O,X,O,X,X,X
IOLZJTS,X,X,X,X,X,O,X,O,X,X,X
IOLZJST,X,X,X,X,X,O,O,O,O,X,X
IOLZSTJ,X,X,X,X,X,O,O,O,O,X,X
IOLZSJT,X,X,X,X,X,O,O,O,O,X,X
IOJTLSZ,O,X,O,X,X,X,X,O,X,X,X
IOJTLZS,O,X,O,X,X,X,X,O,X,X,X
IOJTSLZ,O,X,O,X,X,X,X,O,O,X,X
IOJTSZL,O,X,O,X,X,X,X,O,X,X,X
IOJTZLS,O,X,O,X,X,O,X,O,X,X,X
IOJTZSL,O,X,O,X,X,O,X,O,O,X,X
IOJLTSZ,X,X,O,X,X,X,X,O,X,X,X
IOJLTZS,X,X,O,X,X,X,X,O,X,X,X
IOJLSTZ,O,O,O,X,X,X,X,O,O,X,X
IOJLSZT,O,O,X,X,X,X,X,O,O,X,X
IOJLZTS,X,X,O,X,X,O,X,O,X,X,X
IOJLZST,O,O,X,X,X,O,X,O,O,X,X
IOJSTLZ,O,O,X,X,X,X,X,O,O,X,X
IOJSTZL,O,O,X,X,X,X,X,O,X,X,X
IOJSLTZ,O,O,O,X,X,X,X,O,O,X,X
IOJSLZT,O,O,X,X,X,X,X,O,O,X,X
IOJSZTL,O,O,X,X,X,O,X,O,O,X,X
IOJSZLT,O,O,X,X,X,O,X,O,O,X,X
IOJZTLS,O,X,X,X,X,O,X,O,X,X,X
IOJZTSL,O,X,X,X,X,O,X,O,O,X,X
IOJZLTS,X,X,O,X,X,O,X,O,X,X,X
IOJZLST,O,O,X,X,X,O,X,O,O,X,X
IOJZSTL,O,O,X,X,X,O,X,O,O,X,X
IOJZSLT,O,O,X,X,X,O,X,O,O,X,X
IOSTLJZ,O,O,O,O,X,X,O,O,O,X,X
IOSTLZJ,O,O,O,O,X,X,O,O,X,X,X
IOSTJLZ,O,O,O,O,X,X,O,O,O,X,X
IOSTJZL,O,O,O,O,X,X,X,O,X,X,X
IOSTZLJ,O,O,O,O,X,X,O,O,X,X,X
IOSTZJL,O,O,O,O,X,X,X,O,X,X,X
IOSLTJZ,O,O,X,O,X,X,O,O,O,X,X
IOSLTZJ,O,O,X,O,X,X,O,O,X,X,X
IOSLJTZ,O,O,X,X,X,X,X,O,O,X,X
IOSLJZT,O,O,X,X,X,X,X,O,O,X,X
IOSLZTJ,X,X,X,O,X,X,O,O,O,X,X
IOSLZJT,X,X,X,O,X,X,O,O,O,X,X
IOSJTLZ,O,O,X,X,X,X,X,O,O,X,X
IOSJTZL,O,O,X,X,X,X,X,O,X,X,X
IOSJLTZ,O,O,O,X,X,X,X,O,O,X,X
IOSJLZT,O,O,X,X,X,X,X,O,O,X,X
IOSJZTL,O,O,X,X,X,O,X,O,O,X,X
IOSJZLT,O,O,X,X,X,O,X,O,O,X,X
IOSZTLJ,X,X,X,O,X,O,X,O,O,X,X
IOSZTJL,X,X,X,O,X,X,X,O,O,X,X
IOSZLTJ,X,X,X,O,X,O,X,O,O,X,X
IOSZLJT,X,X,X,O,X,O,X,O,O,X,X
IOSZJTL,X,X,X,X,X,O,X,O,O,X,X
IOSZJLT,X,X,X,X,X,O,X,O,O,X,X
IOZTLJS,X,X,O,X,X,O,X,O,X,X,X
IOZTLSJ,X,X,O,O,X,O,X,O,X,X,X
IOZTJLS,X,X,O,X,X,O,X,O,X,X,X
IOZTJSL,X,X,O,O,X,O,X,O,O,X,X
IOZTSLJ,X,X,O,O,X,O,X,O,O,X,X
IOZTSJL,X,X,O,O,X,X,X,O,O,X,X
IOZLTJS,X,X,X,X,X,O,X,O,X,X,X
IOZLTSJ,X,X,X,X,X,O,X,O,X,X,X
IOZLJTS,X,X,X,X,X,O,X,O,X,X,X
IOZLJST,X,X,X,X,X,O,X,O,O,X,X
IOZLSTJ,X,X,X,X,X,O,X,O,O,X,X
IOZLSJT,X,X,X,X,X,O,X,O,O,X,X
IOZJTLS,X,X,X,X,X,O,X,O,X,X,X
IOZJTSL,X,X,X,X,X,O,X,O,O,X,X
IOZJLTS,X,X,O,X,X,O,X,O,X,X,X
IOZJLST,X,X,X,X,X,O,X,O,O,X,X
IOZJSTL,X,X,X,X,X,O,X,O,O,X,X
IOZJSLT,X,X,X,X,X,O,X,O,O,X,X
IOZSTLJ,X,X,X,O,X,O,X,O,O,X,X
IOZSTJL,X,X,X,O,X,X,X,O,O,X,X
IOZSLTJ,X,X,X,O,X,O,X,O,O,X,X
IOZSLJT,X,X,X,O,X,O,X,O,O,X,X
IOZSJTL,X,X,X,X,X,O,X,O,O,X,X
IOZSJLT,X,X,X,X,X,O,X,O,O,X,X
LTIJSZO,X,X,X,X,X,X,X,O,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,O,X,X,X
LTIJZSO,X,X,X,X,X,X,X,O,X,X,X
LTIJZOS,X,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,O,X,X,X
LTIJOZS,X,X,X,X,X,X,X,O,X,X,X
LTISJZO,X,X,X,X,X,X,O,O,X,X,X
LTISJOZ,X,X,X,X,O,X,O,O,X,X,X
LTISZJO,X,X,X,X,X,X,O,O,X,X,X
LTISZOJ,X,X,X,X,O,X,O,O,X,X,X
LTISOJZ,X,X,X,X,O,X,O,O,X,X,X
LTISOZJ,X,X,X,X,O,X,O,O,X,X,X
LTIZJSO,X,X,X,X,X,X,O,O,X,O,X
LTIZJOS,X,X,X,X,X,X,X,O,X,X,X
LTIZSJO,X,X,X,X,X,X,O,O,X,X,X
LTIZSOJ,X,X,X,X,X,X,O,O,X,X,X
LTIZOJS,X,X,X,X,X,X,X,O,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,O,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,X,X,X
LTIOJZS,X,X,X,X,X,X,X,O,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,X,X
LTIOSZJ,X,X,X,X,X,X,X,O,X,X,X
LTIOZJS,X,X,X,X,X,X,X,O,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,O,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,O,X
LTJISOZ,X,X,X,X,X,X,X,O,X,X,X
LTJIZSO,X,X,X,X,X,X,X,O,X,X,X
LTJIZOS,X,X,X,X,X,X,X,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,X,O,X,X,X
LTJIOZS,X,X,O,X,X,X,X,O,X,X,X
LTJSIZO,O,X,X,X,X,X,X,O,X,O,X
LTJSIOZ,O,X,O,X,X,X,X,X,X,X,X
LTJSZIO,O,X,O,X,X,X,X,O,X,O,X
LTJSZOI,O,X,O,X,X,X,X,O,X,O,X
LTJSOIZ,O,X,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,O,X,X,X,X,O,X,X,X
LTJZISO,X,X,O,X,X,X,X,O,X,O,X
LTJZIOS,X,X,O,X,X,X,X,O,X,X,X
LTJZSIO,O,X,O,X,X,X,X,O,X,O,X
LTJZSOI,O,X,O,X,X,X,X,O,X,O,X
LTJZOIS,X,X,O,X,X,X,X,X,X,X,X
LTJZOSI,O,X,O,X,X,X,X,X,X,O,X
LTJOISZ,X,X,O,X,X,X,X,X,X,X,X
LTJOIZS,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,X,O,X,X,X,X,X,X,X,X
LTJOSZI,O,X,O,X,X,X,X,X,X,X,X
LTJOZIS,X,X,O,X,X,X,X,X,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,O,X,X,O,O,X,X,O
LTSIJOZ,O,X,X,O,O,X,O,O,X,X,X
LTSIZJO,O,X,X,O,O,X,O,O,X,X,O
LTSIZOJ,O,X,X,O,O,X,O,O,X,X,O
LTSIOJZ,O,X,X,O,O,X,O,O,X,X,X
LTSIOZJ,O,X,X,O,O,X,O,O,X,X,X
LTSJIZO,O,X,X,X,X,X,X,O,X,O,O
LTSJIOZ,O,X,O,X,O,X,X,O,X,X,X
LTSJZIO,O,X,O,O,O,X,O,O,X,O,O
LTSJZOI,O,X,O,O,O,X,O,O,X,O,O
LTSJOIZ,O,X,O,X,O,X,X,X,X,X,X
LTSJOZI,O,X,O,O,O,X,O,O,X,X,O
LTSZIJO,O,X,O,O,O,X,O,O,X,X,O
LTSZIOJ,O,X,O,O,O,X,O,O,X,X,O
LTSZJIO,O,X,O,O,O,X,O,O,X,O,O
LTSZJOI,O,X,O,O,O,X,O,O,X,O,O
LTSZOIJ,O,X,O,O,O,X,O,O,X,X,O
LTSZOJI,O,X,O,O,O,X,O,O,X,X,O
LTSOIJZ,O,X,O,O,O,X,X,O,X,X,X
LTSOIZJ,O,X,O,O,O,X,O,O,X,X,X
LTSOJIZ,O,X,O,X,O,X,X,X,X,X,X
LTSOJZI,O,X,O,O,O,X,O,O,X,X,O
LTSOZIJ,O,X,O,O,O,X,O,O,X,X,O
LTSOZJI,O,X,O,O,O,X,O,O,X,X,O
LTZIJSO,X,X,O,X,X,X,X,O,X,O,X
LTZIJOS,X,X,O,X,X,X,X,O,X,X,X
LTZISJO,X,X,O,O,O,X,X,O,X,X,X
LTZISOJ,X,X,O,O,O,X,X,O,X,X,X
LTZIOJS,X,X,O,X,X,X,X,O,X,X,X
LTZIOSJ,X,X,O,O,X,X,X,O,X,X,X
LTZJISO,X,X,O,X,O,X,O,O,X,O,X
LTZJIOS,X,X,O,X,X,X,X,O,X,X,X
LTZJSIO,X,X,O,X,O,X,O,O,X,O,X
LTZJSOI,X,X,O,X,O,X,O,O,X,O,X
LTZJOIS,X,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,X,O,X,X,X,X,X,X,O,X
LTZSIJO,X,X,O,O,O,X,O,O,X,X,O
LTZSIOJ,X,X,O,O,O,X,O,O,X,X,O
LTZSJIO,X,X,O,O,O,X,O,O,X,O,O
LTZSJOI,X,X,O,O,O,X,O,O,X,O,O
LTZSOIJ,X,X,O,O,O,X,O,O,X,X,O
LTZSOJI,X,X,O,O,O,X,O,O,X,X,O
LTZOIJS,X,X,O,X,X,X,X,X,X,X,X
LTZOISJ,X,X,O,O,X,X,X,X,X,X,X
LTZOJIS,X,X,O,X,X,X,X,X,X,X,X
LTZOJSI,X,X,O,X,X,X,X,X,X,O,X
LTZOSIJ,X,X,O,O,X,X,X,X,X,X,X
LTZOSJI,X,X,O,O,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,X,X,X,X,X,X,X
LTOIJZS,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,X,O,X,X,X,X,X,X,X,X
LTOISZJ,X,X,O,X,X,X,X,X,X,X,X
LTOIZJS,X,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,O,X,X,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,O,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,X,O,O,X,X,X,X,X,X,X
LTOSZJI,O,X,O,O,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,X,X,X,X,X,X,X
LTOZISJ,X,X,O,O,X,X,X,X,X,X,X
LTOZJIS,X,X,O,X,X,X,X,X,X,X,X
LTOZJSI,X,X,O,X,X,X,X,X,X,O,X
LTOZSIJ,X,X,O,O,X,X,X,X,X,X,X
LTOZSJI,X,X,O,O,X,X,X,X,X,X,X
LITJSZO,O,O,X,X,X,X,X,O,X,X,X
LITJSOZ,O,O,X,X,X,X,X,O,X,X,X
LITJZSO,O,O,X,X,X,X,X,O,X,X,X
LITJZOS,O,X,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,X,X,X,X,X,O,X,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,X,X
LITSJZO,O,O,X,O,X,X,O,O,X,X,X
LITSJOZ,O,O,X,O,O,X,O,O,X,X,X
LITSZJO,O,O,X,O,X,X,O,O,X,X,X
LITSZOJ,O,O,X,O,O,X,O,O,X,X,X
LITSOJZ,O,O,X,O,O,X,O,O,X,X,X
LITSOZJ,O,O,X,O,O,X,O,O,X,X,X
LITZJSO,X,X,X,X,X,X,O,O,X,O,X
LITZJOS,X,X,X,X,X,X,X,O,X,X,X
LITZSJO,X,X,X,O,X,X,O,O,X,X,X
LITZSOJ,X,X,X,O,X,X,O,O,X,X,X
LITZOJS,X,X,X,X,X,X,X,O,X,X,X
LITZOSJ,X,X,X,O,X,X,X,O,X,X,X
LITOJSZ,O,X,X,X,X,X,X,O,X,X,X
LITOJZS,O,X,X,X,X,X,X,O,X,X,X
LITOSJZ,O,X,X,O,X,X,X,O,X,X,X
LITOSZJ,O,X,X,O,X,X,X,O,X,X,X
LITOZJS,X,X,X,X,X,X,X,O,X,X,X
LITOZSJ,X,X,X,O,X,X,X,O,X,X,X
LIJTSZO,O,O,X,X,X,X,X,O,X,O,X
LIJTSOZ,O,O,X,X,X,X,X,O,X,X,X
LIJTZSO,O,O,X,X,X,X,X,O,X,X,X
LIJTZOS,O,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,O,X,X,X
LIJTOZS,O,X,X,X,X,X,X,O,X,X,X
LIJSTZO,O,O,X,X,X,X,O,O,X,O,X
LIJSTOZ,O,O,X,X,O,X,O,O,X,X,X
LIJSZTO,O,O,X,X,X,X,O,O,X,O,X
LIJSZOT,O,O,X,X,X,X,O,O,X,O,X
LIJSOTZ,O,O,X,X,X,X,X,O,X,X,X
LIJSOZT,O,O,X,X,X,X,X,O,X,O,X
LIJZTSO,O,O,X,X,X,X,O,O,X,O,X
LIJZTOS,O,X,X,X,X,X,X,O,X,X,X
LIJZSTO,O,O,X,X,X,X,O,O,X,O,X
LIJZSOT,O,O,X,X,X,X,O,O,X,O,X
LIJZOTS,X,X,X,X,X,X,X,O,X,X,X
LIJZOST,O,O,X,X,X,X,O,O,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,O,O,X,X,X,X,X,O,X,X,X
LIJOSZT,O,O,X,X,X,X,X,O,X,O,X
LIJOZTS,X,X,X,X,X,X,X,O,X,X,X
LIJOZST,O,O,X,X,X,X,X,O,X,X,X
LISTJZO,O,O,X,O,X,X,O,O,X,X,O
LISTJOZ,O,O,X,O,O,X,O,O,X,X,X
LISTZJO,O,O,X,O,O,X,O,O,X,X,O
LISTZOJ,O,O,X,O,O,X,O,O,X,X,O
LISTOJZ,O,O,X,O,O,X,O,O,X,X,X
LISTOZJ,O,O,X,O,O,X,O,O,X,X,X
LISJTZO,O,O,X,O,X,X,O,O,X,O,X
LISJTOZ,O,O,X,O,O,X,O,O,X,X,X
LISJZTO,O,O,X,O,X,X,O,O,X,O,X
LISJZOT,O,O,X,O,X,X,O,O,X,O,X
LISJOTZ,O,O,X,X,X,X,X,O,X,X,X
LISJOZT,O,O,X,X,X,X,X,O,X,O,X
LISZTJO,O,O,X,O,O,X,O,O,X,X,O
LISZTOJ,O,O,X,O,O,X,O,O,X,X,O
LISZJTO,O,O,X,O,O,X,O,O,X,X,X
LISZJOT,O,O,X,O,O,X,O,O,X,X,X
LISZOTJ,X,X,X,O,O,X,O,O,X,X,X
LISZOJT,X,X,X,O,X,X,O,O,X,X,X
LISOTJZ,O,O,X,O,O,X,O,O,X,X,X
LISOTZJ,O,O,X,O,O,X,O,O,X,X,X
LISOJTZ,O,O,X,X,X,X,X,O,X,X,X
LISOJZT,O,O,X,X,X,X,X,O,X,X,X
LISOZTJ,X,X,X,O,X,X,O,O,X,X,X
LISOZJT,X,X,X,O,X,X,O,O,X,X,X
LIZTJSO,X,X,X,X,X,X,O,O,X,O,X
LIZTJOS,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,X,X,X,O,O,X,O,O,X,X,X
LIZTSOJ,X,X,X,O,O,X,O,O,X,X,X
LIZTOJS,X,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,O,X,X,X,O,X,X,X
LIZJTSO,O,O,X,X,O,X,O,O,X,O,X
LIZJTOS,X,X,X,X,X,X,X,O,X,X,X
LIZJSTO,O,O,X,X,O,X,O,O,X,X,X
LIZJSOT,O,O,X,X,O,X,O,O,X,X,X
LIZJOTS,X,X,X,X,X,X,X,O,X,X,X
LIZJOST,O,O,X,X,O,X,O,O,X,X,X
LIZSTJO,O,O,X,O,O,X,O,O,X,X,O
LIZSTOJ,O,O,X,O,O,X,O,O,X,X,O
LIZSJTO,O,O,X,O,O,X,O,O,X,X,X
LIZSJOT,O,O,X,O,O,X,O,O,X,X,X
LIZSOTJ,X,X,X,O,O,X,O,O,X,X,X
LIZSOJT,X,X,X,O,X,X,O,O,X,X,X
LIZOTJS,X,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,X
LIZOJST,X,X,X,X,X,X,O,O,X,X,X
LIZOSTJ,X,X,X,X,O,X,O,O,X,X,X
LIZOSJT,X,X,X,X,X,X,O,O,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,X
LIOTJZS,X,X,X,X,X,X,X,O,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,O,X,X,X
LIOTZJS,X,X,X,X,X,X,X,O,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,O,X,X,X
LIOJSZT,O,O,X,X,X,X,X,O,X,X,X
LIOJZTS,X,X,X,X,X,X,X,O,X,X,X
LIOJZST,O,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,O,X,X,O,X,O,O,X,X,X
LIOSTZJ,O,O,X,X,O,X,O,O,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,O,X,X,X
LIOSJZT,O,O,X,X,X,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,X,O,O,X,X,X
LIOSZJT,X,X,X,X,X,X,O,O,X,X,X
LIOZTJS,X,X,X,X,X,X,X,O,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,X
LIOZJTS,X,X,X,X,X,X,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,O,O,X,X,X
LIOZSJT,X,X,X,X,X,X,O,O,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,X,O,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,O,X,X,X
LJTIOZS,X,X,O,X,X,X,X,O,X,X,X
LJTSIZO,O,X,X,X,X,X,X,O,X,O,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,X,O,X,X,X,X,O,X,O,X
LJTSZOI,O,X,O,X,X,X,X,O,X,O,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,O,X,X,X
LJTZISO,X,X,O,X,X,X,X,O,X,O,X
LJTZIOS,X,X,O,X,X,X,X,O,X,X,X
LJTZSIO,O,X,O,X,X,X,X,O,X,O,X
LJTZSOI,O,X,O,X,X,X,X,O,X,O,X
LJTZOIS,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,O,X
LJTOISZ,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,O,X,O,X
LJITSOZ,O,X,X,X,X,X,X,O,X,X,X
LJITZSO,O,X,X,X,X,X,X,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,O,X,X,X
LJITOSZ,O,X,O,X,X,X,X,O,X,X,X
LJITOZS,O,X,O,X,X,X,X,O,X,X,X
LJISTZO,O,X,X,X,X,X,O,O,X,O,X
LJISTOZ,O,X,O,X,O,X,O,O,X,X,X
LJISZTO,O,X,X,X,X,X,O,O,X,O,X
LJISZOT,O,X,X,X,X,X,O,O,X,O,X
LJISOTZ,O,X,X,X,X,X,X,O,X,X,X
LJISOZT,O,X,X,X,X,X,X,O,X,O,X
LJIZTSO,O,X,X,X,X,X,O,O,X,O,X
LJIZTOS,O,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,X,X,X,X,X,O,O,X,O,X
LJIZSOT,O,X,X,X,X,X,O,O,X,O,X
LJIZOTS,X,X,X,X,X,X,X,O,X,X,X
LJIZOST,O,X,X,X,X,X,O,O,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,O,X,X,X
LJIOTZS,X,X,O,X,X,X,X,O,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,O,X,X,X
LJIOSZT,O,X,X,X,X,X,X,O,X,O,X
LJIOZTS,X,X,O,X,X,X,X,O,X,X,X
LJIOZST,O,X,X,X,X,X,X,O,X,X,X
LJSTIZO,X,X,X,X,X,X,X,O,X,O,O
LJSTIOZ,X,X,O,X,O,X,X,O,X,X,X
LJSTZIO,X,O,O,X,O,X,O,O,X,O,O
LJSTZOI,X,O,O,X,O,X,O,O,X,O,O
LJSTOIZ,X,X,O,X,O,X,X,X,O,X,X
LJSTOZI,X,O,O,X,O,X,O,O,O,X,O
LJSITZO,X,O,X,X,X,X,O,O,X,O,X
LJSITOZ,X,O,O,X,O,X,O,O,X,X,X
LJSIZTO,X,O,X,X,X,X,O,O,X,O,X
LJSIZOT,X,O,X,X,X,X,O,O,X,O,X
LJSIOTZ,X,O,X,X,X,X,X,O,O,X,X
LJSIOZT,X,O,X,X,X,X,X,O,O,O,X
LJSZTIO,X,O,X,X,O,X,O,O,X,O,O
LJSZTOI,X,O,O,X,O,X,O,O,X,O,O
LJSZITO,X,O,X,X,O,X,O,O,X,O,X
LJSZIOT,X,O,X,X,O,X,O,O,X,O,X
LJSZOTI,X,O,X,X,O,X,O,O,O,O,X
LJSZOIT,X,O,X,X,O,X,O,X,O,O,X
LJSOTIZ,X,X,O,X,X,X,X,X,O,X,X
LJSOTZI,X,X,O,X,X,X,X,O,O,X,X
LJSOITZ,X,X,O,X,X,X,X,X,O,X,X
LJSOIZT,X,X,X,X,X,X,X,X,O,O,X
LJSOZTI,X,X,X,X,X,X,X,O,O,O,X
LJSOZIT,X,X,X,X,X,X,X,X,O,O,X
LJZTISO,X,O,X,X,O,O,O,O,X,O,X
LJZTIOS,X,X,X,X,X,O,X,O,X,X,X
LJZTSIO,O,O,X,X,O,O,O,O,X,O,X
LJZTSOI,O,O,X,X,O,X,O,O,X,O,X
LJZTOIS,X,X,O,X,X,O,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,O,X
LJZITSO,O,O,X,X,O,X,O,O,X,O,X
LJZITOS,O,X,X,X,X,X,X,O,X,X,X
LJZISTO,O,O,X,X,O,X,O,O,X,O,X
LJZISOT,O,O,X,X,O,X,O,O,X,O,X
LJZIOTS,X,X,X,X,X,X,X,O,X,X,X
LJZIOST,O,O,X,X,O,X,O,O,X,X,X
LJZSTIO,X,O,X,X,O,X,O,O,X,O,O
LJZSTOI,X,O,O,X,O,X,O,O,X,O,O
LJZSITO,X,O,X,X,O,X,O,O,X,O,X
LJZSIOT,X,O,X,X,O,X,O,O,X,O,X
LJZSOTI,X,O,X,X,O,X,O,O,X,O,X
LJZSOIT,X,O,X,X,O,X,O,X,X,O,X
LJZOTIS,X,X,O,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,O,X
