sequence,v115@PhD8GeD8BeB8AeB8Jei/IvhFzgBWnBxiBUlBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF2lBRhBCjB3mB0qBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhFXhB8mBCjBmkBzqBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhF8lBzhBCjBmkBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF0gBxiB/qBCnBOrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhFXhBxiB2qBCnBlsB0qB,v115@PhD8GeD8BeB8AeB8JeT/IvhFUiB/qBFmBRsBmqBCtB
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,X,O,X,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,O,O,X,X
JLSZOTI,O,O,O,O,O,O,X
JLSZOIT,O,O,O,O,O,X,X
JLSOTIZ,O,O,X,X,X,O,X
JLSOTZI,O,O,X,O,X,O,X
JLSOITZ,O,O,X,X,X,O,X
JLSOIZT,O,O,O,O,O,X,X
JLSOZTI,O,O,O,O,O,O,X
JLSOZIT,O,O,O,O,O,X,X
JLZTISO,O,O,O,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X
JLZITSO,O,O,O,X,X,X,X
JLZITOS,O,O,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,X,X
JLZIOTS,X,O,O,X,X,X,X
JLZIOST,X,O,O,X,X,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,X,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,X,X,X
JLZSOTI,O,O,O,O,X,O,X
JLZSOIT,O,O,O,O,X,X,X
JLZOTIS,O,O,O,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X
JLZOITS,X,O,O,X,X,X,X
JLZOIST,X,O,O,X,X,X,X
JLZOSTI,X,O,O,X,X,O,X
JLZOSIT,X,O,O,X,X,X,X
JLOTISZ,X,X,O,X,X,O,X
JLOTIZS,X,X,O,X,X,O,X
JLOTSIZ,X,X,O,X,X,O,X
JLOTSZI,X,X,O,X,X,O,X
JLOTZIS,X,X,O,X,X,O,X
JLOTZSI,X,X,O,X,X,O,X
JLOITSZ,X,X,O,X,X,O,X
JLOITZS,X,X,O,X,X,O,X
JLOISTZ,X,X,X,X,X,O,X
JLOISZT,X,X,O,X,O,X,X
JLOIZTS,X,X,O,X,X,X,X
JLOIZST,X,X,O,X,X,X,X
JLOSTIZ,X,O,X,X,X,O,X
JLOSTZI,X,O,X,O,X,O,X
JLOSITZ,X,O,X,X,X,O,X
JLOSIZT,X,O,O,O,O,X,X
JLOSZTI,X,O,O,O,O,O,X
JLOSZIT,X,O,O,O,O,X,X
JLOZTIS,X,O,O,X,X,X,X
JLOZTSI,X,O,O,X,X,X,X
JLOZITS,X,O,O,X,X,X,X
JLOZIST,X,O,O,X,X,X,X
JLOZSTI,X,O,O,X,X,O,X
JLOZSIT,X,O,O,X,X,X,X
JSTILZO,O,X,O,O,O,O,X
JSTILOZ,O,O,O,O,O,O,X
JSTIZLO,O,X,O,O,O,X,X
JSTIZOL,O,X,O,O,O,X,O
JSTIOLZ,O,O,O,O,O,O,X
JSTIOZL,O,X,O,O,O,X,O
JSTLIZO,O,X,O,O,O,O,X
JSTLIOZ,O,O,O,O,O,O,X
JSTLZIO,O,X,O,O,O,O,X
JSTLZOI,O,X,O,O,O,O,X
JSTLOIZ,O,O,O,O,O,O,X
JSTLOZI,O,O,O,O,O,O,X
JSTZILO,O,X,O,O,O,X,X
JSTZIOL,O,X,O,O,O,X,X
JSTZLIO,O,X,O,O,O,X,X
JSTZLOI,O,X,O,O,O,X,X
JSTZOIL,O,X,O,O,O,X,O
JSTZOLI,O,X,O,O,O,X,X
JSTOILZ,O,O,O,O,O,O,X
JSTOIZL,O,X,O,O,O,X,O
JSTOLIZ,O,O,O,O,O,O,X
JSTOLZI,O,O,O,O,O,O,X
JSTOZIL,O,X,O,O,O,X,O
JSTOZLI,O,X,O,O,O,X,X
JSITLZO,O,X,O,O,O,O,X
JSITLOZ,O,O,O,O,O,O,X
JSITZLO,O,X,O,O,O,X,X
JSITZOL,O,X,O,O,O,X,O
JSITOLZ,O,O,O,O,O,O,X
JSITOZL,X,X,O,O,O,X,O
JSILTZO,O,X,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X
JSILZTO,O,X,O,O,X,X,X
JSILZOT,O,O,O,O,O,X,X
JSILOTZ,O,O,X,X,X,O,X
JSILOZT,O,O,O,O,O,X,X
JSIZTLO,O,X,O,O,X,X,X
JSIZTOL,O,X,X,O,X,X,O
JSIZLTO,O,X,O,O,X,X,X
JSIZLOT,O,O,O,O,O,X,X
JSIZOTL,O,X,X,O,X,X,O
JSIZOLT,O,O,O,O,O,X,X
JSIOTLZ,O,O,O,X,O,O,X
JSIOTZL,X,X,O,X,O,X,O
JSIOLTZ,O,O,X,X,X,O,X
JSIOLZT,O,O,O,O,O,X,X
JSIOZTL,O,X,O,O,X,X,O
JSIOZLT,O,O,O,O,O,X,X
JSLTIZO,O,X,X,O,X,X,X
JSLTIOZ,O,O,X,O,X,X,X
JSLTZIO,O,X,X,O,X,X,X
JSLTZOI,O,X,X,O,X,X,X
JSLTOIZ,O,O,X,O,X,O,X
JSLTOZI,O,O,X,O,X,O,X
JSLITZO,O,X,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X
JSLIZTO,O,X,O,O,X,X,X
JSLIZOT,O,O,O,O,O,X,X
JSLIOTZ,O,O,X,X,X,O,X
JSLIOZT,O,O,O,O,O,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,X,O,X,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,O,X,X
JSLZOTI,O,O,O,O,O,O,X
JSLZOIT,O,O,O,O,O,X,X
JSLOTIZ,O,O,X,X,X,O,X
JSLOTZI,O,O,X,O,X,O,X
JSLOITZ,O,O,X,X,X,O,X
JSLOIZT,O,O,O,O,O,X,X
JSLOZTI,O,O,O,O,O,O,X
JSLOZIT,O,O,O,O,O,X,X
JSZTILO,O,O,O,O,O,X,X
JSZTIOL,O,O,X,O,O,X,X
JSZTLIO,O,O,O,O,O,X,X
JSZTLOI,O,O,X,O,O,X,X
JSZTOIL,O,O,X,O,O,X,X
JSZTOLI,O,O,X,O,O,X,X
JSZITLO,O,O,O,O,X,X,X
JSZITOL,O,O,X,O,X,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,O,O,O,O,O,X,X
JSZIOTL,O,O,X,O,X,X,X
JSZIOLT,O,O,O,O,O,X,X
JSZLTIO,O,O,O,O,X,X,X
JSZLTOI,O,O,X,O,X,X,X
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,O,O,O,O,X,X
JSZLOTI,O,O,O,O,O,O,X
JSZLOIT,O,O,O,O,O,X,X
JSZOTIL,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,O,O,X,X
JSZOLTI,O,O,O,O,O,O,X
JSZOLIT,O,O,O,O,O,X,X
JSOTILZ,O,O,O,O,O,O,X
JSOTIZL,O,X,O,O,O,X,O
JSOTLIZ,O,O,O,O,O,O,X
JSOTLZI,O,O,O,O,O,O,X
JSOTZIL,O,X,O,O,O,X,O
JSOTZLI,O,X,O,O,O,X,X
JSOITLZ,O,O,O,X,O,O,X
JSOITZL,X,X,O,X,O,X,O
JSOILTZ,O,O,X,X,X,O,X
JSOILZT,O,O,O,O,O,X,X
JSOIZTL,O,X,O,O,X,X,O
JSOIZLT,O,O,O,O,O,X,X
JSOLTIZ,O,O,X,X,X,O,X
JSOLTZI,O,O,X,O,X,O,X
JSOLITZ,O,O,X,X,X,O,X
JSOLIZT,O,O,O,O,O,X,X
JSOLZTI,O,O,O,O,O,O,X
JSOLZIT,O,O,O,O,O,X,X
JSOZTIL,O,O,O,O,O,X,X
JSOZTLI,O,O,O,O,O,X,X
JSOZITL,O,O,O,O,X,X,X
JSOZILT,O,O,O,O,O,X,X
JSOZLTI,O,O,O,O,O,O,X
JSOZLIT,O,O,O,O,O,X,X
JZTILSO,O,O,O,X,X,O,X
JZTILOS,O,O,O,X,X,O,X
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,O,O,O,X,X,O,X
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,O,O,X,X,O,X
JZTLIOS,O,O,O,X,X,O,X
JZTLSIO,O,O,O,O,X,O,X
JZTLSOI,O,O,O,O,X,O,X
JZTLOIS,O,O,O,X,X,O,X
JZTLOSI,O,O,O,O,X,O,X
JZTSILO,O,O,O,O,X,X,X
JZTSIOL,O,O,O,O,X,X,X
JZTSLIO,O,O,O,O,X,X,X
JZTSLOI,O,O,O,O,X,X,X
JZTSOIL,O,O,O,O,X,X,X
JZTSOLI,O,O,O,O,X,X,X
JZTOILS,O,O,O,X,X,O,X
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,O,O,O,X,X,O,X
JZTOLSI,O,O,O,O,X,O,X
JZTOSIL,O,O,O,O,X,X,X
JZTOSLI,O,O,O,O,X,X,X
JZITLSO,O,O,O,X,X,O,X
JZITLOS,O,O,O,X,X,O,X
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,X,X,X
JZITOLS,O,O,O,X,X,O,X
JZITOSL,O,O,O,X,X,X,X
JZILTSO,O,O,O,X,X,X,X
JZILTOS,O,O,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X
JZILSOT,O,O,O,X,X,X,X
JZILOTS,X,O,O,X,X,X,X
JZILOST,X,O,O,X,X,X,X
JZISTLO,O,O,O,X,X,X,X
JZISTOL,O,O,X,X,X,X,X
JZISLTO,O,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,X,O,O,X,X,O,X
JZIOTSL,X,O,O,X,X,X,X
JZIOLTS,X,O,O,X,X,X,X
JZIOLST,X,O,O,X,X,X,X
JZIOSTL,X,O,O,X,X,X,X
JZIOSLT,X,O,O,X,X,X,X
JZLTISO,O,O,O,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X
JZLITSO,O,O,O,X,X,X,X
JZLITOS,O,O,X,X,X,X,X
JZLISTO,O,O,O,X,X,X,X
JZLISOT,O,O,O,X,X,X,X
JZLIOTS,X,O,O,X,X,X,X
JZLIOST,X,O,O,X,X,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,X,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,X,X,X
JZLSOTI,O,O,O,O,X,O,X
JZLSOIT,O,O,O,O,X,X,X
JZLOTIS,O,O,O,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X
JZLOITS,X,O,O,X,X,X,X
JZLOIST,X,O,O,X,X,X,X
JZLOSTI,X,O,O,X,X,O,X
JZLOSIT,X,O,O,X,X,X,X
JZSTILO,O,O,O,O,X,X,X
JZSTIOL,O,O,X,O,X,X,X
JZSTLIO,O,O,O,O,X,X,X
JZSTLOI,O,O,X,O,X,X,X
JZSTOIL,O,O,X,O,X,X,X
JZSTOLI,O,O,X,O,X,X,X
JZSITLO,O,O,O,O,X,X,X
JZSITOL,O,O,X,O,X,X,X
JZSILTO,O,O,O,O,X,X,X
JZSILOT,O,O,O,O,X,X,X
JZSIOTL,O,O,X,O,X,X,X
JZSIOLT,O,O,O,O,X,X,X
JZSLTIO,O,O,O,O,X,X,X
JZSLTOI,O,O,X,O,X,X,X
JZSLITO,O,O,O,O,X,X,X
JZSLIOT,O,O,O,O,X,X,X
JZSLOTI,O,O,O,O,X,O,X
JZSLOIT,O,O,O,O,X,X,X
JZSOTIL,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X
JZSOITL,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,X,X,X
JZSOLTI,O,O,O,O,X,O,X
JZSOLIT,O,O,O,O,X,X,X
JZOTILS,O,O,O,X,X,O,X
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,O,O,O,X,X,O,X
JZOTLSI,O,O,O,X,X,O,X
JZOTSIL,O,O,O,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X
JZOITLS,X,O,O,X,X,O,X
JZOITSL,X,O,O,X,X,X,X
JZOILTS,X,O,O,X,X,X,X
JZOILST,X,O,O,X,X,X,X
JZOISTL,X,O,O,X,X,X,X
JZOISLT,X,O,O,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X
JZOLITS,X,O,O,X,X,X,X
JZOLIST,X,O,O,X,X,X,X
JZOLSTI,X,O,O,X,X,O,X
JZOLSIT,X,O,O,X,X,X,X
JZOSTIL,X,O,O,X,X,X,X
JZOSTLI,X,O,O,X,X,X,X
JZOSITL,X,O,O,X,X,X,X
JZOSILT,X,O,O,X,X,X,X
JZOSLTI,X,O,O,X,X,O,X
JZOSLIT,X,O,O,X,X,X,X
JOTILSZ,X,X,O,O,O,O,X
JOTILZS,X,X,O,X,X,O,X
JOTISLZ,X,X,O,O,O,O,X
JOTISZL,X,X,O,O,O,X,X
JOTIZLS,X,X,O,X,X,O,X
JOTIZSL,X,X,O,X,X,X,X
JOTLISZ,X,X,O,O,O,O,X
JOTLIZS,X,X,O,X,X,O,X
JOTLSIZ,X,O,O,O,O,O,X
JOTLSZI,X,O,O,O,O,O,X
JOTLZIS,X,O,O,X,X,O,X
JOTLZSI,X,O,O,O,X,O,X
JOTSILZ,X,O,O,O,O,O,X
JOTSIZL,X,O,O,O,O,X,X
JOTSLIZ,X,O,O,O,O,O,X
JOTSLZI,X,O,O,O,O,O,X
JOTSZIL,X,O,O,O,O,X,X
JOTSZLI,X,O,O,O,O,X,X
JOTZILS,X,O,O,X,X,O,X
JOTZISL,X,O,O,X,X,X,X
JOTZLIS,X,O,O,X,X,O,X
JOTZLSI,X,O,O,O,X,O,X
JOTZSIL,X,O,O,O,X,X,X
JOTZSLI,X,O,O,O,X,X,X
JOITLSZ,X,X,O,X,O,O,X
JOITLZS,X,X,O,X,X,O,X
JOITSLZ,X,X,O,X,O,O,X
JOITSZL,X,X,O,X,O,X,X
JOITZLS,X,X,O,X,X,O,X
JOITZSL,X,X,O,X,X,X,X
JOILTSZ,X,X,O,X,X,O,X
JOILTZS,X,X,O,X,X,O,X
JOILSTZ,X,X,X,X,X,O,X
JOILSZT,X,X,O,X,O,X,X
JOILZTS,X,X,O,X,X,X,X
JOILZST,X,X,O,X,X,X,X
JOISTLZ,X,X,O,X,O,O,X
JOISTZL,X,X,O,X,O,X,O
JOISLTZ,X,X,X,X,X,O,X
JOISLZT,X,X,O,X,O,X,X
JOISZTL,X,X,O,X,X,X,O
JOISZLT,X,X,O,X,O,X,X
JOIZTLS,X,X,O,X,X,O,X
JOIZTSL,X,X,O,X,X,X,X
JOIZLTS,X,X,O,X,X,X,X
JOIZLST,X,X,O,X,X,X,X
JOIZSTL,X,X,O,X,X,X,O
JOIZSLT,X,X,O,X,X,X,X
JOLTISZ,X,X,O,X,X,O,X
JOLTIZS,X,X,O,X,X,O,X
JOLTSIZ,X,X,O,X,X,O,X
JOLTSZI,X,X,O,X,X,O,X
JOLTZIS,X,X,O,X,X,O,X
JOLTZSI,X,X,O,X,X,O,X
JOLITSZ,X,X,O,X,X,O,X
JOLITZS,X,X,O,X,X,O,X
JOLISTZ,X,X,X,X,X,O,X
JOLISZT,X,X,O,X,O,X,X
JOLIZTS,X,X,O,X,X,X,X
JOLIZST,X,X,O,X,X,X,X
JOLSTIZ,X,O,X,X,X,O,X
JOLSTZI,X,O,X,O,X,O,X
JOLSITZ,X,O,X,X,X,O,X
JOLSIZT,X,O,O,O,O,X,X
JOLSZTI,X,O,O,O,O,O,X
JOLSZIT,X,O,O,O,O,X,X
JOLZTIS,X,O,O,X,X,X,X
JOLZTSI,X,O,O,X,X,X,X
JOLZITS,X,O,O,X,X,X,X
JOLZIST,X,O,O,X,X,X,X
JOLZSTI,X,O,O,X,X,O,X
JOLZSIT,X,O,O,X,X,X,X
JOSTILZ,X,O,O,O,O,O,X
JOSTIZL,X,X,O,O,O,X,O
JOSTLIZ,X,O,O,O,O,O,X
JOSTLZI,X,O,O,O,O,O,X
JOSTZIL,X,X,O,O,O,X,O
JOSTZLI,X,X,O,O,O,X,X
JOSITLZ,X,O,O,X,O,O,X
JOSITZL,X,X,O,X,O,X,O
JOSILTZ,X,O,X,X,X,O,X
JOSILZT,X,O,O,O,O,X,X
JOSIZTL,X,X,O,O,X,X,O
JOSIZLT,X,O,O,O,O,X,X
JOSLTIZ,X,O,X,X,X,O,X
JOSLTZI,X,O,X,O,X,O,X
JOSLITZ,X,O,X,X,X,O,X
JOSLIZT,X,O,O,O,O,X,X
JOSLZTI,X,O,O,O,O,O,X
JOSLZIT,X,O,O,O,O,X,X
JOSZTIL,X,O,O,O,O,X,X
JOSZTLI,X,O,O,O,O,X,X
JOSZITL,X,O,O,O,X,X,X
JOSZILT,X,O,O,O,O,X,X
JOSZLTI,X,O,O,O,O,O,X
JOSZLIT,X,O,O,O,O,X,X
JOZTILS,X,O,O,X,X,O,X
JOZTISL,X,O,O,X,X,X,X
JOZTLIS,X,O,O,X,X,O,X
JOZTLSI,X,O,O,X,X,O,X
JOZTSIL,X,O,O,X,X,X,X
JOZTSLI,X,O,O,X,X,X,X
JOZITLS,X,O,O,X,X,O,X
JOZITSL,X,O,O,X,X,X,X
JOZILTS,X,O,O,X,X,X,X
JOZILST,X,O,O,X,X,X,X
JOZISTL,X,O,O,X,X,X,X
JOZISLT,X,O,O,X,X,X,X
JOZLTIS,X,O,O,X,X,X,X
JOZLTSI,X,O,O,X,X,X,X
JOZLITS,X,O,O,X,X,X,X
JOZLIST,X,O,O,X,X,X,X
JOZLSTI,X,O,O,X,X,O,X
JOZLSIT,X,O,O,X,X,X,X
JOZSTIL,X,O,O,X,X,X,X
JOZSTLI,X,O,O,X,X,X,X
JOZSITL,X,O,O,X,X,X,X
JOZSILT,X,O,O,X,X,X,X
JOZSLTI,X,O,O,X,X,O,X
JOZSLIT,X,O,O,X,X,X,X
STILJZO,O,O,X,O,O,O,X
STILJOZ,O,O,X,O,O,O,X
STILZJO,O,O,X,O,O,O,X
STILZOJ,O,O,X,O,O,O,O
STILOJZ,O,O,X,O,O,O,X
STILOZJ,O,O,X,O,O,O,O
STIJLZO,O,O,X,O,O,O,X
STIJLOZ,O,O,X,O,O,O,X
STIJZLO,O,O,X,O,O,X,X
STIJZOL,O,O,X,O,O,X,O
STIJOLZ,O,O,X,O,O,O,X
STIJOZL,O,O,X,O,O,X,O
STIZLJO,O,O,X,O,O,X,X
STIZLOJ,O,O,X,O,O,X,O
STIZJLO,O,O,X,O,O,X,X
STIZJOL,O,O,X,O,O,X,O
STIZOLJ,O,O,X,O,O,X,O
STIZOJL,O,O,X,O,O,X,O
STIOLJZ,O,O,X,O,O,O,X
STIOLZJ,O,O,X,O,O,O,O
STIOJLZ,O,O,X,O,O,O,X
STIOJZL,O,O,X,O,O,X,O
STIOZLJ,O,O,X,O,O,X,O
STIOZJL,O,O,X,O,O,X,O
STLIJZO,O,O,X,O,O,O,X
STLIJOZ,O,O,X,O,O,O,X
STLIZJO,O,O,X,O,O,O,X
STLIZOJ,O,O,X,O,O,O,O
STLIOJZ,O,O,X,O,O,O,X
STLIOZJ,O,O,X,O,O,O,O
STLJIZO,O,O,O,O,O,O,X
STLJIOZ,O,O,O,O,O,O,X
STLJZIO,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O,X
STLZIJO,O,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,O,X
STLZJIO,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,O,O
STLZOJI,O,O,O,O,O,O,X
STLOIJZ,O,O,X,O,O,O,X
STLOIZJ,O,O,X,O,O,O,O
STLOJIZ,O,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O,X
STLOZIJ,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O,X
STJILZO,O,O,O,O,O,O,X
STJILOZ,O,O,O,O,O,O,X
STJIZLO,O,O,O,O,O,X,X
STJIZOL,O,O,O,O,O,X,O
STJIOLZ,O,O,O,O,O,O,X
STJIOZL,O,O,O,O,O,X,O
STJLIZO,O,O,O,O,O,O,X
STJLIOZ,O,O,O,O,O,O,X
STJLZIO,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O,X
STJZILO,O,O,O,O,O,X,X
STJZIOL,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,X,O
STJZOLI,O,O,O,O,O,X,X
STJOILZ,O,O,O,O,O,O,X
STJOIZL,O,O,O,O,O,X,O
STJOLIZ,O,O,O,O,O,O,X
STJOLZI,O,O,O,O,O,O,X
STJOZIL,O,O,O,O,O,X,O
STJOZLI,O,O,O,O,O,X,X
STZILJO,O,O,O,O,O,X,X
STZILOJ,O,O,O,O,O,X,O
STZIJLO,O,O,O,O,O,X,X
STZIJOL,O,O,O,O,O,X,O
STZIOLJ,O,O,O,O,O,X,O
STZIOJL,O,O,X,O,O,X,O
STZLIJO,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,X,O
STZLOJI,O,O,O,O,O,X,X
STZJILO,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,X,X
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,X,O
STZJOLI,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,O,X,O
STZOIJL,O,O,O,O,O,X,O
STZOLIJ,O,O,O,O,O,X,O
STZOLJI,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,X,O
STZOJLI,O,O,O,O,O,X,X
STOILJZ,O,O,X,O,O,O,X
STOILZJ,O,O,X,O,O,O,O
STOIJLZ,O,O,X,O,O,O,X
STOIJZL,O,O,X,O,O,X,O
STOIZLJ,O,O,X,O,O,X,O
STOIZJL,O,O,X,O,O,X,O
STOLIJZ,O,O,X,O,O,O,X
STOLIZJ,O,O,X,O,O,O,O
STOLJIZ,O,O,O,O,O,O,X
STOLJZI,O,O,O,O,O,O,X
STOLZIJ,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O,X
STOJILZ,O,O,O,O,O,O,X
STOJIZL,O,O,O,O,O,X,O
STOJLIZ,O,O,O,O,O,O,X
STOJLZI,O,O,O,O,O,O,X
STOJZIL,O,O,O,O,O,X,O
STOJZLI,O,O,O,O,O,X,X
STOZILJ,O,O,O,O,O,X,O
STOZIJL,O,O,O,O,O,X,O
STOZLIJ,O,O,O,O,O,X,O
STOZLJI,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,O,X,O
STOZJLI,O,O,O,O,O,X,X
SITLJZO,O,X,X,O,O,O,X
SITLJOZ,O,O,X,O,O,O,X
SITLZJO,O,X,X,O,O,O,X
SITLZOJ,O,X,X,O,O,O,O
SITLOJZ,O,O,X,O,O,O,X
SITLOZJ,O,X,X,O,O,O,O
SITJLZO,O,X,X,O,O,O,X
SITJLOZ,O,O,X,O,O,O,X
SITJZLO,O,X,X,O,O,X,X
SITJZOL,O,X,X,O,O,X,O
SITJOLZ,O,O,X,O,O,O,X
SITJOZL,O,X,X,O,O,X,O
SITZLJO,O,X,X,O,O,X,X
SITZLOJ,O,X,X,O,O,X,O
SITZJLO,O,X,X,O,O,X,X
SITZJOL,O,X,X,O,O,X,O
SITZOLJ,O,X,X,O,O,X,O
SITZOJL,O,X,X,O,O,X,O
SITOLJZ,O,O,X,O,O,O,X
SITOLZJ,O,X,X,O,O,O,O
SITOJLZ,O,O,X,O,O,O,X
SITOJZL,O,X,X,O,O,X,O
SITOZLJ,O,X,X,O,O,X,O
SITOZJL,O,X,X,O,O,X,O
SILTJZO,O,X,X,X,O,X,X
SILTJOZ,O,O,X,X,O,X,X
SILTZJO,O,X,X,X,O,X,X
SILTZOJ,O,X,X,X,O,X,O
SILTOJZ,O,O,X,X,O,X,X
SILTOZJ,O,X,X,X,O,X,O
SILJTZO,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X
SILJZTO,O,X,X,O,X,X,X
SILJZOT,O,O,X,O,O,X,X
SILJOTZ,O,O,X,X,X,X,X
SILJOZT,O,O,X,O,O,X,X
SILZTJO,O,O,X,X,X,X,X
SILZTOJ,O,O,X,O,O,X,O
SILZJTO,O,O,X,O,X,X,X
SILZJOT,O,O,X,O,O,X,X
SILZOTJ,O,O,X,O,O,X,O
SILZOJT,O,O,X,O,O,X,X
SILOTJZ,O,O,X,X,O,X,X
SILOTZJ,O,X,X,X,O,X,O
SILOJTZ,O,O,X,X,X,X,X
SILOJZT,O,O,X,O,O,X,X
SILOZTJ,O,O,X,O,O,X,O
SILOZJT,O,O,X,O,O,X,X
SIJTLZO,O,X,X,O,O,O,X
SIJTLOZ,O,O,X,O,O,O,X
SIJTZLO,O,X,X,O,O,X,X
SIJTZOL,O,X,X,O,O,X,O
SIJTOLZ,O,O,X,O,O,O,X
SIJTOZL,X,X,X,O,O,X,O
SIJLTZO,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X
SIJLZTO,O,X,X,O,X,X,X
SIJLZOT,O,O,X,O,O,X,X
SIJLOTZ,O,O,X,X,X,X,X
SIJLOZT,O,O,X,O,O,X,X
SIJZTLO,O,X,X,O,X,X,X
SIJZTOL,O,X,X,O,X,X,O
SIJZLTO,O,X,X,O,X,X,X
SIJZLOT,O,O,X,O,O,X,X
SIJZOTL,O,X,X,O,X,X,O
SIJZOLT,O,O,X,O,O,X,X
SIJOTLZ,O,O,X,X,O,O,X
SIJOTZL,X,X,X,X,O,X,O
SIJOLTZ,O,O,X,X,X,X,X
SIJOLZT,O,O,X,O,O,X,X
SIJOZTL,O,X,X,O,X,X,O
SIJOZLT,O,O,X,O,O,X,X
SIZTLJO,O,O,X,O,O,X,X
SIZTLOJ,O,O,X,O,O,X,O
SIZTJLO,O,O,X,O,O,X,X
SIZTJOL,O,O,X,O,O,X,O
SIZTOLJ,O,O,X,O,O,X,O
SIZTOJL,O,O,X,O,O,X,O
SIZLTJO,O,O,X,O,X,X,X
SIZLTOJ,O,O,X,O,O,X,O
SIZLJTO,O,O,X,O,X,X,X
SIZLJOT,O,O,X,O,O,X,X
SIZLOTJ,O,O,X,O,O,X,O
SIZLOJT,O,O,X,O,O,X,X
SIZJTLO,O,O,X,O,X,X,X
SIZJTOL,O,O,X,O,X,X,O
SIZJLTO,O,O,X,O,X,X,X
SIZJLOT,O,O,X,O,O,X,X
SIZJOTL,O,O,X,O,X,X,O
SIZJOLT,O,O,X,O,O,X,X
SIZOTLJ,O,O,X,O,O,X,O
