sequence,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBxhBXjB1rBStB2xB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBxnBCoBmrBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhFxgB/nB+oBFmBUsBatB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBGjBRnBimBFsBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBGjBxrBXtBisB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhB3iB+oBxrByxB
JZSILOT,X,O,X,O,O,O
JZSIOTL,X,O,O,O,O,O
JZSIOLT,X,O,X,O,O,O
JZSLTIO,X,O,O,X,X,X
JZSLTOI,X,O,O,X,O,X
JZSLITO,X,O,X,X,O,X
JZSLIOT,X,O,X,O,O,X
JZSLOTI,X,O,O,X,O,X
JZSLOIT,X,O,X,O,O,X
JZSOTIL,X,O,O,O,O,O
JZSOTLI,X,O,O,X,O,X
JZSOITL,X,O,O,O,O,O
JZSOILT,X,O,X,O,O,O
JZSOLTI,X,O,O,X,O,X
JZSOLIT,X,O,X,O,O,X
JZOTILS,O,O,O,O,X,O
JZOTISL,X,O,O,O,O,O
JZOTLIS,O,O,O,X,X,O
JZOTLSI,O,O,O,X,X,X
JZOTSIL,X,O,O,O,O,O
JZOTSLI,X,O,O,X,O,X
JZOITLS,O,O,O,X,X,O
JZOITSL,X,O,O,X,O,O
JZOILTS,X,O,X,X,X,O
JZOILST,O,X,X,X,X,O
JZOISTL,X,O,O,X,O,O
JZOISLT,X,O,X,X,O,O
JZOLTIS,O,O,O,X,X,O
JZOLTSI,O,O,O,X,X,X
JZOLITS,X,O,X,X,X,O
JZOLIST,O,X,X,X,X,O
JZOLSTI,O,O,O,X,X,X
JZOLSIT,O,O,X,X,X,X
JZOSTIL,X,O,O,O,O,O
JZOSTLI,X,O,O,X,O,X
JZOSITL,X,O,O,O,O,O
JZOSILT,X,O,X,O,O,O
JZOSLTI,X,O,O,X,O,X
JZOSLIT,X,O,X,O,O,X
JOTILSZ,O,X,X,X,X,O
JOTILZS,O,O,O,O,X,O
JOTISLZ,X,O,X,X,X,O
JOTISZL,X,O,O,O,X,O
JOTIZLS,O,O,O,O,X,O
JOTIZSL,X,O,O,O,X,O
JOTLISZ,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X
JOTLSIZ,O,O,X,X,X,X
JOTLSZI,O,O,X,X,X,X
JOTLZIS,O,O,O,X,X,X
JOTLZSI,O,O,O,X,X,X
JOTSILZ,X,O,X,O,X,X
JOTSIZL,X,O,O,O,X,X
JOTSLIZ,X,O,X,O,X,X
JOTSLZI,X,O,X,X,X,X
JOTSZIL,X,O,O,O,X,X
JOTSZLI,X,O,O,X,X,X
JOTZILS,O,O,O,O,X,O
JOTZISL,X,O,O,O,X,O
JOTZLIS,O,O,O,X,X,O
JOTZLSI,O,O,O,X,X,X
JOTZSIL,X,O,O,O,X,O
JOTZSLI,X,O,O,X,X,X
JOITLSZ,X,X,X,X,X,O
JOITLZS,X,O,O,X,X,O
JOITSLZ,X,O,X,X,O,O
JOITSZL,X,O,O,X,O,O
JOITZLS,X,O,O,X,X,O
JOITZSL,X,O,O,X,O,O
JOILTSZ,X,X,X,X,X,O
JOILTZS,X,O,O,X,X,O
JOILSTZ,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,O
JOILZTS,X,O,X,X,X,O
JOILZST,X,X,X,X,X,O
JOISTLZ,X,O,X,X,O,O
JOISTZL,X,O,O,X,O,O
JOISLTZ,X,O,X,X,O,O
JOISLZT,X,O,X,X,O,O
JOISZTL,X,O,X,X,O,O
JOISZLT,X,O,X,X,O,O
JOIZTLS,X,O,O,X,X,O
JOIZTSL,X,O,O,X,O,O
JOIZLTS,X,O,X,X,X,O
JOIZLST,X,X,X,X,X,O
JOIZSTL,X,O,O,X,O,O
JOIZSLT,X,O,X,X,O,O
JOLTISZ,O,X,X,X,X,X
JOLTIZS,O,O,O,X,X,X
JOLTSIZ,O,O,X,X,X,X
JOLTSZI,O,O,X,X,X,X
JOLTZIS,O,O,O,X,X,X
JOLTZSI,O,O,O,X,X,X
JOLITSZ,X,X,X,X,X,O
JOLITZS,X,O,O,X,X,O
JOLISTZ,X,X,X,X,X,O
JOLISZT,X,X,X,X,X,O
JOLIZTS,X,O,X,X,X,O
JOLIZST,X,X,X,X,X,O
JOLSTIZ,O,O,X,X,X,X
JOLSTZI,O,O,X,X,X,X
JOLSITZ,X,O,X,X,X,X
JOLSIZT,O,O,X,X,X,X
JOLSZTI,O,O,X,X,X,X
JOLSZIT,O,O,X,X,X,X
JOLZTIS,O,O,O,X,X,O
JOLZTSI,O,O,O,X,X,X
JOLZITS,X,O,X,X,X,O
JOLZIST,O,X,X,X,X,O
JOLZSTI,O,O,O,X,X,X
JOLZSIT,O,O,X,X,X,X
JOSTILZ,X,O,X,O,O,X
JOSTIZL,X,O,O,O,O,X
JOSTLIZ,X,O,X,O,X,X
JOSTLZI,X,O,X,X,X,X
JOSTZIL,X,O,O,O,O,X
JOSTZLI,X,O,O,X,O,X
JOSITLZ,X,O,X,O,O,O
JOSITZL,X,O,O,O,O,O
JOSILTZ,X,O,X,X,O,O
JOSILZT,X,O,X,O,O,O
JOSIZTL,X,O,X,O,O,O
JOSIZLT,X,O,X,O,O,O
JOSLTIZ,X,O,X,O,X,X
JOSLTZI,X,O,X,X,X,X
JOSLITZ,X,O,X,X,O,X
JOSLIZT,X,O,X,O,O,X
JOSLZTI,X,O,X,X,O,X
JOSLZIT,X,O,X,O,O,X
JOSZTIL,X,O,O,O,O,O
JOSZTLI,X,O,O,X,O,X
JOSZITL,X,O,O,O,O,O
JOSZILT,X,O,X,O,O,O
JOSZLTI,X,O,O,X,O,X
JOSZLIT,X,O,X,O,O,X
JOZTILS,O,O,O,O,X,O
JOZTISL,X,O,O,O,O,O
JOZTLIS,O,O,O,X,X,O
JOZTLSI,O,O,O,X,X,X
JOZTSIL,X,O,O,O,O,O
JOZTSLI,X,O,O,X,O,X
JOZITLS,O,O,O,X,X,O
JOZITSL,X,O,O,X,O,O
JOZILTS,X,O,X,X,X,O
JOZILST,O,X,X,X,X,O
JOZISTL,X,O,O,X,O,O
JOZISLT,X,O,X,X,O,O
JOZLTIS,O,O,O,X,X,O
JOZLTSI,O,O,O,X,X,X
JOZLITS,X,O,X,X,X,O
JOZLIST,O,X,X,X,X,O
JOZLSTI,O,O,O,X,X,X
JOZLSIT,O,O,X,X,X,X
JOZSTIL,X,O,O,O,O,O
JOZSTLI,X,O,O,X,O,X
JOZSITL,X,O,O,O,O,O
JOZSILT,X,O,X,O,O,O
JOZSLTI,X,O,O,X,O,X
JOZSLIT,X,O,X,O,O,X
STILJZO,O,X,X,O,O,X
STILJOZ,O,X,X,O,O,X
STILZJO,O,X,X,O,O,X
STILZOJ,O,O,X,O,O,X
STILOJZ,O,X,X,O,O,X
STILOZJ,O,O,X,O,O,X
STIJLZO,X,O,X,O,O,X
STIJLOZ,X,O,X,O,O,X
STIJZLO,X,O,O,O,O,X
STIJZOL,X,O,O,O,O,X
STIJOLZ,X,O,X,O,O,X
STIJOZL,X,O,O,O,O,X
STIZLJO,O,X,O,O,O,X
STIZLOJ,O,O,O,O,O,X
STIZJLO,X,O,O,O,O,X
STIZJOL,X,O,O,O,O,X
STIZOLJ,O,O,O,O,O,X
STIZOJL,X,O,O,O,O,X
STIOLJZ,O,X,X,O,O,X
STIOLZJ,O,O,X,O,O,X
STIOJLZ,X,O,X,O,O,X
STIOJZL,X,O,O,O,O,X
STIOZLJ,O,O,O,O,O,X
STIOZJL,X,O,O,O,O,X
STLIJZO,O,X,X,O,X,X
STLIJOZ,O,X,X,O,X,X
STLIZJO,O,X,X,O,X,X
STLIZOJ,O,X,X,O,X,X
STLIOJZ,O,X,X,O,X,X
STLIOZJ,O,X,X,O,X,X
STLJIZO,O,X,X,O,X,X
STLJIOZ,O,X,X,O,X,X
STLJZIO,O,X,X,X,X,X
STLJZOI,O,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X
STLJOZI,O,X,X,X,X,X
STLZIJO,O,X,X,O,X,X
STLZIOJ,O,X,X,O,X,X
STLZJIO,O,X,X,X,X,X
STLZJOI,O,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X
STLZOJI,O,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X
STLOIZJ,O,X,X,O,X,X
STLOJIZ,O,X,X,O,X,X
STLOJZI,O,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X
STLOZJI,O,X,X,X,X,X
STJILZO,X,O,X,O,O,X
STJILOZ,X,O,X,O,O,X
STJIZLO,X,O,O,O,O,X
STJIZOL,X,O,O,O,O,X
STJIOLZ,X,O,X,O,O,X
STJIOZL,X,O,O,O,O,X
STJLIZO,X,O,X,O,X,X
STJLIOZ,X,O,X,O,X,X
STJLZIO,X,O,X,X,X,X
STJLZOI,X,O,X,X,X,X
STJLOIZ,X,O,X,O,X,X
STJLOZI,X,O,X,X,X,X
STJZILO,X,O,O,O,O,X
STJZIOL,X,O,O,O,O,X
STJZLIO,X,O,O,X,X,X
STJZLOI,X,O,O,X,O,X
STJZOIL,X,O,O,O,O,X
STJZOLI,X,O,O,X,O,X
STJOILZ,X,O,X,O,O,X
STJOIZL,X,O,O,O,O,X
STJOLIZ,X,O,X,O,X,X
STJOLZI,X,O,X,X,X,X
STJOZIL,X,O,O,O,O,X
STJOZLI,X,O,O,X,O,X
STZILJO,O,X,O,O,O,X
STZILOJ,O,O,O,O,O,X
STZIJLO,X,O,O,O,O,X
STZIJOL,X,O,O,O,O,X
STZIOLJ,O,O,O,O,O,X
STZIOJL,X,O,O,O,O,X
STZLIJO,O,X,O,O,O,X
STZLIOJ,O,O,O,O,O,X
STZLJIO,O,X,O,X,X,X
STZLJOI,O,X,O,X,O,X
STZLOIJ,O,O,O,O,O,X
STZLOJI,O,X,O,X,O,X
STZJILO,X,X,O,O,O,X
STZJIOL,X,O,O,O,O,X
STZJLIO,X,X,O,X,X,X
STZJLOI,X,X,O,X,O,X
STZJOIL,X,O,O,O,O,X
STZJOLI,X,X,O,X,O,X
STZOILJ,O,O,O,O,O,X
STZOIJL,X,O,O,O,O,X
STZOLIJ,O,O,O,O,O,X
STZOLJI,O,X,O,X,O,X
STZOJIL,X,O,O,O,O,X
STZOJLI,X,X,O,X,O,X
STOILJZ,O,X,X,O,O,X
STOILZJ,O,O,X,O,O,X
STOIJLZ,X,O,X,O,O,X
STOIJZL,X,O,O,O,O,X
STOIZLJ,O,O,O,O,O,X
STOIZJL,X,O,O,O,O,X
STOLIJZ,O,X,X,O,X,X
STOLIZJ,O,X,X,O,X,X
STOLJIZ,O,X,X,O,X,X
STOLJZI,O,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X
STOLZJI,O,X,X,X,X,X
STOJILZ,X,O,X,O,O,X
STOJIZL,X,O,O,O,O,X
STOJLIZ,X,O,X,O,X,X
STOJLZI,X,O,X,X,X,X
STOJZIL,X,O,O,O,O,X
STOJZLI,X,O,O,X,O,X
STOZILJ,O,O,O,O,O,X
STOZIJL,X,O,O,O,O,X
STOZLIJ,O,O,O,O,O,X
STOZLJI,O,X,O,X,O,X
STOZJIL,X,O,O,O,O,X
STOZJLI,X,X,O,X,O,X
SITLJZO,X,X,X,O,O,X
SITLJOZ,X,X,X,O,O,X
SITLZJO,X,X,X,O,O,X
SITLZOJ,X,O,X,O,O,X
SITLOJZ,X,X,X,O,O,X
SITLOZJ,X,O,X,O,O,X
SITJLZO,X,O,X,O,O,O
SITJLOZ,X,O,X,O,O,O
SITJZLO,X,O,O,O,O,O
SITJZOL,X,O,O,O,O,O
SITJOLZ,X,O,X,O,O,O
SITJOZL,X,O,O,O,O,O
SITZLJO,X,X,O,O,O,X
SITZLOJ,X,O,O,O,O,X
SITZJLO,X,O,O,O,O,O
SITZJOL,X,O,O,O,O,O
SITZOLJ,X,O,O,O,O,X
SITZOJL,X,O,O,O,O,O
SITOLJZ,X,X,X,O,O,X
SITOLZJ,X,O,X,O,O,X
SITOJLZ,X,O,X,O,O,O
SITOJZL,X,O,O,O,O,O
SITOZLJ,X,O,O,O,O,X
SITOZJL,X,O,O,O,O,O
SILTJZO,X,X,X,X,O,X
SILTJOZ,X,X,X,X,O,X
SILTZJO,X,X,X,X,O,X
SILTZOJ,X,O,X,X,O,X
SILTOJZ,X,X,X,X,O,X
SILTOZJ,X,O,X,X,O,X
SILJTZO,X,O,X,X,O,X
SILJTOZ,X,O,X,X,O,X
SILJZTO,X,O,X,X,O,X
SILJZOT,X,O,X,O,O,X
SILJOTZ,X,O,X,X,O,X
SILJOZT,X,O,X,O,O,X
SILZTJO,X,X,X,X,O,X
SILZTOJ,X,O,X,X,O,X
SILZJTO,X,O,X,X,O,X
SILZJOT,X,O,X,O,O,X
SILZOTJ,X,O,X,X,O,X
SILZOJT,X,O,X,O,O,X
SILOTJZ,X,X,X,X,O,X
SILOTZJ,X,O,X,X,O,X
SILOJTZ,X,O,X,X,O,X
SILOJZT,X,O,X,O,O,X
SILOZTJ,X,O,X,X,O,X
SILOZJT,X,O,X,O,O,X
SIJTLZO,X,O,X,O,O,O
SIJTLOZ,X,O,X,O,O,O
SIJTZLO,X,O,O,O,O,O
SIJTZOL,X,O,O,O,O,O
SIJTOLZ,X,O,X,O,O,O
SIJTOZL,X,O,O,O,O,O
SIJLTZO,X,O,X,X,O,O
SIJLTOZ,X,O,X,X,O,O
SIJLZTO,X,O,X,X,O,O
SIJLZOT,X,O,X,O,O,O
SIJLOTZ,X,O,X,X,O,O
SIJLOZT,X,O,X,O,O,O
SIJZTLO,X,O,X,X,O,O
SIJZTOL,X,O,X,O,O,O
SIJZLTO,X,O,X,X,O,O
SIJZLOT,X,O,X,O,O,O
SIJZOTL,X,O,X,O,O,O
SIJZOLT,X,O,X,O,O,O
SIJOTLZ,X,O,X,O,O,O
SIJOTZL,X,O,O,O,O,O
SIJOLTZ,X,O,X,X,O,O
SIJOLZT,X,O,X,O,O,O
SIJOZTL,X,O,X,O,O,O
SIJOZLT,X,O,X,O,O,O
SIZTLJO,X,X,X,O,O,X
SIZTLOJ,X,O,X,O,O,X
SIZTJLO,X,O,X,O,O,O
SIZTJOL,X,O,X,O,O,O
SIZTOLJ,X,O,X,O,O,X
SIZTOJL,X,O,X,O,O,O
SIZLTJO,X,X,X,X,O,X
SIZLTOJ,X,O,X,X,O,X
SIZLJTO,X,O,X,X,O,X
SIZLJOT,X,O,X,O,O,X
SIZLOTJ,X,O,X,X,O,X
SIZLOJT,X,O,X,O,O,X
SIZJTLO,X,O,X,X,O,O
SIZJTOL,X,O,X,O,O,O
SIZJLTO,X,O,X,X,O,O
SIZJLOT,X,O,X,O,O,O
SIZJOTL,X,O,X,O,O,O
SIZJOLT,X,O,X,O,O,O
SIZOTLJ,X,O,X,O,O,X
SIZOTJL,X,O,X,O,O,O
SIZOLTJ,X,O,X,X,O,X
SIZOLJT,X,O,X,O,O,X
SIZOJTL,X,O,X,O,O,O
SIZOJLT,X,O,X,O,O,O
SIOTLJZ,X,X,X,O,O,X
SIOTLZJ,X,O,X,O,O,X
SIOTJLZ,X,O,X,O,O,O
SIOTJZL,X,O,O,O,O,O
SIOTZLJ,X,O,O,O,O,X
SIOTZJL,X,O,O,O,O,O
SIOLTJZ,X,X,X,X,O,X
SIOLTZJ,X,O,X,X,O,X
SIOLJTZ,X,O,X,X,O,X
SIOLJZT,X,O,X,O,O,X
SIOLZTJ,X,O,X,X,O,X
SIOLZJT,X,O,X,O,O,X
SIOJTLZ,X,O,X,O,O,O
SIOJTZL,X,O,O,O,O,O
SIOJLTZ,X,O,X,X,O,O
SIOJLZT,X,O,X,O,O,O
SIOJZTL,X,O,X,O,O,O
SIOJZLT,X,O,X,O,O,O
SIOZTLJ,X,O,X,O,O,X
SIOZTJL,X,O,X,O,O,O
SIOZLTJ,X,O,X,X,O,X
SIOZLJT,X,O,X,O,O,X
SIOZJTL,X,O,X,O,O,O
SIOZJLT,X,O,X,O,O,O
SLTIJZO,O,X,X,O,X,X
SLTIJOZ,O,X,X,O,X,X
SLTIZJO,O,X,X,O,X,X
SLTIZOJ,O,X,X,O,X,X
SLTIOJZ,O,X,X,O,X,X
SLTIOZJ,O,X,X,O,X,X
SLTJIZO,O,X,X,O,X,X
SLTJIOZ,O,X,X,O,X,X
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X
SLTJOZI,O,X,X,X,X,X
SLTZIJO,O,X,X,O,X,X
SLTZIOJ,O,X,X,O,X,X
SLTZJIO,O,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X
SLTZOJI,O,X,X,X,X,X
SLTOIJZ,O,X,X,O,X,X
SLTOIZJ,O,X,X,O,X,X
SLTOJIZ,O,X,X,O,X,X
SLTOJZI,O,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X
SLTOZJI,O,X,X,X,X,X
SLITJZO,O,X,X,X,O,X
SLITJOZ,O,X,X,X,O,X
SLITZJO,O,X,X,X,O,X
SLITZOJ,O,O,X,X,O,X
SLITOJZ,O,X,X,X,O,X
SLITOZJ,O,O,X,X,O,X
SLIJTZO,X,O,X,X,O,X
SLIJTOZ,X,O,X,X,O,X
SLIJZTO,X,O,X,X,O,X
SLIJZOT,O,O,X,O,O,X
SLIJOTZ,X,O,X,X,O,X
SLIJOZT,O,O,X,O,O,X
SLIZTJO,O,X,X,X,O,X
SLIZTOJ,O,O,X,X,O,X
SLIZJTO,X,O,X,X,O,X
SLIZJOT,O,O,X,O,O,X
SLIZOTJ,O,O,X,X,O,X
SLIZOJT,O,O,X,O,O,X
SLIOTJZ,O,X,X,X,O,X
SLIOTZJ,O,O,X,X,O,X
SLIOJTZ,X,O,X,X,O,X
SLIOJZT,O,O,X,O,O,X
SLIOZTJ,O,O,X,X,O,X
SLIOZJT,O,O,X,O,O,X
SLJTIZO,O,O,X,O,X,X
SLJTIOZ,O,O,X,O,X,X
SLJTZIO,O,O,X,X,X,X
SLJTZOI,O,O,X,X,X,X
SLJTOIZ,O,O,X,O,X,X
SLJTOZI,O,O,X,X,X,X
SLJITZO,X,O,X,X,O,X
SLJITOZ,X,O,X,X,O,X
SLJIZTO,X,O,X,X,O,X
SLJIZOT,O,O,X,O,O,X
SLJIOTZ,X,O,X,X,O,X
SLJIOZT,O,O,X,O,O,X
SLJZTIO,O,O,X,X,X,X
SLJZTOI,O,O,X,X,O,X
SLJZITO,X,O,X,X,O,X
SLJZIOT,O,O,X,O,O,X
SLJZOTI,O,O,X,X,O,X
SLJZOIT,O,O,X,O,O,X
SLJOTIZ,O,O,X,O,X,X
SLJOTZI,O,O,X,X,X,X
SLJOITZ,X,O,X,X,O,X
SLJOIZT,O,O,X,O,O,X
SLJOZTI,O,O,X,X,O,X
SLJOZIT,O,O,X,O,O,X
SLZTIJO,O,X,X,O,O,X
SLZTIOJ,O,O,X,O,O,X
SLZTJIO,O,X,X,X,X,X
SLZTJOI,O,X,X,X,O,X
SLZTOIJ,O,O,X,O,O,X
SLZTOJI,O,X,X,X,O,X
SLZITJO,O,X,X,X,O,X
SLZITOJ,O,O,X,X,O,X
SLZIJTO,X,O,X,X,O,X
SLZIJOT,O,O,X,O,O,X
SLZIOTJ,O,O,X,X,O,X
SLZIOJT,O,O,X,O,O,X
SLZJTIO,O,X,X,X,X,X
SLZJTOI,O,X,X,X,O,X
SLZJITO,X,X,X,X,O,X
SLZJIOT,O,X,X,O,O,X
SLZJOTI,O,X,X,X,O,X
SLZJOIT,O,X,X,O,O,X
SLZOTIJ,O,O,X,O,O,X
SLZOTJI,O,X,X,X,O,X
SLZOITJ,O,O,X,X,O,X
SLZOIJT,O,O,X,O,O,X
SLZOJTI,O,X,X,X,O,X
SLZOJIT,O,X,X,O,O,X
SLOTIJZ,O,X,X,O,X,X
SLOTIZJ,O,X,X,O,X,X
SLOTJIZ,O,X,X,O,X,X
SLOTJZI,O,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X
SLOTZJI,O,X,X,X,X,X
SLOITJZ,O,X,X,X,O,X
SLOITZJ,O,O,X,X,O,X
SLOIJTZ,X,O,X,X,O,X
SLOIJZT,O,O,X,O,O,X
SLOIZTJ,O,O,X,X,O,X
SLOIZJT,O,O,X,O,O,X
SLOJTIZ,O,O,X,O,X,X
SLOJTZI,O,O,X,X,X,X
SLOJITZ,X,O,X,X,O,X
SLOJIZT,O,O,X,O,O,X
SLOJZTI,O,O,X,X,O,X
SLOJZIT,O,O,X,O,O,X
SLOZTIJ,O,O,X,O,O,X
SLOZTJI,O,X,X,X,O,X
SLOZITJ,O,O,X,X,O,X
SLOZIJT,O,O,X,O,O,X
SLOZJTI,O,X,X,X,O,X
SLOZJIT,O,X,X,O,O,X
SJTILZO,X,O,X,O,O,X
SJTILOZ,X,O,X,O,O,X
SJTIZLO,X,O,O,O,O,X
SJTIZOL,X,O,O,O,O,X
SJTIOLZ,X,O,X,O,O,X
SJTIOZL,X,O,O,O,O,X
SJTLIZO,X,O,X,O,X,X
SJTLIOZ,X,O,X,O,X,X
SJTLZIO,X,O,X,X,X,X
SJTLZOI,X,O,X,X,X,X
SJTLOIZ,X,O,X,O,X,X
SJTLOZI,X,O,X,X,X,X
SJTZILO,X,O,O,O,O,X
SJTZIOL,X,O,O,O,O,X
SJTZLIO,X,O,O,X,X,X
SJTZLOI,X,O,O,X,O,X
SJTZOIL,X,O,O,O,O,X
SJTZOLI,X,O,O,X,O,X
SJTOILZ,X,O,X,O,O,X
SJTOIZL,X,O,O,O,O,X
SJTOLIZ,X,O,X,O,X,X
SJTOLZI,X,O,X,X,X,X
SJTOZIL,X,O,O,O,O,X
SJTOZLI,X,O,O,X,O,X
SJITLZO,X,O,X,O,O,O
SJITLOZ,X,O,X,O,O,O
SJITZLO,X,O,O,O,O,O
SJITZOL,X,O,O,O,O,O
SJITOLZ,X,O,X,O,O,O
SJITOZL,X,O,O,O,O,O
SJILTZO,X,O,X,X,O,O
SJILTOZ,X,O,X,X,O,O
SJILZTO,X,O,X,X,O,O
SJILZOT,X,O,X,O,O,O
SJILOTZ,X,O,X,X,O,O
SJILOZT,X,O,X,O,O,O
SJIZTLO,X,O,X,X,O,O
SJIZTOL,X,O,X,O,O,O
SJIZLTO,X,O,X,X,O,O
SJIZLOT,X,O,X,O,O,O
SJIZOTL,X,O,X,O,O,O
SJIZOLT,X,O,X,O,O,O
SJIOTLZ,X,O,X,O,O,O
SJIOTZL,X,O,O,O,O,O
SJIOLTZ,X,O,X,X,O,O
SJIOLZT,X,O,X,O,O,O
SJIOZTL,X,O,X,O,O,O
SJIOZLT,X,O,X,O,O,O
SJLTIZO,X,O,X,O,X,X
SJLTIOZ,X,O,X,O,X,X
SJLTZIO,X,O,X,X,X,X
SJLTZOI,X,O,X,X,X,X
SJLTOIZ,X,O,X,O,X,X
SJLTOZI,X,O,X,X,X,X
SJLITZO,X,O,X,X,O,X
SJLITOZ,X,O,X,X,O,X
SJLIZTO,X,O,X,X,O,X
SJLIZOT,X,O,X,O,O,X
SJLIOTZ,X,O,X,X,O,X
SJLIOZT,X,O,X,O,O,X
SJLZTIO,X,O,X,X,X,X
SJLZTOI,X,O,X,X,O,X
SJLZITO,X,O,X,X,O,X
SJLZIOT,X,O,X,O,O,X
SJLZOTI,X,O,X,X,O,X
SJLZOIT,X,O,X,O,O,X
SJLOTIZ,X,O,X,O,X,X
SJLOTZI,X,O,X,X,X,X
SJLOITZ,X,O,X,X,O,X
SJLOIZT,X,O,X,O,O,X
SJLOZTI,X,O,X,X,O,X
SJLOZIT,X,O,X,O,O,X
SJZTILO,X,O,O,O,O,O
SJZTIOL,X,O,O,O,O,O
SJZTLIO,X,O,O,X,X,X
SJZTLOI,X,O,O,X,O,X
SJZTOIL,X,O,O,O,O,O
SJZTOLI,X,O,O,X,O,X
SJZITLO,X,O,O,X,O,O
SJZITOL,X,O,O,O,O,O
SJZILTO,X,O,X,X,O,O
SJZILOT,X,O,X,O,O,O
SJZIOTL,X,O,O,O,O,O
SJZIOLT,X,O,X,O,O,O
SJZLTIO,X,O,O,X,X,X
SJZLTOI,X,O,O,X,O,X
SJZLITO,X,O,X,X,O,X
SJZLIOT,X,O,X,O,O,X
SJZLOTI,X,O,O,X,O,X
SJZLOIT,X,O,X,O,O,X
SJZOTIL,X,O,O,O,O,O
SJZOTLI,X,O,O,X,O,X
SJZOITL,X,O,O,O,O,O
SJZOILT,X,O,X,O,O,O
SJZOLTI,X,O,O,X,O,X
SJZOLIT,X,O,X,O,O,X
SJOTILZ,X,O,X,O,O,X
SJOTIZL,X,O,O,O,O,X
SJOTLIZ,X,O,X,O,X,X
SJOTLZI,X,O,X,X,X,X
SJOTZIL,X,O,O,O,O,X
SJOTZLI,X,O,O,X,O,X
SJOITLZ,X,O,X,O,O,O
SJOITZL,X,O,O,O,O,O
SJOILTZ,X,O,X,X,O,O
SJOILZT,X,O,X,O,O,O
SJOIZTL,X,O,X,O,O,O
SJOIZLT,X,O,X,O,O,O
SJOLTIZ,X,O,X,O,X,X
SJOLTZI,X,O,X,X,X,X
SJOLITZ,X,O,X,X,O,X
SJOLIZT,X,O,X,O,O,X
SJOLZTI,X,O,X,X,O,X
SJOLZIT,X,O,X,O,O,X
SJOZTIL,X,O,O,O,O,O
SJOZTLI,X,O,O,X,O,X
SJOZITL,X,O,O,O,O,O
SJOZILT,X,O,X,O,O,O
SJOZLTI,X,O,O,X,O,X
SJOZLIT,X,O,X,O,O,X
SZTILJO,O,X,O,O,O,X
SZTILOJ,O,O,O,O,O,X
SZTIJLO,X,O,O,O,O,O
SZTIJOL,X,O,O,O,O,O
SZTIOLJ,O,O,O,O,O,X
SZTIOJL,X,O,O,O,O,O
SZTLIJO,O,X,O,O,O,X
SZTLIOJ,O,O,O,O,O,X
SZTLJIO,O,X,O,X,X,X
SZTLJOI,O,X,O,X,O,X
SZTLOIJ,O,O,O,O,O,X
SZTLOJI,O,X,O,X,O,X
SZTJILO,X,O,O,O,O,O
SZTJIOL,X,O,O,O,O,O
SZTJLIO,X,O,O,X,X,X
SZTJLOI,X,O,O,X,O,X
SZTJOIL,X,O,O,O,O,O
SZTJOLI,X,O,O,X,O,X
SZTOILJ,O,O,O,O,O,X
SZTOIJL,X,O,O,O,O,O
SZTOLIJ,O,O,O,O,O,X
SZTOLJI,O,X,O,X,O,X
SZTOJIL,X,O,O,O,O,O
SZTOJLI,X,O,O,X,O,X
SZITLJO,O,X,O,O,O,X
SZITLOJ,O,O,O,O,O,X
SZITJLO,X,O,O,O,O,O
SZITJOL,X,O,O,O,O,O
SZITOLJ,O,O,O,O,O,X
SZITOJL,X,O,O,O,O,O
SZILTJO,X,X,X,X,O,X
SZILTOJ,O,O,X,X,O,X
SZILJTO,X,O,X,X,O,X
SZILJOT,O,O,X,O,O,X
SZILOTJ,O,O,X,X,O,X
SZILOJT,O,O,X,O,O,X
SZIJTLO,X,O,O,X,O,O
SZIJTOL,X,O,O,O,O,O
SZIJLTO,X,O,X,X,O,O
SZIJLOT,X,O,X,O,O,O
SZIJOTL,X,O,O,O,O,O
SZIJOLT,X,O,X,O,O,O
SZIOTLJ,O,O,O,O,O,X
SZIOTJL,X,O,O,O,O,O
SZIOLTJ,O,O,X,X,O,X
SZIOLJT,O,O,X,O,O,X
SZIOJTL,X,O,O,O,O,O
SZIOJLT,X,O,X,O,O,O
SZLTIJO,O,X,O,O,O,X
SZLTIOJ,O,O,O,O,O,X
SZLTJIO,O,X,O,X,X,X
SZLTJOI,O,X,O,X,O,X
SZLTOIJ,O,O,O,O,O,X
