sequence,v115@QhA8HeE8AeF8JeUBJvhFFiBXjBTkB6qBmpBxwB,v115@QhA8HeE8AeF8Je1FJvhF0hBxiBTkB3nBmkBCrB,v115@QhA8HeE8AeF8Je3AJvhFqmBxiBTkB8qBlsBmpB,v115@QhA8HeE8AeF8JeOEJvhFXgBzhBFjBSsBRqB8qB,v115@QhA8HeE8AeF8JeOEJvhFxhBXjBzkBVrBUnB6qB,v115@QhA8HeE8AeF8JexCJvhFTkB0lBlmB3nBmkBCrB,v115@QhA8HeE8AeF8Jex/IvhFqmB/nBFjBTkB2qB8qB,v115@QhA8HeE8AeF8JeT/IvhFXjBmlBUnBCnBxpBlqB,v115@QhA8HeE8AeF8JeFCJvhFXjBxkB8qBWxBTpBiqB,v115@QhA8HeE8AeF8JeUBJvhFFjBxkBTnBikB3mBGqB
LSOJZTI,O,O,X,X,O,X,O,X,X,X
LSOJZIT,X,O,X,X,X,X,O,X,X,X
LSOZTIJ,O,O,O,X,O,O,X,X,X,X
LSOZTJI,O,O,O,X,O,O,O,X,X,X
LSOZITJ,O,O,O,X,X,O,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,O,X,O,X,X,X
LSOZJIT,X,O,X,X,X,X,O,X,X,X
LZTIJSO,O,X,O,O,X,X,X,X,X,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X,X
LZTISOJ,O,O,O,X,O,X,X,X,X,X
LZTIOJS,O,X,O,O,O,X,X,X,X,X
LZTIOSJ,O,O,O,X,O,X,X,X,X,X
LZTJISO,X,X,O,O,X,X,X,X,X,X
LZTJIOS,X,X,O,O,X,X,X,X,X,X
LZTJSIO,X,O,O,X,X,X,X,X,X,X
LZTJSOI,O,O,O,X,X,X,X,X,X,X
LZTJOIS,X,X,O,O,X,X,X,X,X,X
LZTJOSI,O,O,O,X,X,X,X,X,X,X
LZTSIJO,X,O,O,X,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,O,O,X,X,X,X
LZTSJIO,X,O,O,X,X,X,X,X,X,X
LZTSJOI,O,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,O,O,X,O,O,X,X,X,X
LZTSOJI,O,O,O,X,O,O,X,X,X,X
LZTOIJS,O,X,O,O,O,X,X,X,X,X
LZTOISJ,O,O,O,X,O,X,X,X,X,X
LZTOJIS,X,X,O,O,O,X,X,X,X,X
LZTOJSI,O,O,O,X,O,X,X,X,X,X
LZTOSIJ,O,O,O,X,O,O,X,X,X,X
LZTOSJI,O,O,O,X,O,O,X,X,X,X
LZITJSO,O,X,O,O,X,X,X,X,X,X
LZITJOS,O,X,O,O,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,X,X,X
LZITSOJ,O,O,O,X,O,X,X,X,X,X
LZITOJS,O,X,O,O,O,X,X,X,X,X
LZITOSJ,O,O,O,X,O,X,X,X,X,X
LZIJTSO,O,X,X,O,X,X,X,X,O,X
LZIJTOS,O,X,X,O,X,X,X,X,X,X
LZIJSTO,O,X,X,O,X,X,X,X,O,X
LZIJSOT,O,X,X,O,X,X,X,O,X,X
LZIJOTS,O,X,X,O,X,X,X,X,X,X
LZIJOST,O,X,X,O,X,X,X,O,X,X
LZISTJO,O,O,O,X,X,X,X,X,X,X
LZISTOJ,O,O,O,X,O,O,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,O,X
LZISJOT,O,O,X,X,X,X,X,O,X,X
LZISOTJ,O,O,O,X,X,O,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,O,X,X
LZIOTJS,O,X,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X,X,X
LZIOJTS,O,X,X,O,X,X,X,X,X,X
LZIOJST,O,X,X,O,X,X,X,O,X,X
LZIOSTJ,O,O,O,X,X,O,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X,O,X,X
LZJTISO,X,X,O,O,X,X,X,X,O,X
LZJTIOS,X,X,O,O,X,X,X,X,X,X
LZJTSIO,X,O,O,X,X,X,X,X,O,X
LZJTSOI,O,O,O,X,X,X,X,X,X,X
LZJTOIS,X,X,O,O,X,X,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X,X,X,X
LZJITSO,O,X,X,O,X,X,X,X,O,X
LZJITOS,O,X,X,O,X,X,X,X,X,X
LZJISTO,O,X,X,O,X,X,X,X,O,X
LZJISOT,O,X,X,O,X,X,X,O,X,X
LZJIOTS,O,X,X,O,X,X,X,X,X,X
LZJIOST,O,X,X,O,X,X,X,O,X,X
LZJSTIO,X,O,O,X,X,X,X,X,O,X
LZJSTOI,O,O,O,X,X,X,O,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,O,X
LZJSIOT,X,O,X,X,X,X,X,O,X,X
LZJSOTI,O,O,O,X,O,X,O,X,X,X
LZJSOIT,X,O,X,X,X,X,O,X,X,X
LZJOTIS,X,X,O,O,O,X,X,X,X,X
LZJOTSI,O,O,O,X,O,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,X,X,X
LZJOIST,O,X,X,O,X,X,X,X,X,X
LZJOSTI,O,O,O,X,O,X,O,X,X,X
LZJOSIT,X,O,X,X,X,X,O,X,X,X
LZSTIJO,X,O,O,X,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,O,X,X,X,X
LZSTJIO,X,O,O,X,X,X,X,X,X,X
LZSTJOI,O,O,O,X,X,X,O,X,X,X
LZSTOIJ,O,O,O,X,O,O,X,X,X,X
LZSTOJI,O,O,O,X,O,O,O,X,X,X
LZSITJO,O,O,O,X,X,X,X,X,X,X
LZSITOJ,O,O,O,X,O,O,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X,O,X
LZSIJOT,O,O,X,X,X,X,X,O,X,X
LZSIOTJ,O,O,O,X,X,O,X,X,X,X
LZSIOJT,O,O,X,X,X,X,X,O,X,X
LZSJTIO,X,O,O,X,X,X,X,X,O,X
LZSJTOI,O,O,O,X,X,X,O,X,X,X
LZSJITO,X,O,X,X,X,X,X,X,O,X
LZSJIOT,X,O,X,X,X,X,X,O,X,X
LZSJOTI,O,O,O,X,O,X,O,X,X,X
LZSJOIT,X,O,X,X,X,X,O,X,X,X
LZSOTIJ,O,O,O,X,O,O,X,X,X,X
LZSOTJI,O,O,O,X,O,O,O,X,X,X
LZSOITJ,O,O,O,X,X,O,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,X,O,X,O,X,X,X
LZSOJIT,X,O,X,X,X,X,O,X,X,X
LZOTIJS,O,X,O,O,O,X,X,X,X,X
LZOTISJ,O,O,O,X,O,X,X,X,X,X
LZOTJIS,X,X,O,O,O,X,X,X,X,X
LZOTJSI,O,O,O,X,O,X,X,X,X,X
LZOTSIJ,O,O,O,X,O,O,X,X,X,X
LZOTSJI,O,O,O,X,O,O,X,X,X,X
LZOITJS,O,X,O,O,X,X,X,X,X,X
LZOITSJ,O,O,O,X,X,X,X,X,X,X
LZOIJTS,O,X,X,O,X,X,X,X,X,X
LZOIJST,O,X,X,O,X,X,X,X,X,X
LZOISTJ,O,O,O,X,X,O,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X,X,X
LZOJTIS,X,X,O,O,O,X,X,X,X,X
LZOJTSI,O,O,O,X,O,X,X,X,X,X
LZOJITS,O,X,X,O,X,X,X,X,X,X
LZOJIST,O,X,X,O,X,X,X,X,X,X
LZOJSTI,O,O,O,X,O,X,O,X,X,X
LZOJSIT,X,O,X,X,X,X,O,X,X,X
LZOSTIJ,O,O,O,X,O,O,X,X,X,X
LZOSTJI,O,O,O,X,O,O,O,X,X,X
LZOSITJ,O,O,O,X,X,O,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X,X,X
LZOSJTI,O,O,O,X,O,X,O,X,X,X
LZOSJIT,X,O,X,X,X,X,O,X,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,X,X
LOTIJZS,O,X,O,O,X,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X,X,X
LOTIZJS,O,X,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X,X,X
LOTJISZ,X,X,X,O,X,X,X,X,X,X
LOTJIZS,X,X,O,O,X,X,X,X,X,O
LOTJSIZ,X,O,X,O,X,X,O,X,X,X
LOTJSZI,X,O,X,X,O,X,O,X,X,X
LOTJZIS,X,X,O,O,O,X,X,X,X,X
LOTJZSI,X,O,O,X,O,X,X,X,X,X
LOTSIJZ,X,O,X,O,X,X,O,X,X,X
LOTSIZJ,O,O,O,X,X,O,X,X,X,X
LOTSJIZ,X,O,X,O,X,X,O,X,X,X
LOTSJZI,O,O,X,X,O,X,O,X,X,X
LOTSZIJ,O,O,O,X,O,O,X,X,X,X
LOTSZJI,O,O,O,X,O,O,O,X,X,X
LOTZIJS,O,X,O,O,O,X,X,X,X,X
LOTZISJ,O,O,O,X,O,X,X,X,X,X
LOTZJIS,X,X,O,O,O,X,X,X,X,X
LOTZJSI,O,O,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,O,O,X,X,X,X
LOTZSJI,O,O,O,X,O,O,X,X,X,X
LOITJSZ,O,X,X,O,X,X,X,X,X,X
LOITJZS,O,X,O,O,X,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X,X,X
LOITSZJ,O,O,O,X,X,X,X,X,X,X
LOITZJS,O,X,O,O,X,X,X,X,X,X
LOITZSJ,O,O,O,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,O,X,X,X
LOIJSZT,O,X,X,O,X,X,O,X,X,X
LOIJZTS,O,X,X,O,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,O,X,X,X
LOISTZJ,O,O,X,X,X,O,X,X,X,X
LOISJTZ,O,O,X,O,X,X,O,X,X,X
LOISJZT,O,O,X,O,X,X,O,X,X,X
LOISZTJ,O,O,X,X,X,O,X,X,X,X
LOISZJT,O,O,X,X,X,X,X,X,X,X
LOIZTJS,O,X,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,O,X,X,X,X,X,X,X
LOIZJTS,O,X,X,O,X,X,X,X,X,X
LOIZJST,O,X,X,O,X,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,O,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X,X,X
LOJTISZ,X,X,X,O,X,X,X,X,X,X
LOJTIZS,X,X,O,O,X,X,X,X,X,O
LOJTSIZ,X,O,X,O,X,X,O,X,X,X
LOJTSZI,X,O,X,X,O,X,O,X,X,X
LOJTZIS,X,X,O,O,O,X,X,X,X,X
LOJTZSI,X,O,O,X,O,X,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,X,O
LOJISTZ,O,X,X,O,X,X,O,X,X,X
LOJISZT,O,X,X,O,X,X,O,X,X,X
LOJIZTS,O,X,X,O,X,X,X,X,X,O
LOJIZST,O,X,X,O,X,X,X,X,X,X
LOJSTIZ,X,O,X,O,X,X,O,X,X,X
LOJSTZI,O,O,X,X,O,X,O,X,X,X
LOJSITZ,X,O,X,O,X,X,O,X,X,X
LOJSIZT,X,O,X,O,X,X,O,X,X,X
LOJSZTI,O,O,X,X,O,X,O,X,X,X
LOJSZIT,X,O,X,X,X,X,O,X,X,X
LOJZTIS,X,X,O,O,O,X,X,X,X,X
LOJZTSI,O,O,O,X,O,X,X,X,X,X
LOJZITS,O,X,X,O,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X,X,X
LOJZSTI,O,O,O,X,O,X,O,X,X,X
LOJZSIT,X,O,X,X,X,X,O,X,X,X
LOSTIJZ,O,O,X,O,X,X,O,X,X,X
LOSTIZJ,O,O,O,X,X,O,X,X,X,X
LOSTJIZ,X,O,X,O,X,X,O,X,X,X
LOSTJZI,O,O,X,X,O,X,O,X,X,X
LOSTZIJ,O,O,O,X,O,O,X,X,X,X
LOSTZJI,O,O,O,X,O,O,O,X,X,X
LOSITJZ,O,O,X,O,X,X,O,X,X,X
LOSITZJ,O,O,X,X,X,O,X,X,X,X
LOSIJTZ,O,O,X,O,X,X,O,X,X,X
LOSIJZT,O,O,X,O,X,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,O,X,X,X,X
LOSIZJT,O,O,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,X,O,X,X,O,X,X,X
LOSJTZI,O,O,X,X,O,X,O,X,X,X
LOSJITZ,X,O,X,O,X,X,O,X,X,X
LOSJIZT,X,O,X,O,X,X,O,X,X,X
LOSJZTI,O,O,X,X,O,X,O,X,X,X
LOSJZIT,X,O,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,X,O,O,X,X,X,X
LOSZTJI,O,O,O,X,O,O,O,X,X,X
LOSZITJ,O,O,O,X,X,O,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X
LOSZJTI,O,O,O,X,O,X,O,X,X,X
LOSZJIT,X,O,X,X,X,X,O,X,X,X
LOZTIJS,O,X,O,O,O,X,X,X,X,X
LOZTISJ,O,O,O,X,O,X,X,X,X,X
LOZTJIS,X,X,O,O,O,X,X,X,X,X
LOZTJSI,O,O,O,X,O,X,X,X,X,X
LOZTSIJ,O,O,O,X,O,O,X,X,X,X
LOZTSJI,O,O,O,X,O,O,X,X,X,X
LOZITJS,O,X,O,O,X,X,X,X,X,X
LOZITSJ,O,O,O,X,X,X,X,X,X,X
LOZIJTS,O,X,X,O,X,X,X,X,X,X
LOZIJST,O,X,X,O,X,X,X,X,X,X
LOZISTJ,O,O,O,X,X,O,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X
LOZJTIS,X,X,O,O,O,X,X,X,X,X
LOZJTSI,O,O,O,X,O,X,X,X,X,X
LOZJITS,O,X,X,O,X,X,X,X,X,X
LOZJIST,O,X,X,O,X,X,X,X,X,X
LOZJSTI,O,O,O,X,O,X,O,X,X,X
LOZJSIT,X,O,X,X,X,X,O,X,X,X
LOZSTIJ,O,O,O,X,O,O,X,X,X,X
LOZSTJI,O,O,O,X,O,O,O,X,X,X
LOZSITJ,O,O,O,X,X,O,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X
LOZSJTI,O,O,O,X,O,X,O,X,X,X
LOZSJIT,X,O,X,X,X,X,O,X,X,X
JTILSZO,X,X,X,O,X,X,X,X,X,X
JTILSOZ,X,X,X,O,X,X,X,X,X,X
JTILZSO,X,X,O,O,X,X,X,X,X,X
JTILZOS,X,X,O,O,X,X,X,X,X,X
JTILOSZ,X,X,X,O,X,X,X,X,X,X
JTILOZS,X,X,O,O,X,X,X,X,X,O
JTISLZO,X,X,X,O,X,X,X,X,X,X
JTISLOZ,X,X,X,O,X,X,O,X,X,X
JTISZLO,X,X,X,X,X,X,X,X,O,X
JTISZOL,X,X,X,X,X,X,X,O,O,X
JTISOLZ,X,X,X,X,X,X,O,X,X,X
JTISOZL,X,X,X,X,X,X,X,O,X,O
JTIZLSO,X,X,O,O,X,X,X,X,O,X
JTIZLOS,X,X,O,O,X,X,X,X,X,X
JTIZSLO,X,X,X,X,X,X,X,X,O,X
JTIZSOL,X,X,X,X,X,X,X,O,O,X
JTIZOLS,X,X,O,X,X,X,X,X,X,O
JTIZOSL,X,X,X,X,X,X,X,O,O,O
JTIOLSZ,X,X,X,O,X,X,X,X,X,X
JTIOLZS,X,X,O,O,X,X,X,X,X,O
JTIOSLZ,X,X,X,X,X,X,O,X,X,X
JTIOSZL,X,X,X,X,X,X,X,O,X,O
JTIOZLS,X,X,O,X,X,X,X,X,X,O
JTIOZSL,X,X,X,X,X,X,X,O,X,O
JTLISZO,X,X,X,O,X,X,X,X,X,X
JTLISOZ,X,X,X,O,X,X,X,X,X,X
JTLIZSO,X,X,O,O,X,X,X,X,X,X
JTLIZOS,X,X,O,O,X,X,X,X,X,X
JTLIOSZ,X,X,X,O,X,X,X,X,X,X
JTLIOZS,X,X,O,O,X,X,X,X,X,O
JTLSIZO,X,X,X,O,X,X,X,X,X,X
JTLSIOZ,X,X,X,O,X,X,O,X,X,X
JTLSZIO,X,X,X,X,X,X,X,X,O,X
JTLSZOI,X,X,X,X,X,X,O,X,X,X
JTLSOIZ,X,X,X,O,X,X,O,X,X,X
JTLSOZI,X,X,X,X,X,X,O,X,X,X
JTLZISO,X,X,O,O,X,X,X,X,O,X
JTLZIOS,X,X,O,O,X,X,X,X,X,X
JTLZSIO,X,X,O,X,X,X,X,X,O,X
JTLZSOI,X,X,O,X,X,X,X,X,X,X
JTLZOIS,X,X,O,O,X,X,X,X,X,X
JTLZOSI,X,X,O,X,X,X,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X,X,X
JTLOIZS,X,X,O,O,X,X,X,X,X,O
JTLOSIZ,X,X,X,O,X,X,O,X,X,X
JTLOSZI,X,X,X,X,X,X,O,X,X,X
JTLOZIS,X,X,O,O,X,X,X,X,X,X
JTLOZSI,X,X,O,X,X,X,X,X,X,X
JTSILZO,X,X,X,O,X,X,X,X,X,X
JTSILOZ,X,X,X,O,X,X,O,X,X,X
JTSIZLO,X,X,X,X,X,X,X,X,O,X
JTSIZOL,X,X,X,X,X,O,X,O,O,X
JTSIOLZ,X,X,X,X,X,X,O,X,X,X
JTSIOZL,X,X,X,X,X,O,X,O,X,O
JTSLIZO,X,X,X,O,X,X,X,X,X,X
JTSLIOZ,X,X,X,O,X,X,O,X,X,X
JTSLZIO,X,X,X,X,X,X,X,X,O,X
JTSLZOI,X,X,X,X,X,X,O,X,X,X
JTSLOIZ,X,X,X,O,X,X,O,X,X,X
JTSLOZI,X,X,X,X,X,X,O,X,X,X
JTSZILO,X,X,X,X,X,X,X,X,O,X
JTSZIOL,X,X,X,X,O,O,X,O,O,X
JTSZLIO,X,X,X,X,X,X,X,X,O,X
JTSZLOI,X,X,X,X,X,X,O,X,X,X
JTSZOIL,X,X,X,X,O,O,X,X,O,X
JTSZOLI,X,X,X,X,O,O,O,X,X,X
JTSOILZ,X,X,X,X,X,X,O,X,X,X
JTSOIZL,X,X,X,X,O,O,X,X,X,O
JTSOLIZ,X,X,X,X,X,X,O,X,X,X
JTSOLZI,X,X,X,X,O,X,O,X,X,X
JTSOZIL,X,X,X,X,O,O,X,X,O,X
JTSOZLI,X,X,X,X,O,O,O,X,X,X
JTZILSO,X,X,O,O,X,X,X,X,O,X
JTZILOS,X,X,O,O,X,X,X,X,X,X
JTZISLO,X,X,X,X,X,X,X,X,O,X
JTZISOL,X,X,X,X,O,X,X,O,O,X
JTZIOLS,X,X,O,X,O,X,X,X,X,O
JTZIOSL,X,X,X,X,O,X,X,O,O,O
JTZLISO,X,X,O,O,X,X,X,X,O,X
JTZLIOS,X,X,O,O,X,X,X,X,X,X
JTZLSIO,X,X,O,X,X,X,X,X,O,X
JTZLSOI,X,X,O,X,X,X,X,X,X,X
JTZLOIS,X,X,O,O,X,X,X,X,X,X
JTZLOSI,X,X,O,X,X,X,X,X,X,X
JTZSILO,X,X,X,X,X,X,X,X,O,X
JTZSIOL,X,X,X,X,O,O,X,O,O,X
JTZSLIO,X,X,X,X,X,X,X,X,O,X
JTZSLOI,X,X,X,X,X,X,O,X,X,X
JTZSOIL,X,X,X,X,O,O,X,X,O,X
JTZSOLI,X,X,X,X,O,O,O,X,X,X
JTZOILS,X,X,O,X,O,X,X,X,X,O
JTZOISL,X,X,X,X,O,X,X,X,O,O
JTZOLIS,X,X,O,X,O,X,X,X,X,X
JTZOLSI,X,X,O,X,O,X,X,X,X,X
JTZOSIL,X,X,X,X,O,O,X,X,O,X
JTZOSLI,X,X,X,X,O,O,O,X,X,X
JTOILSZ,X,X,X,O,X,X,X,X,X,X
JTOILZS,X,X,O,O,X,X,X,X,X,O
JTOISLZ,X,X,X,X,X,X,O,X,X,X
JTOISZL,X,X,X,X,O,X,X,X,X,O
JTOIZLS,X,X,O,X,O,X,X,X,X,O
JTOIZSL,X,X,X,X,O,X,X,X,X,O
JTOLISZ,X,X,X,O,X,X,X,X,X,X
JTOLIZS,X,X,O,O,X,X,X,X,X,O
JTOLSIZ,X,X,X,O,X,X,O,X,X,X
JTOLSZI,X,X,X,X,O,X,O,X,X,X
JTOLZIS,X,X,O,O,O,X,X,X,X,X
JTOLZSI,X,X,O,X,O,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,O,X,X,X
JTOSIZL,X,X,X,X,O,O,X,X,X,O
JTOSLIZ,X,X,X,X,X,X,O,X,X,X
JTOSLZI,X,X,X,X,O,X,O,X,X,X
JTOSZIL,X,X,X,X,O,O,X,X,O,X
JTOSZLI,X,X,X,X,O,O,O,X,X,X
JTOZILS,X,X,O,X,O,X,X,X,X,O
JTOZISL,X,X,X,X,O,X,X,X,O,O
JTOZLIS,X,X,O,X,O,X,X,X,X,X
JTOZLSI,X,X,O,X,O,X,X,X,X,X
JTOZSIL,X,X,X,X,O,O,X,X,O,X
JTOZSLI,X,X,X,X,O,O,O,X,X,X
JITLSZO,O,X,X,O,X,X,X,X,X,X
JITLSOZ,O,X,X,O,X,X,X,X,X,X
JITLZSO,O,X,O,O,X,X,X,X,X,X
JITLZOS,O,X,O,O,X,X,X,X,X,X
JITLOSZ,O,X,X,O,X,X,X,X,X,X
JITLOZS,O,X,O,O,X,X,X,X,X,O
JITSLZO,O,X,X,O,X,X,X,X,X,X
JITSLOZ,O,X,X,O,X,X,O,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,O,X
JITSZOL,X,X,X,X,X,X,X,O,O,X
JITSOLZ,O,X,X,X,X,X,O,X,X,X
JITSOZL,X,X,X,X,X,X,X,O,X,O
JITZLSO,O,X,O,O,X,X,X,X,O,X
JITZLOS,O,X,O,O,X,X,X,X,X,X
JITZSLO,O,X,X,X,X,X,X,X,O,X
JITZSOL,X,X,X,X,X,X,X,O,O,X
JITZOLS,X,X,O,X,X,X,X,X,X,O
JITZOSL,X,X,X,X,X,X,X,O,O,O
JITOLSZ,O,X,X,O,X,X,X,X,X,X
JITOLZS,O,X,O,O,X,X,X,X,X,O
JITOSLZ,O,X,X,X,X,X,O,X,X,X
JITOSZL,X,X,X,X,X,X,X,O,X,O
JITOZLS,X,X,O,X,X,X,X,X,X,O
JITOZSL,X,X,X,X,X,X,X,O,X,O
JILTSZO,O,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,X,X,X
JILTZSO,O,X,X,O,X,X,X,X,X,X
JILTZOS,O,X,X,O,X,X,X,X,X,X
JILTOSZ,O,X,X,O,X,X,X,X,X,X
JILTOZS,O,X,X,O,X,X,X,X,X,O
JILSTZO,O,X,X,O,X,X,X,X,X,X
JILSTOZ,O,X,X,O,X,X,O,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,O,X,X
JILSOTZ,O,X,X,O,X,X,O,X,X,X
JILSOZT,O,X,X,O,X,X,O,O,X,X
JILZTSO,O,X,X,O,X,X,X,X,X,X
JILZTOS,O,X,X,O,X,X,X,X,X,X
JILZSTO,O,X,X,O,X,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,O,X,X
JILZOTS,O,X,X,O,X,X,X,X,X,O
JILZOST,O,X,X,O,X,X,X,O,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X,O
JILOSTZ,O,X,X,O,X,X,O,X,X,X
JILOSZT,O,X,X,O,X,X,O,O,X,X
JILOZTS,O,X,X,O,X,X,X,X,X,O
JILOZST,O,X,X,O,X,X,X,O,X,X
JISTLZO,O,X,X,O,X,X,X,X,X,X
JISTLOZ,O,X,X,O,X,X,O,X,X,X
JISTZLO,O,X,X,X,X,X,X,X,O,X
JISTZOL,X,X,X,X,X,O,X,O,O,X
JISTOLZ,O,X,X,X,X,X,O,X,X,X
JISTOZL,X,X,X,X,X,O,X,O,X,O
JISLTZO,O,O,X,O,X,X,X,X,X,X
JISLTOZ,O,O,X,O,X,X,O,X,X,X
JISLZTO,O,O,X,O,X,X,X,X,X,X
JISLZOT,O,O,X,O,X,X,X,O,X,X
JISLOTZ,O,O,X,O,X,X,O,X,X,X
JISLOZT,O,O,X,O,X,X,O,O,X,X
JISZTLO,O,X,X,X,X,X,X,X,O,X
JISZTOL,X,X,X,X,X,O,X,O,O,X
JISZLTO,O,X,X,X,X,X,X,X,O,X
JISZLOT,O,X,X,X,X,X,X,O,X,X
JISZOTL,X,X,X,X,O,O,X,O,O,O
JISZOLT,X,X,X,X,X,X,X,O,X,X
JISOTLZ,O,X,X,X,X,X,O,X,X,X
JISOTZL,X,X,X,X,O,O,X,O,X,O
JISOLTZ,O,O,X,X,X,X,O,X,X,X
JISOLZT,O,O,X,X,X,X,O,O,X,X
JISOZTL,X,X,X,X,O,O,X,O,X,O
JISOZLT,X,X,X,X,X,X,X,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X,O,X
JIZTLOS,O,X,X,O,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,O,X
JIZTSOL,X,X,X,X,X,X,X,O,O,X
JIZTOLS,X,X,X,X,X,X,X,X,X,O
JIZTOSL,X,X,X,X,X,X,X,O,O,O
JIZLTSO,O,X,X,O,X,X,X,X,O,X
JIZLTOS,O,X,X,O,X,X,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X,X,O,X
JIZLSOT,O,X,X,O,X,X,X,O,X,X
JIZLOTS,O,X,X,O,X,X,X,X,X,O
JIZLOST,O,X,X,O,X,X,X,O,X,X
JIZSTLO,O,X,X,X,X,X,X,X,O,X
JIZSTOL,X,X,X,X,X,O,X,O,O,X
JIZSLTO,O,X,X,X,X,X,X,X,O,X
JIZSLOT,O,X,X,X,X,X,X,O,X,X
JIZSOTL,X,X,X,X,O,O,X,O,O,O
JIZSOLT,X,X,X,X,X,X,X,O,X,X
JIZOTLS,X,X,X,X,O,X,X,X,X,O
JIZOTSL,X,X,X,X,O,X,X,O,O,O
JIZOLTS,X,X,X,X,X,X,X,X,X,O
JIZOLST,X,X,X,X,X,X,X,O,X,X
JIZOSTL,X,X,X,X,O,O,X,O,O,O
JIZOSLT,X,X,X,X,X,X,X,O,X,X
JIOTLSZ,O,X,X,O,X,X,X,X,X,X
JIOTLZS,O,X,O,O,X,X,X,X,X,O
JIOTSLZ,O,X,X,X,X,X,O,X,X,X
JIOTSZL,X,X,X,X,O,X,X,O,X,O
JIOTZLS,X,X,O,X,O,X,X,X,X,O
JIOTZSL,X,X,X,X,O,X,X,O,X,O
JIOLTSZ,O,X,X,O,X,X,X,X,X,X
JIOLTZS,O,X,X,O,X,X,X,X,X,O
JIOLSTZ,O,X,X,O,X,X,O,X,X,X
JIOLSZT,O,X,X,O,X,X,O,O,X,X
JIOLZTS,O,X,X,O,X,X,X,X,X,O
JIOLZST,O,X,X,O,X,X,X,O,X,X
JIOSTLZ,O,X,X,X,X,X,O,X,X,X
JIOSTZL,X,X,X,X,O,O,X,O,X,O
JIOSLTZ,O,O,X,X,X,X,O,X,X,X
JIOSLZT,O,O,X,X,X,X,O,O,X,X
JIOSZTL,X,X,X,X,O,O,X,O,X,O
JIOSZLT,X,X,X,X,X,X,X,O,X,X
JIOZTLS,X,X,X,X,O,X,X,X,X,O
JIOZTSL,X,X,X,X,O,X,X,O,X,O
JIOZLTS,X,X,X,X,X,X,X,X,X,O
JIOZLST,X,X,X,X,X,X,X,O,X,X
JIOZSTL,X,X,X,X,O,O,X,O,X,O
