sequence,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBcnBTjBXrBFt?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFzgBFiBXjBctBxr?BSwB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBFjBTnBctBXr?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFlhB+oB/rBTnBat?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFGiBTjByrBFtB/r?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFSnBTjBmlB8rBFt?BXrB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFmlBSsBToB8rBXr?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFUiBToBxrBqqB/r?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhF0iB6oB3mBmsBlq?BTrB
LTZOJSI,X,X,X,X,O,O,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,X,X
LTZOSJI,O,X,X,X,O,X,X,X,X
LTOIJSZ,O,X,X,X,O,O,X,X,X
LTOIJZS,X,X,X,X,O,O,O,X,X
LTOISJZ,O,X,X,X,O,O,X,X,X
LTOISZJ,O,X,X,X,O,X,X,X,X
LTOIZJS,X,X,X,X,O,O,X,X,X
LTOIZSJ,O,X,X,X,O,X,X,X,X
LTOJISZ,O,X,X,X,O,O,X,X,X
LTOJIZS,X,X,X,X,O,O,O,X,X
LTOJSIZ,O,X,X,X,O,O,X,X,X
LTOJSZI,O,X,X,X,O,O,X,X,X
LTOJZIS,X,X,X,X,O,O,O,X,X
LTOJZSI,X,X,X,X,O,O,O,X,X
LTOSIJZ,O,X,X,X,O,O,X,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,X
LTOSJIZ,O,X,X,X,O,O,X,X,X
LTOSJZI,O,X,X,X,O,O,X,X,X
LTOSZIJ,O,X,X,X,O,X,X,X,X
LTOSZJI,O,X,X,X,O,X,X,X,X
LTOZIJS,X,X,X,X,O,O,X,X,X
LTOZISJ,O,X,X,X,O,X,X,X,X
LTOZJIS,X,X,X,X,O,O,X,X,X
LTOZJSI,X,X,X,X,O,O,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,X,X
LTOZSJI,O,X,X,X,O,X,X,X,X
LITJSZO,O,X,X,X,O,X,X,X,X
LITJSOZ,O,X,X,X,O,O,X,X,X
LITJZSO,X,O,X,X,O,X,X,X,X
LITJZOS,X,O,X,X,O,O,X,X,X
LITJOSZ,O,X,X,X,O,O,X,X,X
LITJOZS,X,O,X,X,O,O,O,X,X
LITSJZO,O,X,X,X,O,X,X,X,X
LITSJOZ,O,X,X,X,O,O,X,X,X
LITSZJO,O,X,X,X,O,X,X,X,X
LITSZOJ,O,X,O,X,O,X,X,X,X
LITSOJZ,O,X,X,X,O,O,X,X,X
LITSOZJ,O,X,O,X,O,X,X,X,X
LITZJSO,X,O,X,X,O,X,X,X,X
LITZJOS,X,O,X,X,O,O,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,X
LITZSOJ,O,O,O,X,O,X,X,X,X
LITZOJS,X,O,X,X,O,O,X,X,X
LITZOSJ,O,O,X,X,O,X,X,X,X
LITOJSZ,O,X,X,X,O,O,X,X,X
LITOJZS,X,O,X,X,O,O,O,X,X
LITOSJZ,O,X,X,X,O,O,X,X,X
LITOSZJ,O,X,X,X,O,X,X,X,X
LITOZJS,X,O,X,X,O,O,X,X,X
LITOZSJ,O,O,X,X,O,X,X,X,X
LIJTSZO,O,X,X,X,O,X,X,X,X
LIJTSOZ,O,X,X,X,O,O,X,X,X
LIJTZSO,X,O,X,X,O,X,X,X,X
LIJTZOS,X,O,X,X,O,O,X,X,X
LIJTOSZ,O,X,X,X,O,O,X,X,X
LIJTOZS,X,O,X,X,O,O,O,X,X
LIJSTZO,O,X,X,X,X,X,X,X,O
LIJSTOZ,O,X,X,X,X,X,X,X,O
LIJSZTO,O,X,X,X,X,X,X,X,O
LIJSZOT,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,X,O,X,X,X,X,X
LIJSOZT,X,X,O,O,X,X,O,X,X
LIJZTSO,X,O,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,O
LIJZSOT,X,O,O,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,O,X,X
LIJZOST,X,O,X,X,X,X,O,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X
LIJOTZS,X,O,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,O,X,X,X,O,X
LIJOSZT,X,X,X,O,X,X,O,O,X
LIJOZTS,X,O,X,X,X,X,O,X,X
LIJOZST,X,O,X,X,X,X,O,O,X
LISTJZO,O,X,X,X,O,X,X,X,X
LISTJOZ,O,X,X,X,O,X,X,X,X
LISTZJO,O,X,X,X,O,X,X,X,X
LISTZOJ,O,X,O,X,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X
LISTOZJ,O,X,O,X,O,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,X,X
LISJOZT,X,X,O,O,X,X,O,X,X
LISZTJO,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,X,X,X,X,X
LISZJTO,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,O,X,X,X,X,X,X
LISZOTJ,O,X,O,X,X,X,X,X,X
LISZOJT,X,X,O,X,X,X,X,X,X
LISOTJZ,O,X,X,O,X,X,X,X,X
LISOTZJ,O,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,X,X
LISOJZT,X,X,O,O,X,X,O,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X
LISOZJT,X,X,O,X,X,X,X,X,X
LIZTJSO,X,O,X,X,O,X,X,X,X
LIZTJOS,X,O,X,X,O,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X
LIZTSOJ,O,O,O,X,O,X,X,X,X
LIZTOJS,X,O,X,X,O,X,X,X,X
LIZTOSJ,O,O,O,X,O,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,X,X,X,X
LIZJSOT,X,O,O,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,O,X,X
LIZJOST,X,O,X,X,X,X,O,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,O,X,X
LIZOJST,X,O,X,X,X,X,O,X,X
LIZOSTJ,X,O,O,X,X,X,X,O,X
LIZOSJT,X,O,O,X,X,X,X,O,X
LIOTJSZ,O,X,X,X,O,X,X,O,X
LIOTJZS,X,O,X,X,O,X,O,X,X
LIOTSJZ,O,X,X,X,O,X,X,O,X
LIOTSZJ,O,X,X,X,O,X,X,O,X
LIOTZJS,X,O,X,X,O,X,X,X,X
LIOTZSJ,O,O,X,X,O,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X
LIOJTZS,X,O,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,O,X,X,X,O,X
LIOJSZT,X,X,X,O,X,X,O,O,X
LIOJZTS,X,O,X,X,X,X,O,X,X
LIOJZST,X,O,X,X,X,X,O,O,X
LIOSTJZ,O,X,X,O,X,X,X,O,X
LIOSTZJ,O,X,O,X,X,X,X,O,X
LIOSJTZ,X,X,X,O,X,X,X,O,X
LIOSJZT,X,X,O,O,X,X,O,O,X
LIOSZTJ,O,X,O,X,X,X,X,O,X
LIOSZJT,X,X,O,X,X,X,X,O,X
LIOZTJS,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,O,X,X
LIOZJST,X,O,X,X,X,X,O,O,X
LIOZSTJ,X,O,O,X,X,X,X,O,X
LIOZSJT,X,O,O,X,X,X,X,O,X
LJTISZO,O,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,X,O,O,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,O,O,X,X,X
LJTIOSZ,O,X,X,X,O,O,X,X,X
LJTIOZS,X,X,X,X,O,O,O,X,X
LJTSIZO,O,X,X,X,O,X,X,X,O
LJTSIOZ,O,X,X,X,O,O,X,X,O
LJTSZIO,O,X,X,X,O,X,X,X,O
LJTSZOI,O,X,X,X,O,X,X,X,O
LJTSOIZ,O,X,X,X,O,O,X,X,O
LJTSOZI,O,X,X,X,O,O,X,X,O
LJTZISO,X,X,X,X,O,X,X,X,X
LJTZIOS,X,X,X,X,O,O,X,X,X
LJTZSIO,X,X,X,X,O,X,X,X,O
LJTZSOI,X,X,X,X,O,X,X,X,O
LJTZOIS,X,X,X,X,O,O,X,X,X
LJTZOSI,X,X,X,X,O,O,X,X,X
LJTOISZ,O,X,X,X,O,O,X,X,X
LJTOIZS,X,X,X,X,O,O,O,X,X
LJTOSIZ,O,X,X,X,O,O,X,X,X
LJTOSZI,O,X,X,X,O,O,X,X,X
LJTOZIS,X,X,X,X,O,O,O,X,X
LJTOZSI,X,X,X,X,O,O,O,X,X
LJITSZO,O,X,X,X,O,X,X,X,X
LJITSOZ,O,X,X,X,O,O,X,X,X
LJITZSO,X,O,X,X,O,X,X,X,X
LJITZOS,X,O,X,X,O,O,X,X,X
LJITOSZ,O,X,X,X,O,O,X,X,X
LJITOZS,X,O,X,X,O,O,O,X,X
LJISTZO,O,X,X,X,X,X,X,X,O
LJISTOZ,O,X,X,X,X,X,X,X,O
LJISZTO,O,X,X,X,X,X,X,X,O
LJISZOT,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X,X
LJISOZT,X,X,O,O,X,X,O,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,O
LJIZSOT,X,O,O,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,O,X,X
LJIZOST,X,O,X,X,X,X,O,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X
LJIOTZS,X,O,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,O,X,X,X,O,X
LJIOSZT,X,X,X,O,X,X,O,O,X
LJIOZTS,X,O,X,X,X,X,O,X,X
LJIOZST,X,O,X,X,X,X,O,O,X
LJSTIZO,O,X,X,X,O,X,X,X,O
LJSTIOZ,O,X,X,X,O,X,X,X,O
LJSTZIO,O,X,X,X,O,X,X,X,O
LJSTZOI,O,X,X,X,O,X,X,X,O
LJSTOIZ,O,X,X,X,O,X,X,X,O
LJSTOZI,O,X,X,X,O,X,X,X,O
LJSITZO,O,X,X,X,X,X,X,X,O
LJSITOZ,O,X,X,X,X,X,X,X,O
LJSIZTO,O,X,X,X,X,X,X,X,O
LJSIZOT,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,X,X,X
LJSIOZT,X,X,O,O,X,X,O,X,X
LJSZTIO,O,X,X,X,X,X,X,X,O
LJSZTOI,O,X,X,X,X,X,X,X,O
LJSZITO,O,X,X,X,X,X,X,X,O
LJSZIOT,X,X,O,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,X,X,O
LJSZOIT,X,X,O,X,X,X,X,X,X
LJSOTIZ,X,X,X,O,X,X,X,X,O
LJSOTZI,X,X,X,O,X,X,X,X,O
LJSOITZ,X,X,X,O,X,X,X,X,X
LJSOIZT,X,X,O,O,X,X,O,X,X
LJSOZTI,X,X,O,O,X,X,O,X,O
LJSOZIT,X,X,O,O,X,X,O,X,X
LJZTISO,X,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,O,X,X,X,O
LJZTSOI,X,X,X,X,O,X,X,X,O
LJZTOIS,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X
LJZITSO,X,O,X,X,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,X,X,O
LJZISOT,X,O,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,O,X,X
LJZIOST,X,O,X,X,X,X,O,X,X
LJZSTIO,X,O,X,X,X,X,X,X,O
LJZSTOI,X,O,X,X,X,X,X,X,O
LJZSITO,X,O,X,X,X,X,X,X,O
LJZSIOT,X,O,O,X,X,X,X,X,X
LJZSOTI,X,O,O,X,X,X,X,X,O
LJZSOIT,X,O,O,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,O,X,X
LJZOTSI,X,X,X,X,X,X,O,X,X
LJZOITS,X,O,X,X,X,X,O,X,X
LJZOIST,X,O,X,X,X,X,O,X,X
LJZOSTI,X,O,X,X,X,X,O,X,O
LJZOSIT,X,O,X,X,X,X,O,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X
LJOTIZS,X,X,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X,X
LJOTZIS,X,X,X,X,X,X,O,X,X
LJOTZSI,X,X,X,X,O,X,O,X,X
LJOITSZ,X,X,X,X,X,X,X,O,X
LJOITZS,X,O,X,X,X,X,O,X,X
LJOISTZ,X,X,X,O,X,X,X,O,X
LJOISZT,X,X,X,O,X,X,O,O,X
LJOIZTS,X,O,X,X,X,X,O,X,X
LJOIZST,X,O,X,X,X,X,O,O,X
LJOSTIZ,X,X,X,O,X,X,X,X,O
LJOSTZI,X,X,X,O,X,X,X,X,O
LJOSITZ,X,X,X,O,X,X,X,X,X
LJOSIZT,X,X,X,O,X,X,O,X,X
LJOSZTI,X,X,X,O,X,X,O,X,O
LJOSZIT,X,X,X,O,X,X,O,X,X
LJOZTIS,X,X,X,X,X,X,O,X,X
LJOZTSI,X,X,X,X,X,X,O,X,X
LJOZITS,X,O,X,X,X,X,O,X,X
LJOZIST,X,O,X,X,X,X,O,X,X
LJOZSTI,X,O,X,X,X,X,O,X,O
LJOZSIT,X,O,X,X,X,X,O,X,X
LSTIJZO,O,X,X,X,O,X,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,X,X
LSTIZJO,O,X,X,X,O,X,X,X,X
LSTIZOJ,O,X,O,X,O,X,X,X,X
LSTIOJZ,O,X,X,O,O,X,X,X,X
LSTIOZJ,O,X,O,X,O,X,X,X,X
LSTJIZO,O,X,X,X,O,X,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X,X
LSTJZIO,O,X,X,X,O,X,X,X,X
LSTJZOI,O,X,X,X,O,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X
LSTJOZI,O,X,X,X,O,X,X,X,X
LSTZIJO,O,X,X,X,O,X,X,X,X
LSTZIOJ,O,X,O,X,O,X,X,X,X
LSTZJIO,O,X,X,X,O,X,X,X,X
LSTZJOI,O,X,X,X,O,X,X,X,X
LSTZOIJ,O,X,O,X,O,X,X,X,X
LSTZOJI,O,X,O,X,O,X,X,X,X
LSTOIJZ,O,X,X,O,O,X,X,X,X
LSTOIZJ,O,X,O,X,O,X,X,X,X
LSTOJIZ,O,X,X,O,O,X,X,X,X
LSTOJZI,O,X,X,O,O,X,X,X,X
LSTOZIJ,O,X,O,X,O,X,X,X,X
LSTOZJI,O,X,O,X,O,X,X,X,X
LSITJZO,O,X,X,X,O,X,X,X,X
LSITJOZ,O,X,X,X,O,X,X,X,X
LSITZJO,O,X,X,X,O,X,X,X,X
LSITZOJ,O,X,O,X,O,X,X,X,X
LSITOJZ,O,X,X,O,O,X,X,X,X
LSITOZJ,O,X,O,X,O,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,X,X,X
LSIJZOT,X,X,O,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X,X
LSIJOZT,X,X,O,O,X,X,O,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,X,X,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X,X,X
LSIZJOT,X,X,O,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,X,X,X,X
LSIZOJT,X,X,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,O,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,O,O,X,X,O,X,X
LSIOZTJ,O,X,O,X,X,X,X,X,X
LSIOZJT,X,X,O,X,X,X,X,X,X
LSJTIZO,O,X,X,X,O,X,X,X,O
LSJTIOZ,O,X,X,X,O,X,X,X,O
LSJTZIO,O,X,X,X,O,X,X,X,O
LSJTZOI,O,X,X,X,O,X,X,X,O
LSJTOIZ,O,X,X,X,O,X,X,X,O
LSJTOZI,O,X,X,X,O,X,X,X,O
LSJITZO,O,X,X,X,X,X,X,X,O
LSJITOZ,O,X,X,X,X,X,X,X,O
LSJIZTO,O,X,X,X,X,X,X,X,O
LSJIZOT,X,X,O,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,X,X,X
LSJIOZT,X,X,O,O,X,X,O,X,X
LSJZTIO,O,X,X,X,X,X,X,X,O
LSJZTOI,O,X,X,X,X,X,X,X,O
LSJZITO,O,X,X,X,X,X,X,X,O
LSJZIOT,X,X,O,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,X,X,O
LSJZOIT,X,X,O,X,X,X,X,X,X
LSJOTIZ,X,X,X,O,X,X,X,X,O
LSJOTZI,X,X,X,O,X,X,X,X,O
LSJOITZ,X,X,X,O,X,X,X,X,X
LSJOIZT,X,X,O,O,X,X,O,X,X
LSJOZTI,X,X,O,O,X,X,O,X,O
LSJOZIT,X,X,O,O,X,X,O,X,X
LSZTIJO,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X,X
LSZTOJI,O,X,O,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,O,X,X,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X,X,X
LSZIJOT,X,X,O,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,X,X,X,X,X
LSZIOJT,X,X,O,X,X,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X,X,X
LSZJIOT,X,X,O,X,X,X,X,X,X
LSZJOTI,X,X,O,X,X,X,X,X,X
LSZJOIT,X,X,O,X,X,X,X,X,X
LSZOTIJ,O,X,O,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X,X
LSZOITJ,O,X,O,X,X,X,X,X,X
LSZOIJT,X,X,O,X,X,X,X,X,X
LSZOJTI,X,X,O,X,X,X,X,X,X
LSZOJIT,X,X,O,X,X,X,X,X,X
LSOTIJZ,O,X,X,O,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,X,O,X,X,X,X,X
LSOTJZI,O,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,X,X,X,X
LSOTZJI,O,X,O,X,X,X,X,X,X
LSOITJZ,O,X,X,O,X,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X
LSOIJTZ,X,X,X,O,X,X,X,X,X
LSOIJZT,X,X,O,O,X,X,O,X,X
LSOIZTJ,O,X,O,X,X,X,X,X,X
LSOIZJT,X,X,O,X,X,X,X,X,X
LSOJTIZ,X,X,X,O,X,X,X,X,X
LSOJTZI,X,X,X,O,X,X,X,X,X
LSOJITZ,X,X,X,O,X,X,X,X,X
LSOJIZT,X,X,O,O,X,X,O,X,X
LSOJZTI,X,X,O,O,X,X,O,X,X
LSOJZIT,X,X,O,O,X,X,O,X,X
LSOZTIJ,O,X,O,X,X,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X,X,X
LSOZITJ,O,X,O,X,X,X,X,X,X
LSOZIJT,X,X,O,X,X,X,X,X,X
LSOZJTI,X,X,O,X,X,X,X,X,X
LSOZJIT,X,X,O,X,X,X,X,X,X
LZTIJSO,X,X,X,X,O,X,X,X,X
LZTIJOS,X,X,X,X,O,X,X,X,X
LZTISJO,O,X,X,X,O,X,X,X,X
LZTISOJ,O,X,O,X,O,X,X,X,X
LZTIOJS,X,X,X,X,O,X,X,X,X
LZTIOSJ,O,X,O,X,O,X,X,X,X
LZTJISO,X,X,X,X,O,X,X,X,X
LZTJIOS,X,X,X,X,O,X,X,X,X
LZTJSIO,X,X,X,X,O,X,X,X,X
LZTJSOI,X,X,X,X,O,X,X,X,X
LZTJOIS,X,X,X,X,O,X,X,X,X
LZTJOSI,X,X,X,X,O,X,X,X,X
LZTSIJO,O,X,X,X,O,X,X,X,X
LZTSIOJ,O,X,O,X,O,X,X,X,X
LZTSJIO,O,X,X,X,O,X,X,X,X
LZTSJOI,O,X,X,X,O,X,X,X,X
LZTSOIJ,O,X,O,X,O,X,X,X,X
LZTSOJI,O,X,O,X,O,X,X,X,X
LZTOIJS,X,X,X,X,O,X,X,X,X
LZTOISJ,O,X,O,X,O,X,X,X,X
LZTOJIS,X,X,X,X,O,X,X,X,X
LZTOJSI,X,X,X,X,O,X,X,X,X
LZTOSIJ,O,X,O,X,O,X,X,X,X
LZTOSJI,O,X,O,X,O,X,X,X,X
LZITJSO,X,O,X,X,O,X,X,X,X
LZITJOS,X,O,X,X,O,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X
LZITSOJ,O,O,O,X,O,X,X,X,X
LZITOJS,X,O,X,X,O,X,X,X,X
LZITOSJ,O,O,O,X,O,X,X,X,X
LZIJTSO,X,O,X,X,X,X,X,X,X
LZIJTOS,X,O,X,X,X,X,X,X,X
LZIJSTO,X,O,X,X,X,X,X,X,X
LZIJSOT,X,O,O,X,X,X,X,X,X
LZIJOTS,X,O,X,X,X,X,O,X,X
LZIJOST,X,O,X,X,X,X,O,X,X
LZISTJO,O,O,X,X,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,X
LZISJOT,X,O,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X
LZISOJT,X,O,O,X,X,X,X,X,X
LZIOTJS,X,O,X,X,X,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X,X,X
LZIOJTS,X,O,X,X,X,X,O,X,X
LZIOJST,X,O,X,X,X,X,O,X,X
LZIOSTJ,X,O,O,X,X,X,X,X,X
LZIOSJT,X,O,O,X,X,X,X,X,X
LZJTISO,X,X,X,X,X,X,X,X,X
LZJTIOS,X,X,X,X,X,X,X,X,X
LZJTSIO,X,X,X,X,O,X,X,X,O
LZJTSOI,X,X,X,X,O,X,X,X,O
LZJTOIS,X,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,O,X,X,X,X
LZJITSO,X,O,X,X,X,X,X,X,X
LZJITOS,X,O,X,X,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,X,X,O
LZJISOT,X,O,O,X,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,O,X,X
LZJIOST,X,O,X,X,X,X,O,X,X
LZJSTIO,X,O,X,X,X,X,X,X,O
LZJSTOI,X,O,X,X,X,X,X,X,O
LZJSITO,X,O,X,X,X,X,X,X,O
LZJSIOT,X,O,O,X,X,X,X,X,X
LZJSOTI,X,O,O,X,X,X,X,X,O
LZJSOIT,X,O,O,X,X,X,X,X,X
LZJOTIS,X,X,X,X,X,X,O,X,X
LZJOTSI,X,X,X,X,X,X,O,X,X
LZJOITS,X,O,X,X,X,X,O,X,X
LZJOIST,X,O,X,X,X,X,O,X,X
LZJOSTI,X,O,X,X,X,X,O,X,O
LZJOSIT,X,O,X,X,X,X,O,X,X
LZSTIJO,O,O,X,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,X,X,X
LZSTJIO,O,O,X,X,X,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,O,X,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,X,X,X
LZSITOJ,O,O,O,X,X,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X,X
LZSIJOT,X,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,X,X,X,X
LZSIOJT,X,O,O,X,X,X,X,X,X
LZSJTIO,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X,X
LZSJIOT,X,O,O,X,X,X,X,X,X
LZSJOTI,X,O,O,X,X,X,X,X,X
LZSJOIT,X,O,O,X,X,X,X,X,X
LZSOTIJ,O,X,O,X,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X,X
LZSOIJT,X,O,O,X,X,X,X,X,X
LZSOJTI,X,O,O,X,X,X,X,X,X
LZSOJIT,X,O,O,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X,X
LZOTISJ,X,X,O,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,X,X,X,X
LZOTJSI,X,X,X,X,X,X,X,X,X
LZOTSIJ,X,X,O,X,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,X,X
LZOITJS,X,O,X,X,X,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X,X,X
LZOIJTS,X,O,X,X,X,X,O,X,X
LZOIJST,X,O,X,X,X,X,O,X,X
LZOISTJ,X,O,O,X,X,X,X,X,X
LZOISJT,X,O,O,X,X,X,X,X,X
LZOJTIS,X,X,X,X,X,X,O,X,X
LZOJTSI,X,X,X,X,X,X,O,X,X
LZOJITS,X,O,X,X,X,X,O,X,X
LZOJIST,X,O,X,X,X,X,O,X,X
LZOJSTI,X,O,X,X,X,X,O,X,X
LZOJSIT,X,O,X,X,X,X,O,X,X
LZOSTIJ,X,X,O,X,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X,X
LZOSIJT,X,O,O,X,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X,X
LZOSJIT,X,O,O,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,O,X,X,X,X
LOTIJZS,X,X,X,X,O,X,O,X,X
LOTISJZ,O,X,X,X,O,X,X,X,X
LOTISZJ,O,X,X,X,O,X,X,X,X
LOTIZJS,X,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,X,X,O,X,X,X,X
LOTJISZ,O,X,X,X,O,X,X,X,X
LOTJIZS,X,X,X,X,O,X,O,X,X
LOTJSIZ,O,X,X,X,O,X,X,X,X
LOTJSZI,O,X,X,X,O,X,X,X,X
LOTJZIS,X,X,X,X,O,X,O,X,X
LOTJZSI,X,X,X,X,O,X,O,X,X
LOTSIJZ,O,X,X,X,O,X,X,X,X
