sequence,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBGjB8sB3rBFsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBGhBcoBXnBlnBxwB,v115@KhB8GeC8DeE8DeB8JeRBJvhF3iBcoBlkB+rBikBTsB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBlkB0nBikBXnBxwB,v115@KhB8GeC8DeE8DeB8Jei/IvhFRhBTjB3kB+rBlsBcsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBcoBFsBusB3rB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBikBXnBlkB0nBxwB,v115@KhB8GeC8DeE8DeB8Jem/IvhFxiBTkBXoBUsBCsBFrB,v115@KhB8GeC8DeE8DeB8Jei/IvhFTjB3kBFnBGmB0nBxwB
LTOIZJS,O,O,X,O,X,O,X,X,X
LTOIZSJ,X,O,X,X,X,O,X,X,X
LTOJISZ,O,O,X,X,X,X,O,X,X
LTOJIZS,O,O,O,O,X,O,X,X,X
LTOJSIZ,O,X,X,X,O,X,X,X,X
LTOJSZI,X,X,X,X,O,X,X,X,X
LTOJZIS,O,O,O,O,X,O,X,X,X
LTOJZSI,O,X,O,O,X,O,X,X,X
LTOSIJZ,O,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,X,X,X,O,X,X,X
LTOSJIZ,O,X,X,X,O,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,X,X,X,X,O,X,X,X
LTOSZJI,O,X,X,X,O,O,X,X,X
LTOZIJS,O,O,X,X,X,O,X,X,X
LTOZISJ,X,O,X,X,X,O,X,X,X
LTOZJIS,O,O,O,O,X,O,X,X,X
LTOZJSI,O,X,O,O,X,O,X,X,X
LTOZSIJ,O,X,X,X,X,O,X,X,X
LTOZSJI,O,X,X,X,X,O,X,X,X
LITJSZO,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,O,X,X
LITJZSO,X,O,O,X,X,O,X,X,X
LITJZOS,X,O,X,O,X,O,X,X,X
LITJOSZ,O,O,X,X,X,X,O,X,X
LITJOZS,O,O,O,O,X,O,X,X,X
LITSJZO,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,O,X,O
LITSZJO,O,O,X,X,X,O,X,X,X
LITSZOJ,O,O,X,X,X,O,X,X,O
LITSOJZ,O,O,X,X,X,X,O,X,O
LITSOZJ,O,O,X,X,X,O,X,X,O
LITZJSO,X,O,O,X,X,O,X,X,X
LITZJOS,O,O,X,O,X,O,X,X,X
LITZSJO,X,O,X,X,X,O,X,X,X
LITZSOJ,X,O,X,X,X,O,X,X,X
LITZOJS,O,O,X,O,X,O,X,X,X
LITZOSJ,X,O,X,X,X,O,X,X,X
LITOJSZ,O,O,X,X,X,X,O,X,X
LITOJZS,O,O,X,O,X,O,X,X,X
LITOSJZ,O,O,X,X,X,X,O,X,O
LITOSZJ,O,O,X,X,X,O,X,X,O
LITOZJS,O,O,X,O,X,O,X,X,X
LITOZSJ,X,O,X,X,X,O,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,O,X,X
LIJTZSO,X,O,O,X,X,O,X,X,X
LIJTZOS,X,O,X,O,X,O,X,X,X
LIJTOSZ,O,O,X,X,X,X,O,X,X
LIJTOZS,O,O,O,O,X,O,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,O,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,O,X,X
LIJSOTZ,O,O,X,X,X,X,O,X,X
LIJSOZT,O,O,X,X,X,X,O,X,X
LIJZTSO,X,O,O,X,X,X,X,X,X
LIJZTOS,O,O,X,O,X,X,X,X,X
LIJZSTO,O,O,O,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,O,X,X
LIJZOTS,O,O,X,O,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,O,X,X
LIJOTSZ,O,O,X,X,X,X,O,X,X
LIJOTZS,O,O,O,O,X,O,X,X,X
LIJOSTZ,O,O,X,X,X,X,O,X,X
LIJOSZT,O,O,X,X,X,X,O,X,X
LIJOZTS,O,O,O,O,X,X,X,X,X
LIJOZST,O,O,O,X,X,X,O,X,X
LISTJZO,X,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,O,X,O
LISTZJO,O,O,X,X,X,O,X,X,X
LISTZOJ,O,O,X,X,X,O,X,X,O
LISTOJZ,O,O,X,X,X,X,O,X,O
LISTOZJ,O,O,X,X,X,O,X,X,O
LISJTZO,X,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,X,O,X,O
LISJZTO,O,O,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,O,X,X
LISJOTZ,O,O,X,X,X,X,O,X,O
LISJOZT,O,O,X,X,X,X,O,X,X
LISZTJO,O,O,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,O
LISZJTO,O,O,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,O,X,X
LISZOTJ,O,O,X,X,X,X,X,X,O
LISZOJT,O,O,X,X,X,X,O,X,X
LISOTJZ,O,O,X,X,X,X,O,X,O
LISOTZJ,O,O,X,X,X,O,X,X,O
LISOJTZ,O,O,X,X,X,X,O,X,O
LISOJZT,O,O,X,X,X,X,O,X,X
LISOZTJ,O,O,X,X,X,X,X,X,O
LISOZJT,O,O,X,X,X,X,O,X,X
LIZTJSO,X,O,O,X,X,O,X,X,X
LIZTJOS,O,O,X,O,X,O,X,X,X
LIZTSJO,X,O,X,X,X,O,X,X,X
LIZTSOJ,X,O,X,X,X,O,X,X,X
LIZTOJS,O,O,X,O,X,O,X,X,X
LIZTOSJ,X,O,X,X,X,O,X,X,X
LIZJTSO,X,O,O,X,X,X,X,X,X
LIZJTOS,O,O,X,O,X,X,X,X,X
LIZJSTO,O,O,O,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X
LIZJOTS,O,O,X,O,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,O,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,O,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,O,X,X
LIZOTJS,O,O,X,O,X,O,X,X,X
LIZOTSJ,X,O,X,X,X,O,X,X,X
LIZOJTS,O,O,X,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,O,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,O,X,X
LIOTJSZ,O,O,X,X,X,X,O,X,X
LIOTJZS,O,O,X,O,X,O,X,X,X
LIOTSJZ,O,O,X,X,X,X,O,X,O
LIOTSZJ,O,O,X,X,X,O,X,X,O
LIOTZJS,O,O,X,O,X,O,X,X,X
LIOTZSJ,X,O,X,X,X,O,X,X,X
LIOJTSZ,O,O,X,X,X,X,O,X,X
LIOJTZS,O,O,X,O,X,O,X,X,X
LIOJSTZ,O,O,X,X,X,X,O,X,X
LIOJSZT,O,O,X,X,X,X,O,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,O,X,X
LIOSTJZ,O,O,X,X,X,X,O,X,O
LIOSTZJ,O,O,X,X,X,O,X,X,O
LIOSJTZ,O,O,X,X,X,X,O,X,O
LIOSJZT,O,O,X,X,X,X,O,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,O
LIOSZJT,O,O,X,X,X,X,O,X,X
LIOZTJS,O,O,X,O,X,O,X,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,O,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,O,X,X
LJTISZO,X,O,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,O,X,X
LJTIZSO,X,O,O,X,X,O,X,X,X
LJTIZOS,X,O,X,O,X,O,X,X,X
LJTIOSZ,O,O,X,X,X,X,O,X,X
LJTIOZS,O,O,O,O,X,O,X,X,X
LJTSIZO,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,X,X,X,O,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X
LJTZISO,X,O,O,X,X,O,X,X,X
LJTZIOS,O,O,X,X,X,O,X,X,X
LJTZSIO,O,X,O,X,X,O,X,X,X
LJTZSOI,O,X,O,X,X,O,X,X,X
LJTZOIS,O,O,O,O,X,O,X,X,X
LJTZOSI,O,X,O,O,X,O,X,X,X
LJTOISZ,O,O,X,X,X,X,O,X,X
LJTOIZS,O,O,O,O,X,O,X,X,X
LJTOSIZ,O,X,X,X,O,X,X,X,X
LJTOSZI,X,X,X,X,O,X,X,X,X
LJTOZIS,O,O,O,O,X,O,X,X,X
LJTOZSI,O,X,O,O,X,O,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,X,O,X,X
LJITZSO,X,O,O,X,X,O,X,X,X
LJITZOS,X,O,X,O,X,O,X,X,X
LJITOSZ,O,O,X,X,X,X,O,X,X
LJITOZS,O,O,O,O,X,O,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,O,X,X
LJISOTZ,O,O,X,X,X,X,O,X,X
LJISOZT,O,O,X,X,X,X,O,X,X
LJIZTSO,X,O,O,X,X,X,X,X,X
LJIZTOS,O,O,X,O,X,X,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,O,X,X
LJIZOTS,O,O,X,O,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,O,X,X
LJIOTSZ,O,O,X,X,X,X,O,X,X
LJIOTZS,O,O,O,O,X,O,X,X,X
LJIOSTZ,O,O,X,X,X,X,O,X,X
LJIOSZT,O,O,X,X,X,X,O,X,X
LJIOZTS,O,O,O,O,X,X,X,X,X
LJIOZST,O,O,O,X,X,X,O,X,X
LJSTIZO,X,X,X,X,O,X,X,X,X
LJSTIOZ,O,X,X,X,O,X,X,X,X
LJSTZIO,X,X,X,X,O,X,X,X,X
LJSTZOI,X,X,X,X,O,X,X,X,X
LJSTOIZ,O,X,X,X,O,X,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X
LJSITZO,X,O,X,X,O,X,X,X,X
LJSITOZ,O,O,X,X,O,X,O,X,X
LJSIZTO,O,O,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,X,X
LJSIOTZ,O,O,X,X,O,X,O,X,X
LJSIOZT,O,O,X,X,X,X,O,X,X
LJSZTIO,O,X,X,X,O,X,X,X,X
LJSZTOI,O,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X
LJSZOTI,O,X,X,X,O,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,O,X,O,X,X
LJSOIZT,O,O,X,X,X,X,O,X,X
LJSOZTI,O,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X
LJZTISO,X,O,O,X,X,O,X,X,X
LJZTIOS,O,O,X,X,X,O,X,X,X
LJZTSIO,O,X,O,X,X,O,X,X,X
LJZTSOI,O,X,O,X,X,O,X,X,X
LJZTOIS,O,O,O,O,X,O,X,X,X
LJZTOSI,O,X,O,O,X,O,X,X,X
LJZITSO,X,O,O,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X
LJZIOTS,O,O,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,O,X,X
LJZSTIO,O,X,O,X,X,X,X,X,X
LJZSTOI,O,X,O,X,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,X,O,X,X,X
LJZOTSI,O,X,O,O,X,O,X,X,X
LJZOITS,O,O,O,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,O,X,X
LJZOSTI,O,X,O,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X
LJOTISZ,O,O,X,X,X,X,O,X,X
LJOTIZS,O,O,O,O,X,O,X,X,X
LJOTSIZ,O,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X,X
LJOTZIS,O,O,O,O,X,O,X,X,X
LJOTZSI,O,X,O,O,X,O,X,X,X
LJOITSZ,O,O,X,X,X,X,O,X,X
LJOITZS,O,O,O,O,X,O,X,X,X
LJOISTZ,O,O,X,X,X,X,O,X,X
LJOISZT,O,O,X,X,X,X,O,X,X
LJOIZTS,O,O,O,O,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,O,X,X
LJOSTIZ,O,X,X,X,O,X,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,O,X,O,X,X
LJOSIZT,O,O,X,X,X,X,O,X,X
LJOSZTI,O,X,X,X,O,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X
LJOZTIS,O,O,O,O,X,O,X,X,X
LJOZTSI,O,X,O,O,X,O,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,O,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X
LSTIJZO,X,X,X,X,O,X,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,X,O
LSTIZJO,O,X,X,X,X,O,X,X,X
LSTIZOJ,O,X,X,X,X,O,X,X,O
LSTIOJZ,O,X,X,X,O,X,X,X,O
LSTIOZJ,O,X,X,X,X,O,X,X,O
LSTJIZO,X,X,X,X,O,X,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X,X
LSTJZIO,X,X,X,X,O,X,X,X,X
LSTJZOI,X,X,X,X,O,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,X,X
LSTZIJO,O,X,X,X,X,O,X,X,X
LSTZIOJ,O,X,X,X,X,O,X,X,X
LSTZJIO,O,X,X,X,O,O,X,X,X
LSTZJOI,O,X,X,X,O,O,X,X,X
LSTZOIJ,O,X,X,X,X,O,X,X,X
LSTZOJI,O,X,X,X,O,O,X,X,X
LSTOIJZ,O,X,X,X,O,X,X,X,O
LSTOIZJ,O,X,X,X,X,O,X,X,O
LSTOJIZ,O,X,X,X,O,X,X,X,X
LSTOJZI,X,X,X,X,O,X,X,X,X
LSTOZIJ,O,X,X,X,X,O,X,X,X
LSTOZJI,O,X,X,X,O,O,X,X,X
LSITJZO,X,O,X,X,O,X,X,X,X
LSITJOZ,O,O,X,X,O,X,O,X,O
LSITZJO,O,O,X,X,X,O,X,X,X
LSITZOJ,O,O,X,X,X,O,X,X,O
LSITOJZ,O,O,X,X,O,X,O,X,O
LSITOZJ,O,O,X,X,X,O,X,X,O
LSIJTZO,X,O,X,X,O,X,X,X,X
LSIJTOZ,O,O,X,X,O,X,O,X,O
LSIJZTO,O,O,X,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,O,X,X
LSIJOTZ,O,O,X,X,O,X,O,X,O
LSIJOZT,O,O,X,X,X,X,O,X,X
LSIZTJO,O,O,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X,O
LSIZJTO,O,O,X,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,O,X,X
LSIZOTJ,O,O,X,X,X,X,X,X,O
LSIZOJT,O,O,X,X,X,X,O,X,X
LSIOTJZ,O,O,X,X,O,X,O,X,O
LSIOTZJ,O,O,X,X,X,O,X,X,O
LSIOJTZ,O,O,X,X,O,X,O,X,O
LSIOJZT,O,O,X,X,X,X,O,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,O
LSIOZJT,O,O,X,X,X,X,O,X,X
LSJTIZO,X,X,X,X,O,X,X,X,X
LSJTIOZ,O,X,X,X,O,X,X,X,X
LSJTZIO,X,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,O,X,X,X,X
LSJTOIZ,O,X,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X,X,X
LSJITZO,X,O,X,X,O,X,X,X,X
LSJITOZ,O,O,X,X,O,X,O,X,O
LSJIZTO,O,O,X,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,O,X,X
LSJIOTZ,O,O,X,X,O,X,O,X,O
LSJIOZT,O,O,X,X,X,X,O,X,X
LSJZTIO,O,X,X,X,O,X,X,X,X
LSJZTOI,O,X,X,X,O,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,O,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,O,X,X,X,X
LSJOITZ,O,O,X,X,O,X,O,X,O
LSJOIZT,O,O,X,X,X,X,O,X,X
LSJOZTI,O,X,X,X,O,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,O,X,X,X
LSZTIOJ,O,X,X,X,X,O,X,X,X
LSZTJIO,O,X,X,X,O,O,X,X,X
LSZTJOI,O,X,X,X,O,O,X,X,X
LSZTOIJ,O,X,X,X,X,O,X,X,X
LSZTOJI,O,X,X,X,O,O,X,X,X
LSZITJO,O,O,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,O,O
LSZIOJT,O,O,X,X,X,X,X,O,X
LSZJTIO,O,X,X,X,O,X,X,X,X
LSZJTOI,O,X,X,X,O,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X
LSZJOTI,O,X,X,X,O,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,O,X,O,X
LSZOTJI,O,X,X,X,O,O,X,O,X
LSZOITJ,O,O,X,X,X,X,X,O,O
LSZOIJT,O,O,X,X,X,X,X,O,X
LSZOJTI,O,X,X,X,O,X,X,O,X
LSZOJIT,O,O,X,X,X,X,X,O,X
LSOTIJZ,O,X,X,X,O,X,X,X,O
LSOTIZJ,O,X,X,X,X,O,X,X,O
LSOTJIZ,O,X,X,X,O,X,X,X,X
LSOTJZI,X,X,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,X,X
LSOTZJI,O,X,X,X,O,O,X,X,X
LSOITJZ,O,O,X,X,O,X,O,X,O
LSOITZJ,O,O,X,X,X,O,X,X,O
LSOIJTZ,O,O,X,X,O,X,O,X,O
LSOIJZT,O,O,X,X,X,X,O,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,O
LSOIZJT,O,O,X,X,X,X,O,X,X
LSOJTIZ,O,X,X,X,O,X,X,X,X
LSOJTZI,X,X,X,X,O,X,X,X,X
LSOJITZ,O,O,X,X,O,X,O,X,O
LSOJIZT,O,O,X,X,X,X,O,X,X
LSOJZTI,O,X,X,X,O,X,X,O,X
LSOJZIT,O,O,X,X,X,X,X,O,X
LSOZTIJ,O,X,X,X,X,O,X,O,X
LSOZTJI,O,X,X,X,O,O,X,O,X
LSOZITJ,O,O,X,X,X,X,X,O,O
LSOZIJT,O,O,X,X,X,X,X,O,X
LSOZJTI,O,X,X,X,O,X,X,O,X
LSOZJIT,O,O,X,X,X,X,X,O,X
LZTIJSO,X,O,O,X,X,O,X,X,X
LZTIJOS,O,O,X,X,X,O,X,X,X
LZTISJO,X,O,X,X,X,O,X,X,X
LZTISOJ,X,O,X,X,X,O,X,X,X
LZTIOJS,O,O,X,X,X,O,X,X,X
LZTIOSJ,X,O,X,X,X,O,X,X,X
LZTJISO,X,O,O,X,X,O,X,X,X
LZTJIOS,O,O,X,X,X,O,X,X,X
LZTJSIO,O,X,O,X,X,O,X,X,X
LZTJSOI,O,X,O,X,X,O,X,X,X
LZTJOIS,O,O,O,O,X,O,X,X,X
LZTJOSI,O,X,O,O,X,O,X,X,X
LZTSIJO,O,X,X,X,X,O,X,X,X
LZTSIOJ,O,X,X,X,X,O,X,X,X
LZTSJIO,O,X,X,X,X,O,X,X,X
LZTSJOI,O,X,X,X,X,O,X,X,X
LZTSOIJ,O,X,X,X,X,O,X,X,X
LZTSOJI,O,X,X,X,X,O,X,X,X
LZTOIJS,O,O,X,X,X,O,X,X,X
LZTOISJ,X,O,X,X,X,O,X,X,X
LZTOJIS,O,O,O,O,X,O,X,X,X
LZTOJSI,O,X,O,O,X,O,X,X,X
LZTOSIJ,O,X,X,X,X,O,X,X,X
LZTOSJI,O,X,X,X,X,O,X,X,X
LZITJSO,X,O,O,X,X,O,X,X,X
LZITJOS,O,O,X,X,X,O,X,X,X
LZITSJO,X,O,X,X,X,O,X,X,X
LZITSOJ,X,O,X,X,X,O,X,X,X
LZITOJS,O,O,X,X,X,O,X,X,X
LZITOSJ,X,O,X,X,X,O,X,X,X
LZIJTSO,X,O,O,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,X
LZIJSTO,O,O,O,X,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,O,X,X
LZIJOTS,O,O,X,X,X,X,X,X,X
LZIJOST,O,O,X,X,X,X,O,X,X
LZISTJO,O,O,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,O,X,X
LZISOTJ,O,O,X,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,O,X,X
LZIOTJS,O,O,X,X,X,O,X,X,X
LZIOTSJ,X,O,X,X,X,O,X,X,X
LZIOJTS,O,O,X,X,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,O,X,X
LZIOSTJ,O,O,X,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,X,O,X,X
LZJTISO,X,O,O,X,X,O,X,X,X
LZJTIOS,O,O,X,X,X,O,X,X,X
LZJTSIO,O,X,O,X,X,O,X,X,X
LZJTSOI,O,X,O,X,X,O,X,X,X
LZJTOIS,O,O,O,O,X,O,X,X,X
LZJTOSI,O,X,O,O,X,O,X,X,X
LZJITSO,X,O,O,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,X
LZJISTO,O,O,O,X,X,X,X,X,X
LZJISOT,O,O,X,X,X,X,O,X,X
LZJIOTS,O,O,X,X,X,X,X,X,X
LZJIOST,O,O,X,X,X,X,O,X,X
LZJSTIO,O,X,O,X,X,X,X,X,X
LZJSTOI,O,X,O,X,X,X,X,X,X
LZJSITO,O,O,O,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X
LZJOTIS,O,O,O,O,X,O,X,X,X
LZJOTSI,O,X,O,O,X,O,X,X,X
LZJOITS,O,O,O,X,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,O,X,X
LZJOSTI,O,X,O,X,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,X
LZSTIJO,O,X,X,X,X,O,X,X,X
LZSTIOJ,O,X,X,X,X,O,X,X,X
LZSTJIO,O,X,X,X,X,O,X,X,X
LZSTJOI,O,X,X,X,X,O,X,X,X
LZSTOIJ,O,X,X,X,X,O,X,X,X
LZSTOJI,O,X,X,X,X,O,X,X,X
LZSITJO,O,O,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,O,X
LZSIOJT,O,O,X,X,X,X,X,O,X
LZSJTIO,O,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,X,X,O,X,O,X
LZSOTJI,O,X,X,X,X,O,X,O,X
LZSOITJ,O,O,X,X,X,X,X,O,X
LZSOIJT,O,O,X,X,X,X,X,O,X
LZSOJTI,O,X,X,X,X,X,X,O,X
LZSOJIT,O,O,X,X,X,X,X,O,X
LZOTIJS,O,O,X,X,X,O,X,X,X
LZOTISJ,X,O,X,X,X,O,X,X,X
LZOTJIS,O,O,O,O,X,O,X,X,X
LZOTJSI,O,X,O,O,X,O,X,X,X
LZOTSIJ,O,X,X,X,X,O,X,X,X
LZOTSJI,O,X,X,X,X,O,X,X,X
LZOITJS,O,O,X,X,X,O,X,X,X
LZOITSJ,X,O,X,X,X,O,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,O,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,O,X,X
LZOJTIS,O,O,O,O,X,O,X,X,X
LZOJTSI,O,X,O,O,X,O,X,X,X
LZOJITS,O,O,O,X,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,O,X,X
LZOJSTI,O,X,O,X,X,X,X,O,X
LZOJSIT,O,O,O,X,X,X,X,O,X
LZOSTIJ,O,X,X,X,X,O,X,O,X
LZOSTJI,O,X,X,X,X,O,X,O,X
LZOSITJ,O,O,X,X,X,X,X,O,X
LZOSIJT,O,O,X,X,X,X,X,O,X
LZOSJTI,O,X,X,X,X,X,X,O,X
LZOSJIT,O,O,X,X,X,X,X,O,X
LOTIJSZ,O,O,X,X,X,X,O,X,X
LOTIJZS,O,O,X,O,X,O,X,X,X
LOTISJZ,O,O,X,X,X,X,O,X,X
LOTISZJ,O,O,X,X,X,O,X,X,X
LOTIZJS,O,O,X,O,X,O,X,X,X
LOTIZSJ,X,O,X,X,X,O,X,X,X
LOTJISZ,O,O,X,X,X,X,O,X,X
LOTJIZS,O,O,O,O,X,O,X,X,X
LOTJSIZ,O,X,X,X,O,X,X,X,X
LOTJSZI,X,X,X,X,O,X,X,X,X
LOTJZIS,O,O,O,O,X,O,X,X,X
LOTJZSI,O,X,O,O,X,O,X,X,X
LOTSIJZ,O,X,X,X,O,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X,X
LOTSJIZ,O,X,X,X,O,X,X,X,X
LOTSJZI,X,X,X,X,O,X,X,X,X
LOTSZIJ,O,X,X,X,X,O,X,X,X
LOTSZJI,O,X,X,X,O,O,X,X,X
LOTZIJS,O,O,X,X,X,O,X,X,X
LOTZISJ,X,O,X,X,X,O,X,X,X
LOTZJIS,O,O,O,O,X,O,X,X,X
LOTZJSI,O,X,O,O,X,O,X,X,X
