sequence,v115@vhETJJ2vBRrBSxBTtB,v115@vhETJJiqBGsBTtBRwB,v115@vhHT5IfnBTjBKpBUqBFrBGtBRxB,v115@vhHT1ITfB8lB+tBipBlrB3sBRvB,v115@vhHT1IOkBfoBzkBUrBFsBSyBxuB,v115@vhHT5I8kB6oBznB2uBlqB3rBxxB,v115@vhHc/I5oBFlB6rBTnBetBTpB3qB,v115@vhH/DJZkBqpBTlBOrBlnBUsBTtB,v115@vhHzAJfnBziBKpBUqBFrBGtBRxB,v115@vhHz/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBziBKpBFqBGsBTtBRwB,v115@vhHz/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJziBKpBUmB/sBFqBTtBRwB,v115@vhHz/IihBcqB3mB+tBTpBlsBRwB,v115@vhHz4IfnBziBKpBUqBFrBGtBRxB,v115@vhHz1IzfB8lB+tBipBlrB3sBRvB,v115@vhH2/IKpBfqBllBcrBTnBToBxxB,v115@vhH2/IKpBfqBllBcrBxnBTsBTtB,v115@vhHSDJTkBTlB/rBFnB8sB+tBxuB,v115@vhHSDJxkB/rBFnB8sB+tBTpBTqB,v115@vhHT6IegBKpBUmB/sBFqBTtBRwB,v115@vhHqCJTeBcqB3mB+tBTpBlsBRwB,v115@vhHT1I0fBfnB2pBFrBSxBTtBxuB,v115@vhHT5I8lBXjBStBTpB2vBlrBxxB,v115@vhHT5IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT1I/kB0mBCoB2uBlqBTtBxwB,v115@vhHzAJfnBTjBKpBUqBFrBGtBRxB,v115@vhHT/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBTjBKpBFqBGsBTtBRwB,v115@vhHT/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJTjBKpBUmB/sBFqBTtBRwB,v115@vhHT/IihBcqB3mB+tBTpBlsBRwB,v115@vhHT/IfnB0iBKqBTpBFrBGtBRxB,v115@vhHXAJ8lBTjB+sBipBlrBTtBRvB,v115@vhHT/IGiBKqBUnB/tBTpBFrBRxB,v115@vhHiAJTjBcpB3lB+sBlrBTtBRvB,v115@vhHOEJzhBfoBzkBUrBFsBSyBxuB,v115@vhH8EJzgB6oBznB2uBlqB3rBxxB,v115@vhHOEJfnB0iBzkBFrBSxBTtBxuB,v115@vhHXAJ8lB6oBznBTpB2vBlrBxxB,v115@vhH26ITfBKqBUnB/tBTpBFrBRxB,v115@vhHS+ITjBcpB3lB+sBlrBTtBRvB,v115@vhHT1I0fBfmBKpBFqBGsBTtBRwB,v115@vhHT5I8mBXjB+tBTpBiqBlsBRwB,v115@vhH0/IfmBziBKpBFqBGsBTtBRwB,v115@vhHz/I8mBXjB+tBTpBiqBlsBRwB,v115@vhHT+IWoBKpBUmB/sBFqBTtBRwB,v115@vhHT6IykBcqB3mB+tBTpBlsBRwB,v115@vhHcBJ5lBTkBeqBFnB6tBTrB3sB,v115@vhH/BJZnBOpBllBqsBToBUqBTrB,v115@vhHG5I/jBxkB0mBlnBTpBiqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBGsBTtB,v115@vhHfDJ2kBUmBFnBStBTpBTqBRxB,v115@vhH8/ISoB2pBllB3mBTsBTtBRvB,v115@vhHT6IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT+I/kB0mBCoB2uBlqBTtBxwB,v115@vhHO6IzfBKpBUmB/sBFqBTtBRwB,v115@vhH6+IziBcqB3mB+tBTpBlsBRwB,v115@vhHG5I/jBxkB0mBlnBipBzqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBzrBGtB,v115@vhHz8I5jB/pBUlBFmBTnBKtBWxB,v115@vhHZ/IzbB+pBTlBlmB3nBctByvB,v115@vhHT5IfjB5oBikBUmBFnBGqBzsB,v115@vhHT1I8fBZkBllB3mBGoBzpBisB,v115@vhHcFJThBTkBesBqsB/tBFrBxuB,v115@vhHTBJ/nBcpBeqBqqBToBlrBxxB,v115@vhHcFJThBTkBmnBFrBXsBSyBxuB,v115@vhHTBJ/nBClBToB2uB0qBlrBxxB,v115@vhH8/IZkBllBasBGoBzpBXrBzsB,v115@vhHfDJ5oBikBuqBFnBzpB0rBzsB,v115@vhHWDJ/pBRlBFnB6tBTqB0rBzsB,v115@vhHy/IOpBllBRnBctBzpBXrBTsB
ZTSJOLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZTSOILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTSOIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTSOLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTSOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTSOJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTSOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTOILJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZTOILSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZTOIJLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTOIJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTOISLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZTOISJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTOLIJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZTOLISJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZTOLJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
ZTOLJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X
ZTOLSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTOLSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X
ZTOJILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOJISL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOJLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOJLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOJSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOJSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOSILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTOSIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZTOSLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
ZTOSLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X
ZTOSJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
ZTOSJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O
ZITLJSO,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITLJOS,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZITLSJO,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITLSOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZITLOJS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZITLOSJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZITJLSO,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZITJLOS,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZITJSLO,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZITJSOL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZITJOLS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZITJOSL,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZITSLJO,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITSLOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZITSJLO,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZITSJOL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZITSOLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZITSOJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZITOLJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZITOLSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZITOJLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZITOJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZITOSLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZITOSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
ZILTJSO,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZILTJOS,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZILTSJO,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZILTSOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZILTOJS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZILTOSJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZILJTSO,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZILJTOS,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O
ZILJSTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZILJSOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,X,O,O,O,O,O
ZILJOTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O
ZILJOST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O
ZILSTJO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZILSTOJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZILSJTO,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZILSJOT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O,X,O,X,O,O,O,O,X
ZILSOTJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X
ZILSOJT,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,O,O,O
ZILOTJS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZILOTSJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
ZILOJTS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O
ZILOJST,X,O,X,X,O,X,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,O
