sequence,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBGjBinB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeOEJvhFNlBRhB3iBcoBqp?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFUgBRhBGjBinBzp?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhB3iBcoB9pBOq?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBSoB2sB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhBcnBTjB9pBOq?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBOsBXoB0p?BCtB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBWoBKsBXo?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNFJvhFRhBGjBTkBinB3s?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFRhBunBcoBXlBKs?BzpB,v115@LhB8GeC8CeB8BeC8BeB8JeUAJvhFRhBTjBmpBisB/p?B9sB
SIJLZTO,O,X,O,X,O,X,O,X,O,O,O
SIJLZOT,O,X,O,X,X,X,X,X,X,O,O
SIJLOTZ,O,X,O,X,X,X,X,X,O,X,O
SIJLOZT,O,X,O,X,X,X,X,X,X,X,O
SIJZTLO,O,X,O,O,O,O,O,X,X,X,X
SIJZTOL,O,X,O,O,O,O,O,X,X,X,X
SIJZLTO,O,X,X,O,O,O,O,X,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,X,X,X
SIJZOTL,O,X,O,O,X,O,O,X,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,O,O,X,O,X,X,O,X,X
SIJOTZL,O,X,O,O,X,O,O,X,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,O,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,O,X,O,O,X,X,X,X
SIJOZLT,X,X,X,O,X,O,X,X,X,X,X
SIZTLJO,O,O,O,O,X,O,X,O,O,O,X
SIZTLOJ,O,O,O,O,X,O,X,O,O,O,X
SIZTJLO,O,O,O,O,O,O,O,X,X,X,X
SIZTJOL,O,X,O,O,O,O,O,X,X,X,X
SIZTOLJ,O,O,O,O,X,O,X,O,O,X,X
SIZTOJL,O,X,O,X,O,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,O,X,O,O,O,X
SIZLTOJ,O,O,O,O,X,O,X,O,O,O,X
SIZLJTO,O,X,O,O,X,O,X,O,O,O,X
SIZLJOT,O,X,O,X,X,O,X,X,X,O,X
SIZLOTJ,O,X,O,X,X,O,X,X,X,O,X
SIZLOJT,O,X,O,X,X,O,X,X,X,O,X
SIZJTLO,O,O,O,O,O,O,O,X,X,X,X
SIZJTOL,O,X,O,O,O,O,O,X,X,X,X
SIZJLTO,O,X,X,O,O,O,O,X,X,X,X
SIZJLOT,O,X,X,X,X,O,X,X,X,X,X
SIZJOTL,O,X,O,O,X,O,O,X,X,X,X
SIZJOLT,O,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,O,O,X,O,X,X,X,X,X
SIZOTJL,O,X,O,X,X,O,O,X,X,X,X
SIZOLTJ,O,X,O,X,X,O,X,X,X,X,X
SIZOLJT,O,X,O,X,X,O,X,X,X,X,X
SIZOJTL,O,X,O,O,X,O,O,X,X,X,X
SIZOJLT,O,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,X,X,X,O,X,X
SIOTLZJ,O,O,O,O,X,O,X,X,O,O,X
SIOTJLZ,X,X,O,X,X,O,X,X,O,X,X
SIOTJZL,O,X,O,X,X,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,O,X,X,O,X,X
SIOTZJL,O,O,O,O,X,O,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,O,X,X
SIOLTZJ,O,X,O,X,X,X,X,X,O,O,X
SIOLJTZ,O,X,O,X,X,X,X,X,O,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X,X,O,X
SIOLZJT,O,X,O,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,O,O,X,O,X,X,O,X,X
SIOJTZL,O,X,O,O,X,O,X,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,O,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,X,O,X,X,X,X,X
SIOJZLT,X,X,X,O,X,O,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,O,X,X,X,X,X
SIOZTJL,O,O,O,O,X,O,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,O,X,X,X,X,X
SIOZLJT,O,X,O,O,X,O,X,X,X,X,X
SIOZJTL,O,O,O,O,X,O,X,X,X,X,X
SIOZJLT,X,X,X,O,X,O,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,O,O,O,X
SLTIJOZ,O,O,O,X,X,X,X,X,O,X,X
SLTIZJO,O,O,O,X,X,O,X,O,O,O,X
SLTIZOJ,O,O,O,X,X,O,X,O,O,O,X
SLTIOJZ,O,O,O,X,X,X,X,X,O,X,X
SLTIOZJ,O,O,O,X,X,O,X,X,O,O,X
SLTJIZO,O,O,O,X,O,O,O,O,O,O,X
SLTJIOZ,O,O,O,X,X,O,X,X,O,X,X
SLTJZIO,O,O,O,X,O,O,O,O,O,O,X
SLTJZOI,O,O,O,X,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,X,X,O,X,X,O,X,X
SLTJOZI,O,O,O,X,X,O,X,X,O,X,X
SLTZIJO,O,O,O,X,X,O,X,O,O,O,X
SLTZIOJ,O,O,O,X,X,O,X,O,O,O,X
SLTZJIO,O,O,O,X,O,O,O,O,O,O,X
SLTZJOI,O,O,O,X,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,X,X,O,X,O,O,O,X
SLTZOJI,O,O,O,X,O,O,O,O,O,O,X
SLTOIJZ,O,O,O,X,X,X,X,X,O,X,X
SLTOIZJ,O,O,O,X,X,O,X,X,O,O,X
SLTOJIZ,O,O,O,X,X,O,X,X,O,X,X
SLTOJZI,O,O,O,X,X,O,X,X,O,X,X
SLTOZIJ,O,O,O,X,X,O,X,X,O,O,X
SLTOZJI,O,O,O,X,X,O,X,X,O,O,X
SLITJZO,O,X,O,X,X,X,X,O,O,O,X
SLITJOZ,O,X,O,X,X,X,X,X,O,X,X
SLITZJO,O,X,O,X,X,X,X,O,O,O,X
SLITZOJ,O,X,O,X,X,X,X,O,O,O,X
SLITOJZ,O,X,O,X,X,X,X,X,O,X,X
SLITOZJ,O,X,O,X,X,X,X,X,O,O,X
SLIJTZO,O,X,O,X,X,X,X,O,O,O,O
SLIJTOZ,O,X,O,X,X,X,X,X,O,X,O
SLIJZTO,O,X,O,X,X,X,X,O,O,O,O
SLIJZOT,O,X,O,X,X,X,X,X,X,O,O
SLIJOTZ,O,X,O,X,X,X,X,X,O,X,O
SLIJOZT,O,X,O,X,X,X,X,X,X,X,O
SLIZTJO,O,X,O,X,X,X,X,O,O,O,X
SLIZTOJ,O,X,O,X,X,X,X,O,O,O,X
SLIZJTO,O,X,O,X,X,X,X,O,O,O,X
SLIZJOT,O,X,O,X,X,X,X,X,X,O,X
SLIZOTJ,O,X,O,X,X,X,X,X,X,O,X
SLIZOJT,O,X,O,X,X,X,X,X,X,O,X
SLIOTJZ,O,X,O,X,X,X,X,X,O,X,X
SLIOTZJ,O,X,O,X,X,X,X,X,O,O,X
SLIOJTZ,O,X,O,X,X,X,X,X,O,X,X
SLIOJZT,O,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,O,X
SLIOZJT,O,X,O,X,X,X,X,X,X,O,X
SLJTIZO,O,O,O,X,O,O,O,O,O,O,O
SLJTIOZ,O,O,O,X,X,O,X,X,O,X,O
SLJTZIO,O,O,O,X,O,O,O,O,O,O,O
SLJTZOI,O,O,O,X,O,O,O,O,O,O,O
SLJTOIZ,O,O,O,X,X,O,X,X,O,X,O
SLJTOZI,O,O,O,X,X,O,X,X,O,X,O
SLJITZO,O,X,O,X,O,X,O,O,O,O,O
SLJITOZ,O,X,O,X,X,X,X,X,O,X,O
SLJIZTO,O,X,O,X,O,X,O,O,O,O,O
SLJIZOT,O,X,O,X,X,X,X,X,X,O,O
SLJIOTZ,O,X,O,X,X,X,X,X,O,X,O
SLJIOZT,O,X,O,X,X,X,X,X,X,X,O
SLJZTIO,O,O,O,X,O,O,O,O,O,O,O
SLJZTOI,O,O,O,X,O,O,O,O,O,O,O
SLJZITO,O,O,O,X,O,O,O,O,O,O,O
SLJZIOT,O,X,O,X,X,O,X,X,X,O,O
SLJZOTI,O,O,O,X,O,O,O,O,O,O,O
SLJZOIT,O,O,O,X,X,O,X,X,X,O,O
SLJOTIZ,O,O,O,X,X,O,X,X,O,X,O
SLJOTZI,O,O,O,X,X,O,X,X,O,X,O
SLJOITZ,O,X,O,X,X,X,X,X,O,X,O
SLJOIZT,O,X,O,X,X,X,X,X,X,X,O
SLJOZTI,O,O,O,X,X,O,X,X,O,X,O
SLJOZIT,O,O,O,X,X,O,X,X,X,X,O
SLZTIJO,O,O,O,X,X,O,X,O,O,O,X
SLZTIOJ,O,O,O,X,X,O,X,O,O,O,X
SLZTJIO,O,O,O,X,O,O,O,O,O,O,X
SLZTJOI,O,O,O,X,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,X,X,O,X,O,O,O,X
SLZTOJI,O,O,O,X,O,O,O,O,O,O,X
SLZITJO,O,O,O,X,X,O,X,O,O,O,X
SLZITOJ,O,O,O,X,X,O,X,O,O,O,X
SLZIJTO,O,O,O,X,X,O,X,O,O,O,X
SLZIJOT,O,X,O,X,X,O,X,X,X,O,X
SLZIOTJ,O,X,O,X,X,O,X,X,X,O,X
SLZIOJT,O,X,O,X,X,O,X,X,X,O,X
SLZJTIO,O,O,O,X,O,O,O,O,O,O,X
SLZJTOI,O,O,O,X,O,O,O,O,O,O,X
SLZJITO,O,O,O,X,O,O,O,O,O,O,X
SLZJIOT,O,X,O,X,X,O,X,X,X,O,X
SLZJOTI,O,O,O,X,O,O,O,O,O,O,X
SLZJOIT,O,O,O,X,X,O,X,X,X,O,X
SLZOTIJ,O,O,O,X,X,O,X,O,O,O,X
SLZOTJI,O,O,O,X,O,O,O,O,O,O,X
SLZOITJ,O,O,O,X,X,O,X,X,X,O,X
SLZOIJT,O,O,O,X,X,O,X,X,X,O,X
SLZOJTI,O,O,O,X,O,O,O,O,O,O,X
SLZOJIT,O,O,O,X,X,O,X,X,X,O,X
SLOTIJZ,O,O,O,X,X,X,X,X,O,X,X
SLOTIZJ,O,O,O,X,X,O,X,X,O,O,X
SLOTJIZ,O,O,O,X,X,O,X,X,O,X,X
SLOTJZI,O,O,O,X,X,O,X,X,O,X,X
SLOTZIJ,O,O,O,X,X,O,X,X,O,O,X
SLOTZJI,O,O,O,X,X,O,X,X,O,O,X
SLOITJZ,O,X,O,X,X,X,X,X,O,X,X
SLOITZJ,O,X,O,X,X,X,X,X,O,O,X
SLOIJTZ,O,X,O,X,X,X,X,X,O,X,X
SLOIJZT,O,X,O,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X,O,X
SLOIZJT,O,X,O,X,X,X,X,X,X,O,X
SLOJTIZ,O,O,O,X,X,O,X,X,O,X,O
SLOJTZI,O,O,O,X,X,O,X,X,O,X,O
SLOJITZ,O,X,O,X,X,X,X,X,O,X,O
SLOJIZT,O,X,O,X,X,X,X,X,X,X,O
SLOJZTI,O,O,O,X,X,O,X,X,O,X,O
SLOJZIT,O,O,O,X,X,O,X,X,X,X,O
SLOZTIJ,O,O,O,X,X,O,X,X,O,O,X
SLOZTJI,O,O,O,X,X,O,X,X,O,O,X
SLOZITJ,O,O,O,X,X,O,X,X,X,O,X
SLOZIJT,O,O,O,X,X,O,X,X,X,O,X
SLOZJTI,O,O,O,X,X,O,X,X,O,O,X
SLOZJIT,O,O,O,X,X,O,X,X,X,O,X
SJTILZO,O,X,O,O,O,O,O,X,O,O,X
SJTILOZ,O,X,O,O,X,O,X,X,O,X,X
SJTIZLO,O,X,O,O,O,O,O,X,X,X,X
SJTIZOL,O,X,O,O,O,O,O,X,X,X,X
SJTIOLZ,X,X,O,O,X,O,X,X,O,X,X
SJTIOZL,O,X,O,O,X,O,O,X,X,X,X
SJTLIZO,O,X,O,O,O,O,O,O,O,O,X
SJTLIOZ,O,X,O,O,X,O,X,X,O,X,X
SJTLZIO,O,X,O,O,O,O,O,O,O,O,X
SJTLZOI,O,X,O,O,O,O,O,O,O,O,X
SJTLOIZ,O,X,O,O,X,O,X,X,O,X,X
SJTLOZI,O,X,O,O,X,O,X,X,O,X,X
SJTZILO,O,X,O,O,O,O,O,X,X,X,X
SJTZIOL,O,X,O,O,O,O,O,X,X,X,X
SJTZLIO,O,X,O,O,O,O,O,O,O,O,X
SJTZLOI,O,X,O,O,O,O,O,O,O,O,X
SJTZOIL,O,X,O,O,O,O,O,X,X,X,X
SJTZOLI,O,X,O,O,O,O,O,O,O,X,X
SJTOILZ,X,X,O,O,X,O,X,X,O,X,X
SJTOIZL,O,X,O,O,X,O,O,X,X,X,X
SJTOLIZ,O,X,O,O,X,O,X,X,O,X,X
SJTOLZI,O,X,O,O,X,O,X,X,O,X,X
SJTOZIL,O,X,O,O,X,O,O,X,X,X,X
SJTOZLI,O,X,O,O,X,O,O,X,O,X,X
SJITLZO,O,X,O,O,O,O,O,X,O,O,X
SJITLOZ,O,X,O,O,X,O,X,X,O,X,X
SJITZLO,O,X,O,O,O,O,O,X,X,X,X
SJITZOL,O,X,O,O,O,O,O,X,X,X,X
SJITOLZ,X,X,O,O,X,O,X,X,O,X,X
SJITOZL,O,X,O,O,X,O,O,X,X,X,X
SJILTZO,O,X,O,X,O,X,O,X,O,O,O
SJILTOZ,O,X,O,X,X,X,X,X,O,X,O
SJILZTO,O,X,O,X,O,X,O,X,O,O,O
SJILZOT,O,X,O,X,X,X,X,X,X,O,O
SJILOTZ,O,X,O,X,X,X,X,X,O,X,O
SJILOZT,O,X,O,X,X,X,X,X,X,X,O
SJIZTLO,O,X,O,O,O,O,O,X,X,X,X
SJIZTOL,O,X,O,O,O,O,O,X,X,X,X
SJIZLTO,O,X,X,O,O,O,O,X,X,X,X
SJIZLOT,O,X,X,X,X,O,X,X,X,X,X
SJIZOTL,O,X,O,O,X,O,O,X,X,X,X
SJIZOLT,O,X,X,X,X,O,X,X,X,X,X
SJIOTLZ,X,X,O,O,X,O,X,X,O,X,X
SJIOTZL,O,X,O,O,X,O,O,X,X,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,O,X,X
SJIOLZT,X,X,O,X,X,X,X,X,X,X,X
SJIOZTL,O,X,O,O,X,O,O,X,X,X,X
SJIOZLT,X,X,X,O,X,O,X,X,X,X,X
SJLTIZO,O,X,O,X,O,O,O,O,O,O,O
SJLTIOZ,O,X,O,X,X,O,X,X,O,X,O
SJLTZIO,O,X,O,X,O,O,O,O,O,O,O
SJLTZOI,O,X,O,X,O,O,O,O,O,O,O
SJLTOIZ,O,X,O,X,X,O,X,X,O,X,O
SJLTOZI,O,X,O,X,X,O,X,X,O,X,O
SJLITZO,O,X,O,X,O,X,O,O,O,O,O
SJLITOZ,O,X,O,X,X,X,X,X,O,X,O
SJLIZTO,O,X,O,X,O,X,O,O,O,O,O
SJLIZOT,O,X,O,X,X,X,X,X,X,O,O
SJLIOTZ,O,X,O,X,X,X,X,X,O,X,O
SJLIOZT,O,X,O,X,X,X,X,X,X,X,O
SJLZTIO,O,X,O,X,O,O,O,O,O,O,O
SJLZTOI,O,X,O,X,O,O,O,O,O,O,O
SJLZITO,O,X,O,X,O,O,O,O,O,O,O
SJLZIOT,O,X,O,X,X,O,X,X,X,O,O
SJLZOTI,O,X,O,X,O,O,O,O,O,O,O
SJLZOIT,O,X,O,X,X,O,X,X,X,O,O
SJLOTIZ,O,X,O,X,X,O,X,X,O,X,O
SJLOTZI,O,X,O,X,X,O,X,X,O,X,O
SJLOITZ,O,X,O,X,X,X,X,X,O,X,O
SJLOIZT,O,X,O,X,X,X,X,X,X,X,O
SJLOZTI,O,X,O,X,X,O,X,X,O,X,O
SJLOZIT,O,X,O,X,X,O,X,X,X,X,O
SJZTILO,O,X,O,O,O,O,O,X,X,X,X
SJZTIOL,O,X,O,O,O,O,O,X,X,X,X
SJZTLIO,O,X,O,O,O,O,O,O,O,O,X
SJZTLOI,O,X,O,O,O,O,O,O,O,O,X
SJZTOIL,O,X,O,O,O,O,O,X,X,X,X
SJZTOLI,O,X,O,O,O,O,O,O,O,X,X
SJZITLO,O,X,O,O,O,O,O,X,X,X,X
SJZITOL,O,X,O,O,O,O,O,X,X,X,X
SJZILTO,O,X,X,O,O,O,O,X,X,X,X
SJZILOT,O,X,X,X,X,O,X,X,X,X,X
SJZIOTL,O,X,O,O,X,O,O,X,X,X,X
SJZIOLT,O,X,X,X,X,O,X,X,X,X,X
SJZLTIO,O,X,O,O,O,O,O,O,O,O,X
SJZLTOI,O,X,O,O,O,O,O,O,O,O,X
SJZLITO,O,X,O,O,O,O,O,O,O,O,X
SJZLIOT,O,X,O,X,X,O,X,X,X,O,X
SJZLOTI,O,X,O,X,O,O,O,O,O,O,X
SJZLOIT,O,X,O,X,X,O,X,X,X,O,X
SJZOTIL,O,X,O,O,O,O,O,X,X,X,X
SJZOTLI,O,X,O,O,O,O,O,O,O,X,X
SJZOITL,O,X,O,O,X,O,O,X,X,X,X
SJZOILT,O,X,X,O,X,O,X,X,X,X,X
SJZOLTI,O,X,O,O,O,O,O,O,O,X,X
SJZOLIT,O,X,O,O,X,O,X,X,X,X,X
SJOTILZ,X,X,O,O,X,O,X,X,O,X,X
SJOTIZL,O,X,O,O,X,O,O,X,X,X,X
SJOTLIZ,O,X,O,O,X,O,X,X,O,X,X
SJOTLZI,O,X,O,O,X,O,X,X,O,X,X
SJOTZIL,O,X,O,O,X,O,O,X,X,X,X
SJOTZLI,O,X,O,O,X,O,O,X,O,X,X
SJOITLZ,X,X,O,O,X,O,X,X,O,X,X
SJOITZL,O,X,O,O,X,O,O,X,X,X,X
SJOILTZ,X,X,O,X,X,X,X,X,O,X,X
SJOILZT,X,X,O,X,X,X,X,X,X,X,X
SJOIZTL,O,X,O,O,X,O,O,X,X,X,X
SJOIZLT,X,X,X,O,X,O,X,X,X,X,X
SJOLTIZ,O,X,O,X,X,O,X,X,O,X,O
SJOLTZI,O,X,O,X,X,O,X,X,O,X,O
SJOLITZ,O,X,O,X,X,X,X,X,O,X,O
SJOLIZT,O,X,O,X,X,X,X,X,X,X,O
SJOLZTI,O,X,O,X,X,O,X,X,O,X,O
SJOLZIT,O,X,O,X,X,O,X,X,X,X,O
SJOZTIL,O,X,O,O,X,O,O,X,X,X,X
SJOZTLI,O,X,O,O,X,O,O,X,O,X,X
SJOZITL,O,X,O,O,X,O,O,X,X,X,X
SJOZILT,O,X,X,O,X,O,X,X,X,X,X
SJOZLTI,O,X,O,O,X,O,O,X,O,X,X
SJOZLIT,O,X,O,O,X,O,X,X,X,X,X
SZTILJO,O,O,O,O,X,O,X,O,O,O,X
SZTILOJ,O,O,O,O,X,O,X,O,O,O,X
SZTIJLO,O,O,O,O,O,O,O,X,X,X,X
SZTIJOL,O,X,O,O,O,O,O,X,X,X,X
SZTIOLJ,O,O,O,O,X,O,X,O,O,X,X
SZTIOJL,O,X,O,X,O,O,O,X,X,X,X
SZTLIJO,O,O,O,O,X,O,X,O,O,O,X
SZTLIOJ,O,O,O,O,X,O,X,O,O,O,X
SZTLJIO,O,O,O,O,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,O,O,O,O,X
SZTLOIJ,O,O,O,O,X,O,X,O,O,O,X
SZTLOJI,O,O,O,O,O,O,O,O,O,O,X
SZTJILO,O,O,O,O,O,O,O,X,X,X,X
SZTJIOL,O,X,O,O,O,O,O,X,X,X,X
SZTJLIO,O,O,O,O,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,O,O,O,O,X
SZTJOIL,O,X,O,O,O,O,O,X,X,X,X
SZTJOLI,O,X,O,O,O,O,O,O,O,X,X
SZTOILJ,O,O,O,O,X,O,X,O,O,X,X
SZTOIJL,O,O,O,O,O,O,O,X,X,X,X
SZTOLIJ,O,O,O,O,X,O,X,O,O,O,X
SZTOLJI,O,O,O,O,O,O,O,O,O,O,X
SZTOJIL,O,O,O,O,O,O,O,X,X,X,X
SZTOJLI,O,O,O,O,O,O,O,O,O,X,X
SZITLJO,O,O,O,O,X,O,X,O,O,O,X
SZITLOJ,O,O,O,O,X,O,X,O,O,O,X
SZITJLO,O,O,O,O,O,O,O,X,X,X,X
SZITJOL,O,X,O,O,O,O,O,X,X,X,X
SZITOLJ,O,O,O,O,X,O,X,O,O,X,X
SZITOJL,O,X,O,X,O,O,O,X,X,X,X
SZILTJO,O,O,O,O,X,O,X,O,O,O,X
SZILTOJ,O,O,O,O,X,O,X,O,O,O,X
SZILJTO,O,O,O,O,X,O,X,O,O,O,X
SZILJOT,O,X,O,X,X,O,X,X,X,O,X
SZILOTJ,O,X,O,X,X,O,X,X,X,O,X
SZILOJT,O,X,O,X,X,O,X,X,X,O,X
SZIJTLO,O,O,O,O,O,O,O,X,X,X,X
SZIJTOL,O,X,O,O,O,O,O,X,X,X,X
SZIJLTO,O,X,X,O,O,O,O,X,X,X,X
SZIJLOT,O,X,X,X,X,O,X,X,X,X,X
SZIJOTL,O,X,O,O,X,O,O,X,X,X,X
SZIJOLT,O,X,X,X,X,O,X,X,X,X,X
SZIOTLJ,O,O,O,O,X,O,X,X,X,X,X
SZIOTJL,O,X,O,X,X,O,O,X,X,X,X
SZIOLTJ,O,X,O,X,X,O,X,X,X,X,X
SZIOLJT,O,X,O,X,X,O,X,X,X,X,X
SZIOJTL,O,X,O,O,X,O,O,X,X,X,X
SZIOJLT,O,X,X,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,O,X,O,X,O,O,O,X
SZLTIOJ,O,O,O,O,X,O,X,O,O,O,X
SZLTJIO,O,O,O,O,O,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,O,O,O,O,O,X
SZLTOIJ,O,O,O,O,X,O,X,O,O,O,X
SZLTOJI,O,O,O,X,O,O,O,O,O,O,X
SZLITJO,O,O,O,O,X,O,X,O,O,O,X
SZLITOJ,O,O,O,O,X,O,X,O,O,O,X
SZLIJTO,O,O,O,O,X,O,X,O,O,O,X
SZLIJOT,O,X,O,X,X,O,X,X,X,O,X
SZLIOTJ,O,X,O,X,X,O,X,X,X,O,X
SZLIOJT,O,X,O,X,X,O,X,X,X,O,X
SZLJTIO,O,O,O,O,O,O,O,O,O,O,X
SZLJTOI,O,O,O,O,O,O,O,O,O,O,X
SZLJITO,O,O,O,O,O,O,O,O,O,O,X
SZLJIOT,O,X,O,X,X,O,X,X,X,O,X
SZLJOTI,O,O,O,X,O,O,O,O,O,O,X
SZLJOIT,O,O,O,X,X,O,X,X,X,O,X
SZLOTIJ,O,O,O,X,X,O,X,O,O,O,X
SZLOTJI,O,O,O,X,O,O,O,O,O,O,X
SZLOITJ,O,O,O,X,X,O,X,X,X,O,X
SZLOIJT,O,O,O,X,X,O,X,X,X,O,X
SZLOJTI,O,O,O,X,O,O,O,O,O,O,X
SZLOJIT,O,O,O,X,X,O,X,X,X,O,X
SZJTILO,O,O,O,O,O,O,O,X,X,X,X
SZJTIOL,O,X,O,O,O,O,O,X,X,X,X
SZJTLIO,O,O,O,O,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,O,O,O,O,X
SZJTOIL,O,X,O,O,O,O,O,X,X,X,X
SZJTOLI,O,X,O,O,O,O,O,O,O,X,X
SZJITLO,O,O,O,O,O,O,O,X,X,X,X
SZJITOL,O,X,O,O,O,O,O,X,X,X,X
SZJILTO,O,X,X,O,O,O,O,X,X,X,X
SZJILOT,O,X,X,X,X,O,X,X,X,X,X
SZJIOTL,O,X,O,O,X,O,O,X,X,X,X
SZJIOLT,O,X,X,X,X,O,X,X,X,X,X
SZJLTIO,O,O,O,O,O,O,O,O,O,O,X
SZJLTOI,O,O,O,O,O,O,O,O,O,O,X
SZJLITO,O,O,O,O,O,O,O,O,O,O,X
SZJLIOT,O,X,O,X,X,O,X,X,X,O,X
SZJLOTI,O,O,O,X,O,O,O,O,O,O,X
SZJLOIT,O,X,O,X,X,O,X,X,X,O,X
SZJOTIL,O,X,O,O,O,O,O,X,X,X,X
SZJOTLI,O,X,O,O,O,O,O,O,O,X,X
SZJOITL,O,X,O,O,X,O,O,X,X,X,X
SZJOILT,O,X,X,O,X,O,X,X,X,X,X
SZJOLTI,O,X,O,O,O,O,O,O,O,X,X
SZJOLIT,O,X,O,O,X,O,X,X,X,X,X
SZOTILJ,O,O,O,O,X,O,X,O,O,X,X
SZOTIJL,O,O,O,O,O,O,O,X,X,X,X
SZOTLIJ,O,O,O,O,X,O,X,O,O,O,X
SZOTLJI,O,O,O,O,O,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,O,O,X,X,X,X
SZOTJLI,O,O,O,O,O,O,O,O,O,X,X
SZOITLJ,O,O,O,O,X,O,X,X,X,X,X
SZOITJL,O,O,O,O,X,O,O,X,X,X,X
SZOILTJ,O,O,O,O,X,O,X,X,X,X,X
SZOILJT,O,O,O,O,X,O,X,X,X,X,X
SZOIJTL,O,O,O,O,X,O,O,X,X,X,X
SZOIJLT,O,X,X,O,X,O,X,X,X,X,X
SZOLTIJ,O,O,O,O,X,O,X,O,O,O,X
SZOLTJI,O,O,O,O,O,O,O,O,O,O,X
SZOLITJ,O,O,O,O,X,O,X,X,X,O,X
SZOLIJT,O,O,O,O,X,O,X,X,X,O,X
SZOLJTI,O,O,O,O,O,O,O,O,O,O,X
SZOLJIT,O,O,O,O,X,O,X,X,X,O,X
SZOJTIL,O,O,O,O,O,O,O,X,X,X,X
SZOJTLI,O,O,O,O,O,O,O,O,O,X,X
SZOJITL,O,O,O,O,X,O,O,X,X,X,X
SZOJILT,O,X,X,O,X,O,X,X,X,X,X
SZOJLTI,O,O,O,O,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,X,O,X,X,X,X,X
SOTILJZ,O,O,O,X,X,X,X,X,O,X,X
SOTILZJ,O,O,O,O,X,O,X,X,O,O,X
SOTIJLZ,X,X,O,X,X,O,X,X,O,X,X
SOTIJZL,O,X,O,X,X,O,X,X,X,X,X
SOTIZLJ,O,O,O,O,X,O,X,X,O,X,X
SOTIZJL,O,O,O,O,X,O,X,X,X,X,X
SOTLIJZ,O,O,O,X,X,X,X,X,O,X,X
SOTLIZJ,O,O,O,O,X,O,X,X,O,O,X
SOTLJIZ,O,O,O,X,X,O,X,X,O,X,X
SOTLJZI,O,O,O,X,X,O,X,X,O,X,X
SOTLZIJ,O,O,O,O,X,O,X,X,O,O,X
SOTLZJI,O,O,O,O,X,O,X,X,O,O,X
SOTJILZ,X,X,O,O,X,O,X,X,O,X,X
SOTJIZL,O,X,O,O,X,O,O,X,X,X,X
SOTJLIZ,O,X,O,O,X,O,X,X,O,X,X
SOTJLZI,O,X,O,O,X,O,X,X,O,X,X
SOTJZIL,O,X,O,O,X,O,O,X,X,X,X
SOTJZLI,O,X,O,O,X,O,O,X,O,X,X
SOTZILJ,O,O,O,O,X,O,X,X,O,X,X
SOTZIJL,O,O,O,O,X,O,O,X,X,X,X
SOTZLIJ,O,O,O,O,X,O,X,X,O,O,X
SOTZLJI,O,O,O,O,X,O,O,X,O,O,X
