sequence,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFmg?BtmB6nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFTg?BemBtmBXjBStB0sB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB9nBTjB0lBXtB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8Je5EJvhFyl?BumB3iB9oB0lBzsB,v115@9gA8IeA8IeA8AeA8CeA8CeA8AeE8BeA8JeRAJvhFtm?BXjBupBzlBctB6sB
ZIJTOSL,O,X,X,X,O
ZIJLTSO,O,O,O,O,X
ZIJLTOS,O,O,X,X,X
ZIJLSTO,O,O,O,X,X
ZIJLSOT,O,O,X,X,X
ZIJLOTS,X,O,X,O,X
ZIJLOST,X,O,X,X,X
ZIJSTLO,O,X,O,X,X
ZIJSTOL,O,X,O,X,O
ZIJSLTO,O,X,O,X,X
ZIJSLOT,O,X,X,X,X
ZIJSOTL,O,X,X,X,O
ZIJSOLT,O,X,X,X,O
ZIJOTLS,O,O,X,O,O
ZIJOTSL,O,X,X,O,O
ZIJOLTS,X,O,X,O,O
ZIJOLST,X,O,X,X,O
ZIJOSTL,O,X,X,X,O
ZIJOSLT,O,X,X,X,O
ZISTLJO,O,X,O,X,X
ZISTLOJ,O,X,O,X,X
ZISTJLO,O,X,O,X,X
ZISTJOL,O,X,O,X,O
ZISTOLJ,O,X,O,X,X
ZISTOJL,O,X,O,X,O
ZISLTJO,O,X,O,X,X
ZISLTOJ,O,X,O,X,X
ZISLJTO,O,X,O,X,X
ZISLJOT,O,X,X,X,X
ZISLOTJ,O,X,O,X,X
ZISLOJT,O,X,X,X,X
ZISJTLO,O,X,O,X,X
ZISJTOL,O,X,O,X,O
ZISJLTO,O,X,O,X,X
ZISJLOT,O,X,X,X,X
ZISJOTL,O,X,X,X,O
ZISJOLT,O,X,X,X,O
ZISOTLJ,O,X,O,X,X
ZISOTJL,O,X,O,X,O
ZISOLTJ,O,X,O,X,X
ZISOLJT,O,X,X,X,X
ZISOJTL,O,X,X,X,O
ZISOJLT,O,X,X,X,O
ZIOTLJS,O,X,X,O,X
ZIOTLSJ,O,X,X,O,X
ZIOTJLS,O,X,X,O,O
ZIOTJSL,O,X,X,O,O
ZIOTSLJ,O,X,X,O,X
ZIOTSJL,O,X,X,O,O
ZIOLTJS,X,X,X,O,X
ZIOLTSJ,X,X,X,O,X
ZIOLJTS,X,O,X,O,X
ZIOLJST,X,O,X,X,X
ZIOLSTJ,X,X,X,X,X
ZIOLSJT,X,O,X,X,X
ZIOJTLS,O,O,X,O,O
ZIOJTSL,O,X,X,O,O
ZIOJLTS,X,O,X,O,O
ZIOJLST,X,O,X,X,O
ZIOJSTL,O,X,X,X,O
ZIOJSLT,O,X,X,X,O
ZIOSTLJ,O,X,X,X,X
ZIOSTJL,O,X,X,X,O
ZIOSLTJ,O,X,X,X,X
ZIOSLJT,O,X,X,X,X
ZIOSJTL,O,X,X,X,O
ZIOSJLT,O,X,X,X,O
ZLTIJSO,O,O,O,O,X
ZLTIJOS,O,O,X,X,X
ZLTISJO,O,O,O,O,X
ZLTISOJ,O,X,O,X,X
ZLTIOJS,O,X,X,X,X
ZLTIOSJ,O,X,X,X,X
ZLTJISO,O,O,O,O,X
ZLTJIOS,O,O,X,X,X
ZLTJSIO,O,O,O,O,X
ZLTJSOI,O,O,O,X,O
ZLTJOIS,O,O,X,X,O
ZLTJOSI,O,O,X,X,O
ZLTSIJO,O,O,O,O,X
ZLTSIOJ,O,X,O,X,X
ZLTSJIO,O,O,O,O,X
ZLTSJOI,O,O,O,X,O
ZLTSOIJ,O,X,O,X,X
ZLTSOJI,O,X,O,X,O
ZLTOIJS,O,X,X,X,X
ZLTOISJ,O,X,X,X,X
ZLTOJIS,O,X,X,X,O
ZLTOJSI,O,X,X,X,O
ZLTOSIJ,O,X,X,X,X
ZLTOSJI,O,X,X,X,O
ZLITJSO,O,O,O,O,X
ZLITJOS,O,O,X,X,X
ZLITSJO,O,O,O,O,X
ZLITSOJ,O,X,O,X,X
ZLITOJS,O,X,X,X,X
ZLITOSJ,O,X,X,X,X
ZLIJTSO,O,O,O,O,X
ZLIJTOS,O,O,X,X,X
ZLIJSTO,O,O,O,X,X
ZLIJSOT,O,O,X,X,X
ZLIJOTS,X,O,X,O,X
ZLIJOST,X,O,X,X,X
ZLISTJO,O,O,O,X,X
ZLISTOJ,O,X,O,X,X
ZLISJTO,O,O,O,X,X
ZLISJOT,O,O,X,X,X
ZLISOTJ,O,X,O,X,X
ZLISOJT,O,O,X,X,X
ZLIOTJS,X,X,X,O,X
ZLIOTSJ,X,X,X,O,X
ZLIOJTS,X,O,X,O,X
ZLIOJST,X,O,X,X,X
ZLIOSTJ,X,X,X,X,X
ZLIOSJT,X,O,X,X,X
ZLJTISO,O,O,O,O,X
ZLJTIOS,O,O,X,X,X
ZLJTSIO,O,O,O,O,X
ZLJTSOI,O,O,O,X,O
ZLJTOIS,O,O,X,X,O
ZLJTOSI,O,O,X,X,O
ZLJITSO,O,O,O,O,X
ZLJITOS,O,O,X,X,X
ZLJISTO,O,O,O,X,X
ZLJISOT,O,O,X,X,X
ZLJIOTS,X,O,X,O,X
ZLJIOST,X,O,X,X,X
ZLJSTIO,O,O,O,X,X
ZLJSTOI,O,O,O,X,O
ZLJSITO,O,O,O,X,X
ZLJSIOT,O,O,X,X,X
ZLJSOTI,O,O,X,X,O
ZLJSOIT,O,O,X,X,O
ZLJOTIS,X,O,X,O,O
ZLJOTSI,X,O,X,O,O
ZLJOITS,X,O,X,O,O
ZLJOIST,X,O,X,X,O
ZLJOSTI,X,O,X,X,O
ZLJOSIT,X,O,X,X,O
ZLSTIJO,O,O,O,X,X
ZLSTIOJ,O,X,O,X,X
ZLSTJIO,O,O,O,X,X
ZLSTJOI,O,O,O,X,O
ZLSTOIJ,O,X,O,X,X
ZLSTOJI,O,X,O,X,O
ZLSITJO,O,O,O,X,X
ZLSITOJ,O,X,O,X,X
ZLSIJTO,O,O,O,X,X
ZLSIJOT,O,O,X,X,X
ZLSIOTJ,O,X,O,X,X
ZLSIOJT,O,O,X,X,X
ZLSJTIO,O,O,O,X,X
ZLSJTOI,O,O,O,X,O
ZLSJITO,O,O,O,X,X
ZLSJIOT,O,O,X,X,X
ZLSJOTI,O,O,X,X,O
ZLSJOIT,O,O,X,X,O
ZLSOTIJ,O,X,O,X,X
ZLSOTJI,O,X,O,X,O
ZLSOITJ,O,X,O,X,X
ZLSOIJT,O,O,X,X,X
ZLSOJTI,O,O,X,X,O
ZLSOJIT,O,O,X,X,O
ZLOTIJS,X,X,X,O,X
ZLOTISJ,X,X,X,O,X
ZLOTJIS,X,X,X,O,O
ZLOTJSI,X,X,X,O,O
ZLOTSIJ,X,X,X,O,X
ZLOTSJI,X,X,X,O,O
ZLOITJS,X,X,X,O,X
ZLOITSJ,X,X,X,O,X
ZLOIJTS,X,O,X,O,X
ZLOIJST,X,O,X,X,X
ZLOISTJ,X,X,X,X,X
ZLOISJT,X,O,X,X,X
ZLOJTIS,X,O,X,O,O
ZLOJTSI,X,O,X,O,O
ZLOJITS,X,O,X,O,O
ZLOJIST,X,O,X,X,O
ZLOJSTI,X,O,X,X,O
ZLOJSIT,X,O,X,X,O
ZLOSTIJ,X,X,X,X,X
ZLOSTJI,X,X,X,X,O
ZLOSITJ,X,X,X,X,X
ZLOSIJT,X,O,X,X,X
ZLOSJTI,X,O,X,X,O
ZLOSJIT,X,O,X,X,O
ZJTILSO,O,O,O,O,X
ZJTILOS,O,O,X,X,X
ZJTISLO,O,X,O,O,X
ZJTISOL,O,X,O,X,O
ZJTIOLS,O,O,X,X,O
ZJTIOSL,O,X,X,X,O
ZJTLISO,O,O,O,O,X
ZJTLIOS,O,O,X,X,X
ZJTLSIO,O,O,O,O,X
ZJTLSOI,O,O,O,X,O
ZJTLOIS,O,O,X,X,O
ZJTLOSI,O,O,X,X,O
ZJTSILO,O,X,O,O,X
ZJTSIOL,O,X,O,X,O
ZJTSLIO,O,X,O,O,X
ZJTSLOI,O,X,O,X,O
ZJTSOIL,O,X,O,X,O
ZJTSOLI,O,X,O,X,O
ZJTOILS,O,O,X,X,O
ZJTOISL,O,X,X,X,O
ZJTOLIS,O,O,X,X,O
ZJTOLSI,O,O,X,X,O
ZJTOSIL,O,X,X,X,O
ZJTOSLI,O,X,X,X,O
ZJITLSO,O,O,O,O,X
ZJITLOS,O,O,X,X,X
ZJITSLO,O,X,O,O,X
ZJITSOL,O,X,O,X,O
ZJITOLS,O,O,X,X,O
ZJITOSL,O,X,X,X,O
ZJILTSO,O,O,O,O,X
ZJILTOS,O,O,X,X,X
ZJILSTO,O,O,O,X,X
ZJILSOT,O,O,X,X,X
ZJILOTS,X,O,X,O,X
ZJILOST,X,O,X,X,X
ZJISTLO,O,X,O,X,X
ZJISTOL,O,X,O,X,O
ZJISLTO,O,X,O,X,X
ZJISLOT,O,X,X,X,X
ZJISOTL,O,X,X,X,O
ZJISOLT,O,X,X,X,O
ZJIOTLS,O,O,X,O,O
ZJIOTSL,O,X,X,O,O
ZJIOLTS,X,O,X,O,O
ZJIOLST,X,O,X,X,O
ZJIOSTL,O,X,X,X,O
ZJIOSLT,O,X,X,X,O
ZJLTISO,O,O,O,O,X
ZJLTIOS,O,O,X,X,X
ZJLTSIO,O,O,O,O,X
ZJLTSOI,O,O,O,X,O
ZJLTOIS,O,O,X,X,O
ZJLTOSI,O,O,X,X,O
ZJLITSO,O,O,O,O,X
ZJLITOS,O,O,X,X,X
ZJLISTO,O,O,O,X,X
ZJLISOT,O,O,X,X,X
ZJLIOTS,X,O,X,O,X
ZJLIOST,X,O,X,X,X
ZJLSTIO,O,O,O,X,X
ZJLSTOI,O,O,O,X,O
ZJLSITO,O,O,O,X,X
ZJLSIOT,O,O,X,X,X
ZJLSOTI,O,O,X,X,O
ZJLSOIT,O,O,X,X,O
ZJLOTIS,X,O,X,O,O
ZJLOTSI,X,O,X,O,O
ZJLOITS,X,O,X,O,O
ZJLOIST,X,O,X,X,O
ZJLOSTI,X,O,X,X,O
ZJLOSIT,X,O,X,X,O
ZJSTILO,O,X,O,X,X
ZJSTIOL,O,X,O,X,O
ZJSTLIO,O,X,O,X,X
ZJSTLOI,O,X,O,X,O
ZJSTOIL,O,X,O,X,O
ZJSTOLI,O,X,O,X,O
ZJSITLO,O,X,O,X,X
ZJSITOL,O,X,O,X,O
ZJSILTO,O,X,O,X,X
ZJSILOT,O,X,X,X,X
ZJSIOTL,O,X,X,X,O
ZJSIOLT,O,X,X,X,O
ZJSLTIO,O,X,O,X,X
ZJSLTOI,O,X,O,X,O
ZJSLITO,O,X,O,X,X
ZJSLIOT,O,X,X,X,X
ZJSLOTI,O,X,X,X,O
ZJSLOIT,O,X,X,X,O
ZJSOTIL,O,X,X,X,O
ZJSOTLI,O,X,X,X,O
ZJSOITL,O,X,X,X,O
ZJSOILT,O,X,X,X,O
ZJSOLTI,O,X,X,X,O
ZJSOLIT,O,X,X,X,O
ZJOTILS,O,O,X,O,O
ZJOTISL,O,X,X,O,O
ZJOTLIS,O,O,X,O,O
ZJOTLSI,O,O,X,O,O
ZJOTSIL,O,X,X,O,O
ZJOTSLI,O,X,X,O,O
ZJOITLS,O,O,X,O,O
ZJOITSL,O,X,X,O,O
ZJOILTS,X,O,X,O,O
ZJOILST,X,O,X,X,O
ZJOISTL,O,X,X,X,O
ZJOISLT,O,X,X,X,O
ZJOLTIS,X,O,X,O,O
ZJOLTSI,X,O,X,O,O
ZJOLITS,X,O,X,O,O
ZJOLIST,X,O,X,X,O
ZJOLSTI,X,O,X,X,O
ZJOLSIT,X,O,X,X,O
ZJOSTIL,O,X,X,X,O
ZJOSTLI,O,X,X,X,O
ZJOSITL,O,X,X,X,O
ZJOSILT,O,X,X,X,O
ZJOSLTI,O,X,X,X,O
ZJOSLIT,O,X,X,X,O
ZSTILJO,O,X,O,X,X
ZSTILOJ,O,X,O,X,X
ZSTIJLO,O,X,O,X,X
ZSTIJOL,O,X,O,X,O
ZSTIOLJ,O,X,O,X,X
ZSTIOJL,O,X,O,X,O
ZSTLIJO,O,X,O,X,X
ZSTLIOJ,O,X,O,X,X
ZSTLJIO,O,X,O,X,X
ZSTLJOI,O,X,O,X,O
ZSTLOIJ,O,X,O,X,X
ZSTLOJI,O,X,O,X,O
ZSTJILO,O,X,O,X,X
ZSTJIOL,O,X,O,X,O
ZSTJLIO,O,X,O,X,X
ZSTJLOI,O,X,O,X,O
ZSTJOIL,O,X,O,X,O
ZSTJOLI,O,X,O,X,O
ZSTOILJ,O,X,O,X,X
ZSTOIJL,O,X,O,X,O
ZSTOLIJ,O,X,O,X,X
ZSTOLJI,O,X,O,X,O
ZSTOJIL,O,X,O,X,O
ZSTOJLI,O,X,O,X,O
ZSITLJO,O,X,O,X,X
ZSITLOJ,O,X,O,X,X
ZSITJLO,O,X,O,X,X
ZSITJOL,O,X,O,X,O
ZSITOLJ,O,X,O,X,X
ZSITOJL,O,X,O,X,O
ZSILTJO,O,X,O,X,X
ZSILTOJ,O,X,O,X,X
ZSILJTO,O,X,O,X,X
ZSILJOT,O,X,X,X,X
ZSILOTJ,O,X,O,X,X
ZSILOJT,O,X,X,X,X
ZSIJTLO,O,X,O,X,X
ZSIJTOL,O,X,O,X,O
ZSIJLTO,O,X,O,X,X
ZSIJLOT,O,X,X,X,X
ZSIJOTL,O,X,X,X,O
ZSIJOLT,O,X,X,X,O
ZSIOTLJ,O,X,O,X,X
ZSIOTJL,O,X,O,X,O
ZSIOLTJ,O,X,O,X,X
ZSIOLJT,O,X,X,X,X
ZSIOJTL,O,X,X,X,O
ZSIOJLT,O,X,X,X,O
ZSLTIJO,O,X,O,X,X
ZSLTIOJ,O,X,O,X,X
ZSLTJIO,O,X,O,X,X
ZSLTJOI,O,X,O,X,O
ZSLTOIJ,O,X,O,X,X
ZSLTOJI,O,X,O,X,O
ZSLITJO,O,X,O,X,X
ZSLITOJ,O,X,O,X,X
ZSLIJTO,O,X,O,X,X
ZSLIJOT,O,X,X,X,X
ZSLIOTJ,O,X,O,X,X
ZSLIOJT,O,X,X,X,X
ZSLJTIO,O,X,O,X,X
ZSLJTOI,O,X,O,X,O
ZSLJITO,O,X,O,X,X
ZSLJIOT,O,X,X,X,X
ZSLJOTI,O,X,X,X,O
ZSLJOIT,O,X,X,X,O
ZSLOTIJ,O,X,O,X,X
ZSLOTJI,O,X,O,X,O
ZSLOITJ,O,X,O,X,X
ZSLOIJT,O,X,X,X,X
ZSLOJTI,O,X,X,X,O
ZSLOJIT,O,X,X,X,O
ZSJTILO,O,X,O,X,X
ZSJTIOL,O,X,O,X,O
ZSJTLIO,O,X,O,X,X
ZSJTLOI,O,X,O,X,O
ZSJTOIL,O,X,O,X,O
ZSJTOLI,O,X,O,X,O
ZSJITLO,O,X,O,X,X
ZSJITOL,O,X,O,X,O
ZSJILTO,O,X,O,X,X
ZSJILOT,O,X,X,X,X
ZSJIOTL,O,X,X,X,O
ZSJIOLT,O,X,X,X,O
ZSJLTIO,O,X,O,X,X
ZSJLTOI,O,X,O,X,O
ZSJLITO,O,X,O,X,X
ZSJLIOT,O,X,X,X,X
ZSJLOTI,O,X,X,X,O
ZSJLOIT,O,X,X,X,O
ZSJOTIL,O,X,X,X,O
ZSJOTLI,O,X,X,X,O
ZSJOITL,O,X,X,X,O
ZSJOILT,O,X,X,X,O
ZSJOLTI,O,X,X,X,O
ZSJOLIT,O,X,X,X,O
ZSOTILJ,O,X,O,X,X
ZSOTIJL,O,X,O,X,O
ZSOTLIJ,O,X,O,X,X
ZSOTLJI,O,X,O,X,O
ZSOTJIL,O,X,O,X,O
ZSOTJLI,O,X,O,X,O
ZSOITLJ,O,X,O,X,X
ZSOITJL,O,X,O,X,O
ZSOILTJ,O,X,O,X,X
ZSOILJT,O,X,X,X,X
ZSOIJTL,O,X,X,X,O
ZSOIJLT,O,X,X,X,O
ZSOLTIJ,O,X,O,X,X
ZSOLTJI,O,X,O,X,O
ZSOLITJ,O,X,O,X,X
ZSOLIJT,O,X,X,X,X
ZSOLJTI,O,X,X,X,O
ZSOLJIT,O,X,X,X,O
ZSOJTIL,O,X,X,X,O
ZSOJTLI,O,X,X,X,O
ZSOJITL,O,X,X,X,O
ZSOJILT,O,X,X,X,O
ZSOJLTI,O,X,X,X,O
ZSOJLIT,O,X,X,X,O
ZOTILJS,O,X,X,O,X
ZOTILSJ,O,X,X,O,X
ZOTIJLS,O,X,X,O,O
ZOTIJSL,O,X,X,O,O
ZOTISLJ,O,X,X,O,X
ZOTISJL,O,X,X,O,O
ZOTLIJS,O,X,X,O,X
ZOTLISJ,O,X,X,O,X
ZOTLJIS,O,X,X,O,O
ZOTLJSI,O,X,X,O,O
ZOTLSIJ,O,X,X,O,X
ZOTLSJI,O,X,X,O,O
ZOTJILS,O,X,X,O,O
ZOTJISL,O,X,X,O,O
ZOTJLIS,O,X,X,O,O
ZOTJLSI,O,X,X,O,O
ZOTJSIL,O,X,X,O,O
ZOTJSLI,O,X,X,O,O
ZOTSILJ,O,X,X,O,X
ZOTSIJL,O,X,X,O,O
ZOTSLIJ,O,X,X,O,X
ZOTSLJI,O,X,X,O,O
ZOTSJIL,O,X,X,O,O
ZOTSJLI,O,X,X,O,O
ZOITLJS,O,X,X,O,X
ZOITLSJ,O,X,X,O,X
ZOITJLS,O,X,X,O,O
ZOITJSL,O,X,X,O,O
ZOITSLJ,O,X,X,O,X
ZOITSJL,O,X,X,O,O
ZOILTJS,X,X,X,O,X
ZOILTSJ,X,X,X,O,X
ZOILJTS,X,O,X,O,X
ZOILJST,X,O,X,X,X
ZOILSTJ,X,X,X,X,X
ZOILSJT,X,O,X,X,X
ZOIJTLS,O,O,X,O,O
ZOIJTSL,O,X,X,O,O
ZOIJLTS,X,O,X,O,O
ZOIJLST,X,O,X,X,O
ZOIJSTL,O,X,X,X,O
ZOIJSLT,O,X,X,X,O
ZOISTLJ,O,X,X,X,X
ZOISTJL,O,X,X,X,O
ZOISLTJ,O,X,X,X,X
ZOISLJT,O,X,X,X,X
ZOISJTL,O,X,X,X,O
ZOISJLT,O,X,X,X,O
ZOLTIJS,X,X,X,O,X
ZOLTISJ,X,X,X,O,X
ZOLTJIS,X,X,X,O,O
ZOLTJSI,X,X,X,O,O
ZOLTSIJ,X,X,X,O,X
ZOLTSJI,X,X,X,O,O
ZOLITJS,X,X,X,O,X
ZOLITSJ,X,X,X,O,X
ZOLIJTS,X,O,X,O,X
ZOLIJST,X,O,X,X,X
ZOLISTJ,X,X,X,X,X
ZOLISJT,X,O,X,X,X
ZOLJTIS,X,O,X,O,O
ZOLJTSI,X,O,X,O,O
ZOLJITS,X,O,X,O,O
ZOLJIST,X,O,X,X,O
ZOLJSTI,X,O,X,X,O
ZOLJSIT,X,O,X,X,O
ZOLSTIJ,X,X,X,X,X
ZOLSTJI,X,X,X,X,O
ZOLSITJ,X,X,X,X,X
ZOLSIJT,X,O,X,X,X
ZOLSJTI,X,O,X,X,O
ZOLSJIT,X,O,X,X,O
ZOJTILS,O,O,X,O,O
ZOJTISL,O,X,X,O,O
ZOJTLIS,O,O,X,O,O
ZOJTLSI,O,O,X,O,O
ZOJTSIL,O,X,X,O,O
ZOJTSLI,O,X,X,O,O
ZOJITLS,O,O,X,O,O
ZOJITSL,O,X,X,O,O
ZOJILTS,X,O,X,O,O
ZOJILST,X,O,X,X,O
ZOJISTL,O,X,X,X,O
ZOJISLT,O,X,X,X,O
ZOJLTIS,X,O,X,O,O
ZOJLTSI,X,O,X,O,O
ZOJLITS,X,O,X,O,O
ZOJLIST,X,O,X,X,O
ZOJLSTI,X,O,X,X,O
ZOJLSIT,X,O,X,X,O
ZOJSTIL,O,X,X,X,O
ZOJSTLI,O,X,X,X,O
ZOJSITL,O,X,X,X,O
ZOJSILT,O,X,X,X,O
ZOJSLTI,O,X,X,X,O
ZOJSLIT,O,X,X,X,O
ZOSTILJ,O,X,X,X,X
ZOSTIJL,O,X,X,X,O
ZOSTLIJ,O,X,X,X,X
ZOSTLJI,O,X,X,X,O
ZOSTJIL,O,X,X,X,O
ZOSTJLI,O,X,X,X,O
ZOSITLJ,O,X,X,X,X
ZOSITJL,O,X,X,X,O
ZOSILTJ,O,X,X,X,X
ZOSILJT,O,X,X,X,X
ZOSIJTL,O,X,X,X,O
ZOSIJLT,O,X,X,X,O
ZOSLTIJ,O,X,X,X,X
ZOSLTJI,O,X,X,X,O
ZOSLITJ,O,X,X,X,X
ZOSLIJT,O,X,X,X,X
ZOSLJTI,O,X,X,X,O
ZOSLJIT,O,X,X,X,O
ZOSJTIL,O,X,X,X,O
ZOSJTLI,O,X,X,X,O
ZOSJITL,O,X,X,X,O
ZOSJILT,O,X,X,X,O
ZOSJLTI,O,X,X,X,O
ZOSJLIT,O,X,X,X,O
OTILJSZ,X,O,O,O,X
OTILJZS,X,O,X,O,X
OTILSJZ,O,O,O,O,X
OTILSZJ,O,X,O,O,X
OTILZJS,O,X,X,O,X
OTILZSJ,O,X,X,O,X
OTIJLSZ,X,O,O,O,X
OTIJLZS,X,O,X,O,O
OTIJSLZ,X,O,O,O,X
OTIJSZL,X,X,O,O,O
OTIJZLS,X,O,X,O,O
OTIJZSL,X,X,X,O,O
OTISLJZ,O,X,O,O,X
OTISLZJ,O,X,O,O,X
OTISJLZ,O,X,O,O,X
OTISJZL,O,X,O,O,X
OTISZLJ,O,X,O,O,X
OTISZJL,O,X,O,O,X
OTIZLJS,O,X,X,O,X
OTIZLSJ,O,X,X,O,X
OTIZJLS,O,X,X,O,O
OTIZJSL,O,X,X,O,O
OTIZSLJ,O,X,X,O,X
OTIZSJL,O,X,X,O,O
OTLIJSZ,X,O,O,O,X
OTLIJZS,X,O,X,O,X
OTLISJZ,O,O,O,O,X
OTLISZJ,O,X,O,O,X
OTLIZJS,O,X,X,O,X
OTLIZSJ,O,X,X,O,X
OTLJISZ,X,O,O,O,X
OTLJIZS,X,O,X,O,O
OTLJSIZ,X,O,O,O,X
OTLJSZI,X,O,O,O,X
OTLJZIS,X,O,X,O,O
OTLJZSI,X,O,X,O,O
OTLSIJZ,O,O,O,O,X
OTLSIZJ,O,X,O,O,X
OTLSJIZ,O,O,O,O,X
OTLSJZI,O,O,O,O,X
OTLSZIJ,O,X,O,O,X
OTLSZJI,O,X,O,O,X
OTLZIJS,O,X,X,O,X
OTLZISJ,O,X,X,O,X
OTLZJIS,O,X,X,O,O
OTLZJSI,O,X,X,O,O
OTLZSIJ,O,X,X,O,X
OTLZSJI,O,X,X,O,O
OTJILSZ,X,O,O,O,X
OTJILZS,X,O,X,O,O
OTJISLZ,X,O,O,O,X
OTJISZL,X,X,O,O,O
OTJIZLS,X,O,X,O,O
OTJIZSL,X,X,X,O,O
OTJLISZ,X,O,O,O,X
OTJLIZS,X,O,X,O,O
OTJLSIZ,X,O,O,O,X
OTJLSZI,X,O,O,O,X
OTJLZIS,X,O,X,O,O
OTJLZSI,X,O,X,O,O
OTJSILZ,X,O,O,O,X
OTJSIZL,X,X,O,O,O
OTJSLIZ,X,O,O,O,X
OTJSLZI,X,O,O,O,X
OTJSZIL,X,X,O,O,O
OTJSZLI,X,X,O,O,O
OTJZILS,X,O,X,O,O
OTJZISL,X,X,X,O,O
OTJZLIS,X,O,X,O,O
OTJZLSI,X,O,X,O,O
OTJZSIL,X,X,X,O,O
OTJZSLI,X,X,X,O,O
OTSILJZ,O,X,O,O,X
OTSILZJ,O,X,O,O,X
OTSIJLZ,O,X,O,O,X
OTSIJZL,O,X,O,O,X
OTSIZLJ,O,X,O,O,X
OTSIZJL,O,X,O,O,X
OTSLIJZ,O,X,O,O,X
OTSLIZJ,O,X,O,O,X
OTSLJIZ,O,X,O,O,X
OTSLJZI,O,X,O,O,X
OTSLZIJ,O,X,O,O,X
OTSLZJI,O,X,O,O,X
OTSJILZ,O,X,O,O,X
OTSJIZL,O,X,O,O,O
OTSJLIZ,O,X,O,O,X
OTSJLZI,O,X,O,O,X
OTSJZIL,O,X,O,O,O
OTSJZLI,O,X,O,O,O
OTSZILJ,O,X,O,O,X
OTSZIJL,O,X,O,O,O
OTSZLIJ,O,X,O,O,X
OTSZLJI,O,X,O,O,O
OTSZJIL,O,X,O,O,O
OTSZJLI,O,X,O,O,O
OTZILJS,O,X,X,O,X
OTZILSJ,O,X,X,O,X
OTZIJLS,O,X,X,O,O
OTZIJSL,O,X,X,O,O
OTZISLJ,O,X,X,O,X
OTZISJL,O,X,X,O,O
OTZLIJS,O,X,X,O,X
OTZLISJ,O,X,X,O,X
OTZLJIS,O,X,X,O,O
OTZLJSI,O,X,X,O,O
OTZLSIJ,O,X,X,O,X
OTZLSJI,O,X,X,O,O
OTZJILS,O,X,X,O,O
OTZJISL,O,X,X,O,O
OTZJLIS,O,X,X,O,O
OTZJLSI,O,X,X,O,O
OTZJSIL,O,X,X,O,O
OTZJSLI,O,X,X,O,O
OTZSILJ,O,X,X,O,X
OTZSIJL,O,X,X,O,O
OTZSLIJ,O,X,X,O,X
OTZSLJI,O,X,X,O,O
OTZSJIL,O,X,X,O,O
OTZSJLI,O,X,X,O,O
OITLJSZ,X,O,O,O,X
OITLJZS,X,O,X,O,X
OITLSJZ,O,O,O,O,X
OITLSZJ,O,X,O,O,X
OITLZJS,O,X,X,O,X
OITLZSJ,O,X,X,O,X
OITJLSZ,X,O,O,O,X
OITJLZS,X,O,X,O,O
OITJSLZ,X,O,O,O,X
OITJSZL,X,X,O,O,O
OITJZLS,X,O,X,O,O
OITJZSL,X,X,X,O,O
OITSLJZ,O,X,O,O,X
OITSLZJ,O,X,O,O,X
OITSJLZ,O,X,O,O,X
OITSJZL,O,X,O,O,X
OITSZLJ,O,X,O,O,X
OITSZJL,O,X,O,O,X
OITZLJS,O,X,X,O,X
OITZLSJ,O,X,X,O,X
OITZJLS,O,X,X,O,O
OITZJSL,O,X,X,O,O
OITZSLJ,O,X,X,O,X
OITZSJL,O,X,X,O,O
OILTJSZ,X,O,O,O,X
OILTJZS,X,O,X,O,X
OILTSJZ,X,O,O,O,X
OILTSZJ,X,X,O,O,X
OILTZJS,X,X,X,O,X
OILTZSJ,X,X,X,O,X
OILJTSZ,X,O,O,O,X
OILJTZS,X,O,X,O,X
OILJSTZ,X,O,O,O,X
OILJSZT,X,O,X,X,X
OILJZTS,X,O,X,O,X
OILJZST,X,O,X,X,X
OILSTJZ,X,O,O,O,X
OILSTZJ,X,X,O,O,X
OILSJTZ,X,O,O,O,X
OILSJZT,X,O,X,X,X
OILSZTJ,X,X,O,X,X
OILSZJT,X,O,X,X,X
OILZTJS,X,X,X,O,X
OILZTSJ,X,X,X,O,X
OILZJTS,X,O,X,O,X
OILZJST,X,O,X,X,X
OILZSTJ,X,X,X,X,X
OILZSJT,X,O,X,X,X
OIJTLSZ,X,O,O,O,X
OIJTLZS,X,O,X,O,O
OIJTSLZ,X,O,O,O,X
OIJTSZL,X,X,O,O,O
OIJTZLS,X,O,X,O,O
OIJTZSL,X,X,X,O,O
OIJLTSZ,X,O,O,O,X
OIJLTZS,X,O,X,O,O
OIJLSTZ,X,O,O,O,X
OIJLSZT,X,O,X,X,X
OIJLZTS,X,O,X,O,O
OIJLZST,X,O,X,X,O
OIJSTLZ,X,O,O,O,X
OIJSTZL,X,X,O,O,O
OIJSLTZ,X,O,O,O,X
OIJSLZT,X,O,X,X,X
OIJSZTL,X,X,X,X,O
OIJSZLT,X,X,X,X,O
OIJZTLS,X,O,X,O,O
OIJZTSL,X,X,X,O,O
OIJZLTS,X,O,X,O,O
OIJZLST,X,O,X,X,O
OIJZSTL,X,X,X,X,O
