sequence,v115@vhHT5I5oBdtBCnBsqBXlBOpBywB,v115@vhHT1IZkB6tBPtBmmB0lBtpBSwB,v115@vhHT1IZkBGoBimB6qBtpBUtB3rB,v115@vhHT1IZkB6tBPtBsrBOrB6qBtpB,v115@vhHa+IPoBOkBzkBSyBFsBUrBxuB,v115@vhH6IJzhBKtB+sB3lBMpBlrBRvB,v115@vhHTDJanBWtBFmBUlBvpBSwBxxB,v115@vhHPIJymBOkBzkBSyBFsBUrBxuB,v115@vhHzCJ6kB+tB3mBMqBKpBlsBRwB,v115@vhHUDJOkBFnBRlBTtBSxBCrB3pB,v115@vhHTDJPnBylBKpBGtBFrBUqBRxB,v115@vhHzCJPnBylBKpBGtBFrBUqBRxB,v115@vhHa9ITjBPnBKpBGtBFrBUqBRxB,v115@vhHa9IziBPnBKpBGtBFrBUqBRxB,v115@vhHx8IslB+tBtrBzkBKpB3sByvB,v115@vhHx7IPnBCoBdrBKpBTtBWxBUqB,v115@vhHx7IWnBXoBdrBKpBSyBzrBUqB,v115@vhH6+IKjB+sB3lBMpBTtBlrBRvB,v115@vhHT5I6oBKtB+sB3lBMpBlrBRvB,v115@vhH66IKfB+tB3mBMqBlsBTpBRwB,v115@vhHT1I6kB+tB3mBMqBKpBlsBRwB,v115@vhHK6IykB+tB3mBMqBlsBTpBRwB,v115@vhHM+ISoBPnB2pBTtBSxBFrBxuB,v115@vhH5+IejBPnBKpBTtBSxBFrBUqB,v115@vhHa7IqfB+tB3mBMqBlsBTpBRwB,v115@vhHa+IPoBzlBspBOpBSyBFsBxvB,v115@vhHyCJPmBUoBzmBKpBWyBFqBRwB,v115@vhHqAJPoBzfB2pBSyBFsBUrBxuB,v115@vhHSAJPoBzlBspBOpBSyBFsBxvB,v115@vhHe9IxbBvsBqrBdrBKpBTtBUqB,v115@vhHqGJPmBzfBUoBKpBWyBFqBRwB,v115@vhHPIJzhB5lBKrB0kBSyBFsB2uB,v115@vhHq6IynB+tBTlBMpB3sBlrBRvB,v115@vhHq6IvoB0nBqqBzkBlrB2uBxxB,v115@vhHe+IMkBinBXlBTtBSxBFrBxuB,v115@vhHK/IXjBsmB+tBlsBiqBTpBRwB,v115@vhHS+I5oBPlBdtBKrB+qBUsBTpB,v115@vhHPAJKfBsmB+tBlsBiqBTpBRwB,v115@vhHK6IPoBzlBspBOpBSyBFsBxvB,v115@vhHS8IumBvtBTnBdrBKpBUqBRxB,v115@vhHS+I5oBPmBdtBaqBUsBWwBTpB,v115@vhH26IsmBZkBznBtpBSyBywB3qB,v115@vhH28IslBPlBStBtrByvBTpBxxB,v115@vhHS8IPoB5mB+tBdrBKpBTsBUqB,v115@vhHSAJZkB6tB0nBFmBupB3rBTqB,v115@vhHMAJTfBxnBFmBGtB3rBSvBipB,v115@vhHMAJ6kBxnBFmBKpBGtB3rBTqB,v115@vhH6+IKfB+tB3mBMqBlsBTpBRwB,v115@vhH6+IqfB+tB3mBMqBlsBTpBRwB,v115@vhHM+ISoBPmBKpBTtBGsBFqBRwB,v115@vhHM+I5oBPmBznBKpB2xBSwBFqB,v115@vhHPIJzhBZkBKrBUlBSyBFsBWvB,v115@vhHK6IziBPnBKpBGtBFrBUqBRxB,v115@vhH01IKfBGoBRmBNqBisBXrBTpB,v115@vhHa+IPoBzhB2pBSyBFsBUrBxuB,v115@vhHa+I0iBPnB2pBTtBSxBFrBxuB,v115@vhHa+I+nBzhBvtBKpBFrBUqBRxB,v115@vhH69IKjB+sB3lBMpBTtBlrBRvB,v115@vhHi1ItkBZkBGoBasBUmBzsBXqB,v115@vhHG5I5oBdoB3mBilBTkB0sBSvB,v115@vhHK6IPoBOlBTkBSyBFsBUrBxuB,v115@vhHK6ITjBPnBKpBGtBFrBUqBRxB,v115@vhHO6IqfBvsBUmBKpBTtBFqBRwB,v115@vhHKDJPmB0fBKpBTtBGsBFqBRwB,v115@vhHZDJPmB0fB+tBKpBTsBSwBFqB,v115@vhHK/IPnB0gBKqBGtBFrBTpBRxB,v115@vhHZ/IPnB0gBKqB+pBTtBSxBFrB,v115@vhHaAJslBTfB+tB3sBlrBipBRvB,v115@vhHz9ISoBPnBKpBGtBFrBUqBRxB,v115@vhH36IslBykBStBlrB2vBTpBxxB,v115@vhHz6IylBZkB+tBqpB3sBlrB0qB,v115@vhHz6IylBvkBStBlrB0qB2uBxxB,v115@vhH5IJPmBzfBetBMsBKpBSwBFqB,v115@vhHKCJMoBXmBmkBSyBFsBTpBxvB,v115@vhHT8IMoBPmBWsBKpBSyBFqBRwB,v115@vhH26IPoBTfBypBSyBFsBUrBxuB,v115@vhHZ6IufBPoBKqBSyBFsBUrBTpB,v115@vhHS+I6oBskBznB3rBlqB2uBxxB,v115@vhHZ6IMoBWnBKqBSyBXsBFrBTpB,v115@vhH5+IMnBWmBKpBTtBSxBXrBFqB
JLSIZOT,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,O,O
JLSIOTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O
JLSIOZT,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,O,O
JLSZTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JLSZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JLSZITO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
JLSZIOT,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,O,O
JLSZOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLSZOIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JLSOTIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
JLSOTZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JLSOITZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,O,O
JLSOIZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,O,X,O,O
JLSOZTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLSOZIT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JLZTISO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JLZISTO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JLZIOST,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JLZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
JLZSITO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
JLZSIOT,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,O,O
JLZSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLZSOIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JLZOTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
JLZOIST,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,O,X,O,X,O,X,O,O
JLZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLZOSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JLOTISZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JLOTSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JLOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
JLOITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,X,X,O,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
JLOISTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O
JLOISZT,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,O,O
JLOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
JLOIZST,O,X,X,X,X,O,X,X,O,X,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,O,O
JLOSTIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
JLOSTZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JLOSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O
JLOSIZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,O,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,O,O
JLOSZTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLOSZIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JLOZTIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,O,O,O,X,X,O,X,O,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X
JLOZIST,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X,O,O,O,X,O,X,O,X,O,X,O,X,O,O
JLOZSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O
JLOZSIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,O,X,O,O
JSTILZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JSTILOZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
