sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
LIZSTJO,O,X,X,X,X,X,X,X,X,O,O,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,O,O,X
LIZSJTO,O,X,X,X,X,X,X,X,X,O,X,X
LIZSJOT,O,X,X,X,X,X,X,X,O,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,O,O,X,X
LIZSOJT,O,X,X,X,X,X,X,X,O,X,X,X
LIZOTJS,O,X,X,O,X,O,X,X,X,X,O,X
LIZOTSJ,X,X,X,O,X,O,X,X,X,X,O,X
LIZOJTS,O,X,X,O,X,O,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,O,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,O,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZJS,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZSJ,X,X,X,O,O,O,X,X,X,X,X,O
LIOJTSZ,O,X,X,O,O,X,X,X,X,X,X,X
LIOJTZS,O,X,X,O,O,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,O,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,O,O,X,X,X,X,O,X
LIOZTSJ,X,X,X,O,O,O,X,X,X,X,O,X
LIOZJTS,O,X,X,O,X,O,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,O,O,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,O,X,X,X,X,X
LJISZOT,O,X,O,X,X,X,O,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,X,X,O,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,X,X,X,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,X,X,O,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,O,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,O,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,O,X,X,X,X,X
LJSZTIO,O,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,O,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,O,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,O,X,X,X,X,X
LJSZOIT,O,X,O,X,X,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,X,X,O,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,O,X,X,X,X,X
LJSOZIT,O,X,O,X,X,X,O,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,O,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,O,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,O,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,O,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,O,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,O,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,O,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,O,O,X,X,X,X,X,X,X
LJOTSZI,X,X,O,O,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,O,O,O,X,X,X,X,X,X,X
LJOITZS,O,X,O,O,O,X,X,X,X,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,O,X,X,X,X,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,O,X,X,X,X,X
LJOSZTI,O,X,O,X,X,X,O,X,X,X,X,X
LJOSZIT,O,X,O,X,X,X,O,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,O,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,O,X,X,O,X,X,X,X
LSTIOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,O,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,O,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,O,X,X,X,X
LSTJOIZ,X,X,X,X,O,X,X,O,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,O,X,X,X,X
LSTZIJO,O,X,X,X,X,X,X,X,X,O,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,O,X,X
LSTZJIO,O,X,X,X,X,X,X,O,X,O,X,X
LSTZJOI,X,X,X,X,X,X,X,O,X,O,X,X
LSTZOIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSTZOJI,X,X,X,O,O,X,X,O,X,O,X,X
LSTOIJZ,X,X,X,O,O,X,X,O,X,X,X,X
LSTOIZJ,X,X,X,O,O,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,O,X,X,O,X,X,X,X
LSTOJZI,X,X,X,O,O,X,X,O,X,X,X,X
LSTOZIJ,X,X,X,O,O,X,X,X,X,X,X,X
LSTOZJI,X,X,X,O,O,X,X,O,X,X,X,X
LSITJZO,O,X,X,X,X,X,X,O,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,O,X,X,O,X,X,X,X
LSITOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,O,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,O,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,O,X,X,X,O,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,X,O,X
LSIZJTO,O,X,X,X,X,X,O,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,O,X,O,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,O,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X,O,X,X,X
LSIOTJZ,O,X,X,X,O,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
LSIOJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,O,X,X,X,O,X,X,X
LSIOZJT,O,X,X,X,X,X,X,X,O,X,X,X
LSJTIZO,O,X,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,O,X,X,X,X
LSJTOIZ,X,X,X,X,O,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X,O,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,X,X,O,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,O,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,O,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,O,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,O,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,O,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,O,X,X,X,X,X
LSJZOIT,O,X,O,X,X,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
LSJOTZI,X,X,O,X,O,X,X,O,X,X,X,X
LSJOITZ,O,X,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,X,O,X,X,X,X,X
LSJOZTI,X,X,O,X,X,X,O,X,X,X,X,X
LSJOZIT,O,X,O,X,X,X,O,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,O,X,X,O,O,X
LSZTIOJ,X,X,X,X,X,X,X,X,X,O,O,X
LSZTJIO,O,X,X,X,X,X,O,O,X,O,X,X
LSZTJOI,X,O,X,X,X,X,O,O,X,O,X,X
LSZTOIJ,X,O,X,O,O,X,X,X,X,O,X,X
LSZTOJI,X,O,X,O,O,X,X,O,X,O,X,X
LSZITJO,O,X,X,X,X,X,O,X,X,O,O,X
LSZITOJ,X,X,X,X,X,X,X,X,X,O,O,X
LSZIJTO,O,X,X,X,X,X,O,X,X,O,X,X
LSZIJOT,O,O,X,X,X,X,O,X,O,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,O,O,X,X
LSZIOJT,O,O,X,X,X,X,X,X,O,X,X,X
LSZJTIO,O,X,X,X,X,X,O,X,X,O,X,X
LSZJTOI,X,O,X,X,X,X,O,X,X,O,X,X
LSZJITO,O,X,X,X,X,X,O,X,X,O,X,X
LSZJIOT,O,O,X,X,X,X,O,X,O,X,X,X
LSZJOTI,O,O,O,X,X,X,O,X,O,X,X,X
LSZJOIT,O,O,O,X,X,X,O,X,O,X,X,X
LSZOTIJ,O,O,X,O,O,X,X,X,O,O,X,X
LSZOTJI,O,O,O,O,O,X,X,O,O,O,X,X
LSZOITJ,O,O,X,O,O,X,X,X,O,O,X,X
LSZOIJT,O,O,O,X,X,X,X,X,O,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,O,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,O,X,X,X
LSOTIJZ,O,X,X,O,O,X,X,O,X,X,X,X
LSOTIZJ,O,X,X,O,O,X,X,X,O,X,X,X
LSOTJIZ,O,X,X,O,O,X,X,O,X,X,X,X
LSOTJZI,X,X,O,O,O,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,O,O,X,X,X,O,X,X,X
LSOTZJI,O,X,O,O,O,X,X,O,O,X,X,X
LSOITJZ,O,X,X,O,O,X,X,O,X,X,X,X
LSOITZJ,O,X,X,O,O,X,X,X,O,X,X,X
LSOIJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,O,X,X,X,O,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X,O,X,X,X
LSOJTIZ,O,X,X,X,O,X,X,O,X,X,X,X
LSOJTZI,X,X,O,X,O,X,X,O,X,X,X,X
LSOJITZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,O,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,X,X,X,O,X,X,X
LSOZTJI,O,O,O,X,O,X,X,O,O,X,X,X
LSOZITJ,O,O,X,X,O,X,X,X,O,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X,O,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,O,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,O,X,X,X
LZTIJSO,O,X,X,X,X,X,X,X,X,X,O,X
LZTIJOS,O,X,X,X,X,X,X,X,X,X,O,X
LZTISJO,X,X,X,X,X,X,X,X,X,O,O,X
LZTISOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZTIOJS,X,X,X,O,X,X,X,X,X,X,O,X
LZTIOSJ,X,X,X,O,X,X,X,X,X,X,O,X
LZTJISO,O,X,X,X,X,X,X,X,X,X,O,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X,O,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,X,X,X,X,X,O,X,X,X,X,X,X
LZTJOIS,X,O,X,O,X,O,X,X,X,X,X,X
LZTJOSI,X,X,X,O,X,O,X,X,X,X,X,X
LZTSIJO,O,X,X,X,X,X,X,X,X,O,O,X
LZTSIOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZTSJIO,O,X,X,X,X,X,X,X,X,O,X,X
LZTSJOI,X,X,X,X,X,O,X,X,X,O,X,X
LZTSOIJ,X,X,X,O,O,O,X,X,X,O,X,X
LZTSOJI,X,X,X,O,O,O,X,X,X,O,X,X
LZTOIJS,X,O,X,O,O,O,X,X,X,X,O,X
LZTOISJ,X,X,X,O,O,O,X,X,X,X,O,X
LZTOJIS,X,O,X,O,O,O,X,X,X,X,X,X
LZTOJSI,X,X,X,O,O,O,X,X,X,X,X,X
LZTOSIJ,X,X,X,O,O,O,X,X,X,X,X,X
LZTOSJI,X,X,X,O,O,O,X,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,X,X,X,X,O,X
LZITJOS,O,X,X,X,X,X,X,X,X,X,O,X
LZITSJO,X,X,X,X,X,X,X,X,X,O,O,X
LZITSOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZITOJS,X,X,X,O,X,X,X,X,X,X,O,X
LZITOSJ,X,X,X,O,X,X,X,X,X,X,O,X
LZIJTSO,O,X,X,X,X,X,X,X,X,X,O,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X,O,X
LZIJSTO,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,O,X,O,X,X,X,X,X,O,X,X,X
LZIJOTS,O,O,O,X,X,O,X,X,X,X,X,X
LZIJOST,O,O,O,X,X,X,X,X,X,X,X,X
LZISTJO,O,X,X,X,X,X,X,X,X,O,O,X
LZISTOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZISJTO,O,X,X,X,X,X,X,X,X,O,X,X
LZISJOT,O,X,O,X,X,X,X,X,O,X,X,X
LZISOTJ,X,X,O,X,X,X,X,X,O,O,X,X
LZISOJT,O,X,O,X,X,X,X,X,O,X,X,X
LZIOTJS,O,O,O,O,X,O,X,X,X,X,O,X
LZIOTSJ,X,X,O,O,X,O,X,X,X,X,O,X
LZIOJTS,O,O,O,O,X,O,X,X,X,X,X,X
LZIOJST,O,O,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,O,O,X,X,X,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X,X,O,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,O,X
LZJTSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJTSOI,X,X,X,X,X,O,X,X,X,X,X,X
LZJTOIS,X,O,X,O,X,O,X,X,X,X,X,X
LZJTOSI,X,X,X,O,X,O,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,O,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,O,X
LZJISTO,O,X,X,X,X,X,X,X,X,X,X,X
LZJISOT,O,X,O,X,X,X,X,X,O,X,X,X
LZJIOTS,O,O,O,X,X,O,X,X,X,X,X,X
LZJIOST,O,O,O,X,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTOI,X,O,X,X,X,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X,O,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,O,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,O,X,X,X
LZJOTIS,O,O,O,O,X,O,X,X,X,X,X,X
LZJOTSI,O,X,O,O,X,O,X,X,O,X,X,X
LZJOITS,O,O,O,O,X,O,X,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,X,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,O,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,O,X,X,X
LZSTIJO,O,X,X,X,X,X,X,X,X,O,O,X
LZSTIOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZSTJIO,O,X,X,X,X,X,X,X,X,O,X,X
LZSTJOI,X,O,X,X,X,X,X,X,X,O,X,X
LZSTOIJ,X,O,X,O,O,X,X,X,X,O,X,X
LZSTOJI,X,O,X,O,O,X,X,X,X,O,X,X
LZSITJO,O,X,X,X,X,X,X,X,X,O,O,X
LZSITOJ,X,X,X,X,X,X,X,X,X,O,O,X
LZSIJTO,O,X,X,X,X,X,X,X,X,O,X,X
LZSIJOT,O,O,X,X,X,X,X,X,O,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,X,O,O,X,X
LZSIOJT,O,O,X,X,X,X,X,X,O,X,X,X
LZSJTIO,O,X,X,X,X,X,X,X,X,O,X,X
LZSJTOI,X,O,X,X,X,X,X,X,X,O,X,X
LZSJITO,O,X,X,X,X,X,X,X,X,O,X,X
LZSJIOT,O,O,X,X,X,X,X,X,O,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,O,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,O,X,X,X
LZSOTIJ,O,O,X,O,O,X,X,X,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X,X,O,O,X,X
LZSOITJ,O,O,X,O,O,X,X,X,O,O,X,X
LZSOIJT,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,O,X,X,X
LZOTIJS,O,O,O,O,O,O,X,X,X,X,O,X
LZOTISJ,X,X,O,O,O,O,X,X,X,X,O,X
LZOTJIS,O,O,O,O,O,O,X,X,X,X,X,X
LZOTJSI,O,X,O,O,O,O,X,X,O,X,X,X
LZOTSIJ,O,X,X,O,O,O,X,X,O,X,X,X
LZOTSJI,O,X,O,O,O,O,X,X,O,X,X,X
LZOITJS,O,O,O,O,O,O,X,X,X,X,O,X
LZOITSJ,X,X,O,O,O,O,X,X,X,X,O,X
LZOIJTS,O,O,O,O,X,O,X,X,X,X,X,X
LZOIJST,O,O,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,O,O,X,X,X,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,O,X,X,X,X,X,X
LZOJTSI,O,X,O,O,X,O,X,X,O,X,X,X
LZOJITS,O,O,O,O,X,O,X,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,X,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X,X,O,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,O,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,X,O,X,X,X
LZOSTJI,O,O,O,O,X,X,X,X,O,X,X,X
LZOSITJ,O,O,O,O,X,X,X,X,O,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,O,X,X,X
LOTIJSZ,O,X,X,O,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,O,O,X,X,X,X,X,X,X
LOTISJZ,O,X,X,O,O,X,X,X,X,X,X,X
LOTISZJ,O,X,X,O,O,O,X,X,X,X,X,X
LOTIZJS,O,X,X,O,O,O,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,O,O,X,X,X,X,X,X
LOTJISZ,O,X,O,O,O,X,X,X,X,X,X,X
LOTJIZS,O,X,O,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,X,O,O,X,X,O,X,X,X,X
LOTJSZI,X,X,O,O,O,X,X,O,X,X,X,X
LOTJZIS,O,X,O,O,O,X,X,X,X,X,X,X
LOTJZSI,O,X,O,O,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,O,X,X,O,X,X,X,X
LOTSIZJ,O,X,X,O,O,O,X,X,O,X,X,X
LOTSJIZ,O,X,X,O,O,X,X,O,X,X,X,X
LOTSJZI,X,X,O,O,O,X,X,O,X,X,X,X
LOTSZIJ,O,X,X,O,O,O,X,X,O,X,X,X
LOTSZJI,O,X,O,O,O,O,X,O,O,X,X,X
LOTZIJS,O,X,O,O,O,O,X,X,X,X,X,X
LOTZISJ,X,X,O,O,O,O,X,X,X,X,X,X
LOTZJIS,O,X,O,O,O,O,X,X,X,X,X,X
LOTZJSI,O,X,O,O,O,O,X,X,O,X,X,X
