sequence,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBTjBG?lBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhB9nB6?oBetBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB3iB9oBG?lBUqBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhBGjB6?sBNtBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je2EJvhFRhB9nBTjBS?qBXtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhF/lBRhBGjB6?sBNtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeRBJvhF9nBTjB0kB6?qBXtBmpB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeyEJvhFRhB9nBTjB+?qB0kBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBGlBT?oBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFalBRhB9oB+?qB0nBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhFRhB3iBGqBC?tBNqBctB
IZOJLST,O,X,O,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,X,X,X,X,X,X,O,X
IZOJSLT,O,X,O,X,X,X,X,X,X,O,X
IZOSTLJ,O,O,O,O,X,O,X,X,X,X,X
IZOSTJL,O,O,O,O,X,O,X,X,X,X,X
IZOSLTJ,O,O,O,O,X,O,X,X,X,X,X
IZOSLJT,X,X,X,O,X,O,X,X,X,X,X
IZOSJTL,O,O,O,O,X,O,X,X,X,X,X
IZOSJLT,O,X,O,O,X,O,X,X,X,X,X
IOTLJSZ,X,O,O,O,O,X,X,X,X,X,X
IOTLJZS,X,O,X,O,X,O,X,X,X,X,X
IOTLSJZ,O,O,O,O,O,X,O,X,X,X,X
IOTLSZJ,O,O,O,O,O,X,O,X,X,X,X
IOTLZJS,X,X,O,O,X,O,X,X,O,X,X
IOTLZSJ,X,X,O,O,X,O,O,X,X,X,X
IOTJLSZ,X,O,O,O,X,X,X,O,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X,X,X,X
IOTJSLZ,X,O,O,O,X,X,X,O,X,O,X
IOTJSZL,X,O,O,O,X,X,X,O,X,O,X
IOTJZLS,X,O,O,X,X,X,X,X,O,X,X
IOTJZSL,X,O,O,O,X,O,X,X,O,O,X
IOTSLJZ,O,O,O,O,O,X,O,O,X,X,X
IOTSLZJ,O,O,O,O,O,X,O,X,X,X,X
IOTSJLZ,O,O,O,O,O,X,O,O,X,X,X
IOTSJZL,O,O,O,O,X,X,X,O,X,X,X
IOTSZLJ,O,O,O,O,O,X,O,X,X,X,X
IOTSZJL,O,O,O,O,X,X,X,O,O,X,X
IOTZLJS,X,X,O,X,X,O,X,X,O,X,X
IOTZLSJ,O,X,O,X,X,O,X,X,X,X,X
IOTZJLS,O,O,O,X,X,X,X,X,O,X,X
IOTZJSL,O,O,O,O,X,O,X,X,O,O,X
IOTZSLJ,O,O,O,O,X,O,X,X,X,X,X
IOTZSJL,O,O,O,O,X,O,X,X,O,X,X
IOLTJSZ,X,O,O,O,O,X,X,X,X,X,X
IOLTJZS,X,O,X,O,X,O,X,X,X,X,X
IOLTSJZ,O,O,O,O,O,X,O,X,X,X,X
IOLTSZJ,O,O,O,O,O,X,O,X,X,X,X
IOLTZJS,X,X,O,O,X,O,X,X,X,X,X
IOLTZSJ,X,X,O,O,X,O,O,X,X,X,X
IOLJTSZ,X,X,O,O,O,X,X,X,X,X,O
IOLJTZS,X,X,X,O,X,X,X,X,X,X,O
IOLJSTZ,X,X,X,O,O,X,X,X,X,X,X
IOLJSZT,X,X,X,O,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,X,X,O
IOLJZST,X,X,X,X,X,X,X,X,X,X,O
IOLSTJZ,O,O,O,O,O,X,O,X,X,X,X
IOLSTZJ,O,O,O,O,O,X,O,X,X,X,X
IOLSJTZ,X,X,X,O,O,X,X,X,X,X,X
IOLSJZT,X,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,X,O,X,X,X,X
IOLSZJT,X,X,X,O,X,X,X,X,X,X,X
IOLZTJS,X,X,O,O,X,O,X,X,X,X,X
IOLZTSJ,X,X,O,O,X,O,O,X,X,X,X
IOLZJTS,X,X,O,X,X,X,X,X,X,X,X
IOLZJST,X,X,O,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,O,O,X,O,O,X,X,X,X
IOLZSJT,X,X,X,O,X,O,X,X,X,X,X
IOJTLSZ,X,O,O,O,X,X,X,O,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,X,X,X
IOJTSLZ,X,O,O,O,X,X,X,O,X,O,X
IOJTSZL,X,O,O,O,X,X,X,O,X,O,X
IOJTZLS,X,O,O,X,X,X,X,X,X,X,X
IOJTZSL,X,O,O,O,X,X,X,X,X,O,X
IOJLTSZ,X,O,O,O,X,X,X,O,X,X,O
IOJLTZS,X,O,X,O,X,X,X,X,X,X,O
IOJLSTZ,X,O,X,O,X,X,X,O,X,X,X
IOJLSZT,X,O,X,O,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,X,O
IOJLZST,X,X,X,X,X,X,X,X,X,X,O
IOJSTLZ,X,O,X,O,X,X,X,O,X,O,X
IOJSTZL,X,O,X,O,X,X,X,O,X,O,X
IOJSLTZ,X,O,X,O,X,X,X,O,X,O,X
IOJSLZT,X,O,X,O,X,X,X,X,X,O,X
IOJSZTL,X,O,X,O,X,X,X,X,X,O,X
IOJSZLT,X,O,X,O,X,X,X,X,X,O,X
IOJZTLS,X,X,O,X,X,X,X,X,X,X,X
IOJZTSL,X,X,O,X,X,X,X,X,X,O,X
IOJZLTS,X,X,O,X,X,X,X,X,X,X,X
IOJZLST,X,X,O,X,X,X,X,X,X,X,X
IOJZSTL,X,X,O,X,X,X,X,X,X,O,X
IOJZSLT,X,X,O,X,X,X,X,X,X,O,X
IOSTLJZ,O,O,O,O,O,X,O,O,X,X,X
IOSTLZJ,O,O,O,O,O,X,O,X,X,X,X
IOSTJLZ,O,O,O,O,O,X,O,O,X,X,X
IOSTJZL,O,O,O,O,X,X,X,O,X,X,X
IOSTZLJ,O,O,O,O,O,X,O,X,X,X,X
IOSTZJL,O,O,O,O,X,X,X,O,X,X,X
IOSLTJZ,O,O,O,O,O,X,O,X,X,X,X
IOSLTZJ,O,O,O,O,O,X,O,X,X,X,X
IOSLJTZ,X,X,X,O,O,X,X,X,X,X,X
IOSLJZT,X,X,X,O,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,X,X,O,X,X,X,X
IOSLZJT,X,X,X,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,O,X,X,X,O,X,X,X
IOSJTZL,X,O,X,O,X,X,X,O,X,X,X
IOSJLTZ,X,O,X,O,X,X,X,O,X,X,X
IOSJLZT,X,O,X,O,X,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,X,X,X,X,X,X
IOSJZLT,X,O,X,O,X,X,X,X,X,X,X
IOSZTLJ,O,O,O,O,X,X,X,X,X,X,X
IOSZTJL,O,O,O,O,X,X,X,X,X,X,X
IOSZLTJ,O,O,O,O,X,X,X,X,X,X,X
IOSZLJT,X,X,X,O,X,X,X,X,X,X,X
IOSZJTL,O,O,O,O,X,X,X,X,X,X,X
IOSZJLT,O,O,O,O,X,X,X,X,X,X,X
IOZTLJS,X,X,O,X,X,O,X,X,O,X,X
IOZTLSJ,O,X,O,X,X,O,X,X,X,X,X
IOZTJLS,O,O,O,X,X,X,X,X,O,X,X
IOZTJSL,O,O,O,O,X,O,X,X,O,O,X
IOZTSLJ,O,O,O,O,X,O,X,X,X,X,X
IOZTSJL,O,O,O,O,X,O,X,X,O,X,X
IOZLTJS,X,X,O,O,X,O,X,X,O,X,X
IOZLTSJ,O,X,O,O,X,O,X,X,X,X,X
IOZLJTS,X,X,O,X,X,X,X,X,O,X,X
IOZLJST,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,O,X,O,X,X,X,X,X
IOZLSJT,X,X,X,O,X,O,X,X,X,X,X
IOZJTLS,O,X,O,X,X,X,X,X,O,X,X
IOZJTSL,O,X,O,X,X,X,X,X,O,O,X
IOZJLTS,O,X,O,X,X,X,X,X,O,X,X
IOZJLST,O,X,O,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,X,X,X,X,X,X,O,X
IOZJSLT,O,X,O,X,X,X,X,X,X,O,X
IOZSTLJ,O,O,O,O,X,O,X,X,X,X,X
IOZSTJL,O,O,O,O,X,O,X,X,X,X,X
IOZSLTJ,O,O,O,O,X,O,X,X,X,X,X
IOZSLJT,X,X,X,O,X,O,X,X,X,X,X
IOZSJTL,O,O,O,O,X,O,X,X,X,X,X
IOZSJLT,O,X,O,O,X,O,X,X,X,X,X
LTIJSZO,X,O,O,O,O,X,O,O,X,O,O
LTIJSOZ,O,O,X,O,O,X,O,O,X,O,O
LTIJZSO,X,O,X,O,O,O,O,O,X,O,O
LTIJZOS,X,O,X,O,X,O,X,X,X,X,O
LTIJOSZ,X,O,X,O,O,X,X,O,X,X,O
LTIJOZS,X,O,X,O,X,O,X,X,X,X,O
LTISJZO,X,O,O,O,O,X,O,O,X,X,X
LTISJOZ,O,O,X,O,O,X,O,O,X,X,X
LTISZJO,O,O,O,O,O,X,O,X,X,X,X
LTISZOJ,O,X,O,O,O,X,O,X,X,X,X
LTISOJZ,O,X,X,O,O,X,O,O,X,X,X
LTISOZJ,O,X,O,O,O,X,O,X,X,X,X
LTIZJSO,O,X,O,O,O,O,O,X,O,O,X
LTIZJOS,O,X,O,O,X,O,X,X,O,X,X
LTIZSJO,O,X,O,O,O,O,O,X,X,X,X
LTIZSOJ,O,X,O,O,O,O,O,X,X,X,X
LTIZOJS,X,X,X,O,X,O,X,X,O,X,X
LTIZOSJ,O,X,O,O,X,O,O,X,X,X,X
LTIOJSZ,X,O,O,O,O,X,X,X,X,X,X
LTIOJZS,X,O,X,O,X,O,X,X,X,X,X
LTIOSJZ,O,O,O,O,O,X,O,X,X,X,X
LTIOSZJ,O,O,O,O,O,X,O,X,X,X,X
LTIOZJS,X,X,X,O,X,O,X,X,O,X,X
LTIOZSJ,X,X,O,O,X,O,O,X,X,X,X
LTJISZO,X,O,O,O,O,X,O,O,X,O,O
LTJISOZ,O,O,X,O,O,X,O,O,X,O,O
LTJIZSO,X,O,X,O,O,O,O,O,X,O,O
LTJIZOS,X,O,X,O,X,O,X,X,X,X,O
LTJIOSZ,X,O,X,O,O,X,X,O,X,X,O
LTJIOZS,X,O,X,O,X,O,X,X,X,X,O
LTJSIZO,X,O,O,O,O,X,O,O,X,O,O
LTJSIOZ,O,O,X,O,O,X,O,O,X,O,O
LTJSZIO,X,O,X,O,O,O,O,O,X,O,O
LTJSZOI,X,O,X,O,O,O,O,O,X,O,O
LTJSOIZ,O,O,X,O,O,X,O,O,X,O,O
LTJSOZI,X,O,X,O,O,O,O,O,X,O,O
LTJZISO,X,O,X,O,O,O,O,O,X,O,O
LTJZIOS,X,O,X,O,X,O,X,X,X,X,O
LTJZSIO,X,O,X,O,O,O,O,O,X,O,O
LTJZSOI,X,O,X,O,O,O,O,O,X,O,O
LTJZOIS,X,O,X,O,X,O,X,X,X,X,O
LTJZOSI,X,O,X,O,X,O,X,X,X,X,O
LTJOISZ,X,O,X,O,O,X,X,O,X,X,O
LTJOIZS,X,O,X,O,X,O,X,X,X,X,O
LTJOSIZ,X,O,X,O,O,X,X,O,X,X,O
LTJOSZI,X,O,X,O,O,O,X,O,X,X,O
LTJOZIS,X,O,X,O,X,O,X,X,X,X,O
LTJOZSI,X,O,X,O,X,O,X,X,X,X,O
LTSIJZO,X,O,O,O,O,X,O,O,X,X,X
LTSIJOZ,O,O,X,O,O,X,O,O,X,X,X
LTSIZJO,O,O,O,O,O,X,O,X,X,X,X
LTSIZOJ,O,X,O,O,O,X,O,X,X,X,X
LTSIOJZ,O,X,X,O,O,X,O,O,X,X,X
LTSIOZJ,O,X,O,O,O,X,O,X,X,X,X
LTSJIZO,X,O,O,O,O,X,O,O,X,O,X
LTSJIOZ,O,O,X,O,O,X,O,O,X,O,X
LTSJZIO,X,O,X,O,O,O,O,O,X,O,X
LTSJZOI,X,O,X,O,O,O,O,O,X,O,X
LTSJOIZ,O,O,X,O,O,X,O,O,X,O,X
LTSJOZI,X,O,X,O,O,O,O,O,X,O,X
LTSZIJO,O,O,O,O,O,O,O,X,X,X,X
LTSZIOJ,O,X,O,O,O,O,O,X,X,X,X
LTSZJIO,O,O,O,O,O,O,O,O,X,O,X
LTSZJOI,O,O,O,O,O,O,O,O,X,O,X
LTSZOIJ,O,X,O,O,O,O,O,X,X,X,X
LTSZOJI,O,X,O,O,O,O,O,O,X,X,X
LTSOIJZ,O,O,X,O,O,X,O,O,X,X,X
LTSOIZJ,O,O,O,O,O,X,O,X,X,X,X
LTSOJIZ,O,O,X,O,O,X,O,O,X,X,X
LTSOJZI,X,O,X,O,O,O,O,O,X,X,X
LTSOZIJ,O,O,X,O,O,O,O,X,X,X,X
LTSOZJI,O,O,X,O,O,O,O,O,X,X,X
LTZIJSO,O,X,O,O,O,O,O,X,O,O,X
LTZIJOS,O,X,O,O,X,O,X,X,O,X,X
LTZISJO,O,X,O,O,O,O,O,X,X,X,X
LTZISOJ,O,X,O,O,O,O,O,X,X,X,X
LTZIOJS,X,X,X,O,X,O,X,X,O,X,X
LTZIOSJ,O,X,O,O,X,O,O,X,X,X,X
LTZJISO,O,X,O,O,O,O,O,O,O,O,X
LTZJIOS,O,X,O,O,X,O,X,X,O,X,X
LTZJSIO,O,X,O,O,O,O,O,O,O,O,X
LTZJSOI,O,X,O,O,O,O,O,O,O,O,X
LTZJOIS,O,X,O,O,X,O,X,X,O,X,X
LTZJOSI,O,X,O,O,X,O,X,X,O,X,X
LTZSIJO,O,X,O,O,O,O,O,X,X,X,X
LTZSIOJ,O,X,O,O,O,O,O,X,X,X,X
LTZSJIO,O,X,O,O,O,O,O,O,O,O,X
LTZSJOI,O,X,O,O,O,O,O,O,O,O,X
LTZSOIJ,O,X,O,O,O,O,O,X,X,X,X
LTZSOJI,O,X,O,O,O,O,O,O,O,X,X
LTZOIJS,X,X,X,O,X,O,X,X,O,X,X
LTZOISJ,O,X,O,O,X,O,O,X,X,X,X
LTZOJIS,O,X,O,O,X,O,X,X,O,X,X
LTZOJSI,O,X,O,O,X,O,X,X,O,X,X
LTZOSIJ,O,X,O,O,X,O,O,X,X,X,X
LTZOSJI,O,X,O,O,X,O,O,X,O,X,X
LTOIJSZ,X,O,O,O,O,X,X,X,X,X,X
LTOIJZS,X,O,X,O,X,O,X,X,X,X,X
LTOISJZ,O,O,O,O,O,X,O,X,X,X,X
LTOISZJ,O,O,O,O,O,X,O,X,X,X,X
LTOIZJS,X,X,X,O,X,O,X,X,O,X,X
LTOIZSJ,X,X,O,O,X,O,O,X,X,X,X
LTOJISZ,X,O,O,O,O,X,X,O,X,X,O
LTOJIZS,X,O,X,O,X,O,X,X,X,X,O
LTOJSIZ,X,O,O,O,O,X,X,O,X,X,O
LTOJSZI,X,O,X,O,O,O,X,O,X,X,O
LTOJZIS,X,O,X,O,X,O,X,X,X,X,O
LTOJZSI,X,O,X,O,X,O,X,X,X,X,O
LTOSIJZ,O,O,O,O,O,X,O,O,X,X,X
LTOSIZJ,O,O,O,O,O,X,O,X,X,X,X
LTOSJIZ,O,O,O,O,O,X,O,O,X,X,X
LTOSJZI,X,O,X,O,O,O,O,O,X,X,X
LTOSZIJ,O,O,O,O,O,O,O,X,X,X,X
LTOSZJI,X,O,X,O,O,O,O,O,X,X,X
LTOZIJS,X,X,X,O,X,O,X,X,O,X,X
LTOZISJ,X,X,O,O,X,O,O,X,X,X,X
LTOZJIS,X,X,X,O,X,O,X,X,O,X,X
LTOZJSI,X,X,X,O,X,O,X,X,O,X,X
LTOZSIJ,X,X,O,O,X,O,O,X,X,X,X
LTOZSJI,X,X,X,O,X,O,O,X,O,X,X
LITJSZO,X,O,O,O,O,X,O,O,X,O,O
LITJSOZ,O,O,X,O,O,X,O,O,X,O,O
LITJZSO,X,O,X,O,O,O,O,O,X,O,O
LITJZOS,X,O,X,O,X,O,X,X,X,X,O
LITJOSZ,X,O,X,O,O,X,X,O,X,X,O
LITJOZS,X,O,X,O,X,O,X,X,X,X,O
LITSJZO,X,O,O,O,O,X,O,O,X,X,X
LITSJOZ,O,O,X,O,O,X,O,O,X,X,X
LITSZJO,O,O,O,O,O,X,O,X,X,X,X
LITSZOJ,O,X,O,O,O,X,O,X,X,X,X
LITSOJZ,O,X,X,O,O,X,O,O,X,X,X
LITSOZJ,O,X,O,O,O,X,O,X,X,X,X
LITZJSO,O,X,O,O,O,O,O,X,O,O,X
LITZJOS,O,X,O,O,X,O,X,X,O,X,X
LITZSJO,O,X,O,O,O,O,O,X,X,X,X
LITZSOJ,O,X,O,O,O,O,O,X,X,X,X
LITZOJS,X,X,X,O,X,O,X,X,O,X,X
LITZOSJ,O,X,O,O,X,O,O,X,X,X,X
LITOJSZ,X,O,O,O,O,X,X,X,X,X,X
LITOJZS,X,O,X,O,X,O,X,X,X,X,X
LITOSJZ,O,O,O,O,O,X,O,X,X,X,X
LITOSZJ,O,O,O,O,O,X,O,X,X,X,X
LITOZJS,X,X,X,O,X,O,X,X,O,X,X
LITOZSJ,X,X,O,O,X,O,O,X,X,X,X
LIJTSZO,X,X,O,O,O,X,O,O,X,O,O
LIJTSOZ,O,X,X,O,O,X,O,O,X,O,O
LIJTZSO,X,X,X,O,O,X,O,O,X,O,O
LIJTZOS,X,X,X,O,X,X,X,X,X,X,O
LIJTOSZ,X,X,X,O,O,X,X,O,X,X,O
LIJTOZS,X,X,X,O,X,X,X,X,X,X,O
LIJSTZO,X,X,X,O,O,X,O,O,X,O,O
LIJSTOZ,O,X,X,O,O,X,O,O,X,O,O
LIJSZTO,X,X,X,O,O,X,O,O,X,O,O
LIJSZOT,X,X,X,X,X,X,X,X,X,O,O
LIJSOTZ,X,X,X,X,O,X,X,O,X,O,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,X
LIJZTSO,X,X,X,X,O,X,O,O,X,O,O
LIJZTOS,X,X,X,X,X,X,X,X,X,X,O
LIJZSTO,X,X,X,X,O,X,O,O,X,O,O
LIJZSOT,X,X,X,X,X,X,X,X,X,O,O
LIJZOTS,X,X,X,X,X,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,X,X,X,O
LIJOTSZ,X,X,O,O,O,X,X,O,X,X,O
LIJOTZS,X,X,X,O,X,X,X,X,X,X,O
LIJOSTZ,X,X,X,O,O,X,X,O,X,X,X
LIJOSZT,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,O
LIJOZST,X,X,X,X,X,X,X,X,X,X,O
LISTJZO,X,O,O,O,O,X,O,O,X,X,X
LISTJOZ,O,O,X,O,O,X,O,O,X,X,X
LISTZJO,O,O,O,O,O,X,O,X,X,X,X
LISTZOJ,O,X,O,O,O,X,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,O,O,X,X,X
LISTOZJ,O,X,O,O,O,X,O,X,X,X,X
LISJTZO,X,X,X,O,O,X,O,O,X,X,O
LISJTOZ,O,X,X,O,O,X,O,O,X,X,O
LISJZTO,X,X,X,O,O,X,O,O,X,X,O
LISJZOT,X,X,X,X,X,X,X,X,X,X,O
LISJOTZ,X,X,X,X,O,X,X,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,O,O,X,O,X,X,X,X
LISZTOJ,O,X,X,O,O,X,O,X,X,X,X
LISZJTO,O,X,X,O,O,X,O,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,O,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,O,O,O,X,O,O,X,X,X
LISOTZJ,O,X,O,O,O,X,O,X,X,X,X
LISOJTZ,X,X,X,O,O,X,X,O,X,X,X
LISOJZT,X,X,X,O,X,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,X,O,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,O,O,O,O,O,X,O,O,X
LIZTJOS,O,X,O,O,X,O,X,X,O,X,X
LIZTSJO,O,X,O,O,O,O,O,X,X,X,X
LIZTSOJ,O,X,O,O,O,O,O,X,X,X,X
LIZTOJS,X,X,O,O,X,O,X,X,O,X,X
LIZTOSJ,O,X,O,O,X,O,O,X,X,X,X
LIZJTSO,O,X,O,X,O,X,O,X,O,O,O
LIZJTOS,O,X,O,X,X,X,X,X,O,X,O
LIZJSTO,O,X,O,X,O,X,O,X,O,O,O
LIZJSOT,O,X,O,X,X,X,X,X,X,O,O
LIZJOTS,O,X,O,X,X,X,X,X,O,X,O
LIZJOST,O,X,O,X,X,X,X,X,X,X,O
LIZSTJO,O,X,O,O,O,O,O,X,X,X,X
LIZSTOJ,O,X,O,O,O,O,O,X,X,X,X
LIZSJTO,O,X,X,O,O,O,O,X,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,O,X,O,O,X,O,O,X,X,X,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,O,O,X,O,X,X,X,X,X
LIZOTSJ,O,X,O,O,X,O,O,X,X,X,X
LIZOJTS,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,O,O,X,O,O,X,X,X,X
LIZOSJT,X,X,X,O,X,O,X,X,X,X,X
LIOTJSZ,X,O,O,O,O,X,X,X,X,X,X
LIOTJZS,X,O,X,O,X,O,X,X,X,X,X
LIOTSJZ,O,O,O,O,O,X,O,X,X,X,X
LIOTSZJ,O,O,O,O,O,X,O,X,X,X,X
LIOTZJS,X,X,O,O,X,O,X,X,X,X,X
LIOTZSJ,X,X,O,O,X,O,O,X,X,X,X
LIOJTSZ,X,X,O,O,O,X,X,X,X,X,O
LIOJTZS,X,X,X,O,X,X,X,X,X,X,O
LIOJSTZ,X,X,X,O,O,X,X,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,X,X,O
LIOJZST,X,X,X,X,X,X,X,X,X,X,O
LIOSTJZ,O,O,O,O,O,X,O,X,X,X,X
LIOSTZJ,O,O,O,O,O,X,O,X,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,O,X,X,O,X,X,X,X
LIOSZJT,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,X,X,O,O,X,O,X,X,X,X,X
LIOZTSJ,X,X,O,O,X,O,O,X,X,X,X
LIOZJTS,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,O,X,O,O,X,X,X,X
LIOZSJT,X,X,X,O,X,O,X,X,X,X,X
LJTISZO,X,O,O,O,O,X,O,O,X,O,O
LJTISOZ,O,O,X,O,O,X,O,O,X,O,O
LJTIZSO,X,O,X,O,O,O,O,O,X,O,O
LJTIZOS,X,O,X,O,X,O,X,X,X,X,O
LJTIOSZ,X,O,X,O,O,X,X,O,X,X,O
LJTIOZS,X,O,X,O,X,O,X,X,X,X,O
LJTSIZO,X,O,O,O,O,X,O,O,X,O,O
LJTSIOZ,O,O,X,O,O,X,O,O,X,O,O
LJTSZIO,X,O,X,O,O,O,O,O,X,O,O
LJTSZOI,X,O,X,O,O,O,O,O,X,O,O
LJTSOIZ,O,O,X,O,O,X,O,O,X,O,O
LJTSOZI,X,O,X,O,O,O,O,O,X,O,O
LJTZISO,X,O,X,O,O,O,O,O,X,O,O
LJTZIOS,X,O,X,O,X,O,X,X,X,X,O
LJTZSIO,X,O,X,O,O,O,O,O,X,O,O
LJTZSOI,X,O,X,O,O,O,O,O,X,O,O
LJTZOIS,X,O,X,O,X,O,X,X,X,X,O
LJTZOSI,X,O,X,O,X,O,X,X,X,X,O
LJTOISZ,X,O,X,O,O,X,X,O,X,X,O
LJTOIZS,X,O,X,O,X,O,X,X,X,X,O
LJTOSIZ,X,O,X,O,O,X,X,O,X,X,O
LJTOSZI,X,O,X,O,O,O,X,O,X,X,O
LJTOZIS,X,O,X,O,X,O,X,X,X,X,O
LJTOZSI,X,O,X,O,X,O,X,X,X,X,O
LJITSZO,X,O,O,O,O,X,O,O,X,O,O
LJITSOZ,O,O,X,O,O,X,O,O,X,O,O
LJITZSO,X,O,X,O,O,X,O,O,X,O,O
LJITZOS,X,O,X,O,X,X,X,X,X,X,O
LJITOSZ,X,O,X,O,O,X,X,O,X,X,O
LJITOZS,X,O,X,O,X,X,X,X,X,X,O
LJISTZO,X,O,X,O,O,X,O,O,X,O,O
LJISTOZ,O,O,X,O,O,X,O,O,X,O,O
LJISZTO,X,O,X,O,O,X,O,O,X,O,O
LJISZOT,X,X,X,X,X,X,X,X,X,O,O
LJISOTZ,X,O,X,X,O,X,X,O,X,O,X
LJISOZT,X,O,X,X,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,O,X,O,O,X,O,O
LJIZTOS,X,X,X,X,X,X,X,X,X,X,O
LJIZSTO,X,X,X,X,O,X,O,O,X,O,O
LJIZSOT,X,X,X,X,X,X,X,X,X,O,O
LJIZOTS,X,X,X,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,X,O,O,O,O,X,X,O,X,X,O
LJIOTZS,X,O,X,O,X,X,X,X,X,X,O
LJIOSTZ,X,O,X,O,O,X,X,O,X,X,X
LJIOSZT,X,O,X,O,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,X,X,X,X,X,X,X,O
LJSTIZO,X,O,X,O,O,X,O,O,X,O,O
LJSTIOZ,O,O,X,O,O,X,O,O,X,O,O
LJSTZIO,X,O,X,O,O,X,O,O,X,O,O
LJSTZOI,X,O,X,O,O,X,O,O,X,O,O
LJSTOIZ,O,O,X,O,O,X,O,O,X,O,O
LJSTOZI,X,O,X,O,O,X,O,O,X,O,O
LJSITZO,X,O,X,O,O,X,O,O,X,O,O
LJSITOZ,O,O,X,O,O,X,O,O,X,O,O
LJSIZTO,X,O,X,O,O,X,O,O,X,O,O
LJSIZOT,X,X,X,X,X,X,X,X,X,O,O
LJSIOTZ,X,O,X,X,O,X,X,O,X,O,X
LJSIOZT,X,O,X,X,X,X,X,X,X,O,X
LJSZTIO,X,O,X,O,O,X,O,O,X,O,O
LJSZTOI,X,O,X,O,O,X,O,O,X,O,O
LJSZITO,X,O,X,O,O,X,O,O,X,O,O
LJSZIOT,X,X,X,X,X,X,X,X,X,O,O
LJSZOTI,X,O,X,X,O,X,O,O,X,O,O
LJSZOIT,X,O,X,X,X,X,X,X,X,O,O
LJSOTIZ,O,O,X,O,O,X,O,O,X,O,O
LJSOTZI,X,O,X,O,O,X,O,O,X,O,O
LJSOITZ,X,O,X,O,O,X,X,O,X,O,X
LJSOIZT,X,O,X,O,X,X,X,X,X,O,X
LJSOZTI,X,O,X,O,O,X,O,O,X,O,O
LJSOZIT,X,O,X,O,X,X,X,X,X,O,O
LJZTISO,X,O,X,X,O,O,O,O,X,O,O
LJZTIOS,X,O,X,X,X,O,X,X,X,X,O
LJZTSIO,X,O,X,X,O,O,O,O,X,O,O
