sequence,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFXhBliBzkBU?nBGlByvB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFUgBFhBfqBG?nBinBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFzfBFhBfrBG?nBinBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFqkBTgBliBU?nB3qBOrB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiBOpBKqBf?rBTsBlpB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFVmBanBunBz?kBfrBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Jex/IvhFXhBliBUnBm?pBzqBipB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je3CJvhFOpBxlBlkBU?nBiqBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeRCJvhF3kBFmBTnB0?qBOpBiqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiB1pBfrBT?nBOpBKqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je2EJvhFVmBRiBTnBf?rBipBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUCJvhFOpBxlBlkB3?nBiqBzqB
LIZJTSO,O,X,X,O,X,X,X,X,X,X,X,O
LIZJTOS,O,X,X,X,X,O,X,X,X,X,X,O
LIZJSTO,O,X,O,O,X,X,X,O,X,X,X,O
LIZJSOT,O,X,O,O,X,X,X,O,X,X,X,O
LIZJOTS,O,X,X,X,X,O,X,X,X,X,X,O
LIZJOST,O,X,O,X,X,X,X,X,X,X,X,O
LIZSTJO,O,X,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,O,X,O,O,X,X,X,O,X,X,X,O
LIZSJOT,O,X,O,O,X,X,X,O,X,X,X,O
LIZSOTJ,O,X,O,O,X,X,X,X,X,X,X,X
LIZSOJT,O,X,O,O,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,O,X,X,X,X,X,O
LIZOJST,O,X,O,X,X,X,X,X,X,X,X,O
LIZOSTJ,O,X,O,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,O,O,X,X,X,X,O,X
LIOTJZS,X,X,X,X,X,O,X,X,X,X,O,X
LIOTSJZ,X,O,X,X,O,O,X,X,X,X,O,X
LIOTSZJ,O,O,X,X,O,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,X,X,X,X,O,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,O,O,X,X,X,X,O,X
LIOJTZS,X,X,X,X,X,O,X,X,X,X,O,X
LIOJSTZ,X,O,X,X,O,O,X,O,X,X,O,X
LIOJSZT,O,O,X,X,O,X,X,O,X,X,X,X
LIOJZTS,O,X,X,X,X,O,X,X,X,X,O,O
LIOJZST,O,X,X,X,O,X,X,X,X,X,X,O
LIOSTJZ,X,O,X,X,O,O,X,X,X,X,O,X
LIOSTZJ,O,O,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,O,O,X,O,X,X,O,X
LIOSJZT,O,O,X,O,O,X,X,O,X,X,X,X
LIOSZTJ,O,O,X,O,O,X,X,X,X,X,X,X
LIOSZJT,O,O,X,O,O,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,O,X,X,X,X,O,X
LIOZTSJ,O,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,O,X,X,X,X,O,O
LIOZJST,O,X,X,X,O,X,X,X,X,X,X,O
LIOZSTJ,O,X,X,O,O,X,X,X,X,X,X,X
LIOZSJT,O,X,X,O,O,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,O
LJTIZOS,X,X,X,X,X,O,X,X,X,X,X,O
LJTIOSZ,X,O,X,X,X,O,X,X,X,X,O,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,O,X
LJTSIZO,X,O,O,X,X,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJTSZIO,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,O,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,O,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,X,X,X,X,O,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,O,X
LJTOISZ,X,O,X,X,O,O,X,X,X,X,O,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,O,X
LJTOSIZ,X,O,X,X,O,O,O,X,X,X,O,X
LJTOSZI,X,O,X,X,O,X,X,X,X,X,O,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,O,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X
LJITSZO,X,O,O,X,X,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,O
LJITZOS,X,X,X,X,X,O,X,X,X,X,X,O
LJITOSZ,X,O,X,X,X,O,X,X,X,X,O,X
LJITOZS,X,X,X,X,X,O,X,X,X,X,O,X
LJISTZO,X,O,O,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJISZTO,O,O,O,O,X,X,X,O,X,X,X,O
LJISZOT,O,X,O,O,O,X,X,O,X,X,X,O
LJISOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LJISOZT,O,O,X,O,O,X,X,O,X,X,X,X
LJIZTSO,O,X,X,O,X,X,X,X,X,X,X,O
LJIZTOS,O,X,X,X,X,O,X,X,X,X,X,O
LJIZSTO,O,X,O,O,X,X,X,O,X,X,X,O
LJIZSOT,O,X,O,O,X,X,X,O,X,X,X,O
LJIZOTS,O,X,X,X,X,O,X,X,X,X,X,O
LJIZOST,O,X,O,X,X,X,X,X,X,X,X,O
LJIOTSZ,X,O,X,X,O,O,X,X,X,X,O,X
LJIOTZS,X,X,X,X,X,O,X,X,X,X,O,X
LJIOSTZ,X,O,X,X,O,O,X,O,X,X,O,X
LJIOSZT,O,O,X,X,O,X,X,O,X,X,X,X
LJIOZTS,O,X,X,X,X,O,X,X,X,X,O,O
LJIOZST,O,X,X,X,O,X,X,X,X,X,X,O
LJSTIZO,X,O,O,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJSTZIO,X,O,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LJSTOZI,X,X,X,X,O,X,X,X,X,X,O,X
LJSITZO,X,O,O,X,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,X,X,O,X,O,X,X,X,X
LJSIZTO,O,O,O,O,X,X,X,O,X,X,X,O
LJSIZOT,O,X,O,O,O,X,X,O,X,X,X,O
LJSIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LJSIOZT,O,O,X,O,O,X,X,O,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,X,X,O,O,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,O,X,X,X,X
LJSZIOT,O,X,X,O,O,X,X,O,X,X,X,X
LJSZOTI,O,X,X,O,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,O,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,O,X,X,X,X,O,X
LJSOTZI,X,O,X,X,O,X,X,X,X,X,O,X
LJSOITZ,X,O,X,X,O,O,X,O,X,X,O,X
LJSOIZT,O,O,X,O,O,X,X,O,X,X,X,X
LJSOZTI,O,O,X,O,O,X,X,X,X,X,X,X
LJSOZIT,O,O,X,O,O,X,X,X,X,X,X,X
LJZTISO,O,X,X,O,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,X,O,O,X,X,X,O,X
LJZTOSI,O,X,X,X,X,X,O,X,X,X,O,X
LJZITSO,O,X,X,O,X,X,X,X,X,X,X,O
LJZITOS,O,X,X,X,X,O,X,X,X,X,X,O
LJZISTO,O,X,O,O,X,X,X,O,X,X,X,O
LJZISOT,O,X,O,O,X,X,X,O,X,X,X,O
LJZIOTS,O,X,X,X,X,O,X,X,X,X,X,O
LJZIOST,O,X,O,X,X,X,X,X,X,X,X,O
LJZSTIO,O,X,O,O,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,O,O,X,X,X,X,X,X,X
LJZSITO,O,X,O,O,X,X,X,O,X,X,X,X
LJZSIOT,O,X,O,O,O,X,X,O,X,X,X,X
LJZSOTI,O,X,O,O,O,X,X,X,X,X,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,O,O,X,X,X,O,X
LJZOTSI,O,X,X,X,X,X,O,X,X,X,O,X
LJZOITS,O,X,X,X,X,O,O,X,X,X,O,X
LJZOIST,O,X,O,X,O,X,O,X,X,X,X,X
LJZOSTI,O,X,O,X,O,X,O,X,X,X,X,X
LJZOSIT,O,X,O,X,O,X,O,X,X,X,X,X
LJOTISZ,X,O,X,X,O,O,X,X,X,X,O,X
LJOTIZS,X,X,X,X,X,O,X,X,X,X,O,X
LJOTSIZ,X,O,X,X,O,O,O,X,X,X,O,X
LJOTSZI,X,O,X,X,O,X,X,X,X,X,O,X
LJOTZIS,X,X,X,X,X,O,X,X,X,X,O,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,O,X
LJOITSZ,X,O,X,X,O,O,X,X,X,X,O,X
LJOITZS,X,X,X,X,X,O,X,X,X,X,O,X
LJOISTZ,X,O,X,X,O,O,X,O,X,X,O,X
LJOISZT,O,O,X,X,O,X,X,O,X,X,X,X
LJOIZTS,O,X,X,X,X,O,X,X,X,X,O,O
LJOIZST,O,X,X,X,O,X,X,X,X,X,X,O
LJOSTIZ,X,O,X,X,O,O,O,X,X,X,O,X
LJOSTZI,X,O,X,X,O,X,X,X,X,X,O,X
LJOSITZ,X,O,X,X,O,O,O,O,X,X,O,X
LJOSIZT,O,O,X,X,O,X,O,O,X,X,X,X
LJOSZTI,O,O,X,X,O,X,O,X,X,X,X,X
LJOSZIT,O,O,X,X,O,X,O,X,X,X,X,X
LJOZTIS,O,X,X,X,X,O,O,X,X,X,O,X
LJOZTSI,O,X,X,X,X,X,O,X,X,X,O,X
LJOZITS,O,X,X,X,X,O,O,X,X,X,O,X
LJOZIST,O,X,X,X,O,X,O,X,X,X,X,X
LJOZSTI,O,X,X,X,O,X,O,X,X,X,X,X
LJOZSIT,O,X,X,X,O,X,O,X,X,X,X,X
LSTIJZO,X,X,O,X,X,X,X,O,X,X,X,X
LSTIJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSTIZJO,O,X,O,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,X,O,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LSTJOZI,X,X,X,X,O,X,X,X,X,X,O,X
LSTZIJO,O,X,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJIO,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,X,X,O,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,O,X,X,X,X,O,X,X
LSTZOJI,O,X,X,O,O,X,X,X,X,O,X,X
LSTOIJZ,X,X,X,X,O,O,X,X,X,O,O,X
LSTOIZJ,O,X,X,O,O,X,X,X,X,O,X,X
LSTOJIZ,X,X,X,X,O,O,X,X,X,O,O,X
LSTOJZI,X,X,X,X,O,X,X,X,X,O,O,X
LSTOZIJ,O,X,X,O,O,X,X,X,X,O,X,X
LSTOZJI,O,X,X,O,O,X,X,X,X,O,X,X
LSITJZO,X,X,O,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSITZJO,O,X,O,O,X,X,X,X,X,X,X,X
LSITZOJ,O,X,O,O,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,O,O,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSIJZTO,O,O,O,O,X,X,X,O,X,X,X,O
LSIJZOT,O,X,O,O,O,X,X,O,X,X,X,O
LSIJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LSIJOZT,O,O,X,O,O,X,X,O,X,X,X,X
LSIZTJO,O,O,O,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,O,X,X,X,X,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X,O,X,X,X,O
LSIZJOT,O,X,O,O,O,X,X,O,X,X,X,O
LSIZOTJ,O,X,O,O,O,X,X,X,X,X,X,X
LSIZOJT,O,X,O,O,O,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,O,O,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
LSIOJZT,O,O,X,O,O,X,X,O,X,X,X,X
LSIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
LSIOZJT,O,O,X,O,O,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LSJTOZI,X,X,X,X,O,X,X,X,X,X,O,X
LSJITZO,X,O,O,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,X,X,X,O,X,O,X,X,X,X
LSJIZTO,O,O,O,O,X,X,X,O,X,X,X,O
LSJIZOT,O,X,O,O,O,X,X,O,X,X,X,O
LSJIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LSJIOZT,O,O,X,O,O,X,X,O,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X,X,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,X,X,O,X,X,X,X
LSJZIOT,O,X,X,O,O,X,X,O,X,X,X,X
LSJZOTI,O,X,X,O,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,O,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,O,O,X,X,X,X,O,X
LSJOTZI,X,O,X,X,O,X,X,X,X,X,O,X
LSJOITZ,X,O,X,X,O,O,X,O,X,X,O,X
LSJOIZT,O,O,X,O,O,X,X,O,X,X,X,X
LSJOZTI,O,O,X,O,O,X,X,X,X,X,X,X
LSJOZIT,O,O,X,O,O,X,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,O,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,O,X,X,X,O,O,X,X
LSZTOJI,O,X,X,O,O,X,X,X,O,O,X,X
LSZITJO,O,O,X,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,O,X,X,X,O,X,X,X,X
LSZIJOT,O,X,X,O,O,X,X,O,X,X,X,X
LSZIOTJ,O,X,X,O,O,X,X,X,X,X,X,X
LSZIOJT,O,X,X,O,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,O,O,X,X,X,X,X,X,X
LSZJITO,O,O,X,O,X,X,X,O,X,X,X,X
LSZJIOT,O,X,X,O,O,X,X,O,X,X,X,X
LSZJOTI,O,X,X,O,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,O,X,X,X,O,O,X,X
LSZOTJI,O,X,X,O,O,X,X,X,O,O,X,X
LSZOITJ,O,X,X,O,O,X,X,X,O,O,X,X
LSZOIJT,O,X,X,O,O,X,X,X,X,X,X,X
LSZOJTI,O,X,X,O,O,X,X,X,X,X,X,X
LSZOJIT,O,X,X,O,O,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,O,O,X,X,X,O,O,X
LSOTIZJ,O,O,X,O,O,X,X,X,X,O,X,X
LSOTJIZ,X,O,X,X,O,O,X,X,X,O,O,X
LSOTJZI,X,O,X,X,O,X,X,X,X,O,O,X
LSOTZIJ,O,O,X,O,O,X,X,X,X,O,X,X
LSOTZJI,O,O,X,O,O,X,X,X,X,O,X,X
LSOITJZ,X,O,X,X,O,O,X,X,X,O,O,X
LSOITZJ,O,O,X,O,O,X,X,X,X,O,X,X
LSOIJTZ,X,O,X,X,O,O,X,O,X,X,O,X
LSOIJZT,O,O,X,O,O,X,X,O,X,X,X,X
LSOIZTJ,O,O,X,O,O,X,X,X,O,O,X,X
LSOIZJT,O,O,X,O,O,X,X,X,X,X,X,X
LSOJTIZ,X,O,X,X,O,O,X,X,X,X,O,X
LSOJTZI,X,O,X,X,O,X,X,X,X,X,O,X
LSOJITZ,X,O,X,X,O,O,X,O,X,X,O,X
LSOJIZT,O,O,X,O,O,X,X,O,X,X,X,X
LSOJZTI,O,O,X,O,O,X,X,X,X,X,X,X
LSOJZIT,O,O,X,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,O,O,X,X,X,O,O,X,X
LSOZTJI,O,O,X,O,O,X,X,X,O,O,X,X
LSOZITJ,O,O,X,O,O,X,X,X,O,O,X,X
LSOZIJT,O,O,X,O,O,X,X,X,X,X,X,X
LSOZJTI,O,O,X,O,O,X,X,X,X,X,X,X
LSOZJIT,O,O,X,O,O,X,X,X,X,X,X,X
LZTIJSO,O,X,X,O,X,X,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,O,X,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,O,X,X,X,X,X,X
LZTIOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,X,X,O,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,O,X,X,X,X,X,X
LZTJSIO,O,X,X,O,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,O,O,X,X,X,O,X
LZTJOSI,O,X,X,X,X,X,O,X,X,X,O,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LZTSJIO,O,X,X,O,X,X,X,X,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X,O,X,X,X
LZTSOJI,O,X,X,O,X,X,X,X,O,X,X,X
LZTOIJS,O,X,X,X,X,O,X,X,X,X,O,X
LZTOISJ,O,X,X,O,X,X,X,X,O,X,X,X
LZTOJIS,O,X,X,X,X,O,O,X,X,X,O,X
LZTOJSI,O,X,X,X,X,X,O,X,X,X,O,X
LZTOSIJ,O,X,X,O,X,X,O,X,O,X,X,X
LZTOSJI,O,X,X,O,X,X,O,X,O,X,X,X
LZITJSO,O,X,X,O,X,X,X,X,X,X,X,O
LZITJOS,O,X,X,X,X,O,X,X,X,X,X,O
LZITSJO,O,X,X,O,X,X,X,X,X,X,X,X
LZITSOJ,O,X,X,O,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,O,X,X,X,X,X,X
LZITOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LZIJTSO,O,X,X,O,X,X,X,X,X,X,X,O
LZIJTOS,O,X,X,X,X,O,X,X,X,X,X,O
LZIJSTO,O,X,O,O,X,X,X,O,X,X,X,O
LZIJSOT,O,X,O,O,X,X,X,O,X,X,X,O
LZIJOTS,O,X,X,X,X,O,X,X,X,X,X,O
LZIJOST,O,X,O,X,X,X,X,X,X,X,X,O
LZISTJO,O,X,O,O,X,X,X,X,X,X,X,X
LZISTOJ,O,X,O,O,X,X,X,X,X,X,X,X
LZISJTO,O,X,O,O,X,X,X,O,X,X,X,O
LZISJOT,O,X,O,O,X,X,X,O,X,X,X,O
LZISOTJ,O,X,O,O,X,X,X,X,X,X,X,X
LZISOJT,O,X,O,O,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,O,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,O,X,X,X,X,X,O
LZIOJST,O,X,O,X,X,X,X,X,X,X,X,O
LZIOSTJ,O,X,O,O,X,X,X,X,X,X,X,X
LZIOSJT,O,X,O,O,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,O,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,O,X,X,X,X,X,X
LZJTSIO,O,X,X,O,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,O,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,O,O,X,X,X,O,X
LZJTOSI,O,X,X,X,X,X,O,X,X,X,O,X
LZJITSO,O,X,X,O,X,X,X,X,X,X,X,O
LZJITOS,O,X,X,X,X,O,X,X,X,X,X,O
LZJISTO,O,X,O,O,X,X,X,O,X,X,X,O
LZJISOT,O,X,O,O,X,X,X,O,X,X,X,O
LZJIOTS,O,X,X,X,X,O,X,X,X,X,X,O
LZJIOST,O,X,O,X,X,X,X,X,X,X,X,O
LZJSTIO,O,X,O,O,X,X,X,X,X,X,X,X
LZJSTOI,O,X,O,O,O,X,X,X,X,X,X,X
LZJSITO,O,X,O,O,X,X,X,O,X,X,X,X
LZJSIOT,O,X,O,O,O,X,X,O,X,X,X,X
LZJSOTI,O,X,O,O,O,X,X,X,X,X,X,X
LZJSOIT,O,X,O,O,O,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,O,O,X,X,X,O,X
LZJOTSI,O,X,X,X,X,X,O,X,X,X,O,X
LZJOITS,O,X,X,X,X,O,O,X,X,X,O,X
LZJOIST,O,X,O,X,O,X,O,X,X,X,X,X
LZJOSTI,O,X,O,X,O,X,O,X,X,X,X,X
LZJOSIT,O,X,O,X,O,X,O,X,X,X,X,X
LZSTIJO,O,X,O,O,X,X,X,X,X,X,X,X
LZSTIOJ,O,X,O,O,X,X,X,X,X,X,X,X
LZSTJIO,O,X,O,O,X,X,X,X,X,X,X,X
LZSTJOI,O,X,O,O,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,O,O,O,X,X,X,O,O,X,X
LZSTOJI,O,X,O,O,O,X,X,X,O,O,X,X
LZSITJO,O,X,O,O,X,X,X,X,X,X,X,X
LZSITOJ,O,X,O,O,X,X,X,X,X,X,X,X
LZSIJTO,O,X,O,O,X,X,X,O,X,X,X,X
LZSIJOT,O,X,O,O,O,X,X,O,X,X,X,X
LZSIOTJ,O,X,O,O,O,X,X,X,X,X,X,X
LZSIOJT,O,X,O,O,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,X,X,X,X,X,X,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X,X,X,X
LZSJITO,O,X,O,O,X,X,X,O,X,X,X,X
LZSJIOT,O,X,O,O,O,X,X,O,X,X,X,X
LZSJOTI,O,X,O,O,O,X,X,X,X,X,X,X
LZSJOIT,O,X,O,O,O,X,X,X,X,X,X,X
LZSOTIJ,O,X,O,O,O,X,X,X,O,O,X,X
LZSOTJI,O,X,O,O,O,X,X,X,O,O,X,X
LZSOITJ,O,X,O,O,O,X,X,X,O,O,X,X
LZSOIJT,O,X,O,O,O,X,X,X,X,X,X,X
LZSOJTI,O,X,O,O,O,X,X,X,X,X,X,X
LZSOJIT,O,X,O,O,O,X,X,X,X,X,X,X
LZOTIJS,O,X,X,X,X,O,X,X,X,X,O,X
LZOTISJ,O,X,X,O,X,X,X,X,O,X,X,X
LZOTJIS,O,X,X,X,X,O,O,X,X,X,O,X
LZOTJSI,O,X,X,X,X,X,O,X,X,X,O,X
LZOTSIJ,O,X,X,O,X,X,O,X,O,X,X,X
LZOTSJI,O,X,X,O,X,X,O,X,O,X,X,X
LZOITJS,O,X,X,X,X,O,X,X,X,X,O,X
LZOITSJ,O,X,X,O,X,X,X,X,O,X,X,X
LZOIJTS,O,X,X,X,X,O,X,X,X,X,O,X
LZOIJST,O,X,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,X,O,O,O,X,X,X,O,O,X,X
LZOISJT,O,X,O,O,O,X,X,X,X,X,X,X
LZOJTIS,O,X,X,X,X,O,O,X,X,X,O,X
LZOJTSI,O,X,X,X,X,X,O,X,X,X,O,X
LZOJITS,O,X,X,X,X,O,O,X,X,X,O,X
LZOJIST,O,X,O,X,O,X,O,X,X,X,X,X
LZOJSTI,O,X,O,X,O,X,O,X,X,X,X,X
LZOJSIT,O,X,O,X,O,X,O,X,X,X,X,X
LZOSTIJ,O,X,O,O,O,X,O,X,O,O,X,X
LZOSTJI,O,X,O,O,O,X,O,X,O,O,X,X
LZOSITJ,O,X,O,O,O,X,O,X,O,O,X,X
LZOSIJT,O,X,O,O,O,X,X,X,X,X,X,X
LZOSJTI,O,X,O,O,O,X,O,X,X,X,X,X
LZOSJIT,O,X,O,O,O,X,O,X,X,X,X,X
LOTIJSZ,X,O,X,X,O,O,X,X,X,X,O,X
LOTIJZS,X,X,X,X,X,O,X,X,X,X,O,X
LOTISJZ,X,O,X,X,O,O,X,X,X,O,O,X
LOTISZJ,O,O,X,X,O,X,X,X,X,O,X,X
LOTIZJS,O,X,X,X,X,O,X,X,X,X,O,X
LOTIZSJ,O,X,X,X,X,X,X,X,O,X,X,X
LOTJISZ,X,O,X,X,O,O,X,X,X,X,O,X
LOTJIZS,X,X,X,X,X,O,X,X,X,X,O,X
LOTJSIZ,X,O,X,X,O,O,O,X,X,X,O,X
LOTJSZI,X,O,X,X,O,X,X,X,X,X,O,X
LOTJZIS,X,X,X,X,X,O,X,X,X,X,O,X
LOTJZSI,X,X,X,X,X,X,X,X,X,X,O,X
LOTSIJZ,X,O,X,X,O,O,O,X,X,O,O,X
LOTSIZJ,O,O,X,X,O,X,O,X,X,O,X,X
