sequence,v115@QhA8FeE8CeF8Jex/IvhF/mBUiBFjBTkB2qBSvB,v115@QhA8FeE8CeF8Jei/IvhF3gBUiBFjBTmBxpBWvB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjBTkBeqBSrB8qB,v115@QhA8FeE8CeF8JeKEJvhFRgBUiBFjBTmBXqBGqB,v115@QhA8FeE8CeF8JeKEJvhFUhBFiBXjBxqBupBTqB,v115@QhA8FeE8CeF8Jex/IvhFFiBXjB2pBSrB8qBzpB,v115@QhA8FeE8CeF8JeT/IvhFXjB2qBRmBCnB0pBlqB,v115@QhA8FeE8CeF8JeT/IvhFRhBFjBmlBCnB/qB0pB
JTLSZIO,O,X,X,X,X,O,X,X
JTLSZOI,O,X,O,X,X,O,X,O
JTLSOIZ,O,X,O,O,X,O,X,X
JTLSOZI,O,X,O,O,X,O,X,X
JTLZISO,X,X,X,X,X,O,X,X
JTLZIOS,X,X,X,X,X,O,X,O
JTLZSIO,X,X,X,X,X,O,X,X
JTLZSOI,X,X,O,X,X,O,X,O
JTLZOIS,X,X,O,O,X,O,X,O
JTLZOSI,X,X,O,O,X,O,X,O
JTLOISZ,O,X,O,X,X,O,X,X
JTLOIZS,X,X,O,O,X,O,X,X
JTLOSIZ,O,X,O,O,X,O,X,X
JTLOSZI,O,X,O,O,X,O,X,X
JTLOZIS,X,X,O,O,X,O,X,O
JTLOZSI,X,X,O,O,X,O,X,O
JTSILZO,O,X,X,X,O,O,X,X
JTSILOZ,X,X,O,X,O,O,X,X
JTSIZLO,O,X,X,X,O,X,X,X
JTSIZOL,O,X,X,X,X,X,O,X
JTSIOLZ,O,X,O,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X
JTSLIZO,O,X,X,X,O,O,X,X
JTSLIOZ,X,X,O,X,O,O,X,X
JTSLZIO,O,X,X,X,X,O,X,X
JTSLZOI,O,X,O,X,X,O,X,O
JTSLOIZ,O,X,O,O,X,O,X,X
JTSLOZI,O,X,O,O,X,O,X,X
JTSZILO,O,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,O,X
JTSZLIO,O,X,X,X,X,O,X,X
JTSZLOI,O,X,O,X,X,O,X,O
JTSZOIL,O,X,X,X,X,X,O,X
JTSZOLI,O,X,O,X,X,X,X,O
JTSOILZ,O,X,O,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,O,X,O,X,X
JTSOLZI,O,X,O,O,X,O,X,X
JTSOZIL,O,X,X,X,X,X,X,X
JTSOZLI,O,X,O,O,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,X
JTZILOS,X,X,X,X,X,X,X,O
JTZISLO,O,O,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,O,X
JTZIOLS,X,X,X,X,X,X,X,O
JTZIOSL,X,X,X,X,X,X,O,X
JTZLISO,X,X,X,X,X,O,X,X
JTZLIOS,X,X,X,X,X,O,X,O
JTZLSIO,X,X,X,X,X,O,X,X
JTZLSOI,X,X,O,X,X,O,X,O
JTZLOIS,X,X,O,O,X,O,X,O
JTZLOSI,X,X,O,O,X,O,X,O
JTZSILO,O,X,X,X,X,X,X,X
JTZSIOL,O,X,X,X,X,X,O,X
JTZSLIO,O,X,X,X,X,O,X,X
JTZSLOI,O,X,O,X,X,O,X,O
JTZSOIL,O,X,X,X,X,X,O,X
JTZSOLI,O,X,O,X,X,X,X,O
JTZOILS,X,O,X,X,X,X,X,O
JTZOISL,O,O,X,X,X,X,O,X
JTZOLIS,X,X,O,O,X,X,X,O
JTZOLSI,X,X,O,O,X,X,X,O
JTZOSIL,O,O,X,X,X,X,O,X
JTZOSLI,O,O,O,O,X,X,X,O
JTOILSZ,O,O,O,X,X,X,X,X
JTOILZS,X,O,O,X,X,X,X,X
JTOISLZ,O,O,O,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X
JTOLISZ,O,X,O,X,X,O,X,X
JTOLIZS,X,X,O,O,X,O,X,X
JTOLSIZ,O,X,O,O,X,O,X,X
JTOLSZI,O,X,O,O,X,O,X,X
JTOLZIS,X,X,O,O,X,O,X,O
JTOLZSI,X,X,O,O,X,O,X,O
JTOSILZ,O,O,O,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X
JTOSLIZ,O,X,O,O,X,O,X,X
JTOSLZI,O,O,O,O,X,O,X,X
JTOSZIL,O,O,X,X,X,X,X,X
JTOSZLI,O,O,O,O,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,O
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,X,X,O,O,X,X,X,O
JTOZLSI,X,X,O,O,X,X,X,O
JTOZSIL,O,O,X,X,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,O
JITLSZO,O,O,X,X,O,O,X,X
JITLSOZ,X,X,O,X,O,O,X,X
JITLZSO,X,O,X,X,O,O,X,X
JITLZOS,X,X,X,X,O,O,X,O
JITLOSZ,X,O,O,X,O,O,X,X
JITLOZS,X,O,O,X,O,O,X,X
JITSLZO,O,O,X,X,O,O,X,X
JITSLOZ,X,X,O,X,O,O,X,X
JITSZLO,O,O,X,X,O,X,X,X
JITSZOL,O,X,X,X,X,X,O,X
JITSOLZ,O,X,O,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,O,X,X,X
JITZLOS,X,X,X,X,O,X,X,O
JITZSLO,O,O,X,X,O,X,X,X
JITZSOL,O,X,X,X,X,X,O,X
JITZOLS,X,X,X,X,X,X,X,O
JITZOSL,X,X,X,X,X,X,O,X
JITOLSZ,O,O,O,X,X,X,X,X
JITOLZS,X,O,O,X,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X
JILTSZO,O,O,X,X,O,O,X,X
JILTSOZ,X,X,O,X,O,O,X,X
JILTZSO,X,O,X,X,O,O,X,X
JILTZOS,X,X,X,X,O,O,X,O
JILTOSZ,X,O,O,X,O,O,X,X
JILTOZS,X,O,O,X,O,O,X,X
JILSTZO,O,O,X,X,O,O,X,X
JILSTOZ,X,X,O,X,O,O,X,X
JILSZTO,O,O,X,X,O,O,X,X
JILSZOT,X,X,X,X,O,O,O,X
JILSOTZ,X,X,O,X,O,O,X,X
JILSOZT,X,X,O,X,O,O,X,X
JILZTSO,X,O,X,X,O,O,X,X
JILZTOS,X,X,X,X,O,O,X,O
JILZSTO,X,O,X,X,O,O,X,X
JILZSOT,X,X,X,X,O,O,O,X
JILZOTS,X,X,X,X,O,O,X,O
JILZOST,X,X,X,X,O,O,O,X
JILOTSZ,X,O,O,X,O,O,X,X
JILOTZS,X,O,O,X,O,O,X,X
JILOSTZ,X,O,O,X,O,O,X,X
JILOSZT,X,O,O,X,O,O,X,X
JILOZTS,X,O,O,X,O,O,X,X
JILOZST,X,O,O,X,O,O,X,X
JISTLZO,O,O,X,X,O,O,X,X
JISTLOZ,X,X,O,X,O,O,X,X
JISTZLO,O,O,X,X,O,X,X,X
JISTZOL,O,X,X,X,X,X,O,X
JISTOLZ,O,X,O,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,O,O,X,X
JISLTOZ,X,X,O,X,O,O,X,X
JISLZTO,O,O,X,X,O,O,X,X
JISLZOT,X,X,X,X,O,O,O,X
JISLOTZ,X,X,O,X,O,O,X,X
JISLOZT,X,X,O,X,O,O,X,X
JISZTLO,O,O,X,X,O,X,X,X
JISZTOL,O,X,X,X,X,X,O,X
JISZLTO,O,O,X,X,O,X,X,X
JISZLOT,X,X,X,X,O,X,O,X
JISZOTL,O,X,X,X,X,X,O,X
JISZOLT,O,X,X,X,X,X,O,X
JISOTLZ,O,X,O,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,O,X
JISOZLT,O,X,X,X,X,X,O,X
JIZTLSO,X,O,X,X,O,X,X,X
JIZTLOS,X,X,X,X,O,X,X,O
JIZTSLO,O,O,X,X,O,X,X,X
JIZTSOL,O,X,X,X,X,X,O,X
JIZTOLS,X,X,X,X,X,X,X,O
JIZTOSL,X,X,X,X,X,X,O,X
JIZLTSO,X,O,X,X,O,X,X,X
JIZLTOS,X,X,X,X,O,X,X,O
JIZLSTO,X,O,X,X,O,X,X,X
JIZLSOT,X,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,O,X,X,O
JIZLOST,X,X,X,X,O,X,O,X
JIZSTLO,O,O,X,X,O,X,X,X
JIZSTOL,O,X,X,X,X,X,O,X
JIZSLTO,O,O,X,X,O,X,X,X
JIZSLOT,X,X,X,X,O,X,O,X
JIZSOTL,O,X,X,X,X,X,O,X
JIZSOLT,X,X,X,X,X,X,O,X
JIZOTLS,X,X,X,X,X,X,X,O
JIZOTSL,X,X,X,X,X,X,O,X
JIZOLTS,X,X,X,X,X,X,X,O
JIZOLST,X,X,X,X,X,X,O,X
JIZOSTL,X,X,X,X,X,X,O,X
JIZOSLT,X,X,X,X,X,X,O,X
JIOTLSZ,O,O,O,X,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X,X
JIOLSZT,O,O,O,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,X
JIOLZST,X,O,O,X,X,X,X,X
JIOSTLZ,O,O,O,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,X,X
JIOSLZT,O,O,O,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,O,X
JIOSZLT,O,O,X,X,X,X,O,X
JIOZTLS,X,O,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,O,X
JIOZLTS,X,O,X,X,X,X,X,X
JIOZLST,X,O,X,X,X,X,O,X
JIOZSTL,O,O,X,X,X,X,O,X
JIOZSLT,O,O,X,X,X,X,O,X
JLTISZO,O,X,X,X,O,O,X,X
JLTISOZ,X,X,O,X,O,O,X,X
JLTIZSO,X,X,X,X,O,O,X,X
JLTIZOS,X,X,X,X,O,O,X,O
JLTIOSZ,X,X,O,X,O,O,X,X
JLTIOZS,X,X,O,X,O,O,X,X
JLTSIZO,O,X,X,X,O,O,X,X
JLTSIOZ,X,X,O,X,O,O,X,X
JLTSZIO,O,X,X,X,X,O,X,X
JLTSZOI,O,X,O,X,X,O,X,O
JLTSOIZ,O,X,O,O,X,O,X,X
JLTSOZI,O,X,O,O,X,O,X,X
JLTZISO,X,X,X,X,X,O,X,X
JLTZIOS,X,X,X,X,X,O,X,O
JLTZSIO,X,X,X,X,X,O,X,X
JLTZSOI,X,X,O,X,X,O,X,O
JLTZOIS,X,X,O,O,X,O,X,O
JLTZOSI,X,X,O,O,X,O,X,O
JLTOISZ,O,X,O,X,X,O,X,X
JLTOIZS,X,X,O,O,X,O,X,X
JLTOSIZ,O,X,O,O,X,O,X,X
JLTOSZI,O,X,O,O,X,O,X,X
JLTOZIS,X,X,O,O,X,O,X,O
JLTOZSI,X,X,O,O,X,O,X,O
JLITSZO,O,X,X,X,O,O,X,X
JLITSOZ,X,X,O,X,O,O,X,X
JLITZSO,X,X,X,X,O,O,X,X
JLITZOS,X,X,X,X,O,O,X,O
JLITOSZ,X,X,O,X,O,O,X,X
JLITOZS,X,X,O,X,O,O,X,X
JLISTZO,O,X,X,X,O,O,X,X
JLISTOZ,X,X,O,X,O,O,X,X
JLISZTO,O,X,X,X,O,O,X,X
JLISZOT,X,X,X,X,O,O,O,X
JLISOTZ,X,X,O,X,O,O,X,X
JLISOZT,X,X,O,X,O,O,X,X
JLIZTSO,X,X,X,X,O,O,X,X
JLIZTOS,X,X,X,X,O,O,X,O
JLIZSTO,X,X,X,X,O,O,X,X
JLIZSOT,X,X,X,X,O,O,O,X
JLIZOTS,X,X,X,X,O,O,X,O
JLIZOST,X,X,X,X,O,O,O,X
JLIOTSZ,X,X,O,X,O,O,X,X
JLIOTZS,X,X,O,X,O,O,X,X
JLIOSTZ,X,X,O,X,O,O,X,X
JLIOSZT,X,X,O,X,O,O,X,X
JLIOZTS,X,X,O,X,O,O,X,X
JLIOZST,X,X,O,X,O,O,X,X
JLSTIZO,O,X,X,X,O,O,X,X
JLSTIOZ,X,X,O,X,O,O,X,X
JLSTZIO,O,X,X,X,X,O,X,X
JLSTZOI,O,X,O,X,X,O,X,O
JLSTOIZ,O,X,O,O,X,O,X,X
JLSTOZI,O,X,O,O,X,O,X,X
JLSITZO,O,X,X,X,O,O,X,X
JLSITOZ,X,X,O,X,O,O,X,X
JLSIZTO,O,X,X,X,O,O,X,X
JLSIZOT,X,X,X,X,O,O,O,X
JLSIOTZ,X,X,O,X,O,O,X,X
JLSIOZT,X,X,O,X,O,O,X,X
JLSZTIO,O,X,X,X,X,O,X,X
JLSZTOI,O,X,O,X,X,O,X,O
JLSZITO,O,X,X,X,X,O,X,X
JLSZIOT,X,X,X,X,X,O,O,X
JLSZOTI,O,X,O,X,X,O,X,O
JLSZOIT,O,X,O,X,X,O,O,X
JLSOTIZ,O,X,O,O,X,O,X,X
JLSOTZI,O,X,O,O,X,O,X,X
JLSOITZ,O,X,O,O,X,O,X,X
JLSOIZT,O,X,O,O,X,O,X,X
JLSOZTI,O,X,O,O,X,O,X,X
JLSOZIT,O,X,O,O,X,O,X,X
JLZTISO,X,X,X,X,X,O,X,X
JLZTIOS,X,X,X,X,X,O,X,O
JLZTSIO,X,X,X,X,X,O,X,X
JLZTSOI,X,X,O,X,X,O,X,O
JLZTOIS,X,X,O,O,X,O,X,O
JLZTOSI,X,X,O,O,X,O,X,O
JLZITSO,X,X,X,X,X,O,X,X
JLZITOS,X,X,X,X,X,O,X,O
JLZISTO,X,X,X,X,X,O,X,X
JLZISOT,X,X,X,X,X,O,O,X
JLZIOTS,X,X,X,X,X,O,X,O
JLZIOST,X,X,X,X,X,O,O,X
JLZSTIO,X,X,X,X,X,O,X,X
JLZSTOI,X,X,O,X,X,O,X,O
JLZSITO,X,X,X,X,X,O,X,X
JLZSIOT,X,X,X,X,X,O,O,X
JLZSOTI,X,X,O,X,X,O,X,O
JLZSOIT,X,X,O,X,X,O,O,X
JLZOTIS,X,X,O,O,X,O,X,O
JLZOTSI,X,X,O,O,X,O,X,O
JLZOITS,X,X,O,O,X,O,X,O
JLZOIST,X,X,O,X,X,O,O,X
JLZOSTI,X,X,O,O,X,O,X,O
JLZOSIT,X,X,O,O,X,O,O,X
JLOTISZ,O,X,O,X,X,O,X,X
JLOTIZS,X,X,O,O,X,O,X,X
JLOTSIZ,O,X,O,O,X,O,X,X
JLOTSZI,O,X,O,O,X,O,X,X
JLOTZIS,X,X,O,O,X,O,X,O
JLOTZSI,X,X,O,O,X,O,X,O
JLOITSZ,O,X,O,X,X,O,X,X
JLOITZS,X,X,O,O,X,O,X,X
JLOISTZ,O,X,O,X,X,O,X,X
JLOISZT,O,X,O,X,X,O,X,X
JLOIZTS,X,X,O,O,X,O,X,X
JLOIZST,X,X,O,X,X,O,X,X
JLOSTIZ,O,X,O,O,X,O,X,X
JLOSTZI,O,X,O,O,X,O,X,X
JLOSITZ,O,X,O,O,X,O,X,X
JLOSIZT,O,X,O,O,X,O,X,X
JLOSZTI,O,X,O,O,X,O,X,X
JLOSZIT,O,X,O,O,X,O,X,X
JLOZTIS,X,X,O,O,X,O,X,O
JLOZTSI,X,X,O,O,X,O,X,O
JLOZITS,X,X,O,O,X,O,X,O
JLOZIST,X,X,O,X,X,O,X,X
JLOZSTI,X,X,O,O,X,O,X,O
JLOZSIT,X,X,O,O,X,O,X,X
JSTILZO,O,X,X,X,O,O,X,X
JSTILOZ,X,X,O,X,O,O,X,X
JSTIZLO,O,X,X,X,O,X,X,X
JSTIZOL,O,X,X,X,X,X,O,X
JSTIOLZ,O,X,O,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X
JSTLIZO,O,X,X,X,O,O,X,X
JSTLIOZ,X,X,O,X,O,O,X,X
JSTLZIO,O,X,X,X,X,O,X,X
JSTLZOI,O,X,O,X,X,O,X,O
JSTLOIZ,O,X,O,O,X,O,X,X
JSTLOZI,O,X,O,O,X,O,X,X
JSTZILO,O,X,X,X,X,X,X,X
JSTZIOL,O,X,X,X,X,X,O,X
JSTZLIO,O,X,X,X,X,O,X,X
JSTZLOI,O,X,O,X,X,O,X,O
JSTZOIL,O,X,X,X,X,X,O,X
JSTZOLI,O,X,O,X,X,X,X,O
JSTOILZ,O,X,O,X,X,X,X,X
JSTOIZL,O,X,X,X,X,X,X,X
JSTOLIZ,O,X,O,O,X,O,X,X
JSTOLZI,O,X,O,O,X,O,X,X
JSTOZIL,O,X,X,X,X,X,X,X
JSTOZLI,O,X,O,O,X,X,X,X
JSITLZO,O,X,X,X,O,O,X,X
JSITLOZ,X,X,O,X,O,O,X,X
JSITZLO,O,X,X,X,O,X,X,X
JSITZOL,O,X,X,X,X,X,O,X
JSITOLZ,O,X,O,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,O,O,X,X
JSILTOZ,X,X,O,X,O,O,X,X
JSILZTO,O,X,X,X,O,O,X,X
JSILZOT,X,X,X,X,O,O,O,X
JSILOTZ,X,X,O,X,O,O,X,X
JSILOZT,X,X,O,X,O,O,X,X
JSIZTLO,O,X,X,X,O,X,X,X
JSIZTOL,O,X,X,X,X,X,O,X
JSIZLTO,O,X,X,X,O,X,X,X
JSIZLOT,X,X,X,X,O,X,O,X
JSIZOTL,O,X,X,X,X,X,O,X
JSIZOLT,O,X,X,X,X,X,O,X
JSIOTLZ,O,X,O,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,O,X
JSIOZLT,O,X,X,X,X,X,O,X
JSLTIZO,O,X,X,X,O,O,X,X
JSLTIOZ,X,X,O,X,O,O,X,X
JSLTZIO,O,X,X,X,X,O,X,X
JSLTZOI,O,X,O,X,X,O,X,O
JSLTOIZ,O,X,O,O,X,O,X,X
JSLTOZI,O,X,O,O,X,O,X,X
JSLITZO,O,X,X,X,O,O,X,X
JSLITOZ,X,X,O,X,O,O,X,X
JSLIZTO,O,X,X,X,O,O,X,X
JSLIZOT,X,X,X,X,O,O,O,X
JSLIOTZ,X,X,O,X,O,O,X,X
JSLIOZT,X,X,O,X,O,O,X,X
JSLZTIO,O,X,X,X,X,O,X,X
JSLZTOI,O,X,O,X,X,O,X,O
JSLZITO,O,X,X,X,X,O,X,X
JSLZIOT,X,X,X,X,X,O,O,X
JSLZOTI,O,X,O,X,X,O,X,O
JSLZOIT,O,X,O,X,X,O,O,X
JSLOTIZ,O,X,O,O,X,O,X,X
JSLOTZI,O,X,O,O,X,O,X,X
JSLOITZ,O,X,O,O,X,O,X,X
JSLOIZT,O,X,O,O,X,O,X,X
JSLOZTI,O,X,O,O,X,O,X,X
JSLOZIT,O,X,O,O,X,O,X,X
JSZTILO,O,X,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,O,X
JSZTLIO,O,X,X,X,X,O,X,X
JSZTLOI,O,X,O,X,X,O,X,O
JSZTOIL,O,X,X,X,X,X,O,X
JSZTOLI,O,X,O,X,X,X,X,O
JSZITLO,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,O,X
JSZILTO,O,X,X,X,X,X,X,X
JSZILOT,X,X,X,X,X,X,O,X
JSZIOTL,O,X,X,X,X,X,O,X
JSZIOLT,O,X,X,X,X,X,O,X
JSZLTIO,O,X,X,X,X,O,X,X
JSZLTOI,O,X,O,X,X,O,X,O
JSZLITO,O,X,X,X,X,O,X,X
JSZLIOT,X,X,X,X,X,O,O,X
JSZLOTI,O,X,O,X,X,O,X,O
JSZLOIT,O,X,O,X,X,O,O,X
JSZOTIL,O,X,X,X,X,X,O,X
JSZOTLI,O,X,O,X,X,X,X,O
JSZOITL,O,X,X,X,X,X,O,X
JSZOILT,O,X,X,X,X,X,O,X
JSZOLTI,O,X,O,X,X,X,X,O
JSZOLIT,O,X,O,X,X,X,O,X
JSOTILZ,O,X,O,X,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,X,O,X,X
JSOTLZI,O,X,O,O,X,O,X,X
JSOTZIL,O,X,X,X,X,X,X,X
JSOTZLI,O,X,O,O,X,X,X,X
JSOITLZ,O,X,O,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X
JSOILTZ,O,X,O,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,O,X
JSOIZLT,O,X,X,X,X,X,O,X
JSOLTIZ,O,X,O,O,X,O,X,X
JSOLTZI,O,X,O,O,X,O,X,X
JSOLITZ,O,X,O,O,X,O,X,X
JSOLIZT,O,X,O,O,X,O,X,X
JSOLZTI,O,X,O,O,X,O,X,X
JSOLZIT,O,X,O,O,X,O,X,X
JSOZTIL,O,X,X,X,X,X,O,X
JSOZTLI,O,X,O,O,X,X,X,X
JSOZITL,O,X,X,X,X,X,O,X
JSOZILT,O,X,X,X,X,X,O,X
JSOZLTI,O,X,O,O,X,X,X,X
JSOZLIT,O,X,O,O,X,X,O,X
JZTILSO,X,O,X,X,X,X,X,X
JZTILOS,X,X,X,X,X,X,X,O
JZTISLO,O,O,X,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,O,X
JZTIOLS,X,X,X,X,X,X,X,O
JZTIOSL,X,X,X,X,X,X,O,X
JZTLISO,X,X,X,X,X,O,X,X
JZTLIOS,X,X,X,X,X,O,X,O
JZTLSIO,X,X,X,X,X,O,X,X
JZTLSOI,X,X,O,X,X,O,X,O
JZTLOIS,X,X,O,O,X,O,X,O
JZTLOSI,X,X,O,O,X,O,X,O
JZTSILO,O,X,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,O,X
JZTSLIO,O,X,X,X,X,O,X,X
JZTSLOI,O,X,O,X,X,O,X,O
JZTSOIL,O,X,X,X,X,X,O,X
JZTSOLI,O,X,O,X,X,X,X,O
JZTOILS,X,O,X,X,X,X,X,O
JZTOISL,O,O,X,X,X,X,O,X
JZTOLIS,X,X,O,O,X,X,X,O
JZTOLSI,X,X,O,O,X,X,X,O
JZTOSIL,O,O,X,X,X,X,O,X
JZTOSLI,O,O,O,O,X,X,X,O
JZITLSO,X,O,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,X,X,O
JZITSLO,O,O,X,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,O,X
JZITOLS,X,X,X,X,X,X,X,O
JZITOSL,X,X,X,X,X,X,O,X
JZILTSO,X,O,X,X,X,X,X,X
JZILTOS,X,X,X,X,X,X,X,O
JZILSTO,X,O,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,O,X
JZILOTS,X,X,X,X,X,X,X,O
JZILOST,X,X,X,X,X,X,O,X
JZISTLO,O,O,X,X,X,X,X,X
JZISTOL,O,X,X,X,X,X,O,X
JZISLTO,O,O,X,X,X,X,X,X
JZISLOT,X,X,X,X,X,X,O,X
JZISOTL,O,X,X,X,X,X,O,X
JZISOLT,X,X,X,X,X,X,O,X
JZIOTLS,X,X,X,X,X,X,X,O
JZIOTSL,X,X,X,X,X,X,O,X
JZIOLTS,X,X,X,X,X,X,X,O
JZIOLST,X,X,X,X,X,X,O,X
JZIOSTL,X,X,X,X,X,X,O,X
JZIOSLT,X,X,X,X,X,X,O,X
JZLTISO,X,X,X,X,X,O,X,X
JZLTIOS,X,X,X,X,X,O,X,O
JZLTSIO,X,X,X,X,X,O,X,X
JZLTSOI,X,X,O,X,X,O,X,O
JZLTOIS,X,X,O,O,X,O,X,O
JZLTOSI,X,X,O,O,X,O,X,O
JZLITSO,X,X,X,X,X,O,X,X
JZLITOS,X,X,X,X,X,O,X,O
JZLISTO,X,X,X,X,X,O,X,X
JZLISOT,X,X,X,X,X,O,O,X
JZLIOTS,X,X,X,X,X,O,X,O
JZLIOST,X,X,X,X,X,O,O,X
JZLSTIO,X,X,X,X,X,O,X,X
JZLSTOI,X,X,O,X,X,O,X,O
JZLSITO,X,X,X,X,X,O,X,X
JZLSIOT,X,X,X,X,X,O,O,X
JZLSOTI,X,X,O,X,X,O,X,O
JZLSOIT,X,X,O,X,X,O,O,X
JZLOTIS,X,X,O,O,X,O,X,O
JZLOTSI,X,X,O,O,X,O,X,O
JZLOITS,X,X,O,O,X,O,X,O
JZLOIST,X,X,O,X,X,O,O,X
JZLOSTI,X,X,O,O,X,O,X,O
JZLOSIT,X,X,O,O,X,O,O,X
JZSTILO,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X,O,X
JZSTLIO,O,X,X,X,X,O,X,X
JZSTLOI,O,X,O,X,X,O,X,O
JZSTOIL,O,X,X,X,X,X,O,X
JZSTOLI,O,X,O,X,X,X,X,O
JZSITLO,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,O,X
JZSILTO,O,X,X,X,X,X,X,X
JZSILOT,X,X,X,X,X,X,O,X
JZSIOTL,O,X,X,X,X,X,O,X
JZSIOLT,O,X,X,X,X,X,O,X
JZSLTIO,O,X,X,X,X,O,X,X
JZSLTOI,O,X,O,X,X,O,X,O
JZSLITO,O,X,X,X,X,O,X,X
JZSLIOT,X,X,X,X,X,O,O,X
JZSLOTI,O,X,O,X,X,O,X,O
JZSLOIT,O,X,O,X,X,O,O,X
JZSOTIL,O,X,X,X,X,X,O,X
JZSOTLI,O,X,O,X,X,X,X,O
JZSOITL,O,X,X,X,X,X,O,X
JZSOILT,O,X,X,X,X,X,O,X
JZSOLTI,O,X,O,X,X,X,X,O
JZSOLIT,O,X,O,X,X,X,O,X
JZOTILS,X,O,X,X,X,X,X,O
JZOTISL,O,O,X,X,X,X,O,X
JZOTLIS,X,X,O,O,X,X,X,O
JZOTLSI,X,X,O,O,X,X,X,O
JZOTSIL,O,O,X,X,X,X,O,X
JZOTSLI,O,O,O,O,X,X,X,O
JZOITLS,X,O,X,X,X,X,X,O
JZOITSL,O,O,X,X,X,X,O,X
JZOILTS,X,O,X,X,X,X,X,O
JZOILST,X,O,X,X,X,X,O,X
JZOISTL,O,O,X,X,X,X,O,X
JZOISLT,O,O,X,X,X,X,O,X
JZOLTIS,X,X,O,O,X,X,X,O
JZOLTSI,X,X,O,O,X,X,X,O
JZOLITS,X,X,O,O,X,X,X,O
JZOLIST,X,X,O,X,X,X,O,X
JZOLSTI,X,X,O,O,X,X,X,O
JZOLSIT,X,X,O,O,X,X,O,X
JZOSTIL,O,O,X,X,X,X,O,X
JZOSTLI,O,O,O,O,X,X,X,O
JZOSITL,O,O,X,X,X,X,O,X
JZOSILT,O,O,X,X,X,X,O,X
JZOSLTI,O,O,O,O,X,X,X,O
JZOSLIT,O,X,O,O,X,X,O,X
JOTILSZ,O,O,O,X,X,X,X,X
JOTILZS,X,O,O,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,X
JOTLISZ,O,X,O,X,X,O,X,X
