sequence,v115@9gD8FeA8IeB8HeB8EeC8JefIJvhF6oBRlBUnBlmBTq?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JeGDJvhFaqBRmBUoBlmBzq?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFxiBToBmqBCsBUq?BFsB,v115@9gD8FeA8IeB8HeB8EeC8Je0BJvhFxiBFlBSsBToB3q?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhFTjBFlB0mBWtB3q?BywB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF8nB+oBFlB3qBzr?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeVGJvhFUlBOsBToB3mBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JezCJvhF+oBRlBiqBFsB8r?BXrB,v115@9gD8FeA8IeB8HeB8EeC8JeKGJvhFWnBxiBToB0qBXs?BFqB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBToBxqBXsBUq?BFrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFVnBUlBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBUlBToBxrB3q?B1wB,v115@9gD8FeA8IeB8HeB8EeC8JeUFJvhFFmBXnBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeRFJvhFFnBXoBGoBTqB0r?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeeGJvhFUiBFlBfsBToBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeVHJvhFUjBRlBXmBStB2v?BzrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhF6oBUlB1rBznBOs?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF6oB1qBznB3rBUq?BmrB,v115@9gD8FeA8IeB8HeB8EeC8JeWIJvhFUlBRmBlmBToByv?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeTBJvhF6oBUlBmnBxrB1v?BXsB,v115@9gD8FeA8IeB8HeB8EeC8Je0CJvhF6oBFlB3qBRsBmr?BTrB
JZOTLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTSIL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOTSLI,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JZOITSL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
JZOILTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
JZOILST,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOLTIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOLITS,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
JZOLIST,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSTLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSILT,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSLIT,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTILZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTISLZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTISZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOTIZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOTLISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTLZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZISL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZSLI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITLZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITSLZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOITZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOILTSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOILSTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOILSZT,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
JOILZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOISZLT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
JOIZTSL,O,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
JOIZLTS,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
JOIZLST,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOIZSLT,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLISTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLISZT,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSIZT,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
JOLZIST,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSTIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSTLZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSTZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOSILZT,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSIZLT,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOSLTZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLITZ,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOSLIZT,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSZILT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTISL,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZTSLI,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,X,X,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X
JOZILTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
JOZILST,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
JOZLIST,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STILJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
STILZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STILZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
STILOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STIJLOZ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
STIJZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STIJZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJOLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIZLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STIZJOL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STIZOJL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O
STIOLZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
STIOJLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
STIOJZL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
STIOZJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STLIJZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
STLIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STLIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STLJIZO,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STLJIOZ,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STLJZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZJIO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STLOIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STLOJIZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJILOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STJIZLO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJIZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJLIOZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJZIOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJZLIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOIZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZILOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STZIJOL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STZIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STZIOJL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLIJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJIO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJIOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJLIO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOIJL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,O
STOILZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
STOIJLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
STOIZJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STOLIJZ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
STOLIZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
STOLJIZ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJILZ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STOJIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STOZIJL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZJIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
