sequence,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFWnBxiB6tBXlBlr?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MexAJvhFTjBSqB/rBFnBGt?B0sB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBGjB8rBznBRq?BSyB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBCjB8rBToBRq?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFGjBzmBqsB/tBRq?BlrB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBWoB8rB6tBRq?BzsB,v115@9gB8HeC8GeA8IeE8AeA8MelAJvhF3hBSoB8rBusBRq?BTtB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFliB5oBzlBetBXl?BCsB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nBOtBXlB6t?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFCiBxnBXlBToBlr?BWyB,v115@9gB8HeC8GeA8IeE8AeA8Me8FJvhFzhB5nB6tBXlBOt?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0AJvhFfoB6oBzmBRqBWy?BlrB,v115@9gB8HeC8GeA8IeE8AeA8Me0BJvhFxiBzlBGoBXlBCs?BVyB
JZTOSIL,X,X,X,O,X,O,X,O,O,X,X,X,X
JZTOSLI,O,X,X,O,X,O,O,X,X,X,X,X,X
JZITLSO,X,X,X,O,X,X,X,X,X,O,X,X,X
JZITLOS,X,X,X,O,X,X,X,X,O,O,O,X,X
JZITSLO,X,X,X,O,X,X,X,X,X,O,X,O,X
JZITSOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JZITOLS,X,X,X,O,X,X,X,O,O,O,O,X,X
JZITOSL,X,X,X,O,X,X,X,O,O,X,X,O,X
JZILTSO,X,X,X,O,X,X,X,X,X,O,X,X,X
JZILTOS,X,X,X,O,X,X,X,O,O,O,O,X,X
JZILSTO,X,O,X,O,O,X,X,X,X,O,X,O,X
JZILSOT,X,O,X,O,O,X,X,X,X,O,X,O,X
JZILOTS,X,X,X,O,X,X,X,O,X,O,X,X,X
JZILOST,X,O,X,O,O,X,X,O,X,O,X,O,X
JZISTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JZISTOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JZISLTO,X,X,X,O,O,X,X,X,X,O,X,O,X
JZISLOT,X,X,X,O,O,X,X,X,X,O,X,O,X
JZISOTL,X,X,X,O,X,X,X,X,X,X,X,O,X
JZISOLT,X,X,X,O,O,X,X,X,X,X,X,O,X
JZIOTLS,X,X,X,O,X,X,X,O,O,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,O,O,X,X,O,X
JZIOLTS,X,X,X,O,X,X,X,O,X,O,X,X,X
JZIOLST,X,O,X,O,O,X,X,O,X,O,X,O,X
JZIOSTL,X,X,X,O,X,X,X,O,X,X,X,O,X
JZIOSLT,X,X,X,O,X,X,X,O,X,X,X,O,X
JZLTISO,O,X,O,O,X,X,X,X,X,O,X,X,X
JZLTIOS,O,X,X,O,X,X,X,O,O,O,O,X,X
JZLTSIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JZLTSOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZLTOIS,O,X,O,O,X,X,X,O,O,O,O,X,X
JZLTOSI,O,X,O,O,X,X,X,O,X,X,X,X,X
JZLITSO,X,X,O,O,X,X,X,X,X,O,X,X,X
JZLITOS,X,X,X,O,X,X,X,O,O,O,O,X,X
JZLISTO,X,O,O,O,O,X,X,X,X,O,X,O,X
JZLISOT,X,O,X,O,O,X,X,X,X,O,X,O,X
JZLIOTS,X,X,X,O,X,X,X,O,X,O,X,X,X
JZLIOST,X,O,X,O,O,X,X,O,X,O,X,O,X
JZLSTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JZLSTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JZLSITO,X,O,O,O,O,X,X,X,X,X,X,O,X
JZLSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
JZLSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JZLSOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
JZLOTIS,X,X,O,O,X,X,X,O,X,X,X,X,X
JZLOTSI,X,X,O,O,X,X,X,O,X,X,X,X,X
JZLOITS,X,X,O,O,X,X,X,O,X,X,X,X,X
JZLOIST,X,O,O,O,X,X,X,O,X,X,X,X,X
JZLOSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
JZLOSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
JZSTILO,X,X,X,O,O,X,X,X,X,O,X,O,X
JZSTIOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JZSTLIO,X,O,O,O,O,X,X,X,X,O,X,O,X
JZSTLOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,X,O,X,O,X,X,O,X,X,X,X
JZSTOLI,X,O,X,O,X,O,O,X,X,X,X,X,X
JZSITLO,X,X,X,O,O,X,X,X,X,X,X,O,X
JZSITOL,X,X,X,O,X,X,X,X,O,X,X,O,X
JZSILTO,X,X,X,O,O,X,X,X,X,O,X,O,X
JZSILOT,X,X,X,X,O,X,X,X,X,O,X,O,X
JZSIOTL,X,X,X,O,X,X,X,X,X,X,X,O,X
JZSIOLT,X,X,X,O,O,X,X,X,X,X,X,O,X
JZSLTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JZSLTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSLITO,X,O,O,O,O,X,X,X,X,X,X,O,X
JZSLIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
JZSLOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
JZSOTIL,X,X,X,O,X,O,X,X,X,X,X,X,X
JZSOTLI,X,O,X,O,X,O,O,X,X,X,X,X,X
JZSOITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZSOILT,X,X,X,O,O,X,X,X,X,X,X,O,X
JZSOLTI,X,O,X,O,X,O,O,X,X,X,X,X,X
JZSOLIT,X,O,X,O,O,X,X,X,X,X,X,O,X
JZOTILS,O,X,X,O,X,X,X,O,O,O,X,X,X
JZOTISL,X,X,X,O,X,O,X,O,O,X,X,X,X
JZOTLIS,O,X,X,O,X,X,X,O,O,O,X,X,X
JZOTLSI,O,X,X,O,X,O,O,O,X,X,X,X,X
JZOTSIL,X,X,X,O,X,O,X,O,O,X,X,X,X
JZOTSLI,O,X,X,O,X,O,O,X,X,X,X,X,X
JZOITLS,X,X,X,O,X,X,X,O,O,X,X,X,X
JZOITSL,X,X,X,O,X,O,X,O,O,X,X,O,X
JZOILTS,O,X,X,O,X,X,X,O,X,O,X,X,X
JZOILST,O,O,X,O,X,X,X,O,X,O,X,O,X
JZOISTL,X,X,X,O,X,O,X,O,X,X,X,O,X
JZOISLT,X,X,X,O,X,X,X,O,X,X,X,O,X
JZOLTIS,O,X,X,O,X,X,X,O,X,X,X,X,X
JZOLTSI,O,X,X,O,X,O,O,O,X,X,X,X,X
JZOLITS,O,X,X,O,X,X,X,O,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,O,X,X,X,X,X
JZOLSTI,O,O,X,O,X,O,O,O,X,X,X,X,X
JZOLSIT,O,O,X,O,X,X,X,O,X,X,X,X,X
JZOSTIL,X,X,X,O,X,O,X,O,X,X,X,X,X
JZOSTLI,X,O,X,O,X,O,O,X,X,X,X,X,X
JZOSITL,X,X,X,O,X,O,X,O,X,X,X,O,X
JZOSILT,X,X,X,O,X,X,X,O,X,X,X,O,X
JZOSLTI,O,O,X,O,X,O,O,O,X,X,X,X,X
JZOSLIT,O,O,X,O,X,X,X,O,X,X,X,O,X
JOTILSZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTILZS,O,X,X,O,X,O,O,O,O,O,X,X,O
JOTISLZ,X,X,X,O,X,X,X,O,X,X,X,X,O
JOTISZL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOTIZLS,O,X,X,O,X,O,O,O,O,O,X,X,O
JOTIZSL,X,X,X,O,X,O,O,O,O,X,X,X,O
JOTLISZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTLIZS,O,X,X,O,X,O,O,O,O,O,X,X,O
JOTLSIZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTLSZI,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTLZIS,O,X,X,O,X,X,X,O,O,O,X,X,O
JOTLZSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOTSILZ,X,O,X,O,X,X,X,O,X,X,X,X,O
JOTSIZL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOTSLIZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTSLZI,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTSZIL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOTSZLI,O,O,X,O,X,O,X,X,X,X,X,X,O
JOTZILS,O,X,X,O,X,O,X,O,O,O,X,X,O
JOTZISL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOTZLIS,O,X,X,O,X,X,X,O,O,O,X,X,O
JOTZLSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOTZSIL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOTZSLI,O,X,X,O,X,O,O,X,X,X,X,X,O
JOITLSZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOITLZS,O,X,X,O,X,O,O,O,O,O,X,X,X
JOITSLZ,X,X,X,O,X,X,X,O,X,X,X,O,X
JOITSZL,X,X,X,O,X,O,X,O,O,X,X,O,X
JOITZLS,O,X,X,O,X,O,O,O,O,O,X,X,X
JOITZSL,X,X,X,O,X,O,O,O,O,X,X,O,X
JOILTSZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOILTZS,O,X,X,O,X,O,O,O,X,O,X,X,X
JOILSTZ,O,O,X,O,X,X,X,O,X,X,X,O,X
JOILSZT,O,O,X,O,X,X,X,O,X,X,X,O,X
JOILZTS,O,X,X,O,X,O,O,O,X,O,X,X,X
JOILZST,O,O,X,O,X,O,O,O,X,O,X,O,X
JOISTLZ,X,O,X,O,X,X,X,O,X,X,X,O,X
JOISTZL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOISLTZ,X,O,X,O,X,X,X,O,X,X,X,O,X
JOISLZT,X,O,X,O,X,X,X,O,X,X,X,O,X
JOISZTL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOISZLT,X,X,X,O,X,O,X,O,X,X,X,O,X
JOIZTLS,X,X,X,O,X,O,O,O,O,X,X,X,X
JOIZTSL,X,X,X,O,X,O,O,O,O,X,X,O,X
JOIZLTS,O,X,X,O,X,O,O,O,X,O,X,X,X
JOIZLST,O,O,X,O,X,O,O,O,X,O,X,O,X
JOIZSTL,X,X,X,O,X,O,O,O,X,X,X,O,X
JOIZSLT,X,X,X,O,X,O,O,O,X,X,X,O,X
JOLTISZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOLTIZS,O,X,X,O,X,O,O,O,X,X,X,X,O
JOLTSIZ,O,O,X,O,X,X,X,O,X,X,X,X,O
JOLTSZI,O,O,X,O,X,X,X,O,X,X,X,X,O
JOLTZIS,O,X,X,O,X,X,X,O,X,X,X,X,O
JOLTZSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOLITSZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLITZS,O,X,X,O,X,O,O,O,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLISZT,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLIZTS,O,X,X,O,X,O,O,O,X,X,X,X,X
JOLIZST,O,O,X,O,X,O,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLSIZT,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLZTIS,O,X,X,O,X,X,X,O,X,X,X,X,O
JOLZTSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOLZITS,O,X,X,O,X,X,X,O,X,X,X,X,X
JOLZIST,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLZSTI,O,O,X,O,X,O,O,O,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSTILZ,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSTIZL,X,X,X,O,X,O,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSTZIL,X,X,X,O,X,O,X,O,X,X,X,X,X
JOSTZLI,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,X,X,O,X,X,X,O,X
JOSITZL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOSILTZ,X,O,X,O,X,X,X,O,X,X,X,O,X
JOSILZT,X,O,X,O,X,X,X,O,X,X,X,O,X
JOSIZTL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOSIZLT,X,X,X,O,X,O,X,O,X,X,X,O,X
JOSLTIZ,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSLITZ,O,O,X,O,X,X,X,O,X,X,X,O,X
JOSLIZT,O,O,X,O,X,X,X,O,X,X,X,O,X
JOSLZTI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,O,X,X,X,O,X
JOSZTIL,X,X,X,O,X,O,X,O,X,X,X,X,X
JOSZTLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSZITL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOSZILT,X,X,X,O,X,X,X,O,X,X,X,O,X
JOSZLTI,O,O,X,O,X,O,X,O,X,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,O,X,X,X,O,X
JOZTILS,O,X,X,O,X,O,X,O,O,O,X,X,O
JOZTISL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOZTLIS,O,X,X,O,X,X,X,O,O,O,X,X,O
JOZTLSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOZTSIL,X,X,X,O,X,O,X,O,O,X,X,X,O
JOZTSLI,O,X,X,O,X,O,O,X,X,X,X,X,O
JOZITLS,X,X,X,O,X,O,X,O,O,X,X,X,X
JOZITSL,X,X,X,O,X,O,X,O,O,X,X,O,X
JOZILTS,O,X,X,O,X,O,X,O,X,O,X,X,X
JOZILST,O,O,X,O,X,O,X,O,X,O,X,O,X
JOZISTL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOZISLT,X,X,X,O,X,O,X,O,X,X,X,O,X
JOZLTIS,O,X,X,O,X,X,X,O,X,X,X,X,O
JOZLTSI,O,X,X,O,X,O,O,O,X,X,X,X,O
JOZLITS,O,X,X,O,X,X,X,O,X,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZLSTI,O,O,X,O,X,O,O,O,X,X,X,X,X
JOZLSIT,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZSTIL,X,X,X,O,X,O,X,O,X,X,X,X,X
JOZSTLI,X,O,X,O,X,O,O,X,X,X,X,X,X
JOZSITL,X,X,X,O,X,O,X,O,X,X,X,O,X
JOZSILT,X,X,X,O,X,X,X,O,X,X,X,O,X
JOZSLTI,O,O,X,O,X,O,O,O,X,X,X,X,X
JOZSLIT,O,O,X,O,X,X,X,O,X,X,X,O,X
STILJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
STILZJO,X,O,O,X,O,X,X,X,X,O,X,X,X
STILZOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
STILOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
STIJLZO,X,O,X,O,O,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X,X,O,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,O,X,X,X,X
STIZLJO,X,X,O,O,O,X,X,X,X,O,X,X,X
STIZLOJ,X,X,O,X,O,O,O,X,X,O,O,X,X
STIZJLO,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,X,O,X,O,O,X,O,X,X,X,X
STIZOLJ,X,X,O,X,X,O,O,X,X,X,O,X,X
STIZOJL,X,X,X,O,X,O,O,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,X,O,X,X,X,O,X,X
STIOJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,O,X,X,X,X
STIOZLJ,X,X,X,X,X,O,O,X,X,X,O,X,X
STIOZJL,X,X,X,X,X,O,O,X,O,X,X,X,X
STLIJZO,O,O,O,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,X,O,X,X,X,X,O,X,X,X
STLIZOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
STLIOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
STLJIZO,O,O,O,X,O,X,X,X,X,O,X,X,X
STLJIOZ,X,O,O,X,O,X,X,X,X,X,X,X,O
STLJZIO,O,O,O,X,O,X,X,X,X,O,X,X,X
STLJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
STLJOZI,X,O,O,X,X,X,X,X,X,X,X,X,O
STLZIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
STLZIOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
STLZJIO,O,O,O,X,O,X,X,X,X,O,X,X,X
STLZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
STLZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
STLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O
STLOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O
STLOZIJ,X,X,O,X,X,X,X,X,X,X,O,X,X
STLOZJI,X,X,O,X,X,X,X,X,X,X,X,X,O
STJILZO,X,O,X,O,O,X,X,X,X,O,X,X,X
STJILOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,O,O,X,X,X,X,O,X,X,X
STJIZOL,X,X,X,O,X,X,X,X,O,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,X,X,X,X,O
STJIOZL,X,X,X,O,X,X,X,X,O,X,X,X,O
STJLIZO,O,O,X,O,O,X,X,X,X,O,X,X,X
STJLIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,O,X,X,X,X,O,X,X,X
STJLZOI,O,O,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,O,O,X,X,X,X,O,X,X,X
STJZIOL,X,X,X,O,X,X,X,X,O,X,X,X,X
STJZLIO,O,O,X,O,O,X,X,X,X,O,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,X,O,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,X,O,X,X,X,X,X,X,X,X,O
STJOIZL,X,X,X,O,X,X,X,X,O,X,X,X,O
STJOLIZ,O,O,X,O,X,X,X,X,X,X,X,X,O
STJOLZI,O,O,X,O,X,X,X,X,X,X,X,X,O
STJOZIL,X,X,X,O,X,X,X,X,O,X,X,X,O
STJOZLI,O,O,X,O,X,X,X,X,X,X,X,X,O
STZILJO,X,X,O,X,O,X,X,X,X,O,X,X,X
STZILOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
STZIJLO,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,X,O,X,X,X,X,O,X,X,X,X
STZIOLJ,X,X,X,X,X,X,O,X,X,X,O,X,X
STZIOJL,X,X,X,X,X,O,X,X,O,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
STZLIOJ,X,X,O,X,O,X,X,X,X,O,O,X,X
STZLJIO,O,O,O,O,O,X,X,X,X,O,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,O,X,X,X,O,X,X
STZLOJI,X,X,O,X,X,O,O,X,X,X,X,X,X
STZJILO,X,X,X,O,O,X,X,X,X,O,X,X,X
STZJIOL,X,X,X,O,X,X,X,X,O,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,X,O,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,X,O,X,O,X,X,O,X,X,X,X
STZJOLI,O,O,X,O,X,O,O,X,X,X,X,X,X
STZOILJ,X,X,X,X,X,X,O,X,X,X,O,X,X
STZOIJL,X,X,X,X,X,O,X,X,O,X,X,X,X
STZOLIJ,O,X,O,X,X,X,O,X,X,X,O,X,X
STZOLJI,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOJIL,X,X,X,O,X,O,X,X,O,X,X,X,X
STZOJLI,O,X,X,O,X,O,O,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,O,X,X,X,O,X,X
STOIJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,O,X,X,X,X
STOIZLJ,X,X,X,X,X,O,O,X,X,X,O,X,X
STOIZJL,X,X,X,X,X,O,O,X,O,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,O
STOLJZI,O,O,X,X,X,X,X,X,X,X,X,X,O
STOLZIJ,O,X,X,X,X,X,O,X,X,X,O,X,X
STOLZJI,O,X,X,X,X,X,O,X,X,X,X,X,O
STOJILZ,X,O,X,X,X,X,X,X,X,X,X,X,O
STOJIZL,X,X,X,X,X,O,X,X,O,X,X,X,O
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,O
STOJLZI,O,O,X,X,X,X,X,X,X,X,X,X,O
STOJZIL,X,X,X,X,X,O,X,X,O,X,X,X,O
STOJZLI,O,O,X,X,X,O,X,X,X,X,X,X,O
STOZILJ,X,X,X,X,X,X,O,X,X,X,O,X,X
STOZIJL,X,X,X,X,X,O,X,X,O,X,X,X,X
STOZLIJ,O,X,X,X,X,X,O,X,X,X,O,X,X
STOZLJI,O,X,X,X,X,O,O,X,X,X,X,X,O
STOZJIL,X,X,X,X,X,O,X,X,O,X,X,X,O
STOZJLI,O,X,X,X,X,O,O,X,X,X,X,X,O
SITLJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SITLOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SITJLZO,X,O,X,O,O,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,O,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X,X,O,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,O,X,X,X,X
SITZLJO,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,O,O,O,X,X,X,O,X,X
SITZJLO,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,O,O,X,O,X,X,X,X
SITZOLJ,X,X,O,X,X,O,O,X,X,X,O,X,X
SITZOJL,X,X,X,O,X,O,O,X,O,X,X,X,X
SITOLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,O,X,X,X,O,X,X
SITOJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,O,X,X,X,X
SITOZLJ,X,X,X,X,X,O,O,X,X,X,O,X,X
SITOZJL,X,X,X,X,X,O,O,X,O,X,X,X,X
SILTJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SILTOJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SILJTZO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,O,X,X,X,X,X,O,X,X
SILZJTO,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOJTZ,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJTLOZ,X,O,X,X,O,X,X,X,X,X,X,O,X
SIJTZLO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIJTZOL,X,X,X,O,X,X,X,X,O,X,X,O,X
SIJTOLZ,X,O,X,O,X,X,X,O,X,X,X,O,X
SIJTOZL,X,X,X,O,X,X,X,O,O,X,X,O,X
SIJLTZO,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJLTOZ,X,O,X,X,O,X,X,O,X,X,X,O,X
SIJLZTO,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJLZOT,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJLOTZ,X,O,X,X,O,X,X,O,X,X,X,O,X
SIJLOZT,X,O,X,X,O,X,X,O,X,X,X,O,X
