sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
LJZIOST,O,O,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,O,X,O,O,X,O,X,X,X
LJZSTOI,O,O,O,X,O,O,O,O,X,X,O
LJZSITO,O,O,O,X,O,O,X,O,X,X,X
LJZSIOT,O,O,X,X,O,O,X,X,X,X,X
LJZSOTI,O,O,X,X,O,O,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,X,O,X
LJZOTSI,O,O,O,X,X,O,X,X,X,O,X
LJZOITS,O,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,O,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,O,X,X,X,O,X
LJZOSIT,O,O,X,X,O,O,X,X,X,X,X
LJOTISZ,O,O,O,X,O,X,O,X,X,X,O
LJOTIZS,O,O,O,X,X,X,O,X,X,X,O
LJOTSIZ,O,O,O,X,O,X,O,X,X,X,O
LJOTSZI,O,O,O,X,O,X,O,X,X,X,O
LJOTZIS,O,O,O,X,X,X,O,X,X,X,O
LJOTZSI,O,O,O,X,X,X,O,X,X,X,O
LJOITSZ,O,O,O,X,O,X,O,X,X,X,X
LJOITZS,O,O,O,X,X,X,O,X,X,X,X
LJOISTZ,X,O,O,X,O,X,O,X,X,X,X
LJOISZT,X,O,X,X,O,X,X,X,X,X,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X,X
LJOIZST,O,O,X,X,O,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,O,O,O,X,X,X,O
LJOSTZI,O,O,O,X,O,O,O,X,X,X,O
LJOSITZ,X,O,O,X,O,O,O,X,X,X,X
LJOSIZT,X,O,X,X,O,O,X,X,X,X,X
LJOSZTI,O,O,X,X,O,O,O,X,X,O,X
LJOSZIT,O,O,X,X,O,O,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,O,X,X,O,X
LJOZTSI,O,O,O,X,X,O,O,X,X,O,X
LJOZITS,O,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,O,X,X,X,X,X,X
LJOZSTI,O,O,X,X,O,O,O,X,X,O,X
LJOZSIT,O,O,X,X,O,O,X,X,X,X,X
LSTIJZO,O,X,O,X,O,O,X,X,X,X,X
LSTIJOZ,O,X,O,X,O,X,O,X,X,X,X
LSTIZJO,O,X,X,O,O,X,X,X,X,X,X
LSTIZOJ,O,X,O,O,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,O,X,O,X,X,X,X
LSTIOZJ,O,X,O,O,X,X,O,X,X,X,X
LSTJIZO,O,O,O,X,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,X,O,X,O,X,X,X,O
LSTJZIO,O,O,O,X,O,O,X,X,X,X,X
LSTJZOI,O,O,O,X,O,O,O,X,X,X,O
LSTJOIZ,O,O,O,X,O,X,O,X,X,X,O
LSTJOZI,O,O,O,X,O,X,O,X,X,X,O
LSTZIJO,O,X,X,O,O,X,X,X,X,X,X
LSTZIOJ,O,X,O,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,X,O,X,X,X,X
LSTZOIJ,O,X,O,O,X,X,O,X,X,X,X
LSTZOJI,O,X,O,O,X,X,O,X,X,X,X
LSTOIJZ,O,X,O,X,O,X,O,X,X,X,X
LSTOIZJ,O,X,O,O,X,X,O,X,X,X,X
LSTOJIZ,O,X,O,X,O,X,O,X,X,X,X
LSTOJZI,O,X,O,X,O,X,O,X,X,X,X
LSTOZIJ,O,X,O,O,X,X,O,X,X,X,X
LSTOZJI,O,X,O,O,X,X,O,X,X,X,X
LSITJZO,X,X,X,X,O,O,X,X,X,X,X
LSITJOZ,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,X,X,X,O,O,X,X,X,X,X,X
LSITZOJ,X,X,O,O,X,X,X,X,X,X,X
LSITOJZ,X,X,O,X,O,X,X,X,X,X,X
LSITOZJ,X,X,O,O,X,X,X,X,X,X,X
LSIJTZO,X,X,O,X,O,O,X,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,X,X,X,X,X
LSIJZTO,X,X,O,O,O,O,X,X,X,X,X
LSIJZOT,X,X,X,O,O,O,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,O,O,O,X,X,X,X,X
LSIZTJO,X,X,X,O,O,X,X,X,X,X,X
LSIZTOJ,X,X,X,O,X,X,X,X,X,X,X
LSIZJTO,X,X,X,O,O,O,X,X,X,X,X
LSIZJOT,X,X,X,O,O,O,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,X,X,X,X
LSIOTZJ,X,X,O,O,X,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,O,X,X,X,X,X,X
LSIOJZT,X,X,X,O,O,O,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,O,O,X,X,X,X,X
LSJTIOZ,O,O,O,X,O,X,O,X,X,X,O
LSJTZIO,O,O,O,X,O,O,X,X,X,X,X
LSJTZOI,O,O,O,X,O,O,O,X,X,X,O
LSJTOIZ,O,O,O,X,O,X,O,X,X,X,O
LSJTOZI,O,O,O,X,O,X,O,X,X,X,O
LSJITZO,X,O,O,X,O,O,X,X,X,X,X
LSJITOZ,X,O,O,X,O,X,O,X,X,X,O
LSJIZTO,X,O,O,O,O,O,X,X,X,X,X
LSJIZOT,X,O,X,O,O,O,X,X,X,X,X
LSJIOTZ,X,O,O,X,O,X,X,X,X,X,X
LSJIOZT,X,O,X,O,O,O,X,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,X,X,X,X
LSJZTOI,O,O,O,O,O,O,O,X,X,X,O
LSJZITO,O,O,O,O,O,O,X,X,X,X,X
LSJZIOT,O,O,X,O,O,O,X,X,X,X,X
LSJZOTI,O,O,X,O,O,O,X,X,X,X,X
LSJZOIT,O,O,X,O,O,O,X,X,X,X,X
LSJOTIZ,O,O,O,X,O,O,O,X,X,X,O
LSJOTZI,O,O,O,X,O,O,O,X,X,X,O
LSJOITZ,X,O,O,X,O,O,X,X,X,X,X
LSJOIZT,X,O,X,O,O,O,X,X,X,X,X
LSJOZTI,O,O,X,O,O,O,X,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X,X
LSZTIJO,O,X,X,O,O,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,X
LSZTJIO,O,O,X,O,O,X,X,X,X,X,X
LSZTJOI,O,O,X,O,O,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X,X,X,X
LSZITJO,X,X,X,O,O,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,X,O,O,O,X,X,X,X,X
LSZIJOT,O,X,X,O,O,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X
LSZIOJT,O,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,O,O,X,X,X,X,X
LSZJTOI,O,O,X,O,O,O,X,X,X,X,X
LSZJITO,O,O,X,O,O,O,X,X,X,X,X
LSZJIOT,O,O,X,O,O,O,X,X,X,X,X
LSZJOTI,O,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,O,X,O,O,O,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,X,X,X,X,X
LSZOTJI,O,X,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,O,X,X,O,X,X,X,X,X,X,X
LSZOJTI,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,O,X,X,X,X,X
LSOTIZJ,O,X,O,O,X,X,X,X,X,X,X
LSOTJIZ,O,O,O,X,O,O,X,X,X,X,X
LSOTJZI,O,O,O,X,O,O,X,X,X,X,X
LSOTZIJ,O,X,O,O,X,X,X,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,O,O,X,X,X,X,X
LSOITZJ,X,X,O,O,X,X,X,X,X,X,X
LSOIJTZ,X,X,O,X,O,O,X,X,X,X,X
LSOIJZT,X,X,X,O,O,O,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X,X,X,X,X
LSOIZJT,X,X,X,O,X,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,O,O,X,X,X,X,X
LSOJTZI,O,O,O,X,O,O,X,X,X,X,X
LSOJITZ,X,O,O,X,O,O,X,X,X,X,X
LSOJIZT,X,O,X,O,O,O,X,X,X,X,X
LSOJZTI,O,O,X,O,O,O,X,X,X,X,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,X,X,X,X,X,X
LSOZTJI,O,O,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,X,X,O,X,O,X,X,X,X,X
LSOZJTI,O,O,X,O,X,O,X,X,X,X,X
LSOZJIT,O,O,X,O,X,O,X,X,X,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X,X,X
LZTISOJ,O,X,O,O,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,O,O,X,X,X,X,O,X,X
LZTJISO,O,O,O,O,X,X,X,X,X,X,X
LZTJIOS,O,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,X,O,X,X,X,X,X
LZTJSOI,O,O,O,X,X,O,O,X,X,X,O
LZTJOIS,O,O,O,X,X,X,X,X,X,X,O
LZTJOSI,O,O,O,X,X,O,X,X,X,X,O
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,O,O,X,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X,X,X,X
LZTSJOI,O,O,O,X,X,X,O,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,O,X,X,X,X
LZTSOJI,O,X,O,X,X,X,O,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,O,O,X,X,X,X,O,X,X
LZTOJIS,O,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,X,X,O,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X,X,O,X,X
LZTOSJI,O,X,O,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,O,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,O,X,X,X,X,X,X,X
LZITSOJ,O,X,O,O,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,O,O,X,X,X,X,O,X,X
LZIJTSO,O,O,O,O,X,X,X,X,X,X,X
LZIJTOS,O,O,O,X,X,X,X,X,X,X,X
LZIJSTO,O,O,O,O,O,X,X,X,X,X,X
LZIJSOT,O,O,X,O,O,X,X,X,X,X,X
LZIJOTS,O,O,O,X,X,X,X,X,X,X,X
LZIJOST,O,O,X,X,O,X,X,X,X,X,X
LZISTJO,X,X,X,O,O,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,X,X,X,X,X
LZISJTO,O,X,X,O,O,X,X,X,X,X,X
LZISJOT,O,X,X,O,O,X,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X,X,X,X
LZISOJT,O,X,X,O,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,O,X,X,X,X,O,X,X
LZIOJTS,O,X,O,X,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,X,O,X,X
LZIOSJT,O,X,X,O,X,X,X,X,X,X,X
LZJTISO,O,O,O,O,X,X,X,X,X,X,X
LZJTIOS,O,O,O,X,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,X,O,X,X,X,X,X
LZJTSOI,O,O,O,X,X,O,O,X,X,X,O
LZJTOIS,O,O,O,X,X,X,X,X,X,X,O
LZJTOSI,O,O,O,X,X,O,X,X,X,X,O
LZJITSO,O,O,O,O,X,X,X,X,X,X,X
LZJITOS,O,O,O,X,X,X,X,X,X,X,X
LZJISTO,O,O,O,O,O,X,X,X,X,X,X
LZJISOT,O,O,X,O,O,X,X,X,X,X,X
LZJIOTS,O,O,O,X,X,X,X,X,X,X,X
LZJIOST,O,O,X,X,O,X,X,X,X,X,X
LZJSTIO,O,O,O,X,O,O,X,X,X,X,X
LZJSTOI,O,O,O,X,O,O,O,X,X,X,O
LZJSITO,O,O,O,X,O,O,X,X,X,X,X
LZJSIOT,O,O,X,X,O,O,X,X,X,X,X
LZJSOTI,O,O,X,X,O,O,X,X,X,X,X
LZJSOIT,O,O,X,X,O,O,X,X,X,X,X
LZJOTIS,O,O,O,X,X,X,X,X,X,X,X
LZJOTSI,O,O,O,X,X,O,X,X,X,X,X
LZJOITS,O,O,O,X,X,X,X,X,X,X,X
LZJOIST,O,O,X,X,O,X,X,X,X,X,X
LZJOSTI,O,O,X,X,O,O,X,X,X,X,X
LZJOSIT,O,O,X,X,O,O,X,X,X,X,X
LZSTIJO,O,X,X,O,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,X,X,X,X
LZSTJIO,O,O,X,O,O,X,X,X,X,X,X
LZSTJOI,O,O,X,O,O,X,X,X,X,X,X
LZSTOIJ,O,X,X,O,X,X,X,X,X,X,X
LZSTOJI,O,X,X,O,X,X,X,X,X,X,X
LZSITJO,X,X,X,O,O,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,X,X,X
LZSIJTO,O,X,X,O,O,X,X,X,X,X,X
LZSIJOT,O,X,X,O,O,X,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,O,X,X,O,X,X,X,X,X,X,X
LZSJTIO,O,O,X,O,O,X,X,X,X,X,X
LZSJTOI,O,O,X,O,O,X,X,X,X,X,X
LZSJITO,O,O,X,O,O,X,X,X,X,X,X
LZSJIOT,O,O,X,O,O,X,X,X,X,X,X
LZSJOTI,O,O,X,O,O,X,X,X,X,X,X
LZSJOIT,O,O,X,O,O,X,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,X,X,X,X,X,X
LZSOTJI,O,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X,X,X,X
LZSOJTI,O,X,X,O,X,X,X,X,X,X,X
LZSOJIT,O,X,X,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,X,O,O,X,X,X,X,O,X,X
LZOTJIS,O,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,O,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,O,X,X
LZOTSJI,O,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,O,O,X,X,X,X,O,X,X
LZOIJTS,O,O,O,X,X,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,X,X,O,X,X,X,X,O,X,X
LZOISJT,O,X,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,O,X,X,X,X,X,X,X,X
LZOJTSI,O,O,O,X,X,O,X,X,X,X,X
LZOJITS,O,O,O,X,X,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,X
LZOJSTI,O,O,X,X,X,O,X,X,X,X,X
LZOJSIT,O,O,X,X,X,O,X,X,X,X,X
LZOSTIJ,O,X,X,X,X,X,X,X,O,X,X
LZOSTJI,O,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,X,X,X,X,X,X,O,X,X
LZOSIJT,O,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,O,O,X,X,X,O,X,X,X,X
LOTIJZS,O,O,O,X,X,X,O,X,X,X,X
LOTISJZ,O,X,O,X,X,X,O,X,X,X,X
LOTISZJ,O,X,O,X,X,X,O,X,X,X,X
LOTIZJS,O,O,X,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,O,O,X,X,O,X,X,X,X
LOTJISZ,O,O,O,X,X,X,O,X,X,X,O
LOTJIZS,O,O,O,X,X,X,O,X,X,X,O
LOTJSIZ,O,O,O,X,X,X,O,X,X,X,O
LOTJSZI,O,O,O,X,X,X,O,X,X,X,O
LOTJZIS,O,O,O,X,X,X,O,X,X,X,O
LOTJZSI,O,O,O,X,X,X,O,X,X,X,O
LOTSIJZ,O,X,O,X,X,X,O,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,O,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,O,X,X,X,X
LOTSJZI,O,O,O,X,X,X,O,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,O,X,O,X,X
LOTSZJI,O,O,O,X,X,X,O,X,X,X,X
LOTZIJS,O,O,X,X,X,X,O,X,X,X,X
LOTZISJ,O,X,O,O,X,X,O,X,O,X,X
LOTZJIS,O,O,O,X,X,X,O,X,X,X,X
LOTZJSI,O,O,O,X,X,O,O,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,O,X,O,X,X
LOTZSJI,O,O,O,X,X,X,O,X,X,X,X
LOITJSZ,O,O,O,X,X,X,O,X,X,X,X
LOITJZS,O,O,O,X,X,X,O,X,X,X,X
LOITSJZ,O,X,O,X,X,X,O,X,X,X,X
LOITSZJ,O,X,O,X,X,X,O,X,X,X,X
LOITZJS,O,O,X,X,X,X,O,X,X,X,X
LOITZSJ,O,X,O,O,X,X,O,X,X,X,X
LOIJTSZ,O,O,O,X,O,X,O,X,X,X,X
LOIJTZS,O,O,O,X,X,X,O,X,X,X,X
LOIJSTZ,X,O,O,X,O,X,O,X,X,X,X
LOIJSZT,X,O,X,X,O,X,X,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,O,X,X,X,X,X,X
LOISTJZ,X,X,O,X,O,X,O,X,X,X,X
LOISTZJ,X,X,O,O,X,X,O,X,X,X,X
LOISJTZ,X,X,O,X,O,X,X,X,X,X,X
LOISJZT,X,X,X,O,O,X,X,X,X,X,X
LOISZTJ,X,X,X,O,X,X,X,X,O,X,X
LOISZJT,X,X,X,O,X,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,X,O,X,X,X,X
LOIZTSJ,O,X,O,O,X,X,O,X,O,X,X
LOIZJTS,O,O,O,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,X,O,X,X
LOIZSJT,O,X,X,O,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,O,X,O,X,X,X,O
LOJTIZS,O,O,O,X,X,X,O,X,X,X,O
LOJTSIZ,O,O,O,X,O,X,O,X,X,X,O
LOJTSZI,O,O,O,X,O,X,O,X,X,X,O
LOJTZIS,O,O,O,X,X,X,O,X,X,X,O
LOJTZSI,O,O,O,X,X,X,O,X,X,X,O
LOJITSZ,O,O,O,X,O,X,O,X,X,X,X
LOJITZS,O,O,O,X,X,X,O,X,X,X,X
LOJISTZ,X,O,O,X,O,X,O,X,X,X,X
LOJISZT,X,O,X,X,O,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,O,O,O,X,X,X,O
LOJSTZI,O,O,O,X,O,O,O,X,X,X,O
LOJSITZ,X,O,O,X,O,O,O,X,X,X,X
LOJSIZT,X,O,X,X,O,O,X,X,X,X,X
LOJSZTI,O,O,X,X,O,O,O,X,X,O,X
LOJSZIT,O,O,X,X,O,O,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,O,X,X,O,X
LOJZTSI,O,O,O,X,X,O,O,X,X,O,X
LOJZITS,O,O,O,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,X,O,X,X,X,X,X,X
LOJZSTI,O,O,X,X,O,O,O,X,X,O,X
LOJZSIT,O,O,X,X,O,O,X,X,X,X,X
LOSTIJZ,O,X,O,X,O,O,O,X,X,X,X
LOSTIZJ,O,X,O,O,X,X,O,X,X,X,X
LOSTJIZ,O,O,O,X,O,O,O,X,X,X,X
LOSTJZI,O,O,O,X,O,O,O,X,X,X,X
LOSTZIJ,O,X,O,O,X,X,O,X,O,X,X
LOSTZJI,O,O,O,O,X,X,O,X,X,X,X
LOSITJZ,X,X,O,X,O,O,O,X,X,X,X
LOSITZJ,X,X,O,O,X,X,O,X,X,X,X
LOSIJTZ,X,X,O,X,O,O,X,X,X,X,X
LOSIJZT,X,X,X,O,O,O,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,X,X,X,O,X,X
LOSIZJT,X,X,X,O,X,O,X,X,X,X,X
LOSJTIZ,O,O,O,X,O,O,O,X,X,X,X
LOSJTZI,O,O,O,X,O,O,O,X,X,X,X
LOSJITZ,X,O,O,X,O,O,O,X,X,X,X
LOSJIZT,X,O,X,O,O,O,X,X,X,X,X
LOSJZTI,O,O,X,O,O,O,O,X,X,O,X
LOSJZIT,O,O,X,O,O,O,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,O,X,X
LOSZTJI,O,O,X,O,X,X,X,X,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,O,X,X
LOSZIJT,O,X,X,O,X,O,X,X,X,X,X
LOSZJTI,O,O,X,O,X,O,X,X,X,X,X
LOSZJIT,O,O,X,O,X,O,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,O,X,X,X,X
LOZTISJ,O,X,O,O,X,X,O,X,O,X,X
LOZTJIS,O,O,O,X,X,X,O,X,X,X,X
LOZTJSI,O,O,O,X,X,O,O,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,O,X,O,X,X
LOZTSJI,O,O,O,X,X,X,O,X,X,X,X
LOZITJS,O,O,X,X,X,X,O,X,X,X,X
LOZITSJ,O,X,O,O,X,X,O,X,O,X,X
LOZIJTS,O,O,O,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,X,X,X,X,O,X,X
LOZISJT,O,X,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,X,X,O,X,X,X,X
LOZJTSI,O,O,O,X,X,O,O,X,X,X,X
LOZJITS,O,O,O,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,X,X,X,O,O,X,X,X,X
LOZJSIT,O,O,X,X,X,O,X,X,X,X,X
LOZSTIJ,O,X,X,X,X,X,X,X,O,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,X,X,X,X,X,X,X,O,X,X
LOZSIJT,O,X,X,X,X,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,O,O,X,O,X,X,O,X,X,X
JTILSOZ,O,O,O,X,O,X,O,O,X,X,O
JTILZSO,O,O,O,O,X,X,X,O,X,X,X
JTILZOS,O,O,O,X,X,X,X,O,X,X,X
JTILOSZ,O,O,O,X,O,X,X,O,X,X,O
JTILOZS,O,O,O,X,X,X,X,O,X,X,O
JTISLZO,O,O,O,X,X,X,X,O,X,X,X
JTISLOZ,O,O,O,X,X,X,O,O,X,X,O
JTISZLO,O,O,O,X,X,X,X,O,X,X,X
JTISZOL,O,O,O,X,X,X,X,O,X,X,X
JTISOLZ,O,O,O,X,X,X,O,O,X,X,X
JTISOZL,O,O,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,O,X,X,X,O,X,O,X
JTIZLOS,O,O,O,X,X,X,X,O,X,O,X
JTIZSLO,O,O,O,O,X,X,X,O,X,O,X
JTIZSOL,O,O,O,O,X,X,X,O,X,O,X
JTIZOLS,O,X,O,X,X,X,X,O,X,O,X
JTIZOSL,O,O,O,X,X,X,X,O,X,O,X
JTIOLSZ,O,O,O,X,O,X,O,O,X,X,X
JTIOLZS,O,O,O,X,X,X,O,O,X,X,X
JTIOSLZ,O,O,O,X,X,X,O,O,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X,X,X,X
JTIOZLS,O,O,O,X,X,X,X,O,X,X,X
JTIOZSL,O,O,O,X,X,X,X,O,X,X,X
JTLISZO,O,O,O,X,O,X,X,O,X,X,X
JTLISOZ,O,O,O,X,O,X,O,O,X,X,O
JTLIZSO,O,O,O,O,X,X,X,O,X,X,X
JTLIZOS,O,O,O,X,X,X,X,O,X,X,X
JTLIOSZ,O,O,O,X,O,X,X,O,X,X,O
JTLIOZS,O,O,O,X,X,X,X,O,X,X,O
JTLSIZO,O,O,O,X,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,O,X,O,O,X,X,O
JTLSZIO,O,O,O,X,O,X,X,O,X,X,X
JTLSZOI,O,O,O,X,O,X,O,O,X,X,O
JTLSOIZ,O,O,O,X,O,X,O,O,X,X,O
JTLSOZI,O,O,O,X,O,X,O,O,X,X,O
JTLZISO,O,O,O,O,X,X,X,O,X,X,X
JTLZIOS,O,O,O,X,X,X,X,O,X,X,X
JTLZSIO,O,O,O,X,X,X,X,O,X,X,X
JTLZSOI,O,O,O,X,X,X,O,O,X,X,O
JTLZOIS,O,O,O,X,X,X,X,O,X,X,O
JTLZOSI,O,O,O,X,X,X,X,O,X,X,O
JTLOISZ,O,O,O,X,O,X,O,O,X,X,O
JTLOIZS,O,O,O,X,X,X,O,O,X,X,O
JTLOSIZ,O,O,O,X,O,X,O,O,X,X,O
JTLOSZI,O,O,O,X,O,X,O,O,X,X,O
JTLOZIS,O,O,O,X,X,X,O,O,X,X,O
JTLOZSI,O,O,O,X,X,X,O,O,X,X,O
JTSILZO,O,O,O,X,X,O,X,O,X,X,X
JTSILOZ,O,O,O,X,X,X,O,O,X,X,O
