sequence,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFRhBGjB3mBznB0q?BiqB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhFmhBCjBTmBXoB0q?BFqB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhF3gBzhBunBcoBxq?ByvB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhF8mBqnBTjBFlB3q?BOrB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFymBGjBznBxqBcq?BXrB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFqnBTjBRmBllB3m?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFSoBRmBllB3mBzn?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFxhBTjBKqBGmB0n?BfrB,v115@HhA8IeB8DeA8BeC8CeE8JeUBJvhFFlBxnBCnBXoBzq?BmpB
LTZOJIS,X,X,O,X,O,O,X,O,X
LTZOJSI,O,X,X,X,X,X,X,O,X
LTZOSIJ,O,X,X,O,X,X,X,X,X
LTZOSJI,O,X,X,O,X,X,X,O,X
LTOIJSZ,X,X,X,O,O,X,X,X,X
LTOIJZS,X,X,X,X,O,O,X,X,X
LTOISJZ,X,X,X,O,O,X,X,X,X
LTOISZJ,X,X,O,O,O,X,X,X,X
LTOIZJS,X,X,O,X,O,O,X,X,X
LTOIZSJ,X,X,O,O,O,O,X,X,X
LTOJISZ,X,X,X,O,O,X,X,X,X
LTOJIZS,X,X,X,X,O,O,X,X,X
LTOJSIZ,O,X,X,O,O,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X
LTOJZIS,X,X,X,X,O,O,X,O,X
LTOJZSI,O,X,X,X,X,X,X,O,X
LTOSIJZ,O,X,X,O,O,X,X,X,X
LTOSIZJ,X,X,X,O,O,X,X,X,X
LTOSJIZ,O,X,X,O,O,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,X,X,X,X
LTOSZJI,O,X,X,O,X,X,X,X,X
LTOZIJS,X,X,O,X,O,O,X,O,X
LTOZISJ,X,X,O,O,O,O,X,X,X
LTOZJIS,X,X,O,X,O,O,X,O,X
LTOZJSI,O,X,X,X,X,X,X,O,X
LTOZSIJ,O,X,X,O,X,X,X,X,X
LTOZSJI,O,X,X,O,X,X,X,O,X
LITJSZO,X,X,X,O,X,X,X,X,X
LITJSOZ,X,X,X,O,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,O,X,X
LITJZOS,X,X,X,X,X,O,O,O,X
LITJOSZ,X,X,X,O,O,X,X,X,X
LITJOZS,X,X,X,X,O,O,X,X,X
LITSJZO,X,X,X,O,X,X,X,X,X
LITSJOZ,X,X,X,O,X,X,X,X,X
LITSZJO,X,X,O,O,X,X,X,X,X
LITSZOJ,X,X,O,O,X,X,X,X,X
LITSOJZ,X,X,X,O,O,X,X,X,X
LITSOZJ,X,X,O,O,O,X,X,X,X
LITZJSO,X,X,O,X,X,X,O,X,X
LITZJOS,X,X,O,X,X,X,O,O,X
LITZSJO,X,X,O,O,X,X,O,X,X
LITZSOJ,X,X,O,O,X,X,O,X,X
LITZOJS,X,X,O,X,O,O,O,O,X
LITZOSJ,X,X,O,O,O,O,O,X,X
LITOJSZ,X,X,X,O,O,X,X,X,X
LITOJZS,X,X,X,X,O,O,X,X,X
LITOSJZ,X,X,X,O,O,X,X,X,X
LITOSZJ,X,X,O,O,O,X,X,X,X
LITOZJS,X,X,O,X,O,O,X,X,X
LITOZSJ,X,X,O,O,O,O,X,X,X
LIJTSZO,X,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,O,X,X
LIJTZOS,X,X,X,X,X,O,O,O,X
LIJTOSZ,X,X,X,O,O,X,X,X,X
LIJTOZS,X,X,X,X,O,O,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X,X
LIJSZTO,X,O,X,X,X,X,O,X,X
LIJSZOT,X,O,X,X,X,O,O,X,X
LIJSOTZ,X,O,X,X,X,X,X,X,X
LIJSOZT,X,O,X,X,X,O,X,X,X
LIJZTSO,X,X,X,X,X,X,O,X,X
LIJZTOS,X,X,X,X,X,O,O,O,X
LIJZSTO,X,X,X,X,X,X,O,X,X
LIJZSOT,X,X,X,X,X,O,O,X,X
LIJZOTS,X,X,X,X,X,O,O,O,X
LIJZOST,X,X,X,X,X,O,O,X,X
LIJOTSZ,X,X,X,O,O,X,X,X,X
LIJOTZS,X,X,X,X,O,O,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,O,O,X,X,X
LIJOZTS,X,X,X,X,O,O,O,X,X
LIJOZST,X,X,X,X,O,O,O,X,X
LISTJZO,X,O,X,O,X,X,X,X,X
LISTJOZ,X,O,X,O,X,X,X,X,X
LISTZJO,X,O,O,O,X,X,X,X,X
LISTZOJ,X,O,O,O,X,X,X,X,X
LISTOJZ,X,O,X,O,O,X,X,X,X
LISTOZJ,X,X,O,O,O,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,O,X,X
LISJZOT,X,O,X,X,X,O,O,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,O,X,X,X
LISZTJO,X,O,O,O,X,X,O,X,X
LISZTOJ,X,O,O,O,X,X,O,X,X
LISZJTO,X,O,O,X,X,X,O,X,X
LISZJOT,X,O,O,X,X,X,O,X,X
LISZOTJ,X,O,O,O,X,O,O,X,X
LISZOJT,X,O,O,X,X,O,O,X,X
LISOTJZ,X,O,X,O,O,X,X,X,X
LISOTZJ,X,X,O,O,O,X,X,X,X
LISOJTZ,X,O,X,X,O,X,X,X,X
LISOJZT,X,O,X,X,O,O,X,X,X
LISOZTJ,X,O,O,O,O,O,X,X,X
LISOZJT,X,O,O,X,O,O,X,X,X
LIZTJSO,X,X,O,X,X,X,O,X,X
LIZTJOS,X,X,O,X,X,X,O,O,X
LIZTSJO,X,X,O,O,X,X,O,X,X
LIZTSOJ,X,X,O,O,X,X,O,X,X
LIZTOJS,X,X,O,X,O,O,O,O,X
LIZTOSJ,X,X,O,O,O,O,O,X,X
LIZJTSO,X,X,O,X,X,X,O,X,X
LIZJTOS,X,X,O,X,X,O,O,O,X
LIZJSTO,X,O,O,X,X,X,O,X,X
LIZJSOT,X,O,O,X,X,O,O,X,X
LIZJOTS,X,X,O,X,X,O,O,O,X
LIZJOST,X,X,O,X,X,O,O,X,X
LIZSTJO,X,O,O,O,X,X,O,X,X
LIZSTOJ,X,O,O,O,X,X,O,X,X
LIZSJTO,X,O,O,X,X,X,O,X,X
LIZSJOT,X,O,O,X,X,X,O,X,X
LIZSOTJ,X,O,O,O,X,O,O,X,X
LIZSOJT,X,O,O,X,X,O,O,X,X
LIZOTJS,X,X,O,X,O,O,O,O,X
LIZOTSJ,X,X,O,O,O,O,O,X,X
LIZOJTS,X,X,O,X,O,O,O,O,X
LIZOJST,X,O,O,X,O,O,O,X,X
LIZOSTJ,X,O,O,O,O,O,O,X,X
LIZOSJT,X,O,O,X,O,O,O,X,X
LIOTJSZ,X,X,X,O,O,X,X,X,X
LIOTJZS,X,X,X,X,O,O,X,X,X
LIOTSJZ,X,X,X,O,O,X,X,X,X
LIOTSZJ,X,X,O,O,O,X,X,X,X
LIOTZJS,X,X,O,X,O,O,X,X,O
LIOTZSJ,X,X,O,O,O,O,X,X,O
LIOJTSZ,X,X,X,O,O,X,X,X,X
LIOJTZS,X,X,X,X,O,O,X,X,X
LIOJSTZ,X,O,X,X,O,X,X,X,X
LIOJSZT,X,O,X,X,O,O,X,X,X
LIOJZTS,X,X,X,X,O,O,O,X,X
LIOJZST,X,X,X,X,O,O,O,X,X
LIOSTJZ,X,O,X,O,O,X,X,X,X
LIOSTZJ,X,X,O,O,O,X,X,X,X
LIOSJTZ,X,O,X,X,O,X,X,X,X
LIOSJZT,X,O,X,X,O,O,X,X,X
LIOSZTJ,X,X,O,O,O,O,X,X,X
LIOSZJT,X,O,O,X,O,O,X,X,X
LIOZTJS,X,X,O,X,O,O,O,X,O
LIOZTSJ,X,X,O,O,O,O,O,X,O
LIOZJTS,X,X,O,X,O,O,O,X,X
LIOZJST,X,X,O,X,O,O,O,X,X
LIOZSTJ,X,X,O,O,O,O,O,X,X
LIOZSJT,X,X,O,X,O,O,O,X,X
LJTISZO,X,X,X,O,X,X,X,X,X
LJTISOZ,X,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,O,X,X
LJTIZOS,X,X,X,X,X,O,O,O,X
LJTIOSZ,X,X,X,O,O,X,X,X,X
LJTIOZS,X,X,X,X,O,O,X,X,X
LJTSIZO,O,X,X,O,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X,X
LJTSZIO,O,X,X,O,X,X,X,X,X
LJTSZOI,X,X,X,O,X,X,X,O,X
LJTSOIZ,X,X,X,O,X,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,O,X,X
LJTZIOS,X,X,X,X,X,O,O,O,X
LJTZSIO,O,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,O,X
LJTZOIS,X,X,X,X,X,O,X,O,X
LJTZOSI,X,X,X,X,X,X,X,O,X
LJTOISZ,X,X,X,O,O,X,X,X,X
LJTOIZS,X,X,X,X,O,O,X,X,X
LJTOSIZ,X,X,X,O,O,X,X,X,X
LJTOSZI,X,X,X,O,X,X,X,X,X
LJTOZIS,X,X,X,X,O,O,X,O,X
LJTOZSI,X,X,X,X,X,X,X,O,X
LJITSZO,X,X,X,O,X,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,X,O,O,O,X
LJITOSZ,X,X,X,O,O,X,X,X,X
LJITOZS,X,X,X,X,O,O,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,O,X,X
LJISZOT,X,O,X,X,X,O,O,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X
LJISOZT,X,O,X,X,X,O,X,X,X
LJIZTSO,X,X,X,X,X,X,O,X,X
LJIZTOS,X,X,X,X,X,O,O,O,X
LJIZSTO,X,X,X,X,X,X,O,X,X
LJIZSOT,X,X,X,X,X,O,O,X,X
LJIZOTS,X,X,X,X,X,O,O,O,X
LJIZOST,X,X,X,X,X,O,O,X,X
LJIOTSZ,X,X,X,O,O,X,X,X,X
LJIOTZS,X,X,X,X,O,O,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,O,O,X,X,X
LJIOZTS,X,X,X,X,O,O,O,X,X
LJIOZST,X,X,X,X,O,O,O,X,X
LJSTIZO,O,O,X,O,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X,X
LJSTZIO,O,O,X,O,X,X,X,X,X
LJSTZOI,X,X,X,O,X,X,X,O,X
LJSTOIZ,X,O,X,O,X,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,O,X,X
LJSIZOT,X,O,X,X,X,O,O,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X
LJSIOZT,X,O,X,X,X,O,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X,X
LJSZTOI,X,X,X,O,X,X,X,O,X
LJSZITO,O,O,X,X,X,X,O,X,X
LJSZIOT,X,O,X,X,X,O,O,X,X
LJSZOTI,X,O,X,O,X,X,X,O,X
LJSZOIT,X,O,X,X,X,O,X,X,X
LJSOTIZ,X,O,X,O,X,X,X,X,X
LJSOTZI,X,O,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X
LJSOIZT,X,O,X,X,X,O,X,X,X
LJSOZTI,X,O,X,O,X,X,X,X,X
LJSOZIT,X,O,X,X,X,O,X,X,X
LJZTISO,X,X,X,X,X,X,O,X,X
LJZTIOS,X,X,X,X,X,O,O,O,X
LJZTSIO,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,O,X
LJZTOIS,X,X,X,X,X,O,X,O,X
LJZTOSI,X,X,X,X,X,X,X,O,X
LJZITSO,X,X,X,X,X,X,O,X,X
LJZITOS,X,X,X,X,X,O,O,O,X
LJZISTO,X,O,X,X,X,X,O,X,X
LJZISOT,X,O,X,X,X,O,O,X,X
LJZIOTS,X,X,X,X,X,O,O,O,X
LJZIOST,X,X,X,X,X,O,O,X,X
LJZSTIO,O,O,X,O,X,X,X,X,X
LJZSTOI,X,X,X,O,X,X,X,O,X
LJZSITO,O,O,X,X,X,X,O,X,X
LJZSIOT,X,O,X,X,X,O,O,X,X
LJZSOTI,X,X,X,O,X,X,X,O,X
LJZSOIT,X,O,X,X,X,O,X,X,X
LJZOTIS,X,X,X,X,X,O,X,O,X
LJZOTSI,X,X,X,X,X,X,X,O,X
LJZOITS,X,X,X,X,X,O,O,O,X
LJZOIST,X,X,X,X,X,O,O,X,X
LJZOSTI,X,X,X,O,X,X,X,O,X
LJZOSIT,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,O,O,X,X,X,X
LJOTIZS,X,X,X,X,O,O,X,X,X
LJOTSIZ,X,X,X,O,O,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X,X
LJOTZIS,X,X,X,X,O,O,X,O,X
LJOTZSI,X,X,X,X,X,X,X,O,X
LJOITSZ,X,X,X,O,O,X,X,X,X
LJOITZS,X,X,X,X,O,O,X,X,X
LJOISTZ,X,O,X,X,O,X,X,X,X
LJOISZT,X,O,X,X,O,O,X,X,X
LJOIZTS,X,X,X,X,O,O,O,X,X
LJOIZST,X,X,X,X,O,O,O,X,X
LJOSTIZ,X,O,X,O,O,X,X,X,X
LJOSTZI,X,O,X,O,X,X,X,X,X
LJOSITZ,X,O,X,X,O,X,X,X,X
LJOSIZT,X,O,X,X,O,O,X,X,X
LJOSZTI,X,O,X,O,X,X,X,X,X
LJOSZIT,X,O,X,X,X,O,X,X,X
LJOZTIS,X,X,X,X,O,O,X,O,X
LJOZTSI,X,X,X,X,X,X,X,O,X
LJOZITS,X,X,X,X,O,O,O,O,X
LJOZIST,X,O,X,X,O,O,O,X,X
LJOZSTI,X,O,X,O,X,X,X,O,X
LJOZSIT,X,O,X,X,X,O,X,X,X
LSTIJZO,O,O,X,O,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,X,X
LSTIZJO,X,O,X,O,X,X,X,X,X
LSTIZOJ,X,O,X,O,X,X,X,X,X
LSTIOJZ,O,O,X,O,O,X,X,X,X
LSTIOZJ,X,X,X,O,O,X,X,X,X
LSTJIZO,O,O,X,O,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X,X
LSTJZIO,O,O,X,O,X,X,X,X,X
LSTJZOI,X,X,X,O,X,X,X,O,X
LSTJOIZ,X,O,X,O,X,X,X,X,X
LSTJOZI,X,O,X,O,X,X,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,X,X
LSTZJIO,O,O,X,O,X,X,X,X,X
LSTZJOI,X,X,X,O,X,X,X,O,X
LSTZOIJ,O,O,X,O,X,X,X,X,X
LSTZOJI,O,O,X,O,X,X,X,O,X
LSTOIJZ,O,O,X,O,O,X,X,X,X
LSTOIZJ,X,X,X,O,O,X,X,X,X
LSTOJIZ,O,O,X,O,O,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,X
LSTOZJI,O,O,X,O,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X,X
LSITZJO,X,O,X,O,X,X,X,X,X
LSITZOJ,X,O,X,O,X,X,X,X,X
LSITOJZ,O,O,X,O,O,X,X,X,X
LSITOZJ,X,X,X,O,O,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,O,X,X
LSIJZOT,X,O,X,X,X,O,O,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X
LSIJOZT,X,O,X,X,X,O,X,X,X
LSIZTJO,O,O,X,O,X,X,O,X,X
LSIZTOJ,O,O,X,O,X,X,O,X,X
LSIZJTO,O,O,X,X,X,X,O,X,X
LSIZJOT,X,O,X,X,X,X,O,X,X
LSIZOTJ,O,O,X,O,X,O,O,X,X
LSIZOJT,O,O,X,X,X,O,O,X,X
LSIOTJZ,O,O,X,O,O,X,X,X,X
LSIOTZJ,X,X,X,O,O,X,X,X,X
LSIOJTZ,O,O,X,X,O,X,X,X,X
LSIOJZT,O,O,X,X,O,O,X,X,X
LSIOZTJ,O,O,X,O,O,O,X,X,X
LSIOZJT,O,O,X,X,O,O,X,X,X
LSJTIZO,O,O,X,O,X,X,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X,X
LSJTZIO,O,O,X,O,X,X,X,X,X
LSJTZOI,X,X,X,O,X,X,X,O,X
LSJTOIZ,X,O,X,O,X,X,X,X,X
LSJTOZI,X,O,X,O,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,O,X,X
LSJIZOT,X,O,X,X,X,O,O,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X
LSJIOZT,X,O,X,X,X,O,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X,X
LSJZTOI,X,X,X,O,X,X,X,O,X
LSJZITO,O,O,X,X,X,X,O,X,X
LSJZIOT,X,O,X,X,X,O,O,X,X
LSJZOTI,X,O,X,O,X,X,X,O,X
LSJZOIT,X,O,X,X,X,O,X,X,X
LSJOTIZ,X,O,X,O,X,X,X,X,X
LSJOTZI,X,O,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X
LSJOIZT,X,O,X,X,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X,X,X
LSJOZIT,X,O,X,X,X,O,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X,X
LSZTJOI,X,X,X,O,X,X,X,O,X
LSZTOIJ,O,O,X,O,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,X,O,X
LSZITJO,O,O,X,O,X,X,O,X,X
LSZITOJ,O,O,X,O,X,X,O,X,X
LSZIJTO,O,O,X,X,X,X,O,X,X
LSZIJOT,X,O,X,X,X,X,O,X,X
LSZIOTJ,O,O,X,O,X,O,O,X,X
LSZIOJT,O,O,X,X,X,O,O,X,X
LSZJTIO,O,O,X,O,X,X,X,X,X
LSZJTOI,X,X,X,O,X,X,X,O,X
LSZJITO,O,O,X,X,X,X,O,X,X
LSZJIOT,X,O,X,X,X,O,O,X,X
LSZJOTI,X,O,X,O,X,X,X,O,X
LSZJOIT,X,O,X,X,X,O,X,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X,O,X
LSZOITJ,O,O,X,O,X,O,X,X,X
LSZOIJT,O,O,X,X,X,O,X,X,X
LSZOJTI,O,O,X,O,X,X,X,O,X
LSZOJIT,O,O,X,X,X,O,X,X,X
LSOTIJZ,O,O,X,O,O,X,X,X,X
LSOTIZJ,X,X,X,O,O,X,X,X,X
LSOTJIZ,O,O,X,O,O,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,X
LSOTZJI,O,O,X,O,X,X,X,X,X
LSOITJZ,O,O,X,O,O,X,X,X,X
LSOITZJ,X,X,X,O,O,X,X,X,X
LSOIJTZ,O,O,X,X,O,X,X,X,X
LSOIJZT,O,O,X,X,O,O,X,X,X
LSOIZTJ,O,O,X,O,O,O,X,X,X
LSOIZJT,O,O,X,X,O,O,X,X,X
LSOJTIZ,O,O,X,O,O,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X,X
LSOJITZ,O,O,X,X,O,X,X,X,X
LSOJIZT,O,O,X,X,O,O,X,X,X
LSOJZTI,O,O,X,O,X,X,X,X,X
LSOJZIT,O,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X
LSOZTJI,O,O,X,O,X,X,X,X,X
LSOZITJ,O,O,X,O,X,O,X,X,X
LSOZIJT,O,O,X,X,X,O,X,X,X
LSOZJTI,O,O,X,O,X,X,X,X,X
LSOZJIT,O,O,X,X,X,O,X,X,X
LZTIJSO,X,X,O,X,X,X,O,X,X
LZTIJOS,X,X,O,X,X,X,O,O,X
LZTISJO,X,X,O,O,X,X,O,X,X
LZTISOJ,X,X,O,O,X,X,O,X,X
LZTIOJS,X,X,O,X,O,O,O,O,X
LZTIOSJ,X,X,O,O,O,O,O,X,X
LZTJISO,X,X,O,X,X,X,O,X,X
LZTJIOS,X,X,O,X,X,O,O,O,X
LZTJSIO,O,X,X,X,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,O,X
LZTJOIS,X,X,O,X,X,O,X,O,X
LZTJOSI,X,X,X,X,X,X,X,O,X
LZTSIJO,O,X,X,O,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X
LZTSJIO,O,X,X,O,X,X,X,X,X
LZTSJOI,X,X,X,O,X,X,X,O,X
LZTSOIJ,O,X,X,O,X,X,X,X,X
LZTSOJI,O,X,X,O,X,X,X,O,X
LZTOIJS,X,X,O,X,O,O,X,O,X
LZTOISJ,X,X,O,O,O,O,X,X,X
LZTOJIS,X,X,O,X,O,O,X,O,X
LZTOJSI,O,X,X,X,X,X,X,O,X
LZTOSIJ,O,X,X,O,X,X,X,X,X
LZTOSJI,O,X,X,O,X,X,X,O,X
LZITJSO,X,X,O,X,X,X,O,X,X
LZITJOS,X,X,O,X,X,X,O,O,X
LZITSJO,X,X,O,O,X,X,O,X,X
LZITSOJ,X,X,O,O,X,X,O,X,X
LZITOJS,X,X,O,X,O,O,O,O,X
LZITOSJ,X,X,O,O,O,O,O,X,X
LZIJTSO,X,X,O,X,X,X,O,X,X
LZIJTOS,X,X,O,X,X,O,O,O,X
LZIJSTO,X,O,O,X,X,X,O,X,X
LZIJSOT,X,O,O,X,X,O,O,X,X
LZIJOTS,X,X,O,X,X,O,O,O,X
LZIJOST,X,X,O,X,X,O,O,X,X
LZISTJO,X,O,O,O,X,X,O,X,X
LZISTOJ,X,O,O,O,X,X,O,X,X
LZISJTO,X,O,O,X,X,X,O,X,X
LZISJOT,X,O,O,X,X,X,O,X,X
LZISOTJ,X,O,O,O,X,O,O,X,X
LZISOJT,X,O,O,X,X,O,O,X,X
LZIOTJS,X,X,O,X,O,O,O,O,X
LZIOTSJ,X,X,O,O,O,O,O,X,X
LZIOJTS,X,X,O,X,O,O,O,O,X
LZIOJST,X,O,O,X,O,O,O,X,X
LZIOSTJ,X,O,O,O,O,O,O,X,X
LZIOSJT,X,O,O,X,O,O,O,X,X
LZJTISO,X,X,O,X,X,X,O,X,X
LZJTIOS,X,X,O,X,X,O,O,O,X
LZJTSIO,O,X,X,X,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X,O,X
LZJTOIS,X,X,O,X,X,O,X,O,X
LZJTOSI,X,X,X,X,X,X,X,O,X
LZJITSO,X,X,O,X,X,X,O,X,X
LZJITOS,X,X,O,X,X,O,O,O,X
LZJISTO,X,O,O,X,X,X,O,X,X
LZJISOT,X,O,O,X,X,O,O,X,X
LZJIOTS,X,X,O,X,X,O,O,O,X
LZJIOST,X,X,O,X,X,O,O,X,X
LZJSTIO,O,O,X,O,X,X,X,X,X
LZJSTOI,X,X,X,O,X,X,X,O,X
LZJSITO,O,O,X,X,X,X,O,X,X
LZJSIOT,X,O,X,X,X,O,O,X,X
LZJSOTI,X,X,X,O,X,X,X,O,X
LZJSOIT,X,O,X,X,X,O,X,X,X
LZJOTIS,X,X,O,X,X,O,X,O,X
LZJOTSI,X,X,X,X,X,X,X,O,X
LZJOITS,X,X,O,X,X,O,O,O,X
LZJOIST,X,X,O,X,X,O,O,X,X
LZJOSTI,X,X,X,O,X,X,X,O,X
LZJOSIT,X,X,X,X,X,O,X,X,X
LZSTIJO,O,O,X,O,X,X,X,X,X
LZSTIOJ,O,O,X,O,X,X,X,X,X
LZSTJIO,O,O,X,O,X,X,X,X,X
LZSTJOI,X,X,X,O,X,X,X,O,X
LZSTOIJ,O,O,X,O,X,X,X,X,X
LZSTOJI,O,O,X,O,X,X,X,O,X
LZSITJO,O,O,X,O,X,X,O,X,X
LZSITOJ,O,O,X,O,X,X,O,X,X
LZSIJTO,O,O,X,X,X,X,O,X,X
LZSIJOT,X,O,X,X,X,X,O,X,X
LZSIOTJ,O,O,X,O,X,O,O,X,X
LZSIOJT,O,O,X,X,X,O,O,X,X
LZSJTIO,O,O,X,O,X,X,X,X,X
LZSJTOI,X,X,X,O,X,X,X,O,X
LZSJITO,O,O,X,X,X,X,O,X,X
LZSJIOT,X,O,X,X,X,O,O,X,X
LZSJOTI,X,O,X,O,X,X,X,O,X
LZSJOIT,X,O,X,X,X,O,X,X,X
LZSOTIJ,O,O,X,O,X,X,X,X,X
LZSOTJI,O,O,X,O,X,X,X,O,X
LZSOITJ,O,O,X,O,X,O,X,X,X
LZSOIJT,O,O,X,X,X,O,X,X,X
LZSOJTI,O,O,X,O,X,X,X,O,X
LZSOJIT,O,O,X,X,X,O,X,X,X
LZOTIJS,X,X,O,X,O,O,X,O,X
LZOTISJ,X,X,O,O,O,O,X,X,X
LZOTJIS,X,X,O,X,O,O,X,O,X
LZOTJSI,O,X,X,X,X,X,X,O,X
LZOTSIJ,O,X,X,O,X,X,X,X,X
LZOTSJI,O,X,X,O,X,X,X,O,X
LZOITJS,X,X,O,X,O,O,O,O,X
LZOITSJ,X,X,O,O,O,O,O,X,X
LZOIJTS,X,X,O,X,O,O,O,O,X
LZOIJST,X,O,O,X,O,O,O,X,X
LZOISTJ,X,O,O,O,O,O,O,X,X
LZOISJT,X,O,O,X,O,O,O,X,X
LZOJTIS,X,X,O,X,O,O,X,O,X
LZOJTSI,O,X,X,X,X,X,X,O,X
LZOJITS,X,X,O,X,O,O,O,O,X
LZOJIST,X,O,O,X,O,O,O,X,X
LZOJSTI,O,O,X,O,X,X,X,O,X
LZOJSIT,O,O,X,X,X,O,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,X,X
LZOSTJI,O,O,X,O,X,X,X,O,X
LZOSITJ,O,O,X,O,X,O,X,X,X
LZOSIJT,O,O,X,X,X,O,X,X,X
LZOSJTI,O,O,X,O,X,X,X,O,X
LZOSJIT,O,O,X,X,X,O,X,X,X
LOTIJSZ,X,X,X,O,O,X,X,X,X
LOTIJZS,X,X,X,X,O,O,X,X,X
LOTISJZ,X,X,X,O,O,X,X,X,X
LOTISZJ,X,X,O,O,O,X,X,X,X
LOTIZJS,X,X,O,X,O,O,X,X,O
LOTIZSJ,X,X,O,O,O,O,X,X,O
LOTJISZ,X,X,X,O,O,X,X,X,X
LOTJIZS,X,X,X,X,O,O,X,X,X
LOTJSIZ,O,X,X,O,O,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X
LOTJZIS,X,X,X,X,O,O,X,O,X
LOTJZSI,O,X,X,X,X,X,X,O,X
