sequence,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFRiBcoBTnBFqBXr?BGrB,v115@9gB8HeB8HeA8HeC8DeD8JecGJvhFenBqnBTjBXlBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeCCJvhFTjBXlB2rB0nBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRhBqnBTjB8rB3q?BFrB,v115@9gB8HeB8HeA8HeC8DeD8JelAJvhF3hBqnBTjB8rBRq?B2vB,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFGiBTjBfrBUqBRs?BlrB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFTjBRmB1sBCnB3q?BUrB,v115@9gB8HeB8HeA8HeC8DeD8JeRCJvhFcoBXlB6rBTnBml?B1vB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRmBFoBzmBCoB3q?BUrB
LOTSIJZ,X,O,X,X,X,X,O,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,O,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,X,O,X
LOTSZJI,O,X,X,O,X,X,X,O,X
LOTZIJS,O,X,X,X,O,X,X,X,X
LOTZISJ,O,X,X,X,O,X,X,O,X
LOTZJIS,O,X,X,O,X,X,X,X,X
LOTZJSI,X,X,X,O,X,X,X,X,X
LOTZSIJ,O,X,X,X,O,X,X,O,X
LOTZSJI,O,X,X,O,O,X,X,O,X
LOITJSZ,X,O,X,X,X,X,X,X,X
LOITJZS,X,O,X,X,O,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,O,X,X,X,X
LOITZJS,X,X,X,X,O,X,X,X,X
LOITZSJ,X,X,X,X,O,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,X
LOIJTZS,X,O,X,X,O,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,X,X
LOIJSZT,X,O,X,O,X,X,X,X,X
LOIJZTS,X,O,X,O,O,O,X,X,X
LOIJZST,X,O,X,O,O,O,X,X,X
LOISTJZ,X,O,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,O,X,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X,X
LOISJZT,X,O,X,O,X,X,X,X,X
LOISZTJ,X,X,X,X,O,X,X,O,X
LOISZJT,X,O,O,O,O,X,X,O,X
LOIZTJS,X,X,O,X,O,O,X,X,X
LOIZTSJ,X,X,X,X,O,X,X,O,X
LOIZJTS,X,O,O,O,O,O,X,X,X
LOIZJST,X,O,O,O,O,O,X,O,X
LOIZSTJ,X,X,X,X,O,O,X,O,X
LOIZSJT,X,O,O,O,O,O,X,O,X
LOJTISZ,X,O,X,X,X,X,O,X,X
LOJTIZS,X,O,X,X,X,X,O,X,X
LOJTSIZ,X,X,X,X,X,X,O,X,X
LOJTSZI,X,O,X,O,X,X,X,X,X
LOJTZIS,X,O,X,O,X,X,X,X,X
LOJTZSI,X,O,X,O,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X
LOJITZS,X,O,X,X,O,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,X
LOJISZT,X,O,X,O,X,X,X,X,X
LOJIZTS,X,O,X,O,O,X,X,X,X
LOJIZST,X,O,X,O,O,X,X,X,X
LOJSTIZ,X,X,X,X,X,X,O,X,X
LOJSTZI,X,O,X,O,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,X
LOJSIZT,X,O,X,O,X,X,X,X,X
LOJSZTI,X,O,X,O,X,X,X,O,X
LOJSZIT,X,O,X,O,X,X,X,O,X
LOJZTIS,X,O,X,O,X,X,X,X,X
LOJZTSI,X,O,X,O,X,X,X,X,X
LOJZITS,X,O,X,O,O,X,X,X,X
LOJZIST,X,O,X,O,O,X,X,O,X
LOJZSTI,X,O,X,O,O,X,X,O,X
LOJZSIT,X,O,X,O,O,X,X,O,X
LOSTIJZ,X,O,X,X,X,X,O,X,X
LOSTIZJ,O,X,X,X,X,X,X,O,X
LOSTJIZ,X,X,X,X,X,X,O,X,X
LOSTJZI,O,O,X,O,X,X,X,O,X
LOSTZIJ,O,X,X,X,X,X,X,O,X
LOSTZJI,O,X,X,O,X,X,X,O,X
LOSITJZ,X,O,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,O,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X
LOSIJZT,X,O,X,O,X,X,X,X,X
LOSIZTJ,X,X,X,X,O,X,X,O,X
LOSIZJT,X,O,O,O,O,X,X,O,X
LOSJTIZ,X,X,X,X,X,X,O,X,X
LOSJTZI,X,O,X,O,X,X,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X,X
LOSJIZT,X,O,X,O,X,X,X,X,X
LOSJZTI,X,O,X,O,X,X,X,O,X
LOSJZIT,X,O,X,O,X,X,X,O,X
LOSZTIJ,O,X,X,X,O,X,X,O,X
LOSZTJI,O,X,X,O,O,X,X,O,X
LOSZITJ,O,X,X,X,O,X,X,O,X
LOSZIJT,X,O,O,O,O,X,X,O,X
LOSZJTI,X,O,O,O,O,X,X,O,X
LOSZJIT,X,O,O,O,O,X,X,O,X
LOZTIJS,O,X,O,X,O,O,X,X,X
LOZTISJ,O,X,X,X,O,X,X,O,X
LOZTJIS,O,X,O,O,X,X,X,X,X
LOZTJSI,X,X,O,O,X,X,X,X,X
LOZTSIJ,O,X,X,X,O,O,X,O,X
LOZTSJI,O,X,X,O,O,X,X,O,X
LOZITJS,O,X,O,X,O,O,X,X,X
LOZITSJ,O,X,X,X,O,X,X,O,X
LOZIJTS,X,O,O,O,O,O,X,X,X
LOZIJST,X,O,O,O,O,O,X,O,X
LOZISTJ,O,X,X,X,O,O,X,O,X
LOZISJT,X,O,O,O,O,O,X,O,X
LOZJTIS,X,O,O,O,X,X,X,X,X
LOZJTSI,X,O,O,O,X,X,X,X,X
LOZJITS,X,O,O,O,O,O,X,X,X
LOZJIST,X,O,O,O,O,O,X,O,X
LOZJSTI,X,O,O,O,O,X,X,O,X
LOZJSIT,X,O,O,O,O,O,X,O,X
LOZSTIJ,O,X,X,X,O,O,X,O,X
LOZSTJI,O,X,X,O,O,X,X,O,X
LOZSITJ,O,X,X,X,O,O,X,O,X
LOZSIJT,X,O,O,O,O,O,X,O,X
LOZSJTI,X,O,O,O,O,X,X,O,X
LOZSJIT,X,O,O,O,O,O,X,O,X
JTILSZO,X,O,O,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X,X
JTILZSO,X,O,O,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,X,X,X,X
JTILOSZ,X,O,X,X,X,X,O,X,X
JTILOZS,X,O,X,X,X,X,O,X,X
JTISLZO,X,O,O,X,X,X,X,X,O
JTISLOZ,X,O,X,X,X,X,O,X,O
JTISZLO,X,O,O,X,X,X,X,X,O
JTISZOL,X,X,O,X,X,X,O,X,O
JTISOLZ,X,X,X,X,X,X,O,X,O
JTISOZL,X,X,X,X,X,X,O,X,O
JTIZLSO,X,O,O,X,X,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X,X,X
JTIZSLO,X,O,O,X,X,X,X,X,X
JTIZSOL,X,X,O,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,O,X,X
JTIZOSL,X,X,O,X,X,X,O,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,X
JTIOLZS,X,X,X,X,X,X,O,X,X
JTIOSLZ,X,X,X,X,X,X,O,X,X
JTIOSZL,X,X,X,X,X,X,O,X,X
JTIOZLS,X,X,X,X,X,X,O,X,X
JTIOZSL,X,X,X,X,X,X,O,X,X
JTLISZO,X,O,O,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,X,X,X
JTLIZSO,X,O,O,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,O,X,X
JTLIOZS,X,O,X,X,X,X,O,X,X
JTLSIZO,X,X,X,X,X,X,X,X,O
JTLSIOZ,X,X,X,X,X,X,O,X,O
JTLSZIO,O,X,X,O,X,X,X,X,X
JTLSZOI,O,O,O,O,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,O,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,X,X,X
JTLZIOS,O,O,O,O,X,X,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X,X
JTLZSOI,O,O,O,O,X,X,X,X,X
JTLZOIS,O,O,O,O,X,X,X,X,X
JTLZOSI,X,O,O,O,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,O,X,X
JTLOIZS,X,O,X,X,X,X,O,X,X
JTLOSIZ,X,X,X,X,X,X,O,X,X
JTLOSZI,X,O,X,O,X,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X
JTLOZSI,X,O,X,O,X,X,X,X,X
JTSILZO,X,X,X,X,X,X,X,X,O
JTSILOZ,X,X,X,X,X,X,O,X,O
JTSIZLO,X,X,X,X,X,X,X,X,O
JTSIZOL,X,X,X,X,X,X,O,X,O
JTSIOLZ,X,X,X,X,X,X,O,X,O
JTSIOZL,X,X,X,X,X,X,O,X,O
JTSLIZO,X,X,X,X,X,X,X,X,O
JTSLIOZ,X,X,X,X,X,X,O,X,O
JTSLZIO,O,X,X,O,X,X,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,O,X,X
JTSLOZI,O,O,X,O,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,X,O
JTSZIOL,X,X,X,X,X,X,O,X,O
JTSZLIO,O,X,X,O,X,X,X,X,X
JTSZLOI,O,O,O,O,X,X,X,X,X
JTSZOIL,O,X,X,X,X,X,O,X,X
JTSZOLI,O,X,O,O,X,X,X,X,X
JTSOILZ,X,X,X,X,X,X,O,X,O
JTSOIZL,X,X,X,X,X,X,O,X,O
JTSOLIZ,X,X,X,X,X,X,O,X,X
JTSOLZI,O,X,X,O,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,O,X,X
JTSOZLI,O,X,X,O,X,X,X,X,X
JTZILSO,O,O,O,X,X,X,X,X,X
JTZILOS,O,O,O,O,X,X,X,X,X
JTZISLO,O,O,O,X,X,X,X,X,X
JTZISOL,X,X,O,X,X,X,X,X,X
JTZIOLS,X,X,O,X,X,X,O,X,X
JTZIOSL,X,X,O,X,X,X,O,X,X
JTZLISO,O,O,O,X,X,X,X,X,X
JTZLIOS,O,O,O,O,X,X,X,X,X
JTZLSIO,O,X,X,O,X,X,X,X,X
JTZLSOI,O,O,O,O,X,X,X,X,X
JTZLOIS,O,O,O,O,X,X,X,X,X
JTZLOSI,X,O,O,O,X,X,X,X,X
JTZSILO,O,X,X,O,X,X,X,X,O
JTZSIOL,X,X,X,X,X,X,O,X,O
JTZSLIO,O,X,X,O,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,O,X,X
JTZSOLI,O,X,O,O,X,X,X,X,X
JTZOILS,O,X,O,X,X,X,O,X,X
JTZOISL,O,X,O,X,X,X,O,X,X
JTZOLIS,O,X,O,O,X,X,X,X,X
JTZOLSI,X,X,O,O,X,X,X,X,X
JTZOSIL,O,X,X,X,X,X,O,X,X
JTZOSLI,O,X,O,O,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X,O,X,X
JTOILZS,X,X,X,X,X,X,O,X,X
JTOISLZ,X,X,X,X,X,X,O,X,X
JTOISZL,X,X,X,X,X,X,O,X,X
JTOIZLS,X,X,X,X,X,X,O,X,X
JTOIZSL,X,X,X,X,X,X,O,X,X
JTOLISZ,X,X,X,X,X,X,O,X,X
JTOLIZS,X,X,X,X,X,X,O,X,X
JTOLSIZ,X,X,X,X,X,X,O,X,X
JTOLSZI,X,X,X,O,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X
JTOLZSI,X,X,X,O,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,O,X,O
JTOSIZL,X,X,X,X,X,X,O,X,O
JTOSLIZ,X,X,X,X,X,X,O,X,X
JTOSLZI,O,X,X,O,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X,O,X,X
JTOSZLI,O,X,X,O,X,X,X,X,X
JTOZILS,O,X,X,X,X,X,O,X,X
JTOZISL,O,X,X,X,X,X,O,X,X
JTOZLIS,O,X,X,O,X,X,X,X,X
JTOZLSI,X,X,X,O,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,O,X,X
JTOZSLI,O,X,X,O,X,X,X,X,X
JITLSZO,X,O,O,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X,X
JITLZSO,X,O,O,X,O,X,X,X,X
JITLZOS,X,O,O,X,O,X,X,X,X
JITLOSZ,X,O,X,X,X,X,O,X,X
JITLOZS,X,O,X,X,O,X,O,X,X
JITSLZO,X,O,O,X,X,X,X,X,O
JITSLOZ,X,O,X,X,X,X,O,X,O
JITSZLO,X,O,O,X,X,X,X,X,O
JITSZOL,X,X,O,X,X,X,O,X,O
JITSOLZ,X,X,X,X,X,X,O,X,O
JITSOZL,X,X,X,X,X,X,O,X,O
JITZLSO,X,O,O,X,O,X,X,X,X
JITZLOS,X,O,O,X,O,O,X,X,X
JITZSLO,X,O,O,X,O,O,X,X,X
JITZSOL,X,X,O,X,X,O,X,X,X
JITZOLS,X,X,O,X,O,O,O,X,X
JITZOSL,X,X,O,X,X,O,O,X,X
JITOLSZ,X,X,X,X,X,X,O,X,X
JITOLZS,X,X,X,X,O,X,O,X,X
JITOSLZ,X,X,X,X,X,X,O,X,X
JITOSZL,X,X,X,X,X,X,O,X,X
JITOZLS,X,X,X,X,O,O,O,X,X
JITOZSL,X,X,X,X,X,O,O,X,X
JILTSZO,X,O,O,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X
JILTZSO,X,O,O,X,O,X,X,X,X
JILTZOS,X,O,O,X,O,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,X,X
JILTOZS,X,O,X,X,O,X,X,X,X
JILSTZO,X,O,O,X,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,X,X,X
JILSZTO,X,O,O,O,X,X,X,X,X
JILSZOT,X,O,O,O,X,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X
JILSOZT,X,O,O,O,X,X,X,X,X
JILZTSO,X,O,O,X,O,X,X,X,X
JILZTOS,X,O,O,O,O,O,X,X,X
JILZSTO,X,O,O,O,O,O,X,X,X
JILZSOT,X,O,O,O,O,O,X,X,X
JILZOTS,X,O,O,O,O,O,X,X,X
JILZOST,X,O,O,O,O,O,X,X,X
JILOTSZ,X,O,X,X,X,X,X,X,X
JILOTZS,X,O,X,X,O,X,X,X,X
JILOSTZ,X,O,X,X,X,X,X,X,X
JILOSZT,X,O,O,O,X,X,X,X,X
JILOZTS,X,O,O,O,O,O,X,X,X
JILOZST,X,O,O,O,O,O,X,X,X
JISTLZO,X,O,O,X,X,X,X,X,O
JISTLOZ,X,O,X,X,X,X,O,X,O
JISTZLO,X,O,O,X,X,X,X,X,O
JISTZOL,X,X,O,X,X,X,O,X,O
JISTOLZ,X,X,X,X,X,X,O,X,O
JISTOZL,X,X,X,X,X,X,O,X,O
JISLTZO,X,O,O,X,X,X,X,X,O
JISLTOZ,X,O,X,X,X,X,X,X,O
JISLZTO,X,O,O,O,X,X,X,X,X
JISLZOT,X,O,O,O,X,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X
JISLOZT,X,O,O,O,X,X,X,X,X
JISZTLO,X,O,O,O,X,O,X,X,O
JISZTOL,X,X,O,X,X,O,X,X,O
JISZLTO,X,O,O,O,X,O,X,X,X
JISZLOT,X,O,O,O,X,O,X,X,X
JISZOTL,X,X,O,X,X,O,X,X,X
JISZOLT,X,O,O,O,X,O,X,X,X
JISOTLZ,X,X,X,X,X,X,O,X,O
JISOTZL,X,X,X,X,X,X,O,X,O
JISOLTZ,X,O,X,X,X,X,X,X,X
JISOLZT,X,O,O,O,X,X,X,X,X
JISOZTL,X,X,O,X,X,O,X,X,X
JISOZLT,X,O,O,O,X,O,X,X,X
JIZTLSO,X,O,O,X,O,X,X,X,X
JIZTLOS,X,O,O,O,O,O,X,X,X
JIZTSLO,X,O,O,X,O,O,X,X,X
JIZTSOL,X,X,O,X,X,O,X,X,X
JIZTOLS,X,X,O,X,O,O,X,X,X
JIZTOSL,X,X,O,X,X,O,X,X,X
JIZLTSO,X,O,O,X,O,X,X,X,X
JIZLTOS,X,O,O,O,O,O,X,X,X
JIZLSTO,X,O,O,O,O,O,X,X,X
JIZLSOT,X,O,O,O,O,O,X,X,X
JIZLOTS,X,O,O,O,O,O,X,X,X
JIZLOST,X,O,O,O,O,O,X,X,X
JIZSTLO,X,O,O,O,O,O,X,X,X
JIZSTOL,X,X,O,X,X,O,X,X,X
JIZSLTO,X,O,O,O,O,O,X,X,X
JIZSLOT,X,O,O,O,O,O,X,X,X
JIZSOTL,X,X,O,X,X,O,X,X,X
JIZSOLT,X,O,O,O,X,O,X,X,X
JIZOTLS,X,X,O,X,O,O,X,X,X
JIZOTSL,X,X,O,X,X,O,X,X,X
JIZOLTS,X,O,O,O,O,O,X,X,X
JIZOLST,X,O,O,O,O,O,X,X,X
JIZOSTL,X,X,O,X,X,O,X,X,X
JIZOSLT,X,O,O,O,X,O,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X
JIOTLZS,X,X,X,X,O,X,O,X,X
JIOTSLZ,X,X,X,X,X,X,O,X,X
JIOTSZL,X,X,X,X,X,X,O,X,X
JIOTZLS,X,X,X,X,O,O,O,X,X
JIOTZSL,X,X,X,X,X,O,O,X,X
JIOLTSZ,X,O,X,X,X,X,X,X,X
JIOLTZS,X,O,X,X,O,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,X
JIOLSZT,X,O,O,O,X,X,X,X,X
JIOLZTS,X,O,O,O,O,O,X,X,X
JIOLZST,X,O,O,O,O,O,X,X,X
JIOSTLZ,X,X,X,X,X,X,O,X,X
JIOSTZL,X,X,X,X,X,X,O,X,X
JIOSLTZ,X,O,X,X,X,X,X,X,X
JIOSLZT,X,O,O,O,X,X,X,X,X
JIOSZTL,X,X,O,X,X,O,X,X,X
JIOSZLT,X,O,O,O,X,O,X,X,X
JIOZTLS,X,X,O,X,O,O,X,X,X
JIOZTSL,X,X,O,X,X,O,X,X,X
JIOZLTS,X,O,O,O,O,O,X,X,X
JIOZLST,X,O,O,O,O,O,X,X,X
JIOZSTL,X,X,O,X,X,O,X,X,X
JIOZSLT,X,O,O,O,X,O,X,X,X
JLTISZO,X,O,O,X,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,X,X,X
JLTIZSO,X,O,O,X,X,X,X,X,X
JLTIZOS,X,O,O,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,O,X,X
JLTIOZS,X,O,X,X,X,X,O,X,X
JLTSIZO,X,X,X,X,X,X,X,X,O
JLTSIOZ,X,X,X,X,X,X,O,X,O
JLTSZIO,X,X,X,O,X,X,X,X,X
JLTSZOI,X,O,O,O,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X,O,X,X
JLTSOZI,X,O,X,O,X,X,X,X,X
JLTZISO,X,O,O,X,X,X,X,X,X
JLTZIOS,X,O,O,O,X,X,X,X,X
JLTZSIO,X,X,X,O,X,X,X,X,X
JLTZSOI,X,O,O,O,X,X,X,X,X
JLTZOIS,X,O,O,O,X,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X,X
JLTOISZ,X,O,X,X,X,X,O,X,X
JLTOIZS,X,O,X,X,X,X,O,X,X
JLTOSIZ,X,X,X,X,X,X,O,X,X
JLTOSZI,X,O,X,O,X,X,X,X,X
JLTOZIS,X,O,X,O,X,X,X,X,X
JLTOZSI,X,O,X,O,X,X,X,X,X
JLITSZO,X,O,O,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X
JLITZSO,X,O,O,X,O,X,X,X,X
JLITZOS,X,O,O,X,O,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,X,X
JLITOZS,X,O,X,X,O,X,X,X,X
JLISTZO,X,O,O,X,X,X,X,X,X
JLISTOZ,X,O,X,X,X,X,X,X,X
JLISZTO,X,O,O,O,X,X,X,X,X
JLISZOT,X,O,O,O,X,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X
JLISOZT,X,O,O,O,X,X,X,X,X
JLIZTSO,X,O,O,X,O,X,X,X,X
JLIZTOS,X,O,O,O,O,X,X,X,X
JLIZSTO,X,O,O,O,O,X,X,X,X
JLIZSOT,X,O,O,O,O,X,X,X,X
JLIZOTS,X,O,O,O,O,X,X,X,X
JLIZOST,X,O,O,O,O,X,X,X,X
JLIOTSZ,X,O,X,X,X,X,X,X,X
JLIOTZS,X,O,X,X,O,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,X
JLIOSZT,X,O,O,O,X,X,X,X,X
JLIOZTS,X,O,O,O,O,X,X,X,X
JLIOZST,X,O,O,O,O,X,X,X,X
JLSTIZO,X,X,X,X,X,X,X,X,O
JLSTIOZ,X,X,X,X,X,X,O,X,O
JLSTZIO,X,X,X,O,X,X,X,X,X
JLSTZOI,X,O,O,O,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,O,X,X
JLSTOZI,X,O,X,O,X,X,X,X,X
JLSITZO,X,O,O,X,X,X,X,X,O
JLSITOZ,X,O,X,X,X,X,X,X,O
JLSIZTO,X,O,O,O,X,X,X,X,X
JLSIZOT,X,O,O,O,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X
JLSIOZT,X,O,O,O,X,X,X,X,X
JLSZTIO,X,X,X,O,X,X,X,X,X
JLSZTOI,X,O,O,O,X,X,X,X,X
JLSZITO,X,O,O,O,X,X,X,X,X
JLSZIOT,X,O,O,O,X,X,X,X,X
JLSZOTI,X,O,O,O,X,X,X,O,X
JLSZOIT,X,O,O,O,X,X,X,O,X
JLSOTIZ,X,X,X,X,X,X,O,X,X
JLSOTZI,X,O,X,O,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,X
JLSOIZT,X,O,X,O,X,X,X,X,X
JLSOZTI,X,O,O,O,X,X,X,O,X
JLSOZIT,X,O,O,O,X,X,X,O,X
JLZTISO,X,O,O,X,X,X,X,X,X
JLZTIOS,X,O,O,O,X,X,X,X,X
JLZTSIO,X,X,X,O,X,X,X,X,X
JLZTSOI,X,O,O,O,X,X,X,X,X
JLZTOIS,X,O,O,O,X,X,X,X,X
JLZTOSI,X,O,O,O,X,X,X,X,X
JLZITSO,X,O,O,X,O,X,X,X,X
JLZITOS,X,O,O,O,O,X,X,X,X
JLZISTO,X,O,O,O,O,X,X,X,X
JLZISOT,X,O,O,O,O,X,X,X,X
JLZIOTS,X,O,O,O,O,X,X,X,X
JLZIOST,X,O,O,O,O,X,X,X,X
JLZSTIO,X,X,X,O,X,X,X,X,X
JLZSTOI,X,O,O,O,O,X,X,X,X
JLZSITO,X,O,O,O,O,X,X,X,X
JLZSIOT,X,O,O,O,O,X,X,X,X
JLZSOTI,X,O,O,O,O,X,X,O,X
JLZSOIT,X,O,O,O,O,X,X,O,X
JLZOTIS,X,O,O,O,X,X,X,X,X
JLZOTSI,X,O,O,O,X,X,X,X,X
JLZOITS,X,O,O,O,O,X,X,X,X
JLZOIST,X,O,O,O,O,X,X,O,X
JLZOSTI,X,O,O,O,O,X,X,O,X
JLZOSIT,X,O,O,O,O,X,X,O,X
JLOTISZ,X,O,X,X,X,X,O,X,X
JLOTIZS,X,O,X,X,X,X,O,X,X
JLOTSIZ,X,X,X,X,X,X,O,X,X
JLOTSZI,X,O,X,O,X,X,X,X,X
JLOTZIS,X,O,X,O,X,X,X,X,X
JLOTZSI,X,O,X,O,X,X,X,X,X
JLOITSZ,X,O,X,X,X,X,X,X,X
JLOITZS,X,O,X,X,O,X,X,X,X
JLOISTZ,X,O,X,X,X,X,X,X,X
JLOISZT,X,O,O,O,X,X,X,X,X
JLOIZTS,X,O,O,O,O,X,X,X,X
JLOIZST,X,O,O,O,O,X,X,X,X
JLOSTIZ,X,X,X,X,X,X,O,X,X
JLOSTZI,X,O,X,O,X,X,X,X,X
JLOSITZ,X,O,X,X,X,X,X,X,X
JLOSIZT,X,O,X,O,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,X,O,X
JLOSZIT,X,O,O,O,X,X,X,O,X
JLOZTIS,X,O,O,O,X,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X,X
JLOZITS,X,O,O,O,O,X,X,X,X
JLOZIST,X,O,O,O,O,X,X,O,X
JLOZSTI,X,O,O,O,O,X,X,O,X
JLOZSIT,X,O,O,O,O,X,X,O,X
JSTILZO,X,X,X,X,X,X,X,X,O
JSTILOZ,X,X,X,X,X,X,O,X,O
JSTIZLO,X,X,X,X,X,X,X,X,O
JSTIZOL,X,X,X,X,X,X,O,X,O
JSTIOLZ,X,X,X,X,X,X,O,X,O
JSTIOZL,X,X,X,X,X,X,O,X,O
JSTLIZO,X,X,X,X,X,X,X,X,O
JSTLIOZ,X,X,X,X,X,X,O,X,O
JSTLZIO,O,X,X,O,X,X,X,X,X
JSTLZOI,O,O,O,O,X,X,X,O,X
JSTLOIZ,X,X,X,X,X,X,O,X,X
JSTLOZI,O,O,X,O,X,X,X,O,X
JSTZILO,O,X,X,O,X,X,X,X,O
JSTZIOL,X,X,X,X,X,X,O,X,O
JSTZLIO,O,X,X,O,X,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,O,X
JSTZOIL,O,X,X,X,X,X,O,X,X
JSTZOLI,O,X,O,O,X,X,X,O,X
JSTOILZ,X,X,X,X,X,X,O,X,O
JSTOIZL,X,X,X,X,X,X,O,X,O
JSTOLIZ,X,X,X,X,X,X,O,X,X
JSTOLZI,O,X,X,O,X,X,X,O,X
JSTOZIL,O,X,X,X,X,X,O,X,X
JSTOZLI,O,X,X,O,X,X,X,O,X
JSITLZO,X,O,O,X,X,X,X,X,O
JSITLOZ,X,O,X,X,X,X,O,X,O
JSITZLO,X,O,O,X,X,X,X,X,O
JSITZOL,X,X,O,X,X,X,O,X,O
JSITOLZ,X,X,X,X,X,X,O,X,O
JSITOZL,X,X,X,X,X,X,O,X,O
JSILTZO,X,O,O,X,X,X,X,X,O
JSILTOZ,X,O,X,X,X,X,X,X,O
JSILZTO,X,O,O,O,X,X,X,X,X
JSILZOT,X,O,O,O,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X
JSILOZT,X,O,O,O,X,X,X,X,X
JSIZTLO,X,O,O,O,X,X,X,X,O
JSIZTOL,X,X,O,X,X,X,X,X,O
JSIZLTO,X,O,O,O,X,X,X,X,X
JSIZLOT,X,O,O,O,X,X,X,X,X
JSIZOTL,X,X,O,X,X,X,X,X,X
JSIZOLT,X,O,O,O,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,O,X,O
JSIOTZL,X,X,X,X,X,X,O,X,O
JSIOLTZ,X,O,X,X,X,X,X,X,X
JSIOLZT,X,O,O,O,X,X,X,X,X
JSIOZTL,X,X,O,X,X,X,X,X,X
JSIOZLT,X,O,O,O,X,X,X,X,X
JSLTIZO,X,X,X,X,X,X,X,X,O
JSLTIOZ,X,X,X,X,X,X,O,X,O
JSLTZIO,X,X,X,O,X,X,X,X,X
JSLTZOI,X,O,O,O,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,X,O,X,X
JSLTOZI,X,O,X,O,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,X,X,O
