sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
JTZSOLI,X,X,X,O,O,X,O,X
JTZOILS,X,X,X,O,X,X,X,X
JTZOISL,X,X,X,O,X,X,X,X
JTZOLIS,X,X,X,O,X,X,X,X
JTZOLSI,X,X,X,O,X,X,X,X
JTZOSIL,X,X,X,O,X,X,O,X
JTZOSLI,X,X,X,O,X,X,O,X
JTOILSZ,O,X,X,O,O,X,X,X
JTOILZS,X,X,X,X,O,X,X,X
JTOISLZ,O,X,X,O,O,X,X,X
JTOISZL,O,X,X,O,O,X,O,X
JTOIZLS,X,X,X,X,O,X,X,X
JTOIZSL,X,X,X,X,O,X,X,X
JTOLISZ,O,X,X,O,O,X,X,X
JTOLIZS,X,X,X,X,O,X,X,X
JTOLSIZ,O,X,X,O,O,X,X,X
JTOLSZI,O,X,X,O,O,X,O,X
JTOLZIS,X,X,X,X,O,X,X,X
JTOLZSI,X,X,X,X,O,X,X,X
JTOSILZ,O,X,X,O,O,X,X,X
JTOSIZL,O,X,X,O,O,X,O,X
JTOSLIZ,O,X,X,O,O,X,X,X
JTOSLZI,O,X,X,O,O,X,O,X
JTOSZIL,O,X,X,O,O,X,O,X
JTOSZLI,O,X,X,O,O,X,O,X
JTOZILS,X,X,X,X,O,X,X,X
JTOZISL,X,X,X,X,O,X,X,X
JTOZLIS,X,X,X,X,O,X,X,X
JTOZLSI,X,X,X,X,O,X,X,X
JTOZSIL,X,X,X,X,O,X,O,X
JTOZSLI,X,X,X,X,O,X,O,X
JITLSZO,O,X,O,O,O,X,X,O
JITLSOZ,X,X,X,O,O,O,X,X
JITLZSO,X,X,X,O,O,X,X,X
JITLZOS,X,X,X,O,X,X,X,X
JITLOSZ,O,X,X,O,O,X,X,X
JITLOZS,X,X,X,X,O,X,X,X
JITSLZO,O,X,O,O,O,X,X,O
JITSLOZ,X,X,X,O,O,O,X,X
JITSZLO,O,X,O,O,O,X,O,O
JITSZOL,X,X,O,O,O,X,O,O
JITSOLZ,X,X,X,O,O,O,X,X
JITSOZL,X,X,X,O,O,X,O,X
JITZLSO,X,X,X,O,O,X,X,X
JITZLOS,X,X,X,O,X,X,X,X
JITZSLO,X,X,X,O,O,X,X,X
JITZSOL,X,X,X,O,O,X,X,X
JITZOLS,X,X,X,O,X,X,X,X
JITZOSL,X,X,X,O,X,X,X,X
JITOLSZ,O,X,X,O,O,X,X,X
JITOLZS,X,X,X,X,O,X,X,X
JITOSLZ,O,X,X,O,O,X,X,X
JITOSZL,O,X,X,O,O,X,O,X
JITOZLS,X,X,X,X,O,X,X,X
JITOZSL,X,X,X,X,O,X,X,X
JILTSZO,O,X,O,O,O,X,X,O
JILTSOZ,X,X,X,O,O,O,X,X
JILTZSO,X,X,X,O,O,X,X,X
JILTZOS,X,X,X,O,X,X,X,X
JILTOSZ,O,X,X,O,O,X,X,X
JILTOZS,X,X,X,X,O,X,X,X
JILSTZO,O,X,O,O,X,X,X,O
JILSTOZ,X,X,X,O,X,O,X,X
JILSZTO,O,X,O,O,X,X,X,O
JILSZOT,O,X,O,O,X,X,X,O
JILSOTZ,O,O,X,O,X,O,X,X
JILSOZT,O,O,X,O,X,X,X,X
JILZTSO,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,O,X,X,X,X
JILZSTO,X,X,O,O,X,X,X,X
JILZSOT,X,X,O,O,X,X,X,X
JILZOTS,X,X,X,O,X,X,X,X
JILZOST,X,O,O,O,X,X,X,X
JILOTSZ,O,X,X,O,O,X,X,X
JILOTZS,X,X,X,X,O,X,X,X
JILOSTZ,O,O,X,O,O,O,X,X
JILOSZT,O,O,X,O,X,X,X,X
JILOZTS,X,X,X,O,O,X,X,X
JILOZST,X,O,X,O,X,X,X,X
JISTLZO,O,X,O,O,X,X,X,O
JISTLOZ,X,X,X,O,X,O,X,X
JISTZLO,O,X,O,O,X,X,O,O
JISTZOL,X,X,O,O,X,X,O,O
JISTOLZ,X,X,X,O,X,O,X,X
JISTOZL,X,X,X,O,X,X,O,X
JISLTZO,O,X,O,O,X,X,X,O
JISLTOZ,X,X,X,O,X,O,X,X
JISLZTO,O,X,O,O,X,X,X,O
JISLZOT,O,X,O,O,X,X,X,O
JISLOTZ,O,O,X,O,X,O,X,X
JISLOZT,O,O,X,O,X,X,X,X
JISZTLO,O,X,O,O,X,X,O,O
JISZTOL,X,X,O,O,X,X,O,O
JISZLTO,O,X,O,O,X,X,X,O
JISZLOT,O,X,O,O,X,X,X,O
JISZOTL,O,X,O,O,X,X,O,O
JISZOLT,O,X,O,O,X,X,X,O
JISOTLZ,O,O,X,O,X,O,X,X
JISOTZL,O,O,X,O,X,X,O,X
JISOLTZ,O,O,X,O,X,O,X,X
JISOLZT,O,O,X,O,X,X,X,X
JISOZTL,O,O,X,O,X,X,O,X
JISOZLT,O,O,X,O,X,X,X,X
JIZTLSO,X,X,X,O,X,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X
JIZTSLO,X,X,X,O,X,X,X,X
JIZTSOL,X,X,X,O,X,X,X,X
JIZTOLS,X,X,X,O,X,X,X,X
JIZTOSL,X,X,X,O,X,X,X,X
JIZLTSO,X,X,X,O,X,X,X,X
JIZLTOS,X,X,X,O,X,X,X,X
JIZLSTO,X,X,O,O,X,X,X,X
JIZLSOT,X,X,O,O,X,X,X,X
JIZLOTS,X,X,X,O,X,X,X,X
JIZLOST,X,O,O,O,X,X,X,X
JIZSTLO,X,X,O,O,X,X,X,X
JIZSTOL,X,X,O,O,X,X,X,X
JIZSLTO,X,X,O,O,X,X,X,X
JIZSLOT,X,X,O,O,X,X,X,X
JIZSOTL,X,X,O,O,X,X,X,X
JIZSOLT,X,X,O,O,X,X,X,X
JIZOTLS,X,X,X,O,X,X,X,X
JIZOTSL,X,X,X,O,X,X,X,X
JIZOLTS,X,X,X,O,X,X,X,X
JIZOLST,X,O,O,O,X,X,X,X
JIZOSTL,X,O,O,O,X,X,X,X
JIZOSLT,X,O,O,O,X,X,X,X
JIOTLSZ,O,X,X,O,O,X,X,X
JIOTLZS,X,X,X,X,O,X,X,X
JIOTSLZ,O,X,X,O,O,X,X,X
JIOTSZL,O,X,X,O,O,X,O,X
JIOTZLS,X,X,X,X,O,X,X,X
JIOTZSL,X,X,X,X,O,X,X,X
JIOLTSZ,O,X,X,O,O,X,X,X
JIOLTZS,X,X,X,X,O,X,X,X
JIOLSTZ,O,O,X,O,O,O,X,X
JIOLSZT,O,O,X,O,X,X,X,X
JIOLZTS,X,X,X,O,O,X,X,X
JIOLZST,X,O,X,O,X,X,X,X
JIOSTLZ,O,O,X,O,O,O,X,X
JIOSTZL,O,O,X,O,O,X,O,X
JIOSLTZ,O,O,X,O,O,O,X,X
JIOSLZT,O,O,X,O,X,X,X,X
JIOSZTL,O,O,X,O,X,X,O,X
JIOSZLT,O,O,X,O,X,X,X,X
JIOZTLS,X,X,X,O,O,X,X,X
JIOZTSL,X,X,X,O,O,X,X,X
JIOZLTS,X,X,X,O,O,X,X,X
JIOZLST,X,O,X,O,X,X,X,X
JIOZSTL,X,O,X,O,X,X,X,X
JIOZSLT,X,O,X,O,X,X,X,X
JLTISZO,O,X,O,O,O,X,X,O
JLTISOZ,X,X,X,O,O,O,X,X
JLTIZSO,X,X,X,O,O,X,X,X
JLTIZOS,X,X,X,O,X,X,X,X
JLTIOSZ,O,X,X,O,O,X,X,X
JLTIOZS,X,X,X,X,O,X,X,X
JLTSIZO,O,X,O,O,O,X,X,O
JLTSIOZ,X,X,X,O,O,O,X,X
JLTSZIO,O,X,O,O,O,X,O,O
JLTSZOI,O,X,O,O,O,X,O,O
JLTSOIZ,X,X,X,O,O,O,X,X
JLTSOZI,X,X,X,O,O,O,O,X
JLTZISO,X,X,X,O,O,X,X,X
JLTZIOS,X,X,X,O,X,X,X,X
JLTZSIO,X,X,X,O,O,X,X,X
JLTZSOI,X,X,X,O,O,X,X,X
JLTZOIS,X,X,X,O,X,X,X,X
JLTZOSI,X,X,X,O,X,X,X,X
JLTOISZ,O,X,X,O,O,X,X,X
JLTOIZS,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,X,O,O,X,X,X
JLTOSZI,O,X,X,O,O,X,O,X
JLTOZIS,X,X,X,X,O,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X
JLITSZO,O,X,O,O,O,X,X,O
JLITSOZ,X,X,X,O,O,O,X,X
JLITZSO,X,X,X,O,O,X,X,X
JLITZOS,X,X,X,O,X,X,X,X
JLITOSZ,O,X,X,O,O,X,X,X
JLITOZS,X,X,X,X,O,X,X,X
JLISTZO,O,X,O,O,X,X,X,O
JLISTOZ,X,X,X,O,X,O,X,X
JLISZTO,O,X,O,O,X,X,X,O
JLISZOT,O,X,O,O,X,X,X,O
JLISOTZ,O,O,X,O,X,O,X,X
JLISOZT,O,O,X,O,X,X,X,X
JLIZTSO,X,X,X,O,X,X,X,X
JLIZTOS,X,X,X,O,X,X,X,X
JLIZSTO,X,X,O,O,X,X,X,X
JLIZSOT,X,X,O,O,X,X,X,X
JLIZOTS,X,X,X,O,X,X,X,X
JLIZOST,X,O,O,O,X,X,X,X
JLIOTSZ,O,X,X,O,O,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X
JLIOSTZ,O,O,X,O,O,O,X,X
JLIOSZT,O,O,X,O,X,X,X,X
JLIOZTS,X,X,X,O,O,X,X,X
JLIOZST,X,O,X,O,X,X,X,X
JLSTIZO,O,X,O,O,X,X,X,O
JLSTIOZ,X,X,X,O,X,O,X,X
JLSTZIO,O,X,O,O,X,X,O,O
JLSTZOI,O,X,O,O,X,X,O,O
JLSTOIZ,X,X,X,O,X,O,X,X
JLSTOZI,X,X,X,O,X,O,O,X
JLSITZO,O,X,O,O,X,X,X,O
JLSITOZ,X,X,X,O,X,O,X,X
JLSIZTO,O,X,O,O,X,X,X,O
JLSIZOT,O,X,O,O,X,X,X,O
JLSIOTZ,O,O,X,O,X,O,X,X
JLSIOZT,O,O,X,O,X,X,X,X
JLSZTIO,O,X,O,O,X,X,O,O
JLSZTOI,O,X,O,O,X,X,O,O
JLSZITO,O,X,O,O,X,X,X,O
JLSZIOT,O,X,O,O,X,X,X,O
JLSZOTI,O,X,O,O,X,X,O,O
JLSZOIT,O,X,O,O,X,X,X,O
JLSOTIZ,O,O,X,O,X,O,X,X
JLSOTZI,O,O,X,O,X,O,O,X
JLSOITZ,O,O,X,O,X,O,X,X
JLSOIZT,O,O,X,O,X,X,X,X
JLSOZTI,O,O,X,O,X,X,O,X
JLSOZIT,O,O,X,O,X,X,X,X
JLZTISO,X,X,X,O,X,X,X,X
JLZTIOS,X,X,X,O,X,X,X,X
JLZTSIO,X,X,X,O,X,X,X,X
JLZTSOI,X,X,X,O,X,X,X,X
JLZTOIS,X,X,X,O,X,X,X,X
JLZTOSI,X,X,X,O,X,X,X,X
JLZITSO,X,X,X,O,X,X,X,X
JLZITOS,X,X,X,O,X,X,X,X
JLZISTO,X,X,O,O,X,X,X,X
JLZISOT,X,X,O,O,X,X,X,X
JLZIOTS,X,X,X,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,X,X
JLZSTIO,X,X,O,O,X,X,X,X
JLZSTOI,X,X,O,O,X,X,X,X
JLZSITO,X,X,O,O,X,X,X,X
JLZSIOT,X,X,O,O,X,X,X,X
JLZSOTI,X,X,O,O,X,X,X,X
JLZSOIT,X,X,O,O,X,X,X,X
JLZOTIS,X,X,X,O,X,X,X,X
JLZOTSI,X,X,X,O,X,X,X,X
JLZOITS,X,X,X,O,X,X,X,X
JLZOIST,X,O,O,O,X,X,X,X
JLZOSTI,X,O,O,O,X,X,X,X
JLZOSIT,X,O,O,O,X,X,X,X
JLOTISZ,O,X,X,O,O,X,X,X
JLOTIZS,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,X,O,O,X,X,X
JLOTSZI,O,X,X,O,O,X,O,X
JLOTZIS,X,X,X,X,O,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X
JLOITSZ,O,X,X,O,O,X,X,X
JLOITZS,X,X,X,X,O,X,X,X
JLOISTZ,O,O,X,O,O,O,X,X
JLOISZT,O,O,X,O,X,X,X,X
JLOIZTS,X,X,X,O,O,X,X,X
JLOIZST,X,O,X,O,X,X,X,X
JLOSTIZ,O,O,X,O,O,O,X,X
JLOSTZI,O,O,X,O,O,O,O,X
JLOSITZ,O,O,X,O,O,O,X,X
JLOSIZT,O,O,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,X,O,X
JLOSZIT,O,O,X,O,X,X,X,X
JLOZTIS,X,X,X,O,O,X,X,X
JLOZTSI,X,X,X,O,O,X,X,X
JLOZITS,X,X,X,O,O,X,X,X
JLOZIST,X,O,X,O,X,X,X,X
JLOZSTI,X,O,X,O,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X
JSTILZO,O,X,O,O,X,X,X,O
JSTILOZ,X,X,X,O,X,O,X,X
JSTIZLO,O,X,O,O,X,X,O,O
JSTIZOL,X,X,O,O,X,X,O,O
JSTIOLZ,X,X,X,O,X,O,X,X
JSTIOZL,X,X,X,O,X,X,O,X
JSTLIZO,O,X,O,O,X,X,X,O
JSTLIOZ,X,X,X,O,X,O,X,X
JSTLZIO,O,X,O,O,X,X,O,O
JSTLZOI,O,X,O,O,X,X,O,O
JSTLOIZ,X,X,X,O,X,O,X,X
JSTLOZI,X,X,X,O,X,O,O,X
JSTZILO,O,X,O,O,X,X,O,O
JSTZIOL,X,X,O,O,X,X,O,O
JSTZLIO,O,X,O,O,X,X,O,O
JSTZLOI,O,X,O,O,X,X,O,O
JSTZOIL,X,X,O,O,X,X,O,O
JSTZOLI,X,X,O,O,X,X,O,O
JSTOILZ,X,X,X,O,X,O,X,X
JSTOIZL,X,X,X,O,X,X,O,X
JSTOLIZ,X,X,X,O,X,O,X,X
JSTOLZI,X,X,X,O,X,O,O,X
JSTOZIL,X,X,X,O,X,X,O,X
JSTOZLI,X,X,X,O,X,X,O,X
JSITLZO,O,X,O,O,X,X,X,O
JSITLOZ,X,X,X,O,X,O,X,X
JSITZLO,O,X,O,O,X,X,O,O
JSITZOL,X,X,O,O,X,X,O,O
JSITOLZ,X,X,X,O,X,O,X,X
JSITOZL,X,X,X,O,X,X,O,X
JSILTZO,O,X,O,O,X,X,X,O
JSILTOZ,X,X,X,O,X,O,X,X
JSILZTO,O,X,O,O,X,X,X,O
JSILZOT,O,X,O,O,X,X,X,O
JSILOTZ,O,O,X,O,X,O,X,X
JSILOZT,O,O,X,O,X,X,X,X
JSIZTLO,O,X,O,O,X,X,O,O
JSIZTOL,X,X,O,O,X,X,O,O
JSIZLTO,O,X,O,O,X,X,X,O
JSIZLOT,O,X,O,O,X,X,X,O
JSIZOTL,O,X,O,O,X,X,O,O
JSIZOLT,O,X,O,O,X,X,X,O
JSIOTLZ,O,O,X,O,X,O,X,X
JSIOTZL,O,O,X,O,X,X,O,X
JSIOLTZ,O,O,X,O,X,O,X,X
JSIOLZT,O,O,X,O,X,X,X,X
JSIOZTL,O,O,X,O,X,X,O,X
JSIOZLT,O,O,X,O,X,X,X,X
JSLTIZO,O,X,O,O,X,X,X,O
JSLTIOZ,X,X,X,O,X,O,X,X
JSLTZIO,O,X,O,O,X,X,O,O
JSLTZOI,O,X,O,O,X,X,O,O
JSLTOIZ,X,X,X,O,X,O,X,X
JSLTOZI,X,X,X,O,X,O,O,X
JSLITZO,O,X,O,O,X,X,X,O
JSLITOZ,X,X,X,O,X,O,X,X
JSLIZTO,O,X,O,O,X,X,X,O
JSLIZOT,O,X,O,O,X,X,X,O
JSLIOTZ,O,O,X,O,X,O,X,X
JSLIOZT,O,O,X,O,X,X,X,X
JSLZTIO,O,X,O,O,X,X,O,O
JSLZTOI,O,X,O,O,X,X,O,O
JSLZITO,O,X,O,O,X,X,X,O
JSLZIOT,O,X,O,O,X,X,X,O
JSLZOTI,O,X,O,O,X,X,O,O
JSLZOIT,O,X,O,O,X,X,X,O
JSLOTIZ,O,O,X,O,X,O,X,X
JSLOTZI,O,O,X,O,X,O,O,X
JSLOITZ,O,O,X,O,X,O,X,X
JSLOIZT,O,O,X,O,X,X,X,X
JSLOZTI,O,O,X,O,X,X,O,X
JSLOZIT,O,O,X,O,X,X,X,X
JSZTILO,O,X,O,O,X,X,O,O
JSZTIOL,X,X,O,O,X,X,O,O
JSZTLIO,O,X,O,O,X,X,O,O
JSZTLOI,O,X,O,O,X,X,O,O
JSZTOIL,X,X,O,O,X,X,O,O
JSZTOLI,X,X,O,O,X,X,O,O
JSZITLO,O,X,O,O,X,X,O,O
JSZITOL,X,X,O,O,X,X,O,O
JSZILTO,O,X,O,O,X,X,X,O
JSZILOT,O,X,O,O,X,X,X,O
JSZIOTL,O,X,O,O,X,X,O,O
JSZIOLT,O,X,O,O,X,X,X,O
JSZLTIO,O,X,O,O,X,X,O,O
JSZLTOI,O,X,O,O,X,X,O,O
JSZLITO,O,X,O,O,X,X,X,O
JSZLIOT,O,X,O,O,X,X,X,O
JSZLOTI,O,X,O,O,X,X,O,O
JSZLOIT,O,X,O,O,X,X,X,O
JSZOTIL,O,X,O,O,X,X,O,O
JSZOTLI,O,X,O,O,X,X,O,O
JSZOITL,O,X,O,O,X,X,O,O
JSZOILT,O,X,O,O,X,X,X,O
JSZOLTI,O,X,O,O,X,X,O,O
JSZOLIT,O,X,O,O,X,X,X,O
JSOTILZ,O,O,X,O,X,O,X,X
JSOTIZL,O,O,X,O,X,X,O,X
JSOTLIZ,O,O,X,O,X,O,X,X
JSOTLZI,O,O,X,O,X,O,O,X
JSOTZIL,O,O,X,O,X,X,O,X
JSOTZLI,O,O,X,O,X,X,O,X
JSOITLZ,O,O,X,O,X,O,X,X
JSOITZL,O,O,X,O,X,X,O,X
JSOILTZ,O,O,X,O,X,O,X,X
JSOILZT,O,O,X,O,X,X,X,X
JSOIZTL,O,O,X,O,X,X,O,X
JSOIZLT,O,O,X,O,X,X,X,X
JSOLTIZ,O,O,X,O,X,O,X,X
JSOLTZI,O,O,X,O,X,O,O,X
JSOLITZ,O,O,X,O,X,O,X,X
JSOLIZT,O,O,X,O,X,X,X,X
JSOLZTI,O,O,X,O,X,X,O,X
JSOLZIT,O,O,X,O,X,X,X,X
JSOZTIL,O,O,X,O,X,X,O,X
JSOZTLI,O,O,X,O,X,X,O,X
JSOZITL,O,O,X,O,X,X,O,X
JSOZILT,O,O,X,O,X,X,X,X
JSOZLTI,O,O,X,O,X,X,O,X
JSOZLIT,O,O,X,O,X,X,X,X
JZTILSO,X,X,X,O,X,X,X,X
JZTILOS,X,X,X,O,X,X,X,X
JZTISLO,X,X,X,O,X,X,X,X
JZTISOL,X,X,X,O,X,X,X,X
JZTIOLS,X,X,X,O,X,X,X,X
JZTIOSL,X,X,X,O,X,X,X,X
JZTLISO,X,X,X,O,X,X,X,X
JZTLIOS,X,X,X,O,X,X,X,X
JZTLSIO,X,X,X,O,X,X,X,X
JZTLSOI,X,X,X,O,X,X,X,X
JZTLOIS,X,X,X,O,X,X,X,X
JZTLOSI,X,X,X,O,X,X,X,X
JZTSILO,X,X,X,O,X,X,O,X
JZTSIOL,X,X,X,O,X,X,O,X
JZTSLIO,X,X,X,O,X,X,O,X
JZTSLOI,X,X,X,O,X,X,O,X
JZTSOIL,X,X,X,O,X,X,O,X
JZTSOLI,X,X,X,O,X,X,O,X
JZTOILS,X,X,X,O,X,X,X,X
JZTOISL,X,X,X,O,X,X,X,X
JZTOLIS,X,X,X,O,X,X,X,X
JZTOLSI,X,X,X,O,X,X,X,X
JZTOSIL,X,X,X,O,X,X,O,X
JZTOSLI,X,X,X,O,X,X,O,X
JZITLSO,X,X,X,O,X,X,X,X
JZITLOS,X,X,X,O,X,X,X,X
JZITSLO,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,O,X,X,X,X
JZITOLS,X,X,X,O,X,X,X,X
JZITOSL,X,X,X,O,X,X,X,X
JZILTSO,X,X,X,O,X,X,X,X
JZILTOS,X,X,X,O,X,X,X,X
JZILSTO,X,X,O,O,X,X,X,X
JZILSOT,X,X,O,O,X,X,X,X
JZILOTS,X,X,X,O,X,X,X,X
JZILOST,X,O,O,O,X,X,X,X
JZISTLO,X,X,O,O,X,X,X,X
JZISTOL,X,X,O,O,X,X,X,X
JZISLTO,X,X,O,O,X,X,X,X
JZISLOT,X,X,O,O,X,X,X,X
JZISOTL,X,X,O,O,X,X,X,X
JZISOLT,X,X,O,O,X,X,X,X
JZIOTLS,X,X,X,O,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X
JZIOLTS,X,X,X,O,X,X,X,X
JZIOLST,X,O,O,O,X,X,X,X
JZIOSTL,X,O,O,O,X,X,X,X
JZIOSLT,X,O,O,O,X,X,X,X
JZLTISO,X,X,X,O,X,X,X,X
JZLTIOS,X,X,X,O,X,X,X,X
JZLTSIO,X,X,X,O,X,X,X,X
JZLTSOI,X,X,X,O,X,X,X,X
JZLTOIS,X,X,X,O,X,X,X,X
JZLTOSI,X,X,X,O,X,X,X,X
JZLITSO,X,X,X,O,X,X,X,X
JZLITOS,X,X,X,O,X,X,X,X
JZLISTO,X,X,O,O,X,X,X,X
JZLISOT,X,X,O,O,X,X,X,X
JZLIOTS,X,X,X,O,X,X,X,X
JZLIOST,X,O,O,O,X,X,X,X
JZLSTIO,X,X,O,O,X,X,X,X
JZLSTOI,X,X,O,O,X,X,X,X
JZLSITO,X,X,O,O,X,X,X,X
JZLSIOT,X,X,O,O,X,X,X,X
JZLSOTI,X,X,O,O,X,X,X,X
JZLSOIT,X,X,O,O,X,X,X,X
JZLOTIS,X,X,X,O,X,X,X,X
JZLOTSI,X,X,X,O,X,X,X,X
JZLOITS,X,X,X,O,X,X,X,X
JZLOIST,X,O,O,O,X,X,X,X
JZLOSTI,X,O,O,O,X,X,X,X
JZLOSIT,X,O,O,O,X,X,X,X
JZSTILO,X,X,O,O,X,X,O,X
JZSTIOL,X,X,O,O,X,X,O,X
JZSTLIO,X,X,O,O,X,X,O,X
JZSTLOI,X,X,O,O,X,X,O,X
JZSTOIL,X,X,O,O,X,X,O,X
JZSTOLI,X,X,O,O,X,X,O,X
JZSITLO,X,X,O,O,X,X,O,X
JZSITOL,X,X,O,O,X,X,O,X
JZSILTO,X,X,O,O,X,X,X,X
JZSILOT,X,X,O,O,X,X,X,X
JZSIOTL,X,X,O,O,X,X,O,X
JZSIOLT,X,X,O,O,X,X,X,X
JZSLTIO,X,X,O,O,X,X,O,X
JZSLTOI,X,X,O,O,X,X,O,X
JZSLITO,X,X,O,O,X,X,X,X
JZSLIOT,X,X,O,O,X,X,X,X
JZSLOTI,X,X,O,O,X,X,O,X
JZSLOIT,X,X,O,O,X,X,X,X
JZSOTIL,X,X,O,O,X,X,O,X
JZSOTLI,X,X,O,O,X,X,O,X
JZSOITL,X,X,O,O,X,X,O,X
JZSOILT,X,X,O,O,X,X,X,X
JZSOLTI,X,X,O,O,X,X,O,X
JZSOLIT,X,X,O,O,X,X,X,X
JZOTILS,X,X,X,O,X,X,X,X
JZOTISL,X,X,X,O,X,X,X,X
JZOTLIS,X,X,X,O,X,X,X,X
JZOTLSI,X,X,X,O,X,X,X,X
JZOTSIL,X,X,X,O,X,X,O,X
JZOTSLI,X,X,X,O,X,X,O,X
JZOITLS,X,X,X,O,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X
JZOILTS,X,X,X,O,X,X,X,X
JZOILST,X,O,O,O,X,X,X,X
JZOISTL,X,O,O,O,X,X,X,X
JZOISLT,X,O,O,O,X,X,X,X
JZOLTIS,X,X,X,O,X,X,X,X
JZOLTSI,X,X,X,O,X,X,X,X
JZOLITS,X,X,X,O,X,X,X,X
JZOLIST,X,O,O,O,X,X,X,X
JZOLSTI,X,O,O,O,X,X,X,X
JZOLSIT,X,O,O,O,X,X,X,X
JZOSTIL,X,O,O,O,X,X,O,X
JZOSTLI,X,O,O,O,X,X,O,X
JZOSITL,X,O,O,O,X,X,O,X
JZOSILT,X,O,O,O,X,X,X,X
JZOSLTI,X,O,O,O,X,X,O,X
JZOSLIT,X,O,O,O,X,X,X,X
JOTILSZ,O,X,X,O,O,X,X,X
JOTILZS,X,X,X,X,O,X,X,X
JOTISLZ,O,X,X,O,O,X,X,X
JOTISZL,O,X,X,O,O,X,O,X
JOTIZLS,X,X,X,X,O,X,X,X
JOTIZSL,X,X,X,X,O,X,X,X
JOTLISZ,O,X,X,O,O,X,X,X
JOTLIZS,X,X,X,X,O,X,X,X
JOTLSIZ,O,X,X,O,O,X,X,X
JOTLSZI,O,X,X,O,O,X,O,X
JOTLZIS,X,X,X,X,O,X,X,X
JOTLZSI,X,X,X,X,O,X,X,X
JOTSILZ,O,X,X,O,O,X,X,X
JOTSIZL,O,X,X,O,O,X,O,X
JOTSLIZ,O,X,X,O,O,X,X,X
JOTSLZI,O,X,X,O,O,X,O,X
JOTSZIL,O,X,X,O,O,X,O,X
JOTSZLI,O,X,X,O,O,X,O,X
JOTZILS,X,X,X,X,O,X,X,X
JOTZISL,X,X,X,X,O,X,X,X
JOTZLIS,X,X,X,X,O,X,X,X
JOTZLSI,X,X,X,X,O,X,X,X
JOTZSIL,X,X,X,X,O,X,O,X
JOTZSLI,X,X,X,X,O,X,O,X
JOITLSZ,O,X,X,O,O,X,X,X
JOITLZS,X,X,X,X,O,X,X,X
JOITSLZ,O,X,X,O,O,X,X,X
JOITSZL,O,X,X,O,O,X,O,X
JOITZLS,X,X,X,X,O,X,X,X
JOITZSL,X,X,X,X,O,X,X,X
JOILTSZ,O,X,X,O,O,X,X,X
JOILTZS,X,X,X,X,O,X,X,X
JOILSTZ,O,O,X,O,O,O,X,X
JOILSZT,O,O,X,O,X,X,X,X
JOILZTS,X,X,X,O,O,X,X,X
JOILZST,X,O,X,O,X,X,X,X
JOISTLZ,O,O,X,O,O,O,X,X
JOISTZL,O,O,X,O,O,X,O,X
JOISLTZ,O,O,X,O,O,O,X,X
JOISLZT,O,O,X,O,X,X,X,X
JOISZTL,O,O,X,O,X,X,O,X
JOISZLT,O,O,X,O,X,X,X,X
JOIZTLS,X,X,X,O,O,X,X,X
JOIZTSL,X,X,X,O,O,X,X,X
JOIZLTS,X,X,X,O,O,X,X,X
JOIZLST,X,O,X,O,X,X,X,X
JOIZSTL,X,O,X,O,X,X,X,X
JOIZSLT,X,O,X,O,X,X,X,X
JOLTISZ,O,X,X,O,O,X,X,X
JOLTIZS,X,X,X,X,O,X,X,X
JOLTSIZ,O,X,X,O,O,X,X,X
JOLTSZI,O,X,X,O,O,X,O,X
JOLTZIS,X,X,X,X,O,X,X,X
JOLTZSI,X,X,X,X,O,X,X,X
JOLITSZ,O,X,X,O,O,X,X,X
JOLITZS,X,X,X,X,O,X,X,X
JOLISTZ,O,O,X,O,O,O,X,X
JOLISZT,O,O,X,O,X,X,X,X
JOLIZTS,X,X,X,O,O,X,X,X
JOLIZST,X,O,X,O,X,X,X,X
JOLSTIZ,O,O,X,O,O,O,X,X
JOLSTZI,O,O,X,O,O,O,O,X
JOLSITZ,O,O,X,O,O,O,X,X
JOLSIZT,O,O,X,O,X,X,X,X
