sequence,v115@EhA8HeB8HeD8EeE8Je0/IvhFZmBumBTjBNpBXqB6qB,v115@EhA8HeB8HeD8EeE8Je0/IvhF3hBTjBNpBWrBilBRvB,v115@EhA8HeB8HeD8EeE8JeZEJvhFukBihBTjBcrBXqB9qB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrB3pBmqBUqB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrBUqBmqB3pB,v115@EhA8HeB8HeD8EeE8JeZEJvhFdmBumBTjBCqBfqB0qB,v115@EhA8HeB8HeD8EeE8JedFJvhFRhBTjBCmB0pBXrBOpB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBcrBGqBiqB3pB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBuqBcrB3pBaqB,v115@EhA8HeB8HeD8EeE8JeRAJvhFumBTjB/qBarB0pBNpB,v115@EhA8HeB8HeD8EeE8Jei/IvhFZmBumBTjBcpBXqB9qB
IOTLZSJ,X,O,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,O,X,X,X,O,X,X,X,X,X
IOTJLZS,X,O,X,X,X,O,X,X,X,X,X
IOTJSLZ,O,O,X,X,X,X,X,X,X,X,X
IOTJSZL,O,O,X,X,X,X,X,X,X,X,O
IOTJZLS,X,O,X,X,X,X,X,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X,X,X,O
IOTSLJZ,O,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,O,X,X,X,X,O,X,X,X,X
IOTSJLZ,O,O,X,X,X,X,X,X,X,X,X
IOTSJZL,O,O,O,X,X,X,X,X,X,X,O
IOTSZLJ,O,O,X,X,X,X,O,X,X,X,X
IOTSZJL,O,O,O,X,X,X,X,X,X,X,O
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X,X,X
IOTZJLS,X,O,X,X,X,X,X,O,X,X,X
IOTZJSL,O,O,X,X,X,X,X,O,O,X,O
IOTZSLJ,O,O,X,X,X,X,O,X,X,X,X
IOTZSJL,O,O,O,X,X,X,X,X,X,X,O
IOLTJSZ,O,O,X,X,X,O,X,X,X,X,X
IOLTJZS,X,O,X,X,X,O,X,X,X,X,X
IOLTSJZ,O,O,X,O,X,O,X,X,X,X,X
IOLTSZJ,O,O,X,O,X,X,X,X,X,X,X
IOLTZJS,X,O,X,X,O,O,X,X,X,X,X
IOLTZSJ,X,O,X,X,O,X,X,X,X,X,X
IOLJTSZ,O,O,X,X,X,O,X,X,X,X,X
IOLJTZS,X,O,X,X,X,O,X,X,X,X,X
IOLJSTZ,O,O,X,O,X,O,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,O,O
IOLJZTS,X,X,X,X,O,O,X,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,O
IOLSTJZ,O,O,X,O,X,O,X,X,X,X,X
IOLSTZJ,O,O,X,O,X,X,O,X,X,X,X
IOLSJTZ,O,O,X,O,X,O,X,X,X,X,X
IOLSJZT,X,X,O,X,X,X,O,X,X,O,O
IOLSZTJ,X,X,X,O,O,X,O,X,X,X,X
IOLSZJT,X,X,O,X,X,X,O,X,X,O,O
IOLZTJS,X,X,X,X,O,O,X,X,X,X,X
IOLZTSJ,X,X,X,X,O,X,X,X,X,X,X
IOLZJTS,X,X,X,X,O,O,X,O,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,O,X,O
IOLZSTJ,X,X,X,O,O,X,O,X,X,X,X
IOLZSJT,X,X,O,X,X,X,O,X,X,X,O
IOJTLSZ,O,O,X,X,X,O,X,X,X,X,X
IOJTLZS,X,O,X,X,X,O,X,X,X,X,X
IOJTSLZ,O,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,O,X,X,X,X,X,X,X,X,O
IOJTZLS,X,O,X,X,X,X,X,O,X,X,X
IOJTZSL,O,O,X,X,X,X,X,O,X,X,O
IOJLTSZ,O,O,X,X,X,O,X,X,X,X,X
IOJLTZS,X,O,X,X,X,O,X,X,X,X,X
IOJLSTZ,O,O,X,O,X,O,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,O,O
IOJLZTS,X,X,X,X,O,O,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,O
IOJSTLZ,O,O,X,X,X,X,X,X,X,X,X
IOJSTZL,O,O,O,X,X,X,X,X,X,X,O
IOJSLTZ,O,O,X,X,X,O,X,X,X,X,X
IOJSLZT,X,X,O,X,X,X,O,X,X,O,O
IOJSZTL,O,O,O,X,X,X,X,X,X,X,O
IOJSZLT,X,X,O,X,X,X,O,X,X,O,O
IOJZTLS,X,O,X,X,X,X,X,O,X,X,X
IOJZTSL,O,O,X,X,X,X,X,O,O,X,O
IOJZLTS,X,X,X,X,X,O,X,O,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,O,X,O
IOJZSTL,O,O,O,X,X,X,X,O,O,X,O
IOJZSLT,X,X,O,X,X,X,O,X,O,O,O
IOSTLJZ,O,O,X,O,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,O,X,X,O,X,X,X,X
IOSTJLZ,O,O,X,X,X,X,X,X,X,X,X
IOSTJZL,O,O,O,X,X,X,X,X,X,X,O
IOSTZLJ,O,O,X,X,X,X,O,X,X,X,X
IOSTZJL,O,O,O,X,X,X,X,X,O,X,O
IOSLTJZ,O,O,X,O,X,O,X,X,X,X,X
IOSLTZJ,O,O,X,O,X,X,O,X,X,X,X
IOSLJTZ,O,O,X,O,X,O,X,X,X,X,X
IOSLJZT,X,X,O,X,X,X,O,X,X,O,O
IOSLZTJ,X,X,X,O,O,X,O,X,X,X,X
IOSLZJT,X,X,O,X,X,X,O,X,X,O,O
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,X,X,X,X,X,X,X,O
IOSJLTZ,O,O,X,X,X,O,X,X,X,X,X
IOSJLZT,X,X,O,X,X,X,O,X,X,O,O
IOSJZTL,O,O,O,X,X,X,X,X,X,X,O
IOSJZLT,X,X,O,X,X,X,O,X,X,O,O
IOSZTLJ,O,O,X,X,X,X,O,X,X,X,X
IOSZTJL,O,O,O,X,X,X,X,X,O,X,O
IOSZLTJ,X,X,X,X,X,X,O,X,X,X,X
IOSZLJT,X,X,O,X,X,X,O,X,X,O,O
IOSZJTL,O,O,O,X,X,X,X,O,O,X,O
IOSZJLT,X,X,O,X,X,X,O,X,O,O,O
IOZTLJS,X,O,X,X,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,O,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,X,O,X,X,X
IOZTJSL,O,O,X,X,X,X,X,O,O,X,O
IOZTSLJ,O,O,X,X,X,X,O,X,X,X,X
IOZTSJL,O,O,O,X,X,X,X,X,X,X,O
IOZLTJS,X,X,X,X,O,O,X,X,X,X,X
IOZLTSJ,X,X,X,X,O,X,X,X,X,X,X
IOZLJTS,X,X,X,X,O,O,X,O,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,O,X,O
IOZLSTJ,X,X,X,O,O,X,O,X,X,X,X
IOZLSJT,X,X,O,X,X,X,O,X,X,X,O
IOZJTLS,X,O,X,X,X,X,X,O,X,X,X
IOZJTSL,O,O,X,X,X,X,X,O,O,X,O
IOZJLTS,X,X,X,X,X,O,X,O,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,O,X,O
IOZJSTL,O,O,O,X,X,X,X,O,O,X,O
IOZJSLT,X,X,O,X,X,X,O,X,O,O,O
IOZSTLJ,O,O,X,X,X,X,O,X,X,X,X
IOZSTJL,O,O,O,X,X,X,X,X,O,X,O
IOZSLTJ,X,X,X,X,X,X,O,X,X,X,X
IOZSLJT,X,X,O,X,X,X,O,X,X,O,O
IOZSJTL,O,O,O,X,X,X,X,O,O,X,O
IOZSJLT,X,X,O,X,X,X,O,X,O,O,O
LTIJSZO,O,O,X,X,X,O,X,X,X,X,X
LTIJSOZ,O,O,X,X,X,O,X,X,X,X,X
LTIJZSO,X,O,X,X,X,O,X,X,X,X,X
LTIJZOS,X,O,X,X,X,O,X,X,X,X,X
LTIJOSZ,O,O,X,X,X,O,X,X,X,X,X
LTIJOZS,X,O,X,X,X,O,X,X,X,X,X
LTISJZO,O,O,X,O,X,O,X,X,X,X,X
LTISJOZ,O,O,X,O,X,O,X,X,X,X,X
LTISZJO,O,O,X,O,X,X,X,X,X,X,X
LTISZOJ,O,O,X,O,X,X,X,X,X,X,X
LTISOJZ,O,O,X,O,X,O,X,X,X,X,X
LTISOZJ,O,O,X,O,X,X,X,X,X,X,X
LTIZJSO,X,O,X,X,O,O,X,X,X,X,X
LTIZJOS,X,O,X,X,O,O,X,X,X,X,X
LTIZSJO,X,O,X,X,O,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,O,X,X,X,X,X,X
LTIZOJS,X,O,X,X,O,O,X,X,X,X,X
LTIZOSJ,X,O,X,X,O,X,X,X,X,X,X
LTIOJSZ,O,O,X,X,X,O,X,X,X,X,X
LTIOJZS,X,O,X,X,X,O,X,X,X,X,X
LTIOSJZ,O,O,X,O,X,O,X,X,X,X,X
LTIOSZJ,O,O,X,O,X,X,X,X,X,X,X
LTIOZJS,X,O,X,X,O,O,X,X,X,X,X
LTIOZSJ,X,O,X,X,O,X,X,X,X,X,X
LTJISZO,O,X,X,X,X,O,X,X,X,X,X
LTJISOZ,O,X,X,X,X,O,X,X,X,X,X
LTJIZSO,X,X,X,X,X,O,X,X,X,X,X
LTJIZOS,X,X,X,X,X,O,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,O,X,X,X,X,X
LTJIOZS,X,X,X,X,X,O,X,X,X,X,X
LTJSIZO,O,X,X,X,X,O,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,O,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,X,X,O,X
LTJSZOI,O,O,X,X,X,X,X,X,X,O,X
LTJSOIZ,O,X,X,X,X,O,X,X,X,X,X
LTJSOZI,O,O,X,X,X,X,X,X,X,O,X
LTJZISO,X,X,X,X,X,O,X,X,X,X,X
LTJZIOS,X,X,X,X,X,O,X,X,X,X,X
LTJZSIO,O,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,O,X,X,X,X,X
LTJZOSI,O,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,X,X,O,X,X,X,X,X
LTJOIZS,X,X,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,O,X,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,O,X
LTJOZIS,X,X,X,X,X,O,X,X,X,X,X
LTJOZSI,O,O,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,O,X,O,X,X,X,X,X
LTSIJOZ,O,X,X,O,X,O,X,X,X,X,X
LTSIZJO,O,X,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,X,O,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,X,X,X,X
LTSJIZO,O,X,X,O,X,O,X,X,X,X,X
LTSJIOZ,O,X,X,O,X,O,X,X,X,X,X
LTSJZIO,O,X,X,O,X,X,X,X,X,O,X
LTSJZOI,O,O,X,O,X,X,X,X,X,O,X
LTSJOIZ,O,X,X,O,X,O,X,X,X,X,X
LTSJOZI,O,O,X,O,X,X,X,X,X,O,X
LTSZIJO,O,X,X,O,X,X,X,X,X,X,X
LTSZIOJ,O,X,X,O,X,X,X,X,X,X,X
LTSZJIO,O,X,X,O,X,X,X,X,X,O,X
LTSZJOI,O,O,X,O,X,X,X,X,X,O,X
LTSZOIJ,O,X,X,O,X,X,X,X,X,X,X
LTSZOJI,O,O,X,O,X,X,X,X,X,O,X
LTSOIJZ,O,X,X,O,X,O,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,X,O,X,X,X,X,X
LTSOJZI,O,O,X,O,X,X,X,X,X,O,X
LTSOZIJ,O,X,X,O,X,X,X,X,X,X,X
LTSOZJI,O,O,X,O,X,X,X,X,X,O,X
LTZIJSO,X,O,X,X,O,O,X,X,X,X,X
LTZIJOS,X,O,X,X,O,O,X,X,X,X,X
LTZISJO,X,O,X,X,O,X,X,X,X,X,X
LTZISOJ,X,O,X,X,O,X,X,X,X,X,X
LTZIOJS,X,O,X,X,O,O,X,X,X,X,X
LTZIOSJ,X,O,X,X,O,X,X,X,X,X,X
LTZJISO,X,X,X,X,O,O,X,X,X,X,X
LTZJIOS,X,X,X,X,O,O,X,X,X,X,X
LTZJSIO,O,X,X,X,O,X,X,X,X,X,X
LTZJSOI,O,O,X,X,O,X,X,X,X,X,X
LTZJOIS,X,X,X,X,O,O,X,X,X,X,X
LTZJOSI,O,O,X,X,O,X,X,X,X,X,X
LTZSIJO,O,X,X,X,O,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,O,X,X,X,X,X,X
LTZSJIO,O,X,X,X,O,X,X,X,X,X,X
LTZSJOI,O,O,X,X,O,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,O,X,X,X,X,X,X
LTZSOJI,O,O,X,X,O,X,X,X,X,X,X
LTZOIJS,X,O,X,X,O,O,X,X,X,X,X
LTZOISJ,X,O,X,X,O,X,X,X,X,X,X
LTZOJIS,X,X,X,X,O,O,X,X,X,X,X
LTZOJSI,O,O,X,X,O,X,X,X,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,X,X,X,X
LTZOSJI,O,O,X,X,O,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,X,O,X,X,X,X,X
LTOIJZS,X,O,X,X,X,O,X,X,X,X,X
LTOISJZ,O,O,X,O,X,O,X,X,X,X,X
LTOISZJ,O,O,X,O,X,X,X,X,X,X,X
LTOIZJS,X,O,X,X,O,O,X,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,X,X,X,X,X
LTOJISZ,O,X,X,X,X,O,X,X,X,X,X
LTOJIZS,X,X,X,X,X,O,X,X,X,X,X
LTOJSIZ,O,X,X,X,X,O,X,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,X,X,O,X
LTOJZIS,X,X,X,X,X,O,X,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,O,X,X,O,X,O,X,X,X,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X,O,X
LTOSZIJ,O,X,X,O,X,X,X,X,X,X,X
LTOSZJI,O,O,X,O,X,X,X,X,X,O,X
LTOZIJS,X,O,X,X,O,O,X,X,X,X,X
LTOZISJ,X,O,X,X,O,X,X,X,X,X,X
LTOZJIS,X,X,X,X,O,O,X,X,X,X,X
LTOZJSI,O,O,X,X,O,X,X,X,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,X,X,X,X
LTOZSJI,O,O,X,X,O,X,X,X,X,X,X
LITJSZO,O,O,X,X,X,O,X,X,X,X,X
LITJSOZ,O,O,X,X,X,O,X,X,X,X,X
LITJZSO,X,O,X,X,X,O,X,X,X,X,X
LITJZOS,X,O,X,X,X,O,X,X,X,X,X
LITJOSZ,O,O,X,X,X,O,X,X,X,X,X
LITJOZS,X,O,X,X,X,O,X,X,X,X,X
LITSJZO,O,O,X,O,X,O,X,X,X,X,X
LITSJOZ,O,O,X,O,X,O,X,X,X,X,X
LITSZJO,O,O,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,O,X,X,X,X,X,X,X
LITSOJZ,O,O,X,O,X,O,X,X,X,X,X
LITSOZJ,O,O,X,O,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,O,O,X,X,X,X,X
LITZJOS,X,O,X,X,O,O,X,X,X,X,X
LITZSJO,X,O,X,X,O,X,X,X,X,X,X
LITZSOJ,X,O,X,X,O,X,X,X,X,X,X
LITZOJS,X,O,X,X,O,O,X,X,X,X,X
LITZOSJ,X,O,X,X,O,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,O,X,X,X,X,X
LITOJZS,X,O,X,X,X,O,X,X,X,X,X
LITOSJZ,O,O,X,O,X,O,X,X,X,X,X
LITOSZJ,O,O,X,O,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,O,O,X,X,X,X,X
LITOZSJ,X,O,X,X,O,X,X,X,X,X,X
LIJTSZO,O,O,X,X,X,O,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,X,X,X,O,X,X,X,X,X
LIJTZOS,X,O,X,X,X,O,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,O,X,X,X,X,X
LIJSTZO,O,O,X,O,X,O,X,X,X,X,X
LIJSTOZ,O,O,X,O,X,O,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,O,O
LIJSZOT,X,X,X,X,X,X,X,X,X,O,O
LIJSOTZ,O,O,X,O,X,O,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,O
LIJZTSO,X,X,X,X,O,O,X,X,X,X,X
LIJZTOS,X,X,X,X,O,O,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,O
LIJZSOT,X,X,X,X,X,X,X,X,X,X,O
LIJZOTS,X,X,X,X,O,O,X,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,O
LIJOTSZ,O,O,X,X,X,O,X,X,X,X,X
LIJOTZS,X,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,O,X,O,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,O
LIJOZTS,X,X,X,X,O,O,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,O
LISTJZO,O,O,X,O,X,O,X,X,X,X,X
LISTJOZ,O,O,X,O,X,O,X,X,X,X,X
LISTZJO,O,O,X,O,X,X,O,X,X,X,X
LISTZOJ,O,O,X,O,X,X,O,X,X,X,X
LISTOJZ,O,O,X,O,X,O,X,X,X,X,X
LISTOZJ,O,O,X,O,X,X,O,X,X,X,X
LISJTZO,O,O,X,O,X,O,X,X,X,X,X
LISJTOZ,O,O,X,O,X,O,X,X,X,X,X
LISJZTO,X,X,O,X,X,X,O,X,X,O,O
LISJZOT,X,X,O,X,X,X,O,X,X,O,O
LISJOTZ,O,O,X,O,X,O,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,O,X,X,O,O
LISZTJO,X,X,X,O,O,X,O,X,X,X,X
LISZTOJ,X,X,X,O,O,X,O,X,X,X,X
LISZJTO,X,X,O,X,X,X,O,X,X,O,O
LISZJOT,X,X,O,X,X,X,O,X,X,O,O
LISZOTJ,X,X,X,O,O,X,O,X,X,X,X
LISZOJT,X,X,O,X,X,X,O,X,X,O,O
LISOTJZ,O,O,X,O,X,O,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,O,X,X,X,X
LISOJTZ,O,O,X,O,X,O,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,O,X,X,O,O
LISOZTJ,X,X,X,O,O,X,O,X,X,X,X
LISOZJT,X,X,O,X,X,X,O,X,X,O,O
LIZTJSO,X,X,X,X,O,O,X,X,X,X,X
LIZTJOS,X,X,X,X,O,O,X,X,X,X,X
LIZTSJO,X,X,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,O,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,O,X,O,X,X,X
LIZJTOS,X,X,X,X,O,O,X,O,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,O,X,O
LIZJSOT,X,X,X,X,X,X,X,X,O,X,O
LIZJOTS,X,X,X,X,O,O,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,O,X,O
LIZSTJO,X,X,X,O,O,X,O,X,X,X,X
LIZSTOJ,X,X,X,O,O,X,O,X,X,X,X
LIZSJTO,X,X,O,X,X,X,O,X,X,X,O
LIZSJOT,X,X,O,X,X,X,O,X,X,X,O
LIZSOTJ,X,X,X,O,O,X,O,X,X,X,X
LIZSOJT,X,X,O,X,X,X,O,X,X,X,O
LIZOTJS,X,X,X,X,O,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,O,X,O,X,X,X
LIZOJST,X,X,X,X,X,X,X,X,O,X,O
LIZOSTJ,X,X,X,O,O,X,O,X,X,X,X
LIZOSJT,X,X,O,X,X,X,O,X,X,X,O
LIOTJSZ,O,O,X,X,X,O,X,X,X,X,X
LIOTJZS,X,O,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,O,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,X,X,X,X,X,X
LIOTZJS,X,O,X,X,O,O,X,X,X,X,X
LIOTZSJ,X,O,X,X,O,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,O,X,X,X,X,X
LIOJTZS,X,O,X,X,X,O,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,O,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,O
LIOJZTS,X,X,X,X,O,O,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,O
LIOSTJZ,O,O,X,O,X,O,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,O,X,X,X,X
LIOSJTZ,O,O,X,O,X,O,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,O,X,X,O,O
LIOSZTJ,X,X,X,O,O,X,O,X,X,X,X
LIOSZJT,X,X,O,X,X,X,O,X,X,O,O
LIOZTJS,X,X,X,X,O,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,O,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,O,X,O
LIOZSTJ,X,X,X,O,O,X,O,X,X,X,X
LIOZSJT,X,X,O,X,X,X,O,X,X,X,O
LJTISZO,O,X,X,X,X,O,X,X,X,X,X
LJTISOZ,O,X,X,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,X,X,X,X,X
LJTIZOS,X,X,X,X,X,O,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,O,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,X
LJTSIZO,O,X,X,X,X,O,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,O,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,X,X,X,O,X
LJTSZOI,O,O,X,X,X,X,X,X,X,O,X
LJTSOIZ,O,X,X,X,X,O,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,X,O,X
LJTZISO,X,X,X,X,X,O,X,O,X,X,X
LJTZIOS,X,X,X,X,X,O,X,O,X,X,X
LJTZSIO,O,X,X,X,X,X,X,O,X,X,X
LJTZSOI,O,O,X,X,X,X,X,O,X,X,X
LJTZOIS,X,X,X,X,X,O,X,O,X,X,X
LJTZOSI,O,O,X,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,X,X,O,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,O,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,O,X
LJTOZIS,X,X,X,X,X,O,X,O,X,X,X
LJTOZSI,O,O,X,X,X,X,X,O,X,X,X
LJITSZO,O,O,X,X,X,O,X,X,X,X,X
LJITSOZ,O,O,X,X,X,O,X,X,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X,X,X
LJITZOS,X,O,X,X,X,O,X,X,X,X,X
LJITOSZ,O,O,X,X,X,O,X,X,X,X,X
LJITOZS,X,O,X,X,X,O,X,X,X,X,X
LJISTZO,O,O,X,O,X,O,X,X,X,X,X
LJISTOZ,O,O,X,O,X,O,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,O,O
LJISZOT,X,X,X,X,X,X,X,X,X,O,O
LJISOTZ,O,O,X,O,X,O,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,O,O
LJIZTSO,X,X,X,X,O,O,X,X,X,X,X
LJIZTOS,X,X,X,X,O,O,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,X,X,X,X,X,O
LJIZOTS,X,X,X,X,O,O,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,O,X,X,X,O,X,X,X,X,X
LJIOTZS,X,O,X,X,X,O,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,O
LJIOZTS,X,X,X,X,O,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,O
LJSTIZO,O,X,X,O,X,O,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,O,X,X,X,X,X
LJSTZIO,O,X,X,O,X,X,X,X,X,O,X
LJSTZOI,O,O,X,O,X,X,X,X,X,O,X
LJSTOIZ,O,X,X,O,X,O,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,O,X
LJSITZO,O,O,X,O,X,O,X,X,X,X,X
LJSITOZ,O,O,X,O,X,O,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,O,O
LJSIZOT,X,X,X,X,X,X,X,X,X,O,O
LJSIOTZ,O,O,X,O,X,O,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,O,O
LJSZTIO,X,X,X,X,X,X,X,X,X,O,X
LJSZTOI,X,X,X,X,X,X,X,X,X,O,X
LJSZITO,X,X,X,X,X,X,X,X,X,O,O
LJSZIOT,X,X,X,X,X,X,X,X,X,O,O
LJSZOTI,X,X,X,X,X,X,X,X,X,O,X
LJSZOIT,X,X,X,X,X,X,X,X,X,O,O
LJSOTIZ,O,X,X,O,X,O,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,O,X
LJSOITZ,O,O,X,O,X,O,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,O,O
LJSOZTI,X,X,X,X,X,X,X,X,X,O,X
LJSOZIT,X,X,X,X,X,X,X,X,X,O,O
LJZTISO,X,X,X,X,O,O,X,O,X,X,X
LJZTIOS,X,X,X,X,O,O,X,O,X,X,X
LJZTSIO,X,X,X,X,O,X,X,O,X,X,X
LJZTSOI,X,X,X,X,O,X,X,O,X,X,X
LJZTOIS,X,X,X,X,O,O,X,O,X,X,X
LJZTOSI,X,X,X,X,O,X,X,O,X,X,X
LJZITSO,X,X,X,X,O,O,X,O,X,X,X
LJZITOS,X,X,X,X,O,O,X,O,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,O
LJZISOT,X,X,X,X,X,X,X,X,X,X,O
LJZIOTS,X,X,X,X,O,O,X,O,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,O
LJZSTIO,X,X,X,X,X,X,X,X,X,O,X
LJZSTOI,X,X,X,X,X,X,X,X,X,O,X
LJZSITO,X,X,X,X,X,X,X,X,X,O,O
LJZSIOT,X,X,X,X,X,X,X,X,X,O,O
LJZSOTI,X,X,X,X,X,X,X,X,X,O,X
LJZSOIT,X,X,X,X,X,X,X,X,X,O,O
LJZOTIS,X,X,X,X,O,O,X,O,X,X,X
LJZOTSI,X,X,X,X,O,X,X,O,X,X,X
LJZOITS,X,X,X,X,O,O,X,O,X,X,X
