sequence,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhF/lBUhBeoB5oBlp?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kel/IvhFUhBeoB5oB/pBTl?ByvB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFzfBUhBeoB5oBfr?BVvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFUhBTjB3kB1qBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhFxlB6tBXoB0pBlq?BmqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBTjB/pBUlByv?BGtB,v115@ChC8HeB8GeB8CeA8DeD8Kem/IvhFUhBTkB1qBXoB6t?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeUBJvhFxkBXoB6tBlpBzq?BmpB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFflBVmBTjB0lBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KelAJvhFTjBikBXmB0kBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFTjB/pBUlBFmBGt?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFeoB5oBFlBXmB0p?BzqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBmkB6tBXoB0p?BzqB
ISJOZTL,X,O,X,O,X,O,X,X,X,O,O,O,X
ISJOZLT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZTLJO,X,X,X,O,X,O,X,X,X,O,O,O,X
ISZTLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ISZTJLO,X,O,X,O,X,O,X,X,X,O,O,O,X
ISZTJOL,X,O,X,O,X,O,O,X,X,O,O,O,X
ISZTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ISZTOJL,X,X,X,O,X,O,O,X,X,X,O,X,X
ISZLTJO,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZLTOJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ISZLJTO,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJTLO,X,O,X,O,X,O,X,X,X,O,O,O,X
ISZJTOL,X,O,X,O,X,O,O,X,X,O,O,O,X
ISZJLTO,X,O,X,X,X,X,X,X,X,O,X,O,X
ISZJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZJOTL,X,O,X,O,X,O,X,X,X,O,O,O,X
ISZJOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISZOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ISZOLTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
ISZOLJT,X,X,X,X,O,X,X,O,X,X,X,X,X
ISZOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZOJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOTLZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOTJLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOTJZL,X,X,X,X,X,X,O,O,X,O,X,X,X
ISOTZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOTZJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOLTJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOLTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOLJTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOLZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOJTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOJTZL,X,X,X,X,X,X,O,X,X,O,X,X,X
ISOJLTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X
ISOJZTL,X,X,X,X,X,X,X,O,X,O,X,X,X
ISOJZLT,X,X,X,X,X,X,X,O,X,O,X,X,X
ISOZTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOZTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOZLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOZLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOZJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOZJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZTLJSO,X,X,X,O,X,X,X,X,O,X,X,O,O
IZTLJOS,X,X,X,O,O,X,X,X,O,X,X,O,O
IZTLSJO,X,X,X,O,X,X,X,X,O,X,X,O,X
IZTLSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTLOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTLOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTJLSO,X,X,X,O,X,X,X,X,O,X,X,O,O
IZTJLOS,X,X,X,O,O,X,X,X,O,X,X,O,O
IZTJSLO,X,X,X,O,X,X,X,X,X,X,X,O,O
IZTJSOL,X,X,X,O,X,X,O,X,X,X,X,O,X
IZTJOLS,X,X,X,O,O,X,O,X,O,X,X,O,O
IZTJOSL,X,X,X,O,X,X,O,X,X,X,X,O,X
IZTSLJO,X,X,X,O,X,X,X,X,X,X,X,O,X
IZTSLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTSJLO,X,X,X,O,X,X,X,X,X,X,X,O,X
IZTSJOL,X,X,X,O,X,X,O,X,X,X,X,O,X
IZTSOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTSOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTOLJS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTOLSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTOJLS,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTOJSL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTOSLJ,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTOSJL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZLTJSO,X,X,X,O,X,X,X,X,O,X,X,O,O
IZLTJOS,X,X,X,O,O,X,X,X,O,X,X,O,O
IZLTSJO,X,X,X,O,X,X,X,X,O,X,X,O,X
IZLTSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
IZLTOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLTOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLJTSO,O,O,X,O,X,X,X,X,O,X,X,O,O
IZLJTOS,X,O,X,O,X,X,X,X,O,X,X,O,O
IZLJSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
IZLJSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
IZLJOTS,X,O,X,O,O,X,X,X,O,X,X,O,X
IZLJOST,O,O,X,X,O,X,X,X,O,O,X,X,X
IZLSTJO,O,O,X,X,X,X,X,X,O,O,X,X,X
IZLSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
IZLSJTO,O,O,X,X,X,X,X,X,O,O,X,X,X
IZLSJOT,O,O,X,X,X,X,X,X,O,O,X,X,X
IZLSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
IZLOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZLOJST,X,O,X,X,O,X,X,X,X,X,X,X,X
IZLOSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IZLOSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJTLSO,O,O,X,O,X,X,X,X,O,X,X,O,O
IZJTLOS,X,O,X,O,X,X,X,X,O,X,X,O,O
IZJTSLO,X,O,X,O,X,X,X,X,X,X,X,O,O
IZJTSOL,X,O,X,O,X,X,O,X,X,X,X,O,X
IZJTOLS,X,X,X,O,X,X,O,X,O,X,X,O,O
IZJTOSL,X,X,X,O,X,X,O,X,X,X,X,O,X
IZJLTSO,O,O,X,O,X,X,X,X,O,X,X,O,O
IZJLTOS,X,O,X,O,X,X,X,X,O,X,X,O,O
IZJLSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
IZJLSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
IZJLOTS,X,O,X,O,O,X,X,X,O,X,X,O,X
IZJLOST,O,O,X,X,O,X,X,X,O,O,X,X,X
IZJSTLO,X,O,X,O,X,X,X,X,X,O,X,O,X
IZJSTOL,X,O,X,O,X,X,O,X,X,O,X,O,X
IZJSLTO,O,O,X,X,X,X,X,X,X,O,X,O,X
IZJSLOT,O,O,X,X,X,X,X,X,X,O,X,X,X
IZJSOTL,X,O,X,O,X,X,X,X,X,O,X,O,X
IZJSOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZJOTLS,X,X,X,O,X,X,X,X,O,X,X,O,X
IZJOTSL,X,X,X,O,X,X,X,X,X,X,X,O,X
IZJOLTS,X,O,X,O,O,X,X,X,O,X,X,O,X
IZJOLST,O,O,X,X,O,X,X,X,O,O,X,X,X
IZJOSTL,X,O,X,O,X,X,X,X,X,O,X,O,X
IZJOSLT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSTLJO,X,X,X,O,X,X,X,X,X,O,X,O,X
IZSTLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSTJLO,X,O,X,O,X,X,X,X,X,O,X,O,X
IZSTJOL,X,O,X,O,X,X,O,X,X,O,X,O,X
IZSTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSTOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSLTJO,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSLTOJ,X,X,X,X,X,X,O,X,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSJTLO,X,O,X,O,X,X,X,X,X,O,X,O,X
IZSJTOL,X,O,X,O,X,X,O,X,X,O,X,O,X
IZSJLTO,X,O,X,X,X,X,X,X,X,O,X,O,X
IZSJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSJOTL,X,O,X,O,X,X,X,X,X,O,X,O,X
IZSJOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IZSOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZSOLTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IZSOLJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IZSOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSOJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOTLJS,X,X,X,X,O,X,O,X,X,X,X,X,O
IZOTLSJ,X,X,X,X,O,X,O,O,X,X,X,X,X
IZOTJLS,X,X,X,O,O,X,O,X,X,X,X,X,O
IZOTJSL,X,X,X,O,X,X,O,O,X,X,X,X,O
IZOTSLJ,X,X,X,O,O,X,O,O,X,X,X,X,X
IZOTSJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IZOLTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
IZOLTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOLSJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOJTLS,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,X,O,O,X,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOJSTL,X,X,X,O,X,X,X,O,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOSTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOSLTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOSLJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOSJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLJZS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLSZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOTLZJS,X,X,X,X,O,X,O,X,X,X,X,X,O
IOTLZSJ,X,X,X,X,O,X,O,O,X,X,X,X,X
IOTJLSZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTJLZS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTJSLZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTJSZL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTJZLS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTJZSL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTSLJZ,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTSLZJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTSJLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTSJZL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTSZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTSZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTZLJS,X,X,X,X,O,X,O,X,X,X,X,X,O
IOTZLSJ,X,X,X,X,O,X,O,O,X,X,X,X,X
IOTZJLS,X,X,X,O,O,X,O,X,X,X,X,X,O
IOTZJSL,X,X,X,O,X,X,O,O,X,X,X,X,O
IOTZSLJ,X,X,X,O,O,X,O,O,X,X,X,X,X
IOTZSJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOLTJZS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZJS,X,X,X,X,O,X,O,X,X,X,X,X,O
IOLTZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLSTJZ,X,X,X,X,X,X,O,X,O,O,X,X,X
IOLSTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLSZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLZTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
IOLZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZJST,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLZSJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJTLSZ,X,X,X,O,X,X,O,X,O,O,X,X,X
IOJTLZS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOJTSLZ,X,X,X,O,X,X,O,X,O,O,X,X,X
IOJTSZL,X,X,X,O,X,X,O,X,X,O,X,X,X
IOJTZLS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOJTZSL,X,X,X,O,X,X,O,X,X,X,X,X,X
IOJLTSZ,X,X,X,O,X,X,X,X,O,O,X,X,X
IOJLTZS,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJLZTS,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJSTLZ,X,X,X,O,X,X,O,X,O,O,X,X,X
IOJSTZL,X,X,X,O,X,X,O,X,X,O,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJSZTL,X,X,X,O,X,X,X,O,X,O,X,X,X
IOJSZLT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOJZTLS,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJZTSL,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJZSTL,X,X,X,O,X,X,X,O,X,O,X,X,X
IOJZSLT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOSTLJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTLZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTJZL,X,X,X,X,X,X,O,O,X,O,X,X,X
IOSTZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSLTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJTZL,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSJZTL,X,X,X,X,X,X,X,O,X,O,X,X,X
IOSJZLT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOSZTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSZTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZTLJS,X,X,X,X,O,X,O,X,X,X,X,X,O
IOZTLSJ,X,X,X,X,O,X,O,O,X,X,X,X,X
IOZTJLS,X,X,X,O,X,X,O,X,X,X,X,X,O
IOZTJSL,X,X,X,O,X,X,O,O,X,X,X,X,O
IOZTSLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOZTSJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOZLTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
IOZLTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLJST,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZLSJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZJTLS,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,O,O,X,X,X,X,X,X,X,X
IOZJLST,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,X,X,O,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZSTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZSLTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZSLJT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJSZO,O,X,O,X,X,O,X,X,O,O,X,X,X
LTIJSOZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LTIJZSO,O,X,O,X,X,X,X,X,O,X,X,X,X
LTIJZOS,O,X,O,X,O,O,X,X,O,X,X,X,X
LTIJOSZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LTIJOZS,O,X,O,X,X,O,X,X,O,X,X,X,X
LTISJZO,O,X,O,X,X,O,X,X,O,O,X,X,X
LTISJOZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LTISZJO,O,X,O,X,X,O,X,X,O,O,X,X,X
LTISZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTISOJZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LTISOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,X,O,X,X,X,O
LTIZJOS,X,X,X,X,O,O,X,X,O,X,X,X,O
LTIZSJO,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSOJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIZOJS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
LTIOJZS,O,X,O,X,X,O,X,X,O,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LTIOZSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJISZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJISOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJIZSO,O,O,O,X,X,X,X,X,O,X,X,X,X
LTJIZOS,O,O,O,X,O,O,X,X,O,X,X,X,X
LTJIOSZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJSIZO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJSIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJSZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LTJSZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTJSOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJSOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTJZISO,O,O,O,X,X,X,X,X,X,X,X,X,O
LTJZIOS,O,O,O,X,O,O,X,X,X,X,X,X,O
LTJZSIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LTJZSOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTJZOIS,O,O,O,X,O,O,X,X,X,X,X,X,O
LTJZOSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTJOISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJOIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJOSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJOSZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTJOZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LTJOZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTSIJZO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTSIJOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTSIZJO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTSIZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,X,X,O,X,X,O,X,X,X,X
LTSIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTSJIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTSJZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LTSJZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTSJOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTSJOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTSZIJO,O,O,O,X,X,O,X,X,X,X,O,X,X
LTSZIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZJIO,O,O,O,X,X,O,X,X,X,X,O,X,O
LTSZJOI,O,O,O,X,X,O,X,X,O,O,O,X,O
LTSZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LTSOJIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LTSOJZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LTSOZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LTSOZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LTZIJSO,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZIJOS,X,X,X,X,O,O,X,X,X,X,X,X,O
LTZISJO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,X,X,X,X,X,X,X,O
LTZJIOS,O,O,O,X,O,O,X,X,X,X,X,X,O
LTZJSIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LTZJSOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTZJOIS,O,O,O,X,O,O,X,X,X,X,X,X,O
LTZJOSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTZSIJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LTZSJOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTZSOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTZSOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LTZOISJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZOJIS,O,O,O,X,O,X,X,X,X,X,X,X,O
LTZOJSI,O,O,O,X,X,X,X,X,X,X,X,X,O
LTZOSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,X,X,X,X,X,X,O
LTOIJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
