sequence,v115@HhB8HeB8DeA8BeB8DeE8Jex/IvhFmhBqnBTjBcrBXq?BlqB,v115@HhB8HeB8DeA8BeB8DeE8Jex/IvhFXhB8mBeqBFoBCo?BzqB,v115@HhB8HeB8DeA8BeB8DeE8Jex/IvhFzhBCjBeqBXoBFr?B8qB,v115@HhB8HeB8DeA8BeB8DeE8Jex/IvhF8mBqnBTjBlqBOr?BXqB,v115@HhB8HeB8DeA8BeB8DeE8JemBJvhFqnBTjBxqBcqBXr?BlpB,v115@HhB8HeB8DeA8BeB8DeE8Je3AJvhFTjBxmBSrB0nB2v?BlpB,v115@HhB8HeB8DeA8BeB8DeE8Jem/IvhFzhB3lBFoBUmBCo?BRvB,v115@HhB8HeB8DeA8BeB8DeE8JeRBJvhFGjB3mBznB0qBiq?BlpB,v115@HhB8HeB8DeA8BeB8DeE8Je3AJvhFCiBTjBVrB0nBmk?BRvB,v115@HhB8HeB8DeA8BeB8DeE8JezBJvhFCjBllBXoBmkBUm?BRvB
LSOTIZJ,O,X,X,O,X,X,X,X,X,O
LSOTJIZ,O,X,O,X,X,X,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,X,X,X,X,X
LSOTZJI,O,X,O,O,X,X,X,X,X,X
LSOITJZ,O,X,O,X,O,X,X,X,X,O
LSOITZJ,O,X,X,O,O,X,X,X,X,O
LSOIJTZ,O,X,O,X,O,X,X,X,X,O
LSOIJZT,O,X,X,X,O,X,X,X,X,X
LSOIZTJ,O,X,X,X,O,X,X,X,X,O
LSOIZJT,O,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,X,X,X,X
LSOJTZI,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,O,X,X,X,X,O
LSOJIZT,O,X,X,X,O,X,X,X,X,X
LSOJZTI,O,X,O,X,X,X,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,X,X,O,X,X,X,O,X,X
LSOZTJI,O,X,O,O,X,X,X,O,X,X
LSOZITJ,O,X,X,X,X,X,X,O,X,O
LSOZIJT,O,X,X,X,X,X,X,O,X,X
LSOZJTI,O,X,O,X,X,X,X,O,X,X
LSOZJIT,O,X,X,X,X,X,X,O,X,X
LZTIJSO,X,O,X,O,X,X,X,X,O,X
LZTIJOS,O,X,X,O,X,X,X,X,O,X
LZTISJO,X,X,X,O,X,X,X,X,O,X
LZTISOJ,X,X,X,O,X,X,X,X,O,X
LZTIOJS,O,X,X,O,X,X,X,X,O,X
LZTIOSJ,X,X,X,O,X,X,X,X,O,X
LZTJISO,X,O,X,O,X,X,X,X,X,X
LZTJIOS,O,X,X,O,X,X,X,X,X,X
LZTJSIO,O,O,X,O,X,X,X,X,X,X
LZTJSOI,O,O,X,O,X,X,X,X,O,X
LZTJOIS,O,O,X,O,X,X,X,X,X,X
LZTJOSI,O,O,X,O,X,X,X,X,O,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,O,X
LZTSJIO,O,X,X,O,X,X,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X,O,X
LZTSOIJ,O,X,X,O,X,X,X,X,O,X
LZTSOJI,O,X,X,O,X,X,X,X,O,X
LZTOIJS,O,X,X,O,X,X,X,X,O,X
LZTOISJ,X,X,X,O,X,X,X,X,O,X
LZTOJIS,O,O,X,O,X,X,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X,O,X
LZTOSIJ,O,X,X,O,X,X,X,X,O,X
LZTOSJI,O,X,X,O,X,X,X,X,O,X
LZITJSO,X,O,X,O,X,X,X,X,O,X
LZITJOS,O,X,X,O,X,X,X,X,O,X
LZITSJO,X,X,X,O,X,X,X,X,O,X
LZITSOJ,X,X,X,O,X,X,X,X,O,X
LZITOJS,O,X,X,O,X,X,X,X,O,X
LZITOSJ,X,X,X,O,X,X,X,X,O,X
LZIJTSO,X,O,X,X,X,X,X,X,O,X
LZIJTOS,O,X,X,X,X,X,X,X,O,X
LZIJSTO,O,O,X,X,O,X,X,X,X,X
LZIJSOT,O,X,X,X,O,X,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X,X,O,X
LZIJOST,O,X,X,X,O,X,X,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,O,X
LZISTOJ,O,X,X,X,O,X,X,X,O,X
LZISJTO,O,X,X,X,O,X,X,X,X,X
LZISJOT,O,X,X,X,O,X,X,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,O,X
LZISOJT,O,X,X,X,O,X,X,X,X,X
LZIOTJS,O,X,X,O,X,X,X,X,O,X
LZIOTSJ,X,X,X,O,X,X,X,X,O,X
LZIOJTS,O,X,X,X,X,X,X,X,O,X
LZIOJST,O,X,X,X,O,X,X,X,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,O,X
LZIOSJT,O,X,X,X,O,X,X,X,X,X
LZJTISO,X,O,X,O,X,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X,X,X
LZJTSIO,O,O,X,O,X,X,X,X,X,X
LZJTSOI,O,O,X,O,X,X,X,X,O,X
LZJTOIS,O,O,X,O,X,X,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X,O,X
LZJITSO,X,O,X,X,X,X,X,X,O,X
LZJITOS,O,X,X,X,X,X,X,X,O,X
LZJISTO,O,O,X,X,O,X,X,X,X,X
LZJISOT,O,X,X,X,O,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,O,X
LZJIOST,O,X,X,X,O,X,X,X,X,X
LZJSTIO,O,O,X,X,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X,O,X
LZJOITS,O,O,X,X,X,X,X,X,O,X
LZJOIST,O,O,X,X,O,X,X,X,X,X
LZJOSTI,O,O,X,X,X,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,X,X
LZSTIJO,O,X,X,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,X,O,X
LZSTJIO,O,X,X,O,X,X,X,X,X,X
LZSTJOI,O,X,X,O,X,X,X,X,O,X
LZSTOIJ,O,X,X,O,X,X,X,X,O,X
LZSTOJI,O,X,X,O,X,X,X,X,O,X
LZSITJO,O,X,X,X,X,X,X,X,O,X
LZSITOJ,O,X,X,X,X,X,X,X,O,X
LZSIJTO,O,X,X,X,X,X,X,X,X,X
LZSIJOT,O,X,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,X,O,O,X
LZSIOJT,O,X,X,X,X,X,X,O,X,X
LZSJTIO,O,X,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X,X,X,X
LZSJIOT,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,X,X,O,O,X
LZSOTJI,O,X,X,O,X,X,X,O,O,X
LZSOITJ,O,X,X,X,X,X,X,O,O,X
LZSOIJT,O,X,X,X,X,X,X,O,X,X
LZSOJTI,O,X,X,X,X,X,X,O,X,X
LZSOJIT,O,X,X,X,X,X,X,O,X,X
LZOTIJS,O,X,X,O,X,X,X,X,O,X
LZOTISJ,X,X,X,O,X,X,X,X,O,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,O,X
LZOTSIJ,O,X,X,O,X,X,X,X,O,X
LZOTSJI,O,X,X,O,X,X,X,X,O,X
LZOITJS,O,X,X,O,X,X,X,X,O,X
LZOITSJ,X,X,X,O,X,X,X,X,O,X
LZOIJTS,O,X,X,X,X,X,X,X,O,X
LZOIJST,O,X,X,X,O,X,X,X,X,X
LZOISTJ,O,X,X,X,O,X,X,X,O,X
LZOISJT,O,X,X,X,O,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X,O,X
LZOJITS,O,O,X,X,X,X,X,X,O,X
LZOJIST,O,O,X,X,O,X,X,X,X,X
LZOJSTI,O,O,X,X,X,X,X,O,X,X
LZOJSIT,O,O,X,X,X,X,X,O,X,X
LZOSTIJ,O,X,X,O,X,X,X,O,O,X
LZOSTJI,O,X,X,O,X,X,X,O,O,X
LZOSITJ,O,X,X,X,X,X,X,O,O,X
LZOSIJT,O,X,X,X,X,X,X,O,X,X
LZOSJTI,O,X,X,X,X,X,X,O,X,X
LZOSJIT,O,X,X,X,X,X,X,O,X,X
LOTIJSZ,O,X,X,X,O,X,O,X,X,X
LOTIJZS,O,X,X,O,X,X,X,X,X,X
LOTISJZ,O,X,X,X,O,X,O,X,X,X
LOTISZJ,O,X,X,O,O,X,X,X,X,X
LOTIZJS,O,X,X,O,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,X,O,X,O,X,X,X
LOTJIZS,O,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,X,X,X,X,X,X
LOTJSZI,X,X,O,X,X,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,X,X,X,X,X
LOTSZJI,O,X,O,O,X,X,X,X,X,X
LOTZIJS,O,X,X,O,X,X,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,X,X,O,X,X,X,X,X,X
LOTZSJI,O,X,X,O,X,X,X,X,X,X
LOITJSZ,O,X,X,X,O,X,O,X,X,X
LOITJZS,O,X,X,O,X,X,X,X,X,X
LOITSJZ,O,X,X,X,O,X,O,X,X,O
LOITSZJ,O,X,X,O,O,X,X,X,X,O
LOITZJS,O,X,X,O,X,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,O,X,O,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,O,O,O,X,X,X
LOIJSZT,O,X,X,X,O,O,X,X,X,X
LOIJZTS,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,O,X,X,X,X,X
LOISTJZ,O,X,X,X,O,X,O,X,X,O
LOISTZJ,O,X,X,O,O,X,X,X,X,O
LOISJTZ,O,X,X,X,O,O,O,X,X,O
LOISJZT,O,X,X,X,O,O,X,X,X,X
LOISZTJ,O,X,X,X,O,X,X,X,X,O
LOISZJT,O,X,X,X,O,O,X,X,X,X
LOIZTJS,O,X,X,O,X,X,X,X,X,X
LOIZTSJ,X,X,X,O,X,X,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,X,O,X,X,X,X,X
LOIZSTJ,O,X,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,X,O,X,X,X,X,X
LOJTISZ,O,X,X,X,O,X,O,X,X,X
LOJTIZS,O,O,X,O,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,X,X,X,X,X,X
LOJTSZI,X,X,O,X,X,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,O,X,X,X
LOJITZS,O,O,X,O,X,X,X,X,X,X
LOJISTZ,O,X,X,X,O,O,O,X,X,X
LOJISZT,O,X,X,X,O,O,X,X,X,X
LOJIZTS,O,O,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,X
LOJSTZI,X,X,O,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,O,O,X,X,X,X
LOJSIZT,O,X,X,X,O,O,X,X,X,X
LOJSZTI,O,X,O,X,X,X,X,O,X,X
LOJSZIT,O,X,X,X,X,X,X,O,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,X,O,X,X,X,X,X
LOJZSTI,O,O,X,X,X,X,X,O,X,X
LOJZSIT,O,O,X,X,X,X,X,O,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,O
LOSTIZJ,O,X,X,O,X,X,X,X,X,O
LOSTJIZ,O,X,O,X,X,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,X,X,X,X,X
LOSTZJI,O,X,O,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,O,X,X,X,X,O
LOSITZJ,O,X,X,O,O,X,X,X,X,O
LOSIJTZ,O,X,O,X,O,X,X,X,X,O
LOSIJZT,O,X,X,X,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,O,X,X,X,X,O
LOSIZJT,O,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,X
LOSJTZI,X,X,O,X,X,X,X,X,X,X
LOSJITZ,O,X,O,X,O,X,X,X,X,O
LOSJIZT,O,X,X,X,O,X,X,X,X,X
LOSJZTI,O,X,O,X,X,X,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,O,X,X
LOSZTIJ,O,X,X,O,X,X,X,O,X,X
LOSZTJI,O,X,O,O,X,X,X,O,X,X
LOSZITJ,O,X,X,X,X,X,X,O,X,O
LOSZIJT,O,X,X,X,X,X,X,O,X,X
LOSZJTI,O,X,O,X,X,X,X,O,X,X
LOSZJIT,O,X,X,X,X,X,X,O,X,X
LOZTIJS,O,X,X,O,X,X,X,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,X,X,X
LOZITJS,O,X,X,O,X,X,X,X,X,X
LOZITSJ,X,X,X,O,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,O,X,X,X,X,X
LOZISTJ,O,X,X,X,O,X,X,X,X,X
LOZISJT,O,X,X,X,O,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,X,O,X,X,X,X,X
LOZJSTI,O,O,X,X,X,X,X,O,X,X
LOZJSIT,O,O,X,X,X,X,X,O,X,X
LOZSTIJ,O,X,X,O,X,X,X,O,X,X
LOZSTJI,O,X,X,O,X,X,X,O,X,X
LOZSITJ,O,X,X,X,X,X,X,O,X,X
LOZSIJT,O,X,X,X,X,X,X,O,X,X
LOZSJTI,O,X,X,X,X,X,X,O,X,X
LOZSJIT,O,X,X,X,X,X,X,O,X,X
JTILSZO,X,X,X,X,O,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,O,X,X,X
JTILZSO,X,O,X,O,X,X,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,X,X,X
JTILOSZ,O,X,X,X,O,X,O,X,X,X
JTILOZS,O,O,X,O,X,X,X,X,X,X
JTISLZO,X,X,O,X,X,X,X,X,X,X
JTISLOZ,X,X,O,X,X,X,O,X,X,X
JTISZLO,X,O,O,X,X,X,X,X,X,X
JTISZOL,X,O,O,X,X,X,O,X,X,X
JTISOLZ,X,X,O,X,X,O,O,X,X,X
JTISOZL,X,O,O,X,X,O,O,X,X,X
JTIZLSO,X,O,X,O,X,X,X,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X,X,X
JTIZSLO,X,O,X,X,X,X,X,X,X,X
JTIZSOL,X,O,X,X,X,X,O,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,O,X,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,X,X
JTIOLZS,X,O,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,O,X,X,O,O,X,X,X
JTIOSZL,X,O,O,X,X,O,O,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,X,X,X,O,X,X,X
JTLISZO,X,X,X,X,O,X,X,X,X,X
JTLISOZ,X,X,X,X,O,X,O,X,X,X
JTLIZSO,X,O,X,O,X,X,X,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,O,X,X,X
JTLIOZS,O,O,X,O,X,X,X,X,X,X
JTLSIZO,X,X,O,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,X,X,X
JTLSZIO,X,X,O,X,X,X,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X,X,O,X
JTLSOIZ,O,X,O,X,X,X,X,X,X,X
JTLSOZI,X,X,O,X,X,X,X,X,X,X
JTLZISO,X,O,X,O,X,X,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,X,X,X
JTLZSIO,O,O,X,O,X,X,X,X,X,X
JTLZSOI,O,O,X,O,X,X,X,X,O,X
JTLZOIS,O,O,X,O,X,X,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X,O,X
JTLOISZ,O,X,X,X,O,X,O,X,X,X
JTLOIZS,O,O,X,O,X,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X,X,X
JTSILZO,X,X,O,X,X,X,X,X,X,X
JTSILOZ,O,X,O,X,X,X,O,X,X,X
JTSIZLO,X,O,O,X,X,X,X,X,X,X
JTSIZOL,X,O,O,X,X,X,O,X,X,X
JTSIOLZ,X,X,O,X,X,O,O,X,X,X
JTSIOZL,X,O,O,X,X,O,O,X,X,X
JTSLIZO,X,X,O,X,X,X,X,X,X,X
JTSLIOZ,O,X,O,X,X,X,X,X,X,X
JTSLZIO,X,X,O,X,X,X,X,X,X,X
JTSLZOI,X,X,O,X,X,X,X,X,O,X
JTSLOIZ,O,X,O,X,X,X,X,X,X,X
JTSLOZI,X,X,O,X,X,X,X,X,X,X
JTSZILO,X,O,O,X,X,X,X,X,X,X
JTSZIOL,X,O,O,X,X,X,X,X,X,X
JTSZLIO,X,O,O,X,X,X,X,X,X,X
JTSZLOI,X,O,O,X,X,X,X,X,O,X
JTSZOIL,X,O,O,X,X,X,X,X,X,X
JTSZOLI,X,O,O,X,X,X,X,X,O,X
JTSOILZ,X,X,O,X,X,O,O,X,X,X
JTSOIZL,X,O,O,X,X,O,O,X,X,X
JTSOLIZ,X,X,O,X,X,X,X,X,X,X
JTSOLZI,X,X,O,X,X,X,X,X,X,X
JTSOZIL,X,O,O,X,X,X,X,X,X,X
JTSOZLI,X,O,O,X,X,X,X,X,X,X
JTZILSO,X,O,X,O,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X,X
JTZISLO,X,O,X,X,X,X,X,X,X,X
JTZISOL,X,O,X,X,X,X,O,X,X,X
JTZIOLS,X,O,X,X,X,X,X,X,X,X
JTZIOSL,X,O,X,X,X,X,O,X,X,X
JTZLISO,X,O,X,O,X,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,X,X
JTZLSIO,O,O,X,O,X,X,X,X,X,X
JTZLSOI,O,O,X,O,X,X,X,X,O,X
JTZLOIS,O,O,X,O,X,X,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X,O,X
JTZSILO,O,O,O,X,X,X,X,X,X,X
JTZSIOL,X,O,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X,O,X
JTZSOIL,X,O,O,X,X,X,X,X,X,X
JTZSOLI,X,O,O,X,X,X,X,X,O,X
JTZOILS,X,O,X,X,X,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,O,X,X,X
JTZOLIS,X,O,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X,O,X
JTZOSIL,X,O,O,X,X,X,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X,X,O,X
JTOILSZ,X,X,X,X,X,X,O,X,X,X
JTOILZS,X,O,X,O,X,X,X,X,X,X
JTOISLZ,X,X,O,X,X,O,O,X,X,X
JTOISZL,X,O,O,X,X,O,O,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X,X
JTOIZSL,X,O,X,X,X,X,O,X,X,X
JTOLISZ,X,X,X,X,X,X,O,X,X,X
JTOLIZS,X,O,X,O,X,X,X,X,X,X
JTOLSIZ,X,X,O,X,X,X,X,X,X,X
JTOLSZI,X,X,O,X,X,X,X,X,X,X
JTOLZIS,X,O,X,O,X,X,X,X,X,X
JTOLZSI,X,O,X,O,X,X,X,X,X,X
JTOSILZ,X,X,O,X,X,O,O,X,X,X
JTOSIZL,X,O,O,X,X,O,O,X,X,X
JTOSLIZ,X,X,O,X,X,X,X,X,X,X
JTOSLZI,X,X,O,X,X,X,X,X,X,X
JTOSZIL,X,O,O,X,X,X,X,X,X,X
JTOSZLI,X,O,O,X,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,O,X,X,X
JTOZLIS,X,O,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X,X,X,X
JITLSZO,X,X,X,X,O,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,O,X,X,X
JITLZSO,X,O,X,O,X,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,X,X,X
JITLOSZ,O,X,X,X,O,X,O,X,X,X
JITLOZS,O,O,X,O,X,X,X,X,X,X
JITSLZO,X,X,O,X,X,X,X,X,X,X
JITSLOZ,X,X,O,X,X,X,O,X,X,X
JITSZLO,X,O,O,X,X,X,X,X,X,X
JITSZOL,X,O,O,X,X,X,O,X,X,X
JITSOLZ,X,X,O,X,X,O,O,X,X,X
JITSOZL,X,O,O,X,X,O,O,X,X,X
JITZLSO,X,O,X,O,X,X,X,X,X,X
JITZLOS,X,X,X,O,X,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,X,X,X,X
JITZSOL,X,O,X,X,X,X,O,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,O,X,X,X
JITOLSZ,X,X,X,X,X,X,O,X,X,X
JITOLZS,X,O,X,O,X,X,X,X,X,X
JITOSLZ,X,X,O,X,X,O,O,X,X,X
JITOSZL,X,O,O,X,X,O,O,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,X,X,X,O,X,X,X
JILTSZO,X,X,X,X,O,X,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X,X,X,X
JILTZSO,X,O,X,O,X,X,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,X,X,X
JILTOSZ,O,X,X,X,O,X,X,X,X,X
JILTOZS,O,O,X,O,X,X,X,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,X
JILSTOZ,O,X,X,X,O,X,X,X,X,X
JILSZTO,O,X,X,X,O,X,X,X,X,X
JILSZOT,O,X,X,X,O,X,X,X,X,X
JILSOTZ,O,X,X,X,O,O,X,X,X,X
JILSOZT,O,X,X,X,O,O,X,X,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,O,X,X,X,X,X
JILZSOT,O,X,X,X,O,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,O,X,X,X,X,X
JILOTSZ,O,X,X,X,O,X,X,X,X,X
JILOTZS,O,O,X,O,X,X,X,X,X,X
JILOSTZ,O,X,X,X,O,O,X,X,X,X
JILOSZT,O,X,X,X,O,O,X,X,X,X
JILOZTS,O,O,X,X,X,X,X,X,X,X
JILOZST,O,O,X,X,O,X,X,X,X,X
JISTLZO,X,X,O,X,X,X,X,X,X,X
JISTLOZ,O,X,O,X,X,X,X,X,X,X
JISTZLO,X,O,O,X,X,X,X,X,X,X
JISTZOL,X,O,O,X,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,O,X,X,X,X
JISTOZL,X,O,O,X,X,O,X,X,X,X
JISLTZO,X,X,O,X,O,X,X,X,X,X
JISLTOZ,O,X,O,X,O,X,X,X,X,X
JISLZTO,O,X,X,X,O,X,X,X,X,X
JISLZOT,O,X,X,X,O,X,X,X,X,X
JISLOTZ,O,X,O,X,O,O,X,X,X,X
JISLOZT,O,X,X,X,O,O,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X,X
JISZTOL,X,O,X,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,X,X
JISZLOT,O,X,X,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,X,O,X,X,X,X
JISZOLT,O,X,X,X,X,O,X,X,X,X
JISOTLZ,X,X,O,X,X,O,X,X,X,X
JISOTZL,X,O,O,X,X,O,X,X,X,X
JISOLTZ,O,X,O,X,X,O,X,X,X,X
JISOLZT,O,X,X,X,X,O,X,X,X,X
JISOZTL,X,O,X,X,X,O,X,X,X,X
JISOZLT,O,O,X,X,X,O,X,X,X,X
JIZTLSO,X,O,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X
JIZTSLO,X,O,X,X,X,X,X,X,X,X
JIZTSOL,X,O,X,X,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,O,X,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X,X,X,X
JIZSOTL,X,O,X,X,X,O,X,X,X,X
JIZSOLT,O,X,X,X,X,O,X,X,X,X
JIZOTLS,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,X,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,X,X
JIZOSTL,X,O,X,X,X,O,X,X,X,X
JIZOSLT,X,O,X,X,X,O,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X,X
JIOTLZS,X,O,X,O,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,O,O,X,X,X
JIOTSZL,X,O,O,X,X,O,O,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X,X
