sequence,v115@ThA8EeF8AeE8JeOEJvhF8kBzgBfnBxiBCoBFrB,v115@ThA8EeF8AeE8Je2EJvhFzgBRiBSoBUnB3kBFrB,v115@ThA8EeF8AeE8Jei/IvhFzgBGjB3kBRnBUnBFrB,v115@ThA8EeF8AeE8JeKEJvhFzfBRhBGjBfrB0rBlsB,v115@ThA8EeF8AeE8Jem/IvhFUhBRiBSoBTkBfrBVxB,v115@ThA8EeF8AeE8JeOEJvhF8kBFhBxiBfrBzrBCtB,v115@ThA8EeF8AeE8Jex/IvhFGjBTkB0lBlmB3nBirB,v115@ThA8EeF8AeE8Jex/IvhFmhBSoBTkBllBcrB3sB,v115@ThA8EeF8AeE8JeyGJvhFGjBxkB3nBTkBllBcrB
LTOJSIZ,O,X,O,O,O,X,X,X,X
LTOJSZI,O,O,O,O,O,X,X,X,X
LTOJZIS,O,O,X,O,O,X,X,X,X
LTOJZSI,O,O,X,O,O,X,X,X,X
LTOSIJZ,O,X,O,O,O,O,X,X,X
LTOSIZJ,O,X,O,O,O,O,X,O,X
LTOSJIZ,O,X,O,O,O,O,X,X,X
LTOSJZI,O,O,O,O,O,O,O,X,X
LTOSZIJ,O,O,O,O,O,O,O,X,X
LTOSZJI,O,O,O,O,O,O,O,X,X
LTOZIJS,O,O,X,O,O,O,X,O,X
LTOZISJ,O,O,X,X,O,O,O,O,X
LTOZJIS,O,O,X,O,O,O,X,O,X
LTOZJSI,O,O,X,O,O,O,X,O,X
LTOZSIJ,O,O,X,O,O,O,O,O,X
LTOZSJI,O,O,X,O,O,O,O,O,X
LITJSZO,X,X,O,O,O,X,X,X,X
LITJSOZ,X,X,O,O,O,X,X,X,X
LITJZSO,X,O,X,X,O,X,X,X,X
LITJZOS,X,O,X,O,X,X,X,X,X
LITJOSZ,X,X,O,O,O,X,X,X,X
LITJOZS,X,O,X,O,O,X,X,X,X
LITSJZO,O,X,O,O,O,O,X,X,X
LITSJOZ,O,X,O,O,O,X,X,X,X
LITSZJO,O,X,O,O,O,O,X,X,X
LITSZOJ,O,X,O,O,O,O,X,X,X
LITSOJZ,O,X,O,O,O,X,X,X,X
LITSOZJ,O,X,O,O,O,O,X,X,X
LITZJSO,O,O,X,X,O,O,X,X,X
LITZJOS,O,O,X,O,X,O,X,X,X
LITZSJO,O,O,X,X,O,O,X,X,X
LITZSOJ,O,O,X,X,O,O,X,X,X
LITZOJS,O,O,X,O,O,O,X,X,X
LITZOSJ,O,O,X,X,O,O,X,X,X
LITOJSZ,X,X,O,O,O,X,X,X,X
LITOJZS,X,O,X,O,O,X,X,O,X
LITOSJZ,O,X,O,O,O,O,X,X,X
LITOSZJ,O,X,O,O,O,O,X,O,X
LITOZJS,O,O,X,O,O,O,X,O,X
LITOZSJ,O,O,X,X,O,O,X,O,X
LIJTSZO,X,X,O,O,O,X,X,X,X
LIJTSOZ,X,X,O,O,O,X,X,X,X
LIJTZSO,X,O,X,X,O,X,X,X,X
LIJTZOS,X,O,X,O,X,X,X,X,X
LIJTOSZ,X,X,O,O,O,X,X,X,X
LIJTOZS,X,O,X,O,O,X,X,X,X
LIJSTZO,O,X,O,O,O,O,X,X,O
LIJSTOZ,O,X,O,O,O,X,X,X,O
LIJSZTO,O,O,O,O,X,O,X,X,O
LIJSZOT,O,X,X,O,X,O,X,X,O
LIJSOTZ,X,X,O,O,X,X,X,X,O
LIJSOZT,X,X,X,O,X,X,X,X,O
LIJZTSO,O,O,X,X,O,O,X,X,X
LIJZTOS,X,O,X,X,X,O,X,X,X
LIJZSTO,O,O,X,X,X,O,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,X
LIJZOTS,X,O,X,X,X,O,X,X,X
LIJZOST,O,X,X,X,X,O,X,X,X
LIJOTSZ,X,X,X,O,O,X,X,X,X
LIJOTZS,X,X,X,O,O,X,X,X,X
LIJOSTZ,X,X,X,O,O,O,X,X,X
LIJOSZT,X,X,X,O,X,O,X,X,X
LIJOZTS,X,O,X,X,O,O,X,X,X
LIJOZST,X,X,X,X,X,O,X,X,X
LISTJZO,O,X,O,O,O,O,X,X,O
LISTJOZ,O,X,O,O,O,X,X,X,O
LISTZJO,O,X,O,O,O,O,X,X,X
LISTZOJ,O,X,O,O,O,O,X,X,X
LISTOJZ,O,X,O,O,O,X,X,X,X
LISTOZJ,O,X,O,O,O,O,X,X,X
LISJTZO,O,X,O,O,O,O,X,X,O
LISJTOZ,O,X,O,O,O,X,X,X,O
LISJZTO,O,O,O,O,X,O,X,X,O
LISJZOT,O,X,X,O,X,O,X,X,O
LISJOTZ,X,X,O,O,X,X,X,X,O
LISJOZT,X,X,X,O,X,X,X,X,O
LISZTJO,O,O,O,O,X,O,X,X,X
LISZTOJ,O,O,O,O,X,O,X,X,X
LISZJTO,O,O,O,O,X,O,X,X,O
LISZJOT,O,X,X,O,X,O,X,X,O
LISZOTJ,O,X,X,O,X,O,X,X,X
LISZOJT,O,X,X,O,X,O,X,X,X
LISOTJZ,O,X,O,O,O,O,X,X,X
LISOTZJ,O,X,O,O,O,O,X,X,X
LISOJTZ,X,X,O,O,O,O,X,X,O
LISOJZT,X,X,X,O,X,O,X,X,O
LISOZTJ,O,X,X,O,X,O,X,X,X
LISOZJT,O,X,X,O,X,O,X,X,X
LIZTJSO,O,O,X,X,O,O,X,X,X
LIZTJOS,O,O,X,X,X,O,X,O,X
LIZTSJO,O,O,X,X,O,O,X,X,X
LIZTSOJ,O,O,X,X,O,O,X,X,X
LIZTOJS,O,O,X,X,O,O,X,O,X
LIZTOSJ,O,O,X,X,O,O,X,O,X
LIZJTSO,O,O,X,X,O,O,X,X,X
LIZJTOS,O,O,X,X,X,O,X,O,X
LIZJSTO,O,O,X,X,X,O,X,X,X
LIZJSOT,O,X,X,X,X,O,X,X,X
LIZJOTS,X,O,X,X,X,O,X,O,X
LIZJOST,O,X,X,X,X,O,X,X,X
LIZSTJO,O,O,X,X,X,O,X,X,X
LIZSTOJ,O,O,X,X,X,O,X,X,X
LIZSJTO,O,O,X,X,X,O,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,X
LIZSOTJ,O,X,X,X,X,O,X,X,X
LIZSOJT,O,X,X,X,X,O,X,X,X
LIZOTJS,X,O,X,X,O,O,X,O,X
LIZOTSJ,X,O,X,X,O,O,X,O,X
LIZOJTS,X,O,X,X,O,O,X,O,X
LIZOJST,O,X,X,X,X,O,X,X,X
LIZOSTJ,O,X,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,X,O,X,X,X
LIOTJSZ,X,X,X,O,O,X,X,X,X
LIOTJZS,X,X,X,O,O,X,X,O,X
LIOTSJZ,X,X,X,O,O,O,X,X,X
LIOTSZJ,X,X,X,O,O,O,X,O,X
LIOTZJS,X,X,X,O,O,O,X,O,X
LIOTZSJ,X,X,X,X,O,O,X,O,X
LIOJTSZ,X,X,X,O,O,X,X,X,X
LIOJTZS,X,X,X,O,O,X,X,O,X
LIOJSTZ,X,X,X,O,O,O,X,X,X
LIOJSZT,X,X,X,O,X,O,X,X,X
LIOJZTS,X,O,X,X,O,O,X,X,X
LIOJZST,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,X,X,O,O,O,X,X,X
LIOSTZJ,O,X,X,O,O,O,X,O,X
LIOSJTZ,X,X,X,O,O,O,X,X,X
LIOSJZT,X,X,X,O,X,O,X,X,X
LIOSZTJ,O,X,X,O,X,O,X,X,X
LIOSZJT,O,X,X,O,X,O,X,X,X
LIOZTJS,X,O,X,X,O,O,X,O,X
LIOZTSJ,X,O,X,X,O,O,X,O,X
LIOZJTS,X,O,X,X,O,O,X,O,X
LIOZJST,O,X,X,X,X,O,X,X,X
LIOZSTJ,O,X,X,X,X,O,X,X,X
LIOZSJT,O,X,X,X,X,O,X,X,X
LJTISZO,X,X,O,O,O,X,X,X,X
LJTISOZ,X,X,O,O,O,X,X,X,X
LJTIZSO,X,O,X,X,O,X,X,X,X
LJTIZOS,X,O,X,O,X,X,X,X,X
LJTIOSZ,X,X,O,O,O,X,X,X,X
LJTIOZS,X,O,X,O,O,X,X,X,X
LJTSIZO,O,X,O,O,O,X,X,X,X
LJTSIOZ,O,X,O,O,O,X,X,X,X
LJTSZIO,O,O,O,O,O,X,X,X,X
LJTSZOI,O,O,O,O,O,X,X,X,X
LJTSOIZ,O,X,O,O,O,X,X,X,X
LJTSOZI,O,O,O,O,O,X,X,X,X
LJTZISO,O,O,X,X,O,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X,X
LJTZSIO,O,O,X,O,O,X,X,X,X
LJTZSOI,O,O,X,O,O,X,X,X,X
LJTZOIS,O,O,X,O,X,X,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X
LJTOISZ,X,X,O,O,O,X,X,X,X
LJTOIZS,X,O,X,O,O,X,X,O,X
LJTOSIZ,O,X,O,O,O,X,X,X,X
LJTOSZI,O,O,O,O,O,X,X,X,X
LJTOZIS,O,O,X,O,O,X,X,X,X
LJTOZSI,O,O,X,O,O,X,X,X,X
LJITSZO,X,X,O,O,O,X,X,X,X
LJITSOZ,X,X,O,O,O,X,X,X,X
LJITZSO,X,O,X,X,O,X,X,X,X
LJITZOS,X,O,X,O,X,X,X,X,X
LJITOSZ,X,X,O,O,O,X,X,X,X
LJITOZS,X,O,X,O,O,X,X,X,X
LJISTZO,O,X,O,O,O,O,X,X,O
LJISTOZ,O,X,O,O,O,X,X,X,O
LJISZTO,O,O,O,O,X,O,X,X,O
LJISZOT,O,X,X,O,X,O,X,X,O
LJISOTZ,X,X,O,O,X,X,X,X,O
LJISOZT,X,X,X,O,X,X,X,X,O
LJIZTSO,O,O,X,X,O,O,X,X,X
LJIZTOS,X,O,X,X,X,O,X,X,X
LJIZSTO,O,O,X,X,X,O,X,X,X
LJIZSOT,O,X,X,X,X,O,X,X,X
LJIZOTS,X,O,X,X,X,O,X,X,X
LJIZOST,O,X,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,O,O,X,X,X,X
LJIOTZS,X,X,X,O,O,X,X,X,X
LJIOSTZ,X,X,X,O,O,O,X,X,X
LJIOSZT,X,X,X,O,X,O,X,X,X
LJIOZTS,X,O,X,X,O,O,X,X,X
LJIOZST,X,X,X,X,X,O,X,X,X
LJSTIZO,O,X,O,O,O,O,X,X,O
LJSTIOZ,O,X,O,O,O,X,X,X,O
LJSTZIO,O,O,O,O,O,O,X,X,X
LJSTZOI,O,O,O,O,O,O,O,X,X
LJSTOIZ,O,X,O,O,O,X,X,X,X
LJSTOZI,O,O,O,O,O,X,O,X,X
LJSITZO,O,X,O,O,O,O,X,X,O
LJSITOZ,O,X,O,O,O,X,X,X,O
LJSIZTO,O,O,O,O,X,O,X,X,O
LJSIZOT,O,X,X,O,X,O,X,X,O
LJSIOTZ,X,X,O,O,X,X,X,X,O
LJSIOZT,X,X,X,O,X,X,X,X,O
LJSZTIO,O,O,O,O,X,O,X,X,X
LJSZTOI,O,O,O,O,X,O,O,X,X
LJSZITO,O,O,O,O,X,O,X,X,O
LJSZIOT,O,X,X,O,X,O,X,X,O
LJSZOTI,O,X,X,O,X,O,O,X,X
LJSZOIT,O,X,X,O,X,O,O,X,X
LJSOTIZ,X,X,O,O,X,O,X,X,X
LJSOTZI,X,X,O,O,X,O,O,X,X
LJSOITZ,X,X,O,O,X,O,X,X,O
LJSOIZT,X,X,X,O,X,O,O,X,O
LJSOZTI,X,X,X,O,X,O,O,X,X
LJSOZIT,X,X,X,O,X,O,O,X,X
LJZTISO,O,O,X,X,O,O,X,X,X
LJZTIOS,O,O,X,O,X,O,X,O,X
LJZTSIO,O,O,X,O,O,O,X,X,X
LJZTSOI,O,O,X,O,O,O,X,O,X
LJZTOIS,O,O,X,O,X,O,X,O,X
LJZTOSI,O,O,X,O,X,O,X,O,X
LJZITSO,O,O,X,X,O,O,X,X,X
LJZITOS,O,O,X,X,X,O,X,O,X
LJZISTO,O,O,X,X,X,O,X,X,X
LJZISOT,O,X,X,X,X,O,X,X,X
LJZIOTS,X,O,X,X,X,O,X,O,X
LJZIOST,O,X,X,X,X,O,X,X,X
LJZSTIO,O,O,X,O,X,O,X,X,X
LJZSTOI,O,O,X,O,X,O,O,O,X
LJZSITO,O,O,X,O,X,O,X,X,X
LJZSIOT,O,X,X,O,X,O,X,X,X
LJZSOTI,O,X,X,O,X,O,O,O,X
LJZSOIT,O,X,X,O,X,O,O,X,X
LJZOTIS,O,O,X,O,X,O,X,O,X
LJZOTSI,O,O,X,O,X,O,X,O,X
LJZOITS,X,O,X,X,X,O,X,O,X
LJZOIST,O,X,X,X,X,O,O,X,X
LJZOSTI,O,X,X,O,X,O,O,O,X
LJZOSIT,O,X,X,O,X,O,O,X,X
LJOTISZ,X,X,X,O,O,X,X,X,X
LJOTIZS,X,O,X,O,O,X,X,O,X
LJOTSIZ,X,X,X,O,O,X,X,X,X
LJOTSZI,X,O,X,O,O,X,X,X,X
LJOTZIS,X,O,X,O,O,X,X,X,X
LJOTZSI,X,O,X,O,O,X,X,X,X
LJOITSZ,X,X,X,O,O,X,X,X,X
LJOITZS,X,X,X,O,O,X,X,O,X
LJOISTZ,X,X,X,O,O,O,X,X,X
LJOISZT,X,X,X,O,X,O,O,X,X
LJOIZTS,X,O,X,X,O,O,X,X,X
LJOIZST,X,X,X,X,X,O,O,X,X
LJOSTIZ,X,X,X,O,O,O,X,X,X
LJOSTZI,X,X,X,O,O,O,O,X,X
LJOSITZ,X,X,X,O,O,O,X,X,X
LJOSIZT,X,X,X,O,X,O,O,X,X
LJOSZTI,X,X,X,O,X,O,O,X,X
LJOSZIT,X,X,X,O,X,O,O,X,X
LJOZTIS,X,O,X,O,O,O,X,O,X
LJOZTSI,X,O,X,O,O,O,X,O,X
LJOZITS,X,O,X,X,O,O,X,O,X
LJOZIST,X,X,X,X,X,O,O,X,X
LJOZSTI,X,X,X,O,X,O,O,O,X
LJOZSIT,X,X,X,O,X,O,O,X,X
LSTIJZO,O,X,O,O,O,O,X,X,O
LSTIJOZ,O,X,O,O,O,X,X,X,O
LSTIZJO,O,X,O,O,O,O,X,X,X
LSTIZOJ,O,X,O,O,O,O,X,X,X
LSTIOJZ,O,X,O,O,O,X,X,X,X
LSTIOZJ,O,X,O,O,O,O,X,X,X
LSTJIZO,O,X,O,O,O,O,X,X,O
LSTJIOZ,O,X,O,O,O,X,X,X,O
LSTJZIO,O,O,O,O,O,O,X,X,X
LSTJZOI,O,O,O,O,O,O,O,X,X
LSTJOIZ,O,X,O,O,O,X,X,X,X
LSTJOZI,O,O,O,O,O,X,O,X,X
LSTZIJO,O,O,O,O,O,O,X,X,X
LSTZIOJ,O,O,O,O,O,O,X,X,X
LSTZJIO,O,O,O,O,O,O,X,X,X
LSTZJOI,O,O,O,O,O,O,O,X,X
LSTZOIJ,O,O,O,O,O,O,O,X,X
LSTZOJI,O,O,O,O,O,O,O,X,X
LSTOIJZ,O,X,O,O,O,O,X,X,X
LSTOIZJ,O,X,O,O,O,O,X,O,X
LSTOJIZ,O,X,O,O,O,O,X,X,X
LSTOJZI,O,O,O,O,O,O,O,X,X
LSTOZIJ,O,O,O,O,O,O,O,X,X
LSTOZJI,O,O,O,O,O,O,O,X,X
LSITJZO,O,X,O,O,O,O,X,X,O
LSITJOZ,O,X,O,O,O,X,X,X,O
LSITZJO,O,X,O,O,O,O,X,X,X
LSITZOJ,O,X,O,O,O,O,X,X,X
LSITOJZ,O,X,O,O,O,X,X,X,X
LSITOZJ,O,X,O,O,O,O,X,X,X
LSIJTZO,O,X,O,O,O,O,X,X,O
LSIJTOZ,O,X,O,O,O,X,X,X,O
LSIJZTO,O,O,O,O,X,O,X,X,O
LSIJZOT,O,X,X,O,X,O,X,X,O
LSIJOTZ,X,X,O,O,X,X,X,X,O
LSIJOZT,X,X,X,O,X,X,X,X,O
LSIZTJO,O,O,O,O,X,O,X,X,X
LSIZTOJ,O,O,O,O,X,O,X,X,X
LSIZJTO,O,O,O,O,X,O,X,X,O
LSIZJOT,O,X,X,O,X,O,X,X,O
LSIZOTJ,O,X,X,O,X,O,X,X,X
LSIZOJT,O,X,X,O,X,O,X,X,X
LSIOTJZ,O,X,O,O,O,O,X,X,X
LSIOTZJ,O,X,O,O,O,O,X,X,X
LSIOJTZ,X,X,O,O,O,O,X,X,O
LSIOJZT,X,X,X,O,X,O,X,X,O
LSIOZTJ,O,X,X,O,X,O,X,X,X
LSIOZJT,O,X,X,O,X,O,X,X,X
LSJTIZO,O,X,O,O,O,O,X,X,O
LSJTIOZ,O,X,O,O,O,X,X,X,O
LSJTZIO,O,O,O,O,O,O,X,X,X
LSJTZOI,O,O,O,O,O,O,O,X,X
LSJTOIZ,O,X,O,O,O,X,X,X,X
LSJTOZI,O,O,O,O,O,X,O,X,X
LSJITZO,O,X,O,O,O,O,X,X,O
LSJITOZ,O,X,O,O,O,X,X,X,O
LSJIZTO,O,O,O,O,X,O,X,X,O
LSJIZOT,O,X,X,O,X,O,X,X,O
LSJIOTZ,X,X,O,O,X,X,X,X,O
LSJIOZT,X,X,X,O,X,X,X,X,O
LSJZTIO,O,O,O,O,X,O,X,X,X
LSJZTOI,O,O,O,O,X,O,O,X,X
LSJZITO,O,O,O,O,X,O,X,X,O
LSJZIOT,O,X,X,O,X,O,X,X,O
LSJZOTI,O,X,X,O,X,O,O,X,X
LSJZOIT,O,X,X,O,X,O,O,X,X
LSJOTIZ,X,X,O,O,X,O,X,X,X
LSJOTZI,X,X,O,O,X,O,O,X,X
LSJOITZ,X,X,O,O,X,O,X,X,O
LSJOIZT,X,X,X,O,X,O,O,X,O
LSJOZTI,X,X,X,O,X,O,O,X,X
LSJOZIT,X,X,X,O,X,O,O,X,X
LSZTIJO,O,O,O,O,X,O,X,X,X
LSZTIOJ,O,O,O,O,X,O,X,X,X
LSZTJIO,O,O,O,O,X,O,X,X,X
LSZTJOI,O,O,O,O,X,O,O,O,X
LSZTOIJ,O,O,O,O,X,O,O,O,X
LSZTOJI,O,O,O,O,X,O,O,O,X
LSZITJO,O,O,O,O,X,O,X,X,X
LSZITOJ,O,O,O,O,X,O,X,X,X
LSZIJTO,O,O,O,O,X,O,X,X,O
LSZIJOT,O,X,X,O,X,O,X,X,O
LSZIOTJ,O,X,X,O,X,O,X,X,X
LSZIOJT,O,X,X,O,X,O,X,X,X
LSZJTIO,O,O,O,O,X,O,X,X,X
LSZJTOI,O,O,O,O,X,O,O,O,X
LSZJITO,O,O,O,O,X,O,X,X,O
LSZJIOT,O,X,X,O,X,O,X,X,O
LSZJOTI,O,X,X,O,X,O,O,O,X
LSZJOIT,O,X,X,O,X,O,O,X,X
LSZOTIJ,O,X,X,O,X,O,O,O,X
LSZOTJI,O,X,X,O,X,O,O,O,X
LSZOITJ,O,X,X,O,X,O,O,X,X
LSZOIJT,O,X,X,O,X,O,O,X,X
LSZOJTI,O,X,X,O,X,O,O,O,X
LSZOJIT,O,X,X,O,X,O,O,X,X
LSOTIJZ,O,X,O,O,O,O,X,X,X
LSOTIZJ,O,X,O,O,O,O,X,O,X
LSOTJIZ,O,X,O,O,O,O,X,X,X
LSOTJZI,O,X,O,O,O,O,O,X,X
LSOTZIJ,O,X,O,O,O,O,O,X,X
LSOTZJI,O,X,O,O,O,O,O,X,X
LSOITJZ,O,X,O,O,O,O,X,X,X
LSOITZJ,O,X,O,O,O,O,X,O,X
LSOIJTZ,X,X,O,O,O,O,X,X,O
LSOIJZT,X,X,X,O,X,O,O,X,O
LSOIZTJ,O,X,X,O,X,O,O,X,X
LSOIZJT,O,X,X,O,X,O,O,X,X
LSOJTIZ,X,X,O,O,O,O,X,X,X
LSOJTZI,X,X,O,O,O,O,O,X,X
LSOJITZ,X,X,O,O,O,O,X,X,O
LSOJIZT,X,X,X,O,X,O,O,X,O
LSOJZTI,X,X,X,O,X,O,O,X,X
LSOJZIT,X,X,X,O,X,O,O,X,X
LSOZTIJ,O,X,X,O,X,O,O,O,X
LSOZTJI,O,X,X,O,X,O,O,O,X
LSOZITJ,O,X,X,O,X,O,O,X,X
LSOZIJT,O,X,X,O,X,O,O,X,X
LSOZJTI,O,X,X,O,X,O,O,O,X
LSOZJIT,O,X,X,O,X,O,O,X,X
LZTIJSO,O,O,X,X,O,O,X,X,X
LZTIJOS,O,O,X,O,X,O,X,O,X
LZTISJO,O,O,X,X,O,O,X,X,X
LZTISOJ,O,O,X,X,O,O,X,X,X
LZTIOJS,O,O,X,O,O,O,X,O,X
LZTIOSJ,O,O,X,X,O,O,X,O,X
LZTJISO,O,O,X,X,O,O,X,X,X
LZTJIOS,O,O,X,O,X,O,X,O,X
LZTJSIO,O,O,X,O,O,O,X,X,X
LZTJSOI,O,O,X,O,O,O,X,O,X
LZTJOIS,O,O,X,O,X,O,X,O,X
LZTJOSI,O,O,X,O,X,O,X,O,X
LZTSIJO,O,O,X,O,O,O,X,X,X
LZTSIOJ,O,O,X,O,O,O,X,X,X
LZTSJIO,O,O,X,O,O,O,X,X,X
LZTSJOI,O,O,X,O,O,O,O,O,X
LZTSOIJ,O,O,X,O,O,O,O,O,X
LZTSOJI,O,O,X,O,O,O,O,O,X
LZTOIJS,O,O,X,O,O,O,X,O,X
LZTOISJ,O,O,X,X,O,O,O,O,X
LZTOJIS,O,O,X,O,O,O,X,O,X
LZTOJSI,O,O,X,O,O,O,X,O,X
LZTOSIJ,O,O,X,O,O,O,O,O,X
LZTOSJI,O,O,X,O,O,O,O,O,X
LZITJSO,O,O,X,X,O,O,X,X,X
LZITJOS,O,O,X,X,X,O,X,O,X
LZITSJO,O,O,X,X,O,O,X,X,X
LZITSOJ,O,O,X,X,O,O,X,X,X
LZITOJS,O,O,X,X,O,O,X,O,X
LZITOSJ,O,O,X,X,O,O,X,O,X
LZIJTSO,O,O,X,X,O,O,X,X,X
LZIJTOS,O,O,X,X,X,O,X,O,X
LZIJSTO,O,O,X,X,X,O,X,X,X
LZIJSOT,O,X,X,X,X,O,X,X,X
LZIJOTS,X,O,X,X,X,O,X,O,X
LZIJOST,O,X,X,X,X,O,X,X,X
LZISTJO,O,O,X,X,X,O,X,X,X
LZISTOJ,O,O,X,X,X,O,X,X,X
LZISJTO,O,O,X,X,X,O,X,X,X
LZISJOT,O,X,X,X,X,O,X,X,X
LZISOTJ,O,X,X,X,X,O,X,X,X
LZISOJT,O,X,X,X,X,O,X,X,X
LZIOTJS,X,O,X,X,O,O,X,O,X
LZIOTSJ,X,O,X,X,O,O,X,O,X
LZIOJTS,X,O,X,X,O,O,X,O,X
LZIOJST,O,X,X,X,X,O,X,X,X
LZIOSTJ,O,X,X,X,X,O,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X
LZJTISO,O,O,X,X,O,O,X,X,X
LZJTIOS,O,O,X,O,X,O,X,O,X
LZJTSIO,O,O,X,O,O,O,X,X,X
LZJTSOI,O,O,X,O,O,O,X,O,X
LZJTOIS,O,O,X,O,X,O,X,O,X
LZJTOSI,O,O,X,O,X,O,X,O,X
LZJITSO,O,O,X,X,O,O,X,X,X
LZJITOS,O,O,X,X,X,O,X,O,X
LZJISTO,O,O,X,X,X,O,X,X,X
LZJISOT,O,X,X,X,X,O,X,X,X
LZJIOTS,X,O,X,X,X,O,X,O,X
LZJIOST,O,X,X,X,X,O,X,X,X
LZJSTIO,O,O,X,O,X,O,X,X,X
LZJSTOI,O,O,X,O,X,O,O,O,X
LZJSITO,O,O,X,O,X,O,X,X,X
LZJSIOT,O,X,X,O,X,O,X,X,X
LZJSOTI,O,X,X,O,X,O,O,O,X
LZJSOIT,O,X,X,O,X,O,O,X,X
LZJOTIS,O,O,X,O,X,O,X,O,X
LZJOTSI,O,O,X,O,X,O,X,O,X
LZJOITS,X,O,X,X,X,O,X,O,X
LZJOIST,O,X,X,X,X,O,O,X,X
LZJOSTI,O,X,X,O,X,O,O,O,X
LZJOSIT,O,X,X,O,X,O,O,X,X
LZSTIJO,O,O,X,O,X,O,X,X,X
LZSTIOJ,O,O,X,O,X,O,X,X,X
LZSTJIO,O,O,X,O,X,O,X,X,X
LZSTJOI,O,O,X,O,X,O,O,O,X
LZSTOIJ,O,O,X,O,X,O,O,O,X
LZSTOJI,O,O,X,O,X,O,O,O,X
LZSITJO,O,O,X,O,X,O,X,X,X
LZSITOJ,O,O,X,O,X,O,X,X,X
LZSIJTO,O,O,X,O,X,O,X,X,X
LZSIJOT,O,X,X,O,X,O,X,X,X
LZSIOTJ,O,X,X,O,X,O,X,X,X
LZSIOJT,O,X,X,O,X,O,X,X,X
LZSJTIO,O,O,X,O,X,O,X,X,X
LZSJTOI,O,O,X,O,X,O,O,O,X
LZSJITO,O,O,X,O,X,O,X,X,X
LZSJIOT,O,X,X,O,X,O,X,X,X
LZSJOTI,O,X,X,O,X,O,O,O,X
LZSJOIT,O,X,X,O,X,O,O,X,X
LZSOTIJ,O,X,X,O,X,O,O,O,X
LZSOTJI,O,X,X,O,X,O,O,O,X
LZSOITJ,O,X,X,O,X,O,O,X,X
LZSOIJT,O,X,X,O,X,O,O,X,X
LZSOJTI,O,X,X,O,X,O,O,O,X
LZSOJIT,O,X,X,O,X,O,O,X,X
LZOTIJS,O,O,X,O,O,O,X,O,X
LZOTISJ,O,O,X,X,O,O,O,O,X
LZOTJIS,O,O,X,O,O,O,X,O,X
LZOTJSI,O,O,X,O,O,O,X,O,X
LZOTSIJ,O,O,X,O,O,O,O,O,X
LZOTSJI,O,O,X,O,O,O,O,O,X
LZOITJS,X,O,X,X,O,O,X,O,X
LZOITSJ,X,O,X,X,O,O,O,O,X
LZOIJTS,X,O,X,X,O,O,X,O,X
LZOIJST,O,X,X,X,X,O,O,X,X
LZOISTJ,O,X,X,X,X,O,O,X,X
LZOISJT,O,X,X,X,X,O,O,X,X
LZOJTIS,O,O,X,O,O,O,X,O,X
LZOJTSI,O,O,X,O,O,O,X,O,X
LZOJITS,X,O,X,X,O,O,X,O,X
LZOJIST,O,X,X,X,X,O,O,X,X
LZOJSTI,O,X,X,O,X,O,O,O,X
LZOJSIT,O,X,X,O,X,O,O,X,X
LZOSTIJ,O,X,X,O,X,O,O,O,X
LZOSTJI,O,X,X,O,X,O,O,O,X
LZOSITJ,O,X,X,O,X,O,O,X,X
LZOSIJT,O,X,X,O,X,O,O,X,X
LZOSJTI,O,X,X,O,X,O,O,O,X
LZOSJIT,O,X,X,O,X,O,O,X,X
LOTIJSZ,X,X,X,O,O,X,X,X,X
LOTIJZS,X,O,X,O,O,X,X,O,X
LOTISJZ,O,X,X,O,O,O,X,X,X
LOTISZJ,O,X,X,O,O,O,X,O,X
LOTIZJS,O,O,X,O,O,O,X,O,X
LOTIZSJ,O,O,X,X,O,O,X,O,X
LOTJISZ,X,X,X,O,O,X,X,X,X
LOTJIZS,X,O,X,O,O,X,X,O,X
LOTJSIZ,O,X,X,O,O,X,X,X,X
LOTJSZI,O,O,X,O,O,X,X,X,X
LOTJZIS,O,O,X,O,O,X,X,X,X
LOTJZSI,O,O,X,O,O,X,X,X,X
LOTSIJZ,O,X,X,O,O,O,X,X,X
LOTSIZJ,O,X,X,O,O,O,X,O,X
LOTSJIZ,O,X,X,O,O,O,X,X,X
LOTSJZI,O,O,X,O,O,O,O,X,X
LOTSZIJ,O,O,X,O,O,O,O,X,X
LOTSZJI,O,O,X,O,O,O,O,X,X
LOTZIJS,O,O,X,O,O,O,X,O,X
LOTZISJ,O,O,X,X,O,O,O,O,X
LOTZJIS,O,O,X,O,O,O,X,O,X
LOTZJSI,O,O,X,O,O,O,X,O,X
LOTZSIJ,O,O,X,O,O,O,O,O,X
LOTZSJI,O,O,X,O,O,O,O,O,X
LOITJSZ,X,X,X,O,O,X,X,X,X
LOITJZS,X,X,X,O,O,X,X,O,X
LOITSJZ,X,X,X,O,O,O,X,X,X
