sequence,v115@+gB8HeB8HeC8GeD8DeA8JeZEJvhFzgBfnB9oBqsBmn?B0rB,v115@+gB8HeB8HeC8GeD8DeA8JeZEJvhFfmB0hB9oBqsBmn?BzrB,v115@+gB8HeB8HeC8GeD8DeA8JeZEJvhFChBziB+oB/rB0s?BdsB,v115@+gB8HeB8HeC8GeD8DeA8JeZEJvhFzgB0iBStBmrBtr?BXtB
SZJTIOL,O,X,O,X
SZJTLIO,O,O,O,X
SZJTLOI,O,X,X,X
SZJTOIL,O,X,O,X
SZJTOLI,O,X,X,X
SZJITLO,O,O,O,X
SZJITOL,O,X,O,X
SZJILTO,O,O,O,X
SZJILOT,O,X,O,X
SZJIOTL,O,O,O,X
SZJIOLT,O,O,O,X
SZJLTIO,O,O,O,X
SZJLTOI,O,X,X,X
SZJLITO,O,O,O,X
SZJLIOT,O,X,O,X
SZJLOTI,O,X,X,X
SZJLOIT,O,X,O,X
SZJOTIL,O,O,O,X
SZJOTLI,O,O,X,X
SZJOITL,O,O,O,X
SZJOILT,O,O,O,X
SZJOLTI,O,O,X,X
SZJOLIT,O,O,O,X
SZOTILJ,O,O,X,X
SZOTIJL,O,O,X,X
SZOTLIJ,O,O,X,X
SZOTLJI,O,O,X,X
SZOTJIL,O,O,X,X
SZOTJLI,O,O,X,X
SZOITLJ,O,O,X,X
SZOITJL,O,O,X,X
SZOILTJ,O,O,X,X
SZOILJT,O,O,O,X
SZOIJTL,O,O,O,X
SZOIJLT,O,O,O,X
SZOLTIJ,O,O,X,X
SZOLTJI,O,O,X,X
SZOLITJ,O,O,X,X
SZOLIJT,O,O,O,X
SZOLJTI,O,O,X,X
SZOLJIT,O,O,O,X
SZOJTIL,O,O,O,X
SZOJTLI,O,O,X,X
SZOJITL,O,O,O,X
SZOJILT,O,O,O,X
SZOJLTI,O,O,X,X
SZOJLIT,O,O,O,X
SOTILJZ,X,O,X,X
SOTILZJ,O,O,X,X
SOTIJLZ,X,O,X,X
SOTIJZL,X,O,X,X
SOTIZLJ,O,O,X,X
SOTIZJL,O,O,X,X
SOTLIJZ,X,O,X,X
SOTLIZJ,O,O,X,X
SOTLJIZ,X,O,X,X
SOTLJZI,X,O,X,X
SOTLZIJ,O,O,X,X
SOTLZJI,O,O,X,X
SOTJILZ,X,O,X,X
SOTJIZL,X,O,X,X
SOTJLIZ,X,O,X,X
SOTJLZI,X,O,X,X
SOTJZIL,X,O,X,X
SOTJZLI,X,O,X,X
SOTZILJ,O,O,X,X
SOTZIJL,O,O,X,X
SOTZLIJ,O,O,X,X
SOTZLJI,O,O,X,X
SOTZJIL,O,O,X,X
SOTZJLI,O,O,X,X
SOITLJZ,X,O,X,X
SOITLZJ,O,O,X,X
SOITJLZ,X,O,X,X
SOITJZL,X,O,X,X
SOITZLJ,O,O,X,X
SOITZJL,O,O,X,X
SOILTJZ,X,O,X,X
SOILTZJ,O,O,X,X
SOILJTZ,X,O,X,O
SOILJZT,X,O,O,X
SOILZTJ,O,O,X,X
SOILZJT,O,O,O,X
SOIJTLZ,X,O,X,X
SOIJTZL,X,O,X,X
SOIJLTZ,X,O,X,O
SOIJLZT,X,O,O,X
SOIJZTL,X,O,O,X
SOIJZLT,X,O,O,X
SOIZTLJ,O,O,X,X
SOIZTJL,O,O,X,X
SOIZLTJ,O,O,X,X
SOIZLJT,O,O,O,X
SOIZJTL,O,O,O,X
SOIZJLT,O,O,O,X
SOLTIJZ,X,O,X,X
SOLTIZJ,O,O,X,X
SOLTJIZ,X,O,X,X
SOLTJZI,X,O,X,X
SOLTZIJ,O,O,X,X
SOLTZJI,O,O,X,X
SOLITJZ,X,O,X,X
SOLITZJ,O,O,X,X
SOLIJTZ,X,O,X,O
SOLIJZT,X,O,O,X
SOLIZTJ,O,O,X,X
SOLIZJT,O,O,O,X
SOLJTIZ,X,O,X,X
SOLJTZI,X,O,X,X
SOLJITZ,X,O,X,O
SOLJIZT,X,O,O,X
SOLJZTI,X,O,X,X
SOLJZIT,X,O,O,X
SOLZTIJ,O,O,X,X
SOLZTJI,O,O,X,X
SOLZITJ,O,O,X,X
SOLZIJT,O,O,O,X
SOLZJTI,O,O,X,X
SOLZJIT,O,O,O,X
SOJTILZ,X,O,X,X
SOJTIZL,X,O,X,X
SOJTLIZ,X,O,X,X
SOJTLZI,X,O,X,X
SOJTZIL,X,O,X,X
SOJTZLI,X,O,X,X
SOJITLZ,X,O,X,X
SOJITZL,X,O,X,X
SOJILTZ,X,O,X,O
SOJILZT,X,O,O,X
SOJIZTL,X,O,O,X
SOJIZLT,X,O,O,X
SOJLTIZ,X,O,X,X
SOJLTZI,X,O,X,X
SOJLITZ,X,O,X,O
SOJLIZT,X,O,O,X
SOJLZTI,X,O,X,X
SOJLZIT,X,O,O,X
SOJZTIL,X,O,O,X
SOJZTLI,X,O,X,X
SOJZITL,X,O,O,X
SOJZILT,X,O,O,X
SOJZLTI,X,O,X,X
SOJZLIT,X,O,O,X
SOZTILJ,O,O,X,X
SOZTIJL,O,O,X,X
SOZTLIJ,O,O,X,X
SOZTLJI,O,O,X,X
SOZTJIL,O,O,X,X
SOZTJLI,O,O,X,X
SOZITLJ,O,O,X,X
SOZITJL,O,O,X,X
SOZILTJ,O,O,X,X
SOZILJT,O,O,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,X
SOZLTIJ,O,O,X,X
SOZLTJI,O,O,X,X
SOZLITJ,O,O,X,X
SOZLIJT,O,O,O,X
SOZLJTI,O,O,X,X
SOZLJIT,O,O,O,X
SOZJTIL,O,O,O,X
SOZJTLI,O,O,X,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,X
SOZJLTI,O,O,X,X
SOZJLIT,O,O,O,X
ZTILJSO,O,X,X,X
ZTILJOS,O,X,X,X
ZTILSJO,O,O,X,X
ZTILSOJ,O,O,X,X
ZTILOJS,O,X,X,X
ZTILOSJ,O,O,X,X
ZTIJLSO,O,X,X,X
ZTIJLOS,O,X,X,X
ZTIJSLO,O,X,O,X
ZTIJSOL,O,X,O,X
ZTIJOLS,O,X,X,X
ZTIJOSL,O,X,O,X
ZTISLJO,O,O,O,X
ZTISLOJ,O,O,X,X
ZTISJLO,O,O,O,X
ZTISJOL,O,X,O,X
ZTISOLJ,O,O,X,X
ZTISOJL,O,O,X,X
ZTIOLJS,O,X,X,X
ZTIOLSJ,O,O,X,X
ZTIOJLS,O,X,X,X
ZTIOJSL,O,X,X,X
ZTIOSLJ,O,O,X,X
ZTIOSJL,O,O,X,X
ZTLIJSO,O,X,X,X
ZTLIJOS,O,X,X,X
ZTLISJO,O,O,X,X
ZTLISOJ,O,O,X,X
ZTLIOJS,O,X,X,X
ZTLIOSJ,O,O,X,X
ZTLJISO,O,X,X,X
ZTLJIOS,O,X,X,X
ZTLJSIO,O,X,X,X
ZTLJSOI,O,X,X,X
ZTLJOIS,O,X,X,X
ZTLJOSI,O,X,X,X
ZTLSIJO,O,O,X,X
ZTLSIOJ,O,O,X,X
ZTLSJIO,O,O,X,X
ZTLSJOI,O,X,X,X
ZTLSOIJ,O,O,X,X
ZTLSOJI,O,O,X,X
ZTLOIJS,O,X,X,X
ZTLOISJ,O,O,X,X
ZTLOJIS,O,X,X,X
ZTLOJSI,O,X,X,X
ZTLOSIJ,O,O,X,X
ZTLOSJI,O,O,X,X
ZTJILSO,O,X,X,X
ZTJILOS,O,X,X,X
ZTJISLO,O,X,O,X
ZTJISOL,O,X,O,X
ZTJIOLS,O,X,X,X
ZTJIOSL,O,X,O,X
ZTJLISO,O,X,X,X
ZTJLIOS,O,X,X,X
ZTJLSIO,O,X,X,X
ZTJLSOI,O,X,X,X
ZTJLOIS,O,X,X,X
ZTJLOSI,O,X,X,X
ZTJSILO,O,X,O,X
ZTJSIOL,O,X,O,X
ZTJSLIO,O,X,O,X
ZTJSLOI,O,X,X,X
ZTJSOIL,O,X,O,X
ZTJSOLI,O,X,X,X
ZTJOILS,O,X,X,X
ZTJOISL,O,X,O,X
ZTJOLIS,O,X,X,X
ZTJOLSI,O,X,X,X
ZTJOSIL,O,X,O,X
ZTJOSLI,O,X,X,X
ZTSILJO,O,O,O,X
ZTSILOJ,O,O,X,X
ZTSIJLO,O,O,O,X
ZTSIJOL,O,X,O,X
ZTSIOLJ,O,O,X,X
ZTSIOJL,O,O,X,X
ZTSLIJO,O,O,O,X
ZTSLIOJ,O,O,X,X
ZTSLJIO,O,O,O,X
ZTSLJOI,O,X,X,X
ZTSLOIJ,O,O,X,X
ZTSLOJI,O,O,X,X
ZTSJILO,O,O,O,X
ZTSJIOL,O,X,O,X
ZTSJLIO,O,O,O,X
ZTSJLOI,O,X,X,X
ZTSJOIL,O,X,O,X
ZTSJOLI,O,X,X,X
ZTSOILJ,O,O,X,X
ZTSOIJL,O,O,X,X
ZTSOLIJ,O,O,X,X
ZTSOLJI,O,O,X,X
ZTSOJIL,O,O,X,X
ZTSOJLI,O,O,X,X
ZTOILJS,O,X,X,X
ZTOILSJ,O,O,X,X
ZTOIJLS,O,X,X,X
ZTOIJSL,O,X,X,X
ZTOISLJ,O,O,X,X
ZTOISJL,O,O,X,X
ZTOLIJS,O,X,X,X
ZTOLISJ,O,O,X,X
ZTOLJIS,O,X,X,X
ZTOLJSI,O,X,X,X
ZTOLSIJ,O,O,X,X
ZTOLSJI,O,O,X,X
ZTOJILS,O,X,X,X
ZTOJISL,O,X,X,X
ZTOJLIS,O,X,X,X
ZTOJLSI,O,X,X,X
ZTOJSIL,O,X,X,X
ZTOJSLI,O,X,X,X
ZTOSILJ,O,O,X,X
ZTOSIJL,O,O,X,X
ZTOSLIJ,O,O,X,X
ZTOSLJI,O,O,X,X
ZTOSJIL,O,O,X,X
ZTOSJLI,O,O,X,X
ZITLJSO,O,X,X,X
ZITLJOS,O,X,X,X
ZITLSJO,O,O,X,X
ZITLSOJ,O,O,X,X
ZITLOJS,O,X,X,X
ZITLOSJ,O,O,X,X
ZITJLSO,O,X,X,X
ZITJLOS,O,X,X,X
ZITJSLO,O,X,O,X
ZITJSOL,O,X,O,X
ZITJOLS,O,X,X,X
ZITJOSL,O,X,O,X
ZITSLJO,O,O,O,X
ZITSLOJ,O,O,X,X
ZITSJLO,O,O,O,X
ZITSJOL,O,X,O,X
ZITSOLJ,O,O,X,X
ZITSOJL,O,O,X,X
ZITOLJS,O,X,X,X
ZITOLSJ,O,O,X,X
ZITOJLS,O,X,X,X
ZITOJSL,O,X,X,X
ZITOSLJ,O,O,X,X
ZITOSJL,O,O,X,X
ZILTJSO,O,X,X,O
ZILTJOS,O,X,X,O
ZILTSJO,O,O,X,X
ZILTSOJ,O,O,X,X
ZILTOJS,O,X,X,X
ZILTOSJ,O,O,X,X
ZILJTSO,O,X,X,O
ZILJTOS,O,X,X,O
ZILJSTO,O,X,O,O
ZILJSOT,O,X,O,X
ZILJOTS,O,X,X,O
ZILJOST,O,X,O,X
ZILSTJO,O,O,O,X
ZILSTOJ,O,O,X,X
ZILSJTO,O,O,O,O
ZILSJOT,O,X,O,X
ZILSOTJ,O,O,X,X
ZILSOJT,O,O,O,X
ZILOTJS,O,X,X,X
ZILOTSJ,O,O,X,X
ZILOJTS,O,X,X,O
ZILOJST,O,X,X,X
ZILOSTJ,O,O,X,X
ZILOSJT,O,O,X,X
ZIJTLSO,O,X,X,X
ZIJTLOS,O,X,X,X
ZIJTSLO,O,X,O,X
ZIJTSOL,O,X,O,X
ZIJTOLS,O,X,X,X
ZIJTOSL,O,X,O,X
ZIJLTSO,O,X,X,O
ZIJLTOS,O,X,X,O
ZIJLSTO,O,X,O,X
ZIJLSOT,O,X,O,X
ZIJLOTS,O,X,X,O
ZIJLOST,O,X,O,X
ZIJSTLO,O,X,O,X
ZIJSTOL,O,X,O,X
ZIJSLTO,O,X,O,X
ZIJSLOT,O,X,O,X
ZIJSOTL,O,X,O,X
ZIJSOLT,O,X,O,X
ZIJOTLS,O,X,X,X
ZIJOTSL,O,X,O,X
ZIJOLTS,O,X,X,O
ZIJOLST,O,X,O,X
ZIJOSTL,O,X,O,X
ZIJOSLT,O,X,O,X
ZISTLJO,O,O,O,X
ZISTLOJ,O,O,X,X
ZISTJLO,O,O,O,X
ZISTJOL,O,X,O,X
ZISTOLJ,O,O,X,X
ZISTOJL,O,O,X,X
ZISLTJO,O,O,O,X
ZISLTOJ,O,O,X,X
ZISLJTO,O,O,O,X
ZISLJOT,O,X,O,X
ZISLOTJ,O,O,X,X
ZISLOJT,O,O,O,X
ZISJTLO,O,O,O,X
ZISJTOL,O,X,O,X
ZISJLTO,O,O,O,X
ZISJLOT,O,X,O,X
ZISJOTL,O,O,O,X
ZISJOLT,O,O,O,X
ZISOTLJ,O,O,X,X
ZISOTJL,O,O,X,X
ZISOLTJ,O,O,X,X
ZISOLJT,O,O,O,X
ZISOJTL,O,O,O,X
ZISOJLT,O,O,O,X
ZIOTLJS,O,X,X,X
ZIOTLSJ,O,O,X,X
ZIOTJLS,O,X,X,X
ZIOTJSL,O,X,X,X
ZIOTSLJ,O,O,X,X
ZIOTSJL,O,O,X,X
ZIOLTJS,O,X,X,X
ZIOLTSJ,O,O,X,X
ZIOLJTS,O,X,X,O
ZIOLJST,O,X,X,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,O,O,X,X
ZIOJTLS,O,X,X,X
ZIOJTSL,O,X,O,X
ZIOJLTS,O,X,X,O
ZIOJLST,O,X,O,X
ZIOJSTL,O,X,O,X
ZIOJSLT,O,X,O,X
ZIOSTLJ,O,O,X,X
ZIOSTJL,O,O,X,X
ZIOSLTJ,O,O,X,X
ZIOSLJT,O,O,O,X
ZIOSJTL,O,O,O,X
ZIOSJLT,O,O,O,X
ZLTIJSO,O,X,X,O
ZLTIJOS,O,X,X,O
ZLTISJO,O,O,X,X
ZLTISOJ,O,O,X,X
ZLTIOJS,O,X,X,X
ZLTIOSJ,O,O,X,X
ZLTJISO,O,X,X,O
ZLTJIOS,O,X,X,O
ZLTJSIO,O,X,X,X
ZLTJSOI,O,X,X,X
ZLTJOIS,O,X,X,X
ZLTJOSI,O,X,X,X
ZLTSIJO,O,O,X,X
ZLTSIOJ,O,O,X,X
ZLTSJIO,O,O,X,X
ZLTSJOI,O,X,X,X
ZLTSOIJ,O,O,X,X
ZLTSOJI,O,O,X,X
ZLTOIJS,O,X,X,X
ZLTOISJ,O,O,X,X
ZLTOJIS,O,X,X,X
ZLTOJSI,O,X,X,X
ZLTOSIJ,O,O,X,X
ZLTOSJI,O,O,X,X
ZLITJSO,O,X,X,O
ZLITJOS,O,X,X,O
ZLITSJO,O,O,X,X
ZLITSOJ,O,O,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,O,O,X,X
ZLIJTSO,O,X,X,O
ZLIJTOS,O,X,X,O
ZLIJSTO,O,X,O,O
ZLIJSOT,O,X,O,X
ZLIJOTS,O,X,X,O
ZLIJOST,O,X,O,X
ZLISTJO,O,O,O,X
ZLISTOJ,O,O,X,X
ZLISJTO,O,O,O,O
ZLISJOT,O,X,O,X
ZLISOTJ,O,O,X,X
ZLISOJT,O,O,O,X
ZLIOTJS,O,X,X,X
ZLIOTSJ,O,O,X,X
ZLIOJTS,O,X,X,O
ZLIOJST,O,X,X,X
ZLIOSTJ,O,O,X,X
ZLIOSJT,O,O,X,X
ZLJTISO,O,X,X,O
ZLJTIOS,O,X,X,O
ZLJTSIO,O,X,X,X
ZLJTSOI,O,X,X,X
ZLJTOIS,O,X,X,X
ZLJTOSI,O,X,X,X
ZLJITSO,O,X,X,O
ZLJITOS,O,X,X,O
ZLJISTO,O,X,O,O
ZLJISOT,O,X,O,X
ZLJIOTS,O,X,X,O
ZLJIOST,O,X,O,X
ZLJSTIO,O,X,O,X
ZLJSTOI,O,X,X,X
ZLJSITO,O,X,O,O
ZLJSIOT,O,X,O,X
ZLJSOTI,O,X,X,X
ZLJSOIT,O,X,O,X
ZLJOTIS,O,X,X,X
ZLJOTSI,O,X,X,X
ZLJOITS,O,X,X,O
ZLJOIST,O,X,O,X
ZLJOSTI,O,X,X,X
ZLJOSIT,O,X,O,X
ZLSTIJO,O,O,O,X
ZLSTIOJ,O,O,X,X
ZLSTJIO,O,O,O,X
ZLSTJOI,O,X,X,X
ZLSTOIJ,O,O,X,X
ZLSTOJI,O,O,X,X
ZLSITJO,O,O,O,X
ZLSITOJ,O,O,X,X
ZLSIJTO,O,O,O,O
ZLSIJOT,O,X,O,X
ZLSIOTJ,O,O,X,X
ZLSIOJT,O,O,O,X
ZLSJTIO,O,O,O,X
ZLSJTOI,O,X,X,X
ZLSJITO,O,O,O,O
ZLSJIOT,O,X,O,X
ZLSJOTI,O,X,X,X
ZLSJOIT,O,X,O,X
ZLSOTIJ,O,O,X,X
ZLSOTJI,O,O,X,X
ZLSOITJ,O,O,X,X
ZLSOIJT,O,O,O,X
ZLSOJTI,O,O,X,X
ZLSOJIT,O,O,O,X
ZLOTIJS,O,X,X,X
ZLOTISJ,O,O,X,X
ZLOTJIS,O,X,X,X
ZLOTJSI,O,X,X,X
ZLOTSIJ,O,O,X,X
ZLOTSJI,O,O,X,X
ZLOITJS,O,X,X,X
ZLOITSJ,O,O,X,X
ZLOIJTS,O,X,X,O
ZLOIJST,O,X,X,X
ZLOISTJ,O,O,X,X
ZLOISJT,O,O,X,X
ZLOJTIS,O,X,X,X
ZLOJTSI,O,X,X,X
ZLOJITS,O,X,X,O
ZLOJIST,O,X,X,X
ZLOJSTI,O,X,X,X
ZLOJSIT,O,X,X,X
ZLOSTIJ,O,O,X,X
ZLOSTJI,O,O,X,X
ZLOSITJ,O,O,X,X
ZLOSIJT,O,O,X,X
ZLOSJTI,O,O,X,X
ZLOSJIT,O,O,X,X
ZJTILSO,O,X,X,X
ZJTILOS,O,X,X,X
ZJTISLO,O,X,O,X
ZJTISOL,O,X,O,X
ZJTIOLS,O,X,X,X
ZJTIOSL,O,X,O,X
ZJTLISO,O,X,X,X
ZJTLIOS,O,X,X,X
ZJTLSIO,O,X,X,X
ZJTLSOI,O,X,X,X
ZJTLOIS,O,X,X,X
ZJTLOSI,O,X,X,X
ZJTSILO,O,X,O,X
ZJTSIOL,O,X,O,X
ZJTSLIO,O,X,O,X
ZJTSLOI,O,X,X,X
ZJTSOIL,O,X,O,X
ZJTSOLI,O,X,X,X
ZJTOILS,O,X,X,X
ZJTOISL,O,X,O,X
ZJTOLIS,O,X,X,X
ZJTOLSI,O,X,X,X
ZJTOSIL,O,X,O,X
ZJTOSLI,O,X,X,X
ZJITLSO,O,X,X,X
ZJITLOS,O,X,X,X
ZJITSLO,O,X,O,X
ZJITSOL,O,X,O,X
ZJITOLS,O,X,X,X
ZJITOSL,O,X,O,X
ZJILTSO,O,X,X,O
ZJILTOS,O,X,X,O
ZJILSTO,O,X,O,X
ZJILSOT,O,X,O,X
ZJILOTS,O,X,X,O
ZJILOST,O,X,O,X
ZJISTLO,O,X,O,X
ZJISTOL,O,X,O,X
ZJISLTO,O,X,O,X
ZJISLOT,O,X,O,X
ZJISOTL,O,X,O,X
ZJISOLT,O,X,O,X
ZJIOTLS,O,X,X,X
ZJIOTSL,O,X,O,X
ZJIOLTS,O,X,X,O
ZJIOLST,O,X,O,X
ZJIOSTL,O,X,O,X
ZJIOSLT,O,X,O,X
ZJLTISO,O,X,X,O
ZJLTIOS,O,X,X,O
ZJLTSIO,O,X,X,X
ZJLTSOI,O,X,X,X
ZJLTOIS,O,X,X,X
ZJLTOSI,O,X,X,X
ZJLITSO,O,X,X,O
ZJLITOS,O,X,X,O
ZJLISTO,O,X,O,O
ZJLISOT,O,X,O,X
ZJLIOTS,O,X,X,O
ZJLIOST,O,X,O,X
ZJLSTIO,O,X,O,X
ZJLSTOI,O,X,X,X
ZJLSITO,O,X,O,O
ZJLSIOT,O,X,O,X
ZJLSOTI,O,X,X,X
ZJLSOIT,O,X,O,X
ZJLOTIS,O,X,X,X
ZJLOTSI,O,X,X,X
ZJLOITS,O,X,X,O
ZJLOIST,O,X,O,X
ZJLOSTI,O,X,X,X
ZJLOSIT,O,X,O,X
ZJSTILO,O,X,O,X
ZJSTIOL,O,X,O,X
ZJSTLIO,O,X,O,X
ZJSTLOI,O,X,X,X
ZJSTOIL,O,X,O,X
ZJSTOLI,O,X,X,X
ZJSITLO,O,X,O,X
ZJSITOL,O,X,O,X
ZJSILTO,O,X,O,X
ZJSILOT,O,X,O,X
ZJSIOTL,O,X,O,X
ZJSIOLT,O,X,O,X
ZJSLTIO,O,X,O,X
ZJSLTOI,O,X,X,X
ZJSLITO,O,X,O,X
ZJSLIOT,O,X,O,X
ZJSLOTI,O,X,X,X
ZJSLOIT,O,X,O,X
ZJSOTIL,O,X,O,X
ZJSOTLI,O,X,X,X
ZJSOITL,O,X,O,X
ZJSOILT,O,X,O,X
ZJSOLTI,O,X,X,X
ZJSOLIT,O,X,O,X
ZJOTILS,O,X,X,X
ZJOTISL,O,X,O,X
ZJOTLIS,O,X,X,X
ZJOTLSI,O,X,X,X
ZJOTSIL,O,X,O,X
ZJOTSLI,O,X,X,X
ZJOITLS,O,X,X,X
ZJOITSL,O,X,O,X
ZJOILTS,O,X,X,O
ZJOILST,O,X,O,X
ZJOISTL,O,X,O,X
ZJOISLT,O,X,O,X
ZJOLTIS,O,X,X,X
ZJOLTSI,O,X,X,X
ZJOLITS,O,X,X,O
ZJOLIST,O,X,O,X
ZJOLSTI,O,X,X,X
ZJOLSIT,O,X,O,X
ZJOSTIL,O,X,O,X
ZJOSTLI,O,X,X,X
ZJOSITL,O,X,O,X
ZJOSILT,O,X,O,X
ZJOSLTI,O,X,X,X
ZJOSLIT,O,X,O,X
ZSTILJO,O,O,O,X
ZSTILOJ,O,O,X,X
ZSTIJLO,O,O,O,X
ZSTIJOL,O,X,O,X
ZSTIOLJ,O,O,X,X
ZSTIOJL,O,O,X,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,O,X,X
ZSTLJIO,O,O,O,X
ZSTLJOI,O,X,X,X
ZSTLOIJ,O,O,X,X
ZSTLOJI,O,O,X,X
ZSTJILO,O,O,O,X
ZSTJIOL,O,X,O,X
ZSTJLIO,O,O,O,X
ZSTJLOI,O,X,X,X
ZSTJOIL,O,X,O,X
ZSTJOLI,O,X,X,X
ZSTOILJ,O,O,X,X
ZSTOIJL,O,O,X,X
ZSTOLIJ,O,O,X,X
ZSTOLJI,O,O,X,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,X,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,O,X,X
ZSITJLO,O,O,O,X
ZSITJOL,O,X,O,X
ZSITOLJ,O,O,X,X
ZSITOJL,O,O,X,X
ZSILTJO,O,O,O,X
ZSILTOJ,O,O,X,X
ZSILJTO,O,O,O,X
ZSILJOT,O,X,O,X
ZSILOTJ,O,O,X,X
ZSILOJT,O,O,O,X
ZSIJTLO,O,O,O,X
ZSIJTOL,O,X,O,X
ZSIJLTO,O,O,O,X
ZSIJLOT,O,X,O,X
ZSIJOTL,O,O,O,X
ZSIJOLT,O,O,O,X
ZSIOTLJ,O,O,X,X
ZSIOTJL,O,O,X,X
ZSIOLTJ,O,O,X,X
ZSIOLJT,O,O,O,X
ZSIOJTL,O,O,O,X
ZSIOJLT,O,O,O,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,O,X,X
ZSLTJIO,O,O,O,X
ZSLTJOI,O,X,X,X
ZSLTOIJ,O,O,X,X
ZSLTOJI,O,O,X,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,O,X,X
ZSLIJTO,O,O,O,X
ZSLIJOT,O,X,O,X
ZSLIOTJ,O,O,X,X
ZSLIOJT,O,O,O,X
ZSLJTIO,O,O,O,X
ZSLJTOI,O,X,X,X
ZSLJITO,O,O,O,X
ZSLJIOT,O,X,O,X
ZSLJOTI,O,X,X,X
ZSLJOIT,O,X,O,X
ZSLOTIJ,O,O,X,X
ZSLOTJI,O,O,X,X
ZSLOITJ,O,O,X,X
ZSLOIJT,O,O,O,X
ZSLOJTI,O,O,X,X
ZSLOJIT,O,O,O,X
ZSJTILO,O,O,O,X
ZSJTIOL,O,X,O,X
ZSJTLIO,O,O,O,X
ZSJTLOI,O,X,X,X
ZSJTOIL,O,X,O,X
ZSJTOLI,O,X,X,X
ZSJITLO,O,O,O,X
ZSJITOL,O,X,O,X
ZSJILTO,O,O,O,X
ZSJILOT,O,X,O,X
ZSJIOTL,O,O,O,X
ZSJIOLT,O,O,O,X
ZSJLTIO,O,O,O,X
ZSJLTOI,O,X,X,X
ZSJLITO,O,O,O,X
ZSJLIOT,O,X,O,X
ZSJLOTI,O,X,X,X
ZSJLOIT,O,X,O,X
ZSJOTIL,O,O,O,X
ZSJOTLI,O,O,X,X
ZSJOITL,O,O,O,X
ZSJOILT,O,O,O,X
ZSJOLTI,O,O,X,X
ZSJOLIT,O,O,O,X
ZSOTILJ,O,O,X,X
ZSOTIJL,O,O,X,X
ZSOTLIJ,O,O,X,X
ZSOTLJI,O,O,X,X
ZSOTJIL,O,O,X,X
ZSOTJLI,O,O,X,X
ZSOITLJ,O,O,X,X
ZSOITJL,O,O,X,X
ZSOILTJ,O,O,X,X
ZSOILJT,O,O,O,X
ZSOIJTL,O,O,O,X
ZSOIJLT,O,O,O,X
ZSOLTIJ,O,O,X,X
ZSOLTJI,O,O,X,X
ZSOLITJ,O,O,X,X
ZSOLIJT,O,O,O,X
ZSOLJTI,O,O,X,X
ZSOLJIT,O,O,O,X
ZSOJTIL,O,O,O,X
ZSOJTLI,O,O,X,X
ZSOJITL,O,O,O,X
ZSOJILT,O,O,O,X
ZSOJLTI,O,O,X,X
ZSOJLIT,O,O,O,X
ZOTILJS,O,X,X,X
ZOTILSJ,O,O,X,X
ZOTIJLS,O,X,X,X
ZOTIJSL,O,X,X,X
ZOTISLJ,O,O,X,X
ZOTISJL,O,O,X,X
ZOTLIJS,O,X,X,X
ZOTLISJ,O,O,X,X
ZOTLJIS,O,X,X,X
ZOTLJSI,O,X,X,X
ZOTLSIJ,O,O,X,X
ZOTLSJI,O,O,X,X
ZOTJILS,O,X,X,X
ZOTJISL,O,X,X,X
ZOTJLIS,O,X,X,X
ZOTJLSI,O,X,X,X
ZOTJSIL,O,X,X,X
ZOTJSLI,O,X,X,X
ZOTSILJ,O,O,X,X
ZOTSIJL,O,O,X,X
ZOTSLIJ,O,O,X,X
ZOTSLJI,O,O,X,X
ZOTSJIL,O,O,X,X
ZOTSJLI,O,O,X,X
ZOITLJS,O,X,X,X
ZOITLSJ,O,O,X,X
ZOITJLS,O,X,X,X
ZOITJSL,O,X,X,X
ZOITSLJ,O,O,X,X
ZOITSJL,O,O,X,X
ZOILTJS,O,X,X,X
ZOILTSJ,O,O,X,X
ZOILJTS,O,X,X,O
ZOILJST,O,X,X,X
ZOILSTJ,O,O,X,X
ZOILSJT,O,O,X,X
ZOIJTLS,O,X,X,X
ZOIJTSL,O,X,O,X
ZOIJLTS,O,X,X,O
ZOIJLST,O,X,O,X
ZOIJSTL,O,X,O,X
ZOIJSLT,O,X,O,X
ZOISTLJ,O,O,X,X
ZOISTJL,O,O,X,X
ZOISLTJ,O,O,X,X
ZOISLJT,O,O,O,X
ZOISJTL,O,O,O,X
ZOISJLT,O,O,O,X
ZOLTIJS,O,X,X,X
ZOLTISJ,O,O,X,X
ZOLTJIS,O,X,X,X
ZOLTJSI,O,X,X,X
ZOLTSIJ,O,O,X,X
ZOLTSJI,O,O,X,X
ZOLITJS,O,X,X,X
ZOLITSJ,O,O,X,X
ZOLIJTS,O,X,X,O
ZOLIJST,O,X,X,X
ZOLISTJ,O,O,X,X
ZOLISJT,O,O,X,X
ZOLJTIS,O,X,X,X
ZOLJTSI,O,X,X,X
ZOLJITS,O,X,X,O
ZOLJIST,O,X,X,X
