sequence,v115@ChA8GeC8IeA8BeA8AeA8CeE8KeT/IvhFigBOnB8nB5?oBlpB3qB,v115@ChA8GeC8IeA8BeA8AeA8CeE8KeT/IvhFigB2nB5oB3?nB0pBlqB,v115@ChA8GeC8IeA8BeA8AeA8CeE8Ke0/IvhFmiB5oB/pBT?nBlqBiqB,v115@ChA8GeC8IeA8BeA8AeA8CeE8Ke0/IvhFmiB5oB/pBT?nBiqBlqB,v115@ChA8GeC8IeA8BeA8AeA8CeE8KeiAJvhF2nB5oBTkB3?nBlqB0pB,v115@ChA8GeC8IeA8BeA8AeA8CeE8KeT/IvhFiiB5oB2qB3?nB0pBlqB
ZJLITSO,O,O,X,X,X,X
ZJLITOS,O,O,X,X,O,X
ZJLISTO,O,X,X,X,X,O
ZJLISOT,O,O,X,X,X,O
ZJLIOTS,O,O,X,X,X,X
ZJLIOST,O,O,X,X,X,O
ZJLSTIO,O,X,X,X,X,O
ZJLSTOI,O,X,X,X,X,O
ZJLSITO,O,X,X,X,X,O
ZJLSIOT,O,O,X,X,X,O
ZJLSOTI,O,X,X,X,X,O
ZJLSOIT,O,O,X,X,X,O
ZJLOTIS,O,O,X,X,X,X
ZJLOTSI,O,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X
ZJLOIST,O,O,X,X,X,O
ZJLOSTI,O,X,X,X,X,O
ZJLOSIT,O,O,X,X,X,O
ZJSTILO,O,X,X,X,X,O
ZJSTIOL,O,X,X,X,X,O
ZJSTLIO,O,X,X,X,X,O
ZJSTLOI,O,X,X,X,X,O
ZJSTOIL,O,X,X,X,X,O
ZJSTOLI,O,X,X,X,X,O
ZJSITLO,O,X,X,X,X,O
ZJSITOL,O,X,X,X,X,O
ZJSILTO,O,X,X,X,X,O
ZJSILOT,O,O,X,X,X,O
ZJSIOTL,O,X,X,X,X,O
ZJSIOLT,O,O,X,X,X,O
ZJSLTIO,O,X,X,X,X,O
ZJSLTOI,O,X,X,X,X,O
ZJSLITO,O,X,X,X,X,O
ZJSLIOT,O,O,X,X,X,O
ZJSLOTI,O,X,X,X,X,O
ZJSLOIT,O,O,X,X,X,O
ZJSOTIL,O,X,X,X,X,O
ZJSOTLI,O,X,X,X,X,O
ZJSOITL,O,X,X,X,X,O
ZJSOILT,O,O,X,X,X,O
ZJSOLTI,O,X,X,X,X,O
ZJSOLIT,O,O,X,X,X,O
ZJOTILS,O,O,X,X,X,X
ZJOTISL,O,X,X,X,X,O
ZJOTLIS,O,O,X,X,X,X
ZJOTLSI,O,X,X,X,X,X
ZJOTSIL,O,X,X,X,X,O
ZJOTSLI,O,X,X,X,X,O
ZJOITLS,O,O,X,X,X,X
ZJOITSL,O,X,X,X,X,O
ZJOILTS,O,O,X,X,X,X
ZJOILST,O,O,X,X,X,O
ZJOISTL,O,X,X,X,X,O
ZJOISLT,O,O,X,X,X,O
ZJOLTIS,O,O,X,X,X,X
ZJOLTSI,O,X,X,X,X,X
ZJOLITS,O,O,X,X,X,X
ZJOLIST,O,O,X,X,X,O
ZJOLSTI,O,X,X,X,X,O
ZJOLSIT,O,O,X,X,X,O
ZJOSTIL,O,X,X,X,X,O
ZJOSTLI,O,X,X,X,X,O
ZJOSITL,O,X,X,X,X,O
ZJOSILT,O,O,X,X,X,O
ZJOSLTI,O,X,X,X,X,O
ZJOSLIT,O,O,X,X,X,O
ZSTILJO,O,X,X,X,X,O
ZSTILOJ,O,X,X,X,X,O
ZSTIJLO,O,X,X,X,X,O
ZSTIJOL,O,X,X,X,X,O
ZSTIOLJ,O,X,X,X,X,O
ZSTIOJL,O,X,O,O,X,O
ZSTLIJO,O,X,X,X,X,O
ZSTLIOJ,O,X,X,X,X,O
ZSTLJIO,O,X,X,X,X,O
ZSTLJOI,O,X,X,X,X,O
ZSTLOIJ,O,X,X,X,X,O
ZSTLOJI,O,X,X,X,X,O
ZSTJILO,O,X,X,X,X,O
ZSTJIOL,O,X,X,X,X,O
ZSTJLIO,O,X,X,X,X,O
ZSTJLOI,O,X,X,X,X,O
ZSTJOIL,O,X,X,X,X,O
ZSTJOLI,O,X,X,X,X,O
ZSTOILJ,O,X,X,X,X,O
ZSTOIJL,O,X,O,O,X,O
ZSTOLIJ,O,X,X,X,X,O
ZSTOLJI,O,X,X,X,X,O
ZSTOJIL,O,X,O,O,X,O
ZSTOJLI,O,X,X,X,X,O
ZSITLJO,O,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,O
ZSITJLO,O,X,X,X,X,O
ZSITJOL,O,X,X,X,X,O
ZSITOLJ,O,X,X,X,X,O
ZSITOJL,O,X,O,O,X,O
ZSILTJO,O,X,X,X,X,O
ZSILTOJ,O,X,X,O,X,O
ZSILJTO,O,X,X,X,X,O
ZSILJOT,O,O,X,O,X,O
ZSILOTJ,O,X,X,O,X,O
ZSILOJT,O,O,O,O,X,O
ZSIJTLO,O,X,X,X,X,O
ZSIJTOL,O,X,X,X,X,O
ZSIJLTO,O,X,X,X,X,O
ZSIJLOT,O,O,X,X,X,O
ZSIJOTL,O,X,O,O,X,O
ZSIJOLT,O,O,O,O,X,O
ZSIOTLJ,O,X,X,X,X,O
ZSIOTJL,O,X,O,O,X,O
ZSIOLTJ,O,X,X,O,X,O
ZSIOLJT,O,O,O,O,X,O
ZSIOJTL,O,X,O,O,X,O
ZSIOJLT,O,O,O,O,X,O
ZSLTIJO,O,X,X,X,X,O
ZSLTIOJ,O,X,X,O,X,O
ZSLTJIO,O,X,X,X,X,O
ZSLTJOI,O,X,X,X,X,O
ZSLTOIJ,O,X,X,O,X,O
ZSLTOJI,O,X,X,O,X,O
ZSLITJO,O,X,X,X,X,O
ZSLITOJ,O,X,X,O,X,O
ZSLIJTO,O,X,X,X,X,O
ZSLIJOT,O,O,X,O,X,O
ZSLIOTJ,O,X,X,O,X,O
ZSLIOJT,O,O,O,O,X,O
ZSLJTIO,O,X,X,X,X,O
ZSLJTOI,O,X,X,X,X,O
ZSLJITO,O,X,X,X,X,O
ZSLJIOT,O,O,X,O,X,O
ZSLJOTI,O,X,X,O,X,O
ZSLJOIT,O,O,X,O,X,O
ZSLOTIJ,O,X,X,O,X,O
ZSLOTJI,O,X,X,O,X,O
ZSLOITJ,O,X,X,O,X,O
ZSLOIJT,O,O,O,O,X,O
ZSLOJTI,O,X,X,O,X,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,X,X,X,X,O
ZSJTIOL,O,X,X,X,X,O
ZSJTLIO,O,X,X,X,X,O
ZSJTLOI,O,X,X,X,X,O
ZSJTOIL,O,X,X,X,X,O
ZSJTOLI,O,X,X,X,X,O
ZSJITLO,O,X,X,X,X,O
ZSJITOL,O,X,X,X,X,O
ZSJILTO,O,X,X,X,X,O
ZSJILOT,O,O,X,X,X,O
ZSJIOTL,O,X,O,O,X,O
ZSJIOLT,O,O,O,O,X,O
ZSJLTIO,O,X,X,X,X,O
ZSJLTOI,O,X,X,X,X,O
ZSJLITO,O,X,X,X,X,O
ZSJLIOT,O,O,X,X,X,O
ZSJLOTI,O,X,X,X,X,O
ZSJLOIT,O,O,X,X,X,O
ZSJOTIL,O,X,O,O,X,O
ZSJOTLI,O,X,X,X,X,O
ZSJOITL,O,X,O,O,X,O
ZSJOILT,O,O,O,O,X,O
ZSJOLTI,O,X,X,X,X,O
ZSJOLIT,O,O,O,O,X,O
ZSOTILJ,O,X,X,X,X,O
ZSOTIJL,O,X,O,O,X,O
ZSOTLIJ,O,X,X,X,X,O
ZSOTLJI,O,X,X,X,X,O
ZSOTJIL,O,X,O,O,X,O
ZSOTJLI,O,X,X,X,X,O
ZSOITLJ,O,X,X,X,X,O
ZSOITJL,O,X,O,O,X,O
ZSOILTJ,O,X,X,O,X,O
ZSOILJT,O,O,O,O,X,O
ZSOIJTL,O,X,O,O,X,O
ZSOIJLT,O,O,O,O,X,O
ZSOLTIJ,O,X,X,O,X,O
ZSOLTJI,O,X,X,O,X,O
ZSOLITJ,O,X,X,O,X,O
ZSOLIJT,O,O,O,O,X,O
ZSOLJTI,O,X,X,O,X,O
ZSOLJIT,O,O,O,O,X,O
ZSOJTIL,O,X,O,O,X,O
ZSOJTLI,O,X,X,X,X,O
ZSOJITL,O,X,O,O,X,O
ZSOJILT,O,O,O,O,X,O
ZSOJLTI,O,X,X,O,X,O
ZSOJLIT,O,O,O,O,X,O
ZOTILJS,O,O,X,X,X,X
ZOTILSJ,O,X,X,X,X,X
ZOTIJLS,O,O,X,X,X,X
ZOTIJSL,O,X,O,X,X,O
ZOTISLJ,O,X,O,X,X,O
ZOTISJL,O,X,O,X,X,O
ZOTLIJS,O,O,X,X,X,X
ZOTLISJ,O,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X
ZOTLJSI,O,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,X
ZOTLSJI,O,X,X,X,X,X
ZOTJILS,O,O,X,X,X,X
ZOTJISL,O,X,O,X,X,O
ZOTJLIS,O,O,X,X,X,X
ZOTJLSI,O,X,X,X,X,X
ZOTJSIL,O,X,O,X,X,O
ZOTJSLI,O,X,O,X,X,O
ZOTSILJ,O,X,O,X,X,O
ZOTSIJL,O,X,O,X,X,O
ZOTSLIJ,O,X,O,X,X,O
ZOTSLJI,O,X,O,X,X,O
ZOTSJIL,O,X,O,X,X,O
ZOTSJLI,O,X,O,X,X,O
ZOITLJS,O,O,X,X,X,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,O,O,X,X,X,X
ZOITJSL,O,X,O,X,X,O
ZOITSLJ,O,X,O,X,X,O
ZOITSJL,O,X,O,X,X,O
ZOILTJS,O,O,X,X,X,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,O,X,X,X,X
ZOILJST,O,O,X,O,X,O
ZOILSTJ,O,X,X,O,X,O
ZOILSJT,O,O,X,O,X,O
ZOIJTLS,O,O,X,X,X,X
ZOIJTSL,O,X,O,X,X,O
ZOIJLTS,O,O,X,X,X,X
ZOIJLST,O,O,X,O,X,O
ZOIJSTL,O,X,O,O,X,O
ZOIJSLT,O,O,O,O,X,O
ZOISTLJ,O,X,X,X,X,O
ZOISTJL,O,X,O,O,X,O
ZOISLTJ,O,X,X,O,X,O
ZOISLJT,O,O,O,O,X,O
ZOISJTL,O,X,O,O,X,O
ZOISJLT,O,O,O,O,X,O
ZOLTIJS,O,O,X,X,X,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X
ZOLTJSI,O,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X
ZOLTSJI,O,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X
ZOLIJST,O,O,X,O,X,O
ZOLISTJ,O,X,X,O,X,O
ZOLISJT,O,O,X,O,X,O
ZOLJTIS,O,O,X,X,X,X
ZOLJTSI,O,X,X,X,X,X
ZOLJITS,O,O,X,X,X,X
ZOLJIST,O,O,X,O,X,O
ZOLJSTI,O,X,X,O,X,O
ZOLJSIT,O,O,X,O,X,O
ZOLSTIJ,O,X,X,O,X,O
ZOLSTJI,O,X,X,O,X,O
ZOLSITJ,O,X,X,O,X,O
ZOLSIJT,O,O,X,O,X,O
ZOLSJTI,O,X,X,O,X,O
ZOLSJIT,O,O,X,O,X,O
ZOJTILS,O,O,X,X,X,X
ZOJTISL,O,X,O,X,X,O
ZOJTLIS,O,O,X,X,X,X
ZOJTLSI,O,X,X,X,X,X
ZOJTSIL,O,X,O,X,X,O
ZOJTSLI,O,X,O,X,X,O
ZOJITLS,O,O,X,X,X,X
ZOJITSL,O,X,O,X,X,O
ZOJILTS,O,O,X,X,X,X
ZOJILST,O,O,X,O,X,O
ZOJISTL,O,X,O,O,X,O
ZOJISLT,O,O,O,O,X,O
ZOJLTIS,O,O,X,X,X,X
ZOJLTSI,O,X,X,X,X,X
ZOJLITS,O,O,X,X,X,X
ZOJLIST,O,O,X,O,X,O
ZOJLSTI,O,X,X,O,X,O
ZOJLSIT,O,O,X,O,X,O
ZOJSTIL,O,X,O,O,X,O
ZOJSTLI,O,X,X,X,X,O
ZOJSITL,O,X,O,O,X,O
ZOJSILT,O,O,O,O,X,O
ZOJSLTI,O,X,X,O,X,O
ZOJSLIT,O,O,O,O,X,O
ZOSTILJ,O,X,X,X,X,O
ZOSTIJL,O,X,O,O,X,O
ZOSTLIJ,O,X,X,X,X,O
ZOSTLJI,O,X,X,X,X,O
ZOSTJIL,O,X,O,O,X,O
ZOSTJLI,O,X,X,X,X,O
ZOSITLJ,O,X,X,X,X,O
ZOSITJL,O,X,O,O,X,O
ZOSILTJ,O,X,X,O,X,O
ZOSILJT,O,O,O,O,X,O
ZOSIJTL,O,X,O,O,X,O
ZOSIJLT,O,O,O,O,X,O
ZOSLTIJ,O,X,X,O,X,O
ZOSLTJI,O,X,X,O,X,O
ZOSLITJ,O,X,X,O,X,O
ZOSLIJT,O,O,O,O,X,O
ZOSLJTI,O,X,X,O,X,O
ZOSLJIT,O,O,O,O,X,O
ZOSJTIL,O,X,O,O,X,O
ZOSJTLI,O,X,X,X,X,O
ZOSJITL,O,X,O,O,X,O
ZOSJILT,O,O,O,O,X,O
ZOSJLTI,O,X,X,O,X,O
ZOSJLIT,O,O,O,O,X,O
OTILJSZ,X,X,O,O,O,X
OTILJZS,O,O,X,X,O,X
OTILSJZ,X,X,O,O,O,X
OTILSZJ,O,X,O,O,X,X
OTILZJS,O,O,X,X,O,X
OTILZSJ,O,O,X,X,X,X
OTIJLSZ,X,X,O,O,O,X
OTIJLZS,O,O,X,X,O,X
OTIJSLZ,X,X,O,O,O,X
OTIJSZL,X,X,O,O,X,X
OTIJZLS,O,O,X,X,O,X
OTIJZSL,O,O,O,X,X,X
OTISLJZ,X,X,O,O,O,X
OTISLZJ,O,X,O,O,X,X
OTISJLZ,X,X,O,O,O,X
OTISJZL,X,X,O,O,X,X
OTISZLJ,O,X,O,X,X,X
OTISZJL,O,X,O,O,X,X
OTIZLJS,O,O,X,X,O,X
OTIZLSJ,O,O,X,X,X,X
OTIZJLS,O,O,X,X,O,X
OTIZJSL,O,O,O,X,X,X
OTIZSLJ,O,O,O,X,X,X
OTIZSJL,O,O,O,X,X,X
OTLIJSZ,X,X,O,O,O,X
OTLIJZS,O,O,X,X,O,X
OTLISJZ,X,X,O,O,O,X
OTLISZJ,O,X,O,O,X,X
OTLIZJS,O,O,X,X,O,X
OTLIZSJ,O,O,X,X,X,X
OTLJISZ,X,X,O,O,O,X
OTLJIZS,O,O,X,X,O,X
OTLJSIZ,X,X,O,O,O,X
OTLJSZI,X,X,O,O,X,X
OTLJZIS,O,O,X,X,O,X
OTLJZSI,O,O,X,X,X,X
OTLSIJZ,X,X,O,O,O,X
OTLSIZJ,O,X,O,O,X,X
OTLSJIZ,X,X,O,O,O,X
OTLSJZI,X,X,O,O,X,X
OTLSZIJ,O,X,O,O,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,O,O,X,X,O,X
OTLZISJ,O,O,X,X,X,X
OTLZJIS,O,O,X,X,O,X
OTLZJSI,O,O,X,X,X,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,X,X,X
OTJILSZ,X,X,O,O,O,X
OTJILZS,O,O,X,X,O,X
OTJISLZ,X,X,O,O,O,X
OTJISZL,X,X,O,O,X,X
OTJIZLS,O,O,X,X,O,X
OTJIZSL,O,O,O,X,X,X
OTJLISZ,X,X,O,O,O,X
OTJLIZS,O,O,X,X,O,X
OTJLSIZ,X,X,O,O,O,X
OTJLSZI,X,X,O,O,X,X
OTJLZIS,O,O,X,X,O,X
OTJLZSI,O,O,X,X,X,X
OTJSILZ,X,X,O,O,O,X
OTJSIZL,X,X,O,O,X,X
OTJSLIZ,X,X,O,O,O,X
OTJSLZI,X,X,O,O,X,X
OTJSZIL,X,X,O,O,X,X
OTJSZLI,X,X,O,X,X,X
OTJZILS,O,O,X,X,O,X
OTJZISL,O,O,O,X,X,X
OTJZLIS,O,O,X,X,O,X
OTJZLSI,O,O,X,X,X,X
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,O,X,X,X
OTSILJZ,X,X,O,O,O,X
OTSILZJ,O,X,O,O,X,X
OTSIJLZ,X,X,O,O,O,X
OTSIJZL,X,X,O,O,X,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,X,O,O,X,X
OTSLIJZ,X,X,O,O,O,X
OTSLIZJ,O,X,O,O,X,X
OTSLJIZ,X,X,O,O,O,X
OTSLJZI,X,X,O,O,X,X
OTSLZIJ,O,X,O,O,X,X
OTSLZJI,O,X,O,O,X,X
OTSJILZ,X,X,O,O,O,X
OTSJIZL,X,X,O,O,X,X
OTSJLIZ,X,X,O,O,O,X
OTSJLZI,X,X,O,O,X,X
OTSJZIL,X,X,O,O,X,X
OTSJZLI,X,X,O,X,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,X,O,O,X,X
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,O,O,X,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,O,O,X,X,O,X
OTZILSJ,O,O,X,X,X,X
OTZIJLS,O,O,X,X,O,X
OTZIJSL,O,O,O,X,X,X
OTZISLJ,O,O,O,X,X,X
OTZISJL,O,O,O,X,X,X
OTZLIJS,O,O,X,X,O,X
OTZLISJ,O,O,X,X,X,X
OTZLJIS,O,O,X,X,O,X
OTZLJSI,O,O,X,X,X,X
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,X,X,X
OTZJILS,O,O,X,X,O,X
OTZJISL,O,O,O,X,X,X
OTZJLIS,O,O,X,X,O,X
OTZJLSI,O,O,X,X,X,X
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,O,X,X,X
OTZSILJ,O,O,O,X,X,X
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,X,X,O,O,O,X
OITLJZS,O,O,X,X,O,X
OITLSJZ,X,X,O,O,O,X
OITLSZJ,O,X,O,O,X,X
OITLZJS,O,O,X,X,O,X
OITLZSJ,O,O,X,X,X,X
OITJLSZ,X,X,O,O,O,X
OITJLZS,O,O,X,X,O,X
OITJSLZ,X,X,O,O,O,X
OITJSZL,X,X,O,O,X,X
OITJZLS,O,O,X,X,O,X
OITJZSL,O,O,O,X,X,X
OITSLJZ,X,X,O,O,O,X
OITSLZJ,O,X,O,O,X,X
OITSJLZ,X,X,O,O,O,X
OITSJZL,X,X,O,O,X,X
OITSZLJ,O,X,O,X,X,X
OITSZJL,O,X,O,O,X,X
OITZLJS,O,O,X,X,O,X
OITZLSJ,O,O,X,X,X,X
OITZJLS,O,O,X,X,O,X
OITZJSL,O,O,O,X,X,X
OITZSLJ,O,O,O,X,X,X
OITZSJL,O,O,O,X,X,X
OILTJSZ,X,X,O,O,O,X
OILTJZS,O,O,X,X,O,X
OILTSJZ,X,X,O,O,O,X
OILTSZJ,O,X,O,O,X,X
OILTZJS,O,O,X,X,O,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,X,X,O,O,O,X
OILJTZS,X,O,X,X,O,X
OILJSTZ,X,X,X,O,X,X
OILJSZT,X,X,O,O,X,X
OILJZTS,X,O,X,X,X,X
OILJZST,X,O,X,O,X,X
OILSTJZ,O,X,X,O,X,X
OILSTZJ,O,X,X,O,X,X
OILSJTZ,X,X,X,O,X,X
OILSJZT,X,X,O,O,X,X
OILSZTJ,O,X,X,O,X,X
OILSZJT,O,X,O,O,X,X
OILZTJS,O,O,X,X,X,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,O,X,X,X,X
OILZJST,O,O,X,O,X,X
OILZSTJ,O,X,X,O,X,X
OILZSJT,O,O,X,O,X,X
OIJTLSZ,X,X,O,O,O,X
OIJTLZS,X,O,X,X,O,X
OIJTSLZ,X,X,O,O,O,X
OIJTSZL,X,X,O,O,X,X
OIJTZLS,X,O,X,X,O,X
OIJTZSL,X,O,O,X,X,X
OIJLTSZ,X,X,O,O,O,X
OIJLTZS,X,O,X,X,O,X
OIJLSTZ,X,X,X,O,X,X
OIJLSZT,X,X,O,O,X,X
OIJLZTS,X,O,X,X,X,X
OIJLZST,X,O,X,O,X,X
OIJSTLZ,X,X,O,O,X,X
OIJSTZL,X,X,O,O,X,X
OIJSLTZ,X,X,X,O,X,X
OIJSLZT,X,X,O,O,X,O
OIJSZTL,X,X,O,O,X,O
OIJSZLT,X,X,O,O,X,O
OIJZTLS,X,O,X,X,X,X
OIJZTSL,X,X,O,X,X,O
OIJZLTS,X,O,X,X,X,X
OIJZLST,X,O,X,O,X,O
OIJZSTL,X,X,O,O,X,O
OIJZSLT,X,O,O,O,X,O
OISTLJZ,O,X,O,O,X,X
OISTLZJ,O,X,O,O,X,X
OISTJLZ,O,X,O,O,X,X
OISTJZL,O,X,O,O,X,X
OISTZLJ,O,X,O,X,X,X
OISTZJL,O,X,O,O,X,X
OISLTJZ,O,X,X,O,X,X
OISLTZJ,O,X,X,O,X,X
OISLJTZ,X,X,X,O,X,X
OISLJZT,X,X,O,O,X,O
OISLZTJ,O,X,X,O,X,O
OISLZJT,O,X,O,O,X,O
OISJTLZ,X,X,O,O,X,X
OISJTZL,X,X,O,O,X,X
OISJLTZ,X,X,X,O,X,X
OISJLZT,X,X,O,O,X,O
OISJZTL,X,X,O,O,X,O
OISJZLT,X,X,O,O,X,O
OISZTLJ,O,X,X,X,X,O
OISZTJL,O,X,O,O,X,O
OISZLTJ,O,X,X,O,X,O
OISZLJT,O,X,O,O,X,O
OISZJTL,O,X,O,O,X,O
OISZJLT,O,X,O,O,X,O
OIZTLJS,O,O,X,X,X,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,O,O,X,X,X,X
OIZTJSL,O,X,O,X,X,O
OIZTSLJ,O,X,O,X,X,O
OIZTSJL,O,X,O,X,X,O
OIZLTJS,O,O,X,X,X,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,O,X,X,X,X
OIZLJST,O,O,X,O,X,O
OIZLSTJ,O,X,X,O,X,O
OIZLSJT,O,O,X,O,X,O
OIZJTLS,O,O,X,X,X,X
OIZJTSL,O,X,O,X,X,O
OIZJLTS,O,O,X,X,X,X
OIZJLST,O,O,X,O,X,O
OIZJSTL,O,X,O,O,X,O
OIZJSLT,O,O,O,O,X,O
OIZSTLJ,O,X,X,X,X,O
OIZSTJL,O,X,O,O,X,O
OIZSLTJ,O,X,X,O,X,O
OIZSLJT,O,O,O,O,X,O
OIZSJTL,O,X,O,O,X,O
OIZSJLT,O,O,O,O,X,O
OLTIJSZ,X,X,O,O,O,X
OLTIJZS,O,O,X,X,O,X
OLTISJZ,X,X,O,O,O,X
OLTISZJ,O,X,O,O,X,X
OLTIZJS,O,O,X,X,O,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,X,X,O,O,O,X
OLTJIZS,O,O,X,X,O,X
OLTJSIZ,X,X,O,O,O,X
OLTJSZI,X,X,O,O,X,X
OLTJZIS,O,O,X,X,O,X
OLTJZSI,O,O,X,X,X,X
OLTSIJZ,X,X,O,O,O,X
OLTSIZJ,O,X,O,O,X,X
OLTSJIZ,X,X,O,O,O,X
OLTSJZI,X,X,O,O,X,X
OLTSZIJ,O,X,O,O,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,O,O,X,X,O,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,O,X,X,O,X
OLTZJSI,O,O,X,X,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,X,X,O,O,O,X
OLITJZS,O,O,X,X,O,X
OLITSJZ,X,X,O,O,O,X
OLITSZJ,O,X,O,O,X,X
OLITZJS,O,O,X,X,O,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,X,X,O,O,O,X
OLIJTZS,X,O,X,X,O,X
OLIJSTZ,X,X,X,O,X,X
OLIJSZT,X,X,O,O,X,X
OLIJZTS,X,O,X,X,X,X
OLIJZST,X,O,X,O,X,X
OLISTJZ,O,X,X,O,X,X
OLISTZJ,O,X,X,O,X,X
OLISJTZ,X,X,X,O,X,X
OLISJZT,X,X,O,O,X,X
OLISZTJ,O,X,X,O,X,X
OLISZJT,O,X,O,O,X,X
OLIZTJS,O,O,X,X,X,X
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,O,O,X,X,X,X
OLIZJST,O,O,X,O,X,X
OLIZSTJ,O,X,X,O,X,X
OLIZSJT,O,O,X,O,X,X
OLJTISZ,X,X,O,O,O,X
OLJTIZS,X,O,X,X,O,X
OLJTSIZ,X,X,O,O,O,X
OLJTSZI,X,X,O,O,X,X
OLJTZIS,X,O,X,X,O,X
OLJTZSI,X,O,X,X,X,X
OLJITSZ,X,X,O,O,O,X
OLJITZS,X,O,X,X,O,X
OLJISTZ,X,X,X,O,X,X
OLJISZT,X,X,O,O,X,X
OLJIZTS,X,O,X,X,X,X
OLJIZST,X,O,X,O,X,X
OLJSTIZ,X,X,X,O,X,X
OLJSTZI,X,X,X,O,X,X
OLJSITZ,X,X,X,O,X,X
OLJSIZT,X,X,O,O,X,X
OLJSZTI,X,X,X,O,X,X
OLJSZIT,X,X,O,O,X,X
OLJZTIS,X,O,X,X,X,X
OLJZTSI,X,X,X,X,X,X
OLJZITS,X,O,X,X,X,X
OLJZIST,X,O,X,O,X,X
OLJZSTI,X,X,X,O,X,X
OLJZSIT,X,O,X,O,X,X
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,X,X,O,X,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,X,O,X,X
OLSTZJI,O,X,X,O,X,X
OLSITJZ,O,X,X,O,X,X
OLSITZJ,O,X,X,O,X,X
OLSIJTZ,X,X,X,O,X,X
OLSIJZT,X,X,O,O,X,X
OLSIZTJ,O,X,X,O,X,X
OLSIZJT,O,X,O,O,X,X
OLSJTIZ,X,X,X,O,X,X
OLSJTZI,X,X,X,O,X,X
OLSJITZ,X,X,X,O,X,X
OLSJIZT,X,X,O,O,X,X
OLSJZTI,X,X,X,O,X,X
OLSJZIT,X,X,O,O,X,X
OLSZTIJ,O,X,X,O,X,X
OLSZTJI,O,X,X,O,X,X
OLSZITJ,O,X,X,O,X,X
OLSZIJT,O,X,O,O,X,X
OLSZJTI,O,X,X,O,X,X
OLSZJIT,O,X,O,O,X,X
OLZTIJS,O,O,X,X,X,X
OLZTISJ,O,X,X,X,X,X
OLZTJIS,O,O,X,X,X,X
OLZTJSI,O,X,X,X,X,X
OLZTSIJ,O,X,X,X,X,X
OLZTSJI,O,X,X,X,X,X
OLZITJS,O,O,X,X,X,X
OLZITSJ,O,X,X,X,X,X
OLZIJTS,O,O,X,X,X,X
OLZIJST,O,O,X,O,X,X
OLZISTJ,O,X,X,O,X,X
OLZISJT,O,O,X,O,X,X
OLZJTIS,O,O,X,X,X,X
OLZJTSI,O,X,X,X,X,X
OLZJITS,O,O,X,X,X,X
OLZJIST,O,O,X,O,X,X
OLZJSTI,O,X,X,O,X,X
OLZJSIT,O,O,X,O,X,X
OLZSTIJ,O,X,X,O,X,X
OLZSTJI,O,X,X,O,X,X
OLZSITJ,O,X,X,O,X,X
OLZSIJT,O,O,X,O,X,X
OLZSJTI,O,X,X,O,X,X
OLZSJIT,O,O,X,O,X,X
OJTILSZ,X,X,O,O,O,X
OJTILZS,X,O,X,X,O,X
OJTISLZ,X,X,O,O,O,X
OJTISZL,X,X,O,O,X,X
OJTIZLS,X,O,X,X,O,X
OJTIZSL,X,O,O,X,X,X
