sequence,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBOqBX?mBSwBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeWGJvhFxhBTjBKqBX?nBUrBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFumBcnBTjBy?qBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFSnBTjBOqB8?qB3rBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBilB+?rB3qBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBSoBOrB8?rBTqBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeFBJvhF0iB6oBTlB3?mBmsBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecFJvhFemBCiBTjBX?nBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeGCJvhFTjBxlB8rB3?lByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBWtBTqBi?rBctBlrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je/HJvhFFjBxlBctBT?qBirBGrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecHJvhFTjBxlB3lBu?rByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je2HJvhFxlBctBFmBC?oBTqB3rB
ISJZOLT,X,X,X,O,X,X,O,O,X,X,X,X,O
ISJOTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISJOTZL,X,O,X,X,X,X,O,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
ISJOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
ISJOZTL,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJOZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
ISZTLJO,X,O,O,O,X,X,O,O,X,X,X,X,X
ISZTLOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
ISZTJLO,X,X,O,O,X,X,O,O,X,X,X,X,O
ISZTJOL,X,O,O,O,X,X,X,O,X,X,X,X,O
ISZTOLJ,X,O,O,O,X,X,O,O,X,X,O,X,X
ISZTOJL,X,O,O,O,X,X,X,O,X,X,O,X,X
ISZLTJO,X,O,O,O,X,X,O,O,X,X,X,X,X
ISZLTOJ,X,O,O,O,X,X,O,O,X,X,X,X,X
ISZLJTO,X,O,O,O,X,X,O,O,X,X,X,X,O
ISZLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
ISZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
ISZLOJT,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,O,O,X,X,O,O,X,X,X,X,O
ISZJTOL,X,O,O,O,X,X,X,O,X,X,X,X,O
ISZJLTO,X,X,O,O,X,X,O,O,X,X,X,X,O
ISZJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
ISZJOTL,X,X,X,X,X,X,X,O,X,X,X,X,O
ISZJOLT,X,X,X,X,X,X,X,O,X,X,X,X,O
ISZOTLJ,X,X,X,O,X,X,O,O,X,X,O,X,X
ISZOTJL,X,X,X,O,X,X,X,O,X,X,O,X,O
ISZOLTJ,X,X,X,O,X,X,O,X,X,X,O,X,X
ISZOLJT,X,X,X,X,X,X,X,X,X,X,O,X,O
ISZOJTL,X,X,X,X,X,X,X,O,X,X,O,X,O
ISZOJLT,X,X,X,X,X,X,X,O,X,X,X,X,O
ISOTLJZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOTLZJ,X,O,X,X,X,X,O,O,X,X,X,X,X
ISOTJLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOTJZL,X,O,X,X,X,X,O,O,X,X,X,X,X
ISOTZLJ,X,O,X,X,X,X,O,O,X,X,O,X,X
ISOTZJL,X,O,X,X,X,X,O,O,X,X,O,X,O
ISOLTJZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOLTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOLJTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOLJZT,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOLZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
ISOLZJT,X,X,X,X,X,X,O,X,X,X,O,X,O
ISOJTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOJTZL,X,O,X,X,X,X,O,X,X,X,X,X,X
ISOJLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOJLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
ISOJZTL,X,X,X,X,X,X,O,X,X,X,O,X,O
ISOJZLT,X,X,X,X,X,X,O,X,X,X,X,X,O
ISOZTLJ,X,X,X,X,X,X,O,O,X,X,O,X,X
ISOZTJL,X,X,X,X,X,X,O,O,X,X,O,X,O
ISOZLTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
ISOZLJT,X,X,X,X,X,X,O,X,X,X,O,X,O
ISOZJTL,X,X,X,X,X,X,O,O,X,X,O,X,O
ISOZJLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IZTLJSO,O,X,O,X,X,O,X,O,O,X,X,X,X
IZTLJOS,O,X,O,O,X,O,X,O,O,X,X,O,X
IZTLSJO,O,X,O,X,X,O,X,O,O,X,X,X,X
IZTLSOJ,O,X,O,O,X,O,X,O,O,X,X,O,X
IZTLOJS,O,X,O,O,O,O,X,O,O,X,X,O,X
IZTLOSJ,O,X,O,O,X,O,X,O,O,X,X,O,X
IZTJLSO,O,X,O,X,X,O,X,O,O,X,X,X,X
IZTJLOS,O,X,O,O,O,O,X,O,O,X,X,X,X
IZTJSLO,X,X,O,X,O,O,X,O,X,X,X,X,X
IZTJSOL,O,X,O,X,O,O,X,O,O,X,X,X,X
IZTJOLS,O,X,O,O,O,O,X,O,O,X,X,X,X
IZTJOSL,O,X,O,X,O,O,X,O,O,X,X,X,X
IZTSLJO,X,X,O,X,X,O,X,O,X,X,X,X,X
IZTSLOJ,X,X,O,O,X,O,X,O,X,X,X,X,X
IZTSJLO,X,X,O,X,X,O,X,O,X,X,X,X,X
IZTSJOL,X,X,O,X,X,O,X,O,O,X,X,X,X
IZTSOLJ,O,X,O,O,X,O,X,O,X,X,O,X,X
IZTSOJL,O,X,O,X,O,O,X,O,O,X,O,X,X
IZTOLJS,O,X,O,O,O,O,X,O,O,X,X,O,X
IZTOLSJ,O,X,O,O,X,O,X,O,O,X,O,O,X
IZTOJLS,O,X,O,O,O,O,X,O,O,X,X,X,X
IZTOJSL,O,X,O,X,O,O,X,O,O,X,O,X,X
IZTOSLJ,O,X,O,O,X,O,X,O,X,X,O,X,X
IZTOSJL,O,X,O,X,O,O,X,O,O,X,O,X,X
IZLTJSO,O,X,O,X,X,X,X,O,O,X,X,X,X
IZLTJOS,O,X,O,O,X,X,X,O,O,X,X,O,X
IZLTSJO,O,X,O,X,X,X,X,O,O,X,X,X,X
IZLTSOJ,O,X,O,O,X,X,X,O,O,X,X,O,X
IZLTOJS,O,X,O,O,O,X,X,O,O,X,X,O,X
IZLTOSJ,O,X,O,O,X,X,X,O,O,X,X,O,X
IZLJTSO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZLJTOS,O,X,O,X,X,X,O,O,O,X,X,O,X
IZLJSTO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZLJSOT,O,X,O,X,X,X,O,O,X,X,X,X,X
IZLJOTS,O,X,O,X,X,X,O,X,O,X,X,X,X
IZLJOST,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLSTJO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZLSTOJ,O,X,O,X,X,X,O,O,O,X,X,O,X
IZLSJTO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZLSJOT,X,X,O,X,X,X,X,O,X,X,X,X,X
IZLSOTJ,O,X,O,X,X,X,O,X,X,X,X,X,X
IZLSOJT,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLOTJS,O,X,O,X,X,X,O,X,O,X,X,O,X
IZLOTSJ,O,X,O,X,X,X,O,X,O,X,X,O,X
IZLOJTS,X,X,O,X,X,X,O,X,O,X,X,X,X
IZLOJST,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLOSTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLOSJT,X,X,O,X,X,X,O,X,X,X,X,X,X
IZJTLSO,O,X,O,X,X,O,O,O,O,X,X,X,X
IZJTLOS,O,X,O,O,O,O,O,O,O,X,X,X,X
IZJTSLO,X,X,O,X,O,O,O,O,X,X,X,X,X
IZJTSOL,O,X,O,X,O,O,O,O,O,X,X,X,X
IZJTOLS,O,X,O,O,O,O,O,O,O,X,X,X,X
IZJTOSL,O,X,O,X,O,O,O,O,O,X,X,X,X
IZJLTSO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZJLTOS,O,X,O,X,O,X,O,O,O,X,X,X,X
IZJLSTO,O,X,O,X,X,X,O,O,O,X,X,X,X
IZJLSOT,O,X,O,X,X,X,O,O,X,X,X,X,X
IZJLOTS,O,X,O,X,X,X,O,X,O,X,X,X,X
IZJLOST,X,X,O,X,X,X,O,X,X,X,X,X,X
IZJSTLO,X,X,O,X,O,O,O,O,X,X,X,X,O
IZJSTOL,O,X,O,X,O,O,O,O,O,X,X,X,O
IZJSLTO,X,X,O,X,O,X,O,O,X,X,X,X,O
IZJSLOT,X,X,O,X,X,X,O,O,X,X,X,X,O
IZJSOTL,X,X,X,X,O,X,O,O,X,X,X,X,O
IZJSOLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IZJOTLS,O,X,O,X,O,X,O,O,O,X,X,X,O
IZJOTSL,O,X,O,X,O,X,O,O,O,X,X,X,O
IZJOLTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IZJOLST,X,X,O,X,X,X,O,X,X,X,X,X,O
IZJOSTL,X,X,X,X,X,X,O,O,X,X,X,X,O
IZJOSLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IZSTLJO,X,X,O,X,X,X,O,O,X,X,X,X,X
IZSTLOJ,X,X,O,O,X,X,O,O,X,X,X,X,X
IZSTJLO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZSTJOL,X,X,O,X,X,X,X,O,O,X,X,X,O
IZSTOLJ,O,X,O,O,X,X,O,O,X,X,O,X,X
IZSTOJL,O,X,O,X,O,X,X,O,O,X,O,X,X
IZSLTJO,X,X,O,X,X,X,O,O,X,X,X,X,X
IZSLTOJ,X,X,O,X,X,X,O,O,X,X,X,X,X
IZSLJTO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZSLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
IZSLOTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
IZSLOJT,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZSJTOL,X,X,O,X,X,X,X,O,O,X,X,X,O
IZSJLTO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZSJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
IZSJOTL,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSJOLT,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSOTLJ,X,X,X,X,X,X,O,O,X,X,O,X,X
IZSOTJL,X,X,X,X,X,X,X,O,X,X,O,X,O
IZSOLTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IZSOLJT,X,X,X,X,X,X,X,X,X,X,O,X,O
IZSOJTL,X,X,X,X,X,X,X,O,X,X,O,X,O
IZSOJLT,X,X,X,X,X,X,X,O,X,X,X,X,O
IZOTLJS,O,X,O,O,O,O,O,O,O,X,X,X,X
IZOTLSJ,O,X,O,O,X,O,O,O,X,X,O,X,X
IZOTJLS,O,X,O,O,O,O,O,O,O,X,X,X,O
IZOTJSL,O,X,O,X,O,O,O,O,O,X,O,X,O
IZOTSLJ,O,X,O,O,X,O,O,O,X,X,O,X,X
IZOTSJL,O,X,O,X,O,O,O,O,O,X,O,X,X
IZOLTJS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IZOLJTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IZOLJST,X,X,O,X,X,X,O,X,X,X,O,X,O
IZOLSTJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IZOLSJT,X,X,O,X,X,X,O,X,X,X,O,X,X
IZOJTLS,X,X,O,X,X,O,O,O,O,X,X,X,O
IZOJTSL,X,X,O,X,X,O,O,O,O,X,O,X,O
IZOJLTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IZOJLST,X,X,O,X,X,X,O,X,X,X,O,X,O
IZOJSTL,X,X,X,X,X,O,O,O,X,X,O,X,O
IZOJSLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IZOSTLJ,X,X,X,X,X,O,O,O,X,X,O,X,X
IZOSTJL,X,X,X,X,X,O,O,O,X,X,O,X,O
IZOSLTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IZOSLJT,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOSJTL,X,X,X,X,X,X,O,O,X,X,O,X,O
IZOSJLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOTLJSZ,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLJZS,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLSJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLSZJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTLZJS,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTLZSJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTJLSZ,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSZL,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTJZLS,X,X,O,X,X,X,O,O,X,X,X,X,X
IOTJZSL,X,X,O,X,X,X,O,O,X,X,X,X,X
IOTSLJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTSLZJ,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTSJZL,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTSZLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTSZJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTZLJS,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTZLSJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTZJLS,X,X,O,X,X,O,O,O,X,X,X,X,O
IOTZJSL,X,X,O,X,X,O,O,O,X,X,O,X,O
IOTZSLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTZSJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOLTJSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLTJZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLTSJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLTSZJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLTZJS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLTZSJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJSZT,X,X,O,X,X,X,O,X,X,O,O,X,X
IOLJZTS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLJZST,X,X,O,X,X,X,O,X,X,O,O,X,X
IOLSTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLSTZJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLSJTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLSJZT,X,X,O,X,X,X,O,X,X,O,O,X,X
IOLSZTJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLSZJT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLZTJS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLZTSJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLZJTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IOLZJST,X,X,O,X,X,X,O,X,X,X,O,X,O
IOLZSTJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOLZSJT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJTLSZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTLZS,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLSZT,X,X,O,X,X,X,O,X,X,O,O,X,X
IOJLZTS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOJLZST,X,X,O,X,X,X,O,X,X,O,O,X,X
IOJSTLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJSLZT,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJSZTL,X,X,X,X,X,O,O,X,X,X,O,X,X
IOJSZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJZTLS,X,X,O,X,X,X,O,X,X,X,X,X,O
IOJZTSL,X,X,O,X,X,X,O,X,X,X,O,X,O
IOJZLTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IOJZLST,X,X,O,X,X,X,O,X,X,X,O,X,O
IOJZSTL,X,X,X,X,X,X,O,X,X,X,O,X,O
IOJZSLT,X,X,X,X,X,X,O,X,X,X,X,X,O
IOSTLJZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSTLZJ,X,X,X,X,X,O,O,O,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSTJZL,X,X,X,X,X,O,O,O,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,O,O,O,X,X,O,X,X
IOSTZJL,X,X,X,X,X,O,O,O,X,X,O,X,O
IOSLTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IOSLJTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSLJZT,X,X,X,X,X,X,O,X,X,O,O,X,X
IOSLZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IOSLZJT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOSJTLZ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJLZT,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJZTL,X,X,X,X,X,O,O,X,X,X,O,X,O
IOSJZLT,X,X,X,X,X,X,O,X,X,X,X,X,O
IOSZTLJ,X,X,X,X,X,O,O,O,X,X,O,X,X
IOSZTJL,X,X,X,X,X,O,O,O,X,X,O,X,O
IOSZLTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IOSZLJT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOSZJTL,X,X,X,X,X,X,O,O,X,X,O,X,O
IOSZJLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOZTLJS,X,X,O,X,X,O,O,O,X,X,X,X,X
IOZTLSJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOZTJLS,X,X,O,X,X,O,O,O,X,X,X,X,O
IOZTJSL,X,X,O,X,X,O,O,O,X,X,O,X,O
IOZTSLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOZTSJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOZLTJS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZLTSJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOZLJTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IOZLJST,X,X,O,X,X,X,O,X,X,X,O,X,O
IOZLSTJ,X,X,O,X,X,X,O,X,X,X,O,X,X
IOZLSJT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOZJTLS,X,X,O,X,X,O,O,O,X,X,X,X,O
IOZJTSL,X,X,O,X,X,O,O,O,X,X,O,X,O
IOZJLTS,X,X,O,X,X,X,O,X,X,X,X,X,O
IOZJLST,X,X,O,X,X,X,O,X,X,X,O,X,O
IOZJSTL,X,X,X,X,X,O,O,O,X,X,O,X,O
IOZJSLT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOZSTLJ,X,X,X,X,X,O,O,O,X,X,O,X,X
IOZSTJL,X,X,X,X,X,O,O,O,X,X,O,X,O
IOZSLTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
IOZSLJT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZSJTL,X,X,X,X,X,X,O,O,X,X,O,X,O
IOZSJLT,X,X,X,X,X,X,O,O,X,X,X,X,O
LTIJSZO,O,X,O,X,X,O,O,X,X,X,X,X,X
LTIJSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LTIJZSO,O,X,O,O,X,O,O,X,X,X,X,X,X
LTIJZOS,O,X,O,O,X,O,O,X,X,X,X,O,X
LTIJOSZ,O,X,O,O,X,O,O,X,X,X,X,X,X
LTIJOZS,O,X,O,O,X,O,O,X,X,X,X,O,X
LTISJZO,X,O,O,O,X,X,O,X,X,X,X,X,X
LTISJOZ,X,O,O,O,X,X,X,X,X,X,X,X,X
LTISZJO,O,O,O,O,X,O,O,O,X,X,X,X,X
LTISZOJ,O,O,O,O,X,O,O,O,X,X,X,O,X
LTISOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LTISOZJ,O,O,O,O,X,O,O,O,X,X,X,O,X
LTIZJSO,O,O,O,X,X,O,X,O,O,X,X,X,X
LTIZJOS,O,O,O,O,X,O,X,O,O,X,X,O,X
LTIZSJO,O,O,O,X,X,O,X,O,O,X,X,X,X
LTIZSOJ,O,O,O,O,X,O,X,O,O,X,X,O,X
LTIZOJS,O,O,O,O,X,O,X,O,O,X,X,O,X
LTIZOSJ,O,O,O,O,X,O,X,O,O,X,X,O,X
LTIOJSZ,O,X,O,O,X,O,O,X,X,X,X,X,X
LTIOJZS,O,X,O,O,X,O,O,X,X,X,X,O,X
LTIOSJZ,X,O,O,O,X,O,O,X,X,X,X,X,X
LTIOSZJ,O,O,O,O,X,O,O,O,X,X,X,O,X
LTIOZJS,O,O,O,O,X,O,O,O,O,X,X,O,X
LTIOZSJ,O,O,O,O,X,O,O,O,O,X,X,O,X
LTJISZO,O,X,X,X,X,O,O,X,X,X,X,X,X
LTJISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LTJIZSO,O,X,X,O,X,O,O,X,X,X,X,X,X
LTJIZOS,O,X,X,O,X,O,O,X,X,X,X,O,X
LTJIOSZ,O,X,X,O,X,O,O,X,X,X,X,X,X
LTJIOZS,O,X,X,O,X,O,O,X,X,X,X,O,X
LTJSIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
LTJSIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJSZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJSOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJZISO,O,O,X,O,X,O,O,X,O,X,X,X,X
LTJZIOS,O,O,X,O,O,O,O,X,O,X,X,O,X
LTJZSIO,O,O,X,O,O,O,O,X,O,X,X,X,X
LTJZSOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LTJZOIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTJZOSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTJOISZ,O,X,X,O,X,O,X,X,X,X,X,X,X
LTJOIZS,O,X,X,O,X,O,X,X,X,X,X,O,X
LTJOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJOSZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTJOZIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTJOZSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSIJZO,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,O,X,O,X,X,X,X,X,O,X
LTSIOJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
LTSJIZO,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSJZOI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LTSJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSZIJO,O,O,X,O,X,O,X,X,O,X,X,X,X
LTSZIOJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTSZJIO,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSZJOI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSZOIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTSZOJI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSOIJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
LTSOJIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTSOZJI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZIJSO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTZIJOS,O,O,O,O,X,O,X,X,O,X,X,O,X
LTZISJO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTZISOJ,O,O,O,O,X,O,X,X,O,X,X,O,X
LTZIOJS,O,O,O,O,O,O,X,X,O,X,X,O,X
LTZIOSJ,O,O,O,O,X,O,X,X,O,X,X,O,X
LTZJISO,O,O,X,O,X,O,X,X,O,X,X,X,X
LTZJIOS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTZJSIO,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZJSOI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZJOIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTZJOSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZSIJO,O,O,X,O,X,O,X,X,O,X,X,X,X
LTZSIOJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTZSJIO,O,O,X,O,X,O,X,X,O,X,X,X,X
LTZSJOI,O,O,X,O,X,O,X,X,O,X,X,X,X
LTZSOIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTZSOJI,O,O,X,O,X,O,X,X,O,X,X,X,X
LTZOIJS,O,O,O,O,O,O,X,X,O,X,X,O,X
LTZOISJ,O,O,O,O,X,O,X,X,O,X,X,O,X
