sequence,v115@PhB8BeB8DeE8DeC8Jem/IvhFChBxiBTkBcsBXrBlrB,v115@PhB8BeB8DeE8DeC8Jex/IvhFmhBCjBTkBcrBXsBlqB,v115@PhB8BeB8DeE8DeC8Jem/IvhFfmBCjBTkBUnBlmBRwB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikBXrB0rB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikB0rBXrB,v115@PhB8BeB8DeE8DeC8Jei/IvhFcmBxiB3kBTnB1wBuqB,v115@PhB8BeB8DeE8DeC8JeKEJvhFzfBFhBxiB3mBcsBWwB,v115@PhB8BeB8DeE8DeC8JeOEJvhF8kBzgBxiBSsBVwBfsB,v115@PhB8BeB8DeE8DeC8Jei/IvhF1mBxiB3kBcsBTrBuqB,v115@PhB8BeB8DeE8DeC8JeWHJvhFxiBlkBUmBikBXsBzqB,v115@PhB8BeB8DeE8DeC8JelBJvhFxkB/rBOsBTkBCoB0qB,v115@PhB8BeB8DeE8DeC8JemAJvhFUiBxkBfsBTkBCoBVwB
LZSJTIO,O,X,X,X,X,X,O,X,X,O,X,X
LZSJTOI,X,O,X,X,X,X,O,X,X,O,X,X
LZSJITO,O,X,X,X,X,X,O,X,X,O,X,X
LZSJIOT,O,O,X,X,X,X,O,X,O,X,X,X
LZSJOTI,O,O,O,X,X,X,O,X,O,X,X,X
LZSJOIT,O,O,O,X,X,X,O,X,O,X,X,X
LZSOTIJ,O,O,X,X,X,X,O,X,O,X,X,X
LZSOTJI,O,O,O,X,X,X,O,X,O,X,X,X
LZSOITJ,O,O,O,X,X,X,O,X,O,X,X,X
LZSOIJT,O,O,O,X,X,X,O,X,O,X,X,X
LZSOJTI,O,O,O,X,X,X,O,X,O,X,X,X
LZSOJIT,O,O,O,X,X,X,O,X,O,X,X,X
LZOTIJS,O,X,X,X,O,X,X,O,X,X,X,X
LZOTISJ,X,X,X,X,X,X,O,X,O,X,X,X
LZOTJIS,O,X,X,X,O,X,X,O,X,X,X,X
LZOTJSI,X,X,O,X,O,X,X,O,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,O,X,O,X,X,X
LZOTSJI,X,X,O,X,X,X,O,O,O,X,X,X
LZOITJS,O,X,O,X,O,X,X,X,X,X,X,X
LZOITSJ,X,X,O,X,X,X,O,X,O,X,X,X
LZOIJTS,O,X,O,X,O,X,X,X,X,X,X,X
LZOIJST,O,X,O,X,X,X,O,X,X,X,X,X
LZOISTJ,O,O,O,X,X,X,O,X,O,X,X,X
LZOISJT,O,O,O,X,X,X,O,X,O,X,X,X
LZOJTIS,O,X,X,X,O,X,X,O,X,X,X,X
LZOJTSI,X,X,O,X,O,X,X,O,X,X,X,X
LZOJITS,O,X,O,X,O,X,X,X,X,X,X,X
LZOJIST,O,X,O,X,X,X,O,X,X,X,X,X
LZOJSTI,O,X,O,X,X,X,O,X,X,X,X,X
LZOJSIT,O,X,O,X,X,X,O,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,O,X,O,X,X,X
LZOSTJI,O,O,O,X,X,X,O,X,O,X,X,X
LZOSITJ,O,O,O,X,X,X,O,X,O,X,X,X
LZOSIJT,O,O,O,X,X,X,O,X,O,X,X,X
LZOSJTI,O,O,O,X,X,X,O,X,O,X,X,X
LZOSJIT,O,O,O,X,X,X,O,X,O,X,X,X
LOTIJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOTIJZS,O,X,O,O,O,X,X,X,X,X,X,X
LOTISJZ,X,O,O,O,X,O,X,X,X,X,X,X
LOTISZJ,X,O,O,X,X,O,X,X,X,X,X,X
LOTIZJS,X,X,O,X,O,X,X,O,X,X,X,X
LOTIZSJ,X,X,O,X,X,O,O,X,X,X,X,X
LOTJISZ,O,X,O,O,O,X,X,X,X,X,X,X
LOTJIZS,O,X,O,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,O,O,O,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,O,X,X,X,X,X,X,X
LOTJZIS,O,X,X,O,O,X,X,O,X,X,X,X
LOTJZSI,X,X,O,O,O,X,X,O,X,X,X,X
LOTSIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LOTSIZJ,X,O,O,X,X,O,X,X,O,X,X,X
LOTSJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,O,X,X,O,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,O,X,X,X
LOTSZJI,O,O,O,X,X,O,X,O,O,X,X,X
LOTZIJS,O,X,X,X,O,X,X,O,X,X,X,X
LOTZISJ,X,X,X,X,X,O,O,X,O,X,X,X
LOTZJIS,O,X,X,X,O,X,X,O,X,X,X,X
LOTZJSI,X,X,O,X,O,X,X,O,X,X,X,X
LOTZSIJ,X,X,X,X,X,O,O,X,O,X,X,X
LOTZSJI,X,X,O,X,X,O,O,O,O,X,X,X
LOITJSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOITJZS,O,X,O,O,O,X,X,X,X,X,X,X
LOITSJZ,X,O,O,O,X,O,X,X,X,X,X,X
LOITSZJ,X,O,O,X,X,O,X,X,X,X,X,X
LOITZJS,X,X,O,X,O,X,X,X,X,X,X,X
LOITZSJ,X,X,O,X,X,O,O,X,X,X,X,X
LOIJTSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOIJTZS,O,X,O,O,O,X,X,X,X,X,X,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,O,X,X,X,O,X,X,X,X,X
LOISTJZ,O,O,O,O,X,O,X,X,X,X,X,X
LOISTZJ,X,O,O,X,X,O,X,X,X,X,X,X
LOISJTZ,O,O,O,O,X,O,X,X,X,X,X,X
LOISJZT,O,O,O,X,X,X,X,X,X,X,X,X
LOISZTJ,O,O,O,X,X,O,O,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,O,X,X,X,X,X
LOIZTJS,O,X,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,X,X,O,X,X,X,O,X,X,X,X,X
LOIZJTS,O,X,O,X,O,X,X,X,X,X,X,X
LOIZJST,O,X,O,X,X,X,O,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,O,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,O,X,X,X,X,X
LOJTISZ,O,X,O,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,O,X,X,X,X,X,X,X
LOJTZIS,O,X,X,O,O,X,X,X,X,X,X,X
LOJTZSI,X,X,O,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOJITZS,O,X,O,O,O,X,X,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,O,X,X,X,O,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,X,X,X,X,X
LOJSTZI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X,X,X,X,X
LOJZTSI,X,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,O,X,X,X,O,X,X,X,X,X
LOJZSTI,O,X,O,X,X,X,O,X,X,X,X,X
LOJZSIT,O,X,O,X,X,X,O,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSTIZJ,X,O,O,X,X,O,X,X,O,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,O,X,X,O,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,X,O,X,X,X
LOSTZJI,O,O,O,X,X,O,X,X,O,X,X,X
LOSITJZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSITZJ,X,O,O,X,X,O,X,X,O,X,X,X
LOSIJTZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,O,X,X,O,O,X,O,X,X,X
LOSIZJT,O,O,O,X,X,X,O,X,O,X,X,X
LOSJTIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSJTZI,O,X,O,O,X,O,X,X,O,X,X,X
LOSJITZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X,O,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,X,X,O,O,X,O,X,X,X
LOSZTJI,O,O,O,X,X,O,O,X,O,X,X,X
LOSZITJ,O,O,O,X,X,O,O,X,O,X,X,X
LOSZIJT,O,O,O,X,X,X,O,X,O,X,X,X
LOSZJTI,O,O,O,X,X,X,O,X,O,X,X,X
LOSZJIT,O,O,O,X,X,X,O,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,X,O,X,X,X,X
LOZTISJ,X,X,X,X,X,X,O,X,O,X,X,X
LOZTJIS,O,X,X,X,O,X,X,O,X,X,X,X
LOZTJSI,X,X,O,X,O,X,X,O,X,X,X,X
LOZTSIJ,X,X,X,X,X,X,O,X,O,X,X,X
LOZTSJI,X,X,O,X,X,X,O,O,O,X,X,X
LOZITJS,O,X,O,X,O,X,X,X,X,X,X,X
LOZITSJ,X,X,O,X,X,X,O,X,O,X,X,X
LOZIJTS,O,X,O,X,O,X,X,X,X,X,X,X
LOZIJST,O,X,O,X,X,X,O,X,X,X,X,X
LOZISTJ,O,O,O,X,X,X,O,X,O,X,X,X
LOZISJT,O,O,O,X,X,X,O,X,O,X,X,X
LOZJTIS,O,X,X,X,O,X,X,O,X,X,X,X
LOZJTSI,X,X,O,X,O,X,X,O,X,X,X,X
LOZJITS,O,X,O,X,O,X,X,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,O,X,X,X,X,X
LOZJSTI,O,X,O,X,X,X,O,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,O,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,O,X,O,X,X,X
LOZSTJI,O,O,O,X,X,X,O,X,O,X,X,X
LOZSITJ,O,O,O,X,X,X,O,X,O,X,X,X
LOZSIJT,O,O,O,X,X,X,O,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,O,X,O,X,X,X
LOZSJIT,O,O,O,X,X,X,O,X,O,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,X,X,X,O
JTILSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JTILZSO,O,X,X,X,X,X,X,X,X,X,X,X
JTILZOS,O,X,X,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,X,X,X,X,X,O,O
JTISLOZ,O,X,X,X,X,X,X,X,X,X,O,X
JTISZLO,X,X,X,X,X,X,X,X,X,O,O,O
JTISZOL,X,X,X,X,X,X,X,X,X,O,O,O
JTISOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JTISOZL,X,X,X,O,X,X,X,X,X,X,O,O
JTIZLSO,O,X,X,X,X,X,X,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X,X,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X,X,X,X,X,X,O
JTIZSOL,X,X,X,X,X,X,X,X,X,X,X,O
JTIZOLS,X,X,X,X,O,X,X,X,X,X,X,X
JTIZOSL,X,X,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,O,X,X,X,X,X,X,X
JTIOLZS,X,X,X,O,O,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,O,O,X,X,X,X,X,X,X
JTIOSZL,X,X,X,O,O,X,X,X,X,X,X,O
JTIOZLS,X,X,X,O,O,X,X,X,X,X,X,X
JTIOZSL,X,X,X,O,O,X,X,X,X,X,X,X
JTLISZO,O,X,X,X,X,X,X,X,X,X,X,O
JTLISOZ,O,X,X,X,X,X,X,X,X,X,X,X
JTLIZSO,O,X,X,X,X,X,X,X,X,X,X,X
JTLIZOS,O,X,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JTLIOZS,O,X,X,X,X,X,X,X,X,X,X,X
JTLSIZO,O,X,X,X,X,X,X,X,X,X,X,O
JTLSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X,X,X,O
JTLSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,X,X,X,X,X,X,X
JTLSOZI,X,X,X,O,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,X,X,X,X,O,X,X,X,X
JTLZIOS,O,X,X,X,X,X,X,O,X,X,X,X
JTLZSIO,X,X,X,X,X,X,X,O,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X,O,X,X,X,X
JTLZOIS,X,X,X,X,O,X,X,O,X,X,X,X
JTLZOSI,X,X,X,X,O,X,X,O,X,X,X,X
JTLOISZ,X,X,X,O,O,X,X,X,X,X,X,X
JTLOIZS,X,X,X,O,O,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
JTLOSZI,X,X,X,O,O,X,X,X,X,X,X,X
JTLOZIS,X,X,X,O,O,X,X,O,X,X,X,X
JTLOZSI,X,X,X,O,O,X,X,O,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,X,X,X,O,O
JTSILOZ,O,X,X,X,X,X,X,X,X,X,O,X
JTSIZLO,X,X,X,X,X,X,X,X,X,O,O,O
JTSIZOL,X,X,X,X,X,X,X,X,X,O,O,O
JTSIOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JTSIOZL,X,X,X,O,X,X,X,X,X,X,O,O
JTSLIZO,O,X,X,X,X,X,X,X,X,X,O,O
JTSLIOZ,O,X,X,X,X,X,X,X,X,X,O,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,X,O
JTSLZOI,X,X,X,X,X,O,X,X,X,X,X,X
JTSLOIZ,X,X,X,O,X,O,X,X,X,X,X,X
JTSLOZI,X,X,X,O,X,O,X,X,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X,O,O,O
JTSZIOL,X,X,X,X,X,X,X,X,X,O,O,O
JTSZLIO,O,X,X,X,X,X,X,X,X,O,X,O
JTSZLOI,X,X,X,X,X,O,X,X,X,O,X,X
JTSZOIL,X,X,X,O,O,O,X,X,X,O,X,O
JTSZOLI,X,X,X,O,O,O,X,X,X,O,X,X
JTSOILZ,X,X,X,O,O,O,X,X,X,X,O,X
JTSOIZL,X,X,X,O,O,O,X,X,X,X,O,O
JTSOLIZ,X,X,X,O,O,O,X,X,X,X,X,X
JTSOLZI,X,X,X,O,O,O,X,X,X,X,X,X
JTSOZIL,X,X,X,O,O,O,X,X,X,X,X,O
JTSOZLI,X,X,X,O,O,O,X,X,X,X,X,X
JTZILSO,O,X,X,X,X,X,X,O,X,X,X,X
JTZILOS,O,X,X,X,X,X,X,O,X,X,X,X
JTZISLO,O,X,X,X,X,X,X,X,X,X,X,O
JTZISOL,X,X,X,X,X,X,X,X,X,X,X,O
JTZIOLS,X,X,X,X,O,X,X,O,X,X,X,X
JTZIOSL,X,X,X,X,O,X,X,X,X,X,X,X
JTZLISO,O,X,X,X,X,X,X,O,X,X,X,X
JTZLIOS,O,X,X,X,X,X,X,O,X,X,X,X
JTZLSIO,X,X,X,X,X,X,X,O,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X,O,X,X,X,X
JTZLOIS,X,X,X,X,O,X,X,O,X,X,X,X
JTZLOSI,X,X,X,X,O,X,X,O,X,X,X,X
JTZSILO,O,X,X,X,X,X,X,X,X,O,X,O
JTZSIOL,X,X,X,X,X,X,X,X,X,O,X,O
JTZSLIO,O,X,X,X,X,X,X,O,X,O,X,O
JTZSLOI,X,X,X,X,X,O,X,O,X,O,X,X
JTZSOIL,X,X,X,O,O,O,X,X,X,O,X,O
JTZSOLI,X,X,X,O,O,O,X,O,X,O,X,X
JTZOILS,X,X,X,O,O,X,X,O,X,X,X,X
JTZOISL,X,X,X,O,O,O,X,X,X,X,X,X
JTZOLIS,X,X,X,O,O,X,X,O,X,X,X,X
JTZOLSI,X,X,X,O,O,X,X,O,X,X,X,X
JTZOSIL,X,X,X,O,O,O,X,X,X,X,X,X
JTZOSLI,X,X,X,O,O,O,X,O,X,X,X,X
JTOILSZ,X,X,X,O,O,X,X,X,X,X,X,X
JTOILZS,X,X,X,O,O,X,X,X,X,X,X,X
JTOISLZ,X,X,X,O,O,O,X,X,X,X,X,X
JTOISZL,X,X,X,O,O,O,X,X,X,X,X,O
JTOIZLS,X,X,X,O,O,X,X,X,X,X,X,X
JTOIZSL,X,X,X,O,O,O,X,X,X,X,X,X
JTOLISZ,X,X,X,O,O,X,X,X,X,X,X,X
JTOLIZS,X,X,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,O,O,X,X,X,X,X,X,X
JTOLSZI,X,X,X,O,O,X,X,X,X,X,X,X
JTOLZIS,X,X,X,O,O,X,X,O,X,X,X,X
JTOLZSI,X,X,X,O,O,X,X,O,X,X,X,X
JTOSILZ,X,X,X,O,O,O,X,X,X,X,X,X
JTOSIZL,X,X,X,O,O,O,X,X,X,X,X,O
JTOSLIZ,X,X,X,O,O,O,X,X,X,X,X,X
JTOSLZI,X,X,X,O,O,O,X,X,X,X,X,X
JTOSZIL,X,X,X,O,O,O,X,X,X,X,X,O
JTOSZLI,X,X,X,O,O,O,X,X,X,X,X,X
JTOZILS,X,X,X,O,O,X,X,O,X,X,X,X
JTOZISL,X,X,X,O,O,O,X,X,X,X,X,X
JTOZLIS,X,X,X,O,O,X,X,O,X,X,X,X
JTOZLSI,X,X,X,O,O,X,X,O,X,X,X,X
JTOZSIL,X,X,X,O,O,O,X,X,X,X,X,X
JTOZSLI,X,X,X,O,O,O,X,O,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X,X,X,O
JITLSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,X,X,X,X
JITLZOS,O,X,X,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,X,X,X,X,X,O,O
JITSLOZ,O,X,X,X,X,X,X,X,X,X,O,X
JITSZLO,X,X,X,X,X,X,X,X,X,O,O,O
JITSZOL,X,X,X,X,X,X,X,X,X,O,O,O
JITSOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JITSOZL,X,X,X,O,X,X,X,X,X,X,O,O
JITZLSO,O,X,X,X,X,X,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,X,X,X,X,X,X,X,X,X,X,O
JITZSOL,X,X,X,X,X,X,X,X,X,X,X,O
JITZOLS,X,X,X,X,O,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,X,X,O,O,X,X,X,X,X,X,X
JITOLZS,X,X,X,O,O,X,X,X,X,X,X,X
JITOSLZ,X,X,X,O,O,X,X,X,X,X,X,X
JITOSZL,X,X,X,O,O,X,X,X,X,X,X,O
JITOZLS,X,X,X,O,O,X,X,X,X,X,X,X
JITOZSL,X,X,X,O,O,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,X,X,X,X,X,X,O
JILTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,X,X,O,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X,O,X
JILSZTO,O,X,X,X,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,X,X,X,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,O,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,O,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,O,X,X,X,X,X
JILOTSZ,O,X,X,X,X,X,X,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,O,X,X,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,O,X,X,X,X,X
JISTLZO,O,X,X,X,X,X,X,X,X,X,O,O
JISTLOZ,O,X,X,X,X,X,X,X,X,X,O,X
JISTZLO,X,X,X,X,X,X,X,X,X,O,O,O
JISTZOL,X,X,X,X,X,X,X,X,X,O,O,O
JISTOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JISTOZL,X,X,X,O,X,X,X,X,X,X,O,O
JISLTZO,O,X,X,X,X,X,X,X,X,X,O,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X,O,X
JISLZTO,O,X,X,X,X,X,X,X,X,X,X,X
JISLZOT,O,X,X,X,X,X,X,X,O,X,X,X
JISLOTZ,O,X,X,X,X,O,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,O,X,X,X,X,X,X,X,X,O,O,X
JISZTOL,X,X,X,X,X,X,X,X,X,O,O,X
JISZLTO,O,X,X,X,X,X,X,X,X,O,X,X
JISZLOT,O,X,X,X,X,X,X,X,O,X,X,X
JISZOTL,X,X,X,X,X,X,X,X,O,O,X,X
JISZOLT,O,X,X,X,X,X,X,X,O,X,X,X
JISOTLZ,O,X,X,O,X,O,X,X,X,X,O,X
JISOTZL,X,X,X,O,X,O,X,X,X,X,O,X
JISOLTZ,O,X,X,O,X,O,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,X,X,X,O
JIZTSOL,X,X,X,X,X,X,X,X,X,X,X,O
JIZTOLS,X,X,X,X,O,X,X,X,X,X,X,X
JIZTOSL,X,X,X,X,O,X,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,O,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,O,X,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,O,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,O,X,X,X,O,X
JIZSTOL,X,X,X,X,X,X,X,X,X,X,O,X
JIZSLTO,O,X,X,X,X,X,O,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,O,X,O,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X,O,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X,O,X,X,X
JIZOTLS,O,X,X,X,O,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,O,X,X,X,O,X,X,X
JIZOLTS,O,X,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,O,X,X,X,O,X,X,X
JIZOSLT,O,X,X,X,X,X,X,X,O,X,X,X
JIOTLSZ,O,X,X,O,O,X,X,X,X,X,X,X
JIOTLZS,O,X,X,O,O,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,O,O,O,X,X,X,X,X,X
JIOTSZL,X,X,X,O,O,O,X,X,X,X,X,O
JIOTZLS,O,X,X,O,O,X,X,X,X,X,X,X
JIOTZSL,O,X,X,O,O,O,X,X,X,X,X,X
JIOLTSZ,O,X,X,O,O,X,X,X,X,X,X,X
JIOLTZS,O,X,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,O,O,O,X,X,X,X,O,X
JIOSTZL,X,X,X,O,O,O,X,X,X,X,O,X
JIOSLTZ,O,X,X,O,X,O,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,O,O,X,X,X,X,X,X,X
JIOZTSL,O,X,X,O,O,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,O,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTIOZS,O,X,X,X,X,X,X,X,X,X,X,X
JLTSIZO,O,X,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,O,X,X,X,X,X,X,X,X
JLTSOZI,X,X,X,O,X,X,X,X,X,X,X,X
JLTZISO,O,X,X,X,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,O,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,O,X,X,X,X,X,X,X
JLTOIZS,X,X,X,O,O,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
JLTOSZI,X,X,X,O,O,X,X,X,X,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X,X,X,X
JLTOZSI,X,X,X,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X,X,X,X
