sequence,v115@9gA8IeB8HeB8GeE8DeB8JeaFJvhFRhBGjBzlB8sB3r?BFsB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lB0nBir?BWxB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lBcrB2s?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFzhBcoBilBFrBXs?BusB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFWnBTjBxqBlsBar?BXsB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFFhBXiBTjBmqBRs?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFTjBxmB3lBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8Je3AJvhFTjBxmBUlBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFcmBSoBTlB/sBmn?B1wB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFUiB2qBXoBzrBFr?BCtB
LSOTIZJ,O,O,O,O,X,X,X,X,O,X
LSOTJIZ,O,O,X,O,X,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,X,X,O,X
LSOTZIJ,O,O,O,O,X,X,X,X,O,X
LSOTZJI,O,O,O,O,X,X,X,X,O,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,O,X,X,X,X,X,O,X
LSOIJTZ,O,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,O
LSOJTZI,X,X,O,X,X,X,X,X,O,O
LSOJITZ,O,O,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,O
LSOJZIT,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,X,X,X,X,O,X
LSOZTJI,O,O,O,O,X,X,X,X,O,X
LSOZITJ,O,O,O,X,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,O
LSOZJIT,O,O,O,X,X,X,X,X,X,X
LZTIJSO,X,X,X,O,O,X,X,X,X,X
LZTIJOS,X,O,O,X,O,X,X,X,X,X
LZTISJO,X,O,X,O,O,X,X,X,X,X
LZTISOJ,X,O,X,O,O,X,X,X,X,X
LZTIOJS,X,O,O,X,O,X,O,X,X,X
LZTIOSJ,X,O,O,O,O,X,O,X,X,X
LZTJISO,X,X,X,O,O,O,X,X,X,X
LZTJIOS,X,O,O,X,O,O,O,X,X,X
LZTJSIO,X,X,X,O,X,X,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X,X,X
LZTJOIS,O,O,O,X,O,O,O,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,X
LZTSIJO,X,O,X,O,X,X,X,X,X,X
LZTSIOJ,X,O,X,O,X,X,X,X,X,X
LZTSJIO,X,O,X,O,X,X,X,X,X,X
LZTSJOI,O,O,X,O,X,X,X,X,X,X
LZTSOIJ,O,O,X,O,X,X,X,X,X,X
LZTSOJI,O,O,X,O,X,X,X,X,X,X
LZTOIJS,O,O,O,X,O,X,O,X,X,X
LZTOISJ,X,O,O,O,O,X,O,X,X,X
LZTOJIS,O,O,O,X,O,O,O,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X
LZITJSO,X,X,X,O,O,X,X,X,X,X
LZITJOS,X,O,O,X,O,X,X,X,X,X
LZITSJO,X,O,X,O,O,X,X,X,X,X
LZITSOJ,X,O,X,O,O,X,X,X,X,X
LZITOJS,X,O,O,X,O,X,X,X,X,X
LZITOSJ,X,O,O,O,O,X,X,X,X,X
LZIJTSO,X,X,X,O,X,O,X,X,X,X
LZIJTOS,X,O,O,X,X,O,X,X,X,X
LZIJSTO,X,O,O,X,X,O,X,X,X,X
LZIJSOT,O,O,O,X,X,O,X,X,X,X
LZIJOTS,O,O,O,X,X,O,X,X,X,X
LZIJOST,O,O,O,X,X,O,X,X,X,X
LZISTJO,X,O,O,O,X,X,X,X,X,X
LZISTOJ,X,O,O,O,X,X,X,X,X,X
LZISJTO,X,O,O,X,X,O,X,X,X,X
LZISJOT,O,O,O,X,X,O,X,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,O,X,X,X,X
LZIOTJS,O,O,O,X,O,X,X,X,X,X
LZIOTSJ,X,O,O,O,O,X,X,X,X,X
LZIOJTS,O,O,X,X,X,O,X,X,X,X
LZIOJST,O,O,X,X,X,O,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,O,X,X,X,X
LZJTISO,X,X,X,O,X,O,X,X,X,X
LZJTIOS,X,O,O,X,X,O,O,X,X,X
LZJTSIO,X,X,X,O,X,X,X,X,X,X
LZJTSOI,O,X,X,O,X,X,X,X,X,X
LZJTOIS,O,O,O,X,X,O,O,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,X
LZJITSO,X,X,X,O,X,O,X,X,X,X
LZJITOS,X,O,O,X,X,O,X,X,X,X
LZJISTO,X,O,O,X,X,O,X,X,X,X
LZJISOT,O,O,O,X,X,O,X,X,X,X
LZJIOTS,O,O,O,X,X,O,O,X,X,X
LZJIOST,O,O,O,X,X,O,O,X,X,X
LZJSTIO,X,O,O,X,X,X,X,X,X,X
LZJSTOI,O,O,O,X,X,X,X,X,X,X
LZJSITO,X,O,O,X,X,X,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,X,X
LZJOTIS,O,O,O,X,X,O,O,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X
LZJOITS,O,O,O,X,X,O,O,X,X,X
LZJOIST,O,O,O,X,X,O,O,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,X,X
LZSTIJO,X,O,O,O,X,X,X,X,X,X
LZSTIOJ,X,O,O,O,X,X,X,X,X,X
LZSTJIO,X,O,O,O,X,X,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,X,X,X
LZSTOIJ,O,O,O,O,X,X,X,X,X,X
LZSTOJI,O,O,O,O,X,X,X,X,X,X
LZSITJO,X,O,O,O,X,X,X,X,X,X
LZSITOJ,X,O,O,O,X,X,X,X,X,X
LZSIJTO,X,O,O,X,X,X,X,X,X,X
LZSIJOT,O,O,O,X,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,X,X,X,X,X
LZSIOJT,O,O,X,X,X,X,X,X,X,X
LZSJTIO,X,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X,X,X,X
LZSJITO,X,O,O,X,X,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,X,X,X,O,X
LZSOTJI,O,O,O,O,X,X,X,X,O,X
LZSOITJ,O,O,O,X,X,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,X
LZOTIJS,O,O,O,X,O,X,O,X,X,X
LZOTISJ,X,O,O,O,O,X,O,X,X,X
LZOTJIS,O,O,O,X,O,O,O,X,X,X
LZOTJSI,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,X
LZOITJS,O,O,O,X,O,X,X,X,X,X
LZOITSJ,X,O,O,O,O,X,X,X,X,X
LZOIJTS,O,O,X,X,X,O,X,X,X,X
LZOIJST,O,O,X,X,X,O,X,X,X,X
LZOISTJ,O,O,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,O,X,X,X,X
LZOJTIS,O,O,O,X,X,O,O,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,O,X,X,O,O,X,X,X
LZOJIST,O,O,O,X,X,O,O,X,X,X
LZOJSTI,O,O,O,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,X,X,X,X,X,O,X
LZOSTJI,O,O,O,X,X,X,X,X,O,X
LZOSITJ,O,O,O,X,X,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,O,O,X,X,X,X,X
LOTIJZS,O,X,X,X,O,X,X,X,X,X
LOTISJZ,O,X,X,O,O,X,X,O,X,X
LOTISZJ,O,X,X,O,O,X,X,O,X,X
LOTIZJS,O,X,X,X,O,X,O,X,X,X
LOTIZSJ,X,X,X,O,O,X,O,X,X,X
LOTJISZ,O,X,X,O,O,X,X,X,X,X
LOTJIZS,O,X,O,X,O,X,X,X,X,X
LOTJSIZ,O,X,X,O,X,X,X,X,X,X
LOTJSZI,X,X,O,O,X,X,X,X,X,X
LOTJZIS,O,X,O,X,O,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,O,X,X,X,X,X,X
LOTSIZJ,O,O,O,O,X,X,X,X,O,X
LOTSJIZ,O,O,X,O,X,X,X,X,X,X
LOTSJZI,X,X,O,O,X,X,X,X,O,X
LOTSZIJ,O,O,O,O,X,X,X,X,O,X
LOTSZJI,O,O,O,O,X,X,X,X,O,X
LOTZIJS,O,O,O,X,O,X,O,X,X,X
LOTZISJ,X,O,O,O,O,X,O,X,O,X
LOTZJIS,O,O,O,X,O,X,O,X,X,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,O,X
LOTZSJI,O,O,X,O,X,X,X,X,O,X
LOITJSZ,O,X,X,O,O,X,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,X,X,X
LOITSJZ,O,X,X,O,O,X,X,X,X,X
LOITSZJ,O,X,X,O,O,X,X,X,X,X
LOITZJS,O,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,O,O,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,O,X,X,X,X
LOIJTZS,O,X,X,X,X,O,X,X,X,X
LOIJSTZ,O,X,X,X,X,O,X,X,X,X
LOIJSZT,O,X,X,X,X,O,X,X,X,X
LOIJZTS,O,X,X,X,X,O,X,X,X,X
LOIJZST,O,X,X,X,X,O,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X,O,X
LOISJTZ,O,O,X,X,X,O,X,X,X,X
LOISJZT,O,X,X,X,X,O,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,O,X,X,X,X
LOIZTJS,O,X,X,X,O,X,X,X,X,X
LOIZTSJ,X,X,X,O,O,X,X,X,X,X
LOIZJTS,O,X,X,X,X,O,X,X,X,X
LOIZJST,O,X,X,X,X,O,X,X,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,O,X,X,X,X
LOJTISZ,O,X,X,X,X,O,X,O,X,X
LOJTIZS,O,X,O,X,X,O,O,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,X,X
LOJTSZI,X,X,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,X,X,O,O,X,X,X
LOJTZSI,O,X,X,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,X,O,X,X,X,X
LOJITZS,O,X,O,X,X,O,X,X,X,X
LOJISTZ,O,X,X,X,X,O,X,O,X,X
LOJISZT,O,X,X,X,X,O,X,O,X,X
LOJIZTS,O,X,O,X,X,O,O,X,X,X
LOJIZST,O,X,O,X,X,O,O,X,X,X
LOJSTIZ,O,O,X,X,X,X,X,X,X,O
LOJSTZI,X,X,O,X,X,X,X,X,O,O
LOJSITZ,O,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,O,O,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,O,O,X,X,X
LOJZIST,O,X,O,X,X,O,O,X,X,X
LOJZSTI,O,X,O,X,X,X,X,X,X,O
LOJZSIT,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,X,O,X
LOSTJIZ,O,O,X,X,X,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X,O,X
LOSTZIJ,O,O,O,X,X,X,X,X,O,X
LOSTZJI,O,O,O,X,X,X,X,X,O,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,X,X,O,X
LOSIJTZ,O,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,X
LOSIZJT,O,O,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X,O
LOSJTZI,X,X,O,X,X,X,X,X,O,O
LOSJITZ,O,O,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,O
LOSJZIT,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,O,X
LOSZTJI,O,O,O,X,X,X,X,X,O,X
LOSZITJ,O,O,O,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X,X,O
LOSZJIT,O,O,O,X,X,X,X,X,X,X
LOZTIJS,O,O,O,X,O,X,O,X,X,X
LOZTISJ,X,O,O,O,O,X,O,X,X,X
LOZTJIS,O,O,O,X,O,O,O,X,X,X
LOZTJSI,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X,X
LOZITJS,O,O,O,X,O,X,X,X,X,X
LOZITSJ,X,O,O,O,O,X,X,X,X,X
LOZIJTS,O,O,X,X,X,O,X,X,X,X
LOZIJST,O,O,X,X,X,O,X,X,X,X
LOZISTJ,O,O,O,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,O,X,X,X,X
LOZJTIS,O,O,O,X,X,O,O,X,X,X
LOZJTSI,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,X,O,O,X,X,X
LOZJIST,O,O,O,X,X,O,O,X,X,X
LOZJSTI,O,O,O,X,X,X,X,X,X,O
LOZJSIT,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X,O,X
LOZSTJI,O,O,O,X,X,X,X,X,O,X
LOZSITJ,O,O,O,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,X,O
LOZSJIT,O,O,O,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,O,O,X,X,X,X
JTILSOZ,X,X,X,O,O,O,X,O,X,X
JTILZSO,X,X,X,O,O,O,X,X,X,X
JTILZOS,X,X,X,X,O,O,O,X,X,X
JTILOSZ,X,X,X,O,O,O,X,O,X,X
JTILOZS,X,X,O,X,O,O,O,X,X,X
JTISLZO,X,X,X,O,O,O,X,X,X,X
JTISLOZ,X,X,X,O,O,O,X,O,X,X
JTISZLO,X,X,O,O,O,O,X,X,X,X
JTISZOL,X,X,O,X,O,O,O,O,X,X
JTISOLZ,X,X,X,X,O,O,X,O,X,X
JTISOZL,X,X,O,X,O,O,O,O,X,X
JTIZLSO,X,X,X,O,O,O,X,X,X,X
JTIZLOS,X,X,O,X,O,O,O,X,X,X
JTIZSLO,X,X,O,O,O,O,X,X,X,X
JTIZSOL,X,X,O,X,O,O,O,O,X,X
JTIZOLS,X,X,O,X,O,O,O,X,X,X
JTIZOSL,X,X,O,X,O,O,O,O,X,X
JTIOLSZ,X,X,X,X,O,O,X,O,X,X
JTIOLZS,X,X,O,X,O,O,O,X,X,X
JTIOSLZ,X,X,X,X,O,O,X,O,X,X
JTIOSZL,X,X,O,X,O,O,O,O,X,X
JTIOZLS,X,X,O,X,O,O,O,X,X,X
JTIOZSL,X,X,O,X,O,O,O,O,X,X
JTLISZO,X,X,X,O,O,O,X,X,X,X
JTLISOZ,X,X,X,O,O,O,X,O,X,X
JTLIZSO,X,X,X,O,O,O,X,X,X,X
JTLIZOS,X,X,X,X,O,O,O,X,X,X
JTLIOSZ,X,X,X,O,O,O,X,O,X,X
JTLIOZS,X,X,O,X,O,O,O,X,X,X
JTLSIZO,X,X,X,O,X,X,X,X,X,X
JTLSIOZ,X,X,X,O,X,X,X,X,X,X
JTLSZIO,X,X,O,O,X,X,X,X,X,X
JTLSZOI,X,X,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,X,O,X,X,X,X,X,X
JTLSOZI,X,X,O,O,X,X,X,X,X,X
JTLZISO,X,X,X,O,O,O,X,X,X,X
JTLZIOS,X,O,O,X,O,O,O,X,X,X
JTLZSIO,X,X,X,O,X,X,X,X,X,X
JTLZSOI,O,X,X,O,X,X,X,X,X,X
JTLZOIS,O,O,O,X,O,O,O,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,O,O,O,X,O,X,X
JTLOIZS,O,X,O,X,O,O,O,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X,X,X
JTLOZIS,O,X,O,X,O,O,O,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X,X
JTSILZO,X,O,X,O,O,O,X,X,X,X
JTSILOZ,X,O,X,O,O,O,X,O,X,X
JTSIZLO,X,X,O,O,O,O,X,X,X,X
JTSIZOL,X,O,O,X,O,O,O,O,X,X
JTSIOLZ,X,O,X,X,O,O,X,O,X,X
JTSIOZL,X,O,O,X,O,O,O,O,X,X
JTSLIZO,X,O,X,O,X,X,X,X,X,X
JTSLIOZ,X,O,X,O,X,X,X,X,X,X
JTSLZIO,X,O,O,O,X,X,X,X,X,X
JTSLZOI,X,O,O,O,X,X,X,X,O,X
JTSLOIZ,O,O,X,O,X,X,X,X,X,X
JTSLOZI,X,X,O,O,X,X,X,X,O,X
JTSZILO,X,X,O,O,O,O,X,X,X,X
JTSZIOL,X,O,O,X,O,O,O,X,X,X
JTSZLIO,X,O,O,O,X,X,X,X,X,X
JTSZLOI,X,O,O,O,X,X,X,X,O,X
JTSZOIL,X,O,O,X,O,O,O,X,O,X
JTSZOLI,X,O,O,O,X,X,X,X,O,X
JTSOILZ,O,O,X,X,O,O,X,O,X,O
JTSOIZL,X,O,O,X,O,O,O,O,X,O
JTSOLIZ,O,O,X,O,X,X,X,X,X,O
JTSOLZI,X,X,O,O,X,X,X,X,O,O
JTSOZIL,X,O,O,X,O,O,O,X,O,O
JTSOZLI,X,O,O,O,X,X,X,X,O,O
JTZILSO,X,X,X,O,O,O,X,X,X,X
JTZILOS,X,X,O,X,O,O,O,X,X,X
JTZISLO,X,X,O,O,O,O,X,X,X,X
JTZISOL,X,X,O,X,O,O,O,O,X,X
JTZIOLS,X,O,O,X,O,O,O,X,X,X
JTZIOSL,X,O,O,X,O,O,O,O,X,X
JTZLISO,X,X,X,O,O,O,X,X,X,X
JTZLIOS,X,O,O,X,O,O,O,X,X,X
JTZLSIO,X,X,X,O,X,X,X,X,X,X
JTZLSOI,O,X,X,O,X,X,X,X,X,X
JTZLOIS,O,O,O,X,O,O,O,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X,X
JTZSILO,X,X,O,O,O,O,X,X,X,X
JTZSIOL,X,O,O,X,O,O,O,X,X,X
JTZSLIO,X,O,O,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,O,X
JTZSOIL,O,O,O,X,O,O,O,X,O,X
JTZSOLI,O,O,O,O,X,X,X,X,O,X
JTZOILS,O,O,O,X,O,O,O,X,X,X
JTZOISL,X,O,O,X,O,O,O,O,O,X
JTZOLIS,O,O,O,X,O,O,O,X,X,X
JTZOLSI,O,X,X,X,X,X,X,X,X,X
JTZOSIL,O,O,O,X,O,O,O,X,O,X
JTZOSLI,O,O,O,X,X,X,X,X,O,X
JTOILSZ,O,X,X,X,O,O,X,O,X,X
JTOILZS,O,X,O,X,O,O,O,X,X,X
JTOISLZ,X,X,X,X,O,O,X,O,X,X
JTOISZL,X,X,O,X,O,O,O,O,X,X
JTOIZLS,X,X,O,X,O,O,O,X,X,X
JTOIZSL,X,X,O,X,O,O,O,O,X,X
JTOLISZ,O,X,X,O,O,O,X,O,X,X
JTOLIZS,O,X,O,X,O,O,O,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,X,X,X
JTOLSZI,X,X,O,O,X,X,X,X,X,X
JTOLZIS,O,X,O,X,O,O,O,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,O,O,X,O,X,O
JTOSIZL,X,O,O,X,O,O,O,O,X,O
JTOSLIZ,O,O,X,O,X,X,X,X,X,O
JTOSLZI,X,X,O,O,X,X,X,X,O,O
JTOSZIL,X,O,O,X,O,O,O,X,O,O
JTOSZLI,X,O,O,O,X,X,X,X,O,O
JTOZILS,O,O,O,X,O,O,O,X,X,X
JTOZISL,X,O,O,X,O,O,O,O,O,X
JTOZLIS,O,O,O,X,O,O,O,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X,X
JTOZSIL,O,O,O,X,O,O,O,X,O,O
JTOZSLI,O,O,O,X,X,X,X,X,O,O
JITLSZO,X,X,X,O,O,O,X,X,X,X
JITLSOZ,X,X,X,O,O,O,X,O,X,X
JITLZSO,X,X,X,O,O,O,X,X,X,X
JITLZOS,X,X,X,X,O,O,O,X,X,X
JITLOSZ,X,X,X,O,O,O,X,O,X,X
JITLOZS,X,X,O,X,O,O,O,X,X,X
JITSLZO,X,X,X,O,O,O,X,X,X,X
JITSLOZ,X,X,X,O,O,O,X,O,X,X
JITSZLO,X,X,O,O,O,O,X,X,X,X
JITSZOL,X,X,O,X,O,O,O,O,X,X
JITSOLZ,X,X,X,X,O,O,X,O,X,X
JITSOZL,X,X,O,X,O,O,O,O,X,X
JITZLSO,X,X,X,O,O,O,X,X,X,X
JITZLOS,X,X,O,X,O,O,O,X,X,X
JITZSLO,X,X,O,O,O,O,X,X,X,X
JITZSOL,X,X,O,X,O,O,O,O,X,X
JITZOLS,X,X,O,X,O,O,O,X,X,X
JITZOSL,X,X,O,X,O,O,O,O,X,X
JITOLSZ,X,X,X,X,O,O,X,O,X,X
JITOLZS,X,X,O,X,O,O,O,X,X,X
JITOSLZ,X,X,X,X,O,O,X,O,X,X
JITOSZL,X,X,O,X,O,O,O,O,X,X
JITOZLS,X,X,O,X,O,O,O,X,X,X
JITOZSL,X,X,O,X,O,O,O,O,X,X
JILTSZO,X,X,X,O,X,O,X,X,X,X
JILTSOZ,X,X,X,O,X,O,X,X,X,X
JILTZSO,X,X,X,O,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,O,X,X,X,X
JILTOSZ,X,X,X,O,X,O,X,X,X,X
JILTOZS,X,X,O,X,X,O,X,X,X,X
JILSTZO,X,X,X,X,X,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,X,X,X
JILSZTO,X,X,X,X,X,O,X,X,X,X
JILSZOT,X,X,X,X,X,O,X,X,X,X
JILSOTZ,O,X,X,X,X,O,X,O,X,X
JILSOZT,O,X,X,X,X,O,X,O,X,X
JILZTSO,X,X,X,O,X,O,X,X,X,X
JILZTOS,X,X,O,X,X,O,X,X,X,X
JILZSTO,X,X,O,X,X,O,X,X,X,X
JILZSOT,O,X,O,X,X,O,X,X,X,X
JILZOTS,O,X,O,X,X,O,O,X,X,X
JILZOST,O,X,O,X,X,O,O,X,X,X
JILOTSZ,O,X,X,X,X,O,X,X,X,X
JILOTZS,O,X,O,X,X,O,X,X,X,X
JILOSTZ,O,X,X,X,X,O,X,O,X,X
JILOSZT,O,X,X,X,X,O,X,O,X,X
JILOZTS,O,X,O,X,X,O,O,X,X,X
JILOZST,O,X,O,X,X,O,O,X,X,X
JISTLZO,X,X,X,O,X,O,X,X,X,X
JISTLOZ,X,X,X,O,X,O,X,X,X,X
JISTZLO,X,X,O,O,X,O,X,X,X,X
JISTZOL,X,X,O,X,X,O,X,X,X,X
JISTOLZ,X,X,X,X,X,O,X,O,X,X
JISTOZL,X,X,O,X,X,O,X,O,X,X
JISLTZO,X,X,X,X,X,O,X,X,X,X
JISLTOZ,X,X,X,X,X,O,X,X,X,X
JISLZTO,X,X,X,X,X,O,X,X,X,X
JISLZOT,X,X,X,X,X,O,X,X,X,X
JISLOTZ,O,X,X,X,X,O,X,O,X,X
JISLOZT,O,X,X,X,X,O,X,O,X,X
JISZTLO,X,X,O,O,X,O,X,X,X,X
JISZTOL,X,X,O,X,X,O,X,X,X,X
JISZLTO,X,X,O,X,X,O,X,X,X,X
JISZLOT,X,X,O,X,X,O,X,X,X,X
JISZOTL,X,X,O,X,X,O,O,O,X,X
JISZOLT,X,X,O,X,X,O,O,O,X,X
JISOTLZ,O,X,X,X,X,O,X,O,X,O
JISOTZL,X,X,O,X,X,O,X,O,X,O
JISOLTZ,O,X,X,X,X,O,X,O,X,X
JISOLZT,O,X,X,X,X,O,X,O,X,X
JISOZTL,X,X,O,X,X,O,O,O,X,O
JISOZLT,O,X,O,X,X,O,O,O,X,X
JIZTLSO,X,X,X,O,O,O,X,X,X,X
JIZTLOS,X,X,O,X,O,O,O,X,X,X
JIZTSLO,X,X,O,O,O,O,X,X,X,X
JIZTSOL,X,X,O,X,O,O,O,X,X,X
JIZTOLS,X,X,O,X,O,O,O,X,X,X
JIZTOSL,X,X,O,X,O,O,O,X,X,X
JIZLTSO,X,X,X,O,X,O,X,X,X,X
JIZLTOS,X,X,O,X,X,O,X,X,X,X
JIZLSTO,X,X,O,X,X,O,X,X,X,X
JIZLSOT,O,X,O,X,X,O,X,X,X,X
JIZLOTS,O,X,O,X,X,O,O,X,X,X
JIZLOST,O,X,O,X,X,O,O,X,X,X
JIZSTLO,X,X,O,O,X,O,X,X,X,X
JIZSTOL,X,X,O,X,X,O,X,X,X,X
JIZSLTO,X,X,O,X,X,O,X,X,X,X
JIZSLOT,O,X,O,X,X,O,X,X,X,X
JIZSOTL,O,X,O,X,X,O,O,O,X,X
JIZSOLT,O,X,O,X,X,O,O,O,X,X
JIZOTLS,O,X,O,X,O,O,O,X,X,X
JIZOTSL,X,X,O,X,O,O,O,X,X,X
JIZOLTS,O,X,O,X,X,O,O,X,X,X
JIZOLST,O,X,O,X,X,O,O,X,X,X
JIZOSTL,O,X,O,X,X,O,O,O,X,X
JIZOSLT,O,X,O,X,X,O,O,O,X,X
JIOTLSZ,O,X,X,X,O,O,X,O,X,X
JIOTLZS,O,X,O,X,O,O,O,X,X,X
JIOTSLZ,X,X,X,X,O,O,X,O,X,X
JIOTSZL,X,X,O,X,O,O,O,O,X,X
JIOTZLS,X,X,O,X,O,O,O,X,X,X
