sequence,v115@MhB8CeA8DeC8BeB8DeD8Jei/IvhFRhBziB+oBfqBUr?BlqB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFihBziB+oB0lBFl?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFUgBRhBKrBFoBGo?BTqB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihBXlBFoB0lBGo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFRhBGjBKrBUoBFq?B/qB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFRhBziB+oBlqBaq?BUrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihB0lBGoBXlBFo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Jex/IvhFCjB0kBToB3qBmq?BlrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFGjBllBUoBXlBim?BxvB
JSTOLZI,O,X,O,O,X,O,X,X,X
JSTOZIL,O,X,X,X,X,O,X,X,X
JSTOZLI,O,X,X,X,X,O,X,X,X
JSITLZO,X,O,O,X,X,O,X,X,X
JSITLOZ,O,O,X,X,X,O,X,X,X
JSITZLO,X,O,X,X,X,O,X,X,X
JSITZOL,X,O,X,X,X,O,X,X,X
JSITOLZ,O,O,X,X,X,O,X,X,X
JSITOZL,X,O,X,X,X,O,X,X,X
JSILTZO,X,O,O,X,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,O,X,X
JSILOTZ,O,O,X,X,X,X,X,X,X
JSILOZT,O,O,X,X,X,X,O,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,O,X,X
JSIZOTL,O,O,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,O,X,X
JSIOTLZ,O,O,X,X,X,O,X,X,X
JSIOTZL,X,O,X,X,X,O,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,O,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,O,X,X
JSLTIZO,X,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,X,X,X,O,X,X,X
JSLTZIO,O,X,O,X,X,O,X,X,X
JSLTZOI,O,X,O,X,X,O,X,X,X
JSLTOIZ,O,O,O,O,X,O,X,X,X
JSLTOZI,O,X,O,O,X,O,X,X,X
JSLITZO,X,O,O,X,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,O,X,X
JSLIOTZ,O,O,X,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,X,O,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X
JSLZITO,O,O,O,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,O,X,O,X,X,X
JSLOTZI,O,X,O,O,X,O,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,O,X,X
JSLOZTI,O,X,O,X,X,X,X,X,X
JSLOZIT,O,O,O,X,X,X,X,X,X
JSZTILO,O,X,X,X,X,O,X,X,X
JSZTIOL,O,X,X,X,X,O,X,X,X
JSZTLIO,O,X,X,X,X,O,X,X,X
JSZTLOI,O,X,X,X,X,O,X,X,X
JSZTOIL,O,X,X,X,X,O,X,X,X
JSZTOLI,O,X,X,X,X,O,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,O,X
JSZIOLT,O,O,X,X,X,X,X,O,X
JSZLTIO,O,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,O,X,O,X
JSZOTLI,O,X,X,X,X,O,X,O,X
JSZOITL,O,O,X,X,X,X,X,O,X
JSZOILT,O,O,X,X,X,X,X,O,X
JSZOLTI,O,X,X,X,X,X,X,O,X
JSZOLIT,O,O,X,X,X,X,X,O,X
JSOTILZ,O,O,X,X,X,O,X,X,X
JSOTIZL,X,O,X,X,X,O,X,X,X
JSOTLIZ,O,O,O,O,X,O,X,X,X
JSOTLZI,O,X,O,O,X,O,X,X,X
JSOTZIL,O,X,X,X,X,O,X,X,X
JSOTZLI,O,X,X,X,X,O,X,X,X
JSOITLZ,O,O,X,X,X,O,X,X,X
JSOITZL,X,O,X,X,X,O,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,O,X,X
JSOIZTL,O,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,O,X,X
JSOLTIZ,O,O,O,O,X,O,X,X,X
JSOLTZI,O,X,O,O,X,O,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,O,X,X
JSOLZTI,O,X,O,X,X,X,X,O,X
JSOLZIT,O,O,O,X,X,X,X,O,X
JSOZTIL,O,X,X,X,X,O,X,O,X
JSOZTLI,O,X,X,X,X,O,X,O,X
JSOZITL,O,O,X,X,X,X,X,O,X
JSOZILT,O,O,X,X,X,X,X,O,X
JSOZLTI,O,X,X,X,X,X,X,O,X
JSOZLIT,O,O,X,X,X,X,X,O,X
JZTILSO,X,X,X,X,O,X,X,X,X
JZTILOS,O,X,X,X,O,X,X,X,O
JZTISLO,O,X,X,X,X,O,X,X,X
JZTISOL,O,X,X,X,X,O,X,X,O
JZTIOLS,O,X,X,X,O,X,X,X,O
JZTIOSL,O,X,X,X,X,O,X,X,O
JZTLISO,X,X,X,X,O,X,X,X,X
JZTLIOS,O,X,X,X,O,X,X,X,X
JZTLSIO,X,X,X,X,O,X,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X,X
JZTLOIS,O,X,X,X,O,X,X,X,X
JZTLOSI,X,X,X,X,O,X,X,X,X
JZTSILO,O,X,X,X,X,O,X,X,X
JZTSIOL,O,X,X,X,X,O,X,X,X
JZTSLIO,O,X,X,X,O,O,X,X,X
JZTSLOI,O,X,X,X,O,O,X,X,X
JZTSOIL,O,X,X,X,X,O,X,X,X
JZTSOLI,O,X,X,X,O,O,X,X,X
JZTOILS,O,X,X,X,O,X,X,X,O
JZTOISL,O,X,X,X,X,O,X,X,O
JZTOLIS,O,X,X,X,O,X,X,X,X
JZTOLSI,X,X,X,X,O,X,X,X,X
JZTOSIL,O,X,X,X,X,O,X,X,X
JZTOSLI,O,X,X,X,O,O,X,X,X
JZITLSO,X,O,X,X,O,X,X,X,X
JZITLOS,O,O,X,X,O,X,O,X,O
JZITSLO,O,O,X,X,X,O,X,X,X
JZITSOL,O,O,X,X,X,O,X,X,O
JZITOLS,O,O,X,X,O,X,O,X,O
JZITOSL,O,O,X,X,X,O,X,X,O
JZILTSO,X,O,X,X,O,X,X,X,X
JZILTOS,O,O,X,X,O,X,O,X,O
JZILSTO,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,O,X,X
JZILOTS,O,O,X,X,O,X,O,X,O
JZILOST,O,O,X,X,X,X,O,X,X
JZISTLO,O,O,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X,O
JZISLTO,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,O,X,X
JZISOTL,O,O,X,X,X,X,X,X,O
JZISOLT,O,O,X,X,X,X,O,X,X
JZIOTLS,O,O,X,X,O,X,O,X,O
JZIOTSL,O,O,X,X,X,O,X,X,O
JZIOLTS,O,O,X,X,O,X,O,X,O
JZIOLST,O,O,X,X,X,X,O,X,X
JZIOSTL,O,O,X,X,X,X,X,X,O
JZIOSLT,O,O,X,X,X,X,O,X,X
JZLTISO,X,X,X,X,O,X,X,X,X
JZLTIOS,O,X,X,X,O,X,X,X,X
JZLTSIO,X,X,X,X,O,X,X,X,X
JZLTSOI,X,X,X,X,O,X,X,X,X
JZLTOIS,O,X,X,X,O,X,X,X,X
JZLTOSI,X,X,X,X,O,X,X,X,X
JZLITSO,X,O,X,X,O,X,X,X,X
JZLITOS,O,O,X,X,O,X,O,X,O
JZLISTO,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,O,X,X
JZLIOTS,O,O,X,X,O,X,O,X,O
JZLIOST,O,O,X,X,X,X,O,X,X
JZLSTIO,O,X,X,X,O,X,X,X,X
JZLSTOI,O,X,X,X,O,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X
JZLSOTI,O,X,X,X,O,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,X,X
JZLOTSI,X,X,X,X,O,X,X,X,X
JZLOITS,O,O,X,X,O,X,O,X,O
JZLOIST,O,O,X,X,X,X,O,X,X
JZLOSTI,O,X,X,X,O,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,O,X,X,X
JZSTIOL,O,X,X,X,X,O,X,X,X
JZSTLIO,O,X,X,X,O,O,X,X,X
JZSTLOI,O,X,X,X,O,O,X,X,X
JZSTOIL,O,X,X,X,X,O,X,X,X
JZSTOLI,O,X,X,X,O,O,X,X,X
JZSITLO,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,O
JZSILTO,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,O,O
JZSIOLT,O,O,X,X,X,X,X,O,X
JZSLTIO,O,X,X,X,O,X,X,X,X
JZSLTOI,O,X,X,X,O,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X
JZSLOTI,O,X,X,X,O,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,O,X,O,X
JZSOTLI,O,X,X,X,O,O,X,O,X
JZSOITL,O,O,X,X,X,X,X,O,O
JZSOILT,O,O,X,X,X,X,X,O,X
JZSOLTI,O,X,X,X,O,X,X,O,X
JZSOLIT,O,O,X,X,X,X,X,O,X
JZOTILS,O,X,X,X,O,X,X,X,O
JZOTISL,O,X,X,X,X,O,X,X,O
JZOTLIS,O,X,X,X,O,X,X,X,X
JZOTLSI,X,X,X,X,O,X,X,X,X
JZOTSIL,O,X,X,X,X,O,X,X,X
JZOTSLI,O,X,X,X,O,O,X,X,X
JZOITLS,O,O,X,X,O,X,O,X,O
JZOITSL,O,O,X,X,X,O,X,X,O
JZOILTS,O,O,X,X,O,X,O,X,O
JZOILST,O,O,X,X,X,X,O,X,X
JZOISTL,O,O,X,X,X,X,X,X,O
JZOISLT,O,O,X,X,X,X,O,X,X
JZOLTIS,O,X,X,X,O,X,X,X,X
JZOLTSI,X,X,X,X,O,X,X,X,X
JZOLITS,O,O,X,X,O,X,O,X,O
JZOLIST,O,O,X,X,X,X,O,X,X
JZOLSTI,O,X,X,X,O,X,X,O,X
JZOLSIT,O,O,X,X,X,X,X,O,X
JZOSTIL,O,X,X,X,X,O,X,O,X
JZOSTLI,O,X,X,X,O,O,X,O,X
JZOSITL,O,O,X,X,X,X,X,O,O
JZOSILT,O,O,X,X,X,X,X,O,X
JZOSLTI,O,X,X,X,O,X,X,O,X
JZOSLIT,O,O,X,X,X,X,X,O,X
JOTILSZ,O,O,X,O,X,O,X,X,X
JOTILZS,O,O,X,X,X,X,O,X,X
JOTISLZ,O,O,X,O,X,O,X,X,X
JOTISZL,X,O,X,X,X,O,X,X,X
JOTIZLS,O,O,X,X,X,X,O,X,X
JOTIZSL,O,O,X,X,X,O,X,X,X
JOTLISZ,O,O,O,O,X,O,X,X,X
JOTLIZS,O,O,X,X,X,X,O,X,X
JOTLSIZ,O,O,O,O,X,O,X,X,X
JOTLSZI,O,X,O,O,X,O,X,X,X
JOTLZIS,O,X,X,X,O,X,X,X,X
JOTLZSI,X,X,X,X,O,X,X,X,X
JOTSILZ,O,O,X,X,X,O,X,X,X
JOTSIZL,X,O,X,X,X,O,X,X,X
JOTSLIZ,O,O,O,O,X,O,X,X,X
JOTSLZI,O,X,O,O,X,O,X,X,X
JOTSZIL,O,X,X,X,X,O,X,X,X
JOTSZLI,O,X,X,X,X,O,X,X,X
JOTZILS,O,X,X,X,O,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X,X
JOTZLIS,O,X,X,X,O,X,X,X,X
JOTZLSI,X,X,X,X,O,X,X,X,X
JOTZSIL,O,X,X,X,X,O,X,X,X
JOTZSLI,O,X,X,X,O,O,X,X,X
JOITLSZ,O,O,X,O,X,O,X,X,X
JOITLZS,O,O,X,X,X,X,O,X,X
JOITSLZ,O,O,X,O,X,O,X,X,X
JOITSZL,X,O,X,X,X,O,X,X,X
JOITZLS,O,O,X,X,X,X,O,X,O
JOITZSL,O,O,X,X,X,O,X,X,O
JOILTSZ,O,O,X,O,X,O,X,X,X
JOILTZS,O,O,X,X,X,X,O,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X
JOILSZT,O,O,X,X,X,X,O,X,X
JOILZTS,O,O,X,X,X,X,O,X,X
JOILZST,O,O,X,X,X,X,O,X,X
JOISTLZ,O,O,X,O,X,O,X,X,X
JOISTZL,X,O,X,X,X,O,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,O,X,X
JOISZTL,O,O,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,O,X,X
JOIZTLS,O,O,X,X,X,X,O,X,O
JOIZTSL,O,O,X,X,X,O,X,X,O
JOIZLTS,O,O,X,X,X,X,O,X,O
JOIZLST,O,O,X,X,X,X,O,X,X
JOIZSTL,O,O,X,X,X,X,X,X,O
JOIZSLT,O,O,X,X,X,X,O,X,X
JOLTISZ,O,O,O,O,X,O,X,X,X
JOLTIZS,O,O,X,X,X,X,O,X,X
JOLTSIZ,O,O,O,O,X,O,X,X,X
JOLTSZI,O,X,O,O,X,O,X,X,X
JOLTZIS,O,X,X,X,O,X,X,X,X
JOLTZSI,X,X,X,X,O,X,X,X,X
JOLITSZ,O,O,O,O,X,O,X,X,X
JOLITZS,O,O,X,X,X,X,O,X,X
JOLISTZ,O,O,O,O,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,O,X,X
JOLIZTS,O,O,X,X,X,X,O,X,X
JOLIZST,O,O,X,X,X,X,O,X,X
JOLSTIZ,O,O,O,O,X,O,X,X,X
JOLSTZI,O,X,O,O,X,O,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,O,X,X
JOLSZTI,O,X,O,X,X,X,X,O,X
JOLSZIT,O,O,O,X,X,X,X,O,X
JOLZTIS,O,X,X,X,O,X,X,X,X
JOLZTSI,X,X,X,X,O,X,X,X,X
JOLZITS,O,O,X,X,O,X,O,X,X
JOLZIST,O,O,X,X,X,X,O,X,X
JOLZSTI,O,X,X,X,O,X,X,O,X
JOLZSIT,O,O,X,X,X,X,X,O,X
JOSTILZ,O,O,X,X,X,O,X,X,X
JOSTIZL,X,O,X,X,X,O,X,X,X
JOSTLIZ,O,O,O,O,X,O,X,X,X
JOSTLZI,O,X,O,O,X,O,X,X,X
JOSTZIL,O,X,X,X,X,O,X,X,X
JOSTZLI,O,X,X,X,X,O,X,X,X
JOSITLZ,O,O,X,X,X,O,X,X,X
JOSITZL,X,O,X,X,X,O,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,O,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,O,X,X
JOSLTIZ,O,O,O,O,X,O,X,X,X
JOSLTZI,O,X,O,O,X,O,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,O,X,X
JOSLZTI,O,X,O,X,X,X,X,O,X
JOSLZIT,O,O,O,X,X,X,X,O,X
JOSZTIL,O,X,X,X,X,O,X,O,X
JOSZTLI,O,X,X,X,X,O,X,O,X
JOSZITL,O,O,X,X,X,X,X,O,X
JOSZILT,O,O,X,X,X,X,X,O,X
JOSZLTI,O,X,X,X,X,X,X,O,X
JOSZLIT,O,O,X,X,X,X,X,O,X
JOZTILS,O,X,X,X,O,X,X,X,O
JOZTISL,O,X,X,X,X,O,X,X,O
JOZTLIS,O,X,X,X,O,X,X,X,X
JOZTLSI,X,X,X,X,O,X,X,X,X
JOZTSIL,O,X,X,X,X,O,X,X,X
JOZTSLI,O,X,X,X,O,O,X,X,X
JOZITLS,O,O,X,X,O,X,O,X,O
JOZITSL,O,O,X,X,X,O,X,X,O
JOZILTS,O,O,X,X,O,X,O,X,O
JOZILST,O,O,X,X,X,X,O,X,X
JOZISTL,O,O,X,X,X,X,X,X,O
JOZISLT,O,O,X,X,X,X,O,X,X
JOZLTIS,O,X,X,X,O,X,X,X,X
JOZLTSI,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,X,X,O,X,O,X,O
JOZLIST,O,O,X,X,X,X,O,X,X
JOZLSTI,O,X,X,X,O,X,X,O,X
JOZLSIT,O,O,X,X,X,X,X,O,X
JOZSTIL,O,X,X,X,X,O,X,O,X
JOZSTLI,O,X,X,X,O,O,X,O,X
JOZSITL,O,O,X,X,X,X,X,O,O
JOZSILT,O,O,X,X,X,X,X,O,X
JOZSLTI,O,X,X,X,O,X,X,O,X
JOZSLIT,O,O,X,X,X,X,X,O,X
STILJZO,X,O,O,X,X,O,X,X,X
STILJOZ,O,O,X,O,X,O,X,X,X
STILZJO,X,O,O,X,X,X,X,X,X
STILZOJ,X,X,O,O,X,X,X,X,X
STILOJZ,X,X,O,O,X,X,X,X,X
STILOZJ,X,X,O,O,X,X,X,X,X
STIJLZO,X,O,O,X,X,O,X,X,X
STIJLOZ,O,O,X,O,X,O,X,X,X
STIJZLO,X,O,X,X,X,O,X,X,X
STIJZOL,X,O,X,X,X,O,X,X,X
STIJOLZ,O,O,X,O,X,O,X,X,X
STIJOZL,X,O,X,X,X,O,X,X,X
STIZLJO,X,O,O,X,X,X,X,X,X
STIZLOJ,X,X,O,O,X,X,X,X,X
STIZJLO,X,O,X,X,X,O,X,X,X
STIZJOL,X,O,X,X,X,O,X,X,X
STIZOLJ,X,X,X,O,X,X,X,X,X
STIZOJL,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,O,O,X,X,X,X,X
STIOLZJ,X,X,O,O,X,X,X,X,X
STIOJLZ,X,X,X,O,X,O,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,O,X,X,X,X,X
STIOZJL,X,X,X,X,X,X,X,X,X
STLIJZO,X,O,O,X,X,O,X,X,X
STLIJOZ,O,O,X,O,X,O,X,X,X
STLIZJO,X,O,O,X,X,X,X,X,X
STLIZOJ,X,X,O,O,X,X,X,X,X
STLIOJZ,X,X,O,O,X,X,X,X,X
STLIOZJ,X,X,O,O,X,X,X,X,X
STLJIZO,X,O,O,X,X,O,X,X,X
STLJIOZ,O,O,X,X,X,O,X,X,X
STLJZIO,O,X,O,X,X,O,X,X,X
STLJZOI,O,X,O,X,X,O,X,X,X
STLJOIZ,O,O,O,O,X,O,X,X,X
STLJOZI,O,X,O,O,X,O,X,X,X
STLZIJO,O,X,O,X,O,X,X,X,X
STLZIOJ,X,X,O,X,O,X,X,X,X
STLZJIO,O,X,O,X,O,X,X,X,X
STLZJOI,O,X,O,X,O,X,X,X,X
STLZOIJ,X,X,O,O,O,X,X,X,X
STLZOJI,X,X,O,O,O,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,X,X
STLOIZJ,X,X,O,O,X,X,X,X,X
STLOJIZ,X,X,O,O,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,X
STLOZIJ,X,X,O,O,O,X,X,X,X
STLOZJI,X,X,O,O,O,X,X,X,X
STJILZO,X,O,O,X,X,O,X,X,X
STJILOZ,O,O,X,X,X,O,X,X,X
STJIZLO,X,O,X,X,X,O,X,X,X
STJIZOL,X,O,X,X,X,O,X,X,X
STJIOLZ,O,O,X,X,X,O,X,X,X
STJIOZL,X,O,X,X,X,O,X,X,X
STJLIZO,X,O,O,X,X,O,X,X,X
STJLIOZ,O,O,X,X,X,O,X,X,X
STJLZIO,O,X,O,X,X,O,X,X,X
STJLZOI,O,X,O,X,X,O,X,X,X
STJLOIZ,O,O,O,O,X,O,X,X,X
STJLOZI,O,X,O,O,X,O,X,X,X
STJZILO,O,X,X,X,X,O,X,X,X
STJZIOL,O,X,X,X,X,O,X,X,X
STJZLIO,O,X,X,X,X,O,X,X,X
STJZLOI,O,X,X,X,X,O,X,X,X
STJZOIL,O,X,X,X,X,O,X,X,X
STJZOLI,O,X,X,X,X,O,X,X,X
STJOILZ,O,O,X,X,X,O,X,X,X
STJOIZL,X,O,X,X,X,O,X,X,X
STJOLIZ,O,O,O,O,X,O,X,X,X
STJOLZI,O,X,O,O,X,O,X,X,X
STJOZIL,O,X,X,X,X,O,X,X,X
STJOZLI,O,X,X,X,X,O,X,X,X
STZILJO,O,X,O,X,X,X,X,X,X
STZILOJ,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,O,X,X,X
STZIJOL,O,X,X,X,X,O,X,X,X
STZIOLJ,X,X,X,X,X,X,X,O,X
STZIOJL,X,X,X,X,X,X,X,O,X
STZLIJO,O,X,O,X,O,X,X,X,X
STZLIOJ,X,X,O,X,O,X,X,X,X
STZLJIO,O,X,O,X,O,X,X,X,X
STZLJOI,O,X,O,X,O,X,X,X,X
STZLOIJ,X,X,O,O,O,X,X,X,X
STZLOJI,X,X,O,O,O,X,X,X,X
STZJILO,O,X,X,X,X,O,X,X,X
STZJIOL,O,X,X,X,X,O,X,X,X
STZJLIO,O,X,X,X,O,O,X,X,X
STZJLOI,O,X,X,X,O,O,X,X,X
STZJOIL,O,X,X,X,X,O,X,X,X
STZJOLI,O,X,X,X,O,O,X,X,X
STZOILJ,X,X,X,X,X,X,X,O,X
STZOIJL,X,X,X,X,X,X,X,O,X
STZOLIJ,X,X,O,O,O,X,X,O,X
STZOLJI,X,X,O,O,O,X,X,O,X
STZOJIL,X,X,X,X,X,X,X,O,X
STZOJLI,X,X,X,X,O,X,X,O,X
STOILJZ,X,X,O,O,X,X,X,X,X
STOILZJ,X,X,O,O,X,X,X,X,X
STOIJLZ,X,X,X,O,X,O,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,X
STOIZLJ,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,X,X,X,X
STOLIZJ,X,X,O,O,X,X,X,X,X
STOLJIZ,X,X,O,O,X,X,X,X,X
STOLJZI,X,X,O,O,X,X,X,X,X
STOLZIJ,X,X,O,O,O,X,X,O,X
STOLZJI,X,X,O,O,O,X,X,O,X
STOJILZ,X,X,X,X,X,O,X,X,X
STOJIZL,X,X,X,X,X,O,X,X,X
STOJLIZ,X,X,O,O,X,O,X,X,X
STOJLZI,X,X,O,O,X,O,X,X,X
STOJZIL,X,X,X,X,X,O,X,X,X
STOJZLI,X,X,X,X,X,O,X,X,X
STOZILJ,X,X,X,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,X,X,O,X
STOZLIJ,X,X,O,O,O,X,X,O,X
STOZLJI,X,X,O,O,O,X,X,O,X
STOZJIL,X,X,X,X,X,X,X,O,X
STOZJLI,X,X,X,X,O,X,X,O,X
SITLJZO,X,O,O,X,X,O,X,X,X
SITLJOZ,O,O,X,O,X,O,X,X,X
SITLZJO,X,O,O,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,X,X
SITLOJZ,X,X,O,O,X,X,X,X,X
SITLOZJ,X,X,O,O,X,X,X,X,X
SITJLZO,X,O,O,X,X,O,X,X,X
SITJLOZ,O,O,X,O,X,O,X,X,X
SITJZLO,X,O,X,X,X,O,X,X,X
SITJZOL,X,O,X,X,X,O,X,X,X
SITJOLZ,O,O,X,O,X,O,X,X,X
SITJOZL,X,O,X,X,X,O,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,X,X
SITZJLO,X,O,X,X,X,O,X,X,X
SITZJOL,X,O,X,X,X,O,X,X,O
SITZOLJ,X,X,X,O,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,O
SITOLJZ,X,X,O,O,X,X,X,X,X
SITOLZJ,X,X,O,O,X,X,X,X,X
SITOJLZ,X,X,X,O,X,O,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,O
SILTJZO,X,O,O,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,X,X
SILTZJO,X,O,O,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,X,X,X,X
SILTOJZ,X,X,O,O,X,X,X,X,X
SILTOZJ,X,X,O,O,X,X,X,X,X
SILJTZO,X,O,O,X,X,X,X,X,X
SILJTOZ,O,O,X,O,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,O,X,X
SILJOTZ,O,O,X,O,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,O,X,X
SILZTJO,O,O,O,X,X,X,X,X,X
SILZTOJ,X,X,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,O,X,X
SILZOTJ,X,X,O,O,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,O,X,X
SILOTJZ,X,X,O,O,X,X,X,X,X
SILOTZJ,X,X,O,O,X,X,X,X,X
SILOJTZ,O,O,O,O,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,O,X,X
SILOZTJ,X,X,O,O,X,X,X,X,X
SILOZJT,X,O,O,X,X,X,O,X,X
SIJTLZO,X,O,O,X,X,O,X,X,X
SIJTLOZ,O,O,X,O,X,O,X,X,X
SIJTZLO,X,O,X,X,X,O,X,X,X
SIJTZOL,X,O,X,X,X,O,X,X,X
SIJTOLZ,O,O,X,O,X,O,X,X,X
SIJTOZL,X,O,X,X,X,O,X,X,X
SIJLTZO,X,O,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,O,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X
SIJLOTZ,O,O,X,O,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,O,X,X
SIJZOTL,O,O,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,O,X,X
SIJOTLZ,O,O,X,O,X,O,X,X,X
SIJOTZL,X,O,X,X,X,O,X,X,X
SIJOLTZ,O,O,X,O,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,O,X,X
