sequence,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeFBJvhFXiB8nBxkBi?kBzpBmrB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFUhBziB/pBO?qBxrBasB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeXAJvhFVmBziB2pBx?rBasB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFxgBXiB8nBl?pBmrBiqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeXAJvhFziB2pBRmBi?mBFsB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeUBJvhFziB/pBFlBx?rBasBmpB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeUAJvhFRhBziBimBm?pBFsB/pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFRiBilBfsBl?nBmlB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jex/IvhFXhB8nBikB1?rBzpBOsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFziB2pBRmBi?mBFsBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFVmBziB2pBx?rBasBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFUhBziB2pBx?rBasBXqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je0/IvhFziB/pBRmBO?qBimBFsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Jel/IvhFRhBynB/pBO?qBTmBcsB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeaGJvhFFiB8nBxkBf?sBTkBeqB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhFilBRnBmlBf?sBlnB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8Je2EJvhFRmB3nBFlBT?mB0pBisB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeTEJvhFilBRnBmlBf?sBlnB0pB,v115@GhA8IeA8CeA8DeC8BeC8AeC8JeT/IvhF8nBypBRmB2?rBXqBFsB
TJIOLZS,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJIOSLZ,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJIOSZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJIOZLS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJIOZSL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJLISZO,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJLISOZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJLIZSO,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJLIZOS,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJLIOSZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJLIOZS,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJLSIZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLSZIO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLSOIZ,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLSOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLZISO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLZIOS,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJLZOSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJLOIZS,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJLOSIZ,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJLOZIS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJSILOZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
TJSIZLO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJSIZOL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJSIOLZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
TJSIOZL,X,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJSLIZO,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSLZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSLOIZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSLOZI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSZILO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJSZLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZOIL,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJSZOLI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJSOILZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
TJSOIZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJSOLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJSOZIL,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJSOZLI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJZILSO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZILOS,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZISLO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZISOL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZIOLS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZIOSL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZLISO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZLIOS,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZSIOL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZSLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZOISL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJZOLIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TJZOLSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJOILZS,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJOISLZ,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOISZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJOIZLS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJOIZSL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJOLISZ,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TJOLIZS,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TJOLSIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOLSZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOLZIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TJOLZSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
TJOSIZL,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TJOSLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOSLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOSZIL,O,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJOSZLI,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOZILS,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJOZISL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
TJOZLIS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TJOZLSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSILZOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSILOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSIJLZO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJZLO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJZOL,X,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TSIJOLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSIZLJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSIZLOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSIZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
TSIZJOL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
TSIZOLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSIZOJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSIOLJZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSIOJLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOJZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSIOZJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLIJZO,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLIZOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSLIOJZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSLJIZO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLJZIO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLJOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLZIJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSLZJIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLZJOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSLZOJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSLOJIZ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSLOJZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSLOZIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSLOZJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJILZO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJILOZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJIZLO,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJIZOL,X,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TSJIOLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJIOZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSJLIZO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJLZIO,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJLOIZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJLOZI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJZILO,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJZIOL,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TSJZLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJZOIL,X,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TSJZOLI,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSJOILZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJOIZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSJOLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSJOLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSJOZIL,X,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSJOZLI,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSZILJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSZILOJ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSZIJLO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
TSZIJOL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZIOLJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSZIOJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZLIJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSZLIOJ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSZLJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSZLJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSZLOJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
TSZJIOL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZJLIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSZJLOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZJOLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSZOIJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZOLIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X
TSZOLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZOJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOIJLZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOIJZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSOIZLJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOIZJL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOLIJZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOLJIZ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOLJZI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOLZIJ,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOLZJI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSOJIZL,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSOJLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOJLZI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOJZIL,X,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSOJZLI,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSOZILJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOZIJL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOZLIJ,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOZLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOZJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZILSOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZILOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZILOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIJLSO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJLOS,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIJSLO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZIJSOL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZIJOLS,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIJOSL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZISLJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZISLOJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TZISJLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZISJOL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZISOLJ,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
TZISOJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIOLJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIOLSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIOJLS,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIOJSL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZIOSLJ,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIOSJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLIJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLISJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLISOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLIOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TZLIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZLJISO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOSI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLSIOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLSJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLSJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZLSOJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLOIJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
TZLOISJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZLOJIS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOJSI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLOSJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZJILOS,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJISLO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJISOL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZJIOLS,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJIOSL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TZJLISO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJLIOS,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJLSIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLOIS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJLOSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
