sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
LSOIZTJ,O,O,X,O,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,X,X,X,O,X
LSOJTIZ,X,X,O,O,O,X,X,X,X,X
LSOJTZI,X,X,O,O,O,X,X,X,O,X
LSOJITZ,X,X,O,O,O,X,O,X,X,X
LSOJIZT,X,O,X,O,O,X,O,X,O,X
LSOJZTI,X,O,X,O,O,X,X,X,O,X
LSOJZIT,X,O,X,O,O,X,X,X,O,X
LSOZTIJ,O,O,X,O,O,X,X,X,X,X
LSOZTJI,O,O,X,O,O,X,X,X,X,X
LSOZITJ,O,O,X,O,O,X,X,X,X,X
LSOZIJT,O,O,X,O,O,X,X,X,O,X
LSOZJTI,O,O,X,O,O,X,X,X,O,X
LSOZJIT,O,O,X,O,O,X,X,X,O,X
LZTIJSO,O,O,X,X,O,X,X,X,X,X
LZTIJOS,O,O,X,X,O,X,X,X,X,X
LZTISJO,O,O,X,X,O,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,O,X,X,X,X,X
LZTJIOS,O,O,X,X,O,X,X,X,X,X
LZTJSIO,O,O,X,X,O,X,X,X,X,X
LZTJSOI,O,O,X,X,O,X,X,X,X,X
LZTJOIS,O,O,X,X,O,X,X,X,X,X
LZTJOSI,O,O,X,X,O,X,X,X,X,X
LZTSIJO,O,O,X,X,O,X,X,X,X,X
LZTSIOJ,O,O,X,X,O,X,X,X,X,X
LZTSJIO,O,O,X,X,O,X,X,X,X,X
LZTSJOI,O,O,X,X,O,X,X,X,X,X
LZTSOIJ,O,O,X,X,O,X,X,X,X,X
LZTSOJI,O,O,X,X,O,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,O,X,X,X,X,X
LZITJOS,O,O,X,X,O,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,X
LZITSOJ,O,O,X,X,O,X,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,O,X,X,X,O,X
LZIJTOS,O,O,X,X,O,X,X,X,X,X
LZIJSTO,O,O,O,X,O,X,X,X,O,X
LZIJSOT,O,O,X,X,O,X,X,X,O,X
LZIJOTS,X,O,X,X,O,X,O,X,X,X
LZIJOST,X,O,X,O,O,X,O,X,X,X
LZISTJO,O,O,O,X,O,X,X,X,X,X
LZISTOJ,O,O,O,X,O,X,X,X,X,X
LZISJTO,O,O,O,X,O,X,X,X,O,X
LZISJOT,O,O,X,X,O,X,X,X,O,X
LZISOTJ,O,O,X,X,O,X,X,X,X,X
LZISOJT,O,O,X,X,O,X,X,X,O,X
LZIOTJS,X,O,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,X,O,X,O,X,X,X
LZIOJST,X,O,X,O,O,X,O,X,X,X
LZIOSTJ,X,O,X,O,O,X,X,X,X,X
LZIOSJT,X,O,X,O,O,X,X,X,X,X
LZJTISO,O,O,X,X,O,X,X,X,O,X
LZJTIOS,O,O,X,X,O,X,X,X,X,X
LZJTSIO,O,O,X,X,O,X,X,X,O,X
LZJTSOI,O,O,X,X,O,X,X,X,O,X
LZJTOIS,O,O,X,X,O,X,X,X,X,X
LZJTOSI,O,O,X,X,O,X,X,X,X,X
LZJITSO,O,O,X,X,O,X,X,X,O,X
LZJITOS,O,O,X,X,O,X,X,X,X,X
LZJISTO,O,O,O,X,O,X,X,X,O,X
LZJISOT,O,O,X,X,O,X,X,X,O,X
LZJIOTS,X,O,X,X,O,X,O,X,X,X
LZJIOST,X,O,X,O,O,X,O,X,X,X
LZJSTIO,O,O,O,X,O,X,X,X,O,X
LZJSTOI,O,O,O,X,O,X,X,X,O,X
LZJSITO,O,O,O,X,O,X,X,X,O,X
LZJSIOT,O,O,X,X,O,X,X,X,O,X
LZJSOTI,O,O,X,X,O,X,X,X,O,X
LZJSOIT,O,O,X,X,O,X,X,X,O,X
LZJOTIS,O,O,X,X,O,X,X,X,X,X
LZJOTSI,O,O,X,X,O,X,X,X,X,X
LZJOITS,X,O,X,X,O,X,O,X,X,X
LZJOIST,X,O,X,O,O,X,O,X,X,X
LZJOSTI,O,O,X,O,O,X,X,X,X,X
LZJOSIT,O,O,X,O,O,X,X,X,X,X
LZSTIJO,O,O,O,X,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X,X,X
LZSTJOI,O,O,O,X,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,O,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X,X
LZSITJO,O,O,O,X,O,X,X,X,X,X
LZSITOJ,O,O,O,X,O,X,X,X,X,X
LZSIJTO,O,O,O,X,O,X,X,X,O,X
LZSIJOT,O,O,X,X,O,X,X,X,O,X
LZSIOTJ,O,O,X,X,O,X,X,X,X,X
LZSIOJT,O,O,X,X,O,X,X,X,O,X
LZSJTIO,O,O,O,X,O,X,X,X,O,X
LZSJTOI,O,O,O,X,O,X,X,X,O,X
LZSJITO,O,O,O,X,O,X,X,X,O,X
LZSJIOT,O,O,X,X,O,X,X,X,O,X
LZSJOTI,O,O,X,X,O,X,X,X,O,X
LZSJOIT,O,O,X,X,O,X,X,X,O,X
LZSOTIJ,O,O,X,X,O,X,X,X,X,X
LZSOTJI,O,O,X,X,O,X,X,X,X,X
LZSOITJ,O,O,X,X,O,X,X,X,X,X
LZSOIJT,O,O,X,X,O,X,X,X,O,X
LZSOJTI,O,O,X,X,O,X,X,X,O,X
LZSOJIT,O,O,X,X,O,X,X,X,O,X
LZOTIJS,O,O,X,X,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X,X,X
LZOTJIS,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,X,X,X,X,X
LZOITJS,X,O,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X,X,X
LZOIJTS,X,O,X,X,O,X,O,X,X,X
LZOIJST,X,O,X,O,O,X,O,X,X,X
LZOISTJ,X,O,X,O,O,X,X,X,X,X
LZOISJT,X,O,X,O,O,X,X,X,X,X
LZOJTIS,O,O,X,X,O,X,X,X,X,X
LZOJTSI,O,O,X,X,O,X,X,X,X,X
LZOJITS,X,O,X,X,O,X,O,X,X,X
LZOJIST,X,O,X,O,O,X,O,X,X,X
LZOJSTI,O,O,X,O,O,X,X,X,X,X
LZOJSIT,O,O,X,O,O,X,X,X,X,X
LZOSTIJ,O,O,X,O,O,X,X,X,X,X
LZOSTJI,O,O,X,O,O,X,X,X,X,X
LZOSITJ,O,O,X,O,O,X,X,X,X,X
LZOSIJT,O,O,X,O,O,X,X,X,X,X
LZOSJTI,O,O,X,O,O,X,X,X,X,X
LZOSJIT,O,O,X,O,O,X,X,X,X,X
LOTIJSZ,X,X,X,O,X,O,O,X,X,O
LOTIJZS,X,O,X,X,X,O,O,X,X,O
LOTISJZ,O,X,X,O,X,O,X,X,X,O
LOTISZJ,O,O,X,O,X,X,X,X,X,O
LOTIZJS,O,O,X,X,X,O,X,X,X,O
LOTIZSJ,O,O,X,X,X,X,X,X,X,O
LOTJISZ,X,X,X,O,X,O,O,X,X,O
LOTJIZS,X,O,X,X,X,O,O,X,X,O
LOTJSIZ,O,X,X,O,X,O,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,O,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,O,X,X,X,O
LOTSIZJ,O,O,X,O,X,X,X,X,X,O
LOTSJIZ,O,X,X,O,X,O,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,O,X,X,X,O
LOTZISJ,O,O,X,X,X,X,X,X,X,O
LOTZJIS,O,O,X,X,X,O,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,X,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X,X,X,X
LOITJSZ,X,X,X,O,X,O,O,X,X,O
LOITJZS,X,X,X,X,X,O,O,X,X,O
LOITSJZ,X,X,X,O,X,O,X,X,X,O
LOITSZJ,X,X,X,O,X,X,X,X,X,O
LOITZJS,X,O,X,X,X,O,X,X,X,O
LOITZSJ,X,X,X,X,X,X,X,X,X,O
LOIJTSZ,X,X,X,O,O,X,O,X,X,X
LOIJTZS,X,X,X,X,X,X,O,X,X,X
LOIJSTZ,X,X,O,O,O,X,O,X,X,X
LOIJSZT,X,X,X,O,O,X,O,X,X,X
LOIJZTS,X,O,X,X,X,X,O,O,X,X
LOIJZST,X,O,X,O,O,X,O,O,X,X
LOISTJZ,X,X,O,O,O,X,X,X,X,X
LOISTZJ,X,O,O,O,X,X,X,X,X,X
LOISJTZ,X,X,O,O,O,X,O,X,X,X
LOISJZT,X,O,X,O,O,X,O,X,X,X
LOISZTJ,X,O,X,O,X,X,X,X,X,X
LOISZJT,X,O,X,O,X,X,X,X,X,X
LOIZTJS,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X,X
LOIZJTS,X,O,X,X,X,X,O,X,X,X
LOIZJST,X,O,X,O,X,X,O,X,X,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,X
LOIZSJT,X,O,X,O,X,X,X,X,X,X
LOJTISZ,X,X,X,O,O,X,O,X,X,X
LOJTIZS,X,X,X,X,X,X,O,X,X,X
LOJTSIZ,X,X,X,O,O,X,X,X,X,X
LOJTSZI,X,X,X,O,O,X,X,X,X,X
LOJTZIS,X,X,X,X,O,X,X,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X,X,X
LOJITSZ,X,X,X,O,O,X,O,X,X,X
LOJITZS,X,X,X,X,X,X,O,X,X,X
LOJISTZ,X,X,O,O,O,X,O,X,X,X
LOJISZT,X,X,X,O,O,X,O,X,X,X
LOJIZTS,X,O,X,X,O,X,O,O,X,X
LOJIZST,X,O,X,O,O,X,O,O,X,X
LOJSTIZ,X,X,O,O,O,X,X,X,X,X
LOJSTZI,X,X,O,O,O,X,X,X,X,X
LOJSITZ,X,X,O,O,O,X,O,X,X,X
LOJSIZT,X,X,X,O,O,X,O,X,X,X
LOJSZTI,X,X,X,O,O,X,X,X,X,X
LOJSZIT,X,X,X,O,O,X,X,X,X,X
LOJZTIS,X,O,X,X,O,X,X,X,X,X
LOJZTSI,X,X,X,X,O,X,X,X,X,X
LOJZITS,X,O,X,X,O,X,O,O,X,X
LOJZIST,X,O,X,O,O,X,O,O,X,X
LOJZSTI,X,X,X,O,O,X,X,X,X,X
LOJZSIT,X,O,X,O,O,X,X,X,X,X
LOSTIJZ,O,X,O,O,O,X,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,X,X,X,X
LOSTJIZ,O,X,O,O,O,X,X,X,X,X
LOSTJZI,O,X,O,O,O,X,X,X,X,X
LOSTZIJ,O,O,O,O,O,X,X,X,X,X
LOSTZJI,O,O,O,O,O,X,X,X,X,X
LOSITJZ,O,X,O,O,O,X,X,X,X,X
LOSITZJ,O,O,O,O,X,X,X,X,X,X
LOSIJTZ,X,X,O,O,O,X,O,X,X,X
LOSIJZT,X,O,X,O,O,X,O,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X
LOSJTIZ,X,X,O,O,O,X,X,X,X,X
LOSJTZI,X,X,O,O,O,X,X,X,X,X
LOSJITZ,X,X,O,O,O,X,O,X,X,X
LOSJIZT,X,O,X,O,O,X,O,X,X,X
LOSJZTI,X,O,X,O,O,X,X,X,X,X
LOSJZIT,X,O,X,O,O,X,X,X,X,X
LOSZTIJ,O,O,X,O,O,X,X,X,X,X
LOSZTJI,O,O,X,O,O,X,X,X,X,X
LOSZITJ,O,O,X,O,O,X,X,X,X,X
LOSZIJT,O,O,X,O,O,X,X,X,X,X
LOSZJTI,O,O,X,O,O,X,X,X,X,X
LOSZJIT,O,O,X,O,O,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,X,X,X,X
LOZTSJI,O,O,X,X,X,X,X,X,X,X
LOZITJS,X,O,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X,X,X,X
LOZIJTS,X,O,X,X,O,X,O,X,X,X
LOZIJST,X,O,X,O,O,X,O,X,X,X
LOZISTJ,X,O,X,O,O,X,X,X,X,X
LOZISJT,X,O,X,O,O,X,X,X,X,X
LOZJTIS,O,O,X,X,O,X,X,X,X,X
LOZJTSI,O,O,X,X,O,X,X,X,X,X
LOZJITS,X,O,X,X,O,X,O,X,X,X
LOZJIST,X,O,X,O,O,X,O,X,X,X
LOZJSTI,O,O,X,O,O,X,X,X,X,X
LOZJSIT,O,O,X,O,O,X,X,X,X,X
LOZSTIJ,O,O,X,O,O,X,X,X,X,X
LOZSTJI,O,O,X,O,O,X,X,X,X,X
LOZSITJ,O,O,X,O,O,X,X,X,X,X
LOZSIJT,O,O,X,O,O,X,X,X,X,X
LOZSJTI,O,O,X,O,O,X,X,X,X,X
LOZSJIT,O,O,X,O,O,X,X,X,X,X
JTILSZO,X,X,O,X,X,X,X,X,X,X
JTILSOZ,X,X,O,X,X,O,X,X,X,X
JTILZSO,X,X,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,O,X,X,X,X
JTILOSZ,X,X,O,O,X,O,O,X,X,O
JTILOZS,X,X,X,X,X,O,O,X,X,O
JTISLZO,X,X,O,X,X,X,X,X,X,X
JTISLOZ,X,X,O,O,X,O,X,X,X,X
JTISZLO,X,X,O,X,X,X,X,X,O,X
JTISZOL,X,X,O,O,X,X,X,X,O,X
JTISOLZ,X,X,O,O,X,O,X,X,X,X
JTISOZL,X,X,O,O,X,X,X,X,O,X
JTIZLSO,X,X,X,X,X,X,X,X,O,X
JTIZLOS,X,X,X,X,X,O,X,X,X,X
JTIZSLO,X,X,O,X,X,X,X,X,O,X
JTIZSOL,X,X,O,X,X,X,X,X,O,X
JTIZOLS,X,X,X,X,X,O,X,O,X,X
JTIZOSL,X,X,O,X,X,X,X,O,O,X
JTIOLSZ,X,X,O,O,X,O,O,X,X,O
JTIOLZS,X,X,X,X,X,O,O,X,X,O
JTIOSLZ,X,X,O,O,X,O,X,X,X,X
JTIOSZL,X,X,O,O,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,O,X,O,X,X
JTIOZSL,X,X,O,X,X,X,X,O,X,X
JTLISZO,X,O,O,X,O,X,X,X,X,X
JTLISOZ,X,O,O,X,O,O,X,X,X,X
JTLIZSO,X,O,X,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,X,O,X,X,X,X
JTLIOSZ,X,X,O,O,O,O,O,X,X,O
JTLIOZS,X,O,X,X,X,O,O,X,X,O
JTLSIZO,O,O,O,X,O,X,X,X,X,X
JTLSIOZ,O,O,O,X,O,O,X,X,X,X
JTLSZIO,O,O,O,X,O,X,X,X,O,X
JTLSZOI,O,O,O,X,O,X,X,X,O,X
JTLSOIZ,O,O,O,X,O,O,X,X,X,X
JTLSOZI,O,O,O,X,O,X,X,X,O,X
JTLZISO,O,O,X,X,O,X,X,X,O,X
JTLZIOS,O,O,X,X,O,O,X,X,X,X
JTLZSIO,O,O,X,X,O,X,X,X,O,X
JTLZSOI,O,O,X,X,O,X,X,X,O,X
JTLZOIS,O,O,X,X,O,O,X,X,X,X
JTLZOSI,O,O,X,X,O,X,X,X,X,X
JTLOISZ,X,X,O,O,O,O,O,X,X,O
JTLOIZS,X,O,X,X,X,O,O,X,X,O
JTLOSIZ,O,X,O,O,O,O,X,X,X,X
JTLOSZI,O,X,O,O,O,X,X,X,X,X
JTLOZIS,O,O,X,X,O,O,X,X,X,X
JTLOZSI,O,O,X,X,O,X,X,X,X,X
JTSILZO,O,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,O,O,O,O,X,X,X,X
JTSIZLO,O,O,O,X,O,X,X,X,O,X
JTSIZOL,O,O,O,O,O,X,X,X,O,X
JTSIOLZ,X,O,O,O,O,O,X,X,X,X
JTSIOZL,O,O,O,O,O,X,X,X,O,X
JTSLIZO,O,O,O,X,O,X,X,X,X,X
JTSLIOZ,O,O,O,O,O,O,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,O,X
JTSLZOI,O,O,O,X,O,X,X,X,O,X
JTSLOIZ,O,O,O,O,O,O,X,X,X,X
JTSLOZI,O,O,O,O,O,X,X,X,O,X
JTSZILO,O,O,O,X,O,X,X,X,O,X
JTSZIOL,O,O,O,O,O,X,X,X,O,X
JTSZLIO,O,O,O,X,O,X,X,X,O,X
JTSZLOI,O,O,O,X,O,X,X,X,O,X
JTSZOIL,O,O,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,O,O,X,X,X,O,X
JTSOILZ,X,O,O,O,O,O,X,X,X,X
JTSOIZL,O,O,O,O,O,X,X,X,O,X
JTSOLIZ,O,O,O,O,O,O,X,X,X,X
JTSOLZI,O,O,O,O,O,X,X,X,O,X
JTSOZIL,O,O,O,O,O,X,X,X,O,X
JTSOZLI,O,O,O,O,O,X,X,X,O,X
JTZILSO,O,O,X,X,O,X,X,X,O,X
JTZILOS,O,O,X,X,O,O,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,O,X
JTZISOL,O,O,O,X,O,X,X,X,O,X
JTZIOLS,O,O,X,X,O,O,X,O,X,X
JTZIOSL,O,X,O,X,O,X,X,O,O,X
JTZLISO,O,O,X,X,O,X,X,X,O,X
JTZLIOS,O,O,X,X,O,O,X,X,X,X
JTZLSIO,O,O,X,X,O,X,X,X,O,X
JTZLSOI,O,O,X,X,O,X,X,X,O,X
JTZLOIS,O,O,X,X,O,O,X,X,X,X
JTZLOSI,O,O,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,X,O,X,X,X,O,X
JTZSIOL,O,O,O,X,O,X,X,X,O,X
JTZSLIO,O,O,O,X,O,X,X,X,O,X
JTZSLOI,O,O,O,X,O,X,X,X,O,X
JTZSOIL,O,O,O,X,O,X,X,X,O,X
JTZSOLI,O,O,O,X,O,X,X,X,O,X
JTZOILS,O,O,X,X,O,O,X,O,X,X
JTZOISL,O,X,O,X,O,X,X,O,O,X
JTZOLIS,O,O,X,X,O,O,X,X,X,X
JTZOLSI,O,O,X,X,O,X,X,X,X,X
JTZOSIL,O,O,O,X,O,X,X,X,O,X
JTZOSLI,O,O,O,X,O,X,X,X,O,X
JTOILSZ,X,X,O,O,X,O,O,X,X,O
JTOILZS,X,X,X,X,X,O,O,X,X,O
JTOISLZ,X,X,O,O,X,O,X,X,X,X
JTOISZL,X,X,O,O,X,X,X,X,X,X
JTOIZLS,X,X,X,X,X,O,X,O,X,X
JTOIZSL,X,X,O,X,X,X,X,O,X,X
JTOLISZ,X,X,O,O,O,O,O,X,X,O
JTOLIZS,X,O,X,X,X,O,O,X,X,O
JTOLSIZ,O,X,O,O,O,O,X,X,X,X
JTOLSZI,O,X,O,O,O,X,X,X,X,X
JTOLZIS,O,O,X,X,O,O,X,X,X,X
JTOLZSI,O,O,X,X,O,X,X,X,X,X
JTOSILZ,X,X,O,O,O,O,X,X,X,X
JTOSIZL,O,X,O,O,O,X,X,X,O,X
JTOSLIZ,O,X,O,O,O,O,X,X,X,X
JTOSLZI,O,X,O,O,O,X,X,X,O,X
JTOSZIL,O,X,O,O,O,X,X,X,O,X
JTOSZLI,O,X,O,O,O,X,X,X,O,X
JTOZILS,O,O,X,X,O,O,X,O,X,X
JTOZISL,O,X,O,X,O,X,X,O,O,X
JTOZLIS,O,O,X,X,O,O,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X,X,X
JTOZSIL,O,X,O,X,O,X,X,X,O,X
JTOZSLI,O,O,O,X,O,X,X,X,O,X
JITLSZO,X,X,O,X,X,X,X,X,X,X
JITLSOZ,X,X,O,X,X,O,X,X,X,X
JITLZSO,X,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,O,X,X,X,X
JITLOSZ,X,X,O,O,X,O,O,X,X,O
JITLOZS,X,X,X,X,X,O,O,X,X,O
JITSLZO,X,X,O,X,X,X,X,X,X,X
JITSLOZ,X,X,O,O,X,O,X,X,X,X
JITSZLO,X,X,O,X,X,X,X,X,O,X
JITSZOL,X,X,O,O,X,X,X,X,O,X
JITSOLZ,X,X,O,O,X,O,X,X,X,X
JITSOZL,X,X,O,O,X,X,X,X,O,X
JITZLSO,X,X,X,X,X,X,X,X,O,X
JITZLOS,X,X,X,X,X,O,X,X,X,X
JITZSLO,X,X,O,X,X,X,X,X,O,X
JITZSOL,X,X,O,X,X,X,X,X,O,X
JITZOLS,X,X,X,X,X,O,X,O,X,X
JITZOSL,X,X,O,X,X,X,X,O,O,X
JITOLSZ,X,X,O,O,X,O,O,X,X,O
JITOLZS,X,X,X,X,X,O,O,X,X,O
JITOSLZ,X,X,O,O,X,O,X,X,X,X
JITOSZL,X,X,O,O,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,O,X,O,X,X
JITOZSL,X,X,O,X,X,X,X,O,X,X
JILTSZO,X,X,O,X,O,X,X,X,X,X
JILTSOZ,X,X,O,X,O,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,X,X
JILTOSZ,X,X,O,O,O,X,O,X,X,X
JILTOZS,X,X,X,X,X,X,O,X,X,X
JILSTZO,X,X,O,X,O,X,X,X,X,X
JILSTOZ,X,X,O,O,O,X,X,X,X,X
JILSZTO,X,X,O,X,O,X,X,X,X,X
JILSZOT,X,X,X,X,O,X,X,X,X,X
JILSOTZ,X,X,O,O,O,X,O,X,X,X
JILSOZT,X,X,X,O,O,X,O,X,X,X
JILZTSO,X,X,X,X,O,X,X,X,X,X
JILZTOS,X,X,X,X,O,X,X,X,X,X
JILZSTO,X,X,O,X,O,X,X,X,X,X
JILZSOT,X,X,X,X,O,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,O,O,X,X
JILZOST,X,X,X,O,O,X,O,O,X,X
JILOTSZ,X,X,X,O,O,X,O,X,X,X
JILOTZS,X,X,X,X,X,X,O,X,X,X
JILOSTZ,X,X,O,O,O,X,O,X,X,X
JILOSZT,X,X,X,O,O,X,O,X,X,X
JILOZTS,X,X,X,X,O,X,O,O,X,X
JILOZST,X,X,X,O,O,X,O,O,X,X
JISTLZO,X,X,O,X,O,X,X,X,X,X
JISTLOZ,X,X,O,O,O,X,X,X,X,X
JISTZLO,X,X,O,X,O,X,X,X,O,X
JISTZOL,X,X,O,O,O,X,X,X,O,X
JISTOLZ,X,X,O,O,O,X,X,X,X,X
JISTOZL,X,X,O,O,O,X,X,X,O,X
JISLTZO,X,X,O,X,O,X,X,X,X,X
JISLTOZ,X,X,O,O,O,X,X,X,X,X
JISLZTO,X,X,O,X,O,X,X,X,O,X
JISLZOT,X,X,X,X,O,X,X,X,O,X
JISLOTZ,X,X,O,O,O,X,O,X,X,X
JISLOZT,X,X,X,O,O,X,O,X,O,X
JISZTLO,X,X,O,X,O,X,X,X,O,X
JISZTOL,X,X,O,O,O,X,X,X,O,X
JISZLTO,X,X,O,X,O,X,X,X,O,X
JISZLOT,X,X,X,X,O,X,X,X,O,X
JISZOTL,X,X,X,O,O,X,X,O,O,X
JISZOLT,X,X,X,O,O,X,X,O,O,X
JISOTLZ,X,X,O,O,O,X,X,X,X,X
JISOTZL,X,X,O,O,O,X,X,X,O,X
JISOLTZ,X,X,O,O,O,X,O,X,X,X
JISOLZT,X,X,X,O,O,X,O,X,O,X
JISOZTL,X,X,X,O,O,X,X,O,O,X
JISOZLT,X,X,X,O,O,X,X,O,O,X
JIZTLSO,X,X,X,X,O,X,X,X,O,X
JIZTLOS,X,X,X,X,O,X,X,X,X,X
JIZTSLO,X,X,O,X,O,X,X,X,O,X
JIZTSOL,X,X,O,X,O,X,X,X,O,X
JIZTOLS,X,X,X,X,O,X,X,O,X,X
JIZTOSL,X,X,O,X,O,X,X,O,O,X
JIZLTSO,X,X,X,X,O,X,X,X,O,X
JIZLTOS,X,X,X,X,O,X,X,X,X,X
JIZLSTO,X,X,O,X,O,X,X,X,O,X
JIZLSOT,X,X,X,X,O,X,X,X,O,X
JIZLOTS,X,X,X,X,O,X,O,O,X,X
JIZLOST,X,X,X,O,O,X,O,O,X,X
JIZSTLO,X,X,O,X,O,X,X,X,O,X
JIZSTOL,X,X,O,O,O,X,X,X,O,X
JIZSLTO,X,X,O,X,O,X,X,X,O,X
JIZSLOT,X,X,X,X,O,X,X,X,O,X
JIZSOTL,X,X,X,O,O,X,X,O,O,X
JIZSOLT,X,X,X,O,O,X,X,O,O,X
JIZOTLS,X,X,X,X,O,X,X,O,X,X
JIZOTSL,X,X,X,X,O,X,X,O,O,X
JIZOLTS,X,X,X,X,O,X,O,O,X,X
JIZOLST,X,X,X,O,O,X,O,O,X,X
JIZOSTL,X,X,X,O,O,X,X,O,O,X
JIZOSLT,X,X,X,O,O,X,X,O,O,X
JIOTLSZ,X,X,O,O,X,O,O,X,X,O
JIOTLZS,X,X,X,X,X,O,O,X,X,O
JIOTSLZ,X,X,O,O,X,O,X,X,X,X
JIOTSZL,X,X,O,O,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,O,X,O,X,X
JIOTZSL,X,X,O,X,X,X,X,O,X,X
JIOLTSZ,X,X,X,O,O,X,O,X,X,X
JIOLTZS,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,X,X,O,O,O,X,O,X,X,X
JIOLSZT,X,X,X,O,O,X,O,X,X,X
JIOLZTS,X,X,X,X,O,X,O,O,X,X
JIOLZST,X,X,X,O,O,X,O,O,X,X
JIOSTLZ,X,X,O,O,O,X,X,X,X,X
JIOSTZL,X,X,O,O,O,X,X,X,X,X
JIOSLTZ,X,X,O,O,O,X,O,X,X,X
JIOSLZT,X,X,X,O,O,X,O,X,X,X
