sequence,v115@OhA8HeG8CeD8Je0/IvhF6lBxhBTjB2pBXrBlrB,v115@OhA8HeG8CeD8JeOEJvhFFiBTjBClBxqB/rB0qB,v115@OhA8HeG8CeD8Jei/IvhFUhBFiBTjB3kBxqBWwB,v115@OhA8HeG8CeD8Je1FJvhFxhBTjB0kB3mBikBWwB,v115@OhA8HeG8CeD8JeKEJvhFRgBFiBTjBUlBXrBGrB,v115@OhA8HeG8CeD8JexBJvhFTjB0kBllB3mBikBWwB
OJSLZTI,O,X,X,O,O,X
OJSLZIT,O,X,X,X,O,X
OJSZTIL,O,X,X,O,X,O
OJSZTLI,O,X,X,O,X,O
OJSZITL,O,X,X,O,X,O
OJSZILT,O,X,X,X,X,X
OJSZLTI,O,X,X,O,X,X
OJSZLIT,O,X,X,X,X,X
OJZTILS,O,O,X,X,X,X
OJZTISL,X,X,X,O,X,X
OJZTLIS,O,O,X,X,X,X
OJZTLSI,O,X,X,O,X,X
OJZTSIL,O,X,X,O,X,O
OJZTSLI,O,X,X,O,X,O
OJZITLS,O,O,X,X,X,X
OJZITSL,X,X,X,O,X,X
OJZILTS,O,O,X,X,X,X
OJZILST,O,O,X,X,X,X
OJZISTL,O,X,X,O,X,O
OJZISLT,O,X,X,X,X,X
OJZLTIS,O,O,X,X,X,X
OJZLTSI,O,X,X,O,X,X
OJZLITS,O,O,X,X,X,X
OJZLIST,O,O,X,X,X,X
OJZLSTI,O,X,X,O,X,X
OJZLSIT,O,X,X,X,X,X
OJZSTIL,O,X,X,O,X,O
OJZSTLI,O,X,X,O,X,O
OJZSITL,O,X,X,O,X,O
OJZSILT,O,X,X,X,X,X
OJZSLTI,O,X,X,O,X,X
OJZSLIT,O,X,X,X,X,X
OSTILJZ,O,O,O,X,X,X
OSTILZJ,X,X,O,O,O,O
OSTIJLZ,O,O,O,X,X,X
OSTIJZL,O,X,O,O,X,O
OSTIZLJ,X,X,O,O,X,O
OSTIZJL,X,X,O,O,X,O
OSTLIJZ,O,O,O,X,X,X
OSTLIZJ,X,X,O,O,O,O
OSTLJIZ,O,O,O,X,X,X
OSTLJZI,O,X,X,X,O,X
OSTLZIJ,X,X,O,O,O,O
OSTLZJI,X,X,X,O,O,O
OSTJILZ,O,O,O,O,X,X
OSTJIZL,O,X,O,O,X,O
OSTJLIZ,O,O,O,O,X,X
OSTJLZI,O,X,X,O,O,X
OSTJZIL,O,X,X,O,X,O
OSTJZLI,O,X,X,O,X,O
OSTZILJ,X,X,O,O,X,O
OSTZIJL,X,X,O,O,X,O
OSTZLIJ,X,X,O,O,O,O
OSTZLJI,X,X,X,O,O,O
OSTZJIL,X,X,X,O,X,O
OSTZJLI,X,X,X,O,X,O
OSITLJZ,O,O,O,X,X,X
OSITLZJ,X,X,O,O,O,O
OSITJLZ,O,O,O,X,X,X
OSITJZL,O,X,O,O,X,O
OSITZLJ,X,X,O,O,X,O
OSITZJL,X,X,O,O,X,O
OSILTJZ,O,O,O,X,X,X
OSILTZJ,X,X,O,O,O,O
OSILJTZ,O,O,O,X,X,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,X,X,O,O,O,O
OSILZJT,O,X,O,X,O,X
OSIJTLZ,O,O,O,O,X,X
OSIJTZL,O,X,O,O,X,O
OSIJLTZ,O,O,O,O,X,X
OSIJLZT,O,O,O,X,X,X
OSIJZTL,O,X,O,O,X,O
OSIJZLT,O,X,O,X,X,X
OSIZTLJ,X,X,O,O,X,O
OSIZTJL,X,X,O,O,X,O
OSIZLTJ,X,X,O,O,X,O
OSIZLJT,O,X,O,X,X,X
OSIZJTL,O,X,O,O,X,O
OSIZJLT,O,X,O,X,X,X
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,X,X,O,O,O,O
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,X,X,X,O,X
OSLTZIJ,X,X,O,O,O,O
OSLTZJI,X,X,X,O,O,O
OSLITJZ,O,O,O,X,X,X
OSLITZJ,X,X,O,O,O,O
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,X,X,O,O,O,O
OSLIZJT,O,X,O,X,O,X
OSLJTIZ,O,O,O,O,X,X
OSLJTZI,O,X,X,O,O,X
OSLJITZ,O,O,O,O,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,X,X,O,O,X
OSLJZIT,O,X,X,X,O,X
OSLZTIJ,X,X,O,O,O,O
OSLZTJI,X,X,X,O,O,O
OSLZITJ,X,X,O,O,O,O
OSLZIJT,O,X,O,X,O,X
OSLZJTI,O,X,X,O,O,X
OSLZJIT,O,X,X,X,O,X
OSJTILZ,O,O,O,O,X,X
OSJTIZL,O,X,O,O,X,O
OSJTLIZ,O,O,O,O,X,X
OSJTLZI,O,X,X,O,O,X
OSJTZIL,O,X,X,O,X,O
OSJTZLI,O,X,X,O,X,O
OSJITLZ,O,O,O,O,X,X
OSJITZL,O,X,O,O,X,O
OSJILTZ,O,O,O,O,X,X
OSJILZT,O,O,O,X,X,X
OSJIZTL,O,X,O,O,X,O
OSJIZLT,O,X,O,X,X,X
OSJLTIZ,O,O,O,O,X,X
OSJLTZI,O,X,X,O,O,X
OSJLITZ,O,O,O,O,X,X
OSJLIZT,O,O,O,X,X,X
OSJLZTI,O,X,X,O,O,X
OSJLZIT,O,X,X,X,O,X
OSJZTIL,O,X,X,O,X,O
OSJZTLI,O,X,X,O,X,O
OSJZITL,O,X,X,O,X,O
OSJZILT,O,X,X,X,X,X
OSJZLTI,O,X,X,O,X,X
OSJZLIT,O,X,X,X,X,X
OSZTILJ,X,X,O,O,X,O
OSZTIJL,X,X,O,O,X,O
OSZTLIJ,X,X,O,O,O,O
OSZTLJI,X,X,X,O,O,O
OSZTJIL,X,X,X,O,X,O
OSZTJLI,X,X,X,O,X,O
OSZITLJ,X,X,O,O,X,O
OSZITJL,X,X,O,O,X,O
OSZILTJ,X,X,O,O,X,O
OSZILJT,O,X,O,X,X,X
OSZIJTL,O,X,O,O,X,O
OSZIJLT,O,X,O,X,X,X
OSZLTIJ,X,X,O,O,O,O
OSZLTJI,X,X,X,O,O,O
OSZLITJ,X,X,O,O,O,O
OSZLIJT,O,X,O,X,O,X
OSZLJTI,O,X,X,O,O,X
OSZLJIT,O,X,X,X,O,X
OSZJTIL,O,X,X,O,X,O
OSZJTLI,O,X,X,O,X,O
OSZJITL,O,X,X,O,X,O
OSZJILT,O,X,X,X,X,X
OSZJLTI,O,X,X,O,X,X
OSZJLIT,O,X,X,X,X,X
OZTILJS,X,O,X,X,X,X
OZTILSJ,X,X,O,X,X,X
OZTIJLS,X,O,X,X,X,X
OZTIJSL,X,X,O,O,X,X
OZTISLJ,X,X,O,O,X,O
OZTISJL,X,X,O,O,X,O
OZTLIJS,X,O,X,X,O,X
OZTLISJ,X,X,X,X,O,X
OZTLJIS,X,O,X,X,O,X
OZTLJSI,X,X,X,O,O,X
OZTLSIJ,X,X,X,O,O,O
OZTLSJI,X,X,X,O,O,O
OZTJILS,X,O,X,X,X,X
OZTJISL,X,X,X,O,X,X
OZTJLIS,X,O,X,X,X,X
OZTJLSI,X,X,X,O,X,X
OZTJSIL,X,X,X,O,X,O
OZTJSLI,X,X,X,O,X,O
OZTSILJ,X,X,O,O,X,O
OZTSIJL,X,X,O,O,X,O
OZTSLIJ,X,X,O,O,O,O
OZTSLJI,X,X,X,O,O,O
OZTSJIL,X,X,X,O,X,O
OZTSJLI,X,X,X,O,X,O
OZITLJS,X,O,X,X,X,X
OZITLSJ,X,X,O,X,X,X
OZITJLS,X,O,X,X,X,X
OZITJSL,X,X,O,O,X,X
OZITSLJ,X,X,O,O,X,O
OZITSJL,X,X,O,O,X,O
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,X,O,X,X,X
OZILJTS,X,O,X,X,X,X
OZILJST,X,O,X,X,X,X
OZILSTJ,X,X,O,O,X,O
OZILSJT,X,X,O,X,X,X
OZIJTLS,O,O,X,X,X,X
OZIJTSL,X,X,O,O,X,X
OZIJLTS,O,O,X,X,X,X
OZIJLST,O,O,X,X,X,X
OZIJSTL,O,X,O,O,X,O
OZIJSLT,O,X,O,X,X,X
OZISTLJ,X,X,O,O,X,O
OZISTJL,X,X,O,O,X,O
OZISLTJ,X,X,O,O,X,O
OZISLJT,O,X,O,X,X,X
OZISJTL,O,X,O,O,X,O
OZISJLT,O,X,O,X,X,X
OZLTIJS,X,O,X,X,O,X
OZLTISJ,X,X,X,X,O,X
OZLTJIS,X,O,X,X,O,X
OZLTJSI,X,X,X,O,O,X
OZLTSIJ,X,X,X,O,O,O
OZLTSJI,X,X,X,O,O,O
OZLITJS,X,O,X,X,O,X
OZLITSJ,X,X,X,X,O,X
OZLIJTS,X,O,X,X,O,X
OZLIJST,X,O,X,X,O,X
OZLISTJ,X,X,X,O,O,O
OZLISJT,X,X,X,X,O,X
OZLJTIS,X,O,X,X,O,X
OZLJTSI,X,X,X,O,O,X
OZLJITS,X,O,X,X,O,X
OZLJIST,X,O,X,X,O,X
OZLJSTI,X,X,X,O,O,X
OZLJSIT,X,X,X,X,O,X
OZLSTIJ,X,X,X,O,O,O
OZLSTJI,X,X,X,O,O,O
OZLSITJ,X,X,X,O,O,O
OZLSIJT,X,X,X,X,O,X
OZLSJTI,X,X,X,O,O,X
OZLSJIT,X,X,X,X,O,X
OZJTILS,O,O,X,X,X,X
OZJTISL,X,X,X,O,X,X
OZJTLIS,O,O,X,X,X,X
OZJTLSI,O,X,X,O,X,X
OZJTSIL,O,X,X,O,X,O
OZJTSLI,O,X,X,O,X,O
OZJITLS,O,O,X,X,X,X
OZJITSL,X,X,X,O,X,X
OZJILTS,O,O,X,X,X,X
OZJILST,O,O,X,X,X,X
OZJISTL,O,X,X,O,X,O
OZJISLT,O,X,X,X,X,X
OZJLTIS,O,O,X,X,X,X
OZJLTSI,O,X,X,O,X,X
OZJLITS,O,O,X,X,X,X
OZJLIST,O,O,X,X,X,X
OZJLSTI,O,X,X,O,X,X
OZJLSIT,O,X,X,X,X,X
OZJSTIL,O,X,X,O,X,O
OZJSTLI,O,X,X,O,X,O
OZJSITL,O,X,X,O,X,O
OZJSILT,O,X,X,X,X,X
OZJSLTI,O,X,X,O,X,X
OZJSLIT,O,X,X,X,X,X
OZSTILJ,X,X,O,O,X,O
OZSTIJL,X,X,O,O,X,O
OZSTLIJ,X,X,O,O,O,O
OZSTLJI,X,X,X,O,O,O
OZSTJIL,X,X,X,O,X,O
OZSTJLI,X,X,X,O,X,O
OZSITLJ,X,X,O,O,X,O
OZSITJL,X,X,O,O,X,O
OZSILTJ,X,X,O,O,X,O
OZSILJT,O,X,O,X,X,X
OZSIJTL,O,X,O,O,X,O
OZSIJLT,O,X,O,X,X,X
OZSLTIJ,X,X,O,O,O,O
OZSLTJI,X,X,X,O,O,O
OZSLITJ,X,X,O,O,O,O
OZSLIJT,O,X,O,X,O,X
OZSLJTI,O,X,X,O,O,X
OZSLJIT,O,X,X,X,O,X
OZSJTIL,O,X,X,O,X,O
OZSJTLI,O,X,X,O,X,O
OZSJITL,O,X,X,O,X,O
OZSJILT,O,X,X,X,X,X
OZSJLTI,O,X,X,O,X,X
OZSJLIT,O,X,X,X,X,X
