sequence,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBmiBXlBl?mBcsBTrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBclBihBz?iBFsB3rB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukB8mBziBi?lBXsBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFGgB/mBFiB8?nBzkBywB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBXiB8nBi?lBzrBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBThBOnB8?nBXlB1wB,v115@GhA8IeA8CeB8CeB8AeC8CeC8Jex/IvhFziBOpBXlBV?sB0rBirB
JLIOZST,X,O,O,X,O,X,X
JLSTIZO,O,X,O,X,X,X,O
JLSTIOZ,X,X,O,X,X,X,O
JLSTZIO,O,X,O,X,X,X,O
JLSTZOI,O,X,O,X,X,X,O
JLSTOIZ,X,X,O,X,X,X,O
JLSTOZI,X,X,O,X,X,X,O
JLSITZO,O,X,O,X,X,X,O
JLSITOZ,X,X,O,X,X,X,O
JLSIZTO,O,X,O,O,X,X,X
JLSIZOT,O,X,O,X,O,X,X
JLSIOTZ,X,X,O,X,X,X,O
JLSIOZT,O,X,O,X,O,X,X
JLSZTIO,O,X,O,O,X,X,X
JLSZTOI,O,X,O,X,X,X,X
JLSZITO,O,X,O,O,X,X,X
JLSZIOT,O,X,O,X,O,X,X
JLSZOTI,O,X,O,X,O,X,X
JLSZOIT,O,X,O,X,O,X,X
JLSOTIZ,X,X,O,X,X,X,O
JLSOTZI,X,X,O,X,X,X,O
JLSOITZ,X,X,O,X,X,X,O
JLSOIZT,O,X,O,X,O,X,X
JLSOZTI,O,X,O,X,O,X,X
JLSOZIT,O,X,O,X,O,X,X
JLZTISO,O,O,X,O,X,X,X
JLZTIOS,X,O,X,X,O,X,X
JLZTSIO,O,O,X,O,X,X,X
JLZTSOI,O,O,X,O,X,X,X
JLZTOIS,X,O,X,X,O,X,X
JLZTOSI,X,O,X,X,O,X,X
JLZITSO,O,O,X,O,X,X,X
JLZITOS,X,O,X,X,O,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,O,X,X
JLZIOTS,X,O,X,X,O,X,X
JLZIOST,X,O,O,O,O,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,O,O,O,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,O,X,X
JLZSOTI,O,X,O,O,O,X,X
JLZSOIT,O,O,O,O,O,X,X
JLZOTIS,X,O,X,X,O,X,X
JLZOTSI,X,O,X,X,O,X,X
JLZOITS,X,O,X,X,O,X,X
JLZOIST,X,O,O,O,O,X,X
JLZOSTI,X,X,O,O,O,X,X
JLZOSIT,X,O,O,O,O,X,X
JLOTISZ,X,X,O,X,X,X,X
JLOTIZS,X,X,X,X,O,X,X
JLOTSIZ,X,X,O,X,X,X,O
JLOTSZI,X,X,O,X,X,X,O
JLOTZIS,X,X,X,X,O,X,X
JLOTZSI,X,X,X,X,O,X,X
JLOITSZ,X,X,O,X,X,X,X
JLOITZS,X,X,X,X,O,X,X
JLOISTZ,X,X,O,X,X,X,X
JLOISZT,X,X,O,X,O,X,X
JLOIZTS,X,O,X,X,O,X,X
JLOIZST,X,O,O,X,O,X,X
JLOSTIZ,X,X,O,X,X,X,O
JLOSTZI,X,X,O,X,X,X,O
JLOSITZ,X,X,O,X,X,X,O
JLOSIZT,X,X,O,X,O,X,X
JLOSZTI,X,X,O,X,O,X,X
JLOSZIT,X,X,O,X,O,X,X
JLOZTIS,X,O,X,X,O,X,X
JLOZTSI,X,X,X,X,O,X,X
JLOZITS,X,O,X,X,O,X,X
JLOZIST,X,O,O,X,O,X,X
JLOZSTI,X,X,O,X,O,X,X
JLOZSIT,X,O,O,X,O,X,X
JSTILZO,O,X,O,X,X,X,O
JSTILOZ,X,X,O,X,X,X,O
JSTIZLO,O,X,X,O,X,X,O
JSTIZOL,O,X,X,O,X,X,O
JSTIOLZ,X,X,O,X,X,X,O
JSTIOZL,X,X,X,X,X,X,O
JSTLIZO,O,X,O,X,X,X,O
JSTLIOZ,X,X,O,X,X,X,O
JSTLZIO,O,X,O,X,X,X,O
JSTLZOI,O,X,O,X,X,X,O
JSTLOIZ,X,X,O,X,X,X,O
JSTLOZI,X,X,O,X,X,X,O
JSTZILO,O,X,X,O,X,X,O
JSTZIOL,O,X,X,O,X,X,O
JSTZLIO,O,X,X,O,X,X,O
JSTZLOI,O,X,X,X,X,X,O
JSTZOIL,O,X,X,O,X,X,O
JSTZOLI,O,X,X,X,X,X,O
JSTOILZ,X,X,O,X,X,X,O
JSTOIZL,X,X,X,X,X,X,O
JSTOLIZ,X,X,O,X,X,X,O
JSTOLZI,X,X,O,X,X,X,O
JSTOZIL,X,X,X,X,X,X,O
JSTOZLI,X,X,X,X,X,X,O
JSITLZO,O,X,O,X,X,X,O
JSITLOZ,X,X,O,X,X,X,O
JSITZLO,O,X,X,O,X,X,O
JSITZOL,O,X,X,O,X,X,O
JSITOLZ,X,X,O,X,X,X,O
JSITOZL,X,X,X,X,X,X,O
JSILTZO,O,X,O,X,X,X,O
JSILTOZ,X,X,O,X,X,X,O
JSILZTO,O,X,O,O,X,O,X
JSILZOT,O,X,O,X,O,X,X
JSILOTZ,X,X,O,X,X,X,O
JSILOZT,O,X,O,X,O,X,X
JSIZTLO,O,X,X,O,X,O,O
JSIZTOL,O,X,X,O,X,O,O
JSIZLTO,O,X,O,O,X,O,X
JSIZLOT,O,X,O,O,O,X,X
JSIZOTL,O,X,X,O,X,X,O
JSIZOLT,O,X,O,O,O,X,X
JSIOTLZ,X,X,O,X,X,X,O
JSIOTZL,X,X,X,O,X,X,O
JSIOLTZ,X,X,O,X,X,X,O
JSIOLZT,O,X,O,O,O,X,X
JSIOZTL,O,X,X,O,X,X,O
JSIOZLT,O,X,O,O,O,X,X
JSLTIZO,O,X,O,X,X,X,O
JSLTIOZ,X,X,O,X,X,X,O
JSLTZIO,O,X,O,X,X,X,O
JSLTZOI,O,X,O,X,X,X,O
JSLTOIZ,X,X,O,X,X,X,O
JSLTOZI,X,X,O,X,X,X,O
JSLITZO,O,X,O,X,X,X,O
JSLITOZ,X,X,O,X,X,X,O
JSLIZTO,O,X,O,O,X,O,X
JSLIZOT,O,X,O,X,O,X,X
JSLIOTZ,X,X,O,X,X,X,O
JSLIOZT,O,X,O,X,O,X,X
JSLZTIO,O,X,O,O,X,O,X
JSLZTOI,O,X,O,X,X,O,X
JSLZITO,O,X,O,O,X,O,X
JSLZIOT,O,X,O,X,O,X,X
JSLZOTI,O,X,O,X,O,X,X
JSLZOIT,O,X,O,X,O,X,X
JSLOTIZ,X,X,O,X,X,X,O
JSLOTZI,X,X,O,X,X,X,O
JSLOITZ,X,X,O,X,X,X,O
JSLOIZT,O,X,O,X,O,X,X
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,O,X,X
JSZTILO,O,X,X,O,X,O,O
JSZTIOL,O,X,X,O,X,O,O
JSZTLIO,O,X,X,O,X,O,O
JSZTLOI,O,X,X,X,X,O,O
JSZTOIL,O,X,X,O,X,O,O
JSZTOLI,O,X,X,O,X,O,O
JSZITLO,O,X,X,O,X,O,O
JSZITOL,O,X,X,O,X,O,O
JSZILTO,O,X,O,O,X,O,X
JSZILOT,O,X,O,O,O,X,X
JSZIOTL,O,X,X,O,X,X,O
JSZIOLT,O,X,O,O,O,X,X
JSZLTIO,O,X,O,O,X,O,X
JSZLTOI,O,X,O,O,X,O,X
JSZLITO,O,X,O,O,X,O,X
JSZLIOT,O,X,O,O,O,X,X
JSZLOTI,O,X,O,O,O,X,X
JSZLOIT,O,X,O,O,O,X,X
JSZOTIL,O,X,X,O,X,X,O
JSZOTLI,O,X,X,O,X,X,O
JSZOITL,O,X,X,O,X,X,O
JSZOILT,O,X,O,O,O,X,X
JSZOLTI,O,X,O,O,O,X,X
JSZOLIT,O,X,O,O,O,X,X
JSOTILZ,X,X,O,X,X,X,O
JSOTIZL,X,X,X,O,X,X,O
JSOTLIZ,X,X,O,X,X,X,O
JSOTLZI,X,X,O,X,X,X,O
JSOTZIL,X,X,X,O,X,X,O
JSOTZLI,X,X,X,O,X,X,O
JSOITLZ,X,X,O,X,X,X,O
JSOITZL,X,X,X,O,X,X,O
JSOILTZ,X,X,O,X,X,X,O
JSOILZT,O,X,O,O,O,X,X
JSOIZTL,O,X,X,O,X,X,O
JSOIZLT,O,X,O,O,O,X,X
JSOLTIZ,X,X,O,X,X,X,O
JSOLTZI,X,X,O,X,X,X,O
JSOLITZ,X,X,O,X,X,X,O
JSOLIZT,O,X,O,O,O,X,X
JSOLZTI,O,X,O,O,O,X,X
JSOLZIT,O,X,O,O,O,X,X
JSOZTIL,O,X,X,O,X,X,O
JSOZTLI,O,X,X,O,X,X,O
JSOZITL,O,X,X,O,X,X,O
JSOZILT,O,X,O,O,O,X,X
JSOZLTI,O,X,O,O,O,X,X
JSOZLIT,O,X,O,O,O,X,X
JZTILSO,O,O,X,O,X,O,X
JZTILOS,X,O,X,X,O,O,X
JZTISLO,O,O,X,O,X,O,X
JZTISOL,O,O,X,O,X,O,X
JZTIOLS,X,O,X,X,O,O,X
JZTIOSL,O,O,X,X,X,O,X
JZTLISO,O,O,X,O,X,O,X
JZTLIOS,X,O,X,X,O,O,X
JZTLSIO,O,O,X,O,X,O,X
JZTLSOI,O,O,X,O,X,O,X
JZTLOIS,X,O,X,X,O,O,X
JZTLOSI,X,O,X,X,O,O,X
JZTSILO,O,O,X,O,X,O,O
JZTSIOL,O,O,X,O,X,O,O
JZTSLIO,O,O,X,O,X,O,O
JZTSLOI,O,O,X,X,X,O,O
JZTSOIL,O,O,X,O,X,O,O
JZTSOLI,O,O,X,X,X,O,O
JZTOILS,X,O,X,X,O,O,X
JZTOISL,O,O,X,X,X,O,X
JZTOLIS,X,O,X,X,O,O,X
JZTOLSI,X,O,X,X,O,O,X
JZTOSIL,O,O,X,X,X,O,O
JZTOSLI,O,O,X,X,X,O,O
JZITLSO,O,O,X,O,X,O,X
JZITLOS,X,O,X,X,O,O,X
JZITSLO,O,O,X,O,X,O,X
JZITSOL,O,O,X,O,X,O,X
JZITOLS,X,O,X,X,O,O,X
JZITOSL,O,O,X,X,X,O,X
JZILTSO,O,O,X,O,X,X,X
JZILTOS,X,O,X,X,O,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,O,O,O,X,X
JZILOTS,X,O,X,O,O,X,X
JZILOST,X,O,O,O,O,X,X
JZISTLO,O,O,X,O,X,O,X
JZISTOL,O,O,X,O,X,O,X
JZISLTO,O,O,O,O,X,O,X
JZISLOT,O,O,O,O,O,X,X
JZISOTL,O,O,X,O,X,X,X
JZISOLT,O,O,O,O,O,X,X
JZIOTLS,X,O,X,O,O,X,X
JZIOTSL,O,O,X,O,X,X,X
JZIOLTS,X,O,X,O,O,X,X
JZIOLST,X,O,O,O,O,X,X
JZIOSTL,O,O,X,O,X,X,X
JZIOSLT,O,O,O,O,O,X,X
JZLTISO,O,O,X,O,X,X,X
JZLTIOS,X,O,X,X,O,X,X
JZLTSIO,O,O,X,O,X,X,X
JZLTSOI,O,O,X,O,X,X,X
JZLTOIS,X,O,X,X,O,X,X
JZLTOSI,X,O,X,X,O,X,X
JZLITSO,O,O,X,O,X,X,X
JZLITOS,X,O,X,X,O,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,O,O,O,O,X,X
JZLIOTS,X,O,X,O,O,X,X
JZLIOST,X,O,O,O,O,X,X
JZLSTIO,O,O,O,O,X,X,X
JZLSTOI,O,O,O,O,X,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,O,X,X
JZLSOTI,O,X,O,O,O,X,X
JZLSOIT,O,O,O,O,O,X,X
JZLOTIS,X,O,X,O,O,X,X
JZLOTSI,X,O,X,O,O,X,X
JZLOITS,X,O,X,O,O,X,X
JZLOIST,X,O,O,O,O,X,X
JZLOSTI,X,X,O,O,O,X,X
JZLOSIT,X,O,O,O,O,X,X
JZSTILO,O,O,X,O,X,O,O
JZSTIOL,O,O,X,O,X,O,O
JZSTLIO,O,O,X,O,X,O,O
JZSTLOI,O,O,X,X,X,O,O
JZSTOIL,O,O,X,O,X,O,O
JZSTOLI,O,O,X,O,X,O,O
JZSITLO,O,O,X,O,X,O,O
JZSITOL,O,O,X,O,X,O,O
JZSILTO,O,O,O,O,X,O,X
JZSILOT,O,O,O,O,O,X,X
JZSIOTL,O,O,X,O,X,X,O
JZSIOLT,O,O,O,O,O,X,X
JZSLTIO,O,O,O,O,X,O,X
JZSLTOI,O,O,O,O,X,O,X
JZSLITO,O,O,O,O,X,O,X
JZSLIOT,O,O,O,O,O,X,X
JZSLOTI,O,X,O,O,O,X,X
JZSLOIT,O,O,O,O,O,X,X
JZSOTIL,O,O,X,O,X,X,O
JZSOTLI,O,O,X,O,X,X,O
JZSOITL,O,O,X,O,X,X,O
JZSOILT,O,O,O,O,O,X,X
JZSOLTI,O,X,O,O,O,X,X
JZSOLIT,O,O,O,O,O,X,X
JZOTILS,X,O,X,O,O,X,X
JZOTISL,O,O,X,O,X,X,X
JZOTLIS,X,O,X,O,O,X,X
JZOTLSI,X,O,X,O,O,X,X
JZOTSIL,O,O,X,O,X,X,O
JZOTSLI,O,O,X,O,X,X,O
JZOITLS,X,O,X,O,O,X,X
JZOITSL,O,O,X,O,X,X,X
JZOILTS,X,O,X,O,O,X,X
JZOILST,X,O,O,O,O,X,X
JZOISTL,O,O,X,O,X,X,X
JZOISLT,O,O,O,O,O,X,X
JZOLTIS,X,O,X,O,O,X,X
JZOLTSI,X,O,X,O,O,X,X
JZOLITS,X,O,X,O,O,X,X
JZOLIST,X,O,O,O,O,X,X
JZOLSTI,X,X,O,O,O,X,X
JZOLSIT,X,O,O,O,O,X,X
JZOSTIL,O,O,X,O,X,X,O
JZOSTLI,O,O,X,O,X,X,O
JZOSITL,O,O,X,O,X,X,O
JZOSILT,O,O,O,O,O,X,X
JZOSLTI,O,X,O,O,O,X,X
JZOSLIT,O,O,O,O,O,X,X
JOTILSZ,X,X,O,X,X,X,X
JOTILZS,X,O,X,X,O,X,X
JOTISLZ,X,X,O,X,X,X,O
JOTISZL,X,X,X,O,X,X,O
JOTIZLS,X,O,X,O,O,X,X
JOTIZSL,X,O,X,O,X,X,X
JOTLISZ,X,X,O,X,X,X,X
JOTLIZS,X,O,X,X,O,X,X
JOTLSIZ,X,X,O,X,X,X,O
JOTLSZI,X,X,O,X,X,X,O
JOTLZIS,X,O,X,X,O,X,X
JOTLZSI,X,O,X,X,O,X,X
JOTSILZ,X,X,O,X,X,X,O
JOTSIZL,X,X,X,O,X,X,O
JOTSLIZ,X,X,O,X,X,X,O
JOTSLZI,X,X,O,X,X,X,O
JOTSZIL,X,X,X,O,X,X,O
JOTSZLI,X,X,X,O,X,X,O
JOTZILS,X,O,X,O,O,X,X
JOTZISL,X,O,X,O,X,X,X
JOTZLIS,X,O,X,O,O,X,X
JOTZLSI,X,O,X,O,O,X,X
JOTZSIL,X,O,X,O,X,X,O
JOTZSLI,X,O,X,O,X,X,O
JOITLSZ,X,X,O,X,X,X,X
JOITLZS,X,O,X,X,O,X,X
JOITSLZ,X,X,O,X,X,X,O
JOITSZL,X,X,X,O,X,X,O
JOITZLS,X,O,X,O,O,X,X
JOITZSL,X,O,X,O,X,X,X
JOILTSZ,X,X,O,X,X,X,X
JOILTZS,X,X,X,X,O,X,X
JOILSTZ,X,X,O,X,X,X,X
JOILSZT,X,X,O,O,O,X,X
JOILZTS,X,O,X,O,O,X,X
JOILZST,X,O,O,O,O,X,X
JOISTLZ,X,X,O,X,X,X,O
JOISTZL,X,X,X,O,X,X,O
JOISLTZ,X,X,O,X,X,X,O
JOISLZT,O,X,O,O,O,X,X
JOISZTL,O,X,X,O,X,X,O
JOISZLT,O,X,O,O,O,X,X
JOIZTLS,X,O,X,O,O,X,X
JOIZTSL,O,O,X,O,X,X,X
JOIZLTS,X,O,X,O,O,X,X
JOIZLST,X,O,O,O,O,X,X
JOIZSTL,O,O,X,O,X,X,X
JOIZSLT,O,O,O,O,O,X,X
JOLTISZ,X,X,O,X,X,X,X
JOLTIZS,X,X,X,X,O,X,X
JOLTSIZ,X,X,O,X,X,X,O
JOLTSZI,X,X,O,X,X,X,O
JOLTZIS,X,X,X,X,O,X,X
JOLTZSI,X,X,X,X,O,X,X
JOLITSZ,X,X,O,X,X,X,X
JOLITZS,X,X,X,X,O,X,X
JOLISTZ,X,X,O,X,X,X,X
JOLISZT,X,X,O,O,O,X,X
JOLIZTS,X,O,X,O,O,X,X
JOLIZST,X,O,O,O,O,X,X
JOLSTIZ,X,X,O,X,X,X,O
JOLSTZI,X,X,O,X,X,X,O
JOLSITZ,X,X,O,X,X,X,O
JOLSIZT,X,X,O,O,O,X,X
JOLSZTI,X,X,O,O,O,X,X
JOLSZIT,X,X,O,O,O,X,X
JOLZTIS,X,O,X,O,O,X,X
JOLZTSI,X,X,X,O,O,X,X
JOLZITS,X,O,X,O,O,X,X
JOLZIST,X,O,O,O,O,X,X
JOLZSTI,X,X,O,O,O,X,X
JOLZSIT,X,O,O,O,O,X,X
JOSTILZ,X,X,O,X,X,X,O
JOSTIZL,X,X,X,O,X,X,O
JOSTLIZ,X,X,O,X,X,X,O
JOSTLZI,X,X,O,X,X,X,O
JOSTZIL,X,X,X,O,X,X,O
JOSTZLI,X,X,X,O,X,X,O
JOSITLZ,X,X,O,X,X,X,O
JOSITZL,X,X,X,O,X,X,O
JOSILTZ,X,X,O,X,X,X,O
JOSILZT,O,X,O,O,O,X,X
JOSIZTL,O,X,X,O,X,X,O
JOSIZLT,O,X,O,O,O,X,X
JOSLTIZ,X,X,O,X,X,X,O
JOSLTZI,X,X,O,X,X,X,O
JOSLITZ,X,X,O,X,X,X,O
JOSLIZT,O,X,O,O,O,X,X
JOSLZTI,O,X,O,O,O,X,X
JOSLZIT,O,X,O,O,O,X,X
JOSZTIL,O,X,X,O,X,X,O
JOSZTLI,O,X,X,O,X,X,O
JOSZITL,O,X,X,O,X,X,O
JOSZILT,O,X,O,O,O,X,X
JOSZLTI,O,X,O,O,O,X,X
JOSZLIT,O,X,O,O,O,X,X
JOZTILS,X,O,X,O,O,X,X
JOZTISL,O,O,X,O,X,X,X
JOZTLIS,X,O,X,O,O,X,X
JOZTLSI,X,O,X,O,O,X,X
JOZTSIL,O,O,X,O,X,X,O
JOZTSLI,O,O,X,O,X,X,O
JOZITLS,X,O,X,O,O,X,X
JOZITSL,O,O,X,O,X,X,X
JOZILTS,X,O,X,O,O,X,X
JOZILST,X,O,O,O,O,X,X
JOZISTL,O,O,X,O,X,X,X
JOZISLT,O,O,O,O,O,X,X
JOZLTIS,X,O,X,O,O,X,X
JOZLTSI,X,O,X,O,O,X,X
JOZLITS,X,O,X,O,O,X,X
JOZLIST,X,O,O,O,O,X,X
JOZLSTI,X,X,O,O,O,X,X
JOZLSIT,X,O,O,O,O,X,X
JOZSTIL,O,O,X,O,X,X,O
JOZSTLI,O,O,X,O,X,X,O
JOZSITL,O,O,X,O,X,X,O
JOZSILT,O,O,O,O,O,X,X
JOZSLTI,O,X,O,O,O,X,X
JOZSLIT,O,O,O,O,O,X,X
STILJZO,O,X,O,X,X,X,X
STILJOZ,X,X,O,X,X,X,X
STILZJO,O,O,O,X,X,O,X
STILZOJ,O,O,O,X,X,O,X
STILOJZ,X,X,O,X,X,X,X
STILOZJ,X,O,O,X,X,X,X
STIJLZO,O,X,O,X,X,X,O
STIJLOZ,X,X,O,X,X,X,O
STIJZLO,O,X,X,O,X,X,O
STIJZOL,O,X,X,O,X,X,O
STIJOLZ,X,X,O,X,X,X,O
STIJOZL,X,X,X,X,X,X,O
STIZLJO,O,O,O,O,X,O,X
STIZLOJ,O,O,O,O,X,O,X
STIZJLO,O,O,X,O,X,O,X
STIZJOL,O,O,X,O,X,O,X
STIZOLJ,O,O,O,O,X,O,X
STIZOJL,O,O,X,O,X,O,X
STIOLJZ,X,X,O,X,X,X,X
STIOLZJ,X,O,O,X,X,X,X
STIOJLZ,X,X,O,X,X,X,O
STIOJZL,X,X,X,O,X,X,O
STIOZLJ,X,O,O,O,X,X,X
STIOZJL,X,O,X,O,X,X,X
STLIJZO,O,X,O,X,X,X,X
STLIJOZ,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,X,O,X
STLIZOJ,O,O,O,X,X,O,X
STLIOJZ,X,X,O,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X
STLJIZO,O,X,O,X,X,X,O
STLJIOZ,X,X,O,X,X,X,O
STLJZIO,O,X,O,X,X,X,O
STLJZOI,O,X,O,X,X,X,O
STLJOIZ,X,X,O,X,X,X,O
STLJOZI,X,X,O,X,X,X,O
STLZIJO,O,O,O,X,X,O,X
STLZIOJ,O,O,O,X,X,O,X
STLZJIO,O,O,O,X,X,O,X
STLZJOI,O,O,O,X,X,O,X
STLZOIJ,O,O,O,X,X,O,X
STLZOJI,O,O,O,X,X,O,X
STLOIJZ,X,X,O,X,X,X,X
STLOIZJ,X,O,O,X,X,X,X
STLOJIZ,X,X,O,X,X,X,O
STLOJZI,X,X,O,X,X,X,O
STLOZIJ,X,O,O,X,X,X,X
STLOZJI,X,O,O,X,X,X,X
STJILZO,O,X,O,X,X,X,O
STJILOZ,X,X,O,X,X,X,O
STJIZLO,O,X,X,O,X,X,O
STJIZOL,O,X,X,O,X,X,O
STJIOLZ,X,X,O,X,X,X,O
STJIOZL,X,X,X,X,X,X,O
STJLIZO,O,X,O,X,X,X,O
STJLIOZ,X,X,O,X,X,X,O
STJLZIO,O,X,O,X,X,X,O
STJLZOI,O,X,O,X,X,X,O
STJLOIZ,X,X,O,X,X,X,O
STJLOZI,X,X,O,X,X,X,O
STJZILO,O,X,X,O,X,X,O
STJZIOL,O,X,X,O,X,X,O
STJZLIO,O,X,X,O,X,X,O
STJZLOI,O,X,X,X,X,X,O
STJZOIL,O,X,X,O,X,X,O
STJZOLI,O,X,X,X,X,X,O
STJOILZ,X,X,O,X,X,X,O
STJOIZL,X,X,X,X,X,X,O
STJOLIZ,X,X,O,X,X,X,O
STJOLZI,X,X,O,X,X,X,O
STJOZIL,X,X,X,X,X,X,O
STJOZLI,X,X,X,X,X,X,O
STZILJO,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,X,O,X
STZIJLO,O,O,X,O,X,O,X
STZIJOL,O,O,X,O,X,O,X
STZIOLJ,O,O,O,O,X,O,X
STZIOJL,O,O,X,O,X,O,X
STZLIJO,O,O,O,O,X,O,X
STZLIOJ,O,O,O,O,X,O,X
STZLJIO,O,O,O,O,X,O,X
STZLJOI,O,O,O,X,X,O,X
STZLOIJ,O,O,O,O,X,O,X
STZLOJI,O,O,O,O,X,O,X
STZJILO,O,O,X,O,X,O,O
STZJIOL,O,O,X,O,X,O,O
STZJLIO,O,O,X,O,X,O,O
STZJLOI,O,O,X,X,X,O,O
STZJOIL,O,O,X,O,X,O,O
STZJOLI,O,O,X,O,X,O,O
STZOILJ,O,O,O,O,X,O,X
STZOIJL,O,O,X,O,X,O,X
STZOLIJ,O,O,O,O,X,O,X
STZOLJI,O,O,O,O,X,O,X
STZOJIL,O,O,X,O,X,O,O
STZOJLI,O,O,X,O,X,O,O
STOILJZ,X,X,O,X,X,X,X
STOILZJ,X,O,O,X,X,X,X
STOIJLZ,X,X,O,X,X,X,O
STOIJZL,X,X,X,O,X,X,O
STOIZLJ,X,O,O,O,X,X,X
STOIZJL,X,O,X,O,X,X,X
STOLIJZ,X,X,O,X,X,X,X
STOLIZJ,X,O,O,X,X,X,X
STOLJIZ,X,X,O,X,X,X,O
STOLJZI,X,X,O,X,X,X,O
STOLZIJ,X,O,O,X,X,X,X
STOLZJI,X,O,O,X,X,X,X
STOJILZ,X,X,O,X,X,X,O
STOJIZL,X,X,X,O,X,X,O
STOJLIZ,X,X,O,X,X,X,O
STOJLZI,X,X,O,X,X,X,O
STOJZIL,X,X,X,O,X,X,O
STOJZLI,X,X,X,O,X,X,O
STOZILJ,X,O,O,O,X,X,X
STOZIJL,X,O,X,O,X,X,X
STOZLIJ,X,O,O,O,X,X,X
STOZLJI,X,O,O,O,X,X,X
STOZJIL,X,O,X,O,X,X,O
STOZJLI,X,O,X,O,X,X,O
SITLJZO,O,X,O,X,X,X,X
SITLJOZ,X,X,O,X,X,X,X
SITLZJO,O,O,O,X,X,O,X
SITLZOJ,O,O,O,X,X,O,X
SITLOJZ,X,X,O,X,X,X,X
SITLOZJ,X,O,O,X,X,X,X
SITJLZO,O,X,O,X,X,X,O
SITJLOZ,X,X,O,X,X,X,O
SITJZLO,O,X,X,O,X,X,O
SITJZOL,O,X,X,O,X,X,O
SITJOLZ,X,X,O,X,X,X,O
SITJOZL,X,X,X,X,X,X,O
SITZLJO,O,O,O,O,X,O,X
SITZLOJ,O,O,O,O,X,O,X
SITZJLO,O,O,X,O,X,O,X
SITZJOL,O,O,X,O,X,O,X
SITZOLJ,O,O,O,O,X,O,X
SITZOJL,O,O,X,O,X,O,X
SITOLJZ,X,X,O,X,X,X,X
SITOLZJ,X,O,O,X,X,X,X
SITOJLZ,X,X,O,X,X,X,O
SITOJZL,X,X,X,O,X,X,O
SITOZLJ,X,O,O,O,X,X,X
SITOZJL,X,O,X,O,X,X,X
SILTJZO,O,X,O,X,X,X,X
SILTJOZ,X,X,O,X,X,X,X
SILTZJO,O,O,O,X,X,O,X
SILTZOJ,O,O,O,X,X,O,X
SILTOJZ,X,X,O,X,X,X,X
SILTOZJ,X,O,O,X,X,X,X
SILJTZO,O,X,O,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X
SILJZTO,O,X,O,O,X,O,X
SILJZOT,O,X,O,X,O,X,X
SILJOTZ,X,X,O,X,X,X,X
SILJOZT,O,X,O,X,O,X,X
SILZTJO,O,O,O,O,X,O,X
SILZTOJ,O,O,O,O,X,O,X
SILZJTO,O,O,O,O,X,O,X
SILZJOT,O,O,O,X,O,X,X
SILZOTJ,O,X,O,O,O,O,X
SILZOJT,O,O,O,O,O,X,X
SILOTJZ,X,X,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X
SILOJZT,O,X,O,O,O,X,X
SILOZTJ,O,X,O,O,O,O,X
SILOZJT,O,O,O,O,O,X,X
SIJTLZO,O,X,O,X,X,X,O
SIJTLOZ,X,X,O,X,X,X,O
SIJTZLO,O,X,X,O,X,X,O
SIJTZOL,O,X,X,O,X,X,O
SIJTOLZ,X,X,O,X,X,X,O
SIJTOZL,X,X,X,X,X,X,O
SIJLTZO,O,X,O,X,X,X,O
SIJLTOZ,X,X,O,X,X,X,O
SIJLZTO,O,X,O,O,X,O,X
SIJLZOT,O,X,O,X,O,X,X
SIJLOTZ,X,X,O,X,X,X,O
SIJLOZT,O,X,O,X,O,X,X
SIJZTLO,O,X,X,O,X,O,O
SIJZTOL,O,X,X,O,X,O,O
SIJZLTO,O,X,O,O,X,O,X
SIJZLOT,O,X,O,O,O,X,X
SIJZOTL,O,X,X,O,X,X,O
SIJZOLT,O,X,O,O,O,X,X
SIJOTLZ,X,X,O,X,X,X,O
SIJOTZL,X,X,X,O,X,X,O
SIJOLTZ,X,X,O,X,X,X,O
SIJOLZT,O,X,O,O,O,X,X
SIJOZTL,O,X,X,O,X,X,O
SIJOZLT,O,X,O,O,O,X,X
SIZTLJO,O,O,O,O,X,O,X
SIZTLOJ,O,O,O,O,X,O,X
SIZTJLO,O,O,X,O,X,O,X
SIZTJOL,O,O,X,O,X,O,X
