sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFzhBGjBUmBF?qBxsB3sB
ZIJOTLS,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIJOTSL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIJOLTS,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZIJOLST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZIJOSTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISTLJO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
ZISTLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
ZISTJLO,X,O,O,X,X,O,X,X,X,X,X,O,O,X
ZISTJOL,X,O,O,X,X,O,X,X,X,X,X,O,O,X
ZISTOLJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
ZISTOJL,X,O,O,X,X,X,X,X,X,X,X,O,O,X
ZISLTJO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
ZISLTOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
ZISLJTO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
ZISLJOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISLOTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZISLOJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISJTLO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
ZISJTOL,X,O,O,X,X,X,X,X,X,X,X,O,O,X
ZISJLTO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
ZISJLOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISJOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZISJOLT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISOTLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISOTJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISOLTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZISOLJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISOJTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZIOTLJS,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOTLSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOTJLS,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOTJSL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOTSLJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOTSJL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOLTJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOLTSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOLJTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOLJST,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJTLS,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOJTSL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOJLTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZIOJLST,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOSTLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSTJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSLJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIJSO,X,O,O,X,O,X,X,X,O,O,X,O,X,X
ZLTIJOS,X,O,O,X,O,X,X,X,O,O,X,O,X,X
ZLTISJO,X,O,O,X,O,O,X,X,X,O,X,O,X,X
ZLTISOJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLTIOJS,X,X,X,X,O,X,X,X,O,O,X,O,X,X
ZLTIOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLTJISO,O,O,O,X,O,O,X,O,O,O,X,O,X,X
ZLTJIOS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
ZLTJSIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
ZLTJSOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
ZLTJOIS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
ZLTJOSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
ZLTSIJO,O,O,O,O,O,O,X,O,X,O,X,X,O,X
ZLTSIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZLTSJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
ZLTSJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLTSOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZLTSOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,O,X,X,X,O,O,X,O,X,X
ZLTOISJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZLTOJIS,O,O,O,X,O,X,O,O,O,O,X,O,X,X
ZLTOJSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
ZLTOSIJ,O,O,O,X,O,X,X,O,X,X,X,X,O,X
ZLTOSJI,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZLITJSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
ZLITJOS,X,O,O,X,O,X,X,X,O,X,X,O,X,X
ZLITSJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
ZLITSOJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X
ZLITOJS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLITOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLIJTSO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
ZLIJTOS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLIJSTO,X,O,O,O,O,X,X,X,O,X,X,O,X,X
ZLIJSOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLIJOST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLISTJO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
ZLISTOJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLISJTO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
ZLISJOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLISOTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLISOJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLIOTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLIOTSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLIOJTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLIOJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTISO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
ZLJTIOS,X,O,O,X,O,X,O,O,O,O,X,O,X,X
ZLJTSIO,X,O,O,O,O,X,X,O,O,O,X,X,X,X
ZLJTSOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
ZLJTOIS,X,O,O,X,O,X,O,O,O,O,X,O,X,X
ZLJTOSI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZLJITSO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZLJITOS,X,X,X,X,O,X,O,O,O,X,X,O,X,X
ZLJISTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
ZLJISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJIOTS,O,O,X,X,O,X,X,X,O,X,X,O,X,X
ZLJIOST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLJSTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
ZLJSTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
ZLJSITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
ZLJSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJOTSI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZLJOITS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJOIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZLSTIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZLSTJIO,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLSTOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZLSTOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZLSITJO,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZLSITOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
ZLSIJTO,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZLSIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLSJTOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLSJITO,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZLSJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSOTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSOITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTISJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZLOTJSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZLOITJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOITSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOIJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOIJST,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJTSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZLOJITS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJTILSO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
ZJTILOS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTISLO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
ZJTISOL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTIOLS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTIOSL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTLISO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
ZJTLIOS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTLSIO,X,O,O,O,O,O,X,O,O,O,X,X,X,X
ZJTLSOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
ZJTLOIS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTLOSI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZJTSILO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
ZJTSIOL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTSLIO,X,O,O,O,O,O,O,X,O,O,X,X,X,X
ZJTSLOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJTSOIL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTSOLI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJTOILS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTOISL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTOLIS,X,O,O,O,O,X,O,O,O,O,X,O,X,X
ZJTOLSI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZJTOSIL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJTOSLI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJITLSO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
ZJITLOS,X,X,X,X,O,X,O,O,O,O,X,O,X,X
ZJITSLO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
ZJITSOL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZJITOLS,X,O,X,X,O,X,O,O,O,O,X,O,X,X
ZJITOSL,X,O,X,X,X,X,O,X,O,X,X,O,X,X
ZJILTSO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJILTOS,X,X,X,X,O,X,O,O,O,X,X,O,X,X
ZJILSTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
ZJILSOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJILOTS,O,O,X,X,O,X,X,X,O,X,X,O,X,X
ZJILOST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZJISTOL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZJISLTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
ZJISLOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJISOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJISOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X,O,X,X,O,X,X
ZJIOTSL,X,O,X,X,X,X,X,X,O,X,X,O,X,X
ZJIOLTS,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZJIOLST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJLTISO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
ZJLTIOS,X,O,O,X,O,X,O,O,O,O,X,O,X,X
ZJLTSIO,X,O,O,O,O,X,X,O,O,O,X,X,X,X
ZJLTSOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
ZJLTOIS,X,O,O,X,O,X,O,O,O,O,X,O,X,X
ZJLTOSI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
ZJLITSO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJLITOS,X,X,X,X,O,X,O,O,O,X,X,O,X,X
ZJLISTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
ZJLISOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJLIOTS,O,O,X,X,O,X,X,X,O,X,X,O,X,X
ZJLIOST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
ZJLSTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
ZJLSITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
ZJLSIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLOTSI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJLOITS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLOIST,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
ZJSTIOL,X,O,O,X,X,O,O,X,O,X,X,O,X,X
ZJSTLIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
ZJSTLOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJSTOIL,X,O,O,O,X,O,O,X,O,X,X,O,X,X
ZJSTOLI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJSITLO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZJSITOL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZJSILTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
ZJSILOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSIOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJSLTOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJSLITO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
ZJSLIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSLOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOITL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJSOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOTILS,O,O,X,O,O,X,X,X,O,O,X,O,X,X
ZJOTISL,X,O,X,O,X,O,X,X,O,X,X,O,X,X
ZJOTLIS,O,O,X,O,O,X,X,X,O,O,X,O,X,X
ZJOTLSI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJOTSIL,X,O,X,O,X,O,X,X,O,X,X,O,X,X
ZJOTSLI,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,X,O,X,X,O,X,X
ZJOITSL,X,O,X,O,X,O,X,X,O,X,X,O,X,X
ZJOILTS,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZJOILST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOISTL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOISLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJOLITS,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJOLIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSTLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSITL,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSTILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,X
ZSTILOJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTIJLO,O,O,O,X,X,O,X,X,X,O,X,O,O,X
ZSTIJOL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTIOJL,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSTLIJO,O,O,O,O,O,O,X,X,X,O,X,X,O,X
ZSTLIOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTLOIJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTLOJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
ZSTJIOL,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSTJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
ZSTJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSTOIJL,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSTOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSTOLJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,O,O,X,X,X,X,O,X,X
ZSTOJLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSITLJO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSITLOJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITJLO,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITJOL,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITOLJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSITOJL,O,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSILTJO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSILTOJ,O,O,O,X,X,O,X,X,X,X,X,O,O,X
ZSILJTO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSILJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSILOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSILOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSIJTOL,X,O,O,X,X,X,X,X,X,X,X,O,O,X
ZSIJLTO,O,O,O,O,X,O,X,X,X,X,X,O,O,X
ZSIJLOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSIOLJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSIOJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLTIOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSLTJIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLTJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLTOIJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSLTOJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSLITJO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLITOJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSLIJTO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJITO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
