sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
LSIZTJO,O,O,O,X,X,X,O
LSIZTOJ,O,O,O,X,X,X,X
LSIZJTO,O,O,O,X,O,X,O
LSIZJOT,O,O,X,X,O,X,X
LSIZOTJ,O,O,O,X,X,X,X
LSIZOJT,O,O,X,X,O,O,X
LSIOTJZ,O,X,O,X,X,O,X
LSIOTZJ,O,O,O,X,X,X,X
LSIOJTZ,O,X,X,X,O,O,X
LSIOJZT,O,O,X,X,X,O,X
LSIOZTJ,O,O,O,X,X,X,X
LSIOZJT,O,O,X,X,O,O,X
LSJTIZO,O,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,X
LSJTZIO,O,X,O,X,O,X,X
LSJTZOI,O,X,O,X,O,X,X
LSJTOIZ,O,X,O,X,O,O,X
LSJTOZI,O,X,O,X,O,O,X
LSJITZO,O,X,O,X,X,X,X
LSJITOZ,X,X,O,X,O,X,X
LSJIZTO,O,O,O,X,X,X,O
LSJIZOT,O,O,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,O,X
LSJIOZT,X,O,X,X,X,O,X
LSJZTIO,O,O,O,X,O,X,O
LSJZTOI,O,O,O,X,O,X,O
LSJZITO,O,O,O,X,O,X,O
LSJZIOT,O,O,X,X,O,X,X
LSJZOTI,O,O,O,X,O,O,X
LSJZOIT,O,O,X,X,O,O,X
LSJOTIZ,O,X,X,X,O,O,X
LSJOTZI,O,X,X,X,O,O,X
LSJOITZ,O,X,X,X,O,O,X
LSJOIZT,O,O,X,X,X,O,X
LSJOZTI,O,O,X,X,O,O,X
LSJOZIT,O,O,X,X,O,O,X
LSZTIJO,O,O,O,X,X,X,O
LSZTIOJ,O,O,O,X,X,X,X
LSZTJIO,O,O,O,X,X,X,O
LSZTJOI,O,O,O,X,X,X,O
LSZTOIJ,O,O,O,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X
LSZITJO,O,O,O,X,X,X,O
LSZITOJ,O,O,O,X,X,X,X
LSZIJTO,O,O,O,X,O,X,O
LSZIJOT,O,O,X,X,O,X,X
LSZIOTJ,O,O,O,X,X,X,X
LSZIOJT,O,O,X,X,O,O,X
LSZJTIO,O,O,O,X,O,X,O
LSZJTOI,O,O,O,X,O,X,O
LSZJITO,O,O,O,X,O,X,O
LSZJIOT,O,O,X,X,O,X,X
LSZJOTI,O,O,O,X,O,O,X
LSZJOIT,O,O,X,X,O,O,X
LSZOTIJ,O,O,O,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X
LSZOIJT,O,O,X,X,O,O,X
LSZOJTI,O,O,O,X,O,O,X
LSZOJIT,O,O,X,X,O,O,X
LSOTIJZ,O,X,O,X,X,O,X
LSOTIZJ,O,O,O,X,X,X,X
LSOTJIZ,O,X,O,X,X,O,X
LSOTJZI,O,X,O,X,X,O,X
LSOTZIJ,O,O,O,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X
LSOITJZ,O,X,O,X,X,O,X
LSOITZJ,O,O,O,X,X,X,X
LSOIJTZ,O,X,X,X,O,O,X
LSOIJZT,O,O,X,X,X,O,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,O,X,X,O,O,X
LSOJTIZ,O,X,X,X,O,O,X
LSOJTZI,O,X,X,X,O,O,X
LSOJITZ,O,X,X,X,O,O,X
LSOJIZT,O,O,X,X,X,O,X
LSOJZTI,O,O,X,X,O,O,X
LSOJZIT,O,O,X,X,O,O,X
LSOZTIJ,O,O,O,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X
LSOZIJT,O,O,X,X,O,O,X
LSOZJTI,O,O,O,X,O,O,X
LSOZJIT,O,O,X,X,O,O,X
LZTIJSO,O,X,O,O,O,X,O
LZTIJOS,X,X,O,O,O,X,O
LZTISJO,O,O,O,O,X,X,O
LZTISOJ,O,O,O,O,X,X,X
LZTIOJS,X,X,O,O,O,X,O
LZTIOSJ,X,O,O,O,X,X,X
LZTJISO,O,X,O,O,O,X,O
LZTJIOS,X,X,O,O,O,X,O
LZTJSIO,O,X,O,O,O,X,O
LZTJSOI,O,X,O,X,O,X,O
LZTJOIS,O,X,O,O,O,X,O
LZTJOSI,O,X,O,O,O,X,O
LZTSIJO,O,O,O,O,X,X,O
LZTSIOJ,O,O,O,O,X,X,X
LZTSJIO,O,O,O,O,X,X,O
LZTSJOI,O,O,O,X,X,X,O
LZTSOIJ,O,O,O,O,X,X,X
LZTSOJI,O,O,O,O,X,X,X
LZTOIJS,O,X,O,O,O,X,O
LZTOISJ,O,O,O,O,X,X,X
LZTOJIS,O,X,O,O,O,X,O
LZTOJSI,O,X,O,O,O,X,O
LZTOSIJ,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,X,X,X
LZITJSO,O,X,O,O,O,X,O
LZITJOS,X,X,O,O,O,X,O
LZITSJO,O,O,O,O,X,X,O
LZITSOJ,O,O,O,O,X,X,X
LZITOJS,X,X,O,O,O,X,O
LZITOSJ,X,O,O,O,X,X,X
LZIJTSO,O,X,X,O,O,X,O
LZIJTOS,X,X,X,O,O,X,O
LZIJSTO,O,O,X,X,O,X,O
LZIJSOT,O,O,X,X,O,X,X
LZIJOTS,O,X,X,X,O,X,O
LZIJOST,O,O,X,X,O,X,X
LZISTJO,O,O,O,X,X,X,O
LZISTOJ,O,O,O,X,X,X,X
LZISJTO,O,O,O,X,O,X,O
LZISJOT,O,O,X,X,O,X,X
LZISOTJ,O,O,O,X,X,X,X
LZISOJT,O,O,X,X,O,X,X
LZIOTJS,O,X,X,O,O,X,O
LZIOTSJ,O,O,X,O,X,X,X
LZIOJTS,O,X,X,O,O,X,O
LZIOJST,O,O,X,X,O,X,X
LZIOSTJ,O,O,X,X,X,X,X
LZIOSJT,O,O,X,X,O,X,X
LZJTISO,O,X,X,O,O,X,O
LZJTIOS,X,X,X,O,O,X,O
LZJTSIO,O,X,X,O,O,X,O
LZJTSOI,O,X,X,X,O,X,O
LZJTOIS,O,X,X,O,O,X,O
LZJTOSI,O,X,X,X,O,X,O
LZJITSO,O,X,X,O,O,X,O
LZJITOS,X,X,X,O,O,X,O
LZJISTO,O,O,X,X,O,X,O
LZJISOT,O,O,X,X,O,X,X
LZJIOTS,O,X,X,X,O,X,O
LZJIOST,O,O,X,X,O,X,X
LZJSTIO,O,O,X,X,O,X,O
LZJSTOI,O,O,X,X,O,X,O
LZJSITO,O,O,X,X,O,X,O
LZJSIOT,O,O,X,X,O,X,X
LZJSOTI,O,O,X,X,O,X,X
LZJSOIT,O,O,X,X,O,X,X
LZJOTIS,O,X,X,X,O,X,O
LZJOTSI,O,X,X,X,O,X,O
LZJOITS,O,X,X,X,O,X,O
LZJOIST,O,O,X,X,O,X,X
LZJOSTI,O,O,X,X,O,X,X
LZJOSIT,O,O,X,X,O,X,X
LZSTIJO,O,O,O,X,X,X,O
LZSTIOJ,O,O,O,X,X,X,X
LZSTJIO,O,O,O,X,X,X,O
LZSTJOI,O,O,O,X,X,X,O
LZSTOIJ,O,O,O,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X
LZSITJO,O,O,O,X,X,X,O
LZSITOJ,O,O,O,X,X,X,X
LZSIJTO,O,O,O,X,O,X,O
LZSIJOT,O,O,X,X,O,X,X
LZSIOTJ,O,O,O,X,X,X,X
LZSIOJT,O,O,X,X,O,X,X
LZSJTIO,O,O,O,X,O,X,O
LZSJTOI,O,O,O,X,O,X,O
LZSJITO,O,O,O,X,O,X,O
LZSJIOT,O,O,X,X,O,X,X
LZSJOTI,O,O,O,X,O,X,X
LZSJOIT,O,O,X,X,O,X,X
LZSOTIJ,O,O,O,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X
LZSOIJT,O,O,X,X,O,X,X
LZSOJTI,O,O,O,X,O,X,X
LZSOJIT,O,O,X,X,O,X,X
LZOTIJS,O,X,O,O,O,X,O
LZOTISJ,O,O,O,O,X,X,X
LZOTJIS,O,X,O,O,O,X,O
LZOTJSI,O,X,O,O,O,X,O
LZOTSIJ,O,O,O,O,X,X,X
LZOTSJI,O,O,O,O,X,X,X
LZOITJS,O,X,X,O,O,X,O
LZOITSJ,O,O,X,O,X,X,X
LZOIJTS,O,X,X,O,O,X,O
LZOIJST,O,O,X,X,O,X,X
LZOISTJ,O,O,X,X,X,X,X
LZOISJT,O,O,X,X,O,X,X
LZOJTIS,O,X,X,O,O,X,O
LZOJTSI,O,X,X,O,O,X,O
LZOJITS,O,X,X,O,O,X,O
LZOJIST,O,O,X,X,O,X,X
LZOJSTI,O,O,X,X,O,X,X
LZOJSIT,O,O,X,X,O,X,X
LZOSTIJ,O,O,O,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X
LZOSITJ,O,O,O,X,X,X,X
LZOSIJT,O,O,X,X,O,X,X
LZOSJTI,O,O,O,X,O,X,X
LZOSJIT,O,O,X,X,O,X,X
LOTIJSZ,X,X,X,O,O,X,X
LOTIJZS,X,X,X,O,O,X,X
LOTISJZ,O,X,X,O,X,X,X
LOTISZJ,O,O,X,X,X,X,X
LOTIZJS,O,X,X,O,O,X,X
LOTIZSJ,O,O,X,O,X,X,X
LOTJISZ,X,X,X,O,O,X,X
LOTJIZS,X,X,X,O,O,X,X
LOTJSIZ,X,X,X,O,O,X,X
LOTJSZI,X,X,X,O,O,X,X
LOTJZIS,X,X,X,O,O,X,X
LOTJZSI,X,X,X,O,O,X,X
LOTSIJZ,O,X,X,O,X,X,X
LOTSIZJ,O,O,X,X,X,X,X
LOTSJIZ,O,X,X,O,X,X,X
LOTSJZI,O,X,X,O,X,X,X
LOTSZIJ,O,O,X,O,X,X,X
LOTSZJI,O,O,X,O,X,X,X
LOTZIJS,O,X,X,O,O,X,X
LOTZISJ,O,O,X,O,X,X,X
LOTZJIS,O,X,X,O,O,X,X
LOTZJSI,O,X,X,O,O,X,X
LOTZSIJ,O,O,X,O,X,X,X
LOTZSJI,O,O,X,O,X,X,X
LOITJSZ,X,X,X,O,O,X,X
LOITJZS,X,X,X,O,O,X,X
LOITSJZ,O,X,X,O,X,X,X
LOITSZJ,O,O,X,X,X,X,X
LOITZJS,O,X,X,O,O,X,X
LOITZSJ,O,O,X,X,X,X,X
LOIJTSZ,X,X,X,O,O,X,X
LOIJTZS,X,X,X,O,O,X,X
LOIJSTZ,O,X,X,X,O,O,X
LOIJSZT,O,O,X,X,X,O,X
LOIJZTS,O,X,X,O,O,X,O
LOIJZST,O,O,X,X,O,X,X
LOISTJZ,O,X,X,X,X,O,X
LOISTZJ,O,O,X,X,X,X,X
LOISJTZ,O,X,X,X,O,O,X
LOISJZT,O,O,X,X,X,O,X
LOISZTJ,O,O,X,X,X,X,X
LOISZJT,O,O,X,X,O,O,X
LOIZTJS,O,X,X,O,O,X,O
LOIZTSJ,O,O,X,O,X,X,X
LOIZJTS,O,X,X,O,O,X,O
LOIZJST,O,O,X,X,O,X,X
LOIZSTJ,O,O,X,X,X,X,X
LOIZSJT,O,O,X,X,O,X,X
LOJTISZ,X,X,X,O,O,X,X
LOJTIZS,X,X,X,O,O,X,X
LOJTSIZ,X,X,X,O,O,X,X
LOJTSZI,X,X,X,O,O,X,X
LOJTZIS,X,X,X,O,O,X,X
LOJTZSI,X,X,X,O,O,X,X
LOJITSZ,X,X,X,O,O,X,X
LOJITZS,X,X,X,O,O,X,X
LOJISTZ,O,X,X,X,O,O,X
LOJISZT,O,O,X,X,X,O,X
LOJIZTS,O,X,X,O,O,X,O
LOJIZST,O,O,X,X,O,X,X
LOJSTIZ,O,X,X,X,O,O,X
LOJSTZI,O,X,X,X,O,O,X
LOJSITZ,O,X,X,X,O,O,X
LOJSIZT,O,O,X,X,X,O,X
LOJSZTI,O,O,X,X,O,O,X
LOJSZIT,O,O,X,X,O,O,X
LOJZTIS,O,X,X,O,O,X,O
LOJZTSI,O,X,X,O,O,X,O
LOJZITS,O,X,X,O,O,X,O
LOJZIST,O,O,X,X,O,X,X
LOJZSTI,O,O,X,X,O,X,X
LOJZSIT,O,O,X,X,O,X,X
LOSTIJZ,O,X,X,X,X,O,X
LOSTIZJ,O,O,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,O,X
LOSTJZI,O,X,X,X,X,O,X
LOSTZIJ,O,O,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X
LOSITJZ,O,X,X,X,X,O,X
LOSITZJ,O,O,X,X,X,X,X
LOSIJTZ,O,X,X,X,O,O,X
LOSIJZT,O,O,X,X,X,O,X
LOSIZTJ,O,O,X,X,X,X,X
LOSIZJT,O,O,X,X,O,O,X
LOSJTIZ,O,X,X,X,O,O,X
LOSJTZI,O,X,X,X,O,O,X
LOSJITZ,O,X,X,X,O,O,X
LOSJIZT,O,O,X,X,X,O,X
LOSJZTI,O,O,X,X,O,O,X
LOSJZIT,O,O,X,X,O,O,X
LOSZTIJ,O,O,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X
LOSZIJT,O,O,X,X,O,O,X
LOSZJTI,O,O,X,X,O,O,X
LOSZJIT,O,O,X,X,O,O,X
LOZTIJS,O,X,X,O,O,X,O
LOZTISJ,O,O,X,O,X,X,X
LOZTJIS,O,X,X,O,O,X,O
LOZTJSI,O,X,X,O,O,X,O
LOZTSIJ,O,O,X,O,X,X,X
LOZTSJI,O,O,X,O,X,X,X
LOZITJS,O,X,X,O,O,X,O
LOZITSJ,O,O,X,O,X,X,X
LOZIJTS,O,X,X,O,O,X,O
LOZIJST,O,O,X,X,O,X,X
LOZISTJ,O,O,X,X,X,X,X
LOZISJT,O,O,X,X,O,X,X
LOZJTIS,O,X,X,O,O,X,O
LOZJTSI,O,X,X,O,O,X,O
LOZJITS,O,X,X,O,O,X,O
LOZJIST,O,O,X,X,O,X,X
LOZJSTI,O,O,X,X,O,X,X
LOZJSIT,O,O,X,X,O,X,X
LOZSTIJ,O,O,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X
LOZSIJT,O,O,X,X,O,X,X
LOZSJTI,O,O,X,X,O,X,X
LOZSJIT,O,O,X,X,O,X,X
JTILSZO,X,X,O,O,X,X,X
JTILSOZ,X,X,O,O,O,X,X
JTILZSO,X,X,O,O,O,X,O
JTILZOS,X,X,O,O,O,X,O
JTILOSZ,X,X,X,O,O,X,X
JTILOZS,X,X,X,O,O,X,X
JTISLZO,X,X,O,O,X,X,X
JTISLOZ,X,X,O,O,O,X,X
JTISZLO,X,X,O,X,X,X,X
JTISZOL,X,X,O,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X
JTISOZL,X,X,O,X,X,X,X
JTIZLSO,X,X,O,O,O,X,O
JTIZLOS,X,X,O,O,O,X,O
JTIZSLO,X,X,O,O,O,X,X
JTIZSOL,X,X,O,X,X,X,X
JTIZOLS,X,X,O,O,O,X,X
JTIZOSL,X,X,O,X,X,X,X
JTIOLSZ,X,X,X,O,O,X,X
JTIOLZS,X,X,X,O,O,X,X
JTIOSLZ,X,X,O,O,X,X,X
JTIOSZL,X,X,O,X,X,X,X
JTIOZLS,X,X,O,O,O,X,X
JTIOZSL,X,X,O,X,X,X,X
JTLISZO,X,X,O,O,X,X,X
JTLISOZ,X,X,O,O,O,X,X
JTLIZSO,X,X,O,O,O,X,O
JTLIZOS,X,X,O,O,O,X,O
JTLIOSZ,X,X,X,O,O,X,X
JTLIOZS,X,X,X,O,O,X,X
JTLSIZO,X,X,O,O,X,X,X
JTLSIOZ,X,X,O,O,O,X,X
JTLSZIO,X,X,O,O,O,X,X
JTLSZOI,X,X,O,X,O,X,X
JTLSOIZ,X,X,O,X,O,X,X
JTLSOZI,X,X,O,X,O,X,X
JTLZISO,X,X,O,O,O,X,O
JTLZIOS,X,X,O,O,O,X,O
JTLZSIO,X,X,O,O,O,X,O
JTLZSOI,X,X,O,X,O,X,O
JTLZOIS,X,X,O,O,O,X,O
JTLZOSI,X,X,O,O,O,X,O
JTLOISZ,X,X,X,O,O,X,X
JTLOIZS,X,X,X,O,O,X,X
JTLOSIZ,X,X,X,O,O,X,X
JTLOSZI,X,X,X,O,O,X,X
JTLOZIS,X,X,X,O,O,X,X
JTLOZSI,X,X,X,O,O,X,X
JTSILZO,X,X,O,O,X,X,X
JTSILOZ,X,X,O,O,O,X,X
JTSIZLO,X,X,O,X,X,X,X
JTSIZOL,X,X,O,X,X,X,X
JTSIOLZ,X,X,O,X,X,X,X
JTSIOZL,X,X,O,X,X,X,X
JTSLIZO,X,X,O,O,X,X,X
JTSLIOZ,X,X,O,O,O,X,X
JTSLZIO,X,X,O,O,O,X,X
JTSLZOI,X,X,O,X,O,X,X
JTSLOIZ,X,X,O,X,O,O,X
JTSLOZI,X,X,O,X,O,O,X
JTSZILO,X,X,O,O,O,X,X
JTSZIOL,X,X,O,X,X,X,X
JTSZLIO,X,X,O,O,O,X,X
JTSZLOI,X,X,O,X,O,X,X
JTSZOIL,X,X,O,X,X,X,X
JTSZOLI,X,X,O,X,O,X,X
JTSOILZ,X,X,O,X,X,O,X
JTSOIZL,X,X,O,X,X,O,X
JTSOLIZ,X,X,O,X,O,O,X
JTSOLZI,X,X,O,X,O,O,X
JTSOZIL,X,X,O,X,X,O,X
JTSOZLI,X,X,O,X,O,O,X
JTZILSO,X,X,O,O,O,X,O
JTZILOS,X,X,O,O,O,X,O
JTZISLO,X,X,O,O,O,X,X
JTZISOL,X,X,O,X,X,X,X
JTZIOLS,X,X,O,O,O,X,X
JTZIOSL,X,X,O,O,X,X,X
JTZLISO,X,X,O,O,O,X,O
JTZLIOS,X,X,O,O,O,X,O
JTZLSIO,X,X,O,O,O,X,O
JTZLSOI,X,X,O,X,O,X,O
JTZLOIS,X,X,O,O,O,X,O
JTZLOSI,X,X,O,O,O,X,O
JTZSILO,X,X,O,O,O,X,X
JTZSIOL,X,X,O,X,X,X,X
JTZSLIO,X,X,O,O,O,X,X
JTZSLOI,X,X,O,X,O,X,X
JTZSOIL,X,X,O,X,X,X,X
JTZSOLI,X,X,O,X,O,X,X
JTZOILS,X,X,O,O,O,X,X
JTZOISL,X,X,O,O,X,X,X
JTZOLIS,X,X,O,O,O,X,X
JTZOLSI,X,X,O,O,O,X,X
JTZOSIL,X,X,O,O,X,X,X
JTZOSLI,X,X,O,O,O,X,X
JTOILSZ,X,X,X,O,O,X,X
JTOILZS,X,X,X,O,O,X,X
JTOISLZ,X,X,O,O,X,O,X
JTOISZL,X,X,O,X,X,O,X
JTOIZLS,X,X,O,O,O,X,X
JTOIZSL,X,X,O,O,X,X,X
JTOLISZ,X,X,X,O,O,X,X
JTOLIZS,X,X,X,O,O,X,X
JTOLSIZ,X,X,X,O,O,X,X
JTOLSZI,X,X,X,O,O,X,X
JTOLZIS,X,X,X,O,O,X,X
JTOLZSI,X,X,X,O,O,X,X
JTOSILZ,X,X,O,O,X,O,X
JTOSIZL,X,X,O,X,X,O,X
JTOSLIZ,X,X,O,O,O,O,X
JTOSLZI,X,X,O,O,O,O,X
JTOSZIL,X,X,O,O,X,O,X
JTOSZLI,X,X,O,O,O,O,X
JTOZILS,X,X,O,O,O,X,X
JTOZISL,X,X,O,O,X,X,X
JTOZLIS,X,X,O,O,O,X,X
JTOZLSI,X,X,O,O,O,X,X
JTOZSIL,X,X,O,O,X,X,X
JTOZSLI,X,X,O,O,O,X,X
JITLSZO,X,X,O,O,X,X,X
JITLSOZ,X,X,O,O,O,X,X
JITLZSO,X,X,O,O,O,X,O
JITLZOS,X,X,O,O,O,X,O
JITLOSZ,X,X,X,O,O,X,X
JITLOZS,X,X,X,O,O,X,X
JITSLZO,X,X,O,O,X,X,X
JITSLOZ,X,X,O,O,O,X,X
JITSZLO,X,X,O,X,X,X,X
JITSZOL,X,X,O,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X
JITSOZL,X,X,O,X,X,X,X
JITZLSO,X,X,O,O,O,X,O
JITZLOS,X,X,O,O,O,X,O
JITZSLO,X,X,O,O,O,X,X
JITZSOL,X,X,O,X,X,X,X
JITZOLS,X,X,O,O,O,X,X
JITZOSL,X,X,O,X,X,X,X
JITOLSZ,X,X,X,O,O,X,X
JITOLZS,X,X,X,O,O,X,X
JITOSLZ,X,X,O,O,X,X,X
JITOSZL,X,X,O,X,X,X,X
JITOZLS,X,X,O,O,O,X,X
JITOZSL,X,X,O,X,X,X,X
JILTSZO,X,X,X,O,X,X,X
JILTSOZ,X,X,X,O,O,X,X
JILTZSO,X,X,X,O,O,X,O
JILTZOS,X,X,X,O,O,X,O
JILTOSZ,X,X,X,O,O,X,X
JILTOZS,X,X,X,O,O,X,X
JILSTZO,O,X,X,X,X,X,X
JILSTOZ,X,X,X,X,O,X,X
JILSZTO,O,O,X,X,X,X,O
JILSZOT,O,O,X,X,X,X,X
JILSOTZ,X,X,X,X,O,X,X
JILSOZT,X,O,X,X,X,X,X
JILZTSO,O,X,X,O,O,X,O
JILZTOS,X,X,X,O,O,X,O
JILZSTO,O,O,X,X,O,X,O
JILZSOT,O,O,X,X,O,X,X
JILZOTS,X,X,X,X,O,X,O
JILZOST,O,O,X,X,O,X,X
JILOTSZ,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,O,X,X
JILOSZT,X,O,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,O
JILOZST,X,O,X,X,O,X,X
JISTLZO,X,X,O,O,X,X,X
JISTLOZ,X,X,O,O,O,X,X
JISTZLO,O,X,O,X,X,X,X
JISTZOL,O,X,O,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X
JISTOZL,X,X,O,X,X,X,X
JISLTZO,O,X,O,X,X,X,X
JISLTOZ,X,X,O,X,O,X,X
JISLZTO,O,O,O,X,X,X,O
JISLZOT,O,O,X,X,X,X,X
JISLOTZ,X,X,X,X,O,O,X
JISLOZT,X,O,X,X,X,O,X
JISZTLO,O,O,O,O,X,X,X
JISZTOL,O,X,O,X,X,X,X
JISZLTO,O,O,O,X,X,X,O
JISZLOT,O,O,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,O,X
JISOTZL,X,X,X,X,X,O,X
JISOLTZ,X,X,X,X,X,O,X
JISOLZT,X,X,X,X,X,O,X
JISOZTL,X,X,X,X,X,O,X
JISOZLT,X,X,X,X,X,O,X
JIZTLSO,O,X,O,O,O,X,O
JIZTLOS,X,X,O,O,O,X,O
JIZTSLO,O,X,O,O,O,X,X
JIZTSOL,O,X,O,X,X,X,X
JIZTOLS,O,X,O,O,O,X,X
JIZTOSL,O,X,O,O,X,X,X
JIZLTSO,O,X,X,O,O,X,O
JIZLTOS,X,X,X,O,O,X,O
JIZLSTO,O,O,X,X,O,X,O
JIZLSOT,O,O,X,X,O,X,X
JIZLOTS,O,X,X,X,O,X,O
JIZLOST,O,O,X,X,O,X,X
JIZSTLO,O,O,O,O,O,X,X
JIZSTOL,O,X,O,X,X,X,X
JIZSLTO,O,O,O,X,O,X,O
JIZSLOT,O,O,X,X,O,X,X
JIZSOTL,O,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,O,X,X,O,O,X,X
JIZOTSL,O,X,X,O,X,X,X
JIZOLTS,O,X,X,O,O,X,O
JIZOLST,O,X,X,X,O,X,X
JIZOSTL,O,X,X,O,X,X,X
JIZOSLT,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,O,O,X,X
JIOTLZS,X,X,X,O,O,X,X
JIOTSLZ,X,X,X,O,X,O,X
JIOTSZL,X,X,X,X,X,O,X
JIOTZLS,X,X,X,O,O,X,X
JIOTZSL,X,X,X,O,X,X,X
JIOLTSZ,X,X,X,O,O,X,X
JIOLTZS,X,X,X,O,O,X,X
JIOLSTZ,O,X,X,X,O,O,X
JIOLSZT,O,X,X,X,X,O,X
JIOLZTS,O,X,X,O,O,X,O
JIOLZST,O,X,X,X,O,X,X
JIOSTLZ,X,X,X,O,X,O,X
JIOSTZL,X,X,X,X,X,O,X
JIOSLTZ,O,X,X,X,X,O,X
JIOSLZT,O,X,X,X,X,O,X
JIOSZTL,O,X,X,O,X,O,X
JIOSZLT,O,X,X,X,X,O,X
JIOZTLS,O,X,X,O,O,X,X
JIOZTSL,O,X,X,O,X,X,X
JIOZLTS,O,X,X,O,O,X,O
JIOZLST,O,X,X,X,O,X,X
JIOZSTL,O,X,X,O,X,O,X
JIOZSLT,O,X,X,X,X,O,X
JLTISZO,X,X,X,O,X,X,X
JLTISOZ,X,X,X,O,O,X,X
JLTIZSO,X,X,X,O,O,X,O
JLTIZOS,X,X,X,O,O,X,O
JLTIOSZ,X,X,X,O,O,X,X
JLTIOZS,X,X,X,O,O,X,X
JLTSIZO,X,X,X,O,X,X,X
JLTSIOZ,X,X,X,O,O,X,X
JLTSZIO,X,X,X,O,O,X,X
JLTSZOI,X,X,X,X,O,X,X
JLTSOIZ,X,X,X,X,O,X,X
JLTSOZI,X,X,X,X,O,X,X
JLTZISO,X,X,X,O,O,X,O
JLTZIOS,X,X,X,O,O,X,O
JLTZSIO,X,X,X,O,O,X,O
JLTZSOI,X,X,X,X,O,X,O
JLTZOIS,X,X,X,O,O,X,O
JLTZOSI,X,X,X,X,O,X,O
JLTOISZ,X,X,X,O,O,X,X
JLTOIZS,X,X,X,O,O,X,X
JLTOSIZ,X,X,X,X,O,X,X
JLTOSZI,X,X,X,X,O,X,X
JLTOZIS,X,X,X,O,O,X,X
JLTOZSI,X,X,X,X,O,X,X
JLITSZO,X,X,X,O,X,X,X
JLITSOZ,X,X,X,O,O,X,X
JLITZSO,X,X,X,O,O,X,O
JLITZOS,X,X,X,O,O,X,O
JLITOSZ,X,X,X,O,O,X,X
JLITOZS,X,X,X,O,O,X,X
JLISTZO,O,X,X,X,X,X,X
JLISTOZ,X,X,X,X,O,X,X
JLISZTO,O,O,X,X,X,X,O
JLISZOT,O,O,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X
JLISOZT,X,O,X,X,X,X,X
JLIZTSO,O,X,X,O,O,X,O
JLIZTOS,X,X,X,O,O,X,O
JLIZSTO,O,O,X,X,O,X,O
JLIZSOT,O,O,X,X,O,X,X
JLIZOTS,X,X,X,X,O,X,O
JLIZOST,O,O,X,X,O,X,X
JLIOTSZ,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,O,X,X
JLIOSZT,X,O,X,X,X,X,X
JLIOZTS,X,X,X,X,O,X,O
JLIOZST,X,O,X,X,O,X,X
JLSTIZO,O,X,X,X,X,X,X
JLSTIOZ,X,X,X,X,O,X,X
JLSTZIO,O,X,X,X,O,X,X
JLSTZOI,O,X,X,X,O,X,X
JLSTOIZ,O,X,X,X,O,O,X
JLSTOZI,O,X,X,X,O,O,X
JLSITZO,O,X,X,X,X,X,X
JLSITOZ,X,X,X,X,O,X,X
JLSIZTO,O,O,X,X,X,X,O
JLSIZOT,O,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,O,X
JLSIOZT,X,O,X,X,X,O,X
