sequence,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBliB5oBzlBet?BCsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiB6tBlr?BzsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nBOtB6t?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBCiBxnBToBlr?BWyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nB6tBOt?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBxiBzlBGoBCs?BVyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiBlrBCt?BTtB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhFlhB5nBzlB8rB6t?BOtB,v115@9gB8HeA8IeC8GeE8AeA8MeGDJvhFRlBzmBqsB/tB0l?BlrB
LTIOZJS,X,O,O,X,O,O,X,O,X
LTIOZSJ,X,O,O,O,O,O,X,O,X
LTJISZO,O,O,X,O,X,O,O,X,X
LTJISOZ,O,X,X,X,X,O,X,X,X
LTJIZSO,O,O,O,O,O,O,O,X,X
LTJIZOS,O,O,O,O,O,O,O,X,X
LTJIOSZ,O,X,X,X,X,O,X,X,X
LTJIOZS,O,O,O,O,O,O,O,X,X
LTJSIZO,O,O,X,O,X,O,O,X,X
LTJSIOZ,O,X,X,X,X,O,X,X,X
LTJSZIO,O,O,X,O,X,O,O,X,X
LTJSZOI,O,O,X,O,X,O,O,X,X
LTJSOIZ,O,X,X,X,X,O,X,X,X
LTJSOZI,O,X,X,X,X,O,X,X,X
LTJZISO,O,O,O,O,O,O,O,X,X
LTJZIOS,O,O,O,O,O,O,O,X,X
LTJZSIO,O,O,O,O,O,O,O,X,X
LTJZSOI,O,O,O,O,O,O,O,X,X
LTJZOIS,O,O,O,O,O,O,O,X,X
LTJZOSI,O,O,O,O,O,O,O,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X
LTJOIZS,O,O,O,O,O,O,O,X,X
LTJOSIZ,O,O,X,X,X,O,X,X,X
LTJOSZI,O,O,X,X,X,O,X,X,X
LTJOZIS,O,O,O,O,O,O,O,X,X
LTJOZSI,O,O,O,O,O,O,O,X,X
LTSIJZO,X,O,X,X,X,O,X,X,X
LTSIJOZ,X,X,X,X,X,O,X,X,O
LTSIZJO,X,O,X,O,O,O,X,X,X
LTSIZOJ,X,O,X,O,O,O,X,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,O
LTSIOZJ,X,X,X,X,O,X,X,O,X
LTSJIZO,O,O,X,O,X,O,O,X,X
LTSJIOZ,O,X,X,X,X,O,X,X,O
LTSJZIO,O,O,X,O,X,O,O,X,X
LTSJZOI,O,O,X,O,X,O,O,X,X
LTSJOIZ,O,X,X,X,X,O,X,X,O
LTSJOZI,O,X,X,X,X,O,X,X,X
LTSZIJO,X,O,X,O,O,O,O,X,X
LTSZIOJ,X,O,X,O,O,O,O,X,X
LTSZJIO,O,O,X,O,O,O,O,X,X
LTSZJOI,O,O,X,O,O,O,O,X,X
LTSZOIJ,X,O,X,O,O,O,O,X,X
LTSZOJI,X,O,X,O,O,O,O,X,X
LTSOIJZ,X,X,X,X,X,O,X,X,O
LTSOIZJ,X,X,X,X,O,O,X,O,X
LTSOJIZ,X,X,X,X,X,O,X,X,O
LTSOJZI,X,X,X,X,X,O,X,X,X
LTSOZIJ,X,X,X,X,O,O,X,O,X
LTSOZJI,X,X,X,X,O,O,X,O,X
LTZIJSO,X,O,O,O,O,O,O,X,X
LTZIJOS,X,O,O,O,O,O,O,X,X
LTZISJO,X,O,O,O,O,O,O,X,X
LTZISOJ,X,O,O,O,O,O,O,X,X
LTZIOJS,X,O,O,X,O,X,O,O,X
LTZIOSJ,X,O,O,O,O,O,O,O,X
LTZJISO,O,O,O,O,O,O,O,X,X
LTZJIOS,O,O,O,O,O,O,O,X,X
LTZJSIO,O,O,O,O,O,O,O,X,X
LTZJSOI,O,O,O,O,O,O,O,X,X
LTZJOIS,O,O,O,O,O,O,O,X,X
LTZJOSI,O,O,O,O,O,O,O,X,X
LTZSIJO,X,O,O,O,O,O,O,X,X
LTZSIOJ,X,O,O,O,O,O,O,X,X
LTZSJIO,O,O,O,O,O,O,O,X,X
LTZSJOI,O,O,O,O,O,O,O,X,X
LTZSOIJ,X,O,O,O,O,O,O,X,X
LTZSOJI,X,O,O,O,O,O,O,X,X
LTZOIJS,X,O,O,X,O,O,O,O,X
LTZOISJ,X,O,O,O,O,O,O,O,X
LTZOJIS,X,O,O,O,O,O,O,O,X
LTZOJSI,X,O,O,O,O,O,O,O,X
LTZOSIJ,X,O,O,O,O,O,O,O,X
LTZOSJI,X,O,O,O,O,O,O,O,X
LTOIJSZ,X,O,X,X,X,O,X,X,X
LTOIJZS,X,O,O,X,O,O,X,X,X
LTOISJZ,X,O,X,X,X,O,X,X,O
LTOISZJ,X,O,X,X,O,O,X,O,X
LTOIZJS,X,O,O,X,O,O,X,O,X
LTOIZSJ,X,O,O,O,O,O,X,O,X
LTOJISZ,O,O,X,X,X,O,X,X,X
LTOJIZS,O,O,O,O,O,O,O,X,X
LTOJSIZ,O,O,X,X,X,O,X,X,X
LTOJSZI,O,O,X,X,X,O,X,X,X
LTOJZIS,O,O,O,O,O,O,O,X,X
LTOJZSI,O,O,O,O,O,O,O,X,X
LTOSIJZ,X,O,X,X,X,O,X,X,O
LTOSIZJ,X,O,X,X,O,O,X,O,X
LTOSJIZ,O,O,X,X,X,O,X,X,O
LTOSJZI,O,O,X,X,X,O,X,X,X
LTOSZIJ,X,O,X,X,O,O,X,O,X
LTOSZJI,O,O,X,X,O,O,X,O,X
LTOZIJS,X,O,O,X,O,O,O,O,X
LTOZISJ,X,O,O,O,O,O,O,O,X
LTOZJIS,O,O,O,O,O,O,O,O,X
LTOZJSI,O,O,O,O,O,O,O,O,X
LTOZSIJ,X,O,O,O,O,O,O,O,X
LTOZSJI,O,O,O,O,O,O,O,O,X
LITJSZO,X,O,X,X,X,O,O,X,X
LITJSOZ,X,X,X,X,X,O,X,X,X
LITJZSO,X,O,O,X,O,O,O,X,X
LITJZOS,X,O,O,X,O,O,O,X,X
LITJOSZ,X,X,X,X,X,O,X,X,X
LITJOZS,X,O,O,X,O,O,O,X,X
LITSJZO,X,O,X,X,X,O,X,X,X
LITSJOZ,X,X,X,X,X,O,X,X,O
LITSZJO,X,O,X,X,O,O,X,X,X
LITSZOJ,X,O,X,X,O,O,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,O
LITSOZJ,X,X,X,X,O,X,X,O,X
LITZJSO,X,O,O,X,O,O,O,X,X
LITZJOS,X,O,O,X,O,O,O,X,X
LITZSJO,X,O,O,X,O,O,O,X,X
LITZSOJ,X,O,O,X,O,O,O,X,X
LITZOJS,X,O,O,X,O,X,O,O,X
LITZOSJ,X,O,O,X,O,O,O,O,X
LITOJSZ,X,X,X,X,X,O,X,X,X
LITOJZS,X,O,O,X,O,O,X,X,X
LITOSJZ,X,X,X,X,X,O,X,X,O
LITOSZJ,X,X,X,X,O,O,X,O,X
LITOZJS,X,O,O,X,O,O,X,O,X
LITOZSJ,X,O,O,X,O,O,X,O,X
LIJTSZO,O,O,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X
LIJTZSO,O,O,O,X,O,X,X,X,X
LIJTZOS,O,O,O,X,O,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X
LIJTOZS,O,O,O,X,O,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,O
LIJSZTO,O,X,O,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,O
LIJSOTZ,O,X,X,X,X,X,X,X,O
LIJSOZT,O,X,X,X,X,X,X,O,O
LIJZTSO,O,X,O,X,O,X,X,X,X
LIJZTOS,O,X,O,X,O,X,X,X,X
LIJZSTO,O,X,O,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,O,X
LIJZOST,O,X,X,X,X,X,X,O,X
LIJOTSZ,O,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,O
LIJOSZT,O,X,X,X,X,X,X,O,O
LIJOZTS,O,X,X,X,X,X,X,O,X
LIJOZST,O,X,X,X,X,X,X,O,X
LISTJZO,X,O,X,X,X,O,X,X,X
LISTJOZ,X,X,X,X,X,O,X,X,O
LISTZJO,X,O,X,X,O,O,X,X,X
LISTZOJ,X,O,X,X,O,O,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,O
LISTOZJ,X,X,X,X,O,X,X,O,X
LISJTZO,O,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,O
LISJZTO,O,X,O,X,O,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,O
LISJOTZ,O,X,X,X,X,X,X,X,O
LISJOZT,O,X,X,X,X,X,X,O,O
LISZTJO,X,O,O,X,O,O,O,X,X
LISZTOJ,X,O,O,X,O,O,O,X,X
LISZJTO,O,X,O,X,O,O,X,X,X
LISZJOT,O,X,X,X,X,O,X,X,O
LISZOTJ,X,X,X,X,O,O,X,O,X
LISZOJT,X,X,X,X,X,O,X,O,O
LISOTJZ,X,X,X,X,X,X,X,X,O
LISOTZJ,X,X,X,X,X,X,X,O,X
LISOJTZ,O,X,X,X,X,X,X,X,O
LISOJZT,O,X,X,X,X,X,X,O,O
LISOZTJ,O,X,X,X,O,X,X,O,X
LISOZJT,O,X,X,X,X,X,X,O,O
LIZTJSO,X,O,O,X,O,O,O,X,X
LIZTJOS,X,O,O,X,O,O,O,X,X
LIZTSJO,X,O,O,X,O,O,O,X,X
LIZTSOJ,X,O,O,X,O,O,O,X,X
LIZTOJS,X,O,O,X,O,X,O,O,X
LIZTOSJ,X,O,O,X,O,O,O,O,X
LIZJTSO,O,X,O,X,O,X,X,X,X
LIZJTOS,O,X,O,X,O,X,X,X,X
LIZJSTO,O,X,O,X,O,O,X,X,X
LIZJSOT,O,X,X,X,X,O,X,X,X
LIZJOTS,O,X,X,X,X,X,X,O,X
LIZJOST,O,X,X,X,X,X,X,O,X
LIZSTJO,X,O,O,X,O,O,O,X,X
LIZSTOJ,X,O,O,X,O,O,O,X,X
LIZSJTO,O,X,O,X,O,O,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,O
LIZSOTJ,X,X,X,X,O,O,X,O,X
LIZSOJT,X,X,X,X,X,O,X,O,O
LIZOTJS,X,X,X,X,O,X,X,O,X
LIZOTSJ,X,X,X,X,O,X,X,O,X
LIZOJTS,X,X,X,X,X,X,X,O,X
LIZOJST,X,X,X,X,X,X,X,O,X
LIZOSTJ,X,X,X,X,O,O,X,O,X
LIZOSJT,X,X,X,X,X,O,X,O,O
LIOTJSZ,X,X,X,X,X,O,X,X,X
LIOTJZS,X,O,X,X,O,O,X,X,X
LIOTSJZ,X,X,X,X,X,O,X,X,O
LIOTSZJ,X,X,X,X,O,O,X,O,X
LIOTZJS,X,O,X,X,O,O,X,O,X
LIOTZSJ,X,O,X,X,O,O,X,O,X
LIOJTSZ,O,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,O
LIOJSZT,O,X,X,X,X,X,X,O,O
LIOJZTS,O,X,X,X,X,X,X,O,X
LIOJZST,O,X,X,X,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,O,X,X,O
LIOSTZJ,X,X,X,X,X,O,X,O,X
LIOSJTZ,O,X,X,X,X,X,X,X,O
LIOSJZT,O,X,X,X,X,X,X,O,O
LIOSZTJ,O,X,X,X,O,O,X,O,X
LIOSZJT,O,X,X,X,X,O,X,O,O
LIOZTJS,X,X,X,X,O,O,X,O,X
LIOZTSJ,O,X,X,X,O,O,X,O,X
LIOZJTS,O,X,X,X,X,X,X,O,X
LIOZJST,O,X,X,X,X,O,X,O,X
LIOZSTJ,O,X,X,X,O,O,X,O,X
LIOZSJT,O,X,X,X,X,O,X,O,O
LJTISZO,O,O,X,O,X,O,O,X,X
LJTISOZ,O,X,X,X,X,O,X,X,X
LJTIZSO,O,O,O,O,O,O,O,X,X
LJTIZOS,O,O,O,O,O,O,O,X,X
LJTIOSZ,O,X,X,X,X,O,X,X,X
LJTIOZS,O,O,O,O,O,O,O,X,X
LJTSIZO,O,O,X,O,X,O,O,X,X
LJTSIOZ,O,X,X,X,X,O,X,X,X
LJTSZIO,O,O,X,O,X,O,O,X,X
LJTSZOI,O,O,X,O,X,O,O,X,X
LJTSOIZ,O,X,X,X,X,O,X,X,X
LJTSOZI,O,X,X,X,X,O,X,X,X
LJTZISO,O,O,O,O,O,O,O,X,X
LJTZIOS,O,O,O,O,O,O,O,X,X
LJTZSIO,O,O,O,O,O,O,O,X,X
LJTZSOI,O,O,O,O,O,O,O,X,X
LJTZOIS,O,O,O,O,O,O,O,X,X
LJTZOSI,O,O,O,O,O,O,O,X,X
LJTOISZ,O,X,X,X,X,O,X,X,X
LJTOIZS,O,O,O,O,O,O,O,X,X
LJTOSIZ,O,X,X,X,X,O,X,X,X
LJTOSZI,O,X,X,X,X,O,X,X,X
LJTOZIS,O,O,O,O,O,O,O,X,X
LJTOZSI,O,O,O,O,O,O,O,X,X
LJITSZO,O,O,X,O,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X
LJITZSO,O,O,O,O,O,X,X,X,X
LJITZOS,O,O,O,O,O,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X
LJITOZS,O,O,O,O,O,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,O
LJISZTO,O,X,O,O,O,X,X,X,X
LJISZOT,O,X,X,O,X,X,X,X,O
LJISOTZ,O,X,X,X,X,X,X,X,O
LJISOZT,O,X,X,X,X,X,X,O,O
LJIZTSO,O,X,O,O,O,X,X,X,X
LJIZTOS,O,X,O,X,O,X,X,X,X
LJIZSTO,O,X,O,O,O,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,O,X
LJIZOST,O,X,X,O,X,X,X,O,X
LJIOTSZ,O,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,O
LJIOSZT,O,X,X,X,X,X,X,O,O
LJIOZTS,O,X,X,X,X,X,X,O,X
LJIOZST,O,X,X,O,X,X,X,O,X
LJSTIZO,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,X,X,X,X,O,X,X,O
LJSTZIO,O,X,X,X,X,O,X,X,X
LJSTZOI,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,X,X,O,X,X,O
LJSTOZI,O,X,X,X,X,O,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,O
LJSIZTO,O,X,O,O,O,X,X,X,X
LJSIZOT,O,X,X,O,X,X,X,X,O
LJSIOTZ,O,X,X,X,X,X,X,X,O
LJSIOZT,O,X,X,X,X,X,X,O,O
LJSZTIO,O,O,O,O,O,O,O,X,X
LJSZTOI,O,O,O,O,O,O,O,X,X
LJSZITO,O,X,O,O,O,O,X,X,X
LJSZIOT,O,X,X,O,X,O,X,X,O
LJSZOTI,O,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,X,O
LJSOTIZ,O,X,X,X,X,X,X,X,O
LJSOTZI,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,O
LJSOIZT,O,X,X,X,X,X,X,O,O
LJSOZTI,O,X,X,X,X,X,X,O,X
LJSOZIT,O,X,X,X,X,X,X,O,O
LJZTISO,O,O,O,O,O,O,O,X,X
LJZTIOS,O,O,O,O,O,O,O,X,X
LJZTSIO,O,O,O,O,O,O,O,X,X
LJZTSOI,O,O,O,O,O,O,O,X,X
LJZTOIS,O,O,O,O,O,O,O,X,X
LJZTOSI,O,O,O,O,O,O,O,X,X
LJZITSO,O,X,O,O,O,X,X,X,X
LJZITOS,O,X,O,X,O,X,X,X,X
LJZISTO,O,X,O,O,O,O,X,X,X
LJZISOT,O,X,X,O,X,O,X,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X
LJZIOST,O,X,X,O,X,X,X,O,X
LJZSTIO,O,O,O,O,O,O,O,X,X
LJZSTOI,O,O,O,O,O,O,O,X,X
LJZSITO,O,X,O,O,O,O,X,X,X
LJZSIOT,O,X,X,O,X,O,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,O,X
LJZOTSI,O,X,X,X,X,X,X,O,X
LJZOITS,O,X,X,X,X,X,X,O,X
LJZOIST,O,X,X,X,X,X,X,O,X
LJZOSTI,O,X,X,X,X,X,X,O,X
LJZOSIT,O,X,X,X,X,X,X,O,X
LJOTISZ,O,X,X,X,X,O,X,X,X
LJOTIZS,O,X,X,X,X,O,X,X,X
LJOTSIZ,O,X,X,X,X,O,X,X,X
LJOTSZI,O,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,X,X,O,X,X,X
LJOTZSI,O,X,X,X,X,O,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,O
LJOISZT,O,X,X,X,X,X,X,O,O
LJOIZTS,O,X,X,X,X,X,X,O,X
LJOIZST,O,X,X,X,X,X,X,O,X
LJOSTIZ,O,X,X,X,X,O,X,X,O
LJOSTZI,O,X,X,X,X,O,X,X,X
LJOSITZ,O,X,X,X,X,X,X,X,O
LJOSIZT,O,X,X,X,X,X,X,O,O
LJOSZTI,O,X,X,X,X,O,X,O,X
LJOSZIT,O,X,X,X,X,O,X,O,O
LJOZTIS,O,X,X,X,X,O,X,O,X
LJOZTSI,O,X,X,X,X,O,X,O,X
LJOZITS,O,X,X,X,X,X,X,O,X
LJOZIST,O,X,X,X,X,O,X,O,X
LJOZSTI,O,X,X,X,X,O,X,O,X
LJOZSIT,O,X,X,X,X,O,X,O,X
LSTIJZO,X,O,X,X,X,O,X,X,X
LSTIJOZ,X,X,X,X,X,O,X,X,O
LSTIZJO,X,O,X,X,O,O,X,X,X
LSTIZOJ,X,O,X,X,O,O,X,X,X
LSTIOJZ,X,X,X,X,X,X,X,X,O
LSTIOZJ,X,X,X,X,O,X,X,O,X
LSTJIZO,O,O,X,X,X,O,O,X,X
LSTJIOZ,O,X,X,X,X,O,X,X,O
LSTJZIO,O,O,X,X,X,O,O,X,X
LSTJZOI,O,O,X,X,X,O,O,X,X
LSTJOIZ,O,X,X,X,X,O,X,X,O
LSTJOZI,O,X,X,X,X,O,X,X,X
LSTZIJO,X,O,X,X,O,O,O,X,X
LSTZIOJ,X,O,X,X,O,O,O,X,X
LSTZJIO,O,O,X,X,O,O,O,X,X
LSTZJOI,O,O,X,X,O,O,O,X,X
LSTZOIJ,X,O,X,X,O,O,O,X,X
LSTZOJI,X,O,X,X,O,O,O,X,X
LSTOIJZ,X,X,X,X,X,O,X,X,O
LSTOIZJ,X,X,X,X,O,O,X,O,X
LSTOJIZ,X,X,X,X,X,O,X,X,O
LSTOJZI,X,X,X,X,X,O,X,X,X
LSTOZIJ,X,X,X,X,O,O,X,O,X
LSTOZJI,X,X,X,X,O,O,X,O,X
LSITJZO,X,O,X,X,X,O,X,X,X
LSITJOZ,X,X,X,X,X,O,X,X,O
LSITZJO,X,O,X,X,O,O,X,X,X
LSITZOJ,X,O,X,X,O,O,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,O
LSITOZJ,X,X,X,X,O,X,X,O,X
LSIJTZO,O,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,O
LSIJZTO,O,X,O,X,O,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,X,O
LSIJOTZ,O,X,X,X,X,X,X,X,O
LSIJOZT,O,X,X,X,X,X,X,O,O
LSIZTJO,X,O,O,X,O,O,O,X,X
LSIZTOJ,X,O,O,X,O,O,O,X,X
LSIZJTO,O,X,O,X,O,O,X,X,X
LSIZJOT,O,X,X,X,X,O,X,X,O
LSIZOTJ,X,X,X,X,O,O,X,O,X
LSIZOJT,X,X,X,X,X,O,X,O,O
LSIOTJZ,X,X,X,X,X,X,X,X,O
LSIOTZJ,X,X,X,X,X,X,X,O,X
LSIOJTZ,O,X,X,X,X,X,X,X,O
LSIOJZT,O,X,X,X,X,X,X,O,O
LSIOZTJ,O,X,X,X,O,X,X,O,X
LSIOZJT,O,X,X,X,X,X,X,O,O
LSJTIZO,O,X,X,X,X,O,X,X,X
LSJTIOZ,O,X,X,X,X,O,X,X,O
LSJTZIO,O,X,X,X,X,O,X,X,X
LSJTZOI,O,X,X,X,X,O,X,X,X
LSJTOIZ,O,X,X,X,X,O,X,X,O
LSJTOZI,O,X,X,X,X,O,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,O
LSJIZTO,O,X,O,O,O,X,X,X,X
LSJIZOT,O,X,X,O,X,X,X,X,O
LSJIOTZ,O,X,X,X,X,X,X,X,O
LSJIOZT,O,X,X,X,X,X,X,O,O
LSJZTIO,O,O,O,O,O,O,O,X,X
LSJZTOI,O,O,O,O,O,O,O,X,X
LSJZITO,O,X,O,O,O,O,X,X,X
LSJZIOT,O,X,X,O,X,O,X,X,O
LSJZOTI,O,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,O
LSJOTIZ,O,X,X,X,X,X,X,X,O
LSJOTZI,O,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,X,O
LSJOIZT,O,X,X,X,X,X,X,O,O
LSJOZTI,O,X,X,X,X,X,X,O,X
LSJOZIT,O,X,X,X,X,X,X,O,O
LSZTIJO,X,O,O,O,O,O,O,X,X
LSZTIOJ,X,O,O,O,O,O,O,X,X
LSZTJIO,O,O,O,O,O,O,O,X,X
LSZTJOI,O,O,O,O,O,O,O,X,X
LSZTOIJ,X,O,O,O,O,O,O,X,X
LSZTOJI,X,O,O,O,O,O,O,X,X
LSZITJO,X,O,O,X,O,O,O,X,X
LSZITOJ,X,O,O,X,O,O,O,X,X
LSZIJTO,O,X,O,X,O,O,X,X,X
LSZIJOT,O,X,X,X,X,O,X,X,O
LSZIOTJ,X,X,X,X,O,O,X,O,X
LSZIOJT,X,X,X,X,X,O,X,O,O
LSZJTIO,O,O,O,O,O,O,O,X,X
LSZJTOI,O,O,O,O,O,O,O,X,X
LSZJITO,O,X,O,O,O,O,X,X,X
LSZJIOT,O,X,X,O,X,O,X,X,O
LSZJOTI,O,X,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,O
LSZOTIJ,X,O,X,X,O,O,O,O,X
LSZOTJI,X,O,X,X,O,O,O,O,X
LSZOITJ,X,O,X,X,O,O,X,O,X
LSZOIJT,X,O,X,X,X,O,X,O,O
LSZOJTI,O,O,X,X,X,X,X,O,X
LSZOJIT,O,O,X,X,X,X,X,O,O
LSOTIJZ,X,X,X,X,X,O,X,X,O
LSOTIZJ,X,O,X,X,X,O,X,O,X
LSOTJIZ,O,X,X,X,X,O,X,X,O
LSOTJZI,O,X,X,X,X,O,X,X,X
LSOTZIJ,X,O,X,X,X,O,X,O,X
LSOTZJI,O,O,X,X,X,O,X,O,X
LSOITJZ,X,X,X,X,X,O,X,X,O
LSOITZJ,X,O,X,X,X,O,X,O,X
LSOIJTZ,O,X,X,X,X,X,X,X,O
LSOIJZT,O,O,X,X,X,X,X,O,O
LSOIZTJ,O,O,X,X,O,O,X,O,X
LSOIZJT,O,O,X,X,X,O,X,O,O
LSOJTIZ,O,X,X,X,X,O,X,X,O
LSOJTZI,O,X,X,X,X,O,X,X,X
LSOJITZ,O,X,X,X,X,X,X,X,O
LSOJIZT,O,O,X,X,X,X,X,O,O
LSOJZTI,O,O,X,X,X,O,X,O,X
LSOJZIT,O,O,X,X,X,O,X,O,O
LSOZTIJ,O,O,X,X,O,O,O,O,X
LSOZTJI,O,O,X,X,O,O,O,O,X
LSOZITJ,O,O,X,X,O,O,X,O,X
LSOZIJT,O,O,X,X,X,O,X,O,O
LSOZJTI,O,O,X,X,X,O,X,O,X
LSOZJIT,O,O,X,X,X,O,X,O,O
LZTIJSO,X,O,O,O,O,O,O,X,X
LZTIJOS,X,O,O,O,O,O,O,X,X
LZTISJO,X,O,O,O,O,O,O,X,X
LZTISOJ,X,O,O,O,O,O,O,X,X
LZTIOJS,X,O,O,X,O,X,O,O,X
LZTIOSJ,X,O,O,O,O,O,O,O,X
LZTJISO,O,O,O,O,O,O,O,X,X
LZTJIOS,O,O,O,O,O,O,O,X,X
LZTJSIO,O,O,O,O,O,O,O,X,X
LZTJSOI,O,O,O,O,O,O,O,X,X
LZTJOIS,O,O,O,O,O,O,O,X,X
LZTJOSI,O,O,O,O,O,O,O,X,X
LZTSIJO,X,O,O,O,O,O,O,X,X
LZTSIOJ,X,O,O,O,O,O,O,X,X
LZTSJIO,O,O,O,O,O,O,O,X,X
LZTSJOI,O,O,O,O,O,O,O,X,X
LZTSOIJ,X,O,O,O,O,O,O,X,X
LZTSOJI,X,O,O,O,O,O,O,X,X
LZTOIJS,X,O,O,X,O,O,O,O,X
LZTOISJ,X,O,O,O,O,O,O,O,X
LZTOJIS,X,O,O,O,O,O,O,O,X
LZTOJSI,X,O,O,O,O,O,O,O,X
LZTOSIJ,X,O,O,O,O,O,O,O,X
LZTOSJI,X,O,O,O,O,O,O,O,X
LZITJSO,X,O,O,X,O,O,O,X,X
LZITJOS,X,O,O,X,O,O,O,X,X
LZITSJO,X,O,O,X,O,O,O,X,X
LZITSOJ,X,O,O,X,O,O,O,X,X
LZITOJS,X,O,O,X,O,X,O,O,X
LZITOSJ,X,O,O,X,O,O,O,O,X
LZIJTSO,O,X,O,X,O,X,X,X,X
LZIJTOS,O,X,O,X,O,X,X,X,X
LZIJSTO,O,X,O,X,O,O,X,X,X
LZIJSOT,O,X,X,X,X,O,X,X,X
LZIJOTS,O,X,X,X,X,X,X,O,X
LZIJOST,O,X,X,X,X,X,X,O,X
LZISTJO,X,O,O,X,O,O,O,X,X
LZISTOJ,X,O,O,X,O,O,O,X,X
LZISJTO,O,X,O,X,O,O,X,X,X
LZISJOT,O,X,X,X,X,O,X,X,O
LZISOTJ,X,X,X,X,O,O,X,O,X
LZISOJT,X,X,X,X,X,O,X,O,O
LZIOTJS,X,X,X,X,O,X,X,O,X
LZIOTSJ,X,X,X,X,O,X,X,O,X
LZIOJTS,X,X,X,X,X,X,X,O,X
LZIOJST,X,X,X,X,X,X,X,O,X
LZIOSTJ,X,X,X,X,O,O,X,O,X
LZIOSJT,X,X,X,X,X,O,X,O,O
LZJTISO,O,O,O,O,O,O,O,X,X
LZJTIOS,O,O,O,O,O,O,O,X,X
LZJTSIO,O,O,O,O,O,O,O,X,X
LZJTSOI,O,O,O,O,O,O,O,X,X
LZJTOIS,O,O,O,O,O,O,O,X,X
LZJTOSI,O,O,O,O,O,O,O,X,X
LZJITSO,O,X,O,O,O,X,X,X,X
LZJITOS,O,X,O,X,O,X,X,X,X
LZJISTO,O,X,O,O,O,O,X,X,X
LZJISOT,O,X,X,O,X,O,X,X,X
LZJIOTS,O,X,X,X,X,X,X,O,X
LZJIOST,O,X,X,O,X,X,X,O,X
LZJSTIO,O,O,O,O,O,O,O,X,X
