sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
LSIOZTJ,O,X,O,X,X,O,X
LSIOZJT,O,X,O,X,X,X,X
LSJTIZO,O,X,O,O,X,O,X
LSJTIOZ,O,X,O,O,X,O,X
LSJTZIO,O,X,O,O,X,O,X
LSJTZOI,O,X,O,O,X,O,X
LSJTOIZ,O,X,O,O,X,O,X
LSJTOZI,O,X,O,O,X,O,X
LSJITZO,X,X,O,O,X,O,X
LSJITOZ,X,X,O,O,X,O,X
LSJIZTO,O,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X
LSJIOTZ,X,X,O,O,X,O,O
LSJIOZT,O,X,O,X,X,X,O
LSJZTIO,O,X,O,O,X,O,X
LSJZTOI,O,X,O,O,X,O,X
LSJZITO,O,X,O,X,X,X,X
LSJZIOT,O,X,O,X,X,X,X
LSJZOTI,O,X,O,O,X,O,X
LSJZOIT,O,X,O,X,X,X,X
LSJOTIZ,O,X,O,O,X,O,X
LSJOTZI,O,X,O,O,X,O,X
LSJOITZ,X,X,O,O,X,O,O
LSJOIZT,O,X,O,X,X,X,O
LSJOZTI,O,X,O,O,X,O,X
LSJOZIT,O,X,O,X,X,X,X
LSZTIJO,O,X,O,X,X,O,X
LSZTIOJ,O,X,O,X,X,O,X
LSZTJIO,O,X,O,X,X,O,X
LSZTJOI,O,X,O,X,X,O,X
LSZTOIJ,O,X,O,X,X,O,X
LSZTOJI,O,X,O,X,X,O,X
LSZITJO,O,X,O,X,X,O,X
LSZITOJ,O,X,O,X,X,O,X
LSZIJTO,O,X,O,X,X,X,X
LSZIJOT,O,X,O,X,X,X,X
LSZIOTJ,O,X,O,X,X,O,X
LSZIOJT,O,X,O,X,X,X,X
LSZJTIO,O,X,O,X,X,O,X
LSZJTOI,O,X,O,X,X,O,X
LSZJITO,O,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X
LSZJOTI,O,X,O,X,X,O,X
LSZJOIT,O,X,O,X,X,X,X
LSZOTIJ,O,X,O,X,X,O,X
LSZOTJI,O,X,O,X,X,O,X
LSZOITJ,O,X,O,X,X,O,X
LSZOIJT,O,X,O,X,X,X,X
LSZOJTI,O,X,O,X,X,O,X
LSZOJIT,O,X,O,X,X,X,X
LSOTIJZ,O,X,X,O,X,O,X
LSOTIZJ,O,X,X,X,X,O,X
LSOTJIZ,O,X,X,O,X,O,X
LSOTJZI,O,X,X,O,X,O,X
LSOTZIJ,O,X,X,X,X,O,X
LSOTZJI,O,X,X,X,X,O,X
LSOITJZ,O,X,X,O,X,O,X
LSOITZJ,O,X,X,X,X,O,X
LSOIJTZ,X,X,O,O,X,O,O
LSOIJZT,O,X,O,X,X,X,O
LSOIZTJ,O,X,O,X,X,O,X
LSOIZJT,O,X,O,X,X,X,X
LSOJTIZ,O,X,O,O,X,O,X
LSOJTZI,O,X,O,O,X,O,X
LSOJITZ,X,X,O,O,X,O,O
LSOJIZT,O,X,O,X,X,X,O
LSOJZTI,O,X,O,O,X,O,X
LSOJZIT,O,X,O,X,X,X,X
LSOZTIJ,O,X,O,X,X,O,X
LSOZTJI,O,X,O,X,X,O,X
LSOZITJ,O,X,O,X,X,O,X
LSOZIJT,O,X,O,X,X,X,X
LSOZJTI,O,X,O,X,X,O,X
LSOZJIT,O,X,O,X,X,X,X
LZTIJSO,O,O,O,X,O,X,X
LZTIJOS,O,O,O,X,O,X,X
LZTISJO,O,O,O,X,O,O,X
LZTISOJ,O,O,O,X,O,O,X
LZTIOJS,O,O,X,X,O,X,X
LZTIOSJ,O,O,X,X,O,O,X
LZTJISO,O,O,O,X,O,X,X
LZTJIOS,O,O,O,X,O,X,X
LZTJSIO,O,O,O,X,O,O,X
LZTJSOI,O,O,O,X,O,O,X
LZTJOIS,O,O,O,X,O,X,X
LZTJOSI,O,O,O,X,O,O,X
LZTSIJO,O,O,O,X,O,O,X
LZTSIOJ,O,O,O,X,O,O,X
LZTSJIO,O,O,O,X,O,O,X
LZTSJOI,O,O,O,X,O,O,X
LZTSOIJ,O,O,O,X,O,O,X
LZTSOJI,O,O,O,X,O,O,X
LZTOIJS,O,O,O,X,O,X,X
LZTOISJ,O,O,O,X,O,O,X
LZTOJIS,O,O,O,X,O,X,X
LZTOJSI,O,O,O,X,O,O,X
LZTOSIJ,O,O,O,X,O,O,X
LZTOSJI,O,O,O,X,O,O,X
LZITJSO,O,X,O,X,O,X,X
LZITJOS,O,O,O,X,O,X,X
LZITSJO,O,X,O,X,O,O,X
LZITSOJ,O,X,O,X,O,O,X
LZITOJS,O,O,X,X,O,X,X
LZITOSJ,O,X,X,X,O,O,X
LZIJTSO,X,X,O,X,O,X,X
LZIJTOS,X,O,O,X,O,X,X
LZIJSTO,O,X,O,X,O,X,X
LZIJSOT,O,O,O,X,X,X,X
LZIJOTS,X,O,O,X,X,X,O
LZIJOST,O,O,O,X,X,X,O
LZISTJO,X,X,O,X,O,O,X
LZISTOJ,O,X,O,X,O,O,X
LZISJTO,X,X,O,X,O,X,X
LZISJOT,O,O,O,X,X,X,X
LZISOTJ,O,X,O,X,X,O,X
LZISOJT,O,O,O,X,X,X,X
LZIOTJS,O,O,O,X,X,X,X
LZIOTSJ,O,X,O,X,X,O,X
LZIOJTS,X,O,O,X,X,X,O
LZIOJST,O,O,O,X,X,X,O
LZIOSTJ,O,X,O,X,X,O,X
LZIOSJT,O,O,O,X,X,X,X
LZJTISO,X,O,O,X,O,X,X
LZJTIOS,X,O,O,X,O,X,X
LZJTSIO,X,O,O,X,O,O,X
LZJTSOI,X,O,O,X,O,O,X
LZJTOIS,X,O,O,X,O,X,X
LZJTOSI,X,O,O,X,O,O,X
LZJITSO,X,X,O,X,O,X,X
LZJITOS,X,O,O,X,O,X,X
LZJISTO,O,X,O,X,O,X,X
LZJISOT,O,O,O,X,X,X,X
LZJIOTS,X,O,O,X,X,X,O
LZJIOST,O,O,O,X,X,X,O
LZJSTIO,O,X,O,X,O,O,X
LZJSTOI,O,X,O,X,O,O,X
LZJSITO,O,X,O,X,O,X,X
LZJSIOT,O,X,O,X,X,X,X
LZJSOTI,O,X,O,X,X,O,X
LZJSOIT,O,X,O,X,X,X,X
LZJOTIS,X,O,O,X,X,X,X
LZJOTSI,X,O,O,X,X,O,X
LZJOITS,X,O,O,X,X,X,O
LZJOIST,O,O,O,X,X,X,O
LZJOSTI,O,X,O,X,X,O,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,O,X,O,X,O,O,X
LZSTIOJ,O,X,O,X,O,O,X
LZSTJIO,O,X,O,X,O,O,X
LZSTJOI,O,X,O,X,O,O,X
LZSTOIJ,O,X,O,X,O,O,X
LZSTOJI,O,X,O,X,O,O,X
LZSITJO,O,X,O,X,O,O,X
LZSITOJ,O,X,O,X,O,O,X
LZSIJTO,O,X,O,X,O,X,X
LZSIJOT,O,X,O,X,X,X,X
LZSIOTJ,O,X,O,X,X,O,X
LZSIOJT,O,X,O,X,X,X,X
LZSJTIO,O,X,O,X,O,O,X
LZSJTOI,O,X,O,X,O,O,X
LZSJITO,O,X,O,X,O,X,X
LZSJIOT,O,X,O,X,X,X,X
LZSJOTI,O,X,O,X,X,O,X
LZSJOIT,O,X,O,X,X,X,X
LZSOTIJ,O,X,O,X,X,O,X
LZSOTJI,O,X,O,X,X,O,X
LZSOITJ,O,X,O,X,X,O,X
LZSOIJT,O,X,O,X,X,X,X
LZSOJTI,O,X,O,X,X,O,X
LZSOJIT,O,X,O,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X
LZOTISJ,O,O,O,X,X,O,X
LZOTJIS,O,O,O,X,X,X,X
LZOTJSI,O,O,O,X,X,O,X
LZOTSIJ,O,O,O,X,X,O,X
LZOTSJI,O,O,O,X,X,O,X
LZOITJS,O,O,O,X,X,X,X
LZOITSJ,O,X,O,X,X,O,X
LZOIJTS,X,O,O,X,X,X,O
LZOIJST,O,O,O,X,X,X,O
LZOISTJ,O,X,O,X,X,O,X
LZOISJT,O,O,O,X,X,X,X
LZOJTIS,X,O,O,X,X,X,X
LZOJTSI,X,O,O,X,X,O,X
LZOJITS,X,O,O,X,X,X,O
LZOJIST,O,O,O,X,X,X,O
LZOJSTI,O,X,O,X,X,O,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,O,X,O,X,X,O,X
LZOSTJI,O,X,O,X,X,O,X
LZOSITJ,O,X,O,X,X,O,X
LZOSIJT,O,X,O,X,X,X,X
LZOSJTI,O,X,O,X,X,O,X
LZOSJIT,O,X,O,X,X,X,X
LOTIJSZ,X,X,O,X,X,X,O
LOTIJZS,X,O,O,X,X,X,O
LOTISJZ,X,X,X,X,X,O,X
LOTISZJ,X,O,X,X,X,O,X
LOTIZJS,X,O,O,X,X,X,X
LOTIZSJ,X,O,O,X,X,O,X
LOTJISZ,X,X,O,X,X,X,O
LOTJIZS,X,O,O,X,X,X,O
LOTJSIZ,O,X,O,O,X,O,X
LOTJSZI,O,X,O,O,X,O,X
LOTJZIS,O,O,O,X,X,X,X
LOTJZSI,O,O,O,O,X,O,X
LOTSIJZ,O,X,X,O,X,O,X
LOTSIZJ,O,O,X,X,X,O,X
LOTSJIZ,O,X,X,O,X,O,X
LOTSJZI,O,X,X,O,X,O,X
LOTSZIJ,O,O,X,X,X,O,X
LOTSZJI,O,O,X,X,X,O,X
LOTZIJS,O,O,O,X,X,X,X
LOTZISJ,O,O,O,X,X,O,X
LOTZJIS,O,O,O,X,X,X,X
LOTZJSI,O,O,O,X,X,O,X
LOTZSIJ,O,O,O,X,X,O,X
LOTZSJI,O,O,O,X,X,O,X
LOITJSZ,X,X,O,X,X,X,O
LOITJZS,X,O,O,X,X,X,O
LOITSJZ,X,X,X,X,X,O,X
LOITSZJ,X,O,X,X,X,O,X
LOITZJS,X,O,O,X,X,X,X
LOITZSJ,X,O,O,X,X,O,X
LOIJTSZ,X,X,O,X,X,X,O
LOIJTZS,X,X,O,X,X,X,O
LOIJSTZ,X,X,O,X,X,X,O
LOIJSZT,X,X,O,X,X,X,O
LOIJZTS,X,O,O,X,X,X,O
LOIJZST,X,O,O,X,X,X,O
LOISTJZ,X,X,X,X,X,O,X
LOISTZJ,X,X,X,X,X,O,X
LOISJTZ,X,X,O,X,X,O,O
LOISJZT,X,X,O,X,X,X,O
LOISZTJ,X,X,O,X,X,O,X
LOISZJT,X,O,O,X,X,X,X
LOIZTJS,X,O,O,X,X,X,X
LOIZTSJ,X,X,O,X,X,O,X
LOIZJTS,X,O,O,X,X,X,O
LOIZJST,X,O,O,X,X,X,O
LOIZSTJ,X,X,O,X,X,O,X
LOIZSJT,X,O,O,X,X,X,X
LOJTISZ,X,X,O,X,X,X,O
LOJTIZS,X,X,O,X,X,X,O
LOJTSIZ,X,X,O,O,X,O,X
LOJTSZI,X,X,O,O,X,O,X
LOJTZIS,X,X,O,X,X,X,X
LOJTZSI,X,X,O,O,X,O,X
LOJITSZ,X,X,O,X,X,X,O
LOJITZS,X,X,O,X,X,X,O
LOJISTZ,X,X,O,X,X,X,O
LOJISZT,X,X,O,X,X,X,O
LOJIZTS,X,O,O,X,X,X,O
LOJIZST,X,O,O,X,X,X,O
LOJSTIZ,X,X,O,O,X,O,X
LOJSTZI,O,X,O,O,X,O,X
LOJSITZ,X,X,O,O,X,O,O
LOJSIZT,O,X,O,X,X,X,O
LOJSZTI,O,X,O,O,X,O,X
LOJSZIT,O,X,O,X,X,X,X
LOJZTIS,X,O,O,X,X,X,X
LOJZTSI,X,O,O,O,X,O,X
LOJZITS,X,O,O,X,X,X,O
LOJZIST,O,O,O,X,X,X,O
LOJZSTI,O,X,O,O,X,O,X
LOJZSIT,O,X,O,X,X,X,X
LOSTIJZ,O,X,X,O,X,O,X
LOSTIZJ,O,X,X,X,X,O,X
LOSTJIZ,O,X,X,O,X,O,X
LOSTJZI,O,X,X,O,X,O,X
LOSTZIJ,O,X,X,X,X,O,X
LOSTZJI,O,X,X,X,X,O,X
LOSITJZ,O,X,X,O,X,O,X
LOSITZJ,O,X,X,X,X,O,X
LOSIJTZ,X,X,O,O,X,O,O
LOSIJZT,O,X,O,X,X,X,O
LOSIZTJ,O,X,O,X,X,O,X
LOSIZJT,O,X,O,X,X,X,X
LOSJTIZ,O,X,O,O,X,O,X
LOSJTZI,O,X,O,O,X,O,X
LOSJITZ,X,X,O,O,X,O,O
LOSJIZT,O,X,O,X,X,X,O
LOSJZTI,O,X,O,O,X,O,X
LOSJZIT,O,X,O,X,X,X,X
LOSZTIJ,O,X,O,X,X,O,X
LOSZTJI,O,X,O,X,X,O,X
LOSZITJ,O,X,O,X,X,O,X
LOSZIJT,O,X,O,X,X,X,X
LOSZJTI,O,X,O,X,X,O,X
LOSZJIT,O,X,O,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X
LOZTISJ,O,O,O,X,X,O,X
LOZTJIS,O,O,O,X,X,X,X
LOZTJSI,O,O,O,X,X,O,X
LOZTSIJ,O,O,O,X,X,O,X
LOZTSJI,O,O,O,X,X,O,X
LOZITJS,O,O,O,X,X,X,X
LOZITSJ,O,X,O,X,X,O,X
LOZIJTS,X,O,O,X,X,X,O
LOZIJST,O,O,O,X,X,X,O
LOZISTJ,O,X,O,X,X,O,X
LOZISJT,O,O,O,X,X,X,X
LOZJTIS,X,O,O,X,X,X,X
LOZJTSI,X,O,O,X,X,O,X
LOZJITS,X,O,O,X,X,X,O
LOZJIST,O,O,O,X,X,X,O
LOZJSTI,O,X,O,X,X,O,X
LOZJSIT,O,X,O,X,X,X,X
LOZSTIJ,O,X,O,X,X,O,X
LOZSTJI,O,X,O,X,X,O,X
LOZSITJ,O,X,O,X,X,O,X
LOZSIJT,O,X,O,X,X,X,X
LOZSJTI,O,X,O,X,X,O,X
LOZSJIT,O,X,O,X,X,X,X
JTILSZO,X,X,O,X,O,X,X
JTILSOZ,X,X,O,X,X,X,X
JTILZSO,X,O,O,X,O,X,X
JTILZOS,X,O,O,X,O,X,X
JTILOSZ,X,X,O,X,X,X,O
JTILOZS,X,O,O,X,O,X,O
JTISLZO,O,X,X,O,O,X,X
JTISLOZ,O,X,X,O,X,X,X
JTISZLO,O,X,X,O,O,X,X
JTISZOL,O,X,X,O,O,X,X
JTISOLZ,O,X,X,O,X,X,X
JTISOZL,O,X,X,O,X,X,X
JTIZLSO,O,O,O,X,O,X,X
JTIZLOS,O,O,O,X,O,X,X
JTIZSLO,O,O,O,O,O,X,X
JTIZSOL,O,O,O,O,O,X,X
JTIZOLS,O,O,O,X,O,X,X
JTIZOSL,O,O,O,O,O,X,X
JTIOLSZ,X,X,O,X,X,X,O
JTIOLZS,X,O,O,X,O,X,O
JTIOSLZ,O,X,O,O,X,X,X
JTIOSZL,O,X,O,O,X,X,X
JTIOZLS,O,O,O,X,O,X,X
JTIOZSL,O,O,O,O,O,X,X
JTLISZO,X,X,O,X,O,X,X
JTLISOZ,X,X,O,X,X,X,X
JTLIZSO,X,O,O,X,O,X,X
JTLIZOS,X,O,O,X,O,X,X
JTLIOSZ,X,X,O,X,X,X,O
JTLIOZS,X,O,O,X,O,X,O
JTLSIZO,O,X,O,O,O,O,X
JTLSIOZ,O,X,O,O,X,O,X
JTLSZIO,O,X,O,O,O,O,X
JTLSZOI,O,X,O,O,O,O,X
JTLSOIZ,O,X,O,O,X,O,X
JTLSOZI,O,X,O,O,X,O,X
JTLZISO,O,O,O,X,O,X,X
JTLZIOS,O,O,O,X,O,X,X
JTLZSIO,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,X
JTLZOIS,O,O,O,X,O,X,X
JTLZOSI,O,O,O,O,O,O,X
JTLOISZ,X,X,O,X,X,X,O
JTLOIZS,X,O,O,X,O,X,O
JTLOSIZ,O,X,O,O,X,O,X
JTLOSZI,O,X,O,O,X,O,X
JTLOZIS,O,O,O,X,O,X,X
JTLOZSI,O,O,O,O,O,O,X
JTSILZO,O,X,X,O,O,O,X
JTSILOZ,O,X,X,O,X,O,X
JTSIZLO,O,X,X,O,O,X,X
JTSIZOL,O,X,X,O,O,X,X
JTSIOLZ,O,X,X,O,X,O,X
JTSIOZL,O,X,X,O,X,X,X
JTSLIZO,O,X,O,O,O,O,X
JTSLIOZ,O,X,O,O,X,O,X
JTSLZIO,O,X,O,O,O,O,X
JTSLZOI,O,X,O,O,O,O,X
JTSLOIZ,O,X,O,O,X,O,X
JTSLOZI,O,X,O,O,X,O,X
JTSZILO,O,X,O,O,O,X,X
JTSZIOL,O,X,O,O,O,X,X
JTSZLIO,O,X,O,O,O,X,X
JTSZLOI,O,X,O,O,O,X,X
JTSZOIL,O,X,O,O,O,X,X
JTSZOLI,O,X,O,O,O,X,X
JTSOILZ,O,X,O,O,X,O,X
JTSOIZL,O,X,O,O,X,X,X
JTSOLIZ,O,X,O,O,X,O,X
JTSOLZI,O,X,O,O,X,O,X
JTSOZIL,O,X,O,O,X,X,X
JTSOZLI,O,X,O,O,X,X,X
JTZILSO,O,O,O,X,O,X,X
JTZILOS,O,O,O,X,O,X,X
JTZISLO,O,O,O,O,O,X,X
JTZISOL,O,O,O,O,O,X,X
JTZIOLS,O,O,O,X,O,X,X
JTZIOSL,O,O,O,O,O,X,X
JTZLISO,O,O,O,X,O,X,X
JTZLIOS,O,O,O,X,O,X,X
JTZLSIO,O,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,X,X
JTZLOIS,O,O,O,X,O,X,X
JTZLOSI,O,O,O,O,O,X,X
JTZSILO,O,O,O,O,O,X,X
JTZSIOL,O,O,O,O,O,X,X
JTZSLIO,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,X,X
JTZOILS,O,O,O,X,O,X,X
JTZOISL,O,O,O,O,O,X,X
JTZOLIS,O,O,O,X,O,X,X
JTZOLSI,O,O,O,O,O,X,X
JTZOSIL,O,O,O,O,O,X,X
JTZOSLI,O,O,O,O,O,X,X
JTOILSZ,X,X,O,X,X,X,O
JTOILZS,X,O,O,X,O,X,O
JTOISLZ,O,X,O,O,X,X,X
JTOISZL,O,X,O,O,X,X,X
JTOIZLS,O,O,O,X,O,X,X
JTOIZSL,O,O,O,O,O,X,X
JTOLISZ,X,X,O,X,X,X,O
JTOLIZS,X,O,O,X,O,X,O
JTOLSIZ,O,X,O,O,X,O,X
JTOLSZI,O,X,O,O,X,O,X
JTOLZIS,O,O,O,X,O,X,X
JTOLZSI,O,O,O,O,O,O,X
JTOSILZ,O,X,O,O,X,O,X
JTOSIZL,O,X,O,O,X,X,X
JTOSLIZ,O,X,O,O,X,O,X
JTOSLZI,O,X,O,O,X,O,X
JTOSZIL,O,X,O,O,X,X,X
JTOSZLI,O,X,O,O,X,X,X
JTOZILS,O,O,O,X,O,X,X
JTOZISL,O,O,O,O,O,X,X
JTOZLIS,O,O,O,X,O,X,X
JTOZLSI,O,O,O,O,O,X,X
JTOZSIL,O,O,O,O,O,X,X
JTOZSLI,O,O,O,O,O,X,X
JITLSZO,X,X,O,X,O,X,X
JITLSOZ,X,X,O,X,X,X,X
JITLZSO,X,O,O,X,O,X,X
JITLZOS,X,O,O,X,O,X,X
JITLOSZ,X,X,O,X,X,X,O
JITLOZS,X,O,O,X,O,X,O
JITSLZO,X,X,X,O,O,X,X
JITSLOZ,X,X,X,O,X,X,X
JITSZLO,X,X,X,O,O,X,X
JITSZOL,X,X,X,O,O,X,X
JITSOLZ,X,X,X,O,X,X,X
JITSOZL,X,X,X,O,X,X,X
JITZLSO,X,O,O,X,O,X,X
JITZLOS,X,O,O,X,O,X,X
JITZSLO,X,O,O,O,O,X,X
JITZSOL,X,O,O,O,O,X,X
JITZOLS,X,O,O,X,O,X,X
JITZOSL,X,O,O,O,O,X,X
JITOLSZ,X,X,O,X,X,X,O
JITOLZS,X,O,O,X,O,X,O
JITOSLZ,X,X,O,O,X,X,X
JITOSZL,X,X,O,O,X,X,X
JITOZLS,X,O,O,X,O,X,X
JITOZSL,X,O,O,O,O,X,X
JILTSZO,X,X,O,X,O,X,X
JILTSOZ,X,X,O,X,X,X,X
JILTZSO,X,X,O,X,O,X,X
JILTZOS,X,X,O,X,O,X,X
JILTOSZ,X,X,O,X,X,X,O
JILTOZS,X,X,O,X,O,X,O
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X
JILSZTO,X,X,O,X,X,X,X
JILSZOT,X,X,O,X,X,X,X
JILSOTZ,X,X,O,X,X,X,O
JILSOZT,X,X,O,X,X,X,O
JILZTSO,X,X,O,X,O,X,X
JILZTOS,X,O,O,X,O,X,X
JILZSTO,X,X,O,X,O,X,X
JILZSOT,X,O,O,X,X,X,X
JILZOTS,X,O,O,X,X,X,O
JILZOST,X,O,O,X,X,X,O
JILOTSZ,X,X,O,X,X,X,O
JILOTZS,X,X,O,X,X,X,O
JILOSTZ,X,X,O,X,X,X,O
JILOSZT,X,X,O,X,X,X,O
JILOZTS,X,O,O,X,X,X,O
JILOZST,X,O,O,X,X,X,O
JISTLZO,X,X,X,O,O,X,X
JISTLOZ,X,X,X,O,X,X,X
JISTZLO,X,X,X,O,O,X,X
JISTZOL,X,X,X,O,O,X,X
JISTOLZ,X,X,X,O,X,X,X
JISTOZL,X,X,X,O,X,X,X
JISLTZO,X,X,X,O,X,X,X
JISLTOZ,X,X,X,O,X,X,X
JISLZTO,O,X,X,X,X,X,X
JISLZOT,O,X,X,X,X,X,X
JISLOTZ,X,X,X,O,X,X,O
JISLOZT,O,X,X,X,X,X,O
JISZTLO,O,X,X,O,O,X,X
JISZTOL,O,X,X,O,O,X,X
JISZLTO,O,X,X,X,O,X,X
JISZLOT,O,O,X,X,X,X,X
JISZOTL,O,X,X,O,O,X,X
JISZOLT,O,O,X,X,X,X,X
JISOTLZ,X,X,X,O,X,X,X
JISOTZL,X,X,X,O,X,X,X
JISOLTZ,X,X,X,O,X,X,O
JISOLZT,O,X,X,X,X,X,O
JISOZTL,O,X,X,O,X,X,X
JISOZLT,O,O,X,X,X,X,X
JIZTLSO,X,O,O,X,O,X,X
JIZTLOS,X,O,O,X,O,X,X
JIZTSLO,O,O,O,O,O,X,X
JIZTSOL,O,O,O,O,O,X,X
JIZTOLS,X,O,O,X,O,X,X
JIZTOSL,O,O,O,O,O,X,X
JIZLTSO,X,X,O,X,O,X,X
JIZLTOS,X,O,O,X,O,X,X
JIZLSTO,O,X,O,X,O,X,X
JIZLSOT,O,O,O,X,X,X,X
JIZLOTS,X,O,O,X,X,X,O
JIZLOST,O,O,O,X,X,X,O
JIZSTLO,O,X,O,O,O,X,X
JIZSTOL,O,X,O,O,O,X,X
JIZSLTO,O,X,O,X,O,X,X
JIZSLOT,O,O,O,X,X,X,X
JIZSOTL,O,X,O,O,O,X,X
JIZSOLT,O,O,O,X,X,X,X
JIZOTLS,X,O,O,X,O,X,X
JIZOTSL,O,O,O,O,O,X,X
JIZOLTS,X,O,O,X,X,X,O
JIZOLST,O,O,O,X,X,X,O
JIZOSTL,O,X,O,O,O,X,X
JIZOSLT,O,O,O,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,O
JIOTLZS,X,O,O,X,O,X,O
JIOTSLZ,X,X,O,O,X,X,X
JIOTSZL,X,X,O,O,X,X,X
JIOTZLS,X,O,O,X,O,X,X
JIOTZSL,X,O,O,O,O,X,X
JIOLTSZ,X,X,O,X,X,X,O
JIOLTZS,X,X,O,X,X,X,O
JIOLSTZ,X,X,O,X,X,X,O
JIOLSZT,X,X,O,X,X,X,O
JIOLZTS,X,O,O,X,X,X,O
JIOLZST,X,O,O,X,X,X,O
JIOSTLZ,X,X,O,O,X,X,X
JIOSTZL,X,X,O,O,X,X,X
JIOSLTZ,X,X,O,O,X,X,O
JIOSLZT,O,X,O,X,X,X,O
JIOSZTL,O,X,O,O,X,X,X
JIOSZLT,O,O,O,X,X,X,X
JIOZTLS,X,O,O,X,O,X,X
JIOZTSL,O,O,O,O,O,X,X
JIOZLTS,X,O,O,X,X,X,O
JIOZLST,O,O,O,X,X,X,O
JIOZSTL,O,X,O,O,O,X,X
JIOZSLT,O,O,O,X,X,X,X
JLTISZO,X,X,O,X,O,X,X
JLTISOZ,X,X,O,X,X,X,X
JLTIZSO,X,X,O,X,O,X,X
JLTIZOS,X,X,O,X,O,X,X
JLTIOSZ,X,X,O,X,X,X,O
JLTIOZS,X,X,O,X,O,X,O
JLTSIZO,X,X,O,O,O,O,X
JLTSIOZ,X,X,O,O,X,O,X
JLTSZIO,X,X,O,O,O,O,X
JLTSZOI,X,X,O,O,O,O,X
JLTSOIZ,X,X,O,O,X,O,X
JLTSOZI,X,X,O,O,X,O,X
JLTZISO,X,X,O,X,O,X,X
JLTZIOS,X,X,O,X,O,X,X
JLTZSIO,X,X,O,O,O,O,X
JLTZSOI,X,X,O,O,O,O,X
JLTZOIS,X,X,O,X,O,X,X
JLTZOSI,X,X,O,O,O,O,X
JLTOISZ,X,X,O,X,X,X,O
JLTOIZS,X,X,O,X,O,X,O
JLTOSIZ,X,X,O,O,X,O,X
JLTOSZI,X,X,O,O,X,O,X
JLTOZIS,X,X,O,X,O,X,X
JLTOZSI,X,X,O,O,O,O,X
JLITSZO,X,X,O,X,O,X,X
JLITSOZ,X,X,O,X,X,X,X
JLITZSO,X,X,O,X,O,X,X
JLITZOS,X,X,O,X,O,X,X
JLITOSZ,X,X,O,X,X,X,O
JLITOZS,X,X,O,X,O,X,O
JLISTZO,X,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X
JLISZTO,X,X,O,X,X,X,X
JLISZOT,X,X,O,X,X,X,X
JLISOTZ,X,X,O,X,X,X,O
JLISOZT,X,X,O,X,X,X,O
JLIZTSO,X,X,O,X,O,X,X
JLIZTOS,X,O,O,X,O,X,X
JLIZSTO,X,X,O,X,O,X,X
JLIZSOT,X,O,O,X,X,X,X
JLIZOTS,X,O,O,X,X,X,O
JLIZOST,X,O,O,X,X,X,O
JLIOTSZ,X,X,O,X,X,X,O
JLIOTZS,X,X,O,X,X,X,O
JLIOSTZ,X,X,O,X,X,X,O
JLIOSZT,X,X,O,X,X,X,O
JLIOZTS,X,O,O,X,X,X,O
JLIOZST,X,O,O,X,X,X,O
JLSTIZO,X,X,O,O,X,O,X
JLSTIOZ,X,X,O,O,X,O,X
JLSTZIO,O,X,O,O,X,O,X
JLSTZOI,O,X,O,O,X,O,X
JLSTOIZ,X,X,O,O,X,O,X
JLSTOZI,O,X,O,O,X,O,X
JLSITZO,X,X,O,O,X,O,X
JLSITOZ,X,X,O,O,X,O,X
JLSIZTO,O,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X
JLSIOTZ,X,X,O,O,X,O,O
JLSIOZT,O,X,O,X,X,X,O
JLSZTIO,O,X,O,O,X,O,X
JLSZTOI,O,X,O,O,X,O,X
JLSZITO,O,X,O,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,X,O,O,X,O,X
JLSZOIT,O,X,O,X,X,X,X
JLSOTIZ,X,X,O,O,X,O,X
JLSOTZI,O,X,O,O,X,O,X
JLSOITZ,X,X,O,O,X,O,O
JLSOIZT,O,X,O,X,X,X,O
JLSOZTI,O,X,O,O,X,O,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,X,O,O,X,O,X,X
