sequence,v115@RhC8GeF8AeC8JeT/IvhF/lBRhBGjBimBUoBFsB,v115@RhC8GeF8AeC8JeT/IvhFmhBfoB6oBxlB0lBFsB,v115@RhC8GeF8AeC8Je2EJvhFRgBUiBFjBzlBfsBSyB,v115@RhC8GeF8AeC8JeT/IvhFxgBXjB0lBlmBStBOsB,v115@RhC8GeF8AeC8Jei/IvhFUiBGjBRlBfsBVyBzqB,v115@RhC8GeF8AeC8JeT/IvhFxgB+oB0lBlmB3nBisB,v115@RhC8GeF8AeC8JeT/IvhF6oBxlBmnBllB3mBcsB
LSIOTJZ,O,O,O,X,O,X,X
LSIOTZJ,O,O,O,O,O,X,X
LSIOJTZ,X,O,O,X,X,X,O
LSIOJZT,O,O,O,X,X,X,O
LSIOZTJ,O,X,O,O,O,X,X
LSIOZJT,O,O,O,X,X,X,X
LSJTIZO,X,O,O,X,O,X,X
LSJTIOZ,X,O,O,X,O,X,X
LSJTZIO,X,O,O,O,O,X,X
LSJTZOI,X,O,O,O,O,X,X
LSJTOIZ,X,O,O,X,O,X,X
LSJTOZI,X,O,O,O,O,X,X
LSJITZO,X,X,O,X,O,X,X
LSJITOZ,X,O,O,X,O,X,X
LSJIZTO,O,X,O,X,O,X,X
LSJIZOT,O,O,O,X,X,X,X
LSJIOTZ,X,O,O,X,X,X,O
LSJIOZT,O,O,O,X,X,X,O
LSJZTIO,O,X,O,O,O,X,X
LSJZTOI,O,X,O,O,O,X,X
LSJZITO,O,X,O,X,O,X,X
LSJZIOT,O,X,O,X,X,X,X
LSJZOTI,O,X,O,O,X,X,X
LSJZOIT,O,X,O,X,X,X,X
LSJOTIZ,X,O,O,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,X,X,X,O
LSJOIZT,O,O,O,X,X,X,O
LSJOZTI,O,X,O,O,X,X,X
LSJOZIT,O,X,O,X,X,X,X
LSZTIJO,O,O,O,O,O,X,X
LSZTIOJ,O,O,O,O,O,X,X
LSZTJIO,O,O,O,O,O,X,X
LSZTJOI,O,O,O,O,O,X,X
LSZTOIJ,O,O,O,O,O,X,X
LSZTOJI,O,O,O,O,O,X,X
LSZITJO,O,X,O,O,O,X,X
LSZITOJ,O,X,O,O,O,X,X
LSZIJTO,O,X,O,X,O,X,X
LSZIJOT,O,O,O,X,X,X,X
LSZIOTJ,O,X,O,O,O,X,X
LSZIOJT,O,O,O,X,X,X,X
LSZJTIO,O,X,O,O,O,X,X
LSZJTOI,O,X,O,O,O,X,X
LSZJITO,O,X,O,X,O,X,X
LSZJIOT,O,X,O,X,X,X,X
LSZJOTI,O,X,O,O,X,X,X
LSZJOIT,O,X,O,X,X,X,X
LSZOTIJ,O,O,O,O,O,X,X
LSZOTJI,O,O,O,O,O,X,X
LSZOITJ,O,X,O,O,O,X,X
LSZOIJT,O,O,O,X,X,X,X
LSZOJTI,O,X,O,O,X,X,X
LSZOJIT,O,X,O,X,X,X,X
LSOTIJZ,O,O,O,X,O,X,X
LSOTIZJ,O,O,O,O,O,X,X
LSOTJIZ,O,O,O,X,O,X,X
LSOTJZI,O,O,O,O,O,X,X
LSOTZIJ,O,O,O,O,O,X,X
LSOTZJI,O,O,O,O,O,X,X
LSOITJZ,O,O,O,X,O,X,X
LSOITZJ,O,O,O,O,O,X,X
LSOIJTZ,X,O,O,X,X,X,O
LSOIJZT,O,O,O,X,X,X,O
LSOIZTJ,O,X,O,O,O,X,X
LSOIZJT,O,O,O,X,X,X,X
LSOJTIZ,X,O,O,X,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,X,X,X,O
LSOJIZT,O,O,O,X,X,X,O
LSOJZTI,O,X,O,O,X,X,X
LSOJZIT,O,X,O,X,X,X,X
LSOZTIJ,O,O,O,O,O,X,X
LSOZTJI,O,O,O,O,O,X,X
LSOZITJ,O,X,O,O,O,X,X
LSOZIJT,O,O,O,X,X,X,X
LSOZJTI,O,X,O,O,X,X,X
LSOZJIT,O,X,O,X,X,X,X
LZTIJSO,O,X,X,O,O,O,X
LZTIJOS,O,X,X,O,X,O,X
LZTISJO,O,X,X,O,O,X,X
LZTISOJ,O,X,X,O,O,X,X
LZTIOJS,O,X,X,O,X,O,X
LZTIOSJ,O,X,X,O,X,X,X
LZTJISO,O,X,O,O,O,O,X
LZTJIOS,O,X,O,O,X,O,X
LZTJSIO,O,X,O,O,O,O,X
LZTJSOI,O,X,O,O,O,O,X
LZTJOIS,O,X,O,O,X,O,X
LZTJOSI,O,X,O,O,X,O,X
LZTSIJO,O,X,O,O,O,X,X
LZTSIOJ,O,X,O,O,O,X,X
LZTSJIO,O,X,O,O,O,X,X
LZTSJOI,O,X,O,O,O,X,X
LZTSOIJ,O,X,O,O,O,X,X
LZTSOJI,O,X,O,O,O,X,X
LZTOIJS,O,X,O,O,X,O,X
LZTOISJ,O,X,O,O,X,X,X
LZTOJIS,O,X,O,O,X,O,X
LZTOJSI,O,X,O,O,X,O,X
LZTOSIJ,O,X,O,O,X,X,X
LZTOSJI,O,X,O,O,X,X,X
LZITJSO,X,X,X,O,O,O,X
LZITJOS,X,X,X,O,X,O,X
LZITSJO,X,X,X,O,O,X,X
LZITSOJ,X,X,X,O,O,X,X
LZITOJS,X,X,X,O,X,O,X
LZITOSJ,X,X,X,O,X,X,X
LZIJTSO,X,X,X,O,X,O,X
LZIJTOS,X,X,X,O,X,O,X
LZIJSTO,O,X,X,X,X,X,X
LZIJSOT,O,X,X,X,X,X,X
LZIJOTS,X,X,X,O,X,O,O
LZIJOST,O,X,X,X,X,X,O
LZISTJO,O,X,X,O,O,X,X
LZISTOJ,O,X,X,O,O,X,X
LZISJTO,O,X,X,X,O,X,X
LZISJOT,O,O,X,X,X,X,X
LZISOTJ,O,X,X,O,O,X,X
LZISOJT,O,O,X,X,X,X,X
LZIOTJS,X,X,X,O,X,O,X
LZIOTSJ,X,X,X,O,X,X,X
LZIOJTS,X,X,X,O,X,O,O
LZIOJST,O,X,X,X,X,X,O
LZIOSTJ,O,X,X,O,X,X,X
LZIOSJT,O,O,X,X,X,X,X
LZJTISO,O,X,O,O,X,O,X
LZJTIOS,O,X,O,O,X,O,X
LZJTSIO,O,X,O,O,X,O,X
LZJTSOI,O,X,O,O,X,O,X
LZJTOIS,O,X,O,O,X,O,X
LZJTOSI,O,X,O,O,X,O,X
LZJITSO,X,X,O,O,X,O,X
LZJITOS,X,X,O,O,X,O,X
LZJISTO,O,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,X
LZJIOTS,X,X,O,O,X,O,O
LZJIOST,O,X,O,X,X,X,O
LZJSTIO,O,X,O,O,X,O,X
LZJSTOI,O,X,O,O,X,O,X
LZJSITO,O,X,O,X,X,X,X
LZJSIOT,O,X,O,X,X,X,X
LZJSOTI,O,X,O,O,X,O,X
LZJSOIT,O,X,O,X,X,X,X
LZJOTIS,O,X,O,O,X,O,X
LZJOTSI,O,X,O,O,X,O,X
LZJOITS,X,X,O,O,X,O,O
LZJOIST,O,X,O,X,X,X,O
LZJOSTI,O,X,O,O,X,O,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,O,O,O,O,O,X,X
LZSTIOJ,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,X,X
LZSITJO,O,X,O,O,O,X,X
LZSITOJ,O,X,O,O,O,X,X
LZSIJTO,O,X,O,X,O,X,X
LZSIJOT,O,O,O,X,X,X,X
LZSIOTJ,O,X,O,O,O,X,X
LZSIOJT,O,O,O,X,X,X,X
LZSJTIO,O,X,O,O,O,X,X
LZSJTOI,O,X,O,O,O,X,X
LZSJITO,O,X,O,X,O,X,X
LZSJIOT,O,X,O,X,X,X,X
LZSJOTI,O,X,O,O,X,X,X
LZSJOIT,O,X,O,X,X,X,X
LZSOTIJ,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,X,O,O,O,X,X
LZSOIJT,O,O,O,X,X,X,X
LZSOJTI,O,X,O,O,X,X,X
LZSOJIT,O,X,O,X,X,X,X
LZOTIJS,O,X,O,O,X,O,X
LZOTISJ,O,X,O,O,X,X,X
LZOTJIS,O,X,O,O,X,O,X
LZOTJSI,O,X,O,O,X,O,X
LZOTSIJ,O,X,O,O,X,X,X
LZOTSJI,O,X,O,O,X,X,X
LZOITJS,X,X,O,O,X,O,X
LZOITSJ,X,X,O,O,X,X,X
LZOIJTS,X,X,O,O,X,O,O
LZOIJST,O,X,O,X,X,X,O
LZOISTJ,O,X,O,O,X,X,X
LZOISJT,O,O,O,X,X,X,X
LZOJTIS,O,X,O,O,X,O,X
LZOJTSI,O,X,O,O,X,O,X
LZOJITS,X,X,O,O,X,O,O
LZOJIST,O,X,O,X,X,X,O
LZOJSTI,O,X,O,O,X,O,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,O,O,O,O,X,X,X
LZOSTJI,O,O,O,O,X,X,X
LZOSITJ,O,X,O,O,X,X,X
LZOSIJT,O,O,O,X,X,X,X
LZOSJTI,O,X,O,O,X,X,X
LZOSJIT,O,X,O,X,X,X,X
LOTIJSZ,X,O,O,X,O,X,O
LOTIJZS,X,X,O,X,X,X,O
LOTISJZ,O,O,O,X,O,X,X
LOTISZJ,O,O,O,O,O,X,X
LOTIZJS,O,X,O,O,X,X,X
LOTIZSJ,O,X,O,O,X,X,X
LOTJISZ,X,O,O,X,O,X,O
LOTJIZS,X,X,O,X,X,X,O
LOTJSIZ,O,O,O,X,O,X,X
LOTJSZI,O,O,O,O,O,O,X
LOTJZIS,O,X,O,O,X,O,X
LOTJZSI,O,X,O,O,X,O,X
LOTSIJZ,O,O,O,X,O,X,X
LOTSIZJ,O,O,O,O,O,X,X
LOTSJIZ,O,O,O,X,O,X,X
LOTSJZI,O,O,O,O,O,X,X
LOTSZIJ,O,O,O,O,O,X,X
LOTSZJI,O,O,O,O,O,X,X
LOTZIJS,O,X,O,O,X,O,X
LOTZISJ,O,X,O,O,X,X,X
LOTZJIS,O,X,O,O,X,O,X
LOTZJSI,O,X,O,O,X,O,X
LOTZSIJ,O,X,O,O,X,X,X
LOTZSJI,O,X,O,O,X,X,X
LOITJSZ,X,O,O,X,O,X,O
LOITJZS,X,X,O,X,X,X,O
LOITSJZ,X,O,O,X,O,X,X
LOITSZJ,X,O,O,O,O,X,X
LOITZJS,X,X,O,O,X,X,X
LOITZSJ,X,X,O,O,X,X,X
LOIJTSZ,X,X,O,X,X,X,O
LOIJTZS,X,X,O,X,X,X,O
LOIJSTZ,X,O,O,X,X,X,O
LOIJSZT,X,O,O,X,X,X,O
LOIJZTS,X,X,O,X,X,X,O
LOIJZST,X,X,O,X,X,X,O
LOISTJZ,X,O,O,X,O,X,X
LOISTZJ,O,O,O,O,O,X,X
LOISJTZ,X,O,O,X,X,X,O
LOISJZT,O,O,O,X,X,X,O
LOISZTJ,O,X,O,O,O,X,X
LOISZJT,O,O,O,X,X,X,X
LOIZTJS,X,X,O,O,X,X,X
LOIZTSJ,X,X,O,O,X,X,X
LOIZJTS,X,X,O,O,X,X,O
LOIZJST,O,X,O,X,X,X,O
LOIZSTJ,O,X,O,O,X,X,X
LOIZSJT,O,O,O,X,X,X,X
LOJTISZ,X,X,O,X,X,X,O
LOJTIZS,X,X,O,X,X,X,O
LOJTSIZ,X,X,O,X,X,X,X
LOJTSZI,X,X,O,O,X,O,X
LOJTZIS,X,X,O,O,X,O,X
LOJTZSI,X,X,O,O,X,O,X
LOJITSZ,X,X,O,X,X,X,O
LOJITZS,X,X,O,X,X,X,O
LOJISTZ,X,O,O,X,X,X,O
LOJISZT,X,O,O,X,X,X,O
LOJIZTS,X,X,O,X,X,X,O
LOJIZST,X,X,O,X,X,X,O
LOJSTIZ,X,O,O,X,X,X,X
LOJSTZI,X,O,O,O,X,O,X
LOJSITZ,X,O,O,X,X,X,O
LOJSIZT,O,O,O,X,X,X,O
LOJSZTI,O,X,O,O,X,O,X
LOJSZIT,O,X,O,X,X,X,X
LOJZTIS,X,X,O,O,X,O,X
LOJZTSI,O,X,O,O,X,O,X
LOJZITS,X,X,O,O,X,O,O
LOJZIST,O,X,O,X,X,X,O
LOJZSTI,O,X,O,O,X,O,X
LOJZSIT,O,X,O,X,X,X,X
LOSTIJZ,O,O,O,X,O,X,X
LOSTIZJ,O,O,O,O,O,X,X
LOSTJIZ,O,O,O,X,O,X,X
LOSTJZI,O,O,O,O,O,X,X
LOSTZIJ,O,O,O,O,O,X,X
LOSTZJI,O,O,O,O,O,X,X
LOSITJZ,O,O,O,X,O,X,X
LOSITZJ,O,O,O,O,O,X,X
LOSIJTZ,X,O,O,X,X,X,O
LOSIJZT,O,O,O,X,X,X,O
LOSIZTJ,O,X,O,O,O,X,X
LOSIZJT,O,O,O,X,X,X,X
LOSJTIZ,X,O,O,X,X,X,X
LOSJTZI,X,O,O,O,X,X,X
LOSJITZ,X,O,O,X,X,X,O
LOSJIZT,O,O,O,X,X,X,O
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,X,O,X,X,X,X
LOSZTIJ,O,O,O,O,O,X,X
LOSZTJI,O,O,O,O,O,X,X
LOSZITJ,O,X,O,O,O,X,X
LOSZIJT,O,O,O,X,X,X,X
LOSZJTI,O,X,O,O,X,X,X
LOSZJIT,O,X,O,X,X,X,X
LOZTIJS,O,X,O,O,X,O,X
LOZTISJ,O,X,O,O,X,X,X
LOZTJIS,O,X,O,O,X,O,X
LOZTJSI,O,X,O,O,X,O,X
LOZTSIJ,O,X,O,O,X,X,X
LOZTSJI,O,X,O,O,X,X,X
LOZITJS,X,X,O,O,X,O,X
LOZITSJ,X,X,O,O,X,X,X
LOZIJTS,X,X,O,O,X,O,O
LOZIJST,O,X,O,X,X,X,O
LOZISTJ,O,X,O,O,X,X,X
LOZISJT,O,O,O,X,X,X,X
LOZJTIS,O,X,O,O,X,O,X
LOZJTSI,O,X,O,O,X,O,X
LOZJITS,X,X,O,O,X,O,O
LOZJIST,O,X,O,X,X,X,O
LOZJSTI,O,X,O,O,X,O,X
LOZJSIT,O,X,O,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,X
LOZSTJI,O,O,O,O,X,X,X
LOZSITJ,O,X,O,O,X,X,X
LOZSIJT,O,O,O,X,X,X,X
LOZSJTI,O,X,O,O,X,X,X
LOZSJIT,O,X,O,X,X,X,X
JTILSZO,X,O,O,X,O,X,X
JTILSOZ,X,O,O,X,O,X,X
JTILZSO,X,X,O,X,O,X,X
JTILZOS,X,X,O,X,X,X,X
JTILOSZ,X,O,O,X,O,X,O
JTILOZS,X,X,O,X,X,X,O
JTISLZO,X,O,O,X,O,X,X
JTISLOZ,X,O,O,X,O,X,X
JTISZLO,X,O,O,X,O,O,X
JTISZOL,X,O,O,X,O,O,X
JTISOLZ,X,O,X,X,O,X,X
JTISOZL,X,O,X,X,O,O,X
JTIZLSO,X,X,X,X,O,O,X
JTIZLOS,X,X,X,X,X,O,X
JTIZSLO,X,O,X,X,O,O,X
JTIZSOL,X,O,X,X,O,O,X
JTIZOLS,X,X,X,X,X,O,X
JTIZOSL,X,O,X,X,X,O,X
JTIOLSZ,X,O,O,X,O,X,O
JTIOLZS,X,X,O,X,X,X,O
JTIOSLZ,X,O,O,X,O,X,X
JTIOSZL,X,O,O,X,O,O,X
JTIOZLS,X,X,X,X,X,O,X
JTIOZSL,X,O,X,X,X,O,X
JTLISZO,X,O,O,X,O,X,X
JTLISOZ,X,O,O,X,O,X,X
JTLIZSO,X,X,O,X,O,X,X
JTLIZOS,X,X,O,X,X,X,X
JTLIOSZ,X,O,O,X,O,X,O
JTLIOZS,X,X,O,X,X,X,O
JTLSIZO,O,O,O,X,O,X,X
JTLSIOZ,O,O,O,X,O,X,X
JTLSZIO,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X
JTLSOIZ,O,O,O,X,O,X,X
JTLSOZI,O,O,O,O,O,O,X
JTLZISO,O,X,O,O,O,O,X
JTLZIOS,O,X,O,O,X,O,X
JTLZSIO,O,X,O,O,O,O,X
JTLZSOI,O,X,O,O,O,O,X
JTLZOIS,O,X,O,O,X,O,X
JTLZOSI,O,X,O,O,X,O,X
JTLOISZ,X,O,O,X,O,X,O
JTLOIZS,X,X,O,X,X,X,O
JTLOSIZ,O,O,O,X,O,X,X
JTLOSZI,O,O,O,O,O,O,X
JTLOZIS,O,X,O,O,X,O,X
JTLOZSI,O,X,O,O,X,O,X
JTSILZO,O,O,O,X,O,X,X
JTSILOZ,O,O,O,X,O,X,X
JTSIZLO,O,O,O,X,O,O,X
JTSIZOL,O,O,O,X,O,O,X
JTSIOLZ,O,O,X,X,O,X,X
JTSIOZL,O,O,X,X,O,O,X
JTSLIZO,O,O,O,X,O,X,X
JTSLIOZ,O,O,O,X,O,X,X
JTSLZIO,O,O,O,X,O,O,X
JTSLZOI,O,O,O,X,O,O,X
JTSLOIZ,O,O,O,X,O,X,X
JTSLOZI,O,O,O,X,O,O,X
JTSZILO,O,O,O,X,O,O,X
JTSZIOL,O,O,O,X,O,O,X
JTSZLIO,O,O,O,X,O,O,X
JTSZLOI,O,O,O,X,O,O,X
JTSZOIL,O,O,O,X,O,O,X
JTSZOLI,O,O,O,X,O,O,X
JTSOILZ,O,O,O,X,O,X,X
JTSOIZL,O,O,O,X,O,O,X
JTSOLIZ,O,O,O,X,O,X,X
JTSOLZI,O,O,O,X,O,O,X
JTSOZIL,O,O,O,X,O,O,X
JTSOZLI,O,O,O,X,O,O,X
JTZILSO,O,X,X,O,O,O,X
JTZILOS,O,X,X,O,X,O,X
JTZISLO,O,O,X,X,O,O,X
JTZISOL,O,O,X,X,O,O,X
JTZIOLS,O,X,X,O,X,O,X
JTZIOSL,O,O,X,X,X,O,X
JTZLISO,O,X,X,O,O,O,X
JTZLIOS,O,X,X,O,X,O,X
JTZLSIO,O,X,X,O,O,O,X
JTZLSOI,O,X,X,O,O,O,X
JTZLOIS,O,X,X,O,X,O,X
JTZLOSI,O,X,X,O,X,O,X
JTZSILO,O,O,X,X,O,O,X
JTZSIOL,O,O,X,X,O,O,X
JTZSLIO,O,O,X,X,O,O,X
JTZSLOI,O,O,X,X,O,O,X
JTZSOIL,O,O,X,X,O,O,X
JTZSOLI,O,O,X,X,O,O,X
JTZOILS,O,X,X,O,X,O,X
JTZOISL,O,O,X,X,X,O,X
JTZOLIS,O,X,X,O,X,O,X
JTZOLSI,O,X,X,O,X,O,X
JTZOSIL,O,O,X,X,X,O,X
JTZOSLI,O,O,X,X,X,O,X
JTOILSZ,X,O,O,X,O,X,O
JTOILZS,X,X,O,X,X,X,O
JTOISLZ,X,O,O,X,O,X,X
JTOISZL,X,O,O,X,O,O,X
JTOIZLS,X,X,X,X,X,O,X
JTOIZSL,X,O,X,X,X,O,X
JTOLISZ,X,O,O,X,O,X,O
JTOLIZS,X,X,O,X,X,X,O
JTOLSIZ,O,O,O,X,O,X,X
JTOLSZI,O,O,O,O,O,O,X
JTOLZIS,O,X,O,O,X,O,X
JTOLZSI,O,X,O,O,X,O,X
JTOSILZ,O,O,O,X,O,X,X
JTOSIZL,O,O,O,X,O,O,X
JTOSLIZ,O,O,O,X,O,X,X
JTOSLZI,O,O,O,X,O,O,X
JTOSZIL,O,O,O,X,O,O,X
JTOSZLI,O,O,O,X,O,O,X
JTOZILS,O,X,X,O,X,O,X
JTOZISL,O,O,X,X,X,O,X
JTOZLIS,O,X,X,O,X,O,X
JTOZLSI,O,X,X,O,X,O,X
JTOZSIL,O,O,X,X,X,O,X
JTOZSLI,O,O,X,X,X,O,X
JITLSZO,X,O,O,X,O,X,X
JITLSOZ,X,O,O,X,O,X,X
JITLZSO,X,X,O,X,O,X,X
JITLZOS,X,X,O,X,X,X,X
JITLOSZ,X,O,O,X,O,X,O
JITLOZS,X,X,O,X,X,X,O
JITSLZO,X,O,O,X,O,X,X
JITSLOZ,X,O,O,X,O,X,X
JITSZLO,X,O,O,X,O,O,X
JITSZOL,X,O,O,X,O,O,X
JITSOLZ,X,O,X,X,O,X,X
JITSOZL,X,O,X,X,O,O,X
JITZLSO,X,X,X,X,O,O,X
JITZLOS,X,X,X,X,X,O,X
JITZSLO,X,O,X,X,O,O,X
JITZSOL,X,O,X,X,O,O,X
JITZOLS,X,X,X,X,X,O,X
JITZOSL,X,O,X,X,X,O,X
JITOLSZ,X,O,O,X,O,X,O
JITOLZS,X,X,O,X,X,X,O
JITOSLZ,X,O,O,X,O,X,X
JITOSZL,X,O,O,X,O,O,X
JITOZLS,X,X,X,X,X,O,X
JITOZSL,X,O,X,X,X,O,X
JILTSZO,X,X,O,X,O,X,X
JILTSOZ,X,X,O,X,O,X,X
JILTZSO,X,X,O,X,O,X,X
JILTZOS,X,X,O,X,X,X,X
JILTOSZ,X,X,O,X,O,X,O
JILTOZS,X,X,O,X,X,X,O
JILSTZO,X,X,O,X,O,X,X
JILSTOZ,X,O,O,X,O,X,X
JILSZTO,X,X,O,X,O,X,X
JILSZOT,X,O,O,X,X,X,X
JILSOTZ,X,O,O,X,X,X,O
JILSOZT,X,O,O,X,X,X,O
JILZTSO,X,X,O,X,X,X,X
JILZTOS,X,X,O,X,X,X,X
JILZSTO,X,X,O,X,X,X,X
JILZSOT,X,X,O,X,X,X,X
JILZOTS,X,X,O,X,X,X,O
JILZOST,X,X,O,X,X,X,O
JILOTSZ,X,X,O,X,X,X,O
JILOTZS,X,X,O,X,X,X,O
JILOSTZ,X,O,O,X,X,X,O
JILOSZT,X,O,O,X,X,X,O
JILOZTS,X,X,O,X,X,X,O
JILOZST,X,X,O,X,X,X,O
JISTLZO,X,X,O,X,O,X,X
JISTLOZ,X,O,O,X,O,X,X
JISTZLO,X,X,O,X,O,O,X
JISTZOL,X,X,O,X,O,O,X
JISTOLZ,X,O,X,X,O,X,X
JISTOZL,X,X,X,X,O,O,X
JISLTZO,X,X,O,X,O,X,X
JISLTOZ,X,O,O,X,O,X,X
JISLZTO,X,X,O,X,O,X,X
JISLZOT,X,O,O,X,X,X,X
JISLOTZ,X,O,O,X,X,X,O
JISLOZT,X,O,O,X,X,X,O
JISZTLO,X,X,O,X,O,O,X
JISZTOL,X,X,O,X,O,O,X
JISZLTO,X,X,O,X,O,X,X
JISZLOT,X,O,O,X,X,X,X
JISZOTL,X,X,O,X,X,O,X
JISZOLT,X,O,O,X,X,X,X
JISOTLZ,X,O,O,X,X,X,X
JISOTZL,X,X,O,X,X,O,X
JISOLTZ,X,O,O,X,X,X,O
JISOLZT,X,O,O,X,X,X,O
JISOZTL,X,X,O,X,X,O,X
JISOZLT,X,O,O,X,X,X,X
JIZTLSO,X,X,X,X,X,O,X
JIZTLOS,X,X,X,X,X,O,X
JIZTSLO,X,X,X,X,X,O,X
JIZTSOL,X,X,X,X,X,O,X
JIZTOLS,X,X,X,X,X,O,X
JIZTOSL,X,X,X,X,X,O,X
JIZLTSO,X,X,O,X,X,O,X
JIZLTOS,X,X,O,X,X,O,X
JIZLSTO,X,X,O,X,X,X,X
JIZLSOT,X,X,O,X,X,X,X
JIZLOTS,X,X,O,X,X,O,O
JIZLOST,X,X,O,X,X,X,O
JIZSTLO,X,X,O,X,X,O,X
JIZSTOL,X,X,O,X,X,O,X
JIZSLTO,X,X,O,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X
JIZSOTL,X,X,O,X,X,O,X
JIZSOLT,X,O,O,X,X,X,X
JIZOTLS,X,X,X,X,X,O,X
JIZOTSL,X,X,X,X,X,O,X
JIZOLTS,X,X,O,X,X,O,O
JIZOLST,X,X,O,X,X,X,O
JIZOSTL,X,X,O,X,X,O,X
JIZOSLT,X,O,O,X,X,X,X
JIOTLSZ,X,O,O,X,X,X,O
JIOTLZS,X,X,O,X,X,X,O
JIOTSLZ,X,O,O,X,X,X,X
JIOTSZL,X,O,O,X,X,O,X
JIOTZLS,X,X,X,X,X,O,X
JIOTZSL,X,O,X,X,X,O,X
JIOLTSZ,X,X,O,X,X,X,O
JIOLTZS,X,X,O,X,X,X,O
JIOLSTZ,X,O,O,X,X,X,O
JIOLSZT,X,O,O,X,X,X,O
JIOLZTS,X,X,O,X,X,X,O
JIOLZST,X,X,O,X,X,X,O
JIOSTLZ,X,O,O,X,X,X,X
JIOSTZL,X,X,O,X,X,O,X
JIOSLTZ,X,O,O,X,X,X,O
JIOSLZT,X,O,O,X,X,X,O
JIOSZTL,X,X,O,X,X,O,X
JIOSZLT,X,O,O,X,X,X,X
JIOZTLS,X,X,X,X,X,O,X
JIOZTSL,X,X,X,X,X,O,X
JIOZLTS,X,X,O,X,X,O,O
JIOZLST,X,X,O,X,X,X,O
JIOZSTL,X,X,O,X,X,O,X
JIOZSLT,X,O,O,X,X,X,X
JLTISZO,X,X,O,X,O,X,X
JLTISOZ,X,X,O,X,O,X,X
JLTIZSO,X,X,O,X,O,X,X
JLTIZOS,X,X,O,X,X,X,X
JLTIOSZ,X,X,O,X,O,X,O
JLTIOZS,X,X,O,X,X,X,O
JLTSIZO,X,X,O,X,O,X,X
JLTSIOZ,X,X,O,X,O,X,X
JLTSZIO,X,X,O,O,O,O,X
JLTSZOI,X,X,O,O,O,O,X
JLTSOIZ,X,X,O,X,O,X,X
JLTSOZI,X,X,O,O,O,O,X
JLTZISO,X,X,O,O,O,O,X
JLTZIOS,X,X,O,O,X,O,X
JLTZSIO,X,X,O,O,O,O,X
JLTZSOI,X,X,O,O,O,O,X
JLTZOIS,X,X,O,O,X,O,X
JLTZOSI,X,X,O,O,X,O,X
JLTOISZ,X,X,O,X,O,X,O
JLTOIZS,X,X,O,X,X,X,O
JLTOSIZ,X,X,O,X,O,X,X
JLTOSZI,X,X,O,O,O,O,X
JLTOZIS,X,X,O,O,X,O,X
JLTOZSI,X,X,O,O,X,O,X
JLITSZO,X,X,O,X,O,X,X
JLITSOZ,X,X,O,X,O,X,X
JLITZSO,X,X,O,X,O,X,X
JLITZOS,X,X,O,X,X,X,X
JLITOSZ,X,X,O,X,O,X,O
JLITOZS,X,X,O,X,X,X,O
JLISTZO,X,X,O,X,O,X,X
JLISTOZ,X,O,O,X,O,X,X
JLISZTO,X,X,O,X,O,X,X
JLISZOT,X,O,O,X,X,X,X
JLISOTZ,X,O,O,X,X,X,O
JLISOZT,X,O,O,X,X,X,O
JLIZTSO,X,X,O,X,X,X,X
JLIZTOS,X,X,O,X,X,X,X
JLIZSTO,X,X,O,X,X,X,X
JLIZSOT,X,X,O,X,X,X,X
JLIZOTS,X,X,O,X,X,X,O
JLIZOST,X,X,O,X,X,X,O
JLIOTSZ,X,X,O,X,X,X,O
JLIOTZS,X,X,O,X,X,X,O
JLIOSTZ,X,O,O,X,X,X,O
JLIOSZT,X,O,O,X,X,X,O
JLIOZTS,X,X,O,X,X,X,O
JLIOZST,X,X,O,X,X,X,O
JLSTIZO,X,O,O,X,O,X,X
JLSTIOZ,X,O,O,X,O,X,X
JLSTZIO,X,O,O,O,O,O,X
JLSTZOI,X,O,O,O,O,O,X
JLSTOIZ,X,O,O,X,O,X,X
JLSTOZI,X,O,O,O,O,O,X
JLSITZO,X,X,O,X,O,X,X
JLSITOZ,X,O,O,X,O,X,X
JLSIZTO,O,X,O,X,O,X,X
JLSIZOT,O,O,O,X,X,X,X
JLSIOTZ,X,O,O,X,X,X,O
JLSIOZT,O,O,O,X,X,X,O
JLSZTIO,O,X,O,O,O,O,X
JLSZTOI,O,X,O,O,O,O,X
JLSZITO,O,X,O,X,O,X,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,X,O,O,X,O,X
JLSZOIT,O,X,O,X,X,X,X
JLSOTIZ,X,O,O,X,X,X,X
