sequence,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFlhB3iB5oBU?mBywBzsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFXhBliB5oBU?nBTrByxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFiiB5oBFmBf?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PexAJvhF/nBGjBilBc?rBVxBTtB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF/nB5oBFmBa?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF6oBFmBXnB0?nBTrBxxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhB6oBFmB3?rBUtBTsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhBTnB0rBX?tB6tBFrB
LOZIJTS,O,O,X,O,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X
LOZJITS,O,O,X,O,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X
LOZJSTI,O,O,X,X,X,X,O,X
LOZJSIT,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,O,X
LOZSTJI,O,O,X,O,X,X,O,X
LOZSITJ,O,O,X,O,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,O,X
LOZSJIT,O,O,X,X,X,X,X,X
JTILSZO,O,O,O,X,X,O,X,X
JTILSOZ,O,O,X,X,X,O,X,X
JTILZSO,O,O,O,X,O,O,X,X
JTILZOS,O,O,X,X,X,X,X,X
JTILOSZ,X,O,X,X,X,O,X,X
JTILOZS,X,O,X,X,X,X,X,X
JTISLZO,O,O,O,X,X,O,O,X
JTISLOZ,O,O,X,X,X,O,X,X
JTISZLO,O,O,O,X,O,O,O,X
JTISZOL,O,O,O,X,O,X,O,X
JTISOLZ,O,O,X,X,X,O,X,X
JTISOZL,O,O,X,X,X,X,O,X
JTIZLSO,O,O,O,X,O,O,X,X
JTIZLOS,O,O,X,X,X,X,X,X
JTIZSLO,O,O,O,X,O,O,X,X
JTIZSOL,O,O,O,X,O,X,X,X
JTIZOLS,O,X,X,X,X,X,X,X
JTIZOSL,O,O,O,X,O,X,X,X
JTIOLSZ,O,O,X,X,X,O,X,X
JTIOLZS,O,O,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,O,X,X
JTIOSZL,O,O,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,X,X
JTIOZSL,O,O,O,X,O,X,X,X
JTLISZO,O,O,O,X,X,O,X,X
JTLISOZ,O,O,X,X,X,O,X,X
JTLIZSO,O,O,O,X,O,O,X,X
JTLIZOS,O,O,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,O,X,X
JTLIOZS,X,O,X,X,X,X,X,X
JTLSIZO,O,O,O,X,X,O,O,X
JTLSIOZ,O,O,X,X,X,O,X,X
JTLSZIO,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X
JTLZISO,O,O,O,X,O,O,X,X
JTLZIOS,O,O,X,X,X,X,X,X
JTLZSIO,O,O,X,X,O,X,O,X
JTLZSOI,O,O,X,X,X,X,O,X
JTLZOIS,O,O,X,X,X,X,X,X
JTLZOSI,O,O,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,O,X,X
JTLOIZS,X,O,X,X,X,X,X,X
JTLOSIZ,X,O,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X
JTLOZIS,X,O,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X
JTSILZO,O,O,O,X,X,O,O,X
JTSILOZ,O,O,X,X,X,O,X,X
JTSIZLO,O,O,O,O,O,O,O,X
JTSIZOL,O,O,O,O,O,X,O,X
JTSIOLZ,O,O,X,X,X,O,X,X
JTSIOZL,O,O,X,X,X,X,O,X
JTSLIZO,O,O,O,X,X,O,O,X
JTSLIOZ,O,O,X,X,X,O,X,X
JTSLZIO,O,O,O,O,X,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X
JTSLOIZ,O,O,X,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X
JTSZILO,O,O,O,O,O,X,O,X
JTSZIOL,O,O,O,O,O,X,O,X
JTSZLIO,O,X,O,O,O,X,X,X
JTSZLOI,X,X,O,O,X,X,X,X
JTSZOIL,O,X,O,O,O,X,X,O
JTSZOLI,X,X,O,O,X,X,X,O
JTSOILZ,O,O,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,O,X
JTSOLIZ,O,O,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,O
JTSOZLI,O,O,X,O,X,X,X,O
JTZILSO,O,O,O,X,O,O,X,X
JTZILOS,O,O,X,X,X,X,X,X
JTZISLO,O,O,O,O,O,O,X,X
JTZISOL,O,O,O,O,O,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X
JTZIOSL,O,O,O,X,O,X,X,X
JTZLISO,O,O,O,O,O,O,X,X
JTZLIOS,O,O,X,X,X,X,X,X
JTZLSIO,O,O,X,O,O,X,O,X
JTZLSOI,O,O,X,O,X,X,O,X
JTZLOIS,O,O,X,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X
JTZSILO,O,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,O,X,O,X
JTZSLIO,O,X,X,O,O,X,O,X
JTZSLOI,O,X,X,O,X,X,O,X
JTZSOIL,O,X,X,O,O,X,O,O
JTZSOLI,X,X,X,O,X,X,O,O
JTZOILS,O,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,O,X,X,X
JTZOLIS,O,X,X,X,X,X,X,X
JTZOLSI,O,X,X,X,X,X,X,X
JTZOSIL,O,O,X,X,O,X,X,X
JTZOSLI,O,X,X,X,X,X,X,X
JTOILSZ,O,O,X,X,X,O,X,X
JTOILZS,O,O,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,O,X,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X,X
JTOIZSL,O,O,O,X,O,X,X,X
JTOLISZ,O,O,X,X,X,O,X,X
JTOLIZS,O,O,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X
JTOLZSI,O,O,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,O,X
JTOSLIZ,O,O,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X
JTOZILS,O,O,X,X,X,X,X,X
JTOZISL,O,O,O,X,O,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,X,X
JTOZSIL,O,O,X,X,O,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X
JITLSZO,O,O,O,X,X,O,X,X
JITLSOZ,O,O,X,X,X,O,X,X
JITLZSO,O,O,O,X,O,O,X,X
JITLZOS,O,O,X,X,X,X,X,X
JITLOSZ,X,O,X,X,X,O,X,X
JITLOZS,X,O,X,X,X,X,X,X
JITSLZO,O,O,O,X,X,O,O,X
JITSLOZ,O,O,X,X,X,O,X,X
JITSZLO,O,O,O,X,O,O,O,X
JITSZOL,O,O,O,X,O,X,O,X
JITSOLZ,O,O,X,X,X,O,X,X
JITSOZL,O,O,X,X,X,X,O,X
JITZLSO,O,O,O,X,O,O,X,X
JITZLOS,O,O,X,X,X,X,X,X
JITZSLO,O,O,O,X,O,O,X,X
JITZSOL,O,O,O,X,O,X,X,X
JITZOLS,O,X,X,X,X,X,X,X
JITZOSL,O,O,O,X,O,X,X,X
JITOLSZ,O,O,X,X,X,O,X,X
JITOLZS,O,O,X,X,X,X,X,X
JITOSLZ,O,O,X,X,X,O,X,X
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X,X
JITOZSL,O,O,O,X,O,X,X,X
JILTSZO,O,O,O,X,X,O,X,X
JILTSOZ,O,O,X,X,X,O,X,X
JILTZSO,O,O,O,X,O,O,X,X
JILTZOS,O,O,X,X,X,X,X,X
JILTOSZ,X,O,X,X,X,O,X,X
JILTOZS,X,O,X,X,X,X,X,X
JILSTZO,O,O,O,X,X,O,X,X
JILSTOZ,O,O,X,X,X,O,X,X
JILSZTO,O,O,O,X,X,O,X,X
JILSZOT,O,O,O,X,X,X,X,X
JILSOTZ,O,O,X,X,X,O,X,X
JILSOZT,O,O,O,X,X,X,X,X
JILZTSO,O,O,O,X,O,O,X,X
JILZTOS,O,O,X,X,X,X,X,X
JILZSTO,O,O,O,X,O,O,O,X
JILZSOT,O,O,O,X,X,X,X,X
JILZOTS,O,O,X,X,X,X,X,X
JILZOST,O,O,X,X,X,X,X,X
JILOTSZ,O,O,X,X,X,O,X,X
JILOTZS,O,O,X,X,X,X,X,X
JILOSTZ,O,O,X,X,X,O,X,X
JILOSZT,O,O,O,X,X,X,X,X
JILOZTS,O,O,X,X,X,X,X,X
JILOZST,O,O,X,X,X,X,X,X
JISTLZO,O,O,O,X,X,O,O,X
JISTLOZ,O,O,X,X,X,O,X,X
JISTZLO,O,O,O,X,O,O,O,X
JISTZOL,O,O,O,X,O,X,O,X
JISTOLZ,O,O,X,X,X,O,X,X
JISTOZL,O,O,X,X,X,X,O,X
JISLTZO,O,O,O,X,X,O,X,X
JISLTOZ,O,O,X,X,X,O,X,X
JISLZTO,O,O,O,X,X,O,X,X
JISLZOT,O,O,O,X,X,X,X,X
JISLOTZ,O,O,X,X,X,O,X,X
JISLOZT,O,O,O,X,X,X,X,X
JISZTLO,O,O,O,X,O,O,X,X
JISZTOL,O,O,O,X,O,X,X,X
JISZLTO,O,O,O,X,O,O,X,X
JISZLOT,O,O,O,X,X,X,X,X
JISZOTL,O,O,O,X,O,X,X,O
JISZOLT,O,O,O,X,X,X,X,O
JISOTLZ,O,O,X,X,X,O,X,X
JISOTZL,O,O,X,X,X,X,X,X
JISOLTZ,O,O,X,X,X,O,X,X
JISOLZT,O,O,O,X,X,X,X,X
JISOZTL,O,O,O,X,X,X,X,O
JISOZLT,O,O,O,X,X,X,X,O
JIZTLSO,O,O,O,X,O,O,X,X
JIZTLOS,O,O,X,X,X,X,X,X
JIZTSLO,O,O,O,X,O,O,X,X
JIZTSOL,O,O,O,X,O,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X
JIZTOSL,O,O,O,X,O,X,X,X
JIZLTSO,O,O,O,X,O,O,X,X
JIZLTOS,O,O,X,X,X,X,X,X
JIZLSTO,O,O,O,X,O,O,O,X
JIZLSOT,O,O,O,X,X,X,X,X
JIZLOTS,O,O,X,X,X,X,X,X
JIZLOST,O,O,X,X,X,X,X,X
JIZSTLO,O,O,O,X,O,O,O,X
JIZSTOL,O,O,O,X,O,X,O,X
JIZSLTO,O,O,O,X,O,O,O,X
JIZSLOT,O,O,O,X,X,X,X,X
JIZSOTL,O,O,O,X,O,X,X,O
JIZSOLT,O,O,O,X,X,X,X,O
JIZOTLS,O,O,X,X,X,X,X,X
JIZOTSL,O,O,O,X,O,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X
JIZOSTL,O,O,O,X,O,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,O,X,X
JIOTLZS,O,O,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,O,X,X
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X
JIOTZSL,O,O,O,X,O,X,X,X
JIOLTSZ,O,O,X,X,X,O,X,X
JIOLTZS,O,O,X,X,X,X,X,X
JIOLSTZ,O,O,X,X,X,O,X,X
JIOLSZT,O,O,O,X,X,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X
JIOLZST,O,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,O,X,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,O,O,X,X,X,O,X,X
JIOSLZT,O,O,O,X,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X
JIOZTSL,O,O,O,X,O,X,X,X
JIOZLTS,O,O,X,X,X,X,X,X
JIOZLST,O,O,X,X,X,X,X,X
JIOZSTL,O,O,O,X,O,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X
JLTISZO,O,O,O,X,X,O,X,X
JLTISOZ,O,O,X,X,X,O,X,X
JLTIZSO,O,O,O,X,O,O,X,X
JLTIZOS,O,O,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,O,X,X
JLTIOZS,X,O,X,X,X,X,X,X
JLTSIZO,O,O,O,X,X,O,O,X
JLTSIOZ,O,O,X,X,X,O,X,X
JLTSZIO,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X,X
JLTSOIZ,O,O,X,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X
JLTZISO,O,O,O,X,O,O,X,X
JLTZIOS,O,O,X,X,X,X,X,X
JLTZSIO,O,O,X,X,O,X,O,X
JLTZSOI,O,O,X,X,X,X,O,X
JLTZOIS,O,O,X,X,X,X,X,X
JLTZOSI,O,O,X,X,X,X,X,X
JLTOISZ,X,O,X,X,X,O,X,X
JLTOIZS,X,O,X,X,X,X,X,X
JLTOSIZ,X,O,X,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X
JLITSZO,O,O,O,X,X,O,X,X
JLITSOZ,O,O,X,X,X,O,X,X
JLITZSO,O,O,O,X,O,O,X,X
JLITZOS,O,O,X,X,X,X,X,X
JLITOSZ,X,O,X,X,X,O,X,X
JLITOZS,X,O,X,X,X,X,X,X
JLISTZO,O,O,O,X,X,O,X,X
JLISTOZ,O,O,X,X,X,O,X,X
JLISZTO,O,O,O,X,X,O,X,X
JLISZOT,O,O,O,X,X,X,X,X
JLISOTZ,O,O,X,X,X,O,X,X
JLISOZT,O,O,O,X,X,X,X,X
JLIZTSO,O,O,O,O,O,O,X,X
JLIZTOS,O,O,X,X,X,X,X,X
JLIZSTO,O,O,O,X,O,O,O,X
JLIZSOT,O,O,O,X,X,X,X,X
JLIZOTS,O,O,X,O,X,X,X,X
JLIZOST,O,O,X,X,X,X,X,X
JLIOTSZ,O,O,X,X,X,O,X,X
JLIOTZS,O,O,X,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,O,X,X
JLIOSZT,O,O,O,X,X,X,X,X
JLIOZTS,O,O,X,O,X,X,X,X
JLIOZST,O,O,X,X,X,X,X,X
JLSTIZO,O,O,O,X,X,O,O,X
JLSTIOZ,O,O,X,X,X,O,X,X
JLSTZIO,O,O,O,X,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X,X
JLSTOIZ,O,O,X,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X
JLSITZO,O,O,O,X,X,O,X,X
JLSITOZ,O,O,X,X,X,O,X,X
JLSIZTO,O,O,O,X,X,O,X,X
JLSIZOT,O,O,O,X,X,X,X,X
JLSIOTZ,O,O,X,X,X,O,X,X
JLSIOZT,O,O,O,X,X,X,X,X
JLSZTIO,O,O,O,X,X,X,O,X
JLSZTOI,O,O,O,X,X,X,O,X
JLSZITO,O,O,O,X,X,X,O,X
JLSZIOT,O,O,O,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,O,O
JLSZOIT,O,O,O,X,X,X,X,O
JLSOTIZ,O,O,X,X,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X,O
JLSOZIT,O,O,O,X,X,X,X,O
JLZTISO,O,O,O,O,O,O,X,X
JLZTIOS,O,O,X,X,X,X,X,X
JLZTSIO,O,O,X,O,O,X,O,X
JLZTSOI,O,O,X,O,X,X,O,X
JLZTOIS,O,O,X,X,X,X,X,X
JLZTOSI,O,O,X,X,X,X,X,X
JLZITSO,O,O,O,O,O,O,X,X
JLZITOS,O,O,X,X,X,X,X,X
JLZISTO,O,O,O,X,O,O,O,X
JLZISOT,O,O,O,X,X,X,X,X
JLZIOTS,O,O,X,O,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X
JLZSTIO,O,O,O,X,O,X,O,X
JLZSTOI,O,O,O,X,X,X,O,X
JLZSITO,O,O,O,X,O,X,O,X
JLZSIOT,O,O,O,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,O,O
JLZSOIT,O,O,O,X,X,X,X,O
JLZOTIS,O,O,X,O,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X
JLZOITS,O,O,X,O,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,O,X
JLZOSIT,O,O,X,X,X,X,X,X
JLOTISZ,O,O,X,X,X,O,X,X
JLOTIZS,O,O,X,X,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,X
JLOTZSI,O,O,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,O,X,X
JLOITZS,O,O,X,X,X,X,X,X
JLOISTZ,O,O,X,X,X,O,X,X
JLOISZT,O,O,O,X,X,X,X,X
JLOIZTS,O,O,X,O,X,X,X,X
JLOIZST,O,O,X,X,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X
JLOZITS,O,O,X,O,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X
JLOZSTI,O,O,X,X,X,X,O,X
JLOZSIT,O,O,X,X,X,X,X,X
JSTILZO,O,O,O,X,X,O,O,X
JSTILOZ,O,O,X,X,X,O,X,X
JSTIZLO,O,O,O,X,O,O,O,X
JSTIZOL,O,O,O,X,O,X,O,X
JSTIOLZ,O,O,X,X,X,O,X,X
JSTIOZL,O,O,X,X,X,X,O,X
JSTLIZO,O,O,O,X,X,O,O,X
JSTLIOZ,O,O,X,X,X,O,X,X
JSTLZIO,O,O,O,X,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,X
JSTLOIZ,O,O,X,X,X,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X
JSTZILO,O,O,O,X,O,X,O,X
JSTZIOL,O,O,O,X,O,X,O,X
JSTZLIO,O,X,O,X,O,X,X,X
JSTZLOI,X,X,O,X,X,X,X,X
JSTZOIL,O,X,O,X,O,X,X,O
JSTZOLI,X,X,O,X,X,X,X,O
JSTOILZ,O,O,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,O,X
JSTOLIZ,O,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,O
JSTOZLI,O,O,X,X,X,X,X,O
JSITLZO,O,O,O,X,X,O,O,X
JSITLOZ,O,O,X,X,X,O,X,X
JSITZLO,O,O,O,X,O,O,O,X
JSITZOL,O,O,O,X,O,X,O,X
JSITOLZ,O,O,X,X,X,O,X,X
JSITOZL,O,O,X,X,X,X,O,X
JSILTZO,O,O,O,X,X,O,X,X
JSILTOZ,O,O,X,X,X,O,X,X
JSILZTO,O,O,O,X,X,O,X,X
JSILZOT,O,O,O,X,X,X,X,X
JSILOTZ,O,O,X,X,X,O,X,X
JSILOZT,O,O,O,X,X,X,X,X
JSIZTLO,O,O,O,X,O,O,X,X
JSIZTOL,O,O,O,X,O,X,X,X
JSIZLTO,O,O,O,X,O,O,X,X
JSIZLOT,O,O,O,X,X,X,X,X
JSIZOTL,O,O,O,X,O,X,X,O
JSIZOLT,O,O,O,X,X,X,X,O
JSIOTLZ,O,O,X,X,X,O,X,X
JSIOTZL,O,O,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,O,X,X
JSIOLZT,O,O,O,X,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,O
JSIOZLT,O,O,O,X,X,X,X,O
JSLTIZO,O,O,O,X,X,O,O,X
JSLTIOZ,O,O,X,X,X,O,X,X
JSLTZIO,O,O,O,X,X,X,X,X
JSLTZOI,O,O,O,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X
JSLITZO,O,O,O,X,X,O,X,X
JSLITOZ,O,O,X,X,X,O,X,X
JSLIZTO,O,O,O,X,X,O,X,X
JSLIZOT,O,O,O,X,X,X,X,X
JSLIOTZ,O,O,X,X,X,O,X,X
JSLIOZT,O,O,O,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,O,X
JSLZTOI,O,O,O,X,X,X,O,X
JSLZITO,O,O,O,X,X,X,O,X
JSLZIOT,O,O,O,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,O,O
JSLZOIT,O,O,O,X,X,X,X,O
JSLOTIZ,O,O,X,X,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,O
JSLOZIT,O,O,O,X,X,X,X,O
JSZTILO,O,O,O,X,O,X,O,X
JSZTIOL,O,O,O,X,O,X,O,X
JSZTLIO,O,X,O,X,O,X,O,X
JSZTLOI,O,X,O,X,X,X,O,X
JSZTOIL,O,X,O,X,O,X,O,O
JSZTOLI,X,X,O,X,X,X,O,O
JSZITLO,O,O,O,X,O,X,O,X
JSZITOL,O,O,O,X,O,X,O,X
JSZILTO,O,O,O,X,O,X,O,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,O,O,O,X,O,X,X,O
JSZIOLT,O,O,O,X,X,X,X,O
JSZLTIO,O,O,O,X,O,X,O,X
JSZLTOI,O,O,O,X,X,X,O,X
JSZLITO,O,O,O,X,O,X,O,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O,O
JSZLOIT,O,O,O,X,X,X,X,O
JSZOTIL,O,O,O,X,O,X,O,O
JSZOTLI,O,O,O,X,X,X,O,O
JSZOITL,O,O,O,X,O,X,X,O
JSZOILT,O,O,O,X,X,X,X,O
JSZOLTI,O,O,O,X,X,X,O,O
JSZOLIT,O,O,O,X,X,X,X,O
JSOTILZ,O,O,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,O,X
JSOTLIZ,O,O,X,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X,O
JSOTZLI,O,O,X,X,X,X,X,O
JSOITLZ,O,O,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X,O
JSOIZLT,O,O,O,X,X,X,X,O
JSOLTIZ,O,O,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X,O
JSOLZIT,O,O,O,X,X,X,X,O
JSOZTIL,O,O,O,X,X,X,X,O
JSOZTLI,O,O,O,X,X,X,X,O
JSOZITL,O,O,O,X,X,X,X,O
JSOZILT,O,O,O,X,X,X,X,O
JSOZLTI,O,O,O,X,X,X,X,O
JSOZLIT,O,O,O,X,X,X,X,O
JZTILSO,O,O,O,X,O,O,X,X
JZTILOS,O,O,X,X,X,X,X,X
JZTISLO,O,O,O,O,O,O,X,X
JZTISOL,O,O,O,O,O,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X
JZTIOSL,O,O,O,X,O,X,X,X
JZTLISO,O,O,O,O,O,O,X,X
JZTLIOS,O,O,X,X,X,X,X,X
JZTLSIO,O,O,X,O,O,X,O,X
JZTLSOI,O,O,X,O,X,X,O,X
JZTLOIS,O,O,X,X,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,O,X,O,X
JZTSLIO,O,X,X,O,O,X,O,X
JZTSLOI,O,X,X,O,X,X,O,X
JZTSOIL,O,X,X,O,O,X,O,O
JZTSOLI,X,X,X,O,X,X,O,O
JZTOILS,O,X,X,X,X,X,X,X
JZTOISL,O,O,O,X,O,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X
JZTOSLI,O,X,X,X,X,X,X,X
JZITLSO,O,O,O,X,O,O,X,X
JZITLOS,O,O,X,X,X,X,X,X
JZITSLO,O,O,O,O,O,O,X,X
JZITSOL,O,O,O,O,O,X,X,X
JZITOLS,O,X,X,X,X,X,X,X
JZITOSL,O,O,O,X,O,X,X,X
JZILTSO,O,O,O,X,O,O,X,X
JZILTOS,O,O,X,X,X,X,X,X
JZILSTO,O,O,O,X,O,O,O,X
JZILSOT,O,O,O,X,X,X,X,X
JZILOTS,O,O,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X
JZISTLO,O,O,O,X,O,O,O,X
JZISTOL,O,O,O,X,O,X,O,X
JZISLTO,O,O,O,X,O,O,O,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,O,O,O,X,O,X,X,O
JZISOLT,O,O,O,X,X,X,X,O
JZIOTLS,O,O,X,X,X,X,X,X
JZIOTSL,O,O,O,O,O,X,X,X
JZIOLTS,O,O,X,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X
JZIOSTL,O,O,O,X,O,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X
JZLTISO,O,O,O,O,O,O,X,X
JZLTIOS,O,O,X,X,X,X,X,X
JZLTSIO,O,O,X,O,O,X,O,X
JZLTSOI,O,O,X,O,X,X,O,X
JZLTOIS,O,O,X,X,X,X,X,X
JZLTOSI,O,O,X,X,X,X,X,X
JZLITSO,O,O,O,O,O,O,X,X
JZLITOS,O,O,X,X,X,X,X,X
JZLISTO,O,O,O,X,O,O,O,X
JZLISOT,O,O,O,X,X,X,X,X
JZLIOTS,O,O,X,O,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,X,O,X
JZLSTOI,O,O,O,X,X,X,O,X
JZLSITO,O,O,O,X,O,X,O,X
JZLSIOT,O,O,O,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,O,O
JZLSOIT,O,O,O,X,X,X,X,O
JZLOTIS,O,O,X,O,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X
JZLOITS,O,O,X,O,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,O,X
JZLOSIT,O,O,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,O,X
JZSTIOL,O,O,O,X,O,X,O,X
