sequence,v115@WhB8BeD8AeF8Jei/IvhFzgBRiBcoB3kBGnBlqB,v115@WhB8BeD8AeF8Jei/IvhFWmBxhBTjB3kB0nBlqB,v115@WhB8BeD8AeF8JeOEJvhF8kBzgBCiBxnBXoBlqB,v115@WhB8BeD8AeF8JeOEJvhFlgBCiBzkB8qBxsBXtB,v115@WhB8BeD8AeF8JeT/IvhFlgBWnBxiBypB8qBXtB,v115@WhB8BeD8AeF8JeWHJvhFxiBikBzlBXoB0kBlqB,v115@WhB8BeD8AeF8Je2EJvhFChBTjBxmB3kB0nBlqB,v115@WhB8BeD8AeF8JeKEJvhFxhBTjBFlBXmB0nBGqB,v115@WhB8BeD8AeF8JeKEJvhFTjBFlBxmBXmB0nBGqB,v115@WhB8BeD8AeF8Je2EJvhFTjB1qBxmB3kB0nBCrB
IOZJTSL,X,X,O,O,X,X,X,X,X,X
IOZJLTS,X,X,O,O,X,X,X,X,X,X
IOZJLST,X,X,X,O,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,X,X,X,X,X
IOZJSLT,X,X,X,O,X,X,X,X,X,X
IOZSTLJ,X,X,X,O,X,X,X,X,X,X
IOZSTJL,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,X,X,O,X,X,X,X,X,X
IOZSLJT,X,X,X,O,X,X,X,X,X,X
IOZSJTL,X,X,X,O,X,X,X,X,X,X
IOZSJLT,X,X,X,O,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,O,X,X,X
LTIJZSO,X,X,O,X,X,X,X,X,X,X
LTIJZOS,X,X,O,X,X,X,O,X,X,X
LTIJOSZ,X,X,X,X,X,X,O,X,O,O
LTIJOZS,X,X,O,O,X,X,O,X,O,O
LTISJZO,X,X,X,X,X,X,X,O,X,X
LTISJOZ,X,X,X,X,X,X,O,X,X,X
LTISZJO,X,X,O,X,X,X,X,O,X,X
LTISZOJ,X,X,O,X,X,X,X,O,X,X
LTISOJZ,X,X,X,X,X,X,O,X,O,X
LTISOZJ,X,X,O,X,X,X,X,O,O,X
LTIZJSO,X,X,O,X,X,X,X,X,X,X
LTIZJOS,X,X,O,O,X,X,O,X,X,X
LTIZSJO,X,X,O,X,X,X,X,O,X,X
LTIZSOJ,X,X,O,O,X,X,X,O,X,X
LTIZOJS,X,X,O,O,X,X,O,X,O,X
LTIZOSJ,X,X,O,O,X,X,X,O,O,X
LTIOJSZ,X,X,X,X,X,X,O,X,O,O
LTIOJZS,X,X,O,O,X,X,O,X,O,O
LTIOSJZ,X,X,X,X,X,X,O,X,O,X
LTIOSZJ,X,X,O,X,X,X,X,X,O,X
LTIOZJS,X,X,O,O,X,X,O,X,O,X
LTIOZSJ,X,X,O,O,X,X,X,X,O,X
LTJISZO,X,O,X,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,X,X,O,X,X,X
LTJIZSO,X,O,O,X,O,X,X,X,X,X
LTJIZOS,X,O,O,X,O,X,O,X,X,X
LTJIOSZ,X,O,X,X,X,X,O,X,O,O
LTJIOZS,X,X,O,O,O,X,O,X,O,O
LTJSIZO,O,O,X,X,O,X,X,O,X,X
LTJSIOZ,O,O,X,X,O,O,O,X,X,X
LTJSZIO,O,O,X,X,O,X,X,O,X,X
LTJSZOI,O,O,X,X,O,X,X,O,X,X
LTJSOIZ,O,O,X,X,O,O,O,X,X,X
LTJSOZI,O,O,X,X,O,O,X,X,X,X
LTJZISO,O,O,O,X,O,X,X,X,X,X
LTJZIOS,O,O,O,X,O,X,O,X,X,X
LTJZSIO,O,O,O,X,O,X,X,O,X,X
LTJZSOI,O,O,O,X,O,X,X,O,X,X
LTJZOIS,O,O,O,X,O,X,O,X,X,X
LTJZOSI,O,O,O,X,O,X,X,O,X,X
LTJOISZ,X,O,X,X,X,X,O,X,O,O
LTJOIZS,X,X,O,O,O,X,O,X,O,O
LTJOSIZ,O,O,X,X,O,O,O,X,X,X
LTJOSZI,O,O,X,X,O,O,X,X,X,X
LTJOZIS,O,X,O,O,O,X,O,X,X,X
LTJOZSI,O,X,O,O,O,X,X,X,X,X
LTSIJZO,O,O,X,X,O,X,X,O,X,X
LTSIJOZ,O,O,X,X,O,O,O,X,X,X
LTSIZJO,O,O,O,X,O,X,X,O,X,X
LTSIZOJ,O,O,O,X,O,X,X,O,X,X
LTSIOJZ,O,O,X,X,O,O,O,X,O,X
LTSIOZJ,O,X,O,X,O,X,X,O,O,X
LTSJIZO,O,O,X,X,O,X,X,O,X,X
LTSJIOZ,O,O,X,X,O,O,O,X,X,X
LTSJZIO,O,O,X,X,O,X,X,O,X,X
LTSJZOI,O,O,X,X,O,X,X,O,X,X
LTSJOIZ,O,O,X,X,O,O,O,X,X,X
LTSJOZI,O,O,X,X,O,O,X,X,X,X
LTSZIJO,O,O,O,X,O,X,X,O,X,X
LTSZIOJ,O,O,O,X,O,X,X,O,X,X
LTSZJIO,O,O,O,X,O,X,X,O,X,X
LTSZJOI,O,O,O,X,O,X,X,O,X,X
LTSZOIJ,O,O,O,X,O,X,X,O,X,X
LTSZOJI,O,O,O,X,O,X,X,O,X,X
LTSOIJZ,O,O,X,X,O,O,O,X,O,X
LTSOIZJ,O,X,O,X,O,X,X,O,O,X
LTSOJIZ,O,O,X,X,O,O,O,X,X,X
LTSOJZI,O,O,X,X,O,O,X,X,X,X
LTSOZIJ,O,O,O,X,O,X,X,O,X,X
LTSOZJI,O,O,O,X,O,X,X,O,X,X
LTZIJSO,O,O,O,X,O,X,X,X,X,X
LTZIJOS,O,O,O,O,O,X,O,X,X,X
LTZISJO,O,O,O,X,O,X,X,O,X,X
LTZISOJ,O,O,O,O,O,X,X,O,X,X
LTZIOJS,X,O,O,O,O,X,O,X,O,X
LTZIOSJ,O,O,O,O,O,X,X,O,O,X
LTZJISO,O,O,O,X,O,X,X,X,X,X
LTZJIOS,O,O,O,O,O,X,O,X,X,X
LTZJSIO,O,O,O,X,O,X,X,O,X,X
LTZJSOI,O,O,O,X,O,X,X,O,X,X
LTZJOIS,O,O,O,O,O,X,O,X,X,X
LTZJOSI,O,O,O,O,O,X,X,O,X,X
LTZSIJO,O,O,O,X,O,X,X,O,X,X
LTZSIOJ,O,O,O,O,O,X,X,O,X,X
LTZSJIO,O,O,O,X,O,X,X,O,X,X
LTZSJOI,O,O,O,X,O,X,X,O,X,X
LTZSOIJ,O,O,O,O,O,X,X,O,X,X
LTZSOJI,O,O,O,O,O,X,X,O,X,X
LTZOIJS,X,O,O,O,O,X,O,X,O,X
LTZOISJ,O,O,O,O,O,X,X,O,O,X
LTZOJIS,O,O,O,O,O,X,O,X,X,X
LTZOJSI,O,O,O,O,O,X,X,O,X,X
LTZOSIJ,O,O,O,O,O,X,X,O,X,X
LTZOSJI,O,O,O,O,O,X,X,O,X,X
LTOIJSZ,X,X,X,X,X,X,O,X,O,O
LTOIJZS,X,X,O,O,X,X,O,X,O,O
LTOISJZ,X,X,X,X,X,X,O,X,O,X
LTOISZJ,X,X,O,X,X,X,X,X,O,X
LTOIZJS,X,X,O,O,X,X,O,X,O,X
LTOIZSJ,X,X,O,O,X,X,X,X,O,X
LTOJISZ,X,O,X,X,X,X,O,X,O,O
LTOJIZS,X,X,O,O,O,X,O,X,O,O
LTOJSIZ,O,O,X,X,O,O,O,X,X,X
LTOJSZI,O,O,X,X,O,O,X,X,X,X
LTOJZIS,O,X,O,O,O,X,O,X,X,X
LTOJZSI,O,X,O,O,O,X,X,X,X,X
LTOSIJZ,O,O,X,X,O,O,O,X,O,X
LTOSIZJ,O,X,O,X,O,X,X,O,O,X
LTOSJIZ,O,O,X,X,O,O,O,X,X,X
LTOSJZI,O,O,X,X,O,O,X,X,X,X
LTOSZIJ,O,X,O,X,O,X,X,O,X,X
LTOSZJI,O,O,O,X,O,X,X,O,X,X
LTOZIJS,X,X,O,O,O,X,O,X,O,X
LTOZISJ,O,X,O,O,O,X,X,O,O,X
LTOZJIS,O,X,O,O,O,X,O,X,X,X
LTOZJSI,O,X,O,O,O,X,X,O,X,X
LTOZSIJ,O,X,O,O,O,X,X,O,X,X
LTOZSJI,O,X,O,O,O,X,X,O,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,O,X,X,X
LITJZSO,X,X,O,X,X,X,X,X,X,X
LITJZOS,X,X,O,X,X,X,O,X,X,X
LITJOSZ,X,X,X,X,X,X,O,X,O,O
LITJOZS,X,X,O,O,X,X,O,X,O,O
LITSJZO,X,X,X,X,X,X,X,O,X,X
LITSJOZ,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,X,O,X,X,X,X,O,X,X
LITSZOJ,X,X,O,X,X,X,X,O,X,X
LITSOJZ,X,X,X,X,X,X,O,X,O,X
LITSOZJ,X,X,O,X,X,X,X,O,O,X
LITZJSO,X,X,O,X,X,X,X,X,X,X
LITZJOS,X,X,O,O,X,X,O,X,X,X
LITZSJO,X,X,O,X,X,X,X,O,X,X
LITZSOJ,X,X,O,O,X,X,X,O,X,X
LITZOJS,X,X,O,O,X,X,O,X,O,X
LITZOSJ,X,X,O,O,X,X,X,O,O,X
LITOJSZ,X,X,X,X,X,X,O,X,O,O
LITOJZS,X,X,O,O,X,X,O,X,O,O
LITOSJZ,X,X,X,X,X,X,O,X,O,X
LITOSZJ,X,X,O,X,X,X,X,X,O,X
LITOZJS,X,X,O,O,X,X,O,X,O,X
LITOZSJ,X,X,O,O,X,X,X,X,O,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,O,X,O,X,X,X,X,X
LIJTZOS,X,X,O,X,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,O,X
LIJTOZS,X,X,O,O,O,X,X,X,O,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,X,X,O,O,X,X,X,X
LIJSZTO,X,X,O,X,O,X,X,X,X,X
LIJSZOT,X,X,X,X,O,O,X,X,X,X
LIJSOTZ,X,X,X,X,O,O,X,X,X,X
LIJSOZT,X,X,X,O,O,O,X,X,X,X
LIJZTSO,X,X,O,X,O,X,X,X,X,X
LIJZTOS,X,X,O,O,O,X,X,X,X,X
LIJZSTO,X,X,O,X,O,X,X,X,X,X
LIJZSOT,X,X,X,X,O,X,X,X,X,X
LIJZOTS,X,X,O,O,O,X,X,X,X,X
LIJZOST,X,X,X,O,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,O,X
LIJOTZS,X,X,X,O,O,X,X,X,O,X
LIJOSTZ,X,X,X,X,O,O,X,X,X,X
LIJOSZT,X,X,X,O,O,O,X,X,X,X
LIJOZTS,X,X,O,O,O,X,X,X,X,X
LIJOZST,X,X,X,O,O,X,X,X,X,X
LISTJZO,X,X,X,X,O,X,X,O,X,X
LISTJOZ,X,X,X,X,O,O,X,X,X,X
LISTZJO,X,X,O,X,O,X,X,O,X,X
LISTZOJ,X,X,O,X,O,X,X,O,X,X
LISTOJZ,X,X,X,X,O,O,X,X,O,X
LISTOZJ,X,X,O,X,O,X,X,O,O,X
LISJTZO,X,X,X,X,O,X,X,O,X,X
LISJTOZ,X,X,X,X,O,O,X,X,X,X
LISJZTO,X,X,O,X,O,X,X,O,X,X
LISJZOT,X,X,X,X,O,O,X,O,X,X
LISJOTZ,X,X,X,X,O,O,X,X,X,X
LISJOZT,X,X,X,O,O,O,X,X,X,X
LISZTJO,X,X,O,X,O,X,X,O,X,X
LISZTOJ,X,X,O,O,O,X,X,O,X,X
LISZJTO,X,X,O,X,O,X,X,O,X,X
LISZJOT,X,X,X,X,O,O,X,O,X,X
LISZOTJ,X,X,X,O,O,X,X,O,X,X
LISZOJT,X,X,X,O,O,O,X,O,X,X
LISOTJZ,X,X,X,X,O,O,X,X,O,X
LISOTZJ,X,X,X,X,O,X,X,O,O,X
LISOJTZ,X,X,X,X,O,O,X,X,X,X
LISOJZT,X,X,X,O,O,O,X,X,X,X
LISOZTJ,X,X,X,O,O,X,X,O,X,X
LISOZJT,X,X,X,O,O,O,X,O,X,X
LIZTJSO,X,X,O,X,O,X,X,X,X,X
LIZTJOS,X,X,O,O,O,X,X,X,X,X
LIZTSJO,X,X,O,X,O,X,X,O,X,X
LIZTSOJ,X,X,O,O,O,X,X,O,X,X
LIZTOJS,X,X,O,O,O,X,X,X,O,X
LIZTOSJ,X,X,O,O,O,X,X,O,O,X
LIZJTSO,X,X,O,X,O,X,X,X,X,X
LIZJTOS,X,X,O,O,O,X,X,X,X,X
LIZJSTO,X,X,O,X,O,X,X,O,X,X
LIZJSOT,X,X,X,X,O,X,X,O,X,X
LIZJOTS,X,X,O,O,O,X,X,X,X,X
LIZJOST,X,X,X,O,O,X,X,O,X,X
LIZSTJO,X,X,O,X,O,X,X,O,X,X
LIZSTOJ,X,X,O,O,O,X,X,O,X,X
LIZSJTO,X,X,O,X,O,X,X,O,X,X
LIZSJOT,X,X,X,X,O,X,X,O,X,X
LIZSOTJ,X,X,X,O,O,X,X,O,X,X
LIZSOJT,X,X,X,O,O,X,X,O,X,X
LIZOTJS,X,X,O,O,O,X,X,X,O,X
LIZOTSJ,X,X,O,O,O,X,X,O,O,X
LIZOJTS,X,X,O,O,O,X,X,X,X,X
LIZOJST,X,X,X,O,O,X,X,O,X,X
LIZOSTJ,X,X,X,O,O,X,X,O,X,X
LIZOSJT,X,X,X,O,O,X,X,O,X,X
LIOTJSZ,X,X,X,X,X,X,O,X,O,O
LIOTJZS,X,X,O,O,X,X,O,X,O,O
LIOTSJZ,X,X,X,X,X,X,O,X,O,X
LIOTSZJ,X,X,O,X,X,X,X,X,O,X
LIOTZJS,X,X,O,O,X,X,O,X,O,X
LIOTZSJ,X,X,O,O,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,X,X,X,X,O,X
LIOJTZS,X,X,X,O,O,X,X,X,O,X
LIOJSTZ,X,X,X,X,O,O,X,X,X,X
LIOJSZT,X,X,X,O,O,O,X,X,X,X
LIOJZTS,X,X,O,O,O,X,X,X,X,X
LIOJZST,X,X,X,O,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,O,O,X,X,O,X
LIOSTZJ,X,X,X,X,O,X,X,X,O,X
LIOSJTZ,X,X,X,X,O,O,X,X,X,X
LIOSJZT,X,X,X,O,O,O,X,X,X,X
LIOSZTJ,X,X,X,O,O,X,X,X,X,X
LIOSZJT,X,X,X,O,O,O,X,X,X,X
LIOZTJS,X,X,O,O,O,X,X,X,O,X
LIOZTSJ,X,X,O,O,O,X,X,X,O,X
LIOZJTS,X,X,O,O,O,X,X,X,X,X
LIOZJST,X,X,X,O,O,X,X,X,X,X
LIOZSTJ,X,X,X,O,O,X,X,X,X,X
LIOZSJT,X,X,X,O,O,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,O,X,O,X,X,X,X,X
LJTIZOS,X,X,O,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,O,X
LJTIOZS,X,X,O,O,O,X,X,X,O,X
LJTSIZO,O,X,X,X,O,X,X,O,X,X
LJTSIOZ,O,X,X,X,O,O,X,X,X,X
LJTSZIO,O,X,X,X,O,X,X,O,X,X
LJTSZOI,O,X,X,X,O,X,X,O,X,X
LJTSOIZ,O,X,X,X,O,O,X,X,X,X
LJTSOZI,O,X,X,X,O,O,X,X,X,X
LJTZISO,O,X,O,X,O,X,X,X,X,X
LJTZIOS,O,X,O,X,O,X,X,X,X,X
LJTZSIO,O,X,O,X,O,X,X,O,X,X
LJTZSOI,O,X,O,X,O,X,X,O,X,X
LJTZOIS,O,X,O,X,O,X,X,X,X,X
LJTZOSI,O,X,O,X,O,X,X,O,X,X
LJTOISZ,X,X,X,X,X,X,X,X,O,X
LJTOIZS,X,X,O,O,O,X,X,X,O,X
LJTOSIZ,O,X,X,X,O,O,X,X,X,X
LJTOSZI,O,X,X,X,O,O,X,X,X,X
LJTOZIS,O,X,O,O,O,X,X,X,X,X
LJTOZSI,O,X,O,O,O,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,O,X,O,X,X,X,X,X
LJITZOS,X,X,O,X,O,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,O,X
LJITOZS,X,X,O,O,O,X,X,X,O,X
LJISTZO,X,O,X,X,O,X,X,X,X,X
LJISTOZ,X,O,X,X,O,O,X,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,O,X,X,X,X
LJISOTZ,X,O,X,X,O,O,X,X,X,X
LJISOZT,X,O,X,O,O,O,X,X,X,X
LJIZTSO,X,X,O,X,O,X,X,X,X,X
LJIZTOS,X,X,O,O,O,X,X,X,X,X
LJIZSTO,X,O,O,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X
LJIZOTS,X,X,O,O,O,X,X,X,X,X
LJIZOST,X,O,X,O,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,O,X
LJIOTZS,X,X,X,O,O,X,X,X,O,X
LJIOSTZ,X,O,X,X,O,O,X,X,X,X
LJIOSZT,X,O,X,O,O,O,X,X,X,X
LJIOZTS,X,X,O,O,O,X,X,X,X,X
LJIOZST,X,X,X,O,O,X,X,X,X,X
LJSTIZO,O,O,X,X,O,X,X,O,X,X
LJSTIOZ,O,O,X,X,O,O,X,X,X,X
LJSTZIO,O,O,X,X,O,X,X,O,X,X
LJSTZOI,O,O,X,X,O,X,X,O,X,X
LJSTOIZ,O,O,X,X,O,O,X,X,X,X
LJSTOZI,O,X,X,X,O,O,X,X,X,X
LJSITZO,O,O,X,X,O,X,X,O,X,X
LJSITOZ,O,O,X,X,O,O,X,X,X,X
LJSIZTO,O,O,O,X,O,X,X,O,X,X
LJSIZOT,O,O,X,X,O,O,X,O,X,X
LJSIOTZ,X,O,X,X,O,O,X,X,X,X
LJSIOZT,X,O,X,O,O,O,X,X,X,X
LJSZTIO,O,O,O,X,O,X,X,O,X,X
LJSZTOI,O,O,O,X,O,X,X,O,X,X
LJSZITO,O,O,O,X,O,X,X,O,X,X
LJSZIOT,O,O,X,X,O,O,X,O,X,X
LJSZOTI,O,O,X,X,O,O,X,O,X,X
LJSZOIT,O,O,X,X,O,O,X,O,X,X
LJSOTIZ,O,O,X,X,O,O,X,X,X,X
LJSOTZI,O,X,X,X,O,O,X,X,X,X
LJSOITZ,X,O,X,X,O,O,X,X,X,X
LJSOIZT,X,O,X,O,O,O,X,X,X,X
LJSOZTI,O,O,X,O,O,O,X,X,X,X
LJSOZIT,O,O,X,O,O,O,X,X,X,X
LJZTISO,O,X,O,X,O,X,X,X,X,X
LJZTIOS,O,X,O,O,O,X,X,X,X,X
LJZTSIO,O,X,O,X,O,X,X,O,X,X
LJZTSOI,O,X,O,X,O,X,X,O,X,X
LJZTOIS,O,X,O,O,O,X,X,X,X,X
LJZTOSI,O,X,O,O,O,X,X,O,X,X
LJZITSO,O,X,O,X,O,X,X,X,X,X
LJZITOS,O,X,O,O,O,X,X,X,X,X
LJZISTO,O,O,O,X,O,X,X,O,X,X
LJZISOT,O,O,X,X,O,X,X,O,X,X
LJZIOTS,X,X,O,O,O,X,X,X,X,X
LJZIOST,X,O,X,O,O,X,X,O,X,X
LJZSTIO,O,O,O,X,O,X,X,O,X,X
LJZSTOI,O,O,O,X,O,X,X,O,X,X
LJZSITO,O,O,O,X,O,X,X,O,X,X
LJZSIOT,O,O,X,X,O,O,X,O,X,X
LJZSOTI,O,O,X,X,O,O,X,O,X,X
LJZSOIT,O,O,X,X,O,O,X,O,X,X
LJZOTIS,X,X,O,O,O,X,X,X,X,X
LJZOTSI,X,X,O,O,O,X,X,O,X,X
LJZOITS,X,X,O,O,O,X,X,X,X,X
LJZOIST,X,O,X,O,O,X,X,O,X,X
LJZOSTI,X,O,X,O,O,O,X,O,X,X
LJZOSIT,X,O,X,O,O,O,X,O,X,X
LJOTISZ,X,X,X,X,X,X,X,X,O,X
LJOTIZS,X,X,X,O,O,X,X,X,O,X
LJOTSIZ,X,X,X,X,O,O,X,X,X,X
LJOTSZI,X,X,X,X,O,O,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,X,X,X
LJOTZSI,X,X,X,O,O,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,O,X
LJOITZS,X,X,X,O,O,X,X,X,O,X
LJOISTZ,X,O,X,X,O,O,X,X,X,X
LJOISZT,X,O,X,O,O,O,X,X,X,X
LJOIZTS,X,X,O,O,O,X,X,X,X,X
LJOIZST,X,X,X,O,O,X,X,X,X,X
LJOSTIZ,X,O,X,X,O,O,X,X,X,X
LJOSTZI,X,X,X,X,O,O,X,X,X,X
LJOSITZ,X,O,X,X,O,O,X,X,X,X
LJOSIZT,X,O,X,O,O,O,X,X,X,X
LJOSZTI,X,X,X,O,O,O,X,X,X,X
LJOSZIT,X,O,X,O,O,O,X,X,X,X
LJOZTIS,X,X,O,O,O,X,X,X,X,X
LJOZTSI,X,X,O,O,O,X,X,X,X,X
LJOZITS,X,X,O,O,O,X,X,X,X,X
LJOZIST,X,X,X,O,O,X,X,X,X,X
LJOZSTI,X,X,X,O,O,O,X,X,X,X
LJOZSIT,X,X,X,O,O,O,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,O,X,X
LSTIJOZ,O,O,X,X,O,O,X,X,X,X
LSTIZJO,O,O,O,X,O,X,X,O,X,X
LSTIZOJ,O,O,O,X,O,X,X,O,X,X
LSTIOJZ,O,O,X,X,O,O,X,X,O,X
LSTIOZJ,O,X,O,X,O,X,X,O,O,X
LSTJIZO,O,O,X,X,O,X,X,O,X,X
LSTJIOZ,O,O,X,X,O,O,X,X,X,X
LSTJZIO,O,O,X,X,O,X,X,O,X,X
LSTJZOI,O,O,X,X,O,X,X,O,X,X
LSTJOIZ,O,O,X,X,O,O,X,X,X,X
LSTJOZI,O,O,X,X,O,O,X,X,X,X
LSTZIJO,O,O,O,X,O,X,X,O,X,X
LSTZIOJ,O,O,O,X,O,X,X,O,X,X
LSTZJIO,O,O,O,X,O,X,X,O,X,X
LSTZJOI,O,O,O,X,O,X,X,O,X,X
LSTZOIJ,O,O,O,X,O,X,X,O,X,X
LSTZOJI,O,O,O,X,O,X,X,O,X,X
LSTOIJZ,O,O,X,X,O,O,X,X,O,X
LSTOIZJ,O,X,O,X,O,X,X,O,O,X
LSTOJIZ,O,O,X,X,O,O,X,X,X,X
LSTOJZI,O,O,X,X,O,O,X,X,X,X
LSTOZIJ,O,O,O,X,O,X,X,O,X,X
LSTOZJI,O,O,O,X,O,X,X,O,X,X
LSITJZO,O,O,X,X,O,X,X,O,X,X
LSITJOZ,O,O,X,X,O,O,X,X,X,X
LSITZJO,O,O,O,X,O,X,X,O,X,X
LSITZOJ,O,O,O,X,O,X,X,O,X,X
LSITOJZ,O,O,X,X,O,O,X,X,O,X
LSITOZJ,O,X,O,X,O,X,X,O,O,X
LSIJTZO,O,O,X,X,O,X,X,O,X,X
LSIJTOZ,O,O,X,X,O,O,X,X,X,X
LSIJZTO,O,O,O,X,O,X,X,O,X,X
LSIJZOT,O,O,X,X,O,O,X,O,X,X
LSIJOTZ,X,O,X,X,O,O,X,X,X,X
LSIJOZT,X,O,X,O,O,O,X,X,X,X
LSIZTJO,O,O,O,X,O,X,X,O,X,X
LSIZTOJ,O,O,O,O,O,X,X,O,X,X
LSIZJTO,O,O,O,X,O,X,X,O,X,X
LSIZJOT,O,O,X,X,O,O,X,O,X,X
LSIZOTJ,O,O,X,O,O,X,X,O,X,X
LSIZOJT,O,O,X,O,O,O,X,O,X,X
LSIOTJZ,X,O,X,X,O,O,X,X,O,X
LSIOTZJ,X,X,X,X,O,X,X,O,O,X
LSIOJTZ,X,O,X,X,O,O,X,X,X,X
LSIOJZT,X,O,X,O,O,O,X,X,X,X
LSIOZTJ,X,X,X,O,O,X,X,O,X,X
LSIOZJT,X,X,X,O,O,O,X,O,X,X
LSJTIZO,O,O,X,X,O,X,X,O,X,X
LSJTIOZ,O,O,X,X,O,O,X,X,X,X
LSJTZIO,O,O,X,X,O,X,X,O,X,X
LSJTZOI,O,O,X,X,O,X,X,O,X,X
LSJTOIZ,O,O,X,X,O,O,X,X,X,X
LSJTOZI,O,O,X,X,O,O,X,X,X,X
LSJITZO,O,O,X,X,O,X,X,O,X,X
LSJITOZ,O,O,X,X,O,O,X,X,X,X
LSJIZTO,O,O,O,X,O,X,X,O,X,X
LSJIZOT,O,O,X,X,O,O,X,O,X,X
LSJIOTZ,X,O,X,X,O,O,X,X,X,X
LSJIOZT,X,O,X,O,O,O,X,X,X,X
LSJZTIO,O,O,O,X,O,X,X,O,X,X
LSJZTOI,O,O,O,X,O,X,X,O,X,X
LSJZITO,O,O,O,X,O,X,X,O,X,X
LSJZIOT,O,O,X,X,O,O,X,O,X,X
LSJZOTI,O,O,X,X,O,O,X,O,X,X
LSJZOIT,O,O,X,X,O,O,X,O,X,X
LSJOTIZ,O,O,X,X,O,O,X,X,X,X
LSJOTZI,O,O,X,X,O,O,X,X,X,X
LSJOITZ,X,O,X,X,O,O,X,X,X,X
LSJOIZT,X,O,X,O,O,O,X,X,X,X
LSJOZTI,O,O,X,O,O,O,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X
LSZTIJO,O,O,O,X,O,X,X,O,X,X
LSZTIOJ,O,O,O,O,O,X,X,O,X,X
LSZTJIO,O,O,O,X,O,X,X,O,X,X
LSZTJOI,O,O,O,X,O,X,X,O,X,X
LSZTOIJ,O,O,O,O,O,X,X,O,X,X
LSZTOJI,O,O,O,O,O,X,X,O,X,X
LSZITJO,O,O,O,X,O,X,X,O,X,X
LSZITOJ,O,O,O,O,O,X,X,O,X,X
LSZIJTO,O,O,O,X,O,X,X,O,X,X
LSZIJOT,O,O,X,X,O,O,X,O,X,X
LSZIOTJ,O,O,X,O,O,X,X,O,X,X
LSZIOJT,O,O,X,O,O,O,X,O,X,X
LSZJTIO,O,O,O,X,O,X,X,O,X,X
LSZJTOI,O,O,O,X,O,X,X,O,X,X
LSZJITO,O,O,O,X,O,X,X,O,X,X
LSZJIOT,O,O,X,X,O,O,X,O,X,X
LSZJOTI,O,O,X,X,O,O,X,O,X,X
LSZJOIT,O,O,X,X,O,O,X,O,X,X
LSZOTIJ,O,O,X,O,O,X,X,O,X,X
LSZOTJI,O,O,X,O,O,X,X,O,X,X
LSZOITJ,O,O,X,O,O,X,X,O,X,X
LSZOIJT,O,O,X,O,O,O,X,O,X,X
LSZOJTI,O,O,X,O,O,O,X,O,X,X
LSZOJIT,O,O,X,O,O,O,X,O,X,X
LSOTIJZ,O,O,X,X,O,O,X,X,O,X
LSOTIZJ,O,X,X,X,O,X,X,O,O,X
LSOTJIZ,O,O,X,X,O,O,X,X,X,X
LSOTJZI,O,O,X,X,O,O,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,O,X,X
LSOTZJI,O,O,X,X,O,X,X,O,X,X
LSOITJZ,X,O,X,X,O,O,X,X,O,X
LSOITZJ,X,X,X,X,O,X,X,O,O,X
LSOIJTZ,X,O,X,X,O,O,X,X,X,X
LSOIJZT,X,O,X,O,O,O,X,X,X,X
LSOIZTJ,X,X,X,O,O,X,X,O,X,X
LSOIZJT,X,X,X,O,O,O,X,O,X,X
LSOJTIZ,O,O,X,X,O,O,X,X,X,X
LSOJTZI,O,O,X,X,O,O,X,X,X,X
LSOJITZ,X,O,X,X,O,O,X,X,X,X
LSOJIZT,X,O,X,O,O,O,X,X,X,X
