sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
LITOZSJ,O,X,O,O,X,X,X,X,X,O,O,O,O,X,X
LIJTSZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIJTSOZ,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LIJTZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LIJTZOS,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
LIJTOSZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
LIJTOZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIJSTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIJSTOZ,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LIJSZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIJSZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSOTZ,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJZTSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LIJZTOS,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJZSTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZOTS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOTSZ,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIJOTZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIJOSTZ,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZTS,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LISTJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LISTJOZ,O,O,O,X,O,X,O,X,X,O,X,O,O,X,O
LISTZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
LISTZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LISTOJZ,O,O,O,X,O,X,O,X,X,O,X,O,O,X,O
LISTOZJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X
LISJTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LISJTOZ,O,O,O,X,O,X,O,X,X,O,X,O,O,X,O
LISJZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LISJZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJOTZ,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LISZTJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LISZTOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LISZJTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LISZJOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZOTJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LISOTJZ,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
LISOTZJ,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X
LISOJTZ,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X
LISOJZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LISOZTJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X
LISOZJT,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIZTJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LIZTJOS,X,X,O,O,X,X,O,X,X,X,O,X,O,O,X
LIZTSJO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
LIZTSOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIZTOJS,X,X,O,O,X,X,O,X,X,O,O,X,O,O,X
LIZTOSJ,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X
LIZJTSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LIZJTOS,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X
LIZJSTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJOTS,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZSJOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZOTJS,X,X,O,O,X,X,O,X,X,O,O,X,O,X,X
LIZOTSJ,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X
LIZOJTS,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZOSTJ,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X
LIZOSJT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOTJSZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOTJZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOTSJZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOTSZJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X
LIOTZJS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOTZSJ,O,X,O,O,X,X,X,X,X,O,O,O,O,X,X
LIOJTSZ,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOJTZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LIOJSTZ,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X
LIOJSZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOJZTS,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOSTJZ,O,O,O,X,O,X,O,X,X,O,O,O,O,X,X
LIOSTZJ,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X
LIOSJTZ,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X
LIOSJZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOSZTJ,O,O,O,X,X,X,X,X,X,O,O,O,O,X,X
LIOSZJT,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOZTJS,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X
LIOZTSJ,O,X,O,O,X,X,X,X,X,O,O,O,O,X,X
LIOZJTS,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOZSTJ,O,X,O,X,X,X,X,X,X,O,O,O,O,X,X
LIOZSJT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJTISZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJTISOZ,O,O,O,X,O,X,O,X,X,X,X,X,O,X,O
LJTIZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJTIZOS,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X
LJTIOSZ,O,O,O,O,O,X,O,X,X,X,O,O,O,X,X
LJTIOZS,O,X,O,O,O,X,O,X,X,X,O,O,O,X,X
LJTSIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJTSIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJTSZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJTSOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJTSOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTZISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJTZIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
LJTZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJTZSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LJTZOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
LJTZOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJTOISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
LJTOIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
LJTOSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJTOSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTOZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
LJTOZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
LJITSZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJITSOZ,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LJITZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJITZOS,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
LJITOSZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
LJITOZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJISTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJISTOZ,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LJISZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOTZ,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIZTSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJIZTOS,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJIZSTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZOTS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIOTSZ,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJIOTZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJIOSTZ,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LJIOSZT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJSTIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJSTZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJSTOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJSTOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSITZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJSITOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
LJSIZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSIZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSIOTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJSZTOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJSZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJSOTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSOITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LJSOIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSOZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJZTIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJZTSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LJZTOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
LJZTOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJZITSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJZITOS,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZIOTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJZSTOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LJZSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
LJZOTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJZOITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZOSTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
LJOTIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
LJOTSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJOTSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOTZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
LJOTZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
LJOITSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
LJOITZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
LJOISTZ,O,X,O,X,O,X,O,O,X,X,X,O,O,X,X
LJOISZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LJOSTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOSITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LJOSIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
LJOZTSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
LJOZITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSTI,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X
LJOZSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSTIJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
LSTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
LSTIZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LSTIOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
LSTIOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
LSTJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSTJIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
LSTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTJZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSTJOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSTJOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSTZOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSTZOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSTOIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSTOIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
LSTOJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSTOJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTOZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSTOZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSITJZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LSITJOZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
LSITZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LSITZOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSITOJZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
LSITOZJ,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X
LSIJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LSIJTOZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
LSIJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSIZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
LSIOTZJ,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X
LSIOJTZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
LSIOJZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSJTIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSJTZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSJTOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSJTOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSJITZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LSJITOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
LSJIZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSJIZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJIOTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSJZTOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSJZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSJZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSJOTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSJOITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LSJOIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSJOZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZTOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSZTOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZJTOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSZOTJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZOITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSOTIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
LSOTJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSOTJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSOTZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSOTZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSOITJZ,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X
LSOITZJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X
LSOIJTZ,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
LSOJTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LSOJITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
LSOJIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOJZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
LSOZTJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSOZITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LZTIJOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
LZTISJO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
LZTISOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LZTIOJS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
LZTIOSJ,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X
LZTJISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LZTJIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
LZTJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LZTJSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
LZTJOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
