sequence,v115@QhA8DeI8EeB8Jex/IvhFylBFiBXjBTkB0qBWxB,v115@QhA8DeI8EeB8JeT/IvhFUiBFjBxpB/qBarBWxB,v115@QhA8DeI8EeB8Jem/IvhFChBxiBTkB0qBlrB3sB,v115@QhA8DeI8EeB8JeT/IvhFylBFiBXjBxpBWxB0qB,v115@QhA8DeI8EeB8JeT/IvhFmgBCiBXjBxpB0qBVxB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxmBXoBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFRgB3hBFjBUlBWwBTsB,v115@QhA8DeI8EeB8JeUBJvhFFiBXjBTkB6qBmkBxwB,v115@QhA8DeI8EeB8Jei/IvhFRhBFjB3kB0qBGrBTsB,v115@QhA8DeI8EeB8Jei/IvhF3hBFjBxpBGqBTsBUrB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxnBXrBlsB0rB,v115@QhA8DeI8EeB8JeOEJvhF6lBxhBXjBzkBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFGgBThBFjBUlB/sBRwB,v115@QhA8DeI8EeB8JeOEJvhF6lBxiBzkBXrBlsB0rB,v115@QhA8DeI8EeB8Jex/IvhF2nBTkB/qBFrB0rBCtB,v115@QhA8DeI8EeB8Je0/IvhF6lBThBFjB2pB/sBRwB,v115@QhA8DeI8EeB8Je1GJvhFXjBxkBikBGqBUrBTsB
ZILOSTJ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZILOSJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJTLSO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTLOS,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJTSLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTSOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTOLS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJTOSL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJLTSO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZIJLTOS,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZIJLSTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLSOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLOTS,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZIJLOST,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSTOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSLTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSLOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSOTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSOLT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOTLS,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJOTSL,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJOLTS,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZIJOLST,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJOSTL,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIJOSLT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZISTLJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISTLOJ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZISTJLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISTJOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISTOLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISTOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISLTJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZISLJTO,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISLJOT,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZISLOJT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJTLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJTOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJLTO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJLOT,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJOTL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISJOLT,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISOTLJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISOTJL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISOLTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISOLJT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISOJTL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISOJLT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZIOTLJS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOTLSJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOTJLS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOTJSL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOTSLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOTSJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOLTJS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOLTSJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOLJTS,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZIOLJST,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOLSTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZIOLSJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJTLS,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJTSL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJLTS,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZIOJLST,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJSTL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJSLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSTLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSTJL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSLTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSLJT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSJTL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZIOSJLT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZLTIJSO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTIJOS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTISJO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLTIOJS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLTJISO,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJIOS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJSIO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTJOIS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLTSIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLTSJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLTSJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLTSOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLTSOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLTOIJS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTOJIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTOJSI,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTOSIJ,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLITJSO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLITJOS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLITSJO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLITSOJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLITOJS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLITOSJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLIJTSO,O,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIJTOS,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIJSTO,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIJSOT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIJOTS,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIJOST,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISTJO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLISJTO,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISJOT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISOTJ,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLISOJT,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIOTJS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLIOJTS,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIOJST,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIOSTJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLIOSJT,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTISO,O,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
ZLJTIOS,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X
ZLJTSIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJTOIS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJITSO,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJITOS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJISTO,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJISOT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJIOTS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJIOST,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSTIO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLJSTOI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJSITO,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLJSOTI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJSOIT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLJOTSI,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJOITS,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJOIST,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJOSTI,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLJOSIT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSTJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLSTJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSTOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSTOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSITJO,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZLSIJTO,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZLSIJOT,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZLSIOTJ,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZLSIOJT,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZLSJTIO,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLSJTOI,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLSJITO,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
ZLSJIOT,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZLSJOTI,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLSOTIJ,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSOTJI,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSOITJ,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZLSOIJT,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLOTIJS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTISJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOTJIS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTJSI,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOTSIJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOTSJI,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOITJS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOITSJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOIJTS,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLOIJST,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOISTJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOISJT,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOJTIS,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X
ZLOJTSI,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,X
ZLOJITS,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLOJIST,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOJSTI,O,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,X
ZLOJSIT,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLOSTIJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOSTJI,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOSITJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZLOSIJT,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOSJTI,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZLOSJIT,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJTILSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTILOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTISLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTISOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTIOSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTLIOS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTLSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTLOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJTSIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTSLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJTSOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTSOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTOLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJTOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJITLOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJITSLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZJITSOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJITOSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJILTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJILTOS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJILSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJILSOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJILOTS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJILOST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJISTLO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZJISTOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJISLOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJISOTL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJIOTLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJIOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJIOLST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJIOSTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLTISO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJLTIOS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJLTSIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLTOIS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLITSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLITOS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLISTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLISOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLIOTS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLIOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLSTIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLSTOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLSITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLSIOT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJLSOTI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLSOIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJLOTSI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
ZJLOITS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLOIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOSTI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
ZJLOSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJSTILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJSTIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSTLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSTOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSITLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZJSITOL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSILTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJSILOT,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZJSIOTL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJSLTIO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLTOI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZJSLITO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJSLIOT,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZJSLOTI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJSOTLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJSOITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJSOILT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJSOLTI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJSOLIT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJOTILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOTISL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOTLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOTSIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOITSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJOILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOISTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOLTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZJOLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZJOLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJOLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOLSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZJOLSIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJOSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOSTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOSITL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
