sequence,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBmiBUlBF?nBClBzsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBVnBaoBz?kBGlB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBFhBRnBm?nBipB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFzfBFhBXiBS?qBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBUhBRiBi?pBmsBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBzkBUnBa?tBGlBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhFxgBXiBllBi?pBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeUBJvhFRiBOpBTlB/?sBatBlpB
JTSOLIZ,X,O,X,X,X,X,X,O
JTSOLZI,X,X,X,X,X,X,X,O
JTSOZIL,O,O,X,X,X,X,X,X
JTSOZLI,X,O,X,X,X,X,X,O
JTZILSO,O,O,X,O,X,X,O,X
JTZILOS,X,O,X,O,X,X,O,X
JTZISLO,O,O,O,X,O,X,X,X
JTZISOL,O,O,X,X,X,X,X,X
JTZIOLS,X,O,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X
JTZLISO,O,O,X,O,X,X,O,X
JTZLIOS,X,O,X,O,X,X,O,X
JTZLSIO,O,O,X,X,X,X,O,X
JTZLSOI,X,O,X,X,X,X,O,X
JTZLOIS,X,O,X,O,X,X,O,X
JTZLOSI,X,O,X,X,X,X,O,X
JTZSILO,O,O,O,X,O,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X
JTZSLIO,O,O,O,X,O,X,X,X
JTZSLOI,X,O,O,X,O,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X
JTZSOLI,X,O,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X
JTZOLIS,X,O,X,X,X,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X
JTZOSLI,X,O,X,X,X,X,X,X
JTOILSZ,X,O,X,O,X,X,O,X
JTOILZS,X,X,X,O,X,X,O,X
JTOISLZ,X,O,X,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X
JTOLISZ,X,O,X,O,X,X,O,X
JTOLIZS,X,X,X,O,X,X,O,X
JTOLSIZ,X,O,X,O,X,X,O,X
JTOLSZI,X,X,X,X,X,X,O,X
JTOLZIS,X,X,X,O,X,X,O,X
JTOLZSI,X,X,X,X,X,X,O,X
JTOSILZ,X,O,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X
JTOSLIZ,X,O,X,X,X,X,X,O
JTOSLZI,X,X,X,X,X,X,X,O
JTOSZIL,O,O,X,X,X,X,X,X
JTOSZLI,X,O,X,X,X,X,X,O
JTOZILS,X,O,X,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,X,O,X,X,X,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X,X
JTOZSLI,X,O,X,X,X,X,X,O
JITLSZO,O,X,X,O,X,X,O,X
JITLSOZ,X,O,X,O,X,X,O,X
JITLZSO,O,X,X,O,X,X,O,X
JITLZOS,X,X,X,O,X,X,O,X
JITLOSZ,X,O,X,O,X,X,O,X
JITLOZS,X,X,X,O,X,X,O,X
JITSLZO,O,X,X,O,X,X,O,X
JITSLOZ,X,O,O,O,X,X,O,X
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,O,X
JITZLOS,X,O,X,O,X,X,O,X
JITZSLO,O,O,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X
JITOLSZ,X,O,X,O,X,X,O,X
JITOLZS,X,X,X,O,X,X,O,X
JITOSLZ,X,O,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X
JILTSZO,X,X,X,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X
JILTZSO,X,X,X,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X
JILTOSZ,X,X,X,O,X,X,O,X
JILTOZS,X,X,X,O,X,X,O,X
JILSTZO,X,X,X,O,O,X,X,X
JILSTOZ,X,X,O,O,O,X,X,X
JILSZTO,X,X,X,O,O,X,X,X
JILSZOT,X,X,X,O,O,O,X,X
JILSOTZ,X,X,O,O,O,X,X,X
JILSOZT,X,X,X,O,O,O,X,X
JILZTSO,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,O,X,X,X,X
JILZSTO,X,X,X,O,X,X,X,X
JILZSOT,X,X,X,O,X,O,X,X
JILZOTS,X,X,X,O,X,X,X,X
JILZOST,X,X,X,O,X,O,X,X
JILOTSZ,X,X,X,O,X,X,O,X
JILOTZS,X,X,X,O,X,X,O,X
JILOSTZ,X,X,O,O,O,X,X,X
JILOSZT,X,X,X,O,O,O,X,X
JILOZTS,X,X,X,O,X,X,X,X
JILOZST,X,X,X,O,X,O,X,X
JISTLZO,O,X,X,O,X,X,X,X
JISTLOZ,X,O,O,O,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X
JISLTZO,X,X,X,O,O,X,X,X
JISLTOZ,X,X,O,O,O,X,X,O
JISLZTO,X,X,X,O,O,X,X,X
JISLZOT,X,X,X,O,O,O,X,O
JISLOTZ,X,X,O,O,O,X,X,O
JISLOZT,X,X,X,O,O,O,X,O
JISZTLO,O,O,X,X,O,X,X,X
JISZTOL,O,O,X,X,X,X,X,X
JISZLTO,X,X,X,X,O,X,X,X
JISZLOT,X,X,X,X,O,O,X,X
JISZOTL,O,O,X,X,X,X,X,X
JISZOLT,X,X,X,X,O,O,X,X
JISOTLZ,O,O,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,X,X,O
JISOLZT,X,X,X,X,X,O,X,O
JISOZTL,O,O,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,O,X,O
JIZTLSO,O,O,X,O,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X
JIZLTSO,X,O,X,O,X,X,X,X
JIZLTOS,X,O,X,O,X,X,X,X
JIZLSTO,X,X,X,O,O,X,X,X
JIZLSOT,X,X,X,O,O,O,X,X
JIZLOTS,X,O,X,O,X,X,X,X
JIZLOST,X,X,X,O,X,O,X,X
JIZSTLO,O,O,X,X,O,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X
JIZSLTO,X,X,X,X,O,X,X,X
JIZSLOT,X,X,X,X,O,O,X,X
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,X,X,X,X,O,O,X,X
JIZOTLS,O,O,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,O,X,X
JIZOSTL,O,O,X,X,X,X,X,X
JIZOSLT,X,X,X,X,O,O,X,X
JIOTLSZ,O,O,X,O,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X
JIOLSZT,X,X,X,O,X,O,X,X
JIOLZTS,X,X,X,O,X,X,X,X
JIOLZST,X,X,X,O,X,O,X,X
JIOSTLZ,O,O,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,X,O
JIOSLZT,X,X,X,X,X,O,X,O
JIOSZTL,O,O,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,O,X,O
JIOZTLS,O,O,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,O,X,X
JIOZSTL,O,O,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,O,X,O
JLTISZO,X,X,X,O,X,X,O,X
JLTISOZ,X,X,X,O,X,X,O,X
JLTIZSO,X,X,X,O,X,X,O,X
JLTIZOS,X,X,X,O,X,X,O,X
JLTIOSZ,X,X,X,O,X,X,O,X
JLTIOZS,X,X,X,O,X,X,O,X
JLTSIZO,X,X,X,O,O,X,O,X
JLTSIOZ,X,X,X,O,O,X,O,X
JLTSZIO,X,X,X,X,O,X,O,X
JLTSZOI,X,X,X,X,O,X,O,X
JLTSOIZ,X,X,X,O,O,X,O,X
JLTSOZI,X,X,X,X,O,X,O,X
JLTZISO,X,X,X,O,X,X,O,X
JLTZIOS,X,X,X,O,X,X,O,X
JLTZSIO,X,X,X,X,X,X,O,X
JLTZSOI,X,X,X,X,X,X,O,X
JLTZOIS,X,X,X,O,X,X,O,X
JLTZOSI,X,X,X,X,X,X,O,X
JLTOISZ,X,X,X,O,X,X,O,X
JLTOIZS,X,X,X,O,X,X,O,X
JLTOSIZ,X,X,X,O,O,X,O,X
JLTOSZI,X,X,X,X,O,X,O,X
JLTOZIS,X,X,X,O,X,X,O,X
JLTOZSI,X,X,X,X,X,X,O,X
JLITSZO,X,X,X,O,X,X,O,X
JLITSOZ,X,X,X,O,X,X,O,X
JLITZSO,X,X,X,O,X,X,O,X
JLITZOS,X,X,X,O,X,X,O,X
JLITOSZ,X,X,X,O,X,X,O,X
JLITOZS,X,X,X,O,X,X,O,X
JLISTZO,X,X,X,O,O,X,X,X
JLISTOZ,X,X,O,O,O,X,X,X
JLISZTO,X,X,X,O,O,X,X,X
JLISZOT,X,X,X,O,O,O,X,X
JLISOTZ,X,X,O,O,O,X,X,X
JLISOZT,X,X,X,O,O,O,X,X
JLIZTSO,X,X,X,O,X,X,X,X
JLIZTOS,X,X,X,O,X,X,X,X
JLIZSTO,X,X,X,O,X,X,X,X
JLIZSOT,X,X,X,O,X,O,X,X
JLIZOTS,X,X,X,O,X,X,X,X
JLIZOST,X,X,X,O,X,O,X,X
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,X,X,O,O,O,X,X,X
JLIOSZT,X,X,X,O,O,O,X,X
JLIOZTS,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,O,X,O,X,X
JLSTIZO,X,X,X,O,O,X,O,X
JLSTIOZ,X,X,O,O,O,X,O,O
JLSTZIO,X,X,O,X,O,X,O,X
JLSTZOI,X,X,O,X,O,X,O,X
JLSTOIZ,X,X,O,O,O,X,O,O
JLSTOZI,X,X,O,X,O,X,O,O
JLSITZO,X,X,X,O,O,X,X,X
JLSITOZ,X,X,O,O,O,X,X,O
JLSIZTO,X,X,X,O,O,X,X,X
JLSIZOT,X,X,X,O,O,O,X,O
JLSIOTZ,X,X,O,O,O,X,X,O
JLSIOZT,X,X,X,O,O,O,X,O
JLSZTIO,X,X,O,X,O,X,X,X
JLSZTOI,X,X,O,X,O,X,X,X
JLSZITO,X,X,O,X,O,X,X,X
JLSZIOT,X,X,O,X,O,O,X,O
JLSZOTI,X,X,O,X,O,X,X,O
JLSZOIT,X,X,O,X,O,O,X,O
JLSOTIZ,X,X,O,O,O,X,O,O
JLSOTZI,X,X,O,X,O,X,O,O
JLSOITZ,X,X,O,O,O,X,X,O
JLSOIZT,X,X,X,O,O,O,X,O
JLSOZTI,X,X,O,X,O,X,X,O
JLSOZIT,X,X,O,X,O,O,X,O
JLZTISO,X,X,X,O,X,X,O,X
JLZTIOS,X,X,X,O,X,X,O,X
JLZTSIO,X,X,X,X,X,X,O,X
JLZTSOI,X,X,X,X,X,X,O,X
JLZTOIS,X,X,X,O,X,X,O,X
JLZTOSI,X,X,X,X,X,X,O,X
JLZITSO,X,X,X,O,X,X,X,X
JLZITOS,X,X,X,O,X,X,X,X
JLZISTO,X,X,O,O,O,X,X,X
JLZISOT,X,X,O,O,O,O,X,X
JLZIOTS,X,X,X,O,X,X,X,X
JLZIOST,X,X,O,O,X,O,X,X
JLZSTIO,X,X,O,X,O,X,X,X
JLZSTOI,X,X,O,X,O,X,X,X
JLZSITO,X,X,O,X,O,X,X,X
JLZSIOT,X,X,O,X,O,O,X,X
JLZSOTI,X,X,O,X,O,X,X,X
JLZSOIT,X,X,O,X,O,O,X,X
JLZOTIS,X,X,X,O,X,X,O,X
JLZOTSI,X,X,X,X,X,X,O,X
JLZOITS,X,X,X,O,X,X,X,X
JLZOIST,X,X,O,O,X,O,X,X
JLZOSTI,X,X,O,X,O,X,X,X
JLZOSIT,X,X,O,X,O,O,X,X
JLOTISZ,X,X,X,O,X,X,O,X
JLOTIZS,X,X,X,O,X,X,O,X
JLOTSIZ,X,X,X,O,O,X,O,X
JLOTSZI,X,X,X,X,O,X,O,X
JLOTZIS,X,X,X,O,X,X,O,X
JLOTZSI,X,X,X,X,X,X,O,X
JLOITSZ,X,X,X,O,X,X,O,X
JLOITZS,X,X,X,O,X,X,O,X
JLOISTZ,X,X,O,O,O,X,X,X
JLOISZT,X,X,X,O,O,O,X,X
JLOIZTS,X,X,X,O,X,X,X,X
JLOIZST,X,X,X,O,X,O,X,X
JLOSTIZ,X,X,O,O,O,X,O,O
JLOSTZI,X,X,O,X,O,X,O,O
JLOSITZ,X,X,O,O,O,X,X,O
JLOSIZT,X,X,X,O,O,O,X,O
JLOSZTI,X,X,O,X,O,X,X,O
JLOSZIT,X,X,O,X,O,O,X,O
JLOZTIS,X,X,X,O,X,X,O,X
JLOZTSI,X,X,X,X,X,X,O,X
JLOZITS,X,X,X,O,X,X,X,X
JLOZIST,X,X,O,O,X,O,X,X
JLOZSTI,X,X,O,X,O,X,X,O
JLOZSIT,X,X,O,X,O,O,X,O
JSTILZO,O,X,X,O,X,X,O,X
JSTILOZ,X,O,O,O,X,X,O,X
JSTIZLO,O,O,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X
JSTLIZO,O,X,X,O,O,X,O,X
JSTLIOZ,X,O,O,O,O,X,O,O
JSTLZIO,O,X,O,X,O,X,O,X
JSTLZOI,X,X,O,X,O,X,O,X
JSTLOIZ,X,O,O,O,O,X,O,O
JSTLOZI,X,X,O,X,O,X,O,O
JSTZILO,O,O,O,X,O,X,X,X
JSTZIOL,O,O,X,X,X,X,X,X
JSTZLIO,O,O,O,X,O,X,X,X
JSTZLOI,X,O,O,X,O,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X
JSTZOLI,X,O,X,X,X,X,X,X
JSTOILZ,X,O,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X
JSTOLIZ,X,O,X,X,X,X,X,O
JSTOLZI,X,X,X,X,X,X,X,O
JSTOZIL,O,O,X,X,X,X,X,X
JSTOZLI,X,O,X,X,X,X,X,O
JSITLZO,O,X,X,O,X,X,X,X
JSITLOZ,X,O,O,O,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,X,X
JSILTZO,X,X,X,O,O,X,X,X
JSILTOZ,X,X,O,O,O,X,X,O
JSILZTO,X,X,X,O,O,X,X,X
JSILZOT,X,X,X,O,O,O,X,O
JSILOTZ,X,X,O,O,O,X,X,O
JSILOZT,X,X,X,O,O,O,X,O
JSIZTLO,O,O,X,X,O,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X
JSIZLTO,X,X,X,X,O,X,X,X
JSIZLOT,X,X,X,X,O,O,X,X
JSIZOTL,O,O,X,X,X,X,X,X
JSIZOLT,X,X,X,X,O,O,X,X
JSIOTLZ,O,O,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,X,X,X,O
JSIOLZT,X,X,X,X,X,O,X,O
JSIOZTL,O,O,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,O,X,O
JSLTIZO,X,X,X,O,O,X,O,X
JSLTIOZ,X,X,O,O,O,X,O,O
JSLTZIO,X,X,O,X,O,X,O,X
JSLTZOI,X,X,O,X,O,X,O,X
JSLTOIZ,X,X,O,O,O,X,O,O
JSLTOZI,X,X,O,X,O,X,O,O
JSLITZO,X,X,X,O,O,X,X,X
JSLITOZ,X,X,O,O,O,X,X,O
JSLIZTO,X,X,X,O,O,X,X,X
JSLIZOT,X,X,X,O,O,O,X,O
JSLIOTZ,X,X,O,O,O,X,X,O
JSLIOZT,X,X,X,O,O,O,X,O
JSLZTIO,X,X,O,X,O,X,X,X
JSLZTOI,X,X,O,X,O,X,X,X
JSLZITO,X,X,O,X,O,X,X,X
JSLZIOT,X,X,O,X,O,O,X,O
JSLZOTI,X,X,O,X,O,X,X,O
JSLZOIT,X,X,O,X,O,O,X,O
JSLOTIZ,X,X,O,O,O,X,O,O
JSLOTZI,X,X,O,X,O,X,O,O
JSLOITZ,X,X,O,O,O,X,X,O
JSLOIZT,X,X,X,O,O,O,X,O
JSLOZTI,X,X,O,X,O,X,X,O
JSLOZIT,X,X,O,X,O,O,X,O
JSZTILO,O,O,O,X,O,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X
JSZTLIO,O,O,O,X,O,X,X,X
JSZTLOI,X,O,O,X,O,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X
JSZTOLI,X,O,X,X,X,X,X,X
JSZITLO,O,O,O,X,O,X,X,X
JSZITOL,O,O,X,X,X,X,X,X
JSZILTO,X,X,O,X,O,X,X,X
JSZILOT,X,X,O,X,O,O,X,X
JSZIOTL,O,O,X,X,X,X,X,X
JSZIOLT,X,X,X,X,O,O,X,X
JSZLTIO,X,X,O,X,O,X,X,X
JSZLTOI,X,X,O,X,O,X,X,X
JSZLITO,X,X,O,X,O,X,X,X
JSZLIOT,X,X,O,X,O,O,X,O
JSZLOTI,X,X,O,X,O,X,X,O
JSZLOIT,X,X,O,X,O,O,X,O
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,O
JSZOITL,O,O,X,X,X,X,X,X
JSZOILT,X,X,X,X,O,O,X,O
JSZOLTI,X,X,X,X,O,X,X,O
JSZOLIT,X,X,X,X,O,O,X,O
JSOTILZ,O,O,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,X,O
JSOTLZI,O,X,X,X,X,X,X,O
JSOTZIL,O,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,O
JSOITLZ,O,O,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,X,X,O
JSOILZT,X,X,X,X,X,O,X,O
JSOIZTL,O,O,X,X,X,X,X,X
JSOIZLT,X,X,X,X,X,O,X,O
JSOLTIZ,X,X,X,X,O,X,X,O
JSOLTZI,X,X,X,X,O,X,X,O
JSOLITZ,X,X,X,X,O,X,X,O
JSOLIZT,X,X,X,X,O,O,X,O
JSOLZTI,X,X,X,X,O,X,X,O
JSOLZIT,X,X,X,X,O,O,X,O
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,O
JSOZITL,O,O,X,X,X,X,X,X
JSOZILT,X,X,X,X,O,O,X,O
JSOZLTI,X,X,X,X,O,X,X,O
JSOZLIT,X,X,X,X,O,O,X,O
JZTILSO,O,O,X,O,X,X,O,X
JZTILOS,X,O,X,O,X,X,O,X
JZTISLO,O,O,O,X,O,X,X,X
JZTISOL,O,O,X,X,X,X,X,X
JZTIOLS,X,O,X,X,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X
JZTLISO,O,O,X,O,X,X,O,X
JZTLIOS,X,O,X,O,X,X,O,X
JZTLSIO,O,O,X,X,X,X,O,X
JZTLSOI,X,O,X,X,X,X,O,X
JZTLOIS,X,O,X,O,X,X,O,X
JZTLOSI,X,O,X,X,X,X,O,X
JZTSILO,O,O,O,X,O,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X
JZTSLIO,O,O,O,X,O,X,X,X
JZTSLOI,X,O,O,X,O,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X
JZTSOLI,X,O,X,X,X,X,X,X
JZTOILS,X,O,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X
JZTOLIS,X,O,X,X,X,X,X,X
JZTOLSI,X,O,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X,X
JZITLSO,O,O,X,O,X,X,X,X
JZITLOS,X,O,X,O,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X
JZITSOL,O,O,X,X,X,X,X,X
JZITOLS,X,O,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,X
JZILTSO,X,O,X,O,X,X,X,X
JZILTOS,X,O,X,O,X,X,X,X
JZILSTO,X,X,O,O,O,X,X,X
JZILSOT,X,X,O,O,O,O,X,X
JZILOTS,X,O,X,O,X,X,X,X
JZILOST,X,X,O,O,X,O,X,X
JZISTLO,O,O,O,X,O,X,X,X
JZISTOL,O,O,X,X,X,X,X,X
JZISLTO,X,X,O,X,O,X,X,X
JZISLOT,X,X,O,X,O,O,X,X
JZISOTL,O,O,X,X,X,X,X,X
JZISOLT,X,X,X,X,O,O,X,X
JZIOTLS,O,O,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,X,X
JZIOLST,X,X,X,X,X,O,X,X
JZIOSTL,O,O,X,X,X,X,X,X
JZIOSLT,X,X,X,X,O,O,X,X
JZLTISO,X,O,X,O,X,X,O,X
JZLTIOS,X,O,X,O,X,X,O,X
JZLTSIO,X,O,X,X,X,X,O,X
JZLTSOI,X,O,X,X,X,X,O,X
JZLTOIS,X,O,X,O,X,X,O,X
JZLTOSI,X,O,X,X,X,X,O,X
JZLITSO,X,O,X,O,X,X,X,X
JZLITOS,X,O,X,O,X,X,X,X
JZLISTO,X,X,O,O,O,X,X,X
JZLISOT,X,X,O,O,O,O,X,X
JZLIOTS,X,O,X,O,X,X,X,X
JZLIOST,X,X,O,O,X,O,X,X
JZLSTIO,X,X,O,X,O,X,X,X
JZLSTOI,X,X,O,X,O,X,X,X
JZLSITO,X,X,O,X,O,X,X,X
JZLSIOT,X,X,O,X,O,O,X,X
JZLSOTI,X,X,O,X,O,X,X,X
JZLSOIT,X,X,O,X,O,O,X,X
JZLOTIS,X,O,X,O,X,X,O,X
JZLOTSI,X,O,X,X,X,X,O,X
JZLOITS,X,O,X,O,X,X,X,X
JZLOIST,X,X,O,O,X,O,X,X
JZLOSTI,X,X,O,X,O,X,X,X
JZLOSIT,X,X,O,X,O,O,X,X
JZSTILO,O,O,O,X,O,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,O,X,O,X,X,X
JZSTLOI,X,O,O,X,O,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X
JZSTOLI,X,O,X,X,X,X,X,X
JZSITLO,O,O,O,X,O,X,X,X
JZSITOL,O,O,X,X,X,X,X,X
JZSILTO,X,X,O,X,O,X,X,X
JZSILOT,X,X,O,X,O,O,X,X
JZSIOTL,O,O,X,X,X,X,X,X
JZSIOLT,X,X,X,X,O,O,X,X
JZSLTIO,X,X,O,X,O,X,X,X
JZSLTOI,X,X,O,X,O,X,X,X
JZSLITO,X,X,O,X,O,X,X,X
JZSLIOT,X,X,O,X,O,O,X,O
JZSLOTI,X,X,O,X,O,X,X,O
JZSLOIT,X,X,O,X,O,O,X,O
JZSOTIL,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,O
JZSOITL,O,O,X,X,X,X,X,X
JZSOILT,X,X,X,X,O,O,X,O
JZSOLTI,X,X,X,X,O,X,X,O
JZSOLIT,X,X,X,X,O,O,X,O
JZOTILS,O,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,O
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X
JZOILST,X,X,X,X,X,O,X,X
JZOISTL,O,O,X,X,X,X,X,X
JZOISLT,X,X,X,X,O,O,X,O
JZOLTIS,X,O,X,X,X,X,X,X
JZOLTSI,X,O,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X
JZOLIST,X,X,X,X,X,O,X,X
JZOLSTI,X,X,X,X,X,X,X,O
JZOLSIT,X,X,X,X,X,O,X,O
JZOSTIL,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,O
JZOSITL,O,O,X,X,X,X,X,X
JZOSILT,X,X,X,X,O,O,X,O
JZOSLTI,X,X,X,X,O,X,X,O
JZOSLIT,X,X,X,X,O,O,X,O
JOTILSZ,O,O,X,O,X,X,O,X
JOTILZS,O,X,X,O,X,X,O,X
JOTISLZ,O,O,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,X
JOTLISZ,O,O,X,O,X,X,O,X
JOTLIZS,O,X,X,O,X,X,O,X
JOTLSIZ,O,O,X,O,X,X,O,X
JOTLSZI,O,X,X,X,X,X,O,X
JOTLZIS,O,X,X,O,X,X,O,X
JOTLZSI,O,X,X,X,X,X,O,X
JOTSILZ,O,O,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,O
JOTSLZI,O,X,X,X,X,X,X,O
JOTSZIL,O,O,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,O
JOTZILS,O,O,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X
JOTZLSI,O,O,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,O
JOITLSZ,O,O,X,O,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,X
JOILTZS,X,X,X,O,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,O,X,O,X,X
JOILZTS,X,X,X,O,X,X,X,X
JOILZST,X,X,X,O,X,O,X,X
JOISTLZ,O,O,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,X,O
