sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
ZTISLOJ,O,O,X,O,X,O,O,O,X
ZTISJLO,O,O,O,O,O,O,O,O,X
ZTISJOL,O,O,O,O,O,O,O,O,X
ZTISOLJ,O,O,X,O,X,O,O,O,X
ZTISOJL,O,O,O,O,O,O,O,O,X
ZTIOLJS,O,O,X,O,O,X,X,X,O
ZTIOLSJ,O,O,X,O,X,O,O,O,O
ZTIOJLS,O,O,O,O,O,X,X,X,X
ZTIOJSL,O,O,O,O,O,O,X,O,X
ZTIOSLJ,O,O,X,O,X,O,O,O,X
ZTIOSJL,O,O,O,O,O,O,O,O,X
ZTLIJSO,O,O,X,O,O,X,X,X,O
ZTLIJOS,O,O,X,O,O,X,X,X,O
ZTLISJO,O,O,X,O,O,O,O,O,X
ZTLISOJ,O,O,X,O,X,O,O,O,O
ZTLIOJS,O,O,X,O,O,X,X,X,O
ZTLIOSJ,O,O,X,O,X,O,O,O,O
ZTLJISO,O,O,X,O,O,X,X,X,O
ZTLJIOS,O,O,X,O,O,X,X,X,O
ZTLJSIO,O,O,X,O,O,X,X,X,O
ZTLJSOI,O,O,X,O,O,X,X,X,O
ZTLJOIS,O,O,X,O,O,X,X,X,O
ZTLJOSI,O,O,X,O,O,X,X,X,O
ZTLSIJO,O,O,X,O,O,O,O,O,X
ZTLSIOJ,O,O,X,O,X,O,O,O,O
ZTLSJIO,O,O,X,O,O,O,O,O,X
ZTLSJOI,O,O,X,O,O,O,O,O,X
ZTLSOIJ,O,O,X,O,X,O,O,O,O
ZTLSOJI,O,O,X,O,X,O,O,O,X
ZTLOIJS,O,O,X,O,O,X,X,X,O
ZTLOISJ,O,O,X,O,X,O,O,O,O
ZTLOJIS,O,O,X,O,O,X,X,X,O
ZTLOJSI,O,O,X,O,O,X,X,X,O
ZTLOSIJ,O,O,X,O,X,O,O,O,O
ZTLOSJI,O,O,X,O,X,O,O,O,X
ZTJILSO,O,O,X,O,O,X,X,X,X
ZTJILOS,O,O,O,O,O,X,X,X,X
ZTJISLO,O,O,O,O,O,O,X,O,X
ZTJISOL,O,O,O,O,O,O,X,O,X
ZTJIOLS,O,O,O,O,O,X,X,X,X
ZTJIOSL,O,O,O,O,O,O,X,O,X
ZTJLISO,O,O,X,O,O,X,X,X,X
ZTJLIOS,O,O,O,O,O,X,X,X,X
ZTJLSIO,O,O,X,O,O,X,X,X,X
ZTJLSOI,O,O,X,O,O,X,X,X,X
ZTJLOIS,O,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,X,O,O,X,X,X,X
ZTJSILO,O,O,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,O,O,X,O,X
ZTJSLIO,O,O,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,O,O,X,O,X
ZTJSOIL,O,O,O,O,O,O,X,O,X
ZTJSOLI,O,O,O,O,O,O,X,O,X
ZTJOILS,O,O,O,O,O,X,X,X,X
ZTJOISL,O,O,O,O,O,O,X,O,X
ZTJOLIS,O,O,O,O,O,X,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X,X
ZTJOSIL,O,O,O,O,O,O,X,O,X
ZTJOSLI,O,O,O,O,O,O,X,O,X
ZTSILJO,O,O,O,O,O,O,O,O,X
ZTSILOJ,O,O,X,O,X,O,O,O,X
ZTSIJLO,O,O,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,O,O,O,O,O,X
ZTSIOLJ,O,O,X,O,X,O,O,O,X
ZTSIOJL,O,O,O,O,O,O,O,O,X
ZTSLIJO,O,O,O,O,O,O,O,O,X
ZTSLIOJ,O,O,X,O,X,O,O,O,X
ZTSLJIO,O,O,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,X,O,X,O,O,O,X
ZTSLOJI,O,O,X,O,X,O,O,O,X
ZTSJILO,O,O,O,O,O,O,O,O,X
ZTSJIOL,O,O,O,O,O,O,O,O,X
ZTSJLIO,O,O,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,O,O,O,O,O,X
ZTSJOLI,O,O,O,O,O,O,O,O,X
ZTSOILJ,O,O,X,O,X,O,O,O,X
ZTSOIJL,O,O,O,O,O,O,O,O,X
ZTSOLIJ,O,O,X,O,X,O,O,O,X
ZTSOLJI,O,O,X,O,X,O,O,O,X
ZTSOJIL,O,O,O,O,O,O,O,O,X
ZTSOJLI,O,O,O,O,O,O,O,O,X
ZTOILJS,O,O,X,O,O,X,X,X,O
ZTOILSJ,O,O,X,O,X,O,O,O,O
ZTOIJLS,O,O,O,O,O,X,X,X,X
ZTOIJSL,O,O,O,O,O,O,X,O,X
ZTOISLJ,O,O,X,O,X,O,O,O,X
ZTOISJL,O,O,O,O,O,O,O,O,X
ZTOLIJS,O,O,X,O,O,X,X,X,O
ZTOLISJ,O,O,X,O,X,O,O,O,O
ZTOLJIS,O,O,X,O,O,X,X,X,O
ZTOLJSI,O,O,X,O,O,X,X,X,O
ZTOLSIJ,O,O,X,O,X,O,O,O,O
ZTOLSJI,O,O,X,O,X,O,O,O,X
ZTOJILS,O,O,O,O,O,X,X,X,X
ZTOJISL,O,O,O,O,O,O,X,O,X
ZTOJLIS,O,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X,X
ZTOJSIL,O,O,O,O,O,O,X,O,X
ZTOJSLI,O,O,O,O,O,O,X,O,X
ZTOSILJ,O,O,X,O,X,O,O,O,X
ZTOSIJL,O,O,O,O,O,O,O,O,X
ZTOSLIJ,O,O,X,O,X,O,O,O,X
ZTOSLJI,O,O,X,O,X,O,O,O,X
ZTOSJIL,O,O,O,O,O,O,O,O,X
ZTOSJLI,O,O,O,O,O,O,O,O,X
ZITLJSO,O,O,X,O,O,X,X,X,O
ZITLJOS,O,O,X,O,O,X,X,X,O
ZITLSJO,O,O,X,O,O,O,O,O,X
ZITLSOJ,O,O,X,O,X,O,O,O,O
ZITLOJS,O,O,X,O,O,X,X,X,O
ZITLOSJ,O,O,X,O,X,O,O,O,O
ZITJLSO,O,O,X,O,O,X,X,X,X
ZITJLOS,O,O,O,O,O,X,X,X,X
ZITJSLO,O,O,O,O,O,O,X,O,X
ZITJSOL,O,O,O,O,O,O,X,O,X
ZITJOLS,O,O,O,O,O,X,X,X,X
ZITJOSL,O,O,O,O,O,O,X,O,X
ZITSLJO,O,O,O,O,O,O,O,O,X
ZITSLOJ,O,O,X,O,X,O,O,O,X
ZITSJLO,O,O,O,O,O,O,O,O,X
ZITSJOL,O,O,O,O,O,O,O,O,X
ZITSOLJ,O,O,X,O,X,O,O,O,X
ZITSOJL,O,O,O,O,O,O,O,O,X
ZITOLJS,O,O,X,O,O,X,X,X,O
ZITOLSJ,O,O,X,O,X,O,O,O,O
ZITOJLS,O,O,O,O,O,X,X,X,X
ZITOJSL,O,O,O,O,O,O,X,O,X
ZITOSLJ,O,O,X,O,X,O,O,O,X
ZITOSJL,O,O,O,O,O,O,O,O,X
ZILTJSO,O,O,X,O,O,X,X,X,O
ZILTJOS,O,O,X,O,O,X,X,X,O
ZILTSJO,O,O,X,O,O,O,O,O,X
ZILTSOJ,O,O,X,O,X,O,O,O,O
ZILTOJS,O,O,X,O,O,X,X,X,O
ZILTOSJ,O,O,X,O,X,O,O,O,O
ZILJTSO,O,O,X,O,O,X,X,X,O
ZILJTOS,O,O,X,O,O,X,X,X,O
ZILJSTO,X,O,X,O,X,X,X,O,O
ZILJSOT,X,O,X,O,X,X,X,X,X
ZILJOTS,O,O,X,O,O,X,X,X,O
ZILJOST,X,O,X,O,X,X,X,X,X
ZILSTJO,X,O,X,O,X,O,O,O,X
ZILSTOJ,X,O,X,O,X,O,O,O,X
ZILSJTO,X,O,X,O,X,X,X,O,X
ZILSJOT,X,O,X,O,X,X,X,X,X
ZILSOTJ,X,O,X,O,X,O,O,O,X
ZILSOJT,X,O,X,O,X,X,X,X,X
ZILOTJS,O,O,X,O,O,X,X,X,O
ZILOTSJ,O,O,X,O,X,O,O,O,O
ZILOJTS,O,O,X,O,O,X,X,X,O
ZILOJST,X,O,X,O,X,X,X,X,X
ZILOSTJ,X,O,X,O,X,O,O,O,X
ZILOSJT,X,O,X,O,X,X,X,X,X
ZIJTLSO,O,O,X,O,O,X,X,X,X
ZIJTLOS,O,O,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,O,O,O,X,O,X
ZIJTSOL,O,O,O,O,O,O,X,O,X
ZIJTOLS,O,O,O,O,O,X,X,X,X
ZIJTOSL,O,O,O,O,O,O,X,O,X
ZIJLTSO,O,X,X,O,O,X,X,X,X
ZIJLTOS,O,X,X,O,O,X,X,X,X
ZIJLSTO,O,X,X,O,X,X,X,O,X
ZIJLSOT,O,X,X,O,X,X,X,X,X
ZIJLOTS,O,X,X,O,O,X,X,X,X
ZIJLOST,O,X,X,O,X,X,X,X,X
ZIJSTLO,O,O,O,O,O,O,X,O,X
ZIJSTOL,O,O,O,O,O,O,X,O,X
ZIJSLTO,O,X,X,O,X,X,X,O,X
ZIJSLOT,O,X,X,O,X,X,X,X,X
ZIJSOTL,O,O,O,O,O,O,X,O,X
ZIJSOLT,O,X,X,O,X,X,X,X,X
ZIJOTLS,O,O,O,O,O,X,X,X,X
ZIJOTSL,O,O,O,O,O,O,X,O,X
ZIJOLTS,O,X,X,O,O,X,X,X,X
ZIJOLST,O,X,X,O,X,X,X,X,X
ZIJOSTL,O,O,O,O,O,O,X,O,X
ZIJOSLT,O,X,X,O,X,X,X,X,X
ZISTLJO,X,O,O,O,O,O,O,O,X
ZISTLOJ,X,O,X,O,X,O,O,O,X
ZISTJLO,X,O,O,O,O,O,O,O,X
ZISTJOL,X,O,O,O,O,O,O,O,X
ZISTOLJ,X,O,X,O,X,O,O,O,X
ZISTOJL,X,O,O,O,O,O,O,O,X
ZISLTJO,X,O,X,O,X,O,O,O,X
ZISLTOJ,X,O,X,O,X,O,O,O,X
ZISLJTO,X,X,X,O,X,X,X,O,X
ZISLJOT,X,X,X,O,X,X,X,X,X
ZISLOTJ,X,O,X,O,X,O,O,O,X
ZISLOJT,X,X,X,O,X,X,X,X,X
ZISJTLO,O,O,O,O,O,O,X,O,X
ZISJTOL,O,O,O,O,O,O,X,O,X
ZISJLTO,O,X,X,O,X,X,X,O,X
ZISJLOT,O,X,X,O,X,X,X,X,X
ZISJOTL,O,O,O,O,O,O,X,O,X
ZISJOLT,O,X,X,O,X,X,X,X,X
ZISOTLJ,X,O,X,O,X,O,O,O,X
ZISOTJL,X,O,O,O,O,O,O,O,X
ZISOLTJ,X,O,X,O,X,O,O,O,X
ZISOLJT,X,X,X,O,X,X,X,X,X
ZISOJTL,O,O,O,O,O,O,X,O,X
ZISOJLT,O,X,X,O,X,X,X,X,X
ZIOTLJS,O,O,X,O,O,X,X,X,O
ZIOTLSJ,O,O,X,O,X,O,O,O,O
ZIOTJLS,O,O,O,O,O,X,X,X,X
ZIOTJSL,O,O,O,O,O,O,X,O,X
ZIOTSLJ,O,O,X,O,X,O,O,O,X
ZIOTSJL,O,O,O,O,O,O,O,O,X
ZIOLTJS,O,O,X,O,O,X,X,X,O
ZIOLTSJ,O,O,X,O,X,O,O,O,O
ZIOLJTS,O,O,X,O,O,X,X,X,O
ZIOLJST,X,O,X,O,X,X,X,X,X
ZIOLSTJ,X,O,X,O,X,O,O,O,X
ZIOLSJT,X,O,X,O,X,X,X,X,X
ZIOJTLS,O,O,O,O,O,X,X,X,X
ZIOJTSL,O,O,O,O,O,O,X,O,X
ZIOJLTS,O,X,X,O,O,X,X,X,X
ZIOJLST,O,X,X,O,X,X,X,X,X
ZIOJSTL,O,O,O,O,O,O,X,O,X
ZIOJSLT,O,X,X,O,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,O,O,O,X
ZIOSTJL,X,O,O,O,O,O,O,O,X
ZIOSLTJ,X,O,X,O,X,O,O,O,X
ZIOSLJT,X,X,X,O,X,X,X,X,X
ZIOSJTL,O,O,O,O,O,O,X,O,X
ZIOSJLT,O,X,X,O,X,X,X,X,X
ZLTIJSO,O,O,X,O,O,X,X,X,O
ZLTIJOS,O,O,X,O,O,X,X,X,O
ZLTISJO,O,O,X,O,O,O,O,O,X
ZLTISOJ,O,O,X,O,X,O,O,O,O
ZLTIOJS,O,O,X,O,O,X,X,X,O
ZLTIOSJ,O,O,X,O,X,O,O,O,O
ZLTJISO,O,O,X,O,O,X,X,X,O
ZLTJIOS,O,O,X,O,O,X,X,X,O
ZLTJSIO,O,O,X,O,O,X,X,X,O
ZLTJSOI,O,O,X,O,O,X,X,X,O
ZLTJOIS,O,O,X,O,O,X,X,X,O
ZLTJOSI,O,O,X,O,O,X,X,X,O
ZLTSIJO,O,O,X,O,O,O,O,O,X
ZLTSIOJ,O,O,X,O,X,O,O,O,O
ZLTSJIO,O,O,X,O,O,O,O,O,X
ZLTSJOI,O,O,X,O,O,O,O,O,X
ZLTSOIJ,O,O,X,O,X,O,O,O,O
ZLTSOJI,O,O,X,O,X,O,O,O,X
ZLTOIJS,O,O,X,O,O,X,X,X,O
ZLTOISJ,O,O,X,O,X,O,O,O,O
ZLTOJIS,O,O,X,O,O,X,X,X,O
ZLTOJSI,O,O,X,O,O,X,X,X,O
ZLTOSIJ,O,O,X,O,X,O,O,O,O
ZLTOSJI,O,O,X,O,X,O,O,O,X
ZLITJSO,O,O,X,O,O,X,X,X,O
ZLITJOS,O,O,X,O,O,X,X,X,O
ZLITSJO,O,O,X,O,O,O,O,O,X
ZLITSOJ,O,O,X,O,X,O,O,O,O
ZLITOJS,O,O,X,O,O,X,X,X,O
ZLITOSJ,O,O,X,O,X,O,O,O,O
ZLIJTSO,O,O,X,O,O,X,X,X,O
ZLIJTOS,O,O,X,O,O,X,X,X,O
ZLIJSTO,X,O,X,O,X,X,X,O,O
ZLIJSOT,X,O,X,O,X,X,X,X,X
ZLIJOTS,O,O,X,O,O,X,X,X,O
ZLIJOST,X,O,X,O,X,X,X,X,X
ZLISTJO,X,O,X,O,X,O,O,O,X
ZLISTOJ,X,O,X,O,X,O,O,O,X
ZLISJTO,X,O,X,O,X,X,X,O,X
ZLISJOT,X,O,X,O,X,X,X,X,X
ZLISOTJ,X,O,X,O,X,O,O,O,X
ZLISOJT,X,O,X,O,X,X,X,X,X
ZLIOTJS,O,O,X,O,O,X,X,X,O
ZLIOTSJ,O,O,X,O,X,O,O,O,O
ZLIOJTS,O,O,X,O,O,X,X,X,O
ZLIOJST,X,O,X,O,X,X,X,X,X
ZLIOSTJ,X,O,X,O,X,O,O,O,X
ZLIOSJT,X,O,X,O,X,X,X,X,X
ZLJTISO,O,O,X,O,O,X,X,X,O
ZLJTIOS,O,O,X,O,O,X,X,X,O
ZLJTSIO,O,O,X,O,O,X,X,X,O
ZLJTSOI,O,O,X,O,O,X,X,X,O
ZLJTOIS,O,O,X,O,O,X,X,X,O
ZLJTOSI,O,O,X,O,O,X,X,X,O
ZLJITSO,O,O,X,O,O,X,X,X,O
ZLJITOS,O,O,X,O,O,X,X,X,O
ZLJISTO,X,O,X,O,X,X,X,O,O
ZLJISOT,X,O,X,O,X,X,X,X,X
ZLJIOTS,O,O,X,O,O,X,X,X,O
ZLJIOST,X,O,X,O,X,X,X,X,X
ZLJSTIO,X,O,X,O,X,X,X,O,O
ZLJSTOI,X,O,X,O,X,X,X,O,O
ZLJSITO,X,O,X,O,X,X,X,O,O
ZLJSIOT,X,O,X,O,X,X,X,X,X
ZLJSOTI,X,O,X,O,X,X,X,X,X
ZLJSOIT,X,O,X,O,X,X,X,X,X
ZLJOTIS,O,O,X,O,O,X,X,X,O
ZLJOTSI,O,O,X,O,O,X,X,X,O
ZLJOITS,O,O,X,O,O,X,X,X,O
ZLJOIST,X,O,X,O,X,X,X,X,X
ZLJOSTI,X,O,X,O,X,X,X,X,X
ZLJOSIT,X,O,X,O,X,X,X,X,X
ZLSTIJO,X,O,X,O,X,O,O,O,X
ZLSTIOJ,X,O,X,O,X,O,O,O,X
ZLSTJIO,X,O,X,O,X,O,O,O,X
ZLSTJOI,X,O,X,O,X,O,O,O,X
ZLSTOIJ,X,O,X,O,X,O,O,O,X
ZLSTOJI,X,O,X,O,X,O,O,O,X
ZLSITJO,X,O,X,O,X,O,O,O,X
ZLSITOJ,X,O,X,O,X,O,O,O,X
ZLSIJTO,X,O,X,O,X,X,X,O,X
ZLSIJOT,X,O,X,O,X,X,X,X,X
ZLSIOTJ,X,O,X,O,X,O,O,O,X
ZLSIOJT,X,O,X,O,X,X,X,X,X
ZLSJTIO,X,O,X,O,X,X,X,O,X
ZLSJTOI,X,O,X,O,X,X,X,O,X
ZLSJITO,X,O,X,O,X,X,X,O,X
ZLSJIOT,X,O,X,O,X,X,X,X,X
ZLSJOTI,X,O,X,O,X,X,X,X,X
ZLSJOIT,X,O,X,O,X,X,X,X,X
ZLSOTIJ,X,O,X,O,X,O,O,O,X
ZLSOTJI,X,O,X,O,X,O,O,O,X
ZLSOITJ,X,O,X,O,X,O,O,O,X
ZLSOIJT,X,O,X,O,X,X,X,X,X
ZLSOJTI,X,O,X,O,X,X,X,X,X
ZLSOJIT,X,O,X,O,X,X,X,X,X
ZLOTIJS,O,O,X,O,O,X,X,X,O
ZLOTISJ,O,O,X,O,X,O,O,O,O
ZLOTJIS,O,O,X,O,O,X,X,X,O
ZLOTJSI,O,O,X,O,O,X,X,X,O
ZLOTSIJ,O,O,X,O,X,O,O,O,O
ZLOTSJI,O,O,X,O,X,O,O,O,X
ZLOITJS,O,O,X,O,O,X,X,X,O
ZLOITSJ,O,O,X,O,X,O,O,O,O
ZLOIJTS,O,O,X,O,O,X,X,X,O
ZLOIJST,X,O,X,O,X,X,X,X,X
ZLOISTJ,X,O,X,O,X,O,O,O,X
ZLOISJT,X,O,X,O,X,X,X,X,X
ZLOJTIS,O,O,X,O,O,X,X,X,O
ZLOJTSI,O,O,X,O,O,X,X,X,O
ZLOJITS,O,O,X,O,O,X,X,X,O
ZLOJIST,X,O,X,O,X,X,X,X,X
ZLOJSTI,X,O,X,O,X,X,X,X,X
ZLOJSIT,X,O,X,O,X,X,X,X,X
ZLOSTIJ,X,O,X,O,X,O,O,O,X
ZLOSTJI,X,O,X,O,X,O,O,O,X
ZLOSITJ,X,O,X,O,X,O,O,O,X
ZLOSIJT,X,O,X,O,X,X,X,X,X
ZLOSJTI,X,O,X,O,X,X,X,X,X
ZLOSJIT,X,O,X,O,X,X,X,X,X
ZJTILSO,O,O,X,O,O,X,X,X,X
ZJTILOS,O,O,O,O,O,X,X,X,X
ZJTISLO,O,O,O,O,O,O,X,O,X
ZJTISOL,O,O,O,O,O,O,X,O,X
ZJTIOLS,O,O,O,O,O,X,X,X,X
ZJTIOSL,O,O,O,O,O,O,X,O,X
ZJTLISO,O,O,X,O,O,X,X,X,X
ZJTLIOS,O,O,O,O,O,X,X,X,X
ZJTLSIO,O,O,X,O,O,X,X,X,X
ZJTLSOI,O,O,X,O,O,X,X,X,X
ZJTLOIS,O,O,O,O,O,X,X,X,X
ZJTLOSI,O,O,X,O,O,X,X,X,X
ZJTSILO,O,O,O,O,O,O,X,O,X
ZJTSIOL,O,O,O,O,O,O,X,O,X
ZJTSLIO,O,O,O,O,O,O,X,O,X
ZJTSLOI,O,O,O,O,O,O,X,O,X
ZJTSOIL,O,O,O,O,O,O,X,O,X
ZJTSOLI,O,O,O,O,O,O,X,O,X
ZJTOILS,O,O,O,O,O,X,X,X,X
ZJTOISL,O,O,O,O,O,O,X,O,X
ZJTOLIS,O,O,O,O,O,X,X,X,X
ZJTOLSI,O,O,X,O,O,X,X,X,X
ZJTOSIL,O,O,O,O,O,O,X,O,X
ZJTOSLI,O,O,O,O,O,O,X,O,X
ZJITLSO,O,O,X,O,O,X,X,X,X
ZJITLOS,O,O,O,O,O,X,X,X,X
ZJITSLO,O,O,O,O,O,O,X,O,X
ZJITSOL,O,O,O,O,O,O,X,O,X
ZJITOLS,O,O,O,O,O,X,X,X,X
ZJITOSL,O,O,O,O,O,O,X,O,X
ZJILTSO,O,X,X,O,O,X,X,X,X
ZJILTOS,O,X,X,O,O,X,X,X,X
ZJILSTO,O,X,X,O,X,X,X,O,X
ZJILSOT,O,X,X,O,X,X,X,X,X
ZJILOTS,O,X,X,O,O,X,X,X,X
ZJILOST,O,X,X,O,X,X,X,X,X
ZJISTLO,O,O,O,O,O,O,X,O,X
ZJISTOL,O,O,O,O,O,O,X,O,X
ZJISLTO,O,X,X,O,X,X,X,O,X
ZJISLOT,O,X,X,O,X,X,X,X,X
ZJISOTL,O,O,O,O,O,O,X,O,X
ZJISOLT,O,X,X,O,X,X,X,X,X
ZJIOTLS,O,O,O,O,O,X,X,X,X
ZJIOTSL,O,O,O,O,O,O,X,O,X
ZJIOLTS,O,X,X,O,O,X,X,X,X
ZJIOLST,O,X,X,O,X,X,X,X,X
ZJIOSTL,O,O,O,O,O,O,X,O,X
ZJIOSLT,O,X,X,O,X,X,X,X,X
ZJLTISO,O,X,X,O,O,X,X,X,X
ZJLTIOS,O,X,X,O,O,X,X,X,X
ZJLTSIO,O,X,X,O,O,X,X,X,X
ZJLTSOI,O,X,X,O,O,X,X,X,X
ZJLTOIS,O,X,X,O,O,X,X,X,X
ZJLTOSI,O,X,X,O,O,X,X,X,X
ZJLITSO,O,X,X,O,O,X,X,X,X
ZJLITOS,O,X,X,O,O,X,X,X,X
ZJLISTO,O,X,X,O,X,X,X,O,X
ZJLISOT,O,X,X,O,X,X,X,X,X
ZJLIOTS,O,X,X,O,O,X,X,X,X
ZJLIOST,O,X,X,O,X,X,X,X,X
ZJLSTIO,O,X,X,O,X,X,X,O,X
ZJLSTOI,O,X,X,O,X,X,X,O,X
ZJLSITO,O,X,X,O,X,X,X,O,X
ZJLSIOT,O,X,X,O,X,X,X,X,X
ZJLSOTI,O,X,X,O,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,X,X,X
ZJLOTIS,O,X,X,O,O,X,X,X,X
ZJLOTSI,O,X,X,O,O,X,X,X,X
ZJLOITS,O,X,X,O,O,X,X,X,X
ZJLOIST,O,X,X,O,X,X,X,X,X
ZJLOSTI,O,X,X,O,X,X,X,X,X
ZJLOSIT,O,X,X,O,X,X,X,X,X
ZJSTILO,O,O,O,O,O,O,X,O,X
ZJSTIOL,O,O,O,O,O,O,X,O,X
ZJSTLIO,O,O,O,O,O,O,X,O,X
ZJSTLOI,O,O,O,O,O,O,X,O,X
ZJSTOIL,O,O,O,O,O,O,X,O,X
ZJSTOLI,O,O,O,O,O,O,X,O,X
ZJSITLO,O,O,O,O,O,O,X,O,X
ZJSITOL,O,O,O,O,O,O,X,O,X
ZJSILTO,O,X,X,O,X,X,X,O,X
ZJSILOT,O,X,X,O,X,X,X,X,X
ZJSIOTL,O,O,O,O,O,O,X,O,X
ZJSIOLT,O,X,X,O,X,X,X,X,X
ZJSLTIO,O,X,X,O,X,X,X,O,X
ZJSLTOI,O,X,X,O,X,X,X,O,X
ZJSLITO,O,X,X,O,X,X,X,O,X
ZJSLIOT,O,X,X,O,X,X,X,X,X
ZJSLOTI,O,X,X,O,X,X,X,X,X
ZJSLOIT,O,X,X,O,X,X,X,X,X
ZJSOTIL,O,O,O,O,O,O,X,O,X
ZJSOTLI,O,O,O,O,O,O,X,O,X
ZJSOITL,O,O,O,O,O,O,X,O,X
ZJSOILT,O,X,X,O,X,X,X,X,X
ZJSOLTI,O,X,X,O,X,X,X,X,X
ZJSOLIT,O,X,X,O,X,X,X,X,X
ZJOTILS,O,O,O,O,O,X,X,X,X
ZJOTISL,O,O,O,O,O,O,X,O,X
ZJOTLIS,O,O,O,O,O,X,X,X,X
ZJOTLSI,O,O,X,O,O,X,X,X,X
ZJOTSIL,O,O,O,O,O,O,X,O,X
ZJOTSLI,O,O,O,O,O,O,X,O,X
ZJOITLS,O,O,O,O,O,X,X,X,X
ZJOITSL,O,O,O,O,O,O,X,O,X
ZJOILTS,O,X,X,O,O,X,X,X,X
ZJOILST,O,X,X,O,X,X,X,X,X
ZJOISTL,O,O,O,O,O,O,X,O,X
ZJOISLT,O,X,X,O,X,X,X,X,X
ZJOLTIS,O,X,X,O,O,X,X,X,X
ZJOLTSI,O,X,X,O,O,X,X,X,X
ZJOLITS,O,X,X,O,O,X,X,X,X
ZJOLIST,O,X,X,O,X,X,X,X,X
ZJOLSTI,O,X,X,O,X,X,X,X,X
ZJOLSIT,O,X,X,O,X,X,X,X,X
ZJOSTIL,O,O,O,O,O,O,X,O,X
ZJOSTLI,O,O,O,O,O,O,X,O,X
ZJOSITL,O,O,O,O,O,O,X,O,X
ZJOSILT,O,X,X,O,X,X,X,X,X
ZJOSLTI,O,X,X,O,X,X,X,X,X
ZJOSLIT,O,X,X,O,X,X,X,X,X
ZSTILJO,X,O,O,O,O,O,O,O,X
ZSTILOJ,X,O,X,O,X,O,O,O,X
ZSTIJLO,X,O,O,O,O,O,O,O,X
ZSTIJOL,X,O,O,O,O,O,O,O,X
ZSTIOLJ,X,O,X,O,X,O,O,O,X
ZSTIOJL,X,O,O,O,O,O,O,O,X
ZSTLIJO,X,O,O,O,O,O,O,O,X
ZSTLIOJ,X,O,X,O,X,O,O,O,X
ZSTLJIO,X,O,O,O,O,O,O,O,X
ZSTLJOI,X,O,O,O,O,O,O,O,X
ZSTLOIJ,X,O,X,O,X,O,O,O,X
ZSTLOJI,X,O,X,O,X,O,O,O,X
ZSTJILO,X,O,O,O,O,O,O,O,X
ZSTJIOL,X,O,O,O,O,O,O,O,X
ZSTJLIO,X,O,O,O,O,O,O,O,X
ZSTJLOI,X,O,O,O,O,O,O,O,X
ZSTJOIL,X,O,O,O,O,O,O,O,X
ZSTJOLI,X,O,O,O,O,O,O,O,X
ZSTOILJ,X,O,X,O,X,O,O,O,X
ZSTOIJL,X,O,O,O,O,O,O,O,X
ZSTOLIJ,X,O,X,O,X,O,O,O,X
ZSTOLJI,X,O,X,O,X,O,O,O,X
ZSTOJIL,X,O,O,O,O,O,O,O,X
ZSTOJLI,X,O,O,O,O,O,O,O,X
ZSITLJO,X,O,O,O,O,O,O,O,X
ZSITLOJ,X,O,X,O,X,O,O,O,X
ZSITJLO,X,O,O,O,O,O,O,O,X
ZSITJOL,X,O,O,O,O,O,O,O,X
ZSITOLJ,X,O,X,O,X,O,O,O,X
ZSITOJL,X,O,O,O,O,O,O,O,X
ZSILTJO,X,O,X,O,X,O,O,O,X
ZSILTOJ,X,O,X,O,X,O,O,O,X
ZSILJTO,X,X,X,O,X,X,X,O,X
ZSILJOT,X,X,X,O,X,X,X,X,X
ZSILOTJ,X,O,X,O,X,O,O,O,X
ZSILOJT,X,X,X,O,X,X,X,X,X
ZSIJTLO,O,O,O,O,O,O,X,O,X
ZSIJTOL,O,O,O,O,O,O,X,O,X
