sequence,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFxgBOnBTjB/qB0r?BFrB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFUhBOnBTjBXlBSr?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je0/IvhFmgBTjBSqB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFOlB8lBTjB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFFiBTjBClB0qBmr?B/rB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFXiBTjBWqBirBlq?B0rB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFOnBTjBxlBSqB0r?BXrB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhF0hBTjBWqBirBlq?BXsB
JTZISLO,X,X,X,X,X,X,X,X
JTZISOL,X,X,X,X,X,X,O,X
JTZIOLS,X,X,X,X,O,X,O,X
JTZIOSL,X,X,X,X,X,X,O,X
JTZLISO,X,X,X,X,O,X,X,X
JTZLIOS,X,X,X,X,O,X,O,X
JTZLSIO,O,X,X,X,O,X,X,X
JTZLSOI,O,X,X,X,O,X,X,X
JTZLOIS,X,X,X,X,O,X,O,X
JTZLOSI,O,X,X,X,O,X,X,X
JTZSILO,O,X,X,X,X,X,X,X
JTZSIOL,O,X,X,X,X,X,O,X
JTZSLIO,O,X,X,X,X,X,X,X
JTZSLOI,O,X,X,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,O,X
JTZSOLI,O,X,X,X,X,X,X,X
JTZOILS,X,X,X,X,O,X,O,X
JTZOISL,X,X,X,X,X,X,O,X
JTZOLIS,X,X,X,X,O,X,O,X
JTZOLSI,O,X,X,X,O,X,X,X
JTZOSIL,O,X,X,X,X,X,O,X
JTZOSLI,O,X,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,X
JTOILZS,X,X,X,O,X,X,X,X
JTOISLZ,X,O,X,X,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,X
JTOIZLS,X,X,X,O,X,X,O,X
JTOIZSL,X,O,X,O,X,X,O,X
JTOLISZ,X,X,X,X,X,O,X,O
JTOLIZS,X,X,X,O,X,O,X,O
JTOLSIZ,O,X,X,X,X,O,X,O
JTOLSZI,O,X,X,X,X,O,X,O
JTOLZIS,X,X,X,X,X,O,O,O
JTOLZSI,O,X,X,X,X,O,X,O
JTOSILZ,O,O,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,O,X,X
JTOSLZI,O,X,X,X,X,O,X,X
JTOSZIL,O,O,X,X,X,X,O,X
JTOSZLI,O,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,O,X,O,X
JTOZISL,X,X,X,X,X,X,O,X
JTOZLIS,X,X,X,X,O,X,O,X
JTOZLSI,O,X,X,X,O,X,X,X
JTOZSIL,O,X,X,X,X,X,O,X
JTOZSLI,O,X,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X
JITLZSO,X,X,X,O,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,X
JITLOSZ,X,O,X,X,X,X,X,X
JITLOZS,X,X,X,O,X,X,X,X
JITSLZO,X,O,X,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X,X
JITSOZL,X,O,X,X,X,X,X,X
JITZLSO,X,X,X,O,X,X,X,X
JITZLOS,X,X,X,O,X,X,O,X
JITZSLO,X,O,X,O,X,X,X,X
JITZSOL,X,O,X,O,X,X,O,X
JITZOLS,X,X,X,O,X,X,O,X
JITZOSL,X,O,X,O,X,X,O,X
JITOLSZ,X,O,X,X,X,X,X,X
JITOLZS,X,X,X,O,X,X,X,X
JITOSLZ,X,O,X,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X
JITOZLS,X,X,X,O,X,X,O,X
JITOZSL,X,O,X,O,X,X,O,X
JILTSZO,X,O,O,X,X,O,X,O
JILTSOZ,X,O,O,X,X,O,X,O
JILTZSO,X,X,O,O,X,O,X,O
JILTZOS,X,X,O,O,X,O,X,O
JILTOSZ,X,O,O,X,X,O,X,O
JILTOZS,X,X,O,O,X,O,X,O
JILSTZO,X,O,O,X,X,O,X,X
JILSTOZ,O,O,O,X,X,O,X,X
JILSZTO,O,O,O,O,X,X,X,X
JILSZOT,O,O,O,O,X,X,X,X
JILSOTZ,O,O,O,X,X,O,X,X
JILSOZT,O,O,O,O,X,X,X,X
JILZTSO,X,X,O,O,O,X,X,X
JILZTOS,X,X,O,O,O,X,X,X
JILZSTO,O,X,O,O,O,X,X,X
JILZSOT,O,X,O,O,O,X,X,X
JILZOTS,X,X,O,O,O,X,X,X
JILZOST,O,X,O,O,O,X,X,X
JILOTSZ,X,O,O,X,X,O,X,O
JILOTZS,X,X,O,O,X,O,X,O
JILOSTZ,O,O,O,X,X,O,X,X
JILOSZT,O,O,O,O,X,X,X,X
JILOZTS,X,X,O,O,O,X,X,X
JILOZST,O,X,O,O,O,X,X,X
JISTLZO,X,O,O,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X
JISTOLZ,O,O,O,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X
JISLTZO,X,O,O,X,X,O,X,X
JISLTOZ,O,O,O,X,X,O,X,X
JISLZTO,O,O,O,O,X,X,X,X
JISLZOT,O,O,O,O,X,X,X,X
JISLOTZ,O,O,O,X,X,O,X,X
JISLOZT,O,O,O,O,X,X,X,X
JISZTLO,O,O,X,O,X,X,X,X
JISZTOL,O,O,X,O,X,X,X,X
JISZLTO,O,O,O,O,X,X,X,X
JISZLOT,O,O,O,O,X,X,X,X
JISZOTL,O,O,X,O,X,X,X,X
JISZOLT,O,O,O,O,X,X,X,X
JISOTLZ,O,O,O,X,X,X,X,X
JISOTZL,X,O,X,X,X,X,X,X
JISOLTZ,O,O,O,X,X,O,X,X
JISOLZT,O,O,O,O,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X
JISOZLT,O,O,O,O,X,X,X,X
JIZTLSO,X,X,X,O,O,X,X,X
JIZTLOS,X,X,X,O,O,X,O,X
JIZTSLO,X,O,X,O,X,X,X,X
JIZTSOL,X,O,X,O,X,X,O,X
JIZTOLS,X,X,X,O,O,X,O,X
JIZTOSL,X,O,X,O,X,X,O,X
JIZLTSO,X,X,O,O,O,X,X,X
JIZLTOS,X,X,O,O,O,X,O,X
JIZLSTO,O,X,O,O,O,X,X,X
JIZLSOT,O,X,O,O,O,X,X,X
JIZLOTS,X,X,O,O,O,X,O,X
JIZLOST,O,X,O,O,O,X,X,X
JIZSTLO,O,O,X,O,X,X,X,X
JIZSTOL,O,O,X,O,X,X,O,X
JIZSLTO,O,O,O,O,O,X,X,X
JIZSLOT,O,O,O,O,O,X,X,X
JIZSOTL,O,O,X,O,X,X,O,X
JIZSOLT,O,O,O,O,O,X,X,X
JIZOTLS,X,X,X,O,O,X,O,X
JIZOTSL,X,O,X,O,X,X,O,X
JIZOLTS,X,X,O,O,O,X,O,X
JIZOLST,O,X,O,O,O,X,X,X
JIZOSTL,O,O,X,O,X,X,O,X
JIZOSLT,O,O,O,O,O,X,X,X
JIOTLSZ,X,O,X,X,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,X
JIOTSLZ,X,O,X,X,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X
JIOTZLS,X,X,X,O,X,X,O,X
JIOTZSL,X,O,X,O,X,X,O,X
JIOLTSZ,X,O,O,X,X,O,X,O
JIOLTZS,X,X,O,O,X,O,X,O
JIOLSTZ,O,O,O,X,X,O,X,X
JIOLSZT,O,O,O,O,X,X,X,X
JIOLZTS,X,X,O,O,O,X,X,X
JIOLZST,O,X,O,O,O,X,X,X
JIOSTLZ,O,O,O,X,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,O,X,X
JIOSLZT,O,O,O,O,X,X,X,X
JIOSZTL,O,O,X,O,X,X,X,X
JIOSZLT,O,O,O,O,X,X,X,X
JIOZTLS,X,X,X,O,O,X,O,X
JIOZTSL,X,O,X,O,X,X,O,X
JIOZLTS,X,X,O,O,O,X,O,X
JIOZLST,O,X,O,O,O,X,X,X
JIOZSTL,O,O,X,O,X,X,O,X
JIOZSLT,O,O,O,O,O,X,X,X
JLTISZO,X,X,O,X,X,O,X,O
JLTISOZ,X,X,O,X,X,O,X,O
JLTIZSO,X,X,O,O,X,O,X,O
JLTIZOS,X,X,O,O,X,O,X,O
JLTIOSZ,X,X,O,X,X,O,X,O
JLTIOZS,X,X,O,O,X,O,X,O
JLTSIZO,X,X,X,X,X,O,X,O
JLTSIOZ,O,X,X,X,X,O,X,O
JLTSZIO,O,X,X,X,X,O,X,O
JLTSZOI,O,X,X,X,X,O,X,O
JLTSOIZ,O,X,X,X,X,O,X,O
JLTSOZI,O,X,X,X,X,O,X,O
JLTZISO,X,X,O,X,X,O,X,O
JLTZIOS,X,X,O,X,X,O,O,O
JLTZSIO,O,X,X,X,X,O,X,O
JLTZSOI,O,X,X,X,X,O,X,O
JLTZOIS,X,X,O,X,X,O,O,O
JLTZOSI,O,X,X,X,X,O,X,O
JLTOISZ,X,X,O,X,X,O,X,O
JLTOIZS,X,X,O,O,X,O,X,O
JLTOSIZ,O,X,X,X,X,O,X,O
JLTOSZI,O,X,X,X,X,O,X,O
JLTOZIS,X,X,O,X,X,O,O,O
JLTOZSI,O,X,X,X,X,O,X,O
JLITSZO,X,X,O,X,X,O,X,O
JLITSOZ,X,X,O,X,X,O,X,O
JLITZSO,X,X,O,O,X,O,X,O
JLITZOS,X,X,O,O,X,O,X,O
JLITOSZ,X,X,O,X,X,O,X,O
JLITOZS,X,X,O,O,X,O,X,O
JLISTZO,X,X,O,X,X,O,X,X
JLISTOZ,O,X,O,X,X,O,X,X
JLISZTO,O,X,O,O,X,X,X,X
JLISZOT,O,X,O,O,X,X,X,X
JLISOTZ,O,X,O,X,X,O,X,X
JLISOZT,O,X,O,O,X,X,X,X
JLIZTSO,X,X,O,O,O,X,X,X
JLIZTOS,X,X,O,O,O,X,X,X
JLIZSTO,O,X,O,O,O,X,X,X
JLIZSOT,O,X,O,O,O,X,X,X
JLIZOTS,X,X,O,O,O,X,X,X
JLIZOST,O,X,O,O,O,X,X,X
JLIOTSZ,X,X,O,X,X,O,X,O
JLIOTZS,X,X,O,O,X,O,X,O
JLIOSTZ,O,X,O,X,X,O,X,X
JLIOSZT,O,X,O,O,X,X,X,X
JLIOZTS,X,X,O,O,O,X,X,X
JLIOZST,O,X,O,O,O,X,X,X
JLSTIZO,X,X,X,X,X,O,X,O
JLSTIOZ,O,X,X,X,X,O,X,O
JLSTZIO,O,X,X,X,X,O,X,O
JLSTZOI,O,X,X,X,X,O,X,O
JLSTOIZ,O,X,X,X,X,O,X,O
JLSTOZI,O,X,X,X,X,O,X,O
JLSITZO,X,X,O,X,X,O,X,X
JLSITOZ,O,X,O,X,X,O,X,X
JLSIZTO,O,X,O,O,X,X,X,X
JLSIZOT,O,X,O,O,X,X,X,X
JLSIOTZ,O,X,O,X,X,O,X,X
JLSIOZT,O,X,O,O,X,X,X,X
JLSZTIO,O,X,X,X,X,O,X,X
JLSZTOI,O,X,X,X,X,O,X,X
JLSZITO,O,X,O,X,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X,X
JLSZOTI,O,X,X,X,X,O,X,X
JLSZOIT,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,O,X,O
JLSOTZI,O,X,X,X,X,O,X,O
JLSOITZ,O,X,O,X,X,O,X,X
JLSOIZT,O,X,O,O,X,X,X,X
JLSOZTI,O,X,X,X,X,O,X,X
JLSOZIT,O,X,O,X,X,X,X,X
JLZTISO,X,X,O,X,O,O,X,O
JLZTIOS,X,X,O,X,O,O,O,O
JLZTSIO,O,X,X,X,O,O,X,O
JLZTSOI,O,X,X,X,O,O,X,O
JLZTOIS,X,X,O,X,O,O,O,O
JLZTOSI,O,X,X,X,O,O,X,O
JLZITSO,X,X,O,O,O,X,X,O
JLZITOS,X,X,O,O,O,X,O,O
JLZISTO,O,X,O,O,O,X,X,X
JLZISOT,O,X,O,O,O,X,X,X
JLZIOTS,X,X,O,O,O,X,O,O
JLZIOST,O,X,O,O,O,X,X,X
JLZSTIO,O,X,X,X,O,O,X,O
JLZSTOI,O,X,X,X,O,O,X,O
JLZSITO,O,X,O,X,O,X,X,X
JLZSIOT,O,X,O,X,O,X,X,X
JLZSOTI,O,X,X,X,O,O,X,O
JLZSOIT,O,X,O,X,O,X,X,X
JLZOTIS,X,X,O,X,O,O,O,O
JLZOTSI,O,X,X,X,O,O,X,O
JLZOITS,X,X,O,O,O,X,O,O
JLZOIST,O,X,O,O,O,X,X,X
JLZOSTI,O,X,X,X,O,O,X,O
JLZOSIT,O,X,O,X,O,X,X,X
JLOTISZ,X,X,O,X,X,O,X,O
JLOTIZS,X,X,O,O,X,O,X,O
JLOTSIZ,O,X,X,X,X,O,X,O
JLOTSZI,O,X,X,X,X,O,X,O
JLOTZIS,X,X,O,X,X,O,O,O
JLOTZSI,O,X,X,X,X,O,X,O
JLOITSZ,X,X,O,X,X,O,X,O
JLOITZS,X,X,O,O,X,O,X,O
JLOISTZ,O,X,O,X,X,O,X,X
JLOISZT,O,X,O,O,X,X,X,X
JLOIZTS,X,X,O,O,O,X,X,X
JLOIZST,O,X,O,O,O,X,X,X
JLOSTIZ,O,X,X,X,X,O,X,O
JLOSTZI,O,X,X,X,X,O,X,O
JLOSITZ,O,X,O,X,X,O,X,X
JLOSIZT,O,X,O,O,X,X,X,X
JLOSZTI,O,X,X,X,X,O,X,X
JLOSZIT,O,X,O,X,X,X,X,X
JLOZTIS,X,X,O,X,O,O,O,O
JLOZTSI,O,X,X,X,O,O,X,O
JLOZITS,X,X,O,O,O,X,O,O
JLOZIST,O,X,O,O,O,X,X,X
JLOZSTI,O,X,X,X,O,O,X,O
JLOZSIT,O,X,O,X,O,X,X,X
JSTILZO,X,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X,X
JSTLIZO,X,X,X,X,X,O,X,X
JSTLIOZ,O,X,X,X,X,O,X,X
JSTLZIO,O,X,X,X,X,O,X,X
JSTLZOI,O,X,X,X,X,O,X,X
JSTLOIZ,O,X,X,X,X,O,X,X
JSTLOZI,O,X,X,X,X,O,X,X
JSTZILO,O,O,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,O,X
JSTZLIO,O,X,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,O,X
JSTZOLI,O,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X
JSTOIZL,X,O,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,X,O,X,X
JSTOLZI,O,X,X,X,X,O,X,X
JSTOZIL,O,O,X,X,X,X,O,X
JSTOZLI,O,X,X,X,X,X,X,X
JSITLZO,X,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X
JSILTZO,X,O,X,X,X,O,X,X
JSILTOZ,O,O,X,X,X,O,X,X
JSILZTO,O,O,X,O,X,X,X,X
JSILZOT,O,O,X,O,X,X,X,X
JSILOTZ,O,O,X,X,X,O,X,X
JSILOZT,O,O,X,O,X,X,X,X
JSIZTLO,O,O,X,O,X,X,X,X
JSIZTOL,O,O,X,O,X,X,X,X
JSIZLTO,O,O,X,O,X,X,X,X
JSIZLOT,O,O,X,O,X,X,X,X
JSIZOTL,O,O,X,O,X,X,X,X
JSIZOLT,O,O,X,O,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X
JSIOTZL,X,O,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,O,X,X
JSIOLZT,O,O,X,O,X,X,X,X
JSIOZTL,O,O,X,O,X,X,X,X
JSIOZLT,O,O,X,O,X,X,X,X
JSLTIZO,X,X,X,X,X,O,X,O
JSLTIOZ,O,X,X,X,X,O,X,O
JSLTZIO,O,X,X,X,X,O,X,O
JSLTZOI,O,X,X,X,X,O,X,O
JSLTOIZ,O,X,X,X,X,O,X,O
JSLTOZI,O,X,X,X,X,O,X,O
JSLITZO,X,X,X,X,X,O,X,X
JSLITOZ,O,X,X,X,X,O,X,X
JSLIZTO,O,X,X,O,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X
JSLIOTZ,O,X,X,X,X,O,X,X
JSLIOZT,O,X,X,O,X,X,X,X
JSLZTIO,O,X,X,X,X,O,X,X
JSLZTOI,O,X,X,X,X,O,X,X
JSLZITO,O,X,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,O,X,X
JSLZOIT,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,O,X,O
JSLOTZI,O,X,X,X,X,O,X,O
JSLOITZ,O,X,X,X,X,O,X,X
JSLOIZT,O,X,X,O,X,X,X,X
JSLOZTI,O,X,X,X,X,O,X,X
JSLOZIT,O,X,X,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,O,X
JSZTLIO,O,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,O,X
JSZTOLI,O,X,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,O,X
JSZILTO,O,O,X,X,O,X,X,X
JSZILOT,O,O,X,X,O,X,X,X
JSZIOTL,O,O,X,X,X,X,O,X
JSZIOLT,O,O,X,X,O,X,X,X
JSZLTIO,O,X,X,X,O,O,X,X
JSZLTOI,O,X,X,X,O,O,X,X
JSZLITO,O,X,X,X,O,X,X,X
JSZLIOT,O,X,X,X,O,X,X,X
JSZLOTI,O,X,X,X,O,O,X,X
JSZLOIT,O,X,X,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,O,X
JSZOTLI,O,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,O,X
JSZOILT,O,O,X,X,O,X,X,X
JSZOLTI,O,X,X,X,O,O,X,X
JSZOLIT,O,X,X,X,O,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X
JSOTIZL,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,X,O,X,X
JSOTLZI,O,X,X,X,X,O,X,X
JSOTZIL,O,O,X,X,X,X,O,X
JSOTZLI,O,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X
JSOITZL,X,O,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,O,X,X
JSOILZT,O,O,X,O,X,X,X,X
JSOIZTL,O,O,X,O,X,X,X,X
JSOIZLT,O,O,X,O,X,X,X,X
JSOLTIZ,O,X,X,X,X,O,X,O
JSOLTZI,O,X,X,X,X,O,X,O
JSOLITZ,O,X,X,X,X,O,X,X
JSOLIZT,O,X,X,O,X,X,X,X
JSOLZTI,O,X,X,X,X,O,X,X
JSOLZIT,O,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,O,X
JSOZTLI,O,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,O,X
JSOZILT,O,O,X,X,O,X,X,X
JSOZLTI,O,X,X,X,O,O,X,X
JSOZLIT,O,X,X,X,O,X,X,X
JZTILSO,X,X,X,X,O,X,X,X
JZTILOS,X,X,X,X,O,X,O,X
JZTISLO,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,O,X
JZTIOLS,X,X,X,X,O,X,O,X
JZTIOSL,X,X,X,X,X,X,O,X
JZTLISO,X,X,X,X,O,X,X,X
JZTLIOS,X,X,X,X,O,X,O,X
JZTLSIO,O,X,X,X,O,X,X,X
JZTLSOI,O,X,X,X,O,X,X,X
JZTLOIS,X,X,X,X,O,X,O,X
JZTLOSI,O,X,X,X,O,X,X,X
JZTSILO,O,X,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,O,X
JZTSLIO,O,X,X,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,O,X
JZTSOLI,O,X,X,X,X,X,X,X
JZTOILS,X,X,X,X,O,X,O,X
JZTOISL,X,X,X,X,X,X,O,X
JZTOLIS,X,X,X,X,O,X,O,X
JZTOLSI,O,X,X,X,O,X,X,X
JZTOSIL,O,X,X,X,X,X,O,X
JZTOSLI,O,X,X,X,X,X,X,X
JZITLSO,X,X,X,O,O,X,X,X
JZITLOS,X,X,X,O,O,X,O,X
JZITSLO,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,O,X,X,O,X
JZITOLS,X,X,X,O,O,X,O,X
JZITOSL,X,X,X,O,X,X,O,X
JZILTSO,X,X,O,O,O,X,X,X
JZILTOS,X,X,O,O,O,X,O,X
JZILSTO,O,X,O,O,O,X,X,X
JZILSOT,O,X,O,O,O,X,X,X
JZILOTS,X,X,O,O,O,X,O,X
JZILOST,O,X,O,O,O,X,X,X
JZISTLO,O,X,X,O,X,X,X,X
JZISTOL,O,X,X,O,X,X,O,X
JZISLTO,O,X,O,O,O,X,X,X
JZISLOT,O,X,O,O,O,X,X,X
JZISOTL,O,X,X,O,X,X,O,X
JZISOLT,O,X,O,O,O,X,X,X
JZIOTLS,X,X,X,O,O,X,O,X
JZIOTSL,X,X,X,O,X,X,O,X
JZIOLTS,X,X,O,O,O,X,O,X
JZIOLST,O,X,O,O,O,X,X,X
JZIOSTL,O,X,X,O,X,X,O,X
JZIOSLT,O,X,O,O,O,X,X,X
JZLTISO,X,X,O,X,O,O,X,O
JZLTIOS,X,X,O,X,O,O,O,O
JZLTSIO,O,X,X,X,O,O,X,O
JZLTSOI,O,X,X,X,O,O,X,O
JZLTOIS,X,X,O,X,O,O,O,O
JZLTOSI,O,X,X,X,O,O,X,O
JZLITSO,X,X,O,O,O,X,X,X
JZLITOS,X,X,O,O,O,X,O,X
JZLISTO,O,X,O,O,O,X,X,X
JZLISOT,O,X,O,O,O,X,X,X
JZLIOTS,X,X,O,O,O,X,O,X
JZLIOST,O,X,O,O,O,X,X,X
JZLSTIO,O,X,X,X,O,O,X,X
JZLSTOI,O,X,X,X,O,O,X,X
JZLSITO,O,X,O,X,O,X,X,X
JZLSIOT,O,X,O,X,O,X,X,X
JZLSOTI,O,X,X,X,O,O,X,X
JZLSOIT,O,X,O,X,O,X,X,X
JZLOTIS,X,X,O,X,O,O,O,O
JZLOTSI,O,X,X,X,O,O,X,O
JZLOITS,X,X,O,O,O,X,O,X
JZLOIST,O,X,O,O,O,X,X,X
JZLOSTI,O,X,X,X,O,O,X,X
JZLOSIT,O,X,O,X,O,X,X,X
JZSTILO,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X,O,X
JZSTLIO,O,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,O,X
JZSTOLI,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,O,X
JZSILTO,O,X,X,X,O,X,X,X
JZSILOT,O,X,X,X,O,X,X,X
JZSIOTL,O,X,X,X,X,X,O,X
JZSIOLT,O,X,X,X,O,X,X,X
JZSLTIO,O,X,X,X,O,O,X,X
JZSLTOI,O,X,X,X,O,O,X,X
JZSLITO,O,X,X,X,O,X,X,X
JZSLIOT,O,X,X,X,O,X,X,X
JZSLOTI,O,X,X,X,O,O,X,X
JZSLOIT,O,X,X,X,O,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X
JZSOTLI,O,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,O,X
JZSOILT,O,X,X,X,O,X,X,X
JZSOLTI,O,X,X,X,O,O,X,X
JZSOLIT,O,X,X,X,O,X,X,X
JZOTILS,X,X,X,X,O,X,O,X
JZOTISL,X,X,X,X,X,X,O,X
JZOTLIS,X,X,X,X,O,X,O,X
JZOTLSI,O,X,X,X,O,X,X,X
JZOTSIL,O,X,X,X,X,X,O,X
JZOTSLI,O,X,X,X,X,X,X,X
JZOITLS,X,X,X,O,O,X,O,X
JZOITSL,X,X,X,O,X,X,O,X
JZOILTS,X,X,O,O,O,X,O,X
JZOILST,O,X,O,O,O,X,X,X
JZOISTL,O,X,X,O,X,X,O,X
JZOISLT,O,X,O,O,O,X,X,X
JZOLTIS,X,X,O,X,O,O,O,O
JZOLTSI,O,X,X,X,O,O,X,O
JZOLITS,X,X,O,O,O,X,O,X
JZOLIST,O,X,O,O,O,X,X,X
JZOLSTI,O,X,X,X,O,O,X,X
JZOLSIT,O,X,O,X,O,X,X,X
JZOSTIL,O,X,X,X,X,X,O,X
JZOSTLI,O,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,O,X
JZOSILT,O,X,X,X,O,X,X,X
JZOSLTI,O,X,X,X,O,O,X,X
JZOSLIT,O,X,X,X,O,X,X,X
JOTILSZ,X,O,X,X,X,X,X,X
JOTILZS,X,X,X,O,X,X,X,X
JOTISLZ,X,O,X,X,X,X,X,X
JOTISZL,X,O,X,X,X,X,X,X
JOTIZLS,X,X,X,O,X,X,O,X
JOTIZSL,X,O,X,O,X,X,O,X
JOTLISZ,X,X,X,X,X,O,X,O
JOTLIZS,X,X,X,O,X,O,X,O
JOTLSIZ,O,X,X,X,X,O,X,O
JOTLSZI,O,X,X,X,X,O,X,O
JOTLZIS,X,X,X,X,X,O,O,O
JOTLZSI,O,X,X,X,X,O,X,O
JOTSILZ,O,O,X,X,X,X,X,X
JOTSIZL,X,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,X,O,X,X
JOTSLZI,O,X,X,X,X,O,X,X
JOTSZIL,O,O,X,X,X,X,O,X
JOTSZLI,O,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,O,X,O,X
JOTZISL,X,X,X,X,X,X,O,X
JOTZLIS,X,X,X,X,O,X,O,X
JOTZLSI,O,X,X,X,O,X,X,X
JOTZSIL,O,X,X,X,X,X,O,X
JOTZSLI,O,X,X,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,X,X
JOITLZS,X,X,X,O,X,X,X,X
JOITSLZ,X,O,X,X,X,X,X,X
JOITSZL,X,O,X,X,X,X,X,X
JOITZLS,X,X,X,O,X,X,O,X
JOITZSL,X,O,X,O,X,X,O,X
JOILTSZ,X,O,O,X,X,O,X,O
JOILTZS,X,X,O,O,X,O,X,O
JOILSTZ,O,O,O,X,X,O,X,X
JOILSZT,O,O,O,O,X,X,X,X
JOILZTS,X,X,O,O,O,X,X,X
JOILZST,O,X,O,O,O,X,X,X
JOISTLZ,O,O,O,X,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,X
JOISLTZ,O,O,O,X,X,O,X,X
JOISLZT,O,O,O,O,X,X,X,X
JOISZTL,O,O,X,O,X,X,X,X
JOISZLT,O,O,O,O,X,X,X,X
JOIZTLS,X,X,X,O,O,X,O,X
JOIZTSL,X,O,X,O,X,X,O,X
JOIZLTS,X,X,O,O,O,X,O,X
JOIZLST,O,X,O,O,O,X,X,X
JOIZSTL,O,O,X,O,X,X,O,X
