sequence,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBRlBznBF?mB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBFlB8qBz?nBGmBxwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeCBJvhFxiBUlB+sBT?oBXrBlrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeTCJvhF6oBFlBXmB8?sBGmBRwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFGjBUlB3mBV?tBzqBSxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFFjBUlBStBX?rBGrBTsB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhFRlBCoBFmBT?oB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je3BJvhFFjBStBxqBG?qBTsBUrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFTjBFlBGrBC?tBcsBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je8GJvhFziB+oBRlB1?qBSxBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhF+oBUlBlnBT?rBCrB3sB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je1GJvhFXjBStBxqBG?qBUrBTsB
IZTOSLJ,O,O,X,O,X,X,X,X,X,X,X,X
IZTOSJL,X,O,X,O,X,X,X,X,X,X,X,X
IZLTJSO,X,X,X,O,X,X,X,X,X,X,X,X
IZLTJOS,X,X,X,O,X,X,X,O,X,O,X,X
IZLTSJO,X,X,X,O,X,O,X,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,O,X,X,X,X,X,X
IZLTOJS,X,X,X,O,X,X,X,O,X,X,X,X
IZLTOSJ,X,X,X,O,X,X,X,O,X,X,X,X
IZLJTSO,X,X,O,O,X,X,O,X,X,X,X,X
IZLJTOS,X,X,O,O,X,X,X,O,X,O,X,X
IZLJSTO,X,X,O,X,X,X,O,X,X,X,X,X
IZLJSOT,O,X,O,X,X,X,O,X,X,O,X,X
IZLJOTS,O,X,O,O,X,X,X,O,X,O,X,X
IZLJOST,O,X,O,X,X,X,O,O,X,O,X,X
IZLSTJO,X,X,X,O,X,O,X,X,X,X,X,X
IZLSTOJ,X,X,X,O,X,O,X,X,X,X,X,X
IZLSJTO,X,X,X,X,X,O,O,X,X,X,X,X
IZLSJOT,O,X,X,X,X,O,O,X,X,O,X,X
IZLSOTJ,O,X,X,O,X,O,X,X,X,X,X,X
IZLSOJT,O,X,X,X,X,O,X,X,X,X,X,X
IZLOTJS,O,X,O,O,X,X,X,O,X,X,X,X
IZLOTSJ,O,X,X,O,X,X,X,O,X,X,X,X
IZLOJTS,O,X,O,O,X,X,X,O,X,O,X,X
IZLOJST,O,X,O,X,X,X,X,O,X,O,X,X
IZLOSTJ,O,X,X,O,X,X,X,O,X,X,X,X
IZLOSJT,O,X,O,X,X,X,X,O,X,X,X,X
IZJTLSO,X,X,O,O,X,X,O,X,X,X,X,X
IZJTLOS,X,X,O,O,X,X,X,X,X,X,X,X
IZJTSLO,X,X,O,O,X,X,O,X,X,X,X,X
IZJTSOL,O,X,X,O,X,X,X,X,X,X,X,X
IZJTOLS,O,X,X,O,X,X,X,X,X,X,O,X
IZJTOSL,O,X,X,O,X,X,X,X,X,X,X,X
IZJLTSO,X,X,O,O,X,X,O,X,X,X,X,X
IZJLTOS,X,X,O,O,X,X,X,X,X,O,X,X
IZJLSTO,X,X,O,X,X,X,O,X,X,X,X,X
IZJLSOT,O,X,O,X,X,X,O,X,X,O,X,X
IZJLOTS,O,X,O,O,X,X,X,X,X,O,X,X
IZJLOST,O,X,O,X,X,X,O,X,X,O,X,X
IZJSTLO,X,X,O,X,X,X,O,X,X,X,X,X
IZJSTOL,O,X,X,X,X,X,X,X,X,X,X,X
IZJSLTO,X,X,O,X,X,X,O,X,X,X,X,X
IZJSLOT,O,X,O,X,X,X,O,X,X,X,X,X
IZJSOTL,O,X,O,X,X,X,X,X,X,X,X,X
IZJSOLT,O,X,O,X,X,X,O,X,X,X,X,X
IZJOTLS,O,X,O,O,X,X,X,X,X,X,O,X
IZJOTSL,O,X,O,O,X,X,X,X,X,X,X,X
IZJOLTS,O,X,O,O,X,X,X,X,X,X,X,X
IZJOLST,O,X,O,X,X,X,O,X,X,X,X,X
IZJOSTL,O,X,O,X,X,X,X,X,X,X,X,X
IZJOSLT,O,X,O,X,X,X,O,X,X,X,X,X
IZSTLJO,X,X,X,O,O,X,X,X,X,X,X,X
IZSTLOJ,X,O,X,O,O,X,X,X,X,X,X,X
IZSTJLO,X,X,X,O,O,X,O,X,X,X,X,X
IZSTJOL,O,O,X,O,O,X,X,X,X,X,X,X
IZSTOLJ,O,O,X,O,O,X,X,X,X,X,X,X
IZSTOJL,X,O,X,O,O,X,X,X,X,X,X,X
IZSLTJO,X,X,X,O,O,O,X,X,X,X,X,X
IZSLTOJ,X,X,X,O,X,O,X,X,X,X,X,X
IZSLJTO,X,X,O,X,X,O,O,X,X,X,X,X
IZSLJOT,O,X,O,X,X,O,O,X,X,X,X,X
IZSLOTJ,O,X,X,O,X,O,X,X,X,X,X,X
IZSLOJT,O,X,X,X,X,O,X,X,X,X,X,X
IZSJTLO,X,X,O,X,O,X,O,X,X,X,X,X
IZSJTOL,O,X,X,X,O,X,X,X,X,X,X,X
IZSJLTO,X,X,O,X,X,X,O,X,X,X,X,X
IZSJLOT,O,X,O,X,X,X,O,X,X,X,X,X
IZSJOTL,O,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,O,X,O,X,X,X,O,X,X,X,X,X
IZSOTLJ,O,O,X,O,X,X,X,X,X,X,X,X
IZSOTJL,X,O,X,O,O,X,X,X,X,X,X,X
IZSOLTJ,O,O,X,O,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,O,X,X,X,X,X
IZOTLJS,O,O,O,O,X,X,X,X,X,X,X,X
IZOTLSJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOTJLS,O,O,O,O,X,X,X,X,X,X,X,X
IZOTJSL,O,O,O,O,X,X,X,X,X,X,X,X
IZOTSLJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOTSJL,X,O,X,O,X,X,X,X,X,X,X,X
IZOLTJS,O,O,O,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOLJTS,O,X,O,O,X,X,X,X,X,X,X,X
IZOLJST,O,X,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOLSJT,O,X,O,X,X,X,X,X,X,X,X,X
IZOJTLS,O,X,O,O,X,X,X,X,X,X,O,X
IZOJTSL,O,X,O,O,X,X,X,X,X,X,X,X
IZOJLTS,O,X,O,O,X,X,X,X,X,X,X,X
IZOJLST,O,X,O,X,X,X,O,X,X,X,X,X
IZOJSTL,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,O,X,O,X,X,X,O,X,X,X,X,X
IZOSTLJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOSTJL,X,O,X,O,X,X,X,X,X,X,X,X
IZOSLTJ,O,O,X,O,X,X,X,X,X,X,X,X
IZOSLJT,O,X,O,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,O,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,O,X,X,X,O,X,X,X,X,X
IOTLJSZ,O,O,X,X,X,X,X,X,X,X,X,O
IOTLJZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,X,X,X,X,X,X,X,O
IOTLSZJ,O,O,X,O,X,X,X,X,X,X,X,X
IOTLZJS,O,O,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,O,O,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,O,O,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,X,X,X,X,X,X,X,X
IOTJSZL,X,O,O,X,X,X,X,X,X,X,X,X
IOTJZLS,X,O,O,X,X,X,X,X,X,X,X,X
IOTJZSL,X,O,O,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTSZJL,X,O,X,O,X,X,X,X,X,X,X,X
IOTZLJS,O,O,O,O,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,X,O,X,X,X,X,X,X,X,X
IOTZJLS,O,O,O,O,X,X,X,X,X,X,X,X
IOTZJSL,O,O,O,O,X,X,X,X,X,X,X,X
IOTZSLJ,O,O,X,O,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLTJZS,X,O,X,X,X,X,X,O,X,X,X,X
IOLTSJZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLTSZJ,O,O,X,O,X,X,X,O,X,X,X,X
IOLTZJS,O,O,X,O,X,X,X,O,X,X,X,X
IOLTZSJ,O,O,X,O,X,X,X,O,X,X,X,X
IOLJTSZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLJTZS,X,O,X,X,X,X,X,O,X,O,X,X
IOLJSTZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,O,X,X,X,X,O,X,O,X,X
IOLJZTS,O,X,O,X,X,X,X,O,X,O,X,X
IOLJZST,O,X,O,X,X,X,X,O,X,O,X,X
IOLSTJZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLSTZJ,O,O,X,X,X,X,X,O,X,X,X,X
IOLSJTZ,O,O,X,X,X,X,X,O,X,X,X,X
IOLSJZT,O,X,X,X,X,X,X,O,X,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,O,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,O,X,X,X,X
IOLZTJS,O,O,O,O,X,X,X,O,X,X,X,X
IOLZTSJ,O,O,X,O,X,X,X,O,X,X,X,X
IOLZJTS,O,X,O,O,X,X,X,O,X,O,X,X
IOLZJST,O,X,O,X,X,X,X,O,X,O,X,X
IOLZSTJ,O,O,X,O,X,X,X,O,X,X,X,X
IOLZSJT,O,X,O,X,X,X,X,O,X,X,X,X
IOJTLSZ,O,O,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,X,X,X,X,X,X,X,X
IOJTSZL,X,O,O,X,X,X,X,X,X,X,X,X
IOJTZLS,X,O,O,X,X,X,X,X,X,X,O,X
IOJTZSL,X,O,O,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X,O,X,X
IOJLSTZ,O,O,X,X,X,X,O,X,X,X,X,X
IOJLSZT,O,X,O,X,X,X,O,X,X,O,X,X
IOJLZTS,O,X,O,X,X,X,X,X,X,O,X,X
IOJLZST,O,X,O,X,X,X,X,X,X,O,X,X
IOJSTLZ,O,O,X,X,X,X,X,X,X,X,X,X
IOJSTZL,X,O,O,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,X,X,X,X,O,X,X,X,X,X
IOJSLZT,O,X,O,X,X,X,O,X,X,X,X,X
IOJSZTL,O,X,O,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,X,X,X,O,X
IOJZTSL,O,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,O,X,O,X,X,X,X,X,X,X,X,X
IOJZLST,O,X,O,X,X,X,X,X,X,X,X,X
IOJZSTL,O,X,O,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZJL,X,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,X,O,O,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,O,X,X,X,X,X
IOSJLZT,O,X,O,X,X,X,O,X,X,X,X,X
IOSJZTL,O,X,O,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,O,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,O,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,O,X,X,X,X,X,X,X,X,X
IOZTLJS,O,O,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZTJLS,O,O,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,O,O,O,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,O,X,X,X,X,X,X,X,X
IOZLTJS,O,O,O,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZLJTS,O,X,O,O,X,X,X,X,X,X,X,X
IOZLJST,O,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,O,X,X,X,X,X,X,O,X
IOZJTSL,O,X,O,O,X,X,X,X,X,X,X,X
IOZJLTS,O,X,O,O,X,X,X,X,X,X,X,X
IOZJLST,O,X,O,X,X,X,O,X,X,X,X,X
IOZJSTL,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,X,X,X,O,X,X,X,X,X
IOZSTLJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZSTJL,X,O,X,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,O,X,O,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,X,X,X,O,X,X,X,X,X
LTIJSZO,X,X,X,O,X,X,X,X,O,X,X,O
LTIJSOZ,X,X,X,X,X,X,X,O,O,X,X,O
LTIJZSO,X,X,X,O,X,X,X,X,O,X,X,O
LTIJZOS,X,X,X,O,X,X,X,O,O,O,X,X
LTIJOSZ,X,X,X,X,X,X,X,O,O,X,X,O
LTIJOZS,X,X,X,X,X,X,X,O,O,O,X,X
LTISJZO,X,X,X,O,X,X,X,X,X,X,X,O
LTISJOZ,X,X,X,X,X,X,X,O,X,X,X,O
LTISZJO,X,X,X,O,X,O,X,X,X,X,X,O
LTISZOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTISOJZ,X,O,X,X,X,X,X,O,X,X,X,O
LTISOZJ,X,O,X,O,X,X,X,O,X,X,X,X
LTIZJSO,X,X,X,O,X,X,X,X,X,X,X,O
LTIZJOS,X,X,X,O,X,X,X,O,X,O,X,X
LTIZSJO,X,X,X,O,X,O,X,X,X,X,X,O
LTIZSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTIZOJS,X,O,X,O,X,X,X,O,X,X,X,X
LTIZOSJ,X,O,X,O,X,X,X,O,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,O,O,X,X,O
LTIOJZS,X,O,X,X,X,X,X,O,O,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,O,X,X,X,O
LTIOSZJ,X,O,X,O,X,X,X,O,X,X,X,X
LTIOZJS,X,O,X,O,X,X,X,O,X,X,X,X
LTIOZSJ,X,O,X,O,X,X,X,O,X,X,X,X
LTJISZO,X,X,X,O,X,X,X,X,O,X,X,O
LTJISOZ,X,X,X,X,X,X,X,O,O,X,X,O
LTJIZSO,X,X,X,O,X,X,X,X,O,X,X,O
LTJIZOS,X,X,X,O,X,X,X,O,O,O,X,X
LTJIOSZ,X,X,X,X,X,X,X,O,O,X,X,O
LTJIOZS,X,X,X,X,X,X,X,O,O,O,X,X
LTJSIZO,X,X,X,X,O,X,X,X,O,X,X,O
LTJSIOZ,X,X,X,X,X,X,X,X,O,X,X,O
LTJSZIO,X,X,X,X,O,O,X,X,O,X,X,X
LTJSZOI,X,X,X,X,O,O,X,X,O,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,O,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,O,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,O,O,X,X
LTJZSIO,X,X,X,X,O,O,X,X,O,X,X,X
LTJZSOI,X,X,X,X,O,O,X,X,O,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,O,O,X,X
LTJZOSI,X,X,X,X,X,X,X,X,O,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,O,O,X,X
LTJOSIZ,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,X,X,X,X,X,X,X,X,O,O,X,X
LTJOZSI,X,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,X,X,X,O,O,X,X,X,X,X,X,O
LTSIJOZ,X,X,X,X,X,X,X,O,X,X,X,O
LTSIZJO,X,X,X,O,X,O,X,X,X,X,X,O
LTSIZOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTSIOJZ,X,O,X,X,X,X,X,O,X,X,X,O
LTSIOZJ,X,O,X,O,X,X,X,O,X,X,X,X
LTSJIZO,X,X,X,X,O,X,X,X,O,X,X,O
LTSJIOZ,X,X,X,X,X,X,X,X,O,X,X,O
LTSJZIO,X,X,X,X,O,O,X,X,O,X,X,X
LTSJZOI,X,X,X,X,O,O,X,X,O,X,X,X
LTSJOIZ,X,X,X,X,X,X,X,X,O,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,O,X,X,X
LTSZIJO,X,X,X,X,O,O,X,X,X,X,X,O
LTSZIOJ,X,X,X,X,O,O,X,X,X,X,X,X
LTSZJIO,X,X,X,X,O,O,X,X,X,X,X,X
LTSZJOI,X,X,X,X,O,O,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,O,O,X,X,X,X,X,X
LTSZOJI,X,O,X,X,O,O,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,X,X,X,X,X,X,X,O
LTSOIZJ,X,O,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,X,X,X,X,O,X,X,X
LTSOJZI,X,O,X,X,X,X,X,X,O,X,X,X
LTSOZIJ,X,O,X,X,X,O,X,X,X,X,X,X
LTSOZJI,X,O,X,X,X,O,X,X,X,X,X,X
LTZIJSO,X,X,X,O,X,X,X,X,X,X,X,O
LTZIJOS,X,X,X,O,X,X,X,O,X,O,X,X
LTZISJO,X,X,X,O,X,O,X,X,X,X,X,O
LTZISOJ,X,O,X,O,X,O,X,X,X,X,X,X
LTZIOJS,X,O,X,O,X,X,X,O,X,X,X,X
LTZIOSJ,X,O,X,O,X,X,X,O,X,X,X,X
LTZJISO,X,X,X,X,X,X,X,X,O,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,O,O,X,X
LTZJSIO,X,X,X,X,O,O,X,X,O,X,X,X
LTZJSOI,X,X,X,X,O,O,X,X,O,X,X,X
LTZJOIS,X,X,X,X,X,X,X,X,O,O,X,X
LTZJOSI,X,X,X,X,X,X,X,X,O,X,X,X
LTZSIJO,X,X,X,X,O,O,X,X,X,X,X,O
LTZSIOJ,X,X,X,X,O,O,X,X,X,X,X,X
LTZSJIO,X,X,X,X,O,O,X,X,X,X,X,X
LTZSJOI,X,X,X,X,O,O,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,O,O,X,X,X,X,X,X
LTZSOJI,X,O,X,X,O,O,X,X,X,X,X,X
LTZOIJS,X,X,X,O,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,X,X,X,O,X,X,X
LTZOJSI,X,O,X,X,X,X,X,X,O,X,X,X
LTZOSIJ,X,O,X,X,X,O,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,O,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,O,O,X,X,O
LTOIJZS,X,O,X,X,X,X,X,O,O,X,X,X
LTOISJZ,X,O,X,X,X,X,X,O,X,X,X,O
LTOISZJ,X,O,X,O,X,X,X,O,X,X,X,X
LTOIZJS,X,O,X,O,X,X,X,O,X,X,X,X
LTOIZSJ,X,O,X,O,X,X,X,O,X,X,X,X
LTOJISZ,X,O,X,X,X,X,X,X,O,X,X,X
LTOJIZS,X,O,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,X,O,X,X,X,X,X,X,O,X,X,X
LTOJSZI,X,O,X,X,X,X,X,X,O,X,X,X
LTOJZIS,X,X,X,X,X,X,X,X,O,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,X,X,X,X,O
LTOSIZJ,X,O,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,X,X,X,X,O,X,X,X
LTOSJZI,X,O,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,X,O,X,X,X,O,X,X,X,X,X,X
LTOSZJI,X,O,X,X,X,O,X,X,X,X,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,X,X,X,O,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,O,X,X,X
LTOZSIJ,X,O,X,X,X,O,X,X,X,X,X,X
LTOZSJI,X,O,X,X,X,O,X,X,X,X,X,X
LITJSZO,X,X,X,O,X,X,X,X,O,X,X,O
LITJSOZ,X,X,X,X,X,X,X,O,O,X,X,O
LITJZSO,X,X,X,O,X,X,X,X,O,X,X,O
LITJZOS,X,X,X,O,X,X,X,O,O,O,X,X
LITJOSZ,X,X,X,X,X,X,X,O,O,X,X,O
LITJOZS,X,X,X,X,X,X,X,O,O,O,X,X
LITSJZO,X,X,X,O,X,X,X,X,X,X,X,O
LITSJOZ,X,X,X,X,X,X,X,O,X,X,X,O
LITSZJO,X,X,X,O,X,O,X,X,X,X,X,O
LITSZOJ,X,O,X,O,X,O,X,X,X,X,X,X
LITSOJZ,X,O,X,X,X,X,X,O,X,X,X,O
LITSOZJ,X,O,X,O,X,X,X,O,X,X,X,X
LITZJSO,X,X,X,O,X,X,X,X,X,X,X,O
LITZJOS,X,X,X,O,X,X,X,O,X,O,X,X
LITZSJO,X,X,X,O,X,O,X,X,X,X,X,O
LITZSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LITZOJS,X,O,X,O,X,X,X,O,X,X,X,X
LITZOSJ,X,O,X,O,X,X,X,O,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,O,O,X,X,O
LITOJZS,X,O,X,X,X,X,X,O,O,X,X,X
LITOSJZ,X,O,X,X,X,X,X,O,X,X,X,O
LITOSZJ,X,O,X,O,X,X,X,O,X,X,X,X
LITOZJS,X,O,X,O,X,X,X,O,X,X,X,X
LITOZSJ,X,O,X,O,X,X,X,O,X,X,X,X
LIJTSZO,X,X,X,O,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,O,O,X,X,X,X
LIJTZSO,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,O,X,X,X,O,X,O,X,X
LIJTOSZ,X,X,X,X,X,X,X,O,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,O,X,O,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,O,X,X,X,X
LIJSZTO,X,X,X,X,X,X,O,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,O,X,X,O,X,X
LIJSOTZ,O,X,X,X,X,X,O,O,X,X,X,X
LIJSOZT,O,X,X,X,X,X,O,O,X,O,X,X
LIJZTSO,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,O,X,O,X,X
LIJZSTO,X,X,X,X,X,X,O,X,X,X,X,X
LIJZSOT,X,X,X,X,X,X,O,X,X,O,X,X
LIJZOTS,X,X,X,O,X,X,X,O,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,O,X,O,X,X
LIJOTSZ,O,X,X,X,X,X,X,O,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,O,X,X
LIJOSTZ,O,X,X,X,X,X,O,O,X,X,X,X
LIJOSZT,O,X,X,X,X,X,O,O,X,O,X,X
LIJOZTS,X,X,X,X,X,X,X,O,X,O,X,X
LIJOZST,O,X,X,X,X,X,X,O,X,O,X,X
LISTJZO,X,X,X,O,X,X,X,X,X,X,X,O
LISTJOZ,X,X,X,X,X,X,X,O,X,X,X,O
LISTZJO,X,X,X,O,X,O,X,X,X,X,X,O
LISTZOJ,X,O,X,O,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,O,X,X,X,O
LISTOZJ,X,O,X,O,X,X,X,O,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O,O,X,X,X,X
LISJZTO,X,X,X,X,X,X,O,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,O,X,X,O,X,X
LISJOTZ,O,X,X,X,X,X,O,O,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,O,X,O,X,X
LISZTJO,X,X,X,O,X,O,X,X,X,X,X,X
LISZTOJ,X,X,X,O,X,O,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,O,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,O,X,X,X,O,X,X
LISZOTJ,X,X,X,O,X,O,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,O,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,O,X,X,X,X
LIZTJSO,X,X,X,O,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,O,X,X,X,O,X,O,X,X
LIZTSJO,X,X,X,O,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,O,X,X,X,X,X,X
