sequence,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFCgBmiB?/qBFmB0nBTrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBfmB?aoBGnB0qBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBGhB?/nBaoBlqBUrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflBlgB?cmBiiBznBWwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB0gB?aoBGnBzqBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBmiB?0nBlqBfrB6rB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB6lB?ThBmiB0nBVwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFThB/nB?aoBFlBUrBGqB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8Jex/IvhFynBOpB?/qBFmB0nBTrB
LZOSJIT,O,O,X,O,O,X,X,O,X
LOTIJSZ,X,X,O,X,O,X,X,X,X
LOTIJZS,X,O,X,X,X,X,X,X,X
LOTISJZ,X,X,O,O,O,X,X,X,X
LOTISZJ,X,X,O,O,X,X,X,X,X
LOTIZJS,X,O,X,X,X,O,X,X,X
LOTIZSJ,X,X,X,O,X,O,X,X,X
LOTJISZ,X,X,O,X,O,X,X,X,X
LOTJIZS,X,O,X,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,O,X,X,X,X
LOTJSZI,X,X,O,X,O,X,X,X,X
LOTJZIS,X,O,X,X,X,X,X,X,X
LOTJZSI,X,O,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,O,O,X,X,X,X
LOTSIZJ,X,X,O,O,X,X,X,X,X
LOTSJIZ,X,X,O,O,O,X,X,X,X
LOTSJZI,X,X,O,O,O,X,X,X,X
LOTSZIJ,X,X,O,O,X,X,X,X,X
LOTSZJI,X,X,O,O,X,X,X,X,X
LOTZIJS,X,O,X,X,X,O,X,X,X
LOTZISJ,X,X,X,O,X,O,X,X,X
LOTZJIS,X,O,X,X,X,O,X,X,X
LOTZJSI,X,O,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X,X
LOTZSJI,X,X,X,O,X,X,X,X,X
LOITJSZ,X,X,O,X,O,X,X,X,X
LOITJZS,X,O,X,X,X,X,X,X,X
LOITSJZ,X,X,O,O,O,X,X,X,X
LOITSZJ,X,X,O,O,X,X,X,X,X
LOITZJS,X,O,X,X,X,O,X,X,X
LOITZSJ,X,X,X,O,X,O,X,X,X
LOIJTSZ,X,X,X,X,O,X,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,X
LOIJSTZ,X,X,O,O,O,X,X,X,X
LOIJSZT,X,O,O,O,O,X,X,X,X
LOIJZTS,X,O,X,X,X,X,X,X,X
LOIJZST,X,O,X,O,O,X,X,X,X
LOISTJZ,X,X,O,O,O,X,X,X,X
LOISTZJ,O,X,O,O,X,X,X,O,X
LOISJTZ,X,X,O,O,O,X,X,X,X
LOISJZT,X,O,O,O,O,X,X,O,X
LOISZTJ,O,X,O,O,X,X,X,O,X
LOISZJT,O,O,O,O,O,X,X,O,X
LOIZTJS,X,O,X,X,X,O,X,X,X
LOIZTSJ,X,X,X,O,X,O,X,O,X
LOIZJTS,X,O,X,X,X,O,X,X,X
LOIZJST,O,O,X,O,O,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,O,X
LOIZSJT,O,O,X,O,O,X,X,O,X
LOJTISZ,X,X,X,X,O,X,X,X,X
LOJTIZS,X,O,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,X,O,X,X,X,X
LOJTSZI,X,X,X,X,O,X,X,X,X
LOJTZIS,X,O,X,X,X,X,X,X,X
LOJTZSI,X,O,X,X,X,X,X,X,X
LOJITSZ,X,X,X,X,O,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,X
LOJISTZ,X,X,O,O,O,X,X,X,O
LOJISZT,X,O,O,O,O,X,X,X,X
LOJIZTS,X,O,X,X,X,X,X,X,X
LOJIZST,X,O,X,O,O,X,X,X,X
LOJSTIZ,X,X,O,O,O,X,X,X,O
LOJSTZI,X,X,X,O,O,X,X,X,O
LOJSITZ,X,X,O,O,O,X,X,X,O
LOJSIZT,X,O,O,O,O,X,X,X,X
LOJSZTI,X,O,X,O,O,X,X,X,X
LOJSZIT,X,O,O,O,O,X,X,X,X
LOJZTIS,X,O,X,X,X,X,X,X,X
LOJZTSI,X,O,X,X,X,X,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,X
LOJZIST,X,O,X,O,O,X,X,X,X
LOJZSTI,X,O,X,O,O,X,X,X,X
LOJZSIT,X,O,X,O,O,X,X,X,X
LOSTIJZ,X,X,O,O,O,X,X,X,X
LOSTIZJ,O,X,O,O,X,X,X,O,X
LOSTJIZ,X,X,O,O,O,X,X,X,O
LOSTJZI,X,X,O,O,O,X,X,X,O
LOSTZIJ,O,X,O,O,X,X,X,O,X
LOSTZJI,O,X,O,O,X,X,X,O,X
LOSITJZ,X,X,O,O,O,X,X,X,X
LOSITZJ,O,X,O,O,X,X,X,O,X
LOSIJTZ,X,X,O,O,O,X,X,X,X
LOSIJZT,X,O,O,O,O,X,X,O,X
LOSIZTJ,O,X,O,O,X,X,X,O,X
LOSIZJT,O,O,O,O,O,X,X,O,X
LOSJTIZ,X,X,O,O,O,X,X,X,O
LOSJTZI,X,X,O,O,O,X,X,X,O
LOSJITZ,X,X,O,O,O,X,X,X,O
LOSJIZT,X,O,O,O,O,X,X,O,X
LOSJZTI,X,O,X,O,O,X,X,O,X
LOSJZIT,X,O,O,O,O,X,X,O,X
LOSZTIJ,O,X,O,O,X,X,X,O,X
LOSZTJI,O,X,O,O,X,X,X,O,X
LOSZITJ,O,X,O,O,X,X,X,O,X
LOSZIJT,O,O,O,O,O,X,X,O,X
LOSZJTI,O,O,X,O,O,X,X,O,X
LOSZJIT,O,O,O,O,O,X,X,O,X
LOZTIJS,X,O,X,X,X,O,X,X,X
LOZTISJ,X,X,X,O,X,O,X,O,X
LOZTJIS,X,O,X,X,X,O,X,X,X
LOZTJSI,X,O,X,X,X,X,X,X,X
LOZTSIJ,X,X,X,O,X,X,X,O,X
LOZTSJI,X,X,X,O,X,X,X,O,X
LOZITJS,X,O,X,X,X,O,X,X,X
LOZITSJ,X,X,X,O,X,O,X,O,X
LOZIJTS,X,O,X,X,X,O,X,X,X
LOZIJST,O,O,X,O,O,X,X,X,X
LOZISTJ,O,X,X,O,X,X,X,O,X
LOZISJT,O,O,X,O,O,X,X,O,X
LOZJTIS,X,O,X,X,X,O,X,X,X
LOZJTSI,X,O,X,X,X,X,X,X,X
LOZJITS,X,O,X,X,X,O,X,X,X
LOZJIST,O,O,X,O,O,X,X,X,X
LOZJSTI,O,O,X,O,O,X,X,X,X
LOZJSIT,O,O,X,O,O,X,X,X,X
LOZSTIJ,O,X,X,O,X,X,X,O,X
LOZSTJI,O,X,X,O,X,X,X,O,X
LOZSITJ,O,X,X,O,X,X,X,O,X
LOZSIJT,O,O,X,O,O,X,X,O,X
LOZSJTI,O,O,X,O,O,X,X,O,X
LOZSJIT,O,O,X,O,O,X,X,O,X
JTILSZO,X,X,O,X,X,X,X,X,O
JTILSOZ,X,X,O,X,O,X,X,X,O
JTILZSO,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X,X,X
JTILOSZ,X,X,O,X,O,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X,X
JTISLZO,X,X,O,X,X,X,X,O,O
JTISLOZ,X,X,O,X,O,X,X,X,O
JTISZLO,X,X,O,X,X,X,X,O,O
JTISZOL,X,X,O,X,X,X,X,O,X
JTISOLZ,X,X,O,X,O,X,X,X,O
JTISOZL,X,X,O,X,O,X,X,X,X
JTIZLSO,X,O,X,X,X,O,X,X,X
JTIZLOS,X,O,X,X,X,O,X,X,X
JTIZSLO,X,O,O,X,X,O,X,O,X
JTIZSOL,X,O,O,X,X,O,X,O,X
JTIZOLS,X,O,X,X,X,O,X,X,X
JTIZOSL,X,O,O,X,X,O,X,O,X
JTIOLSZ,X,X,O,X,O,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,X,X
JTIOSZL,X,X,O,X,O,X,X,X,X
JTIOZLS,X,O,X,X,X,O,X,X,X
JTIOZSL,X,O,O,X,X,O,X,X,X
JTLISZO,X,X,O,X,X,X,X,X,O
JTLISOZ,X,X,O,X,O,X,X,X,O
JTLIZSO,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,X,X,X,X,X
JTLIOSZ,X,X,O,X,O,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,X,X
JTLSIZO,X,X,O,X,X,X,X,X,O
JTLSIOZ,X,X,O,X,O,X,X,X,O
JTLSZIO,X,X,O,X,X,X,X,X,O
JTLSZOI,X,X,O,X,X,X,X,X,O
JTLSOIZ,X,X,O,X,O,X,X,X,O
JTLSOZI,X,X,O,X,O,X,X,X,O
JTLZISO,X,O,X,X,X,X,X,X,X
JTLZIOS,X,O,X,X,X,X,X,X,X
JTLZSIO,X,O,X,X,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,X,X,X
JTLZOIS,X,O,X,X,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,O,X,X,X,X
JTLOIZS,X,O,X,X,X,X,X,X,X
JTLOSIZ,X,X,O,X,O,X,X,X,X
JTLOSZI,X,X,O,X,O,X,X,X,X
JTLOZIS,X,O,X,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X,X
JTSILZO,X,X,O,X,X,X,X,O,O
JTSILOZ,X,X,O,X,O,X,X,X,O
JTSIZLO,X,X,O,X,X,X,X,O,O
JTSIZOL,X,X,O,X,X,X,X,O,X
JTSIOLZ,X,X,O,X,O,X,X,X,O
JTSIOZL,X,X,O,X,O,X,X,X,X
JTSLIZO,X,X,O,X,X,X,X,O,O
JTSLIOZ,X,X,O,X,O,X,X,X,O
JTSLZIO,X,X,O,X,X,X,X,O,O
JTSLZOI,X,X,O,X,X,X,X,O,O
JTSLOIZ,X,X,O,X,O,X,X,X,O
JTSLOZI,X,X,O,X,O,X,X,X,O
JTSZILO,X,X,O,X,X,X,X,O,O
JTSZIOL,X,X,O,X,X,X,X,O,X
JTSZLIO,X,X,O,X,X,X,X,O,O
JTSZLOI,X,X,O,X,X,X,X,O,O
JTSZOIL,X,X,O,X,X,X,X,O,X
JTSZOLI,X,X,O,X,X,X,X,O,X
JTSOILZ,X,X,O,X,O,X,X,X,O
JTSOIZL,X,X,O,X,O,X,X,X,X
JTSOLIZ,X,X,O,X,O,X,X,X,O
JTSOLZI,X,X,O,X,O,X,X,X,O
JTSOZIL,X,X,O,X,O,X,X,X,X
JTSOZLI,X,X,O,X,O,X,X,X,X
JTZILSO,X,O,X,X,X,O,X,X,X
JTZILOS,X,O,X,X,X,O,X,X,X
JTZISLO,X,O,O,X,X,O,X,O,X
JTZISOL,X,O,O,X,X,O,X,O,X
JTZIOLS,X,O,X,X,X,O,X,X,X
JTZIOSL,X,O,O,X,X,O,X,O,X
JTZLISO,X,O,X,X,X,O,X,X,X
JTZLIOS,X,O,X,X,X,O,X,X,X
JTZLSIO,X,O,X,X,X,X,X,X,X
JTZLSOI,X,O,X,X,X,X,X,X,X
JTZLOIS,X,O,X,X,X,O,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X,X
JTZSILO,X,O,O,X,X,O,X,O,X
JTZSIOL,X,O,O,X,X,O,X,O,X
JTZSLIO,X,O,O,X,X,X,X,O,X
JTZSLOI,X,O,O,X,X,X,X,O,X
JTZSOIL,X,O,O,X,X,O,X,O,X
JTZSOLI,X,O,O,X,X,X,X,O,X
JTZOILS,X,O,X,X,X,O,X,X,X
JTZOISL,X,O,O,X,X,O,X,O,X
JTZOLIS,X,O,X,X,X,O,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X,X
JTZOSIL,X,O,O,X,X,O,X,O,X
JTZOSLI,X,O,O,X,X,X,X,O,X
JTOILSZ,X,X,O,X,O,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X
JTOISLZ,X,X,O,X,O,X,X,X,X
JTOISZL,X,X,O,X,O,X,X,X,X
JTOIZLS,X,O,X,X,X,O,X,X,X
JTOIZSL,X,O,O,X,X,O,X,X,X
JTOLISZ,X,X,O,X,O,X,X,X,X
JTOLIZS,X,O,X,X,X,X,X,X,X
JTOLSIZ,X,X,O,X,O,X,X,X,X
JTOLSZI,X,X,O,X,O,X,X,X,X
JTOLZIS,X,O,X,X,X,X,X,X,X
JTOLZSI,X,O,X,X,X,X,X,X,X
JTOSILZ,X,X,O,X,O,X,X,X,X
JTOSIZL,X,X,O,X,O,X,X,X,X
JTOSLIZ,X,X,O,X,O,X,X,X,X
JTOSLZI,X,X,O,X,O,X,X,X,X
JTOSZIL,X,X,O,X,O,X,X,X,X
JTOSZLI,X,X,O,X,O,X,X,X,X
JTOZILS,X,O,X,X,X,O,X,X,X
JTOZISL,X,O,O,X,X,O,X,X,X
JTOZLIS,X,O,X,X,X,O,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X,X
JTOZSIL,X,O,O,X,X,O,X,X,X
JTOZSLI,X,O,O,X,X,X,X,X,X
JITLSZO,X,X,O,X,X,X,X,X,O
JITLSOZ,X,X,O,X,O,X,X,X,O
JITLZSO,X,O,X,X,X,X,X,X,X
JITLZOS,X,O,X,X,X,X,X,X,X
JITLOSZ,X,X,O,X,O,X,X,X,X
JITLOZS,X,O,X,X,X,X,X,X,X
JITSLZO,X,X,O,X,X,X,X,O,O
JITSLOZ,X,X,O,X,O,X,X,X,O
JITSZLO,X,X,O,X,X,X,X,O,O
JITSZOL,X,X,O,X,X,X,X,O,X
JITSOLZ,X,X,O,X,O,X,X,X,O
JITSOZL,X,X,O,X,O,X,X,X,X
JITZLSO,X,O,X,X,X,O,X,X,X
JITZLOS,X,O,X,X,X,O,X,X,X
JITZSLO,X,O,O,X,X,O,X,O,X
JITZSOL,X,O,O,X,X,O,X,O,X
JITZOLS,X,O,X,X,X,O,X,X,X
JITZOSL,X,O,O,X,X,O,X,O,X
JITOLSZ,X,X,O,X,O,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,X,X
JITOSZL,X,X,O,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,O,X,X,X
JITOZSL,X,O,O,X,X,O,X,X,X
JILTSZO,X,X,O,X,X,X,X,X,O
JILTSOZ,X,X,O,X,O,X,X,X,O
JILTZSO,X,O,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,X,X
JILTOSZ,X,X,O,X,O,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,X,X
JILSTZO,O,X,O,O,X,X,X,X,O
JILSTOZ,X,X,O,X,O,X,X,X,O
JILSZTO,O,O,O,O,X,X,X,X,O
JILSZOT,O,O,O,O,O,X,X,X,X
JILSOTZ,X,X,O,X,O,X,X,X,O
JILSOZT,X,O,O,O,O,X,X,X,X
JILZTSO,O,O,X,X,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X
JILZSTO,O,O,X,O,X,X,X,X,O
JILZSOT,O,O,X,X,O,X,X,X,X
JILZOTS,X,O,X,X,X,X,X,X,X
JILZOST,O,O,X,X,O,X,X,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X
JILOTZS,X,O,X,X,X,X,X,X,X
JILOSTZ,X,X,O,X,O,X,X,X,O
JILOSZT,X,O,O,X,O,X,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X
JILOZST,X,O,X,X,O,X,X,X,X
JISTLZO,O,X,O,O,X,X,O,O,O
JISTLOZ,X,X,O,X,O,X,O,X,O
JISTZLO,O,X,O,O,X,X,O,O,O
JISTZOL,O,X,O,O,X,X,O,O,X
JISTOLZ,X,X,O,O,O,X,O,X,O
JISTOZL,X,X,O,O,O,X,O,X,X
JISLTZO,O,X,O,O,X,X,X,O,O
JISLTOZ,X,X,O,X,O,X,X,X,O
JISLZTO,O,O,O,O,X,X,X,O,O
JISLZOT,O,O,O,O,O,X,X,O,X
JISLOTZ,X,X,O,O,O,X,X,X,O
JISLOZT,X,O,O,O,O,X,X,O,X
JISZTLO,O,O,O,O,X,X,O,O,O
JISZTOL,O,O,O,O,X,X,O,O,X
JISZLTO,O,O,O,O,X,X,O,O,O
JISZLOT,O,O,O,O,O,X,X,O,X
JISZOTL,O,O,X,O,O,X,O,O,X
JISZOLT,O,O,O,O,O,X,X,O,X
JISOTLZ,X,X,O,O,O,X,X,X,O
JISOTZL,X,X,O,O,O,X,X,X,X
JISOLTZ,X,X,O,O,O,X,X,X,O
JISOLZT,X,O,O,O,O,X,X,O,X
JISOZTL,X,O,X,O,O,X,X,O,X
JISOZLT,X,O,O,O,O,X,X,O,X
JIZTLSO,O,O,X,X,X,O,X,X,X
JIZTLOS,X,O,X,X,X,O,X,X,X
JIZTSLO,O,O,O,X,X,O,O,O,X
JIZTSOL,O,O,O,X,X,O,O,O,X
JIZTOLS,X,O,X,X,X,O,X,X,X
JIZTOSL,X,O,O,X,X,O,X,O,X
JIZLTSO,O,O,X,X,X,O,X,X,X
JIZLTOS,X,O,X,X,X,O,X,X,X
JIZLSTO,O,O,X,O,X,X,O,X,O
JIZLSOT,O,O,X,X,O,X,X,X,X
JIZLOTS,X,O,X,X,X,O,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X
JIZSTLO,O,O,O,O,X,O,O,O,O
JIZSTOL,O,O,O,O,X,O,O,O,X
JIZSLTO,O,O,O,O,X,X,O,O,O
JIZSLOT,O,O,O,X,O,X,X,O,X
JIZSOTL,O,O,X,O,O,O,O,O,X
JIZSOLT,O,O,O,O,O,X,X,O,X
JIZOTLS,X,O,X,X,X,O,X,X,X
JIZOTSL,X,O,X,X,X,O,X,O,X
JIZOLTS,X,O,X,X,X,O,X,X,X
JIZOLST,O,O,X,O,O,X,X,X,X
JIZOSTL,O,O,X,O,O,O,O,O,X
JIZOSLT,O,O,O,O,O,X,X,O,X
JIOTLSZ,X,X,O,X,O,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,O,X,X,X,X
JIOTSZL,X,X,O,X,O,X,X,X,X
JIOTZLS,X,O,X,X,X,O,X,X,X
JIOTZSL,X,O,O,X,X,O,X,X,X
JIOLTSZ,X,X,X,X,O,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,O,X,X,X,O
JIOLSZT,X,O,O,O,O,X,X,X,X
JIOLZTS,X,O,X,X,X,X,X,X,X
JIOLZST,X,O,X,O,O,X,X,X,X
JIOSTLZ,X,X,O,O,O,X,X,X,O
JIOSTZL,X,X,O,O,O,X,X,X,X
JIOSLTZ,X,X,O,O,O,X,X,X,O
JIOSLZT,X,O,O,O,O,X,X,O,X
JIOSZTL,X,O,X,O,O,X,X,O,X
JIOSZLT,X,O,O,O,O,X,X,O,X
JIOZTLS,X,O,X,X,X,O,X,X,X
JIOZTSL,X,O,X,X,X,O,X,O,X
JIOZLTS,X,O,X,X,X,O,X,X,X
JIOZLST,X,O,X,O,O,X,X,X,X
JIOZSTL,X,O,X,O,O,O,X,O,X
JIOZSLT,X,O,O,O,O,X,X,O,X
JLTISZO,X,X,O,X,X,X,X,X,O
JLTISOZ,X,X,O,X,O,X,X,X,O
JLTIZSO,X,O,X,X,X,X,X,X,X
JLTIZOS,X,O,X,X,X,X,X,X,X
JLTIOSZ,X,X,O,X,O,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,X,X
JLTSIZO,X,X,O,X,X,X,X,X,O
JLTSIOZ,X,X,O,X,O,X,X,X,O
JLTSZIO,X,X,O,X,X,X,X,X,O
JLTSZOI,X,X,O,X,X,X,X,X,O
JLTSOIZ,X,X,O,X,O,X,X,X,O
JLTSOZI,X,X,O,X,O,X,X,X,O
JLTZISO,X,O,X,X,X,X,X,X,X
JLTZIOS,X,O,X,X,X,X,X,X,X
JLTZSIO,X,O,X,X,X,X,X,X,X
JLTZSOI,X,O,X,X,X,X,X,X,X
JLTZOIS,X,O,X,X,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,O,X,X,X,X
JLTOIZS,X,O,X,X,X,X,X,X,X
JLTOSIZ,X,X,O,X,O,X,X,X,X
JLTOSZI,X,X,O,X,O,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,X,X,X,X,X,O
JLITSOZ,X,X,O,X,O,X,X,X,O
JLITZSO,X,O,X,X,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,X,X,X
JLITOSZ,X,X,O,X,O,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,X,X
JLISTZO,O,X,O,O,X,X,X,X,O
JLISTOZ,X,X,O,X,O,X,X,X,O
JLISZTO,O,O,O,O,X,X,X,X,O
JLISZOT,O,O,O,O,O,X,X,X,X
JLISOTZ,X,X,O,X,O,X,X,X,O
JLISOZT,X,O,O,O,O,X,X,X,X
JLIZTSO,O,O,X,X,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X
JLIZSTO,O,O,X,O,X,X,X,X,O
JLIZSOT,O,O,X,X,O,X,X,X,X
JLIZOTS,X,O,X,X,X,X,X,X,X
JLIZOST,O,O,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X
JLIOSTZ,X,X,O,X,O,X,X,X,O
JLIOSZT,X,O,O,X,O,X,X,X,X
JLIOZTS,X,O,X,X,X,X,X,X,X
JLIOZST,X,O,X,X,O,X,X,X,X
JLSTIZO,O,X,O,O,X,X,X,X,O
JLSTIOZ,X,X,O,X,O,X,X,X,O
JLSTZIO,O,X,O,O,X,X,X,X,O
JLSTZOI,O,X,O,O,X,X,X,X,O
JLSTOIZ,X,X,O,X,O,X,X,X,O
JLSTOZI,X,X,O,X,O,X,X,X,O
JLSITZO,O,X,O,O,X,X,X,X,O
JLSITOZ,X,X,O,X,O,X,X,X,O
JLSIZTO,O,O,O,O,X,X,X,X,O
JLSIZOT,O,O,O,O,O,X,X,X,X
JLSIOTZ,X,X,O,X,O,X,X,X,O
JLSIOZT,X,O,O,O,O,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X,X,O
JLSZTOI,O,O,O,O,X,X,X,X,O
JLSZITO,O,O,O,O,X,X,X,X,O
JLSZIOT,O,O,O,O,O,X,X,X,X
JLSZOTI,O,O,X,O,O,X,X,X,X
JLSZOIT,O,O,O,O,O,X,X,X,X
JLSOTIZ,X,X,O,X,O,X,X,X,O
JLSOTZI,X,X,O,X,O,X,X,X,O
JLSOITZ,X,X,O,X,O,X,X,X,O
JLSOIZT,X,O,O,O,O,X,X,X,X
JLSOZTI,X,O,X,O,O,X,X,X,X
JLSOZIT,X,O,O,O,O,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,X,X
JLZTIOS,X,O,X,X,X,X,X,X,X
JLZTSIO,O,O,X,X,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,X,X
JLZTOIS,X,O,X,X,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X
JLZITOS,X,O,X,X,X,X,X,X,X
JLZISTO,O,O,X,O,X,X,X,X,O
JLZISOT,O,O,X,X,O,X,X,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,O
JLZSTOI,O,O,X,X,X,X,X,X,O
JLZSITO,O,O,X,O,X,X,X,X,O
JLZSIOT,O,O,X,X,O,X,X,X,X
JLZSOTI,O,O,X,X,O,X,X,X,X
JLZSOIT,O,O,X,X,O,X,X,X,X
JLZOTIS,X,O,X,X,X,X,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X,X
JLZOITS,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,X,O,X,X,X,X
JLZOSIT,O,O,X,X,O,X,X,X,X
JLOTISZ,X,X,X,X,O,X,X,X,X
JLOTIZS,X,O,X,X,X,X,X,X,X
JLOTSIZ,X,X,X,X,O,X,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X,X
JLOTZIS,X,O,X,X,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X,X,X
JLOITSZ,X,X,X,X,O,X,X,X,X
JLOITZS,X,O,X,X,X,X,X,X,X
JLOISTZ,X,X,O,X,O,X,X,X,O
JLOISZT,X,O,O,X,O,X,X,X,X
JLOIZTS,X,O,X,X,X,X,X,X,X
JLOIZST,X,O,X,X,O,X,X,X,X
JLOSTIZ,X,X,O,X,O,X,X,X,O
JLOSTZI,X,X,X,X,O,X,X,X,O
JLOSITZ,X,X,O,X,O,X,X,X,O
JLOSIZT,X,O,O,X,O,X,X,X,X
JLOSZTI,X,O,X,X,O,X,X,X,X
JLOSZIT,X,O,O,X,O,X,X,X,X
JLOZTIS,X,O,X,X,X,X,X,X,X
JLOZTSI,X,O,X,X,X,X,X,X,X
JLOZITS,X,O,X,X,X,X,X,X,X
JLOZIST,X,O,X,X,O,X,X,X,X
JLOZSTI,X,O,X,X,O,X,X,X,X
JLOZSIT,X,O,X,X,O,X,X,X,X
JSTILZO,O,X,O,O,X,X,O,O,O
JSTILOZ,X,X,O,X,O,X,O,X,O
JSTIZLO,O,X,O,O,X,X,O,O,O
JSTIZOL,O,X,O,O,X,X,O,O,X
JSTIOLZ,X,X,O,O,O,X,O,X,O
JSTIOZL,X,X,O,O,O,X,O,X,X
JSTLIZO,O,X,O,O,X,X,O,O,O
JSTLIOZ,X,X,O,X,O,X,O,X,O
JSTLZIO,O,X,O,O,X,X,O,O,O
JSTLZOI,O,X,O,O,X,X,O,O,O
JSTLOIZ,X,X,O,X,O,X,O,X,O
JSTLOZI,X,X,O,X,O,X,O,X,O
JSTZILO,O,X,O,O,X,X,O,O,O
JSTZIOL,O,X,O,O,X,X,O,O,X
JSTZLIO,O,X,O,O,X,X,O,O,O
JSTZLOI,O,X,O,O,X,X,O,O,O
JSTZOIL,O,X,O,O,X,X,O,O,X
JSTZOLI,O,X,O,O,X,X,O,O,X
JSTOILZ,X,X,O,O,O,X,O,X,O
JSTOIZL,X,X,O,O,O,X,O,X,X
JSTOLIZ,X,X,O,O,O,X,O,X,O
JSTOLZI,X,X,O,O,O,X,O,X,O
JSTOZIL,X,X,O,O,O,X,O,X,X
JSTOZLI,X,X,O,O,O,X,O,X,X
JSITLZO,O,X,O,O,X,X,O,O,O
JSITLOZ,X,X,O,X,O,X,O,X,O
JSITZLO,O,X,O,O,X,X,O,O,O
JSITZOL,O,X,O,O,X,X,O,O,X
JSITOLZ,X,X,O,O,O,X,O,X,O
JSITOZL,X,X,O,O,O,X,O,X,X
JSILTZO,O,X,O,O,X,X,X,O,O
JSILTOZ,X,X,O,X,O,X,X,X,O
JSILZTO,O,O,O,O,X,X,X,O,O
JSILZOT,O,O,O,O,O,X,X,O,X
JSILOTZ,X,X,O,O,O,X,X,X,O
JSILOZT,X,O,O,O,O,X,X,O,X
JSIZTLO,O,O,O,O,X,X,O,O,O
JSIZTOL,O,O,O,O,X,X,O,O,X
JSIZLTO,O,O,O,O,X,X,O,O,O
JSIZLOT,O,O,O,O,O,X,X,O,X
