sequence,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBmhBziB5?oBqrBlsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gB6mBTiBe?oB5oBVxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBlhBaoB5?oBTnBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFUiBGjBFlB6?rB/tBTsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhFlgBiiB5oB0?mBznBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFTiBFlB0mB6?tBXoBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeWFJvhF1mB5oBznBi?lB8rB3sB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBaoB5oBz?mB+sBlrB
JOTISZL,X,O,O,O,X,X,O,O
JOTIZLS,X,O,O,X,X,X,O,X
JOTIZSL,X,O,O,O,X,X,O,X
JOTLISZ,X,O,O,O,X,X,O,O
JOTLIZS,X,O,O,O,X,X,O,X
JOTLSIZ,X,O,O,O,X,X,X,O
JOTLSZI,X,O,O,O,X,X,X,O
JOTLZIS,X,O,O,O,X,X,X,X
JOTLZSI,X,O,O,O,X,X,X,X
JOTSILZ,X,O,O,O,X,X,O,O
JOTSIZL,X,O,O,O,X,X,O,O
JOTSLIZ,X,O,O,O,X,X,X,O
JOTSLZI,X,O,O,O,X,X,X,O
JOTSZIL,X,O,O,O,X,X,X,O
JOTSZLI,X,O,O,O,X,X,X,O
JOTZILS,X,O,O,X,X,X,O,X
JOTZISL,X,O,O,O,X,X,O,X
JOTZLIS,X,O,O,X,X,X,X,X
JOTZLSI,X,O,O,X,X,X,X,X
JOTZSIL,X,O,O,O,X,X,X,X
JOTZSLI,X,O,O,O,X,X,X,X
JOITLSZ,X,O,O,X,X,X,O,O
JOITLZS,X,O,O,X,X,X,O,X
JOITSLZ,X,O,O,X,X,X,O,O
JOITSZL,X,O,O,X,X,X,O,O
JOITZLS,X,O,O,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,O,X
JOILTSZ,X,X,O,X,X,X,O,O
JOILTZS,X,X,O,X,X,X,O,X
JOILSTZ,X,X,O,X,X,X,X,O
JOILSZT,X,X,O,X,X,X,X,O
JOILZTS,X,X,O,X,X,X,X,X
JOILZST,X,X,O,X,X,X,X,O
JOISTLZ,X,O,O,X,X,X,O,O
JOISTZL,X,O,O,X,O,X,O,O
JOISLTZ,X,X,O,X,X,X,X,O
JOISLZT,X,X,O,X,X,X,X,O
JOISZTL,X,O,O,X,O,X,X,O
JOISZLT,X,X,O,X,O,X,X,O
JOIZTLS,X,X,O,X,X,X,O,X
JOIZTSL,X,X,O,X,X,X,O,X
JOIZLTS,X,X,O,X,X,X,X,X
JOIZLST,X,X,O,X,O,X,X,O
JOIZSTL,X,X,O,X,O,X,X,O
JOIZSLT,X,X,O,X,O,X,X,O
JOLTISZ,X,X,O,O,X,X,O,O
JOLTIZS,X,X,O,O,X,X,O,X
JOLTSIZ,X,X,O,O,X,X,X,O
JOLTSZI,X,X,O,O,X,X,X,O
JOLTZIS,X,X,O,O,X,X,X,X
JOLTZSI,X,X,O,O,X,X,X,X
JOLITSZ,X,X,O,X,X,X,O,O
JOLITZS,X,X,O,X,X,X,O,X
JOLISTZ,X,X,O,O,X,X,X,O
JOLISZT,X,X,O,O,X,X,X,O
JOLIZTS,X,X,O,X,X,X,X,X
JOLIZST,X,X,O,O,X,X,X,O
JOLSTIZ,X,X,O,O,X,X,X,O
JOLSTZI,X,X,O,O,X,X,X,O
JOLSITZ,X,X,O,O,X,X,X,O
JOLSIZT,X,X,O,O,X,X,X,O
JOLSZTI,X,X,O,O,X,X,X,O
JOLSZIT,X,X,O,O,X,X,X,O
JOLZTIS,X,X,O,O,X,X,X,X
JOLZTSI,X,X,O,O,X,X,X,X
JOLZITS,X,X,O,X,X,X,X,X
JOLZIST,X,X,O,O,X,X,X,O
JOLZSTI,X,X,O,O,X,X,X,O
JOLZSIT,X,X,O,O,X,X,X,O
JOSTILZ,X,O,O,O,X,X,O,O
JOSTIZL,X,O,O,O,O,X,O,O
JOSTLIZ,X,O,O,O,X,X,X,O
JOSTLZI,X,O,O,O,X,X,X,O
JOSTZIL,X,O,O,O,O,X,X,O
JOSTZLI,X,O,O,O,O,X,X,O
JOSITLZ,X,O,O,O,X,X,O,O
JOSITZL,X,O,O,O,O,X,O,O
JOSILTZ,X,X,O,O,X,X,X,O
JOSILZT,X,X,O,O,X,X,X,O
JOSIZTL,X,O,O,O,O,X,X,O
JOSIZLT,X,X,O,X,O,X,X,O
JOSLTIZ,X,X,O,O,X,X,X,O
JOSLTZI,X,X,O,O,X,X,X,O
JOSLITZ,X,X,O,O,X,X,X,O
JOSLIZT,X,X,O,O,X,X,X,O
JOSLZTI,X,X,O,O,X,X,X,O
JOSLZIT,X,X,O,O,X,X,X,O
JOSZTIL,X,O,O,O,O,X,X,O
JOSZTLI,X,O,O,O,O,X,X,O
JOSZITL,X,O,O,O,O,X,X,O
JOSZILT,X,X,O,X,O,X,X,O
JOSZLTI,X,X,O,O,O,X,X,O
JOSZLIT,X,X,O,O,O,X,X,O
JOZTILS,X,X,O,X,X,X,O,X
JOZTISL,X,X,O,O,X,X,O,X
JOZTLIS,X,X,O,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X
JOZTSIL,X,X,O,O,X,X,X,X
JOZTSLI,X,X,O,O,X,X,X,X
JOZITLS,X,X,O,X,X,X,O,X
JOZITSL,X,X,O,X,X,X,O,X
JOZILTS,X,X,O,X,X,X,X,X
JOZILST,X,X,O,X,O,X,X,O
JOZISTL,X,X,O,X,O,X,X,O
JOZISLT,X,X,O,X,O,X,X,O
JOZLTIS,X,X,O,X,X,X,X,X
JOZLTSI,X,X,O,X,X,X,X,X
JOZLITS,X,X,O,X,X,X,X,X
JOZLIST,X,X,O,X,O,X,X,O
JOZLSTI,X,X,O,X,O,X,X,O
JOZLSIT,X,X,O,X,O,X,X,O
JOZSTIL,X,X,O,O,O,X,X,O
JOZSTLI,X,X,O,O,O,X,X,O
JOZSITL,X,X,O,O,O,X,X,O
JOZSILT,X,X,O,X,O,X,X,O
JOZSLTI,X,X,O,O,O,X,X,O
JOZSLIT,X,X,O,X,O,X,X,O
STILJZO,O,O,O,O,X,X,X,O
STILJOZ,O,O,O,O,X,X,X,O
STILZJO,O,O,O,O,X,X,X,O
STILZOJ,O,O,O,O,O,O,X,X
STILOJZ,O,O,X,O,X,X,X,X
STILOZJ,O,O,X,O,O,X,X,X
STIJLZO,O,O,O,O,X,X,X,O
STIJLOZ,O,O,O,O,X,X,X,O
STIJZLO,X,O,O,O,X,X,X,O
STIJZOL,X,O,O,O,O,X,X,O
STIJOLZ,O,O,O,O,X,X,O,O
STIJOZL,X,O,O,O,O,X,O,O
STIZLJO,O,O,O,O,X,X,X,O
STIZLOJ,O,O,O,O,O,O,X,X
STIZJLO,O,O,O,O,X,X,X,O
STIZJOL,X,O,O,O,O,X,X,O
STIZOLJ,O,O,O,O,O,O,X,X
STIZOJL,X,O,O,O,O,X,X,X
STIOLJZ,O,O,X,O,X,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X
STIOJLZ,O,O,X,O,X,X,O,X
STIOJZL,X,O,X,O,O,X,O,X
STIOZLJ,O,O,X,O,O,X,X,X
STIOZJL,X,O,X,O,O,X,X,X
STLIJZO,O,O,O,O,X,X,X,O
STLIJOZ,O,O,O,O,X,X,X,O
STLIZJO,O,O,O,O,X,X,X,O
STLIZOJ,O,O,O,O,O,O,X,X
STLIOJZ,O,O,X,O,X,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X
STLJIZO,O,O,O,O,X,X,X,O
STLJIOZ,O,O,O,O,X,X,X,O
STLJZIO,O,O,O,O,X,X,X,O
STLJZOI,O,O,O,O,X,X,X,O
STLJOIZ,O,O,O,O,X,X,X,O
STLJOZI,O,O,O,O,X,X,X,O
STLZIJO,O,O,O,O,X,X,X,O
STLZIOJ,O,O,O,O,O,O,X,X
STLZJIO,O,O,O,O,X,X,X,O
STLZJOI,O,O,O,O,X,X,X,O
STLZOIJ,O,O,O,O,O,O,X,X
STLZOJI,O,O,X,O,O,O,X,X
STLOIJZ,O,O,X,O,X,X,X,X
STLOIZJ,O,O,X,O,O,X,X,X
STLOJIZ,O,O,X,O,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X
STLOZJI,O,O,X,O,O,X,X,X
STJILZO,O,O,O,O,X,X,X,O
STJILOZ,O,O,O,O,X,X,X,O
STJIZLO,X,O,O,O,X,X,X,O
STJIZOL,X,O,O,O,O,X,X,O
STJIOLZ,O,O,O,O,X,X,O,O
STJIOZL,X,O,O,O,O,X,O,O
STJLIZO,O,O,O,O,X,X,X,O
STJLIOZ,O,O,O,O,X,X,X,O
STJLZIO,O,O,O,O,X,X,X,O
STJLZOI,O,O,O,O,X,X,X,O
STJLOIZ,O,O,O,O,X,X,X,O
STJLOZI,O,O,O,O,X,X,X,O
STJZILO,X,O,O,O,X,X,X,O
STJZIOL,X,O,O,O,O,X,X,O
STJZLIO,X,O,O,O,X,X,X,O
STJZLOI,X,O,O,O,X,X,X,O
STJZOIL,X,O,O,O,O,X,X,O
STJZOLI,X,O,O,O,O,X,X,O
STJOILZ,O,O,O,O,X,X,O,O
STJOIZL,X,O,O,O,O,X,O,O
STJOLIZ,O,O,O,O,X,X,X,O
STJOLZI,O,O,O,O,X,X,X,O
STJOZIL,X,O,O,O,O,X,X,O
STJOZLI,X,O,O,O,O,X,X,O
STZILJO,O,O,O,O,X,X,X,O
STZILOJ,O,O,O,O,O,O,X,X
STZIJLO,O,O,O,O,X,X,X,O
STZIJOL,X,O,O,O,O,X,X,O
STZIOLJ,O,O,O,O,O,O,X,X
STZIOJL,X,O,O,O,O,X,X,X
STZLIJO,O,O,O,O,X,X,X,O
STZLIOJ,O,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,X,X,X,O
STZLJOI,O,O,O,O,X,X,X,O
STZLOIJ,O,O,O,O,O,O,X,X
STZLOJI,O,O,X,O,O,O,X,X
STZJILO,O,O,O,O,X,X,X,O
STZJIOL,X,O,O,O,O,X,X,O
STZJLIO,O,O,O,O,X,X,X,O
STZJLOI,O,O,O,O,X,X,X,O
STZJOIL,X,O,O,O,O,X,X,O
STZJOLI,X,O,O,O,O,X,X,O
STZOILJ,O,O,O,O,O,O,X,X
STZOIJL,X,O,O,O,O,X,X,X
STZOLIJ,O,O,O,O,O,O,X,X
STZOLJI,O,O,X,O,O,O,X,X
STZOJIL,X,O,O,O,O,X,X,X
STZOJLI,X,O,O,O,O,X,X,X
STOILJZ,O,O,X,O,X,X,X,X
STOILZJ,O,O,X,O,O,X,X,X
STOIJLZ,O,O,X,O,X,X,O,X
STOIJZL,X,O,X,O,O,X,O,X
STOIZLJ,O,O,X,O,O,X,X,X
STOIZJL,X,O,X,O,O,X,X,X
STOLIJZ,O,O,X,O,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X
STOLJIZ,O,O,X,O,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X
STOLZJI,O,O,X,O,O,X,X,X
STOJILZ,O,O,X,O,X,X,O,X
STOJIZL,X,O,X,O,O,X,O,X
STOJLIZ,O,O,X,O,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X
STOJZIL,X,O,X,O,O,X,X,X
STOJZLI,X,O,X,O,O,X,X,X
STOZILJ,O,O,X,O,O,X,X,X
STOZIJL,X,O,X,O,O,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X
STOZLJI,O,O,X,O,O,X,X,X
STOZJIL,X,O,X,O,O,X,X,X
STOZJLI,X,O,X,O,O,X,X,X
SITLJZO,O,O,O,O,X,X,X,O
SITLJOZ,O,O,O,O,X,X,X,O
SITLZJO,O,O,O,O,X,X,X,O
SITLZOJ,O,O,O,O,O,X,X,X
SITLOJZ,O,O,X,O,X,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X
SITJLZO,O,O,O,O,X,X,X,O
SITJLOZ,O,O,O,O,X,X,X,O
SITJZLO,X,O,O,O,X,X,X,O
SITJZOL,X,O,O,O,O,X,X,O
SITJOLZ,O,O,O,O,X,X,O,O
SITJOZL,X,O,O,O,O,X,O,O
SITZLJO,O,O,O,O,X,X,X,O
SITZLOJ,O,O,O,O,O,X,X,X
SITZJLO,O,O,O,O,X,X,X,O
SITZJOL,X,O,O,O,O,X,X,O
SITZOLJ,O,O,O,O,O,X,X,X
SITZOJL,X,O,O,O,O,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X
SITOJLZ,O,O,X,O,X,X,O,X
SITOJZL,X,O,X,O,O,X,O,X
SITOZLJ,O,O,X,O,O,X,X,X
SITOZJL,X,O,X,O,O,X,X,X
SILTJZO,O,O,O,O,X,X,X,O
SILTJOZ,O,O,O,O,X,X,X,O
SILTZJO,O,O,O,O,X,X,X,O
SILTZOJ,O,O,O,O,O,X,X,X
SILTOJZ,O,O,X,O,X,X,X,X
SILTOZJ,O,O,X,O,O,X,X,X
SILJTZO,O,O,O,O,X,X,X,O
SILJTOZ,O,O,O,O,X,X,X,O
SILJZTO,O,O,O,O,X,X,X,O
SILJZOT,O,X,O,O,X,X,X,O
SILJOTZ,O,X,O,O,X,X,X,O
SILJOZT,O,X,O,O,X,X,X,O
SILZTJO,O,O,O,O,X,X,X,O
SILZTOJ,O,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,X,X,X,O
SILZJOT,O,X,O,O,X,X,X,O
SILZOTJ,O,X,O,O,O,X,X,X
SILZOJT,O,X,O,O,O,X,X,O
SILOTJZ,O,X,X,O,X,X,X,X
SILOTZJ,O,X,X,O,O,X,X,X
SILOJTZ,O,X,O,O,X,X,X,O
SILOJZT,O,X,O,O,X,X,X,O
SILOZTJ,O,X,O,O,O,X,X,X
SILOZJT,O,X,O,O,O,X,X,O
SIJTLZO,O,O,O,O,X,X,X,O
SIJTLOZ,O,O,O,O,X,X,X,O
SIJTZLO,X,O,O,O,X,X,X,O
SIJTZOL,X,O,O,O,O,X,X,O
SIJTOLZ,O,O,O,O,X,X,O,O
SIJTOZL,X,O,O,O,O,X,O,O
SIJLTZO,O,O,O,O,X,X,X,O
SIJLTOZ,O,O,O,O,X,X,X,O
SIJLZTO,O,O,O,O,X,X,X,O
SIJLZOT,O,X,O,O,X,X,X,O
SIJLOTZ,O,X,O,X,X,X,X,O
SIJLOZT,O,X,O,O,X,X,X,O
SIJZTLO,O,O,O,X,X,X,X,O
SIJZTOL,X,O,O,X,O,X,X,O
SIJZLTO,O,O,O,X,X,X,X,O
SIJZLOT,O,X,O,X,X,X,X,O
SIJZOTL,X,O,O,X,O,X,X,O
SIJZOLT,O,X,O,X,O,X,X,O
SIJOTLZ,X,O,O,O,X,X,O,O
SIJOTZL,X,O,O,O,O,X,O,O
SIJOLTZ,X,X,O,O,X,X,X,O
SIJOLZT,X,X,O,O,X,X,X,O
SIJOZTL,X,O,O,O,O,X,X,O
SIJOZLT,X,X,O,X,O,X,X,O
SIZTLJO,O,O,O,X,X,X,X,O
SIZTLOJ,O,O,O,X,O,X,X,X
SIZTJLO,O,O,O,X,X,X,X,O
SIZTJOL,X,O,O,X,O,X,X,O
SIZTOLJ,O,O,O,X,O,X,X,X
SIZTOJL,X,O,O,X,O,X,X,X
SIZLTJO,O,O,O,X,X,X,X,O
SIZLTOJ,O,O,O,X,O,X,X,X
SIZLJTO,O,O,O,X,X,X,X,O
SIZLJOT,O,X,O,X,X,X,X,O
SIZLOTJ,O,X,O,X,O,X,X,X
SIZLOJT,O,X,O,X,O,X,X,O
SIZJTLO,O,O,O,X,X,X,X,O
SIZJTOL,X,O,O,X,O,X,X,O
SIZJLTO,O,O,O,X,X,X,X,O
SIZJLOT,O,X,O,X,X,X,X,O
SIZJOTL,X,O,O,X,O,X,X,O
SIZJOLT,O,X,O,X,O,X,X,O
SIZOTLJ,X,O,O,X,O,X,X,X
SIZOTJL,X,O,O,X,O,X,X,X
SIZOLTJ,O,X,O,X,O,X,X,X
SIZOLJT,O,X,O,X,O,X,X,O
SIZOJTL,X,O,O,X,O,X,X,O
SIZOJLT,O,X,O,X,O,X,X,O
SIOTLJZ,O,O,X,O,X,X,X,X
SIOTLZJ,O,O,X,O,O,X,X,X
SIOTJLZ,O,O,X,O,X,X,O,X
SIOTJZL,X,O,X,O,O,X,O,X
SIOTZLJ,O,O,X,O,O,X,X,X
SIOTZJL,X,O,X,O,O,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,X
SIOLTZJ,O,X,X,O,O,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,O
SIOLJZT,O,X,O,O,X,X,X,O
SIOLZTJ,O,X,O,O,O,X,X,X
SIOLZJT,O,X,O,O,O,X,X,O
SIOJTLZ,X,O,O,O,X,X,O,O
SIOJTZL,X,O,O,O,O,X,O,O
SIOJLTZ,X,X,O,O,X,X,X,O
SIOJLZT,X,X,O,O,X,X,X,O
SIOJZTL,X,O,O,O,O,X,X,O
SIOJZLT,X,X,O,X,O,X,X,O
SIOZTLJ,X,O,O,O,O,X,X,X
SIOZTJL,X,O,O,O,O,X,X,X
SIOZLTJ,O,X,O,X,O,X,X,X
SIOZLJT,O,X,O,X,O,X,X,O
SIOZJTL,X,O,O,O,O,X,X,O
SIOZJLT,O,X,O,X,O,X,X,O
SLTIJZO,O,O,O,O,X,X,X,O
SLTIJOZ,O,O,O,O,X,X,X,O
SLTIZJO,O,O,O,O,X,X,X,O
SLTIZOJ,O,O,O,O,O,O,X,X
SLTIOJZ,O,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X
SLTJIZO,O,O,O,O,X,X,X,O
SLTJIOZ,O,O,O,O,X,X,X,O
SLTJZIO,O,O,O,O,X,X,X,O
SLTJZOI,O,O,O,O,X,X,X,O
SLTJOIZ,O,O,O,O,X,X,X,O
SLTJOZI,O,O,O,O,X,X,X,O
SLTZIJO,O,O,O,O,X,X,X,O
SLTZIOJ,O,O,O,O,O,O,X,X
SLTZJIO,O,O,O,O,X,X,X,O
SLTZJOI,O,O,O,O,X,X,X,O
SLTZOIJ,O,O,O,O,O,O,X,X
SLTZOJI,O,O,X,O,O,O,X,X
SLTOIJZ,O,O,X,O,X,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X
SLITJZO,O,O,O,O,X,X,X,O
SLITJOZ,O,O,O,O,X,X,X,O
SLITZJO,O,O,O,O,X,X,X,O
SLITZOJ,O,O,O,O,O,X,X,X
SLITOJZ,O,O,X,O,X,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X
SLIJTZO,O,O,O,O,X,X,X,O
SLIJTOZ,O,O,O,O,X,X,X,O
SLIJZTO,O,O,O,O,X,X,X,O
SLIJZOT,O,X,O,O,X,X,X,O
SLIJOTZ,O,X,O,O,X,X,X,O
SLIJOZT,O,X,O,O,X,X,X,O
SLIZTJO,O,O,O,O,X,X,X,O
SLIZTOJ,O,O,O,O,O,X,X,X
SLIZJTO,O,O,O,O,X,X,X,O
SLIZJOT,O,X,O,O,X,X,X,O
SLIZOTJ,O,X,O,O,O,X,X,X
SLIZOJT,O,X,O,O,O,X,X,O
SLIOTJZ,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,O,O,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,O
SLIOJZT,O,X,O,O,X,X,X,O
SLIOZTJ,O,X,O,O,O,X,X,X
SLIOZJT,O,X,O,O,O,X,X,O
SLJTIZO,O,O,O,O,X,X,X,O
SLJTIOZ,O,O,O,O,X,X,X,O
SLJTZIO,O,O,O,O,X,X,X,O
SLJTZOI,O,O,O,O,X,X,X,O
SLJTOIZ,O,O,O,O,X,X,X,O
SLJTOZI,O,O,O,O,X,X,X,O
SLJITZO,O,O,O,O,X,X,X,O
SLJITOZ,O,O,O,O,X,X,X,O
SLJIZTO,O,O,O,O,X,X,X,O
SLJIZOT,O,X,O,O,X,X,X,O
SLJIOTZ,O,X,O,O,X,X,X,O
SLJIOZT,O,X,O,O,X,X,X,O
SLJZTIO,O,O,O,O,X,X,X,O
SLJZTOI,O,O,O,O,X,X,X,O
SLJZITO,O,O,O,O,X,X,X,O
SLJZIOT,O,X,O,O,X,X,X,O
SLJZOTI,O,X,O,O,X,X,X,O
SLJZOIT,O,X,O,O,X,X,X,O
SLJOTIZ,O,X,O,O,X,X,X,O
SLJOTZI,O,X,O,O,X,X,X,O
SLJOITZ,O,X,O,O,X,X,X,O
SLJOIZT,O,X,O,O,X,X,X,O
SLJOZTI,O,X,O,O,X,X,X,O
SLJOZIT,O,X,O,O,X,X,X,O
SLZTIJO,O,O,O,O,X,X,X,O
SLZTIOJ,O,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,X,X,X,O
SLZTJOI,O,O,O,O,X,X,X,O
SLZTOIJ,O,O,O,O,O,O,X,X
SLZTOJI,O,O,X,O,O,O,X,X
SLZITJO,O,O,O,O,X,X,X,O
SLZITOJ,O,O,O,O,O,X,X,X
SLZIJTO,O,O,O,O,X,X,X,O
SLZIJOT,O,X,O,O,X,X,X,O
SLZIOTJ,O,X,O,O,O,X,X,X
SLZIOJT,O,X,O,O,O,X,X,O
SLZJTIO,O,O,O,O,X,X,X,O
SLZJTOI,O,O,O,O,X,X,X,O
SLZJITO,O,O,O,O,X,X,X,O
SLZJIOT,O,X,O,O,X,X,X,O
SLZJOTI,O,X,O,O,X,X,X,O
SLZJOIT,O,X,O,O,X,X,X,O
SLZOTIJ,O,X,O,O,O,O,X,X
SLZOTJI,O,X,X,O,O,O,X,X
SLZOITJ,O,X,O,O,O,X,X,X
SLZOIJT,O,X,O,O,O,X,X,O
SLZOJTI,O,X,O,O,O,X,X,O
SLZOJIT,O,X,O,O,O,X,X,O
SLOTIJZ,O,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,O,O,X,X,X
SLOTJIZ,O,X,X,O,X,X,X,X
SLOTJZI,O,X,X,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,X
SLOTZJI,O,X,X,O,O,X,X,X
SLOITJZ,O,X,X,O,X,X,X,X
SLOITZJ,O,X,X,O,O,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,O
SLOIJZT,O,X,O,O,X,X,X,O
SLOIZTJ,O,X,O,O,O,X,X,X
SLOIZJT,O,X,O,O,O,X,X,O
SLOJTIZ,O,X,O,O,X,X,X,O
SLOJTZI,O,X,O,O,X,X,X,O
SLOJITZ,O,X,O,O,X,X,X,O
SLOJIZT,O,X,O,O,X,X,X,O
SLOJZTI,O,X,O,O,X,X,X,O
SLOJZIT,O,X,O,O,X,X,X,O
SLOZTIJ,O,X,O,O,O,X,X,X
SLOZTJI,O,X,X,O,O,X,X,X
SLOZITJ,O,X,O,O,O,X,X,X
SLOZIJT,O,X,O,O,O,X,X,O
SLOZJTI,O,X,O,O,O,X,X,O
SLOZJIT,O,X,O,O,O,X,X,O
SJTILZO,O,O,O,O,X,X,X,O
SJTILOZ,O,O,O,O,X,X,X,O
SJTIZLO,X,O,O,O,X,X,X,O
SJTIZOL,X,O,O,O,O,X,X,O
SJTIOLZ,O,O,O,O,X,X,O,O
SJTIOZL,X,O,O,O,O,X,O,O
SJTLIZO,O,O,O,O,X,X,X,O
SJTLIOZ,O,O,O,O,X,X,X,O
SJTLZIO,O,O,O,O,X,X,X,O
SJTLZOI,O,O,O,O,X,X,X,O
SJTLOIZ,O,O,O,O,X,X,X,O
SJTLOZI,O,O,O,O,X,X,X,O
SJTZILO,X,O,O,O,X,X,X,O
SJTZIOL,X,O,O,O,O,X,X,O
SJTZLIO,X,O,O,O,X,X,X,O
SJTZLOI,X,O,O,O,X,X,X,O
SJTZOIL,X,O,O,O,O,X,X,O
SJTZOLI,X,O,O,O,O,X,X,O
SJTOILZ,O,O,O,O,X,X,O,O
SJTOIZL,X,O,O,O,O,X,O,O
SJTOLIZ,O,O,O,O,X,X,X,O
SJTOLZI,O,O,O,O,X,X,X,O
SJTOZIL,X,O,O,O,O,X,X,O
SJTOZLI,X,O,O,O,O,X,X,O
SJITLZO,O,O,O,O,X,X,X,O
SJITLOZ,O,O,O,O,X,X,X,O
SJITZLO,X,O,O,O,X,X,X,O
SJITZOL,X,O,O,O,O,X,X,O
SJITOLZ,O,O,O,O,X,X,O,O
SJITOZL,X,O,O,O,O,X,O,O
SJILTZO,O,O,O,O,X,X,X,O
SJILTOZ,O,O,O,O,X,X,X,O
SJILZTO,O,O,O,O,X,X,X,O
SJILZOT,O,X,O,O,X,X,X,O
SJILOTZ,O,X,O,X,X,X,X,O
SJILOZT,O,X,O,O,X,X,X,O
SJIZTLO,O,O,O,X,X,X,X,O
SJIZTOL,X,O,O,X,O,X,X,O
SJIZLTO,O,O,O,X,X,X,X,O
SJIZLOT,O,X,O,X,X,X,X,O
SJIZOTL,X,O,O,X,O,X,X,O
SJIZOLT,O,X,O,X,O,X,X,O
SJIOTLZ,X,O,O,O,X,X,O,O
SJIOTZL,X,O,O,O,O,X,O,O
SJIOLTZ,X,X,O,O,X,X,X,O
SJIOLZT,X,X,O,O,X,X,X,O
SJIOZTL,X,O,O,O,O,X,X,O
SJIOZLT,X,X,O,X,O,X,X,O
SJLTIZO,O,O,O,O,X,X,X,O
SJLTIOZ,O,O,O,O,X,X,X,O
SJLTZIO,O,O,O,O,X,X,X,O
SJLTZOI,O,O,O,O,X,X,X,O
SJLTOIZ,O,O,O,O,X,X,X,O
SJLTOZI,O,O,O,O,X,X,X,O
SJLITZO,O,O,O,O,X,X,X,O
SJLITOZ,O,O,O,O,X,X,X,O
SJLIZTO,O,O,O,O,X,X,X,O
SJLIZOT,O,X,O,O,X,X,X,O
SJLIOTZ,O,X,O,O,X,X,X,O
SJLIOZT,O,X,O,O,X,X,X,O
SJLZTIO,O,O,O,O,X,X,X,O
SJLZTOI,O,O,O,O,X,X,X,O
SJLZITO,O,O,O,O,X,X,X,O
SJLZIOT,O,X,O,O,X,X,X,O
SJLZOTI,O,X,O,O,X,X,X,O
SJLZOIT,O,X,O,O,X,X,X,O
SJLOTIZ,O,X,O,O,X,X,X,O
SJLOTZI,O,X,O,O,X,X,X,O
SJLOITZ,O,X,O,O,X,X,X,O
SJLOIZT,O,X,O,O,X,X,X,O
SJLOZTI,O,X,O,O,X,X,X,O
SJLOZIT,O,X,O,O,X,X,X,O
SJZTILO,O,O,O,O,X,X,X,O
SJZTIOL,X,O,O,O,O,X,X,O
SJZTLIO,O,O,O,O,X,X,X,O
SJZTLOI,O,O,O,O,X,X,X,O
SJZTOIL,X,O,O,O,O,X,X,O
SJZTOLI,X,O,O,O,O,X,X,O
SJZITLO,O,O,O,X,X,X,X,O
SJZITOL,X,O,O,X,O,X,X,O
SJZILTO,O,O,O,X,X,X,X,O
SJZILOT,O,X,O,X,X,X,X,O
SJZIOTL,X,O,O,X,O,X,X,O
SJZIOLT,O,X,O,X,O,X,X,O
SJZLTIO,O,O,O,O,X,X,X,O
SJZLTOI,O,O,O,O,X,X,X,O
SJZLITO,O,O,O,O,X,X,X,O
SJZLIOT,O,X,O,O,X,X,X,O
SJZLOTI,O,X,O,O,X,X,X,O
SJZLOIT,O,X,O,O,X,X,X,O
SJZOTIL,X,O,O,O,O,X,X,O
SJZOTLI,X,O,O,O,O,X,X,O
