sequence,v115@9gB8HeB8HeA8HeE8DeB8JeTAJvhFihBGjB8sBRqB3r?BFsB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFXiBTjBUmB1sBCm?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFRhBqnBTjBfrBUs?BlrB,v115@9gB8HeB8HeA8HeE8DeB8JeiAJvhFGiBTjB8rBRqB3s?BFrB,v115@9gB8HeB8HeA8HeE8DeB8JemAJvhFTjBXlBSrB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFqlB/mBTjB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeqHJvhFTjBVqBRmBmlBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeSIJvhFVqBRmBmlBznBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeGDJvhFXlBxmB8sBllBas?BTrB
LTZOJIS,X,X,X,X,X,X,O,X,X
LTZOJSI,X,X,O,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,O,X,X
LTZOSJI,X,X,O,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,O,O,X
LTOIJZS,X,X,X,X,X,X,O,O,X
LTOISJZ,X,X,X,X,X,X,O,O,X
LTOISZJ,X,X,X,X,X,X,O,O,X
LTOIZJS,X,X,X,X,X,X,O,O,X
LTOIZSJ,X,X,X,X,X,X,O,O,X
LTOJISZ,X,O,X,X,X,X,O,X,X
LTOJIZS,X,O,X,X,X,X,O,X,X
LTOJSIZ,X,O,O,X,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,O,X,X
LTOJZSI,X,X,O,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,O,X,X
LTOSIZJ,X,O,X,X,X,X,O,X,X
LTOSJIZ,X,O,O,X,X,X,X,X,X
LTOSJZI,X,X,O,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,X,O,X,X
LTOSZJI,X,X,O,X,X,X,X,X,X
LTOZIJS,X,X,X,X,X,X,O,O,X
LTOZISJ,X,X,X,X,X,X,O,O,X
LTOZJIS,X,X,X,X,X,X,O,X,X
LTOZJSI,X,X,O,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,O,X,X
LTOZSJI,X,X,O,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,X,X,O,X
LITJSOZ,X,O,X,X,X,X,X,O,X
LITJZSO,X,O,X,X,X,X,X,O,X
LITJZOS,X,O,X,X,X,X,X,O,X
LITJOSZ,O,O,X,X,X,X,O,O,X
LITJOZS,O,O,X,X,X,X,O,O,X
LITSJZO,X,O,X,X,X,X,X,O,X
LITSJOZ,O,O,X,O,X,X,X,O,X
LITSZJO,O,O,X,O,X,X,X,O,X
LITSZOJ,O,O,X,O,X,X,X,O,X
LITSOJZ,O,O,X,O,X,X,O,O,X
LITSOZJ,O,O,X,O,X,X,O,O,X
LITZJSO,X,O,X,X,X,X,X,O,X
LITZJOS,O,O,X,X,X,X,O,O,X
LITZSJO,X,O,X,X,X,X,X,O,X
LITZSOJ,X,O,X,X,X,X,O,O,X
LITZOJS,O,O,X,X,X,X,O,O,X
LITZOSJ,X,O,X,X,X,X,O,O,X
LITOJSZ,O,O,X,X,X,X,O,O,X
LITOJZS,O,O,X,X,X,X,O,O,X
LITOSJZ,O,O,X,O,X,X,O,O,X
LITOSZJ,O,O,X,O,X,X,O,O,X
LITOZJS,O,O,X,X,X,X,O,O,X
LITOZSJ,X,O,X,X,X,X,O,O,X
LIJTSZO,X,O,X,X,X,O,X,X,X
LIJTSOZ,X,O,X,X,X,O,X,X,X
LIJTZSO,X,O,X,X,X,O,X,X,X
LIJTZOS,X,O,X,X,X,O,X,X,X
LIJTOSZ,O,O,X,X,X,O,X,X,X
LIJTOZS,O,O,X,X,X,O,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X
LIJSTOZ,O,X,O,O,X,O,X,X,X
LIJSZTO,O,X,O,O,X,O,X,X,X
LIJSZOT,O,X,O,O,X,O,X,X,X
LIJSOTZ,O,X,O,O,X,O,X,X,X
LIJSOZT,O,X,O,O,X,O,X,X,X
LIJZTSO,X,O,X,X,X,O,X,X,X
LIJZTOS,O,O,X,X,X,O,X,X,X
LIJZSTO,O,X,O,X,X,O,X,X,X
LIJZSOT,O,X,O,X,X,O,X,X,X
LIJZOTS,O,X,X,X,X,O,X,X,X
LIJZOST,O,X,O,X,X,O,X,X,X
LIJOTSZ,O,O,X,X,X,O,X,X,X
LIJOTZS,O,O,X,X,X,O,X,X,X
LIJOSTZ,O,X,O,O,X,O,X,X,X
LIJOSZT,O,X,O,O,X,O,X,X,X
LIJOZTS,O,X,X,X,X,O,X,X,X
LIJOZST,O,X,O,X,X,O,X,X,X
LISTJZO,X,X,X,X,O,X,X,X,X
LISTJOZ,O,X,X,O,O,X,X,X,X
LISTZJO,O,X,X,O,O,X,X,X,X
LISTZOJ,O,X,X,O,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X
LISTOZJ,O,X,X,O,O,X,X,X,X
LISJTZO,X,X,X,X,O,X,X,X,X
LISJTOZ,O,X,O,O,O,X,X,X,X
LISJZTO,O,X,O,O,O,X,X,X,X
LISJZOT,O,X,O,O,O,X,X,X,X
LISJOTZ,O,X,O,O,O,X,X,X,X
LISJOZT,O,X,O,O,O,X,X,X,X
LISZTJO,O,X,X,O,O,X,X,X,X
LISZTOJ,O,X,X,O,O,X,X,X,X
LISZJTO,O,X,O,O,O,X,X,X,X
LISZJOT,O,X,O,O,O,X,X,X,X
LISZOTJ,O,X,X,O,O,X,X,X,X
LISZOJT,O,X,O,O,O,X,X,X,X
LISOTJZ,O,X,X,O,O,X,X,X,X
LISOTZJ,O,X,X,O,O,X,X,X,X
LISOJTZ,O,X,O,O,O,X,X,X,X
LISOJZT,O,X,O,O,O,X,X,X,X
LISOZTJ,O,X,X,O,O,X,X,X,X
LISOZJT,O,X,O,O,O,X,X,X,X
LIZTJSO,X,O,X,X,X,X,X,O,X
LIZTJOS,O,O,X,X,X,X,O,O,X
LIZTSJO,X,O,X,X,X,X,X,O,X
LIZTSOJ,X,O,X,X,X,X,O,O,X
LIZTOJS,O,O,X,X,X,X,O,O,X
LIZTOSJ,X,O,X,X,X,X,O,O,X
LIZJTSO,X,O,X,X,X,O,X,X,X
LIZJTOS,O,O,X,X,X,O,X,X,X
LIZJSTO,O,X,O,X,X,O,X,X,X
LIZJSOT,O,X,O,X,X,O,X,X,X
LIZJOTS,O,X,X,X,X,O,X,X,X
LIZJOST,O,X,O,X,X,O,X,X,X
LIZSTJO,O,X,X,O,O,X,X,X,X
LIZSTOJ,O,X,X,O,O,X,X,X,X
LIZSJTO,O,X,O,O,O,X,X,X,X
LIZSJOT,O,X,O,O,O,X,X,X,X
LIZSOTJ,O,X,X,O,O,X,X,X,X
LIZSOJT,O,X,O,O,O,X,X,X,X
LIZOTJS,O,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,X,X,O,X,X
LIZOJTS,O,X,X,X,X,O,X,X,X
LIZOJST,O,X,O,X,X,O,X,X,X
LIZOSTJ,O,X,X,O,O,X,X,X,X
LIZOSJT,O,X,O,O,O,X,X,X,X
LIOTJSZ,O,O,X,X,X,X,O,X,X
LIOTJZS,O,O,X,X,X,X,O,X,X
LIOTSJZ,O,O,X,O,X,X,O,X,X
LIOTSZJ,O,O,X,O,X,X,O,X,X
LIOTZJS,O,O,X,X,X,X,O,X,X
LIOTZSJ,X,O,X,X,X,X,O,X,X
LIOJTSZ,O,O,X,X,X,O,X,X,X
LIOJTZS,O,O,X,X,X,O,X,X,X
LIOJSTZ,O,X,O,O,X,O,X,X,X
LIOJSZT,O,X,O,O,X,O,X,X,X
LIOJZTS,O,X,X,X,X,O,X,X,X
LIOJZST,O,X,O,X,X,O,X,X,X
LIOSTJZ,O,X,X,O,O,X,X,X,X
LIOSTZJ,O,X,X,O,O,X,X,X,X
LIOSJTZ,O,X,O,O,O,X,X,X,X
LIOSJZT,O,X,O,O,O,X,X,X,X
LIOSZTJ,O,X,X,O,O,X,X,X,X
LIOSZJT,O,X,O,O,O,X,X,X,X
LIOZTJS,O,X,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,X,O,X,X
LIOZJTS,O,X,X,X,X,O,X,X,X
LIOZJST,O,X,O,X,X,O,X,X,X
LIOZSTJ,O,X,X,O,O,X,X,X,X
LIOZSJT,O,X,O,O,O,X,X,X,X
LJTISZO,X,O,X,X,X,O,X,O,X
LJTISOZ,X,O,X,X,X,O,X,O,X
LJTIZSO,X,O,X,X,X,O,X,O,X
LJTIZOS,X,O,X,X,X,O,X,O,X
LJTIOSZ,X,O,X,X,X,O,O,O,X
LJTIOZS,X,O,X,X,X,O,O,O,X
LJTSIZO,X,O,X,X,X,O,X,X,X
LJTSIOZ,X,O,O,X,X,O,X,X,X
LJTSZIO,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,O,X,X,X
LJTSOIZ,X,O,O,X,X,O,X,X,X
LJTSOZI,X,X,O,X,X,O,X,X,X
LJTZISO,X,X,X,X,X,X,X,O,X
LJTZIOS,X,X,X,X,X,X,O,O,X
LJTZSIO,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,O,X,X,X
LJTZOIS,X,X,X,X,X,X,O,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X
LJTOISZ,X,O,X,X,X,O,O,X,X
LJTOIZS,X,O,X,X,X,O,O,X,X
LJTOSIZ,X,O,O,X,X,O,X,X,X
LJTOSZI,X,X,O,X,X,O,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X
LJTOZSI,X,X,O,X,X,O,X,X,X
LJITSZO,X,O,X,X,X,O,X,X,X
LJITSOZ,X,O,X,X,X,O,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X
LJITZOS,X,O,X,X,X,O,X,X,X
LJITOSZ,O,O,X,X,X,O,X,X,X
LJITOZS,O,O,X,X,X,O,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,X
LJISTOZ,O,X,O,X,X,O,X,X,X
LJISZTO,X,X,O,X,X,O,X,X,X
LJISZOT,O,X,O,X,X,O,X,X,X
LJISOTZ,O,X,O,X,X,O,X,X,X
LJISOZT,O,X,O,X,X,O,X,X,X
LJIZTSO,X,O,X,X,X,O,X,X,X
LJIZTOS,O,O,X,X,X,O,X,X,X
LJIZSTO,O,X,O,X,X,O,X,X,X
LJIZSOT,O,X,O,X,X,O,X,X,X
LJIZOTS,O,X,X,X,X,O,X,X,X
LJIZOST,O,X,O,X,X,O,X,X,X
LJIOTSZ,O,O,X,X,X,O,X,X,X
LJIOTZS,O,O,X,X,X,O,X,X,X
LJIOSTZ,O,X,O,X,X,O,X,X,X
LJIOSZT,O,X,O,X,X,O,X,X,X
LJIOZTS,O,X,X,X,X,O,X,X,X
LJIOZST,O,X,O,X,X,O,X,X,X
LJSTIZO,X,X,X,X,X,O,X,X,X
LJSTIOZ,X,X,O,X,X,O,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,O,X,X,X
LJSTOIZ,X,X,O,X,X,O,X,X,X
LJSTOZI,X,X,O,X,X,O,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X
LJSITOZ,X,X,O,X,X,O,X,X,X
LJSIZTO,X,X,O,X,X,O,X,X,X
LJSIZOT,X,X,O,X,X,O,X,X,X
LJSIOTZ,X,X,O,X,X,O,X,X,X
LJSIOZT,X,X,O,X,X,O,X,X,X
LJSZTIO,X,X,O,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,O,X,X,X
LJSZITO,X,X,O,X,X,O,X,X,O
LJSZIOT,X,X,O,X,X,O,X,X,O
LJSZOTI,X,X,O,X,X,O,X,X,X
LJSZOIT,X,X,O,X,X,O,X,X,O
LJSOTIZ,X,X,O,X,X,O,X,X,X
LJSOTZI,X,X,O,X,X,O,X,X,X
LJSOITZ,X,X,O,X,X,O,X,X,X
LJSOIZT,X,X,O,X,X,O,X,X,X
LJSOZTI,X,X,O,X,X,O,X,X,X
LJSOZIT,X,X,O,X,X,O,X,X,O
LJZTISO,X,X,X,X,X,X,X,O,X
LJZTIOS,X,X,X,X,X,X,O,O,X
LJZTSIO,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,O,X,X,X
LJZTOIS,X,X,X,X,X,X,O,X,X
LJZTOSI,X,X,O,X,X,O,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X
LJZITOS,O,X,X,X,X,O,X,X,X
LJZISTO,O,X,O,X,X,O,X,X,O
LJZISOT,O,X,O,X,X,O,X,X,O
LJZIOTS,O,X,X,X,X,O,X,X,X
LJZIOST,O,X,O,X,X,O,X,X,X
LJZSTIO,X,X,O,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,O,X,X,X
LJZSITO,X,X,O,X,X,O,X,X,O
LJZSIOT,X,X,O,X,X,O,X,X,O
LJZSOTI,X,X,O,X,X,O,X,X,X
LJZSOIT,X,X,O,X,X,O,X,X,O
LJZOTIS,X,X,X,X,X,X,O,X,X
LJZOTSI,X,X,O,X,X,O,X,X,X
LJZOITS,X,X,X,X,X,O,X,X,X
LJZOIST,X,X,O,X,X,O,X,X,O
LJZOSTI,X,X,O,X,X,O,X,X,X
LJZOSIT,X,X,O,X,X,O,X,X,O
LJOTISZ,X,O,X,X,X,O,O,X,X
LJOTIZS,X,O,X,X,X,O,O,X,X
LJOTSIZ,X,O,O,X,X,O,X,X,X
LJOTSZI,X,X,O,X,X,O,X,X,X
LJOTZIS,X,X,X,X,X,X,O,X,X
LJOTZSI,X,X,O,X,X,O,X,X,X
LJOITSZ,X,O,X,X,X,O,X,X,X
LJOITZS,X,O,X,X,X,O,X,X,X
LJOISTZ,X,X,O,X,X,O,X,X,X
LJOISZT,X,X,O,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,O,X,X,X
LJOIZST,X,X,O,X,X,O,X,X,X
LJOSTIZ,X,X,O,X,X,O,X,X,X
LJOSTZI,X,X,O,X,X,O,X,X,X
LJOSITZ,X,X,O,X,X,O,X,X,X
LJOSIZT,X,X,O,X,X,O,X,X,X
LJOSZTI,X,X,O,X,X,O,X,X,X
LJOSZIT,X,X,O,X,X,O,X,X,O
LJOZTIS,X,X,X,X,X,X,O,X,X
LJOZTSI,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,X,X,X,O,X,X,X
LJOZIST,X,X,O,X,X,O,X,X,O
LJOZSTI,X,X,O,X,X,O,X,X,X
LJOZSIT,X,X,O,X,X,O,X,X,O
LSTIJZO,X,X,X,X,O,X,X,O,X
LSTIJOZ,X,X,X,X,O,X,X,O,X
LSTIZJO,X,X,X,X,O,X,X,O,X
LSTIZOJ,X,X,X,X,O,X,X,O,X
LSTIOJZ,X,X,X,X,O,X,O,O,X
LSTIOZJ,X,X,X,X,O,X,O,O,X
LSTJIZO,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,O,X,X,X,X
LSTJZIO,X,X,O,X,X,X,X,X,X
LSTJZOI,X,X,O,X,O,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,X,X,X
LSTJOZI,X,X,O,X,O,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,O,X
LSTZIOJ,X,X,X,X,X,X,O,O,X
LSTZJIO,X,X,O,X,X,X,X,X,X
LSTZJOI,X,X,O,X,O,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,O,X,X,X,X
LSTOIJZ,X,X,X,X,O,X,O,X,X
LSTOIZJ,X,X,X,X,O,X,O,X,X
LSTOJIZ,X,X,O,X,O,X,X,X,X
LSTOJZI,X,X,O,X,O,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,O,X,X
LSTOZJI,X,X,O,X,O,X,X,X,X
LSITJZO,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,X,O,O,X,X,X,X
LSITZJO,X,X,X,O,O,X,X,X,X
LSITZOJ,X,X,X,O,O,X,X,X,X
LSITOJZ,X,X,X,O,O,X,X,X,X
LSITOZJ,X,X,X,O,O,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,O,O,X,X,X,X
LSIJZTO,X,X,O,O,O,X,X,X,X
LSIJZOT,X,X,O,O,O,X,X,X,X
LSIJOTZ,X,X,O,O,O,X,X,X,X
LSIJOZT,X,X,O,O,O,X,X,X,X
LSIZTJO,X,X,X,O,O,X,X,X,X
LSIZTOJ,X,X,X,O,O,X,X,X,X
LSIZJTO,X,X,O,O,O,X,X,X,X
LSIZJOT,X,X,O,O,O,X,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,X,X
LSIZOJT,X,X,O,O,O,X,X,X,X
LSIOTJZ,X,X,X,O,O,X,X,X,X
LSIOTZJ,X,X,X,O,O,X,X,X,X
LSIOJTZ,X,X,O,O,O,X,X,X,X
LSIOJZT,X,X,O,O,O,X,X,X,X
LSIOZTJ,X,X,X,O,O,X,X,X,X
LSIOZJT,X,X,O,O,O,X,X,X,X
LSJTIZO,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,X,X,X
LSJTZIO,X,X,O,X,X,X,X,X,X
LSJTZOI,X,X,O,X,O,X,X,X,X
LSJTOIZ,X,X,O,X,O,X,X,X,X
LSJTOZI,X,X,O,X,O,X,X,X,X
LSJITZO,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,O,O,O,X,X,X,X
LSJIZTO,X,X,O,X,O,X,X,X,X
LSJIZOT,X,X,O,O,O,X,X,X,X
LSJIOTZ,X,X,O,O,O,X,X,X,X
LSJIOZT,X,X,O,O,O,X,X,X,X
LSJZTIO,X,X,O,X,X,X,X,X,X
LSJZTOI,X,X,O,X,O,X,X,X,X
LSJZITO,X,X,O,O,O,X,X,X,O
LSJZIOT,X,X,O,O,O,X,X,X,O
LSJZOTI,X,X,O,X,O,X,X,X,X
LSJZOIT,X,X,O,O,O,X,X,X,O
LSJOTIZ,X,X,O,X,O,X,X,X,X
LSJOTZI,X,X,O,X,O,X,X,X,X
LSJOITZ,X,X,O,O,O,X,X,X,X
LSJOIZT,X,X,O,O,O,X,X,X,X
LSJOZTI,X,X,O,X,O,X,X,X,X
LSJOZIT,X,X,O,O,O,X,X,X,O
LSZTIJO,X,X,X,X,X,X,X,O,X
LSZTIOJ,X,X,X,X,X,X,O,O,X
LSZTJIO,X,X,O,X,X,X,X,X,X
LSZTJOI,X,X,O,X,O,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,O,X,X
LSZTOJI,X,X,O,X,O,X,X,X,X
LSZITJO,X,X,X,O,O,X,X,X,X
LSZITOJ,X,X,X,O,O,X,X,X,X
LSZIJTO,X,X,O,O,O,X,X,X,O
LSZIJOT,X,X,O,O,O,X,X,X,O
LSZIOTJ,X,X,X,O,O,X,X,X,X
LSZIOJT,X,X,O,O,O,X,X,X,X
LSZJTIO,X,X,O,X,X,X,X,X,X
LSZJTOI,X,X,O,X,O,X,X,X,X
LSZJITO,X,X,O,O,O,X,X,X,O
LSZJIOT,X,X,O,O,O,X,X,X,O
LSZJOTI,X,X,O,X,O,X,X,X,X
LSZJOIT,X,X,O,O,O,X,X,X,O
LSZOTIJ,X,X,X,X,X,X,O,X,X
LSZOTJI,X,X,O,X,O,X,X,X,X
LSZOITJ,X,X,X,O,O,X,X,X,X
LSZOIJT,X,X,O,O,O,X,X,X,O
LSZOJTI,X,X,O,X,O,X,X,X,X
LSZOJIT,X,X,O,O,O,X,X,X,O
LSOTIJZ,X,X,X,X,O,X,O,X,X
LSOTIZJ,X,X,X,X,O,X,O,X,X
LSOTJIZ,X,X,O,X,O,X,X,X,X
LSOTJZI,X,X,O,X,O,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,O,X,X
LSOTZJI,X,X,O,X,O,X,X,X,X
LSOITJZ,X,X,X,O,O,X,X,X,X
LSOITZJ,X,X,X,O,O,X,X,X,X
LSOIJTZ,X,X,O,O,O,X,X,X,X
LSOIJZT,X,X,O,O,O,X,X,X,X
LSOIZTJ,X,X,X,O,O,X,X,X,X
LSOIZJT,X,X,O,O,O,X,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X,X
LSOJTZI,X,X,O,X,O,X,X,X,X
LSOJITZ,X,X,O,O,O,X,X,X,X
LSOJIZT,X,X,O,O,O,X,X,X,X
LSOJZTI,X,X,O,X,O,X,X,X,X
LSOJZIT,X,X,O,O,O,X,X,X,O
LSOZTIJ,X,X,X,X,X,X,O,X,X
LSOZTJI,X,X,O,X,O,X,X,X,X
LSOZITJ,X,X,X,O,O,X,X,X,X
LSOZIJT,X,X,O,O,O,X,X,X,O
LSOZJTI,X,X,O,X,O,X,X,X,X
LSOZJIT,X,X,O,O,O,X,X,X,O
LZTIJSO,X,X,X,X,X,X,X,O,X
LZTIJOS,X,X,X,X,X,X,O,O,X
LZTISJO,X,X,X,X,X,X,X,O,X
LZTISOJ,X,X,X,X,X,X,O,O,X
LZTIOJS,X,X,X,X,X,X,O,O,X
LZTIOSJ,X,X,X,X,X,X,O,O,X
LZTJISO,X,X,X,X,X,X,X,O,X
LZTJIOS,X,X,X,X,X,X,O,O,X
LZTJSIO,X,X,O,X,X,X,X,X,X
LZTJSOI,X,X,O,X,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,O,X,X
LZTJOSI,X,X,O,X,X,X,X,X,X
LZTSIJO,X,X,X,X,X,X,X,O,X
LZTSIOJ,X,X,X,X,X,X,O,O,X
LZTSJIO,X,X,O,X,X,X,X,X,X
LZTSJOI,X,X,O,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,O,X,X
LZTSOJI,X,X,O,X,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,O,O,X
LZTOISJ,X,X,X,X,X,X,O,O,X
LZTOJIS,X,X,X,X,X,X,O,X,X
LZTOJSI,X,X,O,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,O,X,X
LZTOSJI,X,X,O,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X,O,X
LZITJOS,O,X,X,X,X,X,O,O,X
LZITSJO,X,X,X,X,X,X,X,O,X
LZITSOJ,X,X,X,X,X,X,O,O,X
LZITOJS,O,X,X,X,X,X,O,O,X
LZITOSJ,X,X,X,X,X,X,O,O,X
LZIJTSO,X,X,X,X,X,O,X,X,X
LZIJTOS,O,X,X,X,X,O,X,X,X
LZIJSTO,O,X,O,X,X,O,X,X,O
LZIJSOT,O,X,O,X,X,O,X,X,O
LZIJOTS,O,X,X,X,X,O,X,X,X
LZIJOST,O,X,O,X,X,O,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,X
LZISTOJ,O,X,X,X,O,X,X,X,X
LZISJTO,O,X,O,X,O,X,X,X,O
LZISJOT,O,X,O,X,O,X,X,X,O
LZISOTJ,O,X,X,X,O,X,X,X,X
LZISOJT,O,X,O,X,O,X,X,X,X
LZIOTJS,O,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,X,X,O,X,X
LZIOJTS,O,X,X,X,X,O,X,X,X
LZIOJST,O,X,O,X,X,O,X,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,X
LZIOSJT,O,X,O,X,O,X,X,X,X
LZJTISO,X,X,X,X,X,X,X,O,X
LZJTIOS,X,X,X,X,X,X,O,O,X
LZJTSIO,X,X,O,X,X,X,X,X,X
LZJTSOI,X,X,O,X,X,O,X,X,X
LZJTOIS,X,X,X,X,X,X,O,X,X
LZJTOSI,X,X,O,X,X,O,X,X,X
LZJITSO,X,X,X,X,X,O,X,X,X
LZJITOS,O,X,X,X,X,O,X,X,X
LZJISTO,O,X,O,X,X,O,X,X,O
LZJISOT,O,X,O,X,X,O,X,X,O
LZJIOTS,O,X,X,X,X,O,X,X,X
LZJIOST,O,X,O,X,X,O,X,X,X
LZJSTIO,X,X,O,X,X,X,X,X,X
LZJSTOI,X,X,O,X,X,O,X,X,X
LZJSITO,X,X,O,X,X,X,X,X,O
LZJSIOT,X,X,O,X,X,O,X,X,O
LZJSOTI,X,X,O,X,X,O,X,X,X
LZJSOIT,X,X,O,X,X,O,X,X,O
LZJOTIS,X,X,X,X,X,X,O,X,X
LZJOTSI,X,X,O,X,X,O,X,X,X
LZJOITS,X,X,X,X,X,O,X,X,X
LZJOIST,X,X,O,X,X,O,X,X,O
LZJOSTI,X,X,O,X,X,O,X,X,X
LZJOSIT,X,X,O,X,X,O,X,X,O
LZSTIJO,X,X,X,X,X,X,X,O,X
LZSTIOJ,X,X,X,X,X,X,O,O,X
LZSTJIO,X,X,O,X,X,X,X,X,X
LZSTJOI,X,X,O,X,O,X,X,X,X
LZSTOIJ,X,X,X,X,X,X,O,X,X
LZSTOJI,X,X,O,X,O,X,X,X,X
LZSITJO,X,X,X,X,O,X,X,X,X
LZSITOJ,X,X,X,X,O,X,X,X,X
LZSIJTO,X,X,O,X,O,X,X,X,O
LZSIJOT,X,X,O,X,O,X,X,X,O
LZSIOTJ,X,X,X,X,O,X,X,X,X
LZSIOJT,X,X,O,X,O,X,X,X,X
LZSJTIO,X,X,O,X,X,X,X,X,X
LZSJTOI,X,X,O,X,O,X,X,X,X
LZSJITO,X,X,O,X,X,X,X,X,O
LZSJIOT,X,X,O,X,O,X,X,X,O
LZSJOTI,X,X,O,X,O,X,X,X,X
LZSJOIT,X,X,O,X,O,X,X,X,O
LZSOTIJ,X,X,X,X,X,X,O,X,X
LZSOTJI,X,X,O,X,O,X,X,X,X
LZSOITJ,X,X,X,X,O,X,X,X,X
LZSOIJT,X,X,O,X,O,X,X,X,O
LZSOJTI,X,X,O,X,O,X,X,X,X
LZSOJIT,X,X,O,X,O,X,X,X,O
LZOTIJS,X,X,X,X,X,X,O,O,X
LZOTISJ,X,X,X,X,X,X,O,O,X
LZOTJIS,X,X,X,X,X,X,O,X,X
LZOTJSI,X,X,O,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,O,X,X
LZOTSJI,X,X,O,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,O,X,X
LZOITSJ,X,X,X,X,X,X,O,X,X
LZOIJTS,X,X,X,X,X,O,X,X,X
LZOIJST,X,X,O,X,X,O,X,X,O
LZOISTJ,X,X,X,X,O,X,X,X,X
LZOISJT,X,X,O,X,O,X,X,X,O
LZOJTIS,X,X,X,X,X,X,O,X,X
LZOJTSI,X,X,O,X,X,O,X,X,X
LZOJITS,X,X,X,X,X,O,X,X,X
LZOJIST,X,X,O,X,X,O,X,X,O
LZOJSTI,X,X,O,X,X,O,X,X,X
LZOJSIT,X,X,O,X,X,O,X,X,O
LZOSTIJ,X,X,X,X,X,X,O,X,X
LZOSTJI,X,X,O,X,O,X,X,X,X
LZOSITJ,X,X,X,X,O,X,X,X,X
LZOSIJT,X,X,O,X,O,X,X,X,O
LZOSJTI,X,X,O,X,O,X,X,X,X
LZOSJIT,X,X,O,X,O,X,X,X,O
LOTIJSZ,X,X,X,X,X,X,O,O,X
LOTIJZS,X,X,X,X,X,X,O,O,X
LOTISJZ,X,X,X,X,X,X,O,O,X
LOTISZJ,X,X,X,X,X,X,O,O,X
LOTIZJS,X,X,X,X,X,X,O,O,X
LOTIZSJ,X,X,X,X,X,X,O,O,X
LOTJISZ,X,O,X,X,X,X,O,X,X
LOTJIZS,X,O,X,X,X,X,O,X,X
LOTJSIZ,X,O,O,X,X,X,X,X,X
LOTJSZI,X,X,O,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,O,X,X
LOTJZSI,X,X,O,X,X,X,X,X,X
