sequence,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBcnBTjBWx?BFtB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBFjBTnBct?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBziB+oB8r?B1xB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF3hBGjBVsBUoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeTDJvhFOpBxmB0kBFsBXt?BCsB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mBxiB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhFCjB0kBVsBToBOp?BRxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhF0kBxnBOpBzrBFt?BCtB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mB8nB+oBXnBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFFiB0mBGoBXoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFxiBlmB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkBGjB0mBlnBXt?BzrB,v115@/gC8GeB8IeB8FeD8DeA8Je1GJvhFxiBOpBCoB0kBzr?BXtB
ISJOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
ISZTLJO,X,O,X,O,X,X,X,X,X,O,X,O,X
ISZTLOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
ISZTJLO,X,X,X,O,X,X,X,X,X,O,X,O,X
ISZTJOL,X,X,X,O,X,X,O,X,X,X,X,X,X
ISZTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ISZTOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
ISZLTJO,X,O,X,O,X,X,X,X,X,O,X,O,X
ISZLTOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
ISZLJTO,X,O,X,X,X,X,X,X,X,O,X,O,X
ISZLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZLOTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
ISZLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZJTLO,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZJTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
ISZJLTO,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISZOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ISZOLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZOLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZOJTL,X,X,X,X,O,X,X,O,X,X,X,X,X
ISZOJLT,X,X,X,X,O,X,X,O,X,X,X,X,X
ISOTLJZ,X,X,X,O,O,X,O,X,X,X,X,X,O
ISOTLZJ,X,X,X,O,X,X,O,O,X,X,X,X,O
ISOTJLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
ISOTJZL,X,X,X,X,O,X,O,O,X,X,X,X,X
ISOTZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
ISOTZJL,X,X,X,O,O,X,O,O,X,X,X,X,X
ISOLTJZ,X,X,X,O,X,X,X,X,X,X,X,X,X
ISOLTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X
ISOLJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X
ISOLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOLZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X
ISOLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOJTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
ISOJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOJLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISOJZTL,X,X,X,X,O,X,X,O,X,X,X,X,X
ISOJZLT,X,X,X,X,O,X,X,O,X,X,X,X,X
ISOZTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOZTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ISOZLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOZLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISOZJTL,X,X,X,X,O,X,X,O,X,X,X,X,X
ISOZJLT,X,X,X,X,O,X,X,O,X,X,X,X,X
IZTLJSO,X,O,X,O,X,O,X,X,O,O,X,X,X
IZTLJOS,X,O,X,O,X,O,X,X,O,O,X,X,X
IZTLSJO,X,O,X,O,X,O,X,X,X,O,O,X,X
IZTLSOJ,X,O,X,O,X,O,O,X,X,O,O,X,X
IZTLOJS,X,O,X,O,X,O,O,X,O,O,X,X,X
IZTLOSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
IZTJLSO,X,O,X,O,X,O,X,X,O,O,X,X,X
IZTJLOS,X,O,X,O,X,O,X,X,O,O,X,X,X
IZTJSLO,X,O,X,O,X,O,X,X,O,O,X,X,X
IZTJSOL,X,X,X,O,O,O,O,X,X,X,X,X,X
IZTJOLS,X,X,X,O,X,O,O,X,O,O,X,X,X
IZTJOSL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTSLJO,X,O,X,O,X,O,X,X,X,O,O,X,X
IZTSLOJ,X,O,X,O,X,O,O,X,X,O,O,X,X
IZTSJLO,X,X,X,O,X,O,X,X,X,O,O,X,X
IZTSJOL,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTSOLJ,X,X,X,O,X,O,O,X,X,X,O,X,X
IZTSOJL,X,X,X,O,O,X,O,X,X,X,X,X,X
IZTOLJS,X,X,X,O,X,O,O,X,X,O,X,X,X
IZTOLSJ,X,X,X,O,X,O,O,O,X,O,X,X,X
IZTOJLS,X,X,X,O,X,X,O,X,X,O,X,X,X
IZTOJSL,X,X,X,O,X,X,O,O,X,X,X,X,X
IZTOSLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IZTOSJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IZLTJSO,X,O,X,O,X,O,X,X,O,O,X,X,X
IZLTJOS,X,O,X,O,X,O,X,X,O,O,X,X,X
IZLTSJO,X,O,X,O,X,O,X,X,X,O,O,O,X
IZLTSOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
IZLTOJS,X,O,X,O,X,O,O,X,O,O,X,X,X
IZLTOSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
IZLJTSO,X,O,X,X,X,O,X,X,O,O,X,X,X
IZLJTOS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZLJSTO,X,O,X,X,X,X,X,X,O,O,X,O,X
IZLJSOT,X,O,X,X,X,X,X,X,O,O,X,X,X
IZLJOTS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZLJOST,X,O,X,X,X,X,X,X,O,O,X,X,X
IZLSTJO,X,O,X,O,X,O,X,X,X,O,O,O,X
IZLSTOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
IZLSJTO,X,O,X,X,X,X,X,X,X,O,X,O,X
IZLSJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZLSOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
IZLSOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZLOTJS,X,O,X,O,X,O,O,X,O,O,X,X,X
IZLOTSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
IZLOJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZLOJST,X,O,X,X,X,X,X,X,O,O,X,X,X
IZLOSTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
IZLOSJT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZJTLSO,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJTLOS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJTSLO,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJTSOL,X,X,X,X,O,O,O,X,X,X,X,X,X
IZJTOLS,X,X,X,X,X,O,O,X,O,O,X,X,X
IZJTOSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZJLTSO,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJLTOS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJLSTO,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJLSOT,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJLOTS,X,O,X,X,X,O,X,X,O,O,X,X,X
IZJLOST,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJSTLO,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJSTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZJSLTO,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJSLOT,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJSOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJSOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJOTLS,X,O,X,X,X,X,O,X,O,O,X,X,X
IZJOTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
IZJOLTS,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJOLST,X,O,X,X,X,X,X,X,O,O,X,X,X
IZJOSTL,X,O,X,X,X,X,X,X,X,X,X,X,X
IZJOSLT,X,O,X,X,X,X,X,X,X,X,X,X,X
IZSTLJO,X,O,X,O,X,O,X,X,X,O,O,O,X
IZSTLOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
IZSTJLO,X,X,X,O,X,O,X,X,X,O,O,O,X
IZSTJOL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSTOLJ,X,X,X,O,X,O,O,X,X,X,O,X,X
IZSTOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSLTJO,X,O,X,O,X,O,X,X,X,O,O,O,X
IZSLTOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
IZSLJTO,X,O,X,X,X,X,X,X,X,O,X,O,X
IZSLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSLOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
IZSLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSJTLO,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSJTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZSJLTO,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
IZSJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IZSOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZSOLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSOLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSOJTL,X,X,X,X,O,X,X,O,X,X,X,X,X
IZSOJLT,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOTLJS,X,X,X,X,X,X,O,X,X,O,X,X,X
IZOTLSJ,X,X,X,X,X,X,O,O,X,O,X,X,X
IZOTJLS,X,X,X,X,X,X,O,X,X,O,X,X,X
IZOTJSL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOTSLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOTSJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOLTJS,X,X,X,X,X,X,O,X,X,O,X,X,X
IZOLTSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IZOLJTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOLSTJ,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOLSJT,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOJTLS,X,X,X,X,X,X,O,X,X,O,X,X,X
IZOJTSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOJSTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOSTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOSLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOTLJSZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTLJZS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTLSJZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTLSZJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTLZJS,X,X,X,O,X,X,O,X,O,X,X,X,X
IOTLZSJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTJLZS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
IOTJSZL,X,X,X,X,O,X,O,O,X,X,X,X,X
IOTJZLS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTJZSL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOTSLJZ,X,X,X,O,O,X,O,X,X,X,X,X,O
IOTSLZJ,X,X,X,O,X,X,O,O,X,X,X,X,O
IOTSJLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
IOTSJZL,X,X,X,X,O,X,O,O,X,X,X,X,X
IOTSZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTSZJL,X,X,X,O,O,X,O,O,X,X,X,X,X
IOTZLJS,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTZJLS,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTZJSL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTZSLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOTZSJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOLTJSZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOLTJZS,X,X,X,O,X,X,O,X,O,O,X,X,X
IOLTSJZ,X,X,X,O,X,X,O,X,O,X,X,X,X
IOLTSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IOLTZJS,X,X,X,O,X,X,O,X,O,O,X,X,X
IOLTZSJ,X,X,X,O,X,X,O,X,X,O,X,X,X
IOLJTSZ,X,X,X,O,X,X,X,X,O,X,X,X,X
IOLJTZS,X,X,X,O,X,X,X,X,O,O,X,X,X
IOLJSTZ,X,X,X,O,X,X,X,X,O,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLSTJZ,X,X,X,O,X,X,X,X,O,X,X,X,X
IOLSTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLSZTJ,X,X,X,O,X,X,X,O,X,O,X,X,X
IOLSZJT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOLZTJS,X,X,X,O,X,X,O,X,O,O,X,X,X
IOLZTSJ,X,X,X,O,X,X,O,X,X,O,X,X,X
IOLZJTS,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,O,X,O,X,X,X
IOLZSJT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOJTLSZ,X,X,X,X,X,X,O,X,O,X,X,X,X
IOJTLZS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOJTSLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
IOJTSZL,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,O,X,O,X,X,X,X
IOJTZSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLTZS,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJSTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
IOJSTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJSZLT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJZTLS,X,X,X,X,X,X,O,X,O,O,X,X,X
IOJZTSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJZLTS,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJZSTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZSLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSTLJZ,X,X,X,O,X,X,O,X,X,X,X,X,O
IOSTLZJ,X,X,X,O,X,X,O,O,X,X,X,X,O
IOSTJLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
IOSTJZL,X,X,X,X,O,X,O,O,X,X,X,X,X
IOSTZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
IOSTZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
IOSLTJZ,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X
IOSLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
IOSJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSJZLT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSZTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZJTL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOSZJLT,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZTLSJ,X,X,X,X,X,X,O,O,X,O,X,X,X
IOZTJLS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZTJSL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZTSJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZLTJS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZLTSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZLJTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,O,X,O,X,X,X
IOZLSJT,X,X,X,X,X,X,X,O,X,O,X,X,X
IOZJTLS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZJTSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZJSTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZSTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
LTIJSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
LTIJZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LTIJZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LTIJOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LTIJOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LTISJZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LTISJOZ,O,O,O,O,O,X,X,X,O,X,X,O,X
LTISZJO,O,O,O,O,X,X,X,X,X,X,X,O,X
LTISZOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LTISOJZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LTISOZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
LTIZJSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LTIZJOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LTIZSJO,O,O,O,O,X,O,X,X,X,O,O,O,X
LTIZSOJ,O,O,O,O,X,O,X,X,X,O,O,O,X
LTIZOJS,O,O,O,O,X,O,X,X,O,O,X,X,X
LTIZOSJ,O,O,O,O,X,O,X,X,X,O,O,X,X
LTIOJSZ,O,X,O,O,X,O,X,X,O,X,X,X,X
LTIOJZS,O,X,O,O,X,O,X,X,O,O,X,X,X
LTIOSJZ,O,X,X,O,X,O,X,X,O,X,X,X,X
LTIOSZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LTIOZJS,O,X,O,O,X,O,X,X,O,O,X,X,X
LTIOZSJ,O,X,O,O,X,O,X,X,X,O,O,X,X
LTJISZO,O,O,O,X,X,X,X,X,O,X,X,X,X
LTJISOZ,O,O,O,X,O,O,X,X,O,X,X,X,X
LTJIZSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJIZOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJIOZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJSIZO,O,O,O,X,X,X,X,X,X,X,X,X,O
LTJSIOZ,O,O,O,X,O,O,X,X,X,X,X,X,O
LTJSZIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LTJSZOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTJSOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O
LTJSOZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTJZISO,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJZIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJZSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LTJZSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTJZOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJZOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTJOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LTJOIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJOSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
LTJOSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTJOZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTJOZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTSIJZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LTSIJOZ,O,O,O,O,O,X,X,X,O,X,X,O,O
LTSIZJO,O,O,O,O,X,X,X,X,X,X,X,O,O
LTSIZOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LTSIOJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
LTSIOZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
LTSJIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
LTSJIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LTSJZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LTSJZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LTSJOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LTSJOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
LTSZIJO,O,O,O,X,X,O,X,X,X,X,O,O,O
LTSZIOJ,O,O,O,X,X,O,X,X,X,X,O,O,X
LTSZJIO,O,O,O,X,X,O,X,X,X,X,O,O,O
LTSZJOI,O,O,O,X,X,O,X,X,X,X,O,O,O
LTSZOIJ,O,O,O,X,X,O,X,X,X,X,O,O,X
LTSZOJI,O,X,O,X,X,O,X,X,X,X,O,O,X
LTSOIJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
LTSOIZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
LTSOJIZ,O,X,X,X,O,O,X,X,X,X,X,O,O
LTSOJZI,O,X,X,X,X,O,X,X,O,X,X,O,O
LTSOZIJ,O,X,X,X,X,O,X,X,X,X,O,O,X
LTSOZJI,O,X,X,X,X,O,X,X,X,X,O,O,X
LTZIJSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZIJOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZISJO,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZISOJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZIOJS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZIOSJ,O,O,O,X,X,O,X,X,X,O,O,X,X
LTZJISO,O,O,O,X,X,O,X,X,X,O,X,X,X
LTZJIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZJSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LTZJSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTZJOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZJOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTZSIJO,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZSIOJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZSJIO,O,O,O,X,X,O,X,X,X,X,O,O,X
LTZSJOI,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZSOIJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LTZSOJI,O,X,O,X,X,O,X,X,X,O,O,O,X
LTZOIJS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZOISJ,O,O,O,X,X,O,X,O,X,O,O,X,X
LTZOJIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LTZOJSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LTZOSIJ,O,O,O,X,X,O,X,O,X,O,O,X,X
LTZOSJI,O,X,O,X,X,O,X,X,X,O,O,X,X
LTOIJSZ,O,X,O,O,X,O,X,X,O,X,X,X,X
LTOIJZS,O,X,O,O,X,O,X,X,O,O,X,X,X
LTOISJZ,O,X,X,O,X,O,X,X,O,X,X,X,X
LTOISZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
