sequence,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBXjBUnBCnBlqBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBxiBTmB0qBXsBlsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFFiBXjBxqBTsBCrBUrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFjB2qBCnBTsB8qB3rB,v115@HhB8GeC8FeE8EeB8Jex/IvhF2nB/qBFmBCoBUsBTrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFymBXjBTlB0mB+sBVwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFXjBRmBFmB0qBCsBTsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnBCoBlqB3rBUsB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFiBXjBilB+rB8qBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBlqBCsBmqBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBmqBCsBlqBTsB,v115@HhB8GeC8FeE8EeB8Je3AJvhFFjBxmBmkBzqBCsBUsB,v115@HhB8GeC8FeE8EeB8Je1FJvhF0hBXjBmkBTnBCrBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnB3mBCoB0qBVxB,v115@HhB8GeC8FeE8EeB8Jex/IvhFzhBFjBilB+sB8qB3rB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBXjB0qBxrBlrBTsB
TJZILSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJZISLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJZISOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
TJZIOLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TJZIOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TJZLISO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TJZLIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJZLSIO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TJZLOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLOSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJZSIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TJZSLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
TJZSOIL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJZSOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TJZOILS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJZOISL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJZOLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOLSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJZOSLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TJOILZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOISLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
TJOISZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOIZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJOIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJOLISZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X
TJOLIZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOLSIZ,X,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X
TJOLSZI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
TJOLZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOSILZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
TJOSIZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOSLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TJOSLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TJOSZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TJOZILS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJOZISL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJOZLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZLSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOZSIL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TJOZSLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSILJZO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSILJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSILZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSILOJZ,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSILOZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSIJLZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIJLOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSIJOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSIZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSIOLJZ,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSIOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
TSIOJZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLIJZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLIZJO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSLIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLIOJZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSLIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLJIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
TSLJIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
TSLJZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
TSLJZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
TSLJOIZ,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
TSLJOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
TSLZIJO,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
TSLZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLZJIO,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
TSLZJOI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
TSLZOIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSLZOJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSLOIJZ,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X
TSLOIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSLOJIZ,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
TSLOJZI,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
TSLOZIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSLOZJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSJILZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSJILOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TSJIZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSJIOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TSJIOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
TSJLIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
TSJLZIO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
TSJLZOI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
TSJLOIZ,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
TSJLOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
TSJZILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSJZIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TSJZLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJZLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
TSJZOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TSJZOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TSJOILZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSJOIZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJOLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSJOLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSJOZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJOZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZILJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TSZILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIJLO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSZIJOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TSZIOLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIOJL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O
TSZLIJO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TSZLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TSZLJOI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZLOIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZLOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TSZJIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TSZJLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZJLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSZJOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TSZJOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOIJL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TSZOLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TSZOJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOILJZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TSOILZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSOIJLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
TSOIJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSOIZLJ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSOIZJL,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOLIJZ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TSOLIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSOLJIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,O,X
TSOLJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
TSOLZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
TSOJIZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSOJLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSOJLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSOJZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOJZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSOZILJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSOZIJL,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOZLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOZJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZILJOS,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TZILSJO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZILSOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZILOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZILOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZIJLSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TZIJLOS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZIJSLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZIJSOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
TZIJOLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZIJOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZISLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TZISLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZISJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZISJOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
TZISOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZISOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TZIOLJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TZIOLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZIOJLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZIOJSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZIOSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZIOSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZLIJSO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZLIJOS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TZLISJO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZLISOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZLIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZLIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZLJISO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZLJIOS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
TZLJSIO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLJSOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TZLJOIS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJOSI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLSIJO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLSJOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLSOIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLSOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLOISJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZLOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOSJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TZJILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZJISLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZJISOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
TZJIOLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZJIOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
TZJLISO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TZJLIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZJLSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZJLOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJLOSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZJSIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TZJSLIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJSLOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TZJSOIL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZJSOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TZJOILS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJOISL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJOLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJOLSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSIL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJOSLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
TZSILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSIJLO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZSIJOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TZSIOLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSIOJL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O
TZSLIJO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZSLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZSLJOI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZSLOIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSLOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZSJIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
TZSJLIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSJLOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJOIL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZSJOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSOILJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOIJL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZSOLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TZSOJLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZOILSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOIJLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOIJSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOISLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZOISJL,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLIJS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZOLISJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZOLJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZOLJSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOLSJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOJILS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOJISL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOJLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZOJLSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJSIL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOJSLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSILJ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZOSIJL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X
TZOSLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZOSJLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILJSZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TOILJZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOILSJZ,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
TOILSZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOILZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOILZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOIJLSZ,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TOIJLZS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOIJSLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
TOIJSZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOIJZLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TOIJZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TOISLJZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TOISLZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOISJLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
TOISJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOISZLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOISZJL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOIZLJS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TOIZLSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOIZJLS,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TOIZJSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TOIZSLJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOIZSJL,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLIJSZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TOLIJZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOLISJZ,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
TOLISZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOLIZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLIZSJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOLJISZ,O,X,O,O,X,O,X,O,O,O,X,O,X,X,X,X
TOLJIZS,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOLJSIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,O,X
TOLJSZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
TOLJZIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLJZSI,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOLSIJZ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TOLSIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TOLSJIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TOLSJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOLSZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLSZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLZIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
